6239.M117.2.1	P41932
6239.T09F5.11	G5EGH1
6239.C23H3.3b	H2KYX8
6239.Y73C8B.5b	Q3V5K4
6239.K04F1.15	Q9TXM0
6239.F55B11.7	A0FLS4
6239.F55H12.7a	H2L2G0
6239.T04B8.5a	Q1RS85
6239.C47A4.2b	Q2EEN3
6239.B0350.2f.2	Q5TYL5
6239.Y54G2A.26a	Q9N3A3
6239.B0334.15.2	E1B6R8
6239.K08H10.1k	H2FLK4
6239.D1022.7b.1	H2KZI9
6239.F16B4.2b.1	H2KZS8
6239.F52E1.13a	H2L004
6239.T27F7.2a	H2L091
6239.C07A4.1	Q93194
6239.Y39A1A.11	Q9XX28
6239.Y57G11C.44a	F5GUJ1
6239.F57C9.1b	H1ZUV6
6239.W02F12.4d	H1ZUX4
6239.Y23H5A.5a	H2L012
6239.Y32H12A.2b.1	H2L0N5
6239.K07C6.9	O44642
6239.R13H7.2a	Q3S1L8
6239.C23F12.1a	D0VWL7
6239.R11H6.2.2	O45719
6239.Y41E3.1a.1	O62436
6239.C24A8.1	P91096
6239.F46H5.8	Q20489
6239.ZC13.1b	Q7JNM2
6239.C11E4.1	Q93204
6239.F09E8.5	Q93444
6239.H28G03.1a.1	H2L0D0
6239.F49E8.3b	Q4TT88
6239.R07G3.3b	Q5WRT9
6239.Y41G9A.3	Q9N501
6239.F32D1.9.2	O16293
6239.T26H5.3	O62384
6239.F09E10.3	Q19246
6239.K02E11.1	Q21145
6239.C55A1.12	Q7YTQ2
6239.T01C4.6	Q94299
6239.F58A3.1c	Q9U3E2
6239.C32B5.7	U4PEU2
6239.Y41D4A.6	U4PMM1
6239.K10D6.2b	E9P878
6239.K11E8.1r	F5GUA8
6239.ZK669.1a	G5EG95
6239.B0213.11a	H1ZUV4
6239.F49D11.3a	H2L059
6239.Y82E9BR.14b	H2L0G7
6239.Y95B8A.12c	H2L0P5
6239.F54D12.3	O44832
6239.C18D4.4a	O45262
6239.W04G3.1a	Q23162
6239.F18A1.3b	U4PCJ3
6239.H01G02.3a	B2MZC7
6239.F01F1.4	Q19088
6239.B0563.6a	A8WFI5
6239.JC8.8.2	O62289
6239.T08E11.7	O76638
6239.B0035.13	Q17437
6239.C26B9.6	Q18199
6239.R08E3.4b	Q5WRS1
6239.C43F9.10	Q7YTP8
6239.B0454.10	Q95X80
6239.Y39A1B.1	Q9XXS0
6239.F55A8.2a.1	U4PRL6
6239.Y67A10A.8	A0A061ACE6
6239.F57F5.4a.1	Q1ZXU2
6239.M28.6	Q21569
6239.Y43F4A.1a	Q7Z1J4
6239.Y39G10AR.14.2	Q95XQ8
6239.C54C8.11	L8E6J1
6239.T28A11.11	P91505
6239.K02B9.1	Q21126
6239.C49A1.2	G5EFW5
6239.D2092.2.2	P91198
6239.ZC455.9	Q23339
6239.W10D5.1	Q9U325
6239.ZK1058.6	Q23384
6239.F59H6.10	Q9N5P9
6239.Y62E10A.4a	Q9U1X1
6239.F20E11.1	Q9XV83
6239.Y73F8A.34a	D3NQB4
6239.ZK593.2a	D3YT35
6239.JC8.7a	D3YT79
6239.Y59A8B.13a	H8ESH6
6239.F38H12.1	O16348
6239.E03G2.2	Q19048
6239.T04A8.9.2	Q22138
6239.Y119D3A.3	Q966E4
6239.Y17G7B.12.1	Q9XXI3
6239.F55A12.7	O01755
6239.F13H10.3b	Q0G831
6239.R05D11.6.3	Q21738
6239.E01A2.4.1	Q966L6
6239.Y59E1A.1	Q968Z2
6239.Y54H5A.2.2	Q9BL64
6239.Y11D7A.11	Q9XWR2
6239.F01G12.6	S6F527
6239.R03C1.1b	B7WNA3
6239.F13E9.11a	K8ESG8
6239.F56A6.5	Q4W4Z4
6239.Y48E1B.3c.2	B7WNB2
6239.Y45F10A.7a	D3NQ95
6239.C44C10.9b	J7SF86
6239.T04C12.2a	O02296
6239.T14F9.4a	Q7Z1Q1
6239.R09B5.2	O44615
6239.Y66A7A.2a	G2HK18
6239.C08A9.3b	H2KYK1
6239.C28C12.9a.1	H2KYN3
6239.ZK938.2	Q23672
6239.Y32H12A.5.2	Q9N536
6239.Y116A8C.18	Q9U2V3
6239.W07A8.1	Q9XUK6
6239.F53B6.6	Q9XVN2
6239.C02A12.4.1	O16202
6239.C25D7.7	O17599
6239.F26D10.12a	Q9XVT9
6239.Y47D3A.30a	F3Y5R6
6239.T13A10.13	Q22451
6239.F56A3.5	Q95ZL9
6239.K12D9.12	B3GWA4
6239.H13N06.4a	Q564P9
6239.F26F2.10a	B6EU67
6239.Y81G3A.5a	B6GUQ3
6239.Y58A7A.1b	D6RYD3
6239.F57G8.3a	D7SFR0
6239.F39G3.8	O16273
6239.C50H11.11	O16471
6239.C10F3.3	O16880
6239.R12E2.9	O61786
6239.K10C9.8	O61886
6239.C17G10.5.1	Q09975
6239.C41G11.4c.1	Q18564
6239.F44C8.6a.1	Q4A576
6239.F43G9.6a	B2D6N9
6239.K11H12.9.1	U4PAQ0
6239.C34H4.5.2	U4PB34
6239.C02E7.2	O16433
6239.C53A5.13a	O62118
6239.F37B4.5	O45162
6239.T25E12.10	O45824
6239.T26E3.1	O45829
6239.C27A7.5c	P90759
6239.C40H1.8.1	Q7YX61
6239.F21A10.2e	Q8MQ67
6239.F53C3.12	Q9TXT9
6239.Y52B11A.5	Q9XWF3
6239.T19A5.3a	Q22552
6239.Y94H6A.5b	Q688Z4
6239.F40F12.4	Q7JMS6
6239.F07C6.4d	G5ECX1
6239.F29D11.2	G5EFJ4
6239.M04C3.1a	G5EFX4
6239.K10D11.3	H9G312
6239.W02C12.2b	A8WFN1
6239.W01B11.5b	G4SR37
6239.C41C4.5e.1	H2FLF9
6239.C27D6.4b.1	Q4JFI0
6239.F35C8.1	Q58AU7
6239.C29A12.4b	E1B6S7
6239.R13F6.6c	H2KZW5
6239.Y77E11A.7a	H2L0E1
6239.C04G2.1a	H2L2B1
6239.C09F9.3d	H2L2H3
6239.T05C3.4	O16301
6239.Y38C1AA.3a	A7WK39
6239.H06I04.6b	C7GIK1
6239.F41B5.4	O16670
6239.F20C5.1a	Q5WRP7
6239.H06A10.2	Q7YXA3
6239.Y49F6B.9a	A8DJA6
6239.ZK593.6a	E2JKY9
6239.C27A7.3a	E3W744
6239.W09G3.7a	G5EEZ1
6239.C50H11.14	O16477
6239.C04H5.8	Q7YX92
6239.F53B6.9	Q8T3D9
6239.T08B2.7a	Q8T8N8
6239.C35C5.8a	Q95QS2
6239.Y110A7A.5	Q9N589
6239.E01F3.1e	U4PM84
6239.F37C4.8	U4PRX5
6239.ZK1251.8	A0A061AD18
6239.F31D4.1.1	G5EDS8
6239.C12D5.2	Q17929
6239.C26B2.4	Q18190
6239.F54F7.4	Q20791
6239.Y69A2AR.19	Q95XJ2
6239.C01F6.6b	X5MBG4
6239.Y10G11A.2b	A0AAC1
6239.Y113G7A.6a	B5QSI6
6239.T20D3.7a	L8E917
6239.R09B5.4	O44607
6239.F19B6.1d	D3YT38
6239.R102.11a	D3YT49
6239.C39E9.9	Q18536
6239.F32D8.12a.1	Q7JLI9
6239.F14H12.1	Q966K5
6239.T13B5.8b	A9D649
6239.B0432.12	P90996
6239.T22C1.8	Q22668
6239.C36B1.10	Q93344
6239.H18N23.2b	G5EE64
6239.F41B5.7	O16672
6239.W03G11.1a	Q23150
6239.C23H4.2	Q93251
6239.Y116F11A.1	Q9U3T4
6239.T06C12.6	Q9XVJ1
6239.Y43F8B.5	Q9XWX3
6239.C31A11.3	O45280
6239.F53F8.1	O62259
6239.Y77E11A.2	Q9N4A9
6239.ZC373.1.1	G5EFH8
6239.F26F12.3a.2	H2KYE2
6239.C43E11.6a.1	H2KYW3
6239.ZK809.5b	Q23600
6239.F16H6.5	Q9XV88
6239.R07H5.11	L8E709
6239.F45C12.13	O16742
6239.F22B8.1	O17830
6239.Y10G11A.2b	Q8MPS5
6239.Y116A8C.37	Q9U2S5
6239.W02A11.8	Q9XUM9
6239.R10D12.5	Q9XVJ9
6239.Y48A6B.4	Q9XXD3
6239.Y39D8B.1	Q60F74
6239.Y39A1C.4	G5EDG9
6239.Y4C6B.7	V6CKD2
6239.T04B2.6a	D3KFT5
6239.K02B12.8b	C6KRL6
6239.C06B3.12	Q58AA2
6239.F47G6.1	W6RR09
6239.C33H5.14.2	W6RTH8
6239.T05B4.11	O16420
6239.F31F4.9	O17126
6239.F49E8.3b	Q20627
6239.ZK121.1a	Q2AAC3
6239.Y54G2A.9	Q95XX5
6239.Y73B6BL.26	Q9GUF0
6239.Y110A7A.4	Q9N588
6239.C07F11.1	Q9N5Z3
6239.T19A6.1b	G5EE99
6239.F21E9.3	O16586
6239.T21B4.9	O18104
6239.F54B8.9	O45565
6239.T09D3.4	Q23038
6239.ZC487.5	Q23353
6239.Y45G12B.1a.1	Q86S76
6239.Y32H12A.7.1	Q9N534
6239.F41H8.2	Q9UAQ0
6239.F55A12.2c	H2KYZ8
6239.C34C6.4	Q18429
6239.F47B8.9a	Q20527
6239.T14G10.3	Q22500
6239.F32F2.1b	D4YWB8
6239.F25H8.5c	H9G2U6
6239.C32H11.1	H9G326
6239.C50C10.3	Q18730
6239.C51E3.4	Q18769
6239.F13E9.9	Q19413
6239.K04F1.3	Q9TXK8
6239.C14A4.14.2	Q9U3Q0
6239.Y37A1C.1c	G5EFE5
6239.C27A7.8b	B0M0N3
6239.C24H12.5a	H1ZUV7
6239.F11F1.1a	H2FLI9
6239.C03E10.5	O17562
6239.Y65B4BR.8	Q9BL54
6239.Y39A1A.8	Q9XX26
6239.F41E7.7b	D0VWN6
6239.F07A11.6b	G5ED50
6239.C41C4.5e.1	H2FLG2
6239.ZK897.1c	A0A061AJ06
6239.Y62F5A.10	Q7YWN5
6239.Y59E9AR.7	S6CPF4
6239.M01D7.7a	X5LQ30
6239.F28C6.8	I2HA91
6239.F23F1.6	O17069
6239.F49D11.8	O44727
6239.F22A3.2.1	Q19694
6239.T04F8.1	Q22161
6239.K06G5.1a.1	Q5WRM0
6239.W07E6.5	Q9TYV4
6239.ZK185.1	U4PEA1
6239.B0001.1a	E5QCG5
6239.B0001.1a	E5QCG6
6239.Y37A1C.1c	G5EEQ4
6239.T23H2.2	P91493
6239.F13D2.3	Q19397
6239.F29B9.9	Q9GYI3
6239.Y71F9B.6	Q9N4H0
6239.F33A8.9	Q9NAQ4
6239.W04C9.3	Q9TZE2
6239.H37A05.4	Q56W03
6239.Y71G12B.26	Q95XM7
6239.Y48C3A.11	Q9NAG1
6239.B0391.6	Q86D19
6239.R11E3.5a	Q8MXE5
6239.Y79H2A.3a.1	H8ESF9
6239.C16C4.5	O16551
6239.M04G12.1a	P92004
6239.C15A7.1	Q17999
6239.F35B12.6	Q20014
6239.Y37A1B.5a	D3NQ99
6239.R07B7.9a	Q21798
6239.C35B1.2.2	U4PAT9
6239.B0024.14b	G5EF34
6239.C10G11.5a.1	H2KYP8
6239.F39B2.10.2	O45502
6239.H02I12.1.2	O45599
6239.Y67A10A.11	Q0WKU2
6239.F58H1.4	Q21013
6239.C50E3.3	Q22932
6239.ZK39.5	Q9XUI5
6239.F58E10.1b	Q9XUW6
6239.ZK354.6	P91566
6239.C42D4.4	Q18571
6239.ZK813.6	Q3S1M5
6239.ZK105.2	Q965Z6
6239.C34F6.8.1	O17643
6239.T05E12.2	O45752
6239.D2085.3	Q18994
6239.F20D12.1a	Q27GU1
6239.F15B10.2	V6CIX1
6239.T07D4.5	A5JYR6
6239.T07G12.5a	B3GWD8
6239.Y59E9AL.36	D6RYE4
6239.T01H8.1e	G5EE78
6239.T25B9.3a	G5EF20
6239.C33F10.5b	H2KZ60
6239.Y18H1A.3	V6CIT8
6239.C02B10.5.1	V6CLE9
6239.C43G2.3	V6CLJ0
6239.T04H1.6	Q22179
6239.R151.2d.2	Q6AHR3
6239.Y67D8A.3	Q95XU1
6239.T20F7.7	O02171
6239.F01D4.5a	O17753
6239.C31C9.4	O45286
6239.C27A2.3.2	Q18235
6239.F25B4.2	Q22967
6239.ZK455.8a	Q23501
6239.ZK593.2a	Q23540
6239.F36D4.3b	Q95ZU1
6239.F48G7.3	Q9GUC1
6239.Y67A10A.5	Q9U1U9
6239.Y43F8A.3a.2	Q9XWL5
6239.T22D1.17	D4YW54
6239.R10E4.2q	D5MCQ7
6239.Y57G11C.42	H9G364
6239.F35D11.11b	Q09EF6
6239.F42C5.3	Q20322
6239.C10G11.5a.1	Q86NC9
6239.ZC518.3d	Q8I4B4
6239.F23H11.4a.1	Q8I7N1
6239.Y50D7A.3a	Q9N3L4
6239.T04F8.8a	A8WHM5
6239.F55C5.7a	A8WHT6
6239.T08G11.4a.2	A8WHU4
6239.C44H9.7b	Q7JLG7
6239.C30F12.5a.2	D0G904
6239.D1086.4a	E1B6V2
6239.ZC308.4a	H2L0E4
6239.Y54G2A.25a	H2L0R2
6239.C03G5.10	Q4TTA5
6239.H14N18.1a	Q5TKA9
6239.Y51H4A.12	Q9U263
6239.T01C3.8a	E1B6U1
6239.F25F6.1	G4SC46
6239.C55B6.1a	H2KZG4
6239.R12C12.9a.1	H2L0B6
6239.Y55F3AM.6a	H2L0R6
6239.F28D9.2a	Q7YZP5
6239.F28F8.4	O17849
6239.T06E6.3	O45758
6239.T23D5.1	O45803
6239.C54G4.6	Q18851
6239.T21B10.5	Q22626
6239.C28D4.10	Q7YTR2
6239.Y48G9A.9b	Q7YZG5
6239.F59H6.12.4	Q9N5P7
6239.F58E1.8	Q9TZG4
6239.C24F3.5	S6EZS3
6239.T07G12.5a	A0A061ACV1
6239.F53C11.4b.1	E5QCH3
6239.Y71A12B.17b	H2KMM0
6239.D1007.14	O01876
6239.C17E7.3	O16394
6239.ZC373.3a	Q23259
6239.F42A9.5	Q27499
6239.F55A12.2c	Q7Z132
6239.F45E4.8.1	Q94233
6239.C29F9.11	Q9TZC0
6239.C33D9.1a	X5LV34
6239.F07B7.8	M1ZMI4
6239.F56C4.4.2	M1ZMI5
6239.C05B5.7b	D1MN65
6239.AC3.6	Q17402
6239.B0564.2	Q17527
6239.Y38E10A.10	Q9NAK1
6239.H25K10.6	Q9XU16
6239.D1054.9b	Q9XVV1
6239.B0432.5	S6FN11
6239.Y73B6BL.5d.1	A9D2P7
6239.F19B10.8	O02072
6239.C05E4.10	O17354
6239.D2023.6	O17735
6239.Y45G5AM.8	Q95XJ4
6239.Y53F4B.4b	Q9NAA7
6239.C47B2.9.2	Q9U3L4
6239.C32H11.7a	Q9XUH0
6239.F54D1.5	Q20766
6239.ZK897.1c	A0A061ADU4
6239.C16A11.6	A3KFE6
6239.F40F8.9	Q20229
6239.B0391.11	Q9NDU9
6239.C48D1.5a	A0A061ADP6
6239.M04B2.7a	A0A061AE17
6239.T08B1.2a	K8ERV5
6239.C43E11.2a.2	P91153
6239.Y68A4A.10a	Q9XXP6
6239.T09B4.5a	O02155
6239.F59A6.6c	Q1NZ33
6239.T10B10.4a	Q22371
6239.F55F3.2b	Q8MQ23
6239.F48G7.6	O61202
6239.Y57G11A.1d	A0A061AD47
6239.Y71G12B.23a	C0VXV9
6239.Y48E1C.1b.2	G5EBV2
6239.C50C10.1	G5EG01
6239.C41A3.2a	H2KYE7
6239.K04F10.6a	O44768
6239.C54A12.4.2	Q09930
6239.R11A8.3	Q21922
6239.F47E1.4	Q95ZT3
6239.F01G10.3	A0A061AKU6
6239.C11H1.9a	Q5WRP1
6239.B0353.1b	A8WFH0
6239.F28F8.3.1	O18694
6239.F56C3.6	O61756
6239.C47F8.8	O62116
6239.Y57G7A.10	O76630
6239.F43G6.1a	Q20371
6239.T03G11.8	Q22125
6239.R05G9.2b	Q65XY3
6239.ZK354.2b	Q8MPS7
6239.Y9C9A.10	Q9N2T5
6239.M02B7.5	U4PB66
6239.K10H10.4	U4PR07
6239.ZC518.1a	A0A061AJF0
6239.Y34B4A.8b	C5NU64
6239.C02E7.3	O16432
6239.C17A2.8	O16537
6239.F14B8.3	Q19442
6239.C12D5.7	Q27470
6239.Y38A10A.1	Q9UAX5
6239.W03F11.6a	X5M8V1
6239.C25F9.1a	M1ZJV5
6239.F16B4.9	O44635
6239.F36H12.1	O76722
6239.C42D4.6	Q18567
6239.C41G6.15	Q9U3M3
6239.W02B12.13a	A3FPK4
6239.F56F4.3	O01843
6239.C03A7.9	O16504
6239.F54E4.2	Q93784
6239.F59A1.11b	A5Z2W0
6239.F46C5.6	G5EGI8
6239.T24A6.13	O61944
6239.K02B12.8b	P90905
6239.C18B2.5b	Q18076
6239.D2024.2	Q18974
6239.F08G5.3b	Q19219
6239.F45G2.2a	Q5FC20
6239.R03A10.4a	Q8MP09
6239.C54G6.5.1	Q8WSN3
6239.T09B4.7	Q966M1
6239.F09C3.5	Q9NAQ7
6239.C27A7.5c	P90758
6239.F15A8.5a	Q86ME3
6239.T12G3.2d	D3YT30
6239.F08A7.1a	D3YT65
6239.C30H6.6.1	O45278
6239.F41A4.1	O61834
6239.F32D8.9	Q19968
6239.F39D8.1a	Q20189
6239.ZK563.4a	Q23532
6239.C56E10.4b	B3WFU1
6239.R03A10.6.1	G5EEU4
6239.C55B7.3	G8JZG5
6239.C50H11.7	O16472
6239.F20D6.11.2	Q19655
6239.R12C12.9a.1	Q21956
6239.T14A8.2a	Q22473
6239.F33G12.6a	Q6AHN9
6239.T27E9.1a.2	Q86CZ9
6239.Y48G1C.11	V6CJW9
6239.F56A6.4.1	V6CLH9
6239.R05G6.10.1	W6RTN2
6239.W02D9.1a.2	D7SFP4
6239.R12C12.5	Q21959
6239.Y113G7B.1b	Q9U2Y1
6239.C26C6.5b	G5ECM2
6239.Y54E5A.8a	G5EEI7
6239.R155.2	C3JXD8
6239.F52G2.2a	Q2EEN1
6239.C53B4.4b	A5JYS5
6239.Y55F3C.7b	H2L015
6239.F55A3.1	Q400N4
6239.T28D6.6a	G5EGL2
6239.ZK945.6a	Q6LAA9
6239.C55A6.10a	Q8WQF9
6239.JC8.5.1	Q95QD5
6239.Y50E8A.4a	Q9U277
6239.T22H6.6a	G5EBG6
6239.F49C5.4	O17879
6239.F46B6.6a	Q20447
6239.W01A11.2	Q23067
6239.Y79H2A.1a.2	Q9U1S2
6239.Y56A3A.7b	Q9U222
6239.T11A5.6a	G5EEZ6
6239.R11H6.4a	O18002
6239.C09G12.1	O44462
6239.R06A4.4a	O62332
6239.C39E9.10	Q18545
6239.F02D10.7	Q19117
6239.F55C12.1b	Q8IG15
6239.C27H5.8	Q95QT7
6239.Y15E3A.2	Q9U2R5
6239.R107.6.2	K8ESK4
6239.C16C4.8	O16556
6239.F54B8.8	O45557
6239.Y41E3.8	O62437
6239.C30G4.7	A0A078BPI6
6239.Y67H2A.2a	H8ESI3
6239.F17A9.6	O16218
6239.C18D4.6c	O45263
6239.H10E21.1b	O76669
6239.ZK287.6	Q23458
6239.Y44E3A.6b	Q8ITV7
6239.F55C12.7.1	Q95ZS9
6239.Y38E10A.7	Q9NAK4
6239.ZC434.9e	Q23318
6239.F46C8.2	Q9GYP3
6239.F08B4.1b	B7WN63
6239.ZK131.6	J7S164
6239.T20D3.3a.2	O01255
6239.R12A1.2.2	O16700
6239.F53G2.6	O17244
6239.E04A4.1	O44475
6239.F58G1.5	O62271
6239.C05D2.1a	Q8ITX8
6239.Y49E10.22	Q9XTU1
6239.ZK899.8c	K8ERY0
6239.ZK899.8c	K8FE04
6239.F18F11.5	Q86ME2
6239.Y92C3A.3	Q9BL23
6239.F39D8.3	K8ES61
6239.F38E11.12	Q7Z205
6239.C49C3.13	Q9XUF4
6239.Y67D8A.2b.1	U4PMS5
6239.R09A1.1.1	O61931
6239.M01G5.6	Q4W4Y7
6239.F26E4.7a	Q8T3E1
6239.F37B1.7	Q93700
6239.M02G9.1b	O17970
6239.F27C8.1	Q19834
6239.C09B9.3a.1	J7RNL4
6239.Y69E1A.6	J7S134
6239.T01G5.5	G5EGE5
6239.F53A9.5	Q20686
6239.Y48C3A.17a	Q9U289
6239.C38D9.4	Q9XVC2
6239.F45C12.15.1	O16749
6239.R04D3.7	Q21715
6239.C24A8.6	Q304D9
6239.Y55F3AM.7	U4PBA8
6239.T14C1.3	A3RMT8
6239.ZK897.1c	G3MU01
6239.ZK228.8	G5EBQ4
6239.F45E4.10b.2	H2KYL3
6239.C15F1.5a	H2KYS7
6239.C17E7.6	O16389
6239.K06B4.5	O17932
6239.F32H5.3a	O62210
6239.C33A12.8	Q18363
6239.T05B11.2	Q22211
6239.ZK1058.4.1	Q23382
6239.Y39B6A.38	Q8MYM6
6239.Y82E9BR.16a.1	Q9BKR9
6239.T19E10.1b	Q9U364
6239.T06D4.1a	A7DT37
6239.C25A11.4a	H2KYC5
6239.F22A3.1b	H2KYS4
6239.K09F6.8	O16735
6239.F11C7.4	Q19350
6239.C37C3.4	Q22914
6239.ZK897.1c	A0A061AKP8
6239.C01G12.2	O45234
6239.F40G12.8	Q20244
6239.F42D1.3	Q93704
6239.Y40B10A.3	Q965W7
6239.T12B5.7	Q9TZ29
6239.C17B7.8b	H2KYF5
6239.B0462.3	O45224
6239.F36H5.3b	Q2L6V3
6239.R07H5.3b	Q93931
6239.H06H21.3.2	Q9TXU7
6239.Y67D8C.5	U4PES6
6239.C44E4.5	A6PVA1
6239.C35B1.2.2	D3NQ89
6239.Y48C3A.18a	G2HK06
6239.R10E11.5a	G3MTX4
6239.W01A8.6	G5EC13
6239.W10G11.9	O44908
6239.F25E5.7	O76649
6239.F58G11.3a	P90898
6239.F58G6.1.2	Q21004
6239.R09D1.13	Q21868
6239.T08B2.7a	Q9GYT0
6239.F45D11.8	Q9N5T8
6239.Y79H2A.6	Q9U1R7
6239.F11E6.2	Q9U3J9
6239.Y57G11C.24g	A0A061ACP8
6239.C11G6.2	Q17908
6239.W02B8.5	Q8T3B0
6239.W05F2.2	Q9TYT9
6239.T20F10.2a	O18092
6239.R04E5.8a	Q86DC5
6239.Y54G2A.16	Q9N3B7
6239.C01A2.1a	G3MU45
6239.C24A8.3	P91094
6239.F43E2.7a.1	Q8I7N5
6239.F40B5.3a	Q95ZU0
6239.Y56A3A.28	Q9U235
6239.W01D2.4	Q9XU64
6239.C48D1.5a	A0A061AKK5
6239.F49C5.1	O17876
6239.R186.2a	Q1HB03
6239.F35C12.3a.2	Q9XVP4
6239.W06B11.3	Q23190
6239.ZK1055.6b.1	Q8MXF9
6239.Y62E10A.13b	Q9U1W7
6239.Y54G11A.17	C0Z3L6
6239.Y51A2D.15a	F3Y5P4
6239.F22E12.4a.1	G5ECV8
6239.F35E12.3	O02356
6239.K07C6.3	O44651
6239.C29E6.3	Q18301
6239.ZK867.3	Q3S1M3
6239.C30F12.2.1	Q95YE1
6239.R13D7.10	Q966G5
6239.F58D5.4a	B3KYC3
6239.F15D3.1a	V6CJE3
6239.T11B7.3a	A5JYR8
6239.K08D8.7a	D3KFV1
6239.C47B2.6b	Q564Q1
6239.F46F3.4a	E0AHC9
6239.Y45F10B.10	O62471
6239.C33G8.5	Q18398
6239.F55A12.9a	Q95R13
6239.F53G12.9	V6CM17
6239.F35E12.8a	E0AHD6
6239.F16A11.3d	G5ED93
6239.H16O14.1c	H2KZC3
6239.F21F8.9	O01535
6239.C45H4.8	O44697
6239.C35B8.1	Q18480
6239.F10G7.2.2	Q19328
6239.K02E10.1	Q21137
6239.Y53F4B.27a	Q599F6
6239.K08E3.10	Q69Z12
6239.T14E8.1a	Q6AHP3
6239.W08D2.4a	N1NTM6
6239.F40H3.1a	Q2A948
6239.F39H11.2b	B2D6P4
6239.ZK1067.1c	B5BM28
6239.R09D1.11a	G5EBF8
6239.Y4C6B.3	V6CLQ0
6239.K12C11.1.2	W6RXW2
6239.F54D5.1a	A5JYS1
6239.C23H4.4a	B6VQ84
6239.C01G10.11f.1	E0AHC3
6239.T23B3.1a	P91492
6239.C25E10.1	Q18155
6239.Y50E8A.4a	Q25AR8
6239.T24F1.3a	Q58AA9
6239.Y73B6BL.30.1	V6CLS1
6239.C45H4.12	O44691
6239.F33D11.3	O44774
6239.K02F2.4	O44984
6239.C14F11.2	Q17989
6239.Y47G6A.19a	Q6AW09
6239.F40F9.7a	Q86G95
6239.Y57G11A.1d	Q86CZ7
6239.Y34D9A.1.2	Q9BL86
6239.F42C5.4	V6CJI0
6239.T04D3.3a	B5BM35
6239.C25H3.9a.1	D7SFJ4
6239.F53H10.2a	N1NTF3
6239.C26B2.1.2	Q18194
6239.F13E9.6.2	Q19411
6239.F16D3.1	Q19490
6239.F43C1.6.1	Q6A575
6239.Y92H12A.2	Q9BKW4
6239.T12B5.10	Q9TZ26
6239.H06H21.10a	U4PBI0
6239.Y67D8A.2b.1	U4PC02
6239.ZK1067.1c	B5BM27
6239.CD4.7b	O44161
6239.F14B6.6a	O62165
6239.F35A5.8a	Q20005
6239.M01F1.4a	Q21453
6239.F29C12.1a	Q5FC36
6239.F36D4.5a	Q8MNS8
6239.F36F2.6	Q95QG8
6239.Y48E1B.2a	Q9U285
6239.C06H2.5b	B6EU62
6239.C55A6.12	N1NVC0
6239.M110.4a	B5BM24
6239.C33A12.2	Q18356
6239.F08B12.3a	H9G2R6
6239.R03A10.5	Q21660
6239.C02A12.6	Q5F4V0
6239.W05E10.5a	Q7YWS3
6239.Y41C4A.4g	Q8I4D8
6239.Y46H3D.5b	Q966B9
6239.W05B5.2	Q9XUK8
6239.F49C12.12.1	X5LX67
6239.F11A5.5b	O17784
6239.T06E6.10	O45764
6239.C07G2.3a.1	Q8WQG4
6239.F26D2.12a	D5MCU5
6239.D2062.2	O16600
6239.R01E6.1b	Q21617
6239.M110.5b.2	Q8I4G9
6239.C05E4.13	O17361
6239.ZK470.2c	Q23505
6239.T08A9.9.1	Q86FL8
6239.F32H5.7	G5EEH1
6239.W06D12.4	O45893
6239.C12D8.8	Q17939
6239.C28C12.2	Q18282
6239.EGAP7.1	Q19079
6239.F21C3.4a.1	Q19672
6239.F38B7.4	Q20152
6239.C02A12.3	Q5F4V6
6239.Y55F3AM.9	Q9N370
6239.K01A2.11d.2	Q9TZ47
6239.C14B1.10.1	Q9U3P9
6239.K03D7.11	Q9XUV1
6239.T27C5.1	O45845
6239.T24A6.18	O61948
6239.C48G7.3a.2	G5EDQ3
6239.C27B7.1b	Q7JMA9
6239.F11C1.7b	G1K0W7
6239.T22H2.1	O18113
6239.H05B21.2	O61969
6239.T11F9.2b	Q8I4G0
6239.F45E10.1c	G5EEU6
6239.F25H8.5c	H9G2T7
6239.W03A5.1	Q23136
6239.ZK1193.5a	Q86MH8
6239.C09D1.2	G4RY15
6239.F08B12.3a	Q565B7
6239.F46A9.3a	Q93732
6239.Y66H1B.2a.2	D0IMZ6
6239.D1054.18a.1	E1B6S9
6239.F52E1.13a	H2L005
6239.Y61A9LA.11b	H2L073
6239.C14A4.10.1	Q17957
6239.Y66D12A.15	Q95PZ4
6239.Y16E11A.1	Q9N487
6239.R06A10.5b	A4UVM4
6239.M04C3.5c	G1K102
6239.Y67A10A.6b	H1UBK3
6239.Y57G11C.4	O18230
6239.C55B7.3	Q966M2
6239.C48D5.1a	B2MZB4
6239.Y49E10.16a	E9P8A5
6239.F12B6.2a	H2KZQ1
6239.F31F7.1a	H2KZX6
6239.F47D2.10b	H2L050
6239.Y32G9B.1b	H2L0K9
6239.R09B5.3	O44611
6239.C09G9.7	Q17876
6239.Y50E8A.9	Q9NAE9
6239.T07G12.12a	F5GUH4
6239.T07C4.1.2	G5EDZ2
6239.F36H2.3b	Q7JL32
6239.Y19D10A.13	Q7KX52
6239.F44D12.9c	E1B6S1
6239.Y94H6A.9a.1	Q9N2W5
6239.C53D5.1a	H2KZF0
6239.F44C8.9a	H2L019
6239.Y110A2AL.8c	H2L0G4
6239.M01H9.4b	H2L0H0
6239.C46C2.1m	H2L291
6239.F46B6.5e.1	H2L2B3
6239.F53H4.1	Q93781
