7955.ENSDARP00000027118	Q5PRD0
7955.ENSDARP00000037339	Q4KM09
7955.ENSDARP00000049892	B3DH46
7955.ENSDARP00000031629	B3DHL9
7955.ENSDARP00000069747	B2GNS7
7955.ENSDARP00000018378	B2GRG1
7955.ENSDARP00000072525	B2GSN3
7955.ENSDARP00000110413	E7F981
7955.ENSDARP00000101025	E7FCG0
7955.ENSDARP00000086813	F1QC52
7955.ENSDARP00000057249	F1QDC0
7955.ENSDARP00000089905	F1R5W0
7955.ENSDARP00000013881	F1R5Z2
7955.ENSDARP00000084365	F1R8Q8
7955.ENSDARP00000025863	Q7ZV10
7955.ENSDARP00000104671	E7EYG2
7955.ENSDARP00000104415	E7EZJ5
7955.ENSDARP00000105815	E7F2U7
7955.ENSDARP00000096116	E7F513
7955.ENSDARP00000110920	E7F6X2
7955.ENSDARP00000069192	E7FB34
7955.ENSDARP00000100145	E7FFI1
7955.ENSDARP00000010799	Q90Y56
7955.ENSDARP00000031031	B2GQK5
7955.ENSDARP00000097470	E7F719
7955.ENSDARP00000108434	E7F7P8
7955.ENSDARP00000090944	E7FCV6
7955.ENSDARP00000044669	E7F1T6
7955.ENSDARP00000100352	E7FEM1
7955.ENSDARP00000099067	E7FFW3
7955.ENSDARP00000105508	E7FGJ0
7955.ENSDARP00000074827	F1QC70
7955.ENSDARP00000100364	F1RDA0
7955.ENSDARP00000042971	F1REN8
7955.ENSDARP00000076404	Q66HZ3
7955.ENSDARP00000071221	F1QLT7
7955.ENSDARP00000054896	F1RC90
7955.ENSDARP00000100472	E7FGP0
7955.ENSDARP00000097916	F1QQ08
7955.ENSDARP00000104334	F1R2H6
7955.ENSDARP00000055487	F1RAY1
7955.ENSDARP00000109572	E7EY65
7955.ENSDARP00000099409	E7F579
7955.ENSDARP00000083819	E7F645
7955.ENSDARP00000085316	E7F7J7
7955.ENSDARP00000101723	E7FB27
7955.ENSDARP00000070461	E7FFR2
7955.ENSDARP00000075049	E7FG02
7955.ENSDARP00000105116	E7FG28
7955.ENSDARP00000101599	F1RAC1
7955.ENSDARP00000092069	F1Q9E5
7955.ENSDARP00000056521	F1R1T6
7955.ENSDARP00000107660	F1R5S7
7955.ENSDARP00000094422	A0A0A0MPL5
7955.ENSDARP00000050643	E7EXC4
7955.ENSDARP00000060785	E7F4U5
7955.ENSDARP00000075036	E7FG11
7955.ENSDARP00000085983	F1QPV2
7955.ENSDARP00000021253	Q6DBZ4
7955.ENSDARP00000090676	A6H8T1
7955.ENSDARP00000109449	E7EYQ0
7955.ENSDARP00000102848	E7F133
7955.ENSDARP00000107693	E7F1H8
7955.ENSDARP00000105984	E7F3D3
7955.ENSDARP00000111133	E7F4B0
7955.ENSDARP00000047250	E7F6T2
7955.ENSDARP00000103159	E7FAY2
7955.ENSDARP00000023704	E7FEN4
7955.ENSDARP00000106473	F1QB90
7955.ENSDARP00000113768	F1QTF7
7955.ENSDARP00000119031	F1R952
7955.ENSDARP00000108397	F1Q9X4
7955.ENSDARP00000100902	F1RCT6
7955.ENSDARP00000108194	F1REA3
7955.ENSDARP00000090385	A2BIR2
7955.ENSDARP00000094530	A2CEW3
7955.ENSDARP00000120789	F1QB61
7955.ENSDARP00000024696	F1QBQ7
7955.ENSDARP00000122228	F1QVK9
7955.ENSDARP00000097483	F1QWR8
7955.ENSDARP00000096596	F1R4A7
7955.ENSDARP00000075829	F1R962
7955.ENSDARP00000108568	H9GYR5
7955.ENSDARP00000067632	Q6DBU3
7955.ENSDARP00000117967	E9QDH0
7955.ENSDARP00000097470	I6LD73
7955.ENSDARP00000106876	F1Q9Q8
7955.ENSDARP00000069945	F1QA58
7955.ENSDARP00000092768	F1QAW5
7955.ENSDARP00000114954	F1QHU2
7955.ENSDARP00000102449	F1QJL9
7955.ENSDARP00000095438	F1QKS1
7955.ENSDARP00000071913	F1QL23
7955.ENSDARP00000002502	F1QUS9
7955.ENSDARP00000068125	F1QZ06
7955.ENSDARP00000107297	F1R6R8
7955.ENSDARP00000005855	F1R9K2
7955.ENSDARP00000123031	F1RDT9
7955.ENSDARP00000050541	A0A0A0MPH1
7955.ENSDARP00000051540	A2CED1
7955.ENSDARP00000118433	A3KQ54
7955.ENSDARP00000055324	F1Q5N4
7955.ENSDARP00000091372	F1QHA0
7955.ENSDARP00000107816	F1R2P5
7955.ENSDARP00000010740	F1R423
7955.ENSDARP00000099034	F1RDW2
7955.ENSDARP00000066963	F1REK1
7955.ENSDARP00000051643	A5WW99
7955.ENSDARP00000112133	A8W4X1
7955.ENSDARP00000078265	Q08BE1
7955.ENSDARP00000069184	B8JI43
7955.ENSDARP00000053837	Q1LUG5
7955.ENSDARP00000086034	Q6DH60
7955.ENSDARP00000079274	A0A0A0MPS1
7955.ENSDARP00000083314	A2BG45
7955.ENSDARP00000069502	A2BI20
7955.ENSDARP00000088250	A2BIH2
7955.ENSDARP00000094586	A5PN61
7955.ENSDARP00000083707	A8WHQ3
7955.ENSDARP00000091586	B7ZD34
7955.ENSDARP00000057506	B8A5I7
7955.ENSDARP00000076630	Q1LYB5
7955.ENSDARP00000087436	Q1LYC1
7955.ENSDARP00000063399	E9QEN8
7955.ENSDARP00000119088	B0R052
7955.ENSDARP00000098992	B0S591
7955.ENSDARP00000019482	Q1LUH0
7955.ENSDARP00000003949	G1K2E7
7955.ENSDARP00000098879	B0R1C6
7955.ENSDARP00000121726	B0S551
7955.ENSDARP00000081727	B0R045
7955.ENSDARP00000126318	E9QEA8
7955.ENSDARP00000090967	E9QHJ7
7955.ENSDARP00000121694	F1R532
7955.ENSDARP00000099746	F1R597
7955.ENSDARP00000120939	I7HJI0
7955.ENSDARP00000102386	B0R129
7955.ENSDARP00000115610	Q1LUX0
7955.ENSDARP00000093563	Q1MT83
7955.ENSDARP00000070915	H0WFA1
7955.ENSDARP00000119147	E9QEJ9
7955.ENSDARP00000100090	E9QFE9
7955.ENSDARP00000095043	E9QG66
7955.ENSDARP00000111237	F1QDZ9
7955.ENSDARP00000018673	F1QGG1
7955.ENSDARP00000101488	F1QK18
7955.ENSDARP00000122475	F1QRM9
7955.ENSDARP00000007995	F1Q6T6
7955.ENSDARP00000077762	F1QJU2
7955.ENSDARP00000104027	E9QCY1
7955.ENSDARP00000069747	E9QHM1
7955.ENSDARP00000061375	F1QS84
7955.ENSDARP00000046041	U3JAN2
7955.ENSDARP00000099423	B0S7H2
7955.ENSDARP00000052638	Q1LWB1
7955.ENSDARP00000077321	F1QK65
7955.ENSDARP00000032384	F1QYR0
7955.ENSDARP00000007330	I3ITB3
7955.ENSDARP00000010252	Q7SY19
7955.ENSDARP00000070091	E9QF59
7955.ENSDARP00000120152	E9QHI3
7955.ENSDARP00000117417	E9QJ32
7955.ENSDARP00000106781	F1QKN7
7955.ENSDARP00000122469	F1QRN8
7955.ENSDARP00000084037	X1WHN3
7955.ENSDARP00000126089	I3ISV7
7955.ENSDARP00000052638	I3ITE0
7955.ENSDARP00000112899	Q5SP48
7955.ENSDARP00000098665	F1QCY9
7955.ENSDARP00000043714	F1R2A2
7955.ENSDARP00000117976	A8BBG3
7955.ENSDARP00000044807	I3ISC9
7955.ENSDARP00000116238	Q5QNP5
7955.ENSDARP00000105192	Q60H65
7955.ENSDARP00000117135	A2BFG9
7955.ENSDARP00000051335	A2CF35
7955.ENSDARP00000023524	A5PMT0
7955.ENSDARP00000019686	B0S5L8
7955.ENSDARP00000046003	B0S7E3
7955.ENSDARP00000090508	B0S8H0
7955.ENSDARP00000123573	F6NI22
7955.ENSDARP00000116334	Q1LVY1
7955.ENSDARP00000006624	Q4G0B1
7955.ENSDARP00000082902	F6PBE4
7955.ENSDARP00000072911	A2AR69
7955.ENSDARP00000103027	A5PF32
7955.ENSDARP00000078788	B8A5W2
7955.ENSDARP00000121171	B8JMB1
7955.ENSDARP00000096351	F6PAL8
7955.ENSDARP00000104752	F6PAU6
7955.ENSDARP00000125198	H0WEG2
7955.ENSDARP00000046640	R4GDS5
7955.ENSDARP00000030292	Q71G52
7955.ENSDARP00000062358	A2BIQ2
7955.ENSDARP00000119028	B0S713
7955.ENSDARP00000057381	B8A4X3
7955.ENSDARP00000041860	Q5TZ27
7955.ENSDARP00000001291	Q8AW56
7955.ENSDARP00000062692	Q7ZWI6
7955.ENSDARP00000013686	A0A0B5GTK3
7955.ENSDARP00000076755	Q7T3D8
7955.ENSDARP00000008722	E7EZC0
7955.ENSDARP00000116496	Q6AXI0
7955.ENSDARP00000064708	Q802F7
7955.ENSDARP00000090496	Q6PFU6
7955.ENSDARP00000099835	T1ECU2
7955.ENSDARP00000023951	B7SNG4
7955.ENSDARP00000100043	A3KQF6
7955.ENSDARP00000068774	A1L1F7
7955.ENSDARP00000095023	A1L1S0
7955.ENSDARP00000065231	Q504G8
7955.ENSDARP00000072006	A7MBS2
7955.ENSDARP00000084665	X1WDQ0
7955.ENSDARP00000082088	X1WHI1
7955.ENSDARP00000080104	A3KQN0
7955.ENSDARP00000084607	X1WEB9
7955.ENSDARP00000093249	A7MC81
7955.ENSDARP00000007588	Q502S9
7955.ENSDARP00000093021	X1WFQ8
7955.ENSDARP00000094040	X1WFV8
7955.ENSDARP00000122009	X1WHF1
7955.ENSDARP00000109521	E7EYA4
7955.ENSDARP00000121491	Q1LVH5
7955.ENSDARP00000064665	A0A0B5JSC2
7955.ENSDARP00000052520	Q19AW4
7955.ENSDARP00000067373	Z4YHV8
7955.ENSDARP00000107703	A0A0B5JFI5
7955.ENSDARP00000123962	A0A0B5JW53
7955.ENSDARP00000105677	B3DJW3
7955.ENSDARP00000112030	D9IVG5
7955.ENSDARP00000070263	G8JL19
7955.ENSDARP00000112770	Q567L5
7955.ENSDARP00000116078	Z4YIK0
7955.ENSDARP00000011782	B0R1B0
7955.ENSDARP00000068664	Q503P8
7955.ENSDARP00000124276	F8W419
7955.ENSDARP00000005740	B2GQ04
7955.ENSDARP00000071920	E7FB07
7955.ENSDARP00000064717	F1Q4Y6
7955.ENSDARP00000114396	F1QGK0
7955.ENSDARP00000119179	F1QQ87
7955.ENSDARP00000102237	F1QXN3
7955.ENSDARP00000081397	E7EZC7
7955.ENSDARP00000098087	E7EZY7
7955.ENSDARP00000086097	E7F064
7955.ENSDARP00000111316	E7F202
7955.ENSDARP00000027389	E7F4R9
7955.ENSDARP00000023024	E7F7S8
7955.ENSDARP00000110527	E7F8L5
7955.ENSDARP00000029456	E7F9P9
7955.ENSDARP00000106308	E7FD25
7955.ENSDARP00000021737	F1Q9D6
7955.ENSDARP00000011069	F1QSD6
7955.ENSDARP00000096652	F1R2R6
7955.ENSDARP00000037977	F1R3M5
7955.ENSDARP00000075869	F1R6W5
7955.ENSDARP00000095367	F1Q614
7955.ENSDARP00000063491	Q5TZI2
7955.ENSDARP00000120221	Q5RGN4
7955.ENSDARP00000089318	B0QZM7
7955.ENSDARP00000096890	B0R0L2
7955.ENSDARP00000082723	B0R0R1
7955.ENSDARP00000091289	Q1LY11
7955.ENSDARP00000114902	Q5RG28
7955.ENSDARP00000120270	E9QH56
7955.ENSDARP00000122009	E9QHX5
7955.ENSDARP00000100533	E9QJ19
7955.ENSDARP00000030418	F1Q6D3
7955.ENSDARP00000115859	E9QIK8
7955.ENSDARP00000103816	F1Q6H1
7955.ENSDARP00000047528	F1QRD3
7955.ENSDARP00000110479	F1QRR1
7955.ENSDARP00000020361	Q7SZN4
7955.ENSDARP00000026224	Q7ZVA5
7955.ENSDARP00000097595	X1WGV2
7955.ENSDARP00000062655	B0UYA3
7955.ENSDARP00000111028	F6PD98
7955.ENSDARP00000021016	Q4VBI6
7955.ENSDARP00000107839	B8JMI8
7955.ENSDARP00000120420	I3ISH4
7955.ENSDARP00000122832	Q5QNQ2
7955.ENSDARP00000100792	B0EXK3
7955.ENSDARP00000100754	I6LD63
7955.ENSDARP00000062323	Q0Z946
7955.ENSDARP00000113545	Q6PFS1
7955.ENSDARP00000105335	Q6PH01
7955.ENSDARP00000072048	Q3B7F8
7955.ENSDARP00000039217	Q7T318
7955.ENSDARP00000110729	Q7ZYW6
7955.ENSDARP00000002213	Q800Q3
7955.ENSDARP00000069581	Q58EN0
7955.ENSDARP00000118166	X1WB77
7955.ENSDARP00000003059	A1C3M9
7955.ENSDARP00000112231	B3DGZ1
7955.ENSDARP00000108667	E7F6S3
7955.ENSDARP00000119911	E7FCQ8
7955.ENSDARP00000099291	E7FFV2
7955.ENSDARP00000107735	H9L3Y7
7955.ENSDARP00000084458	E7F259
7955.ENSDARP00000107559	E7F2M4
7955.ENSDARP00000105879	E7F4M6
7955.ENSDARP00000066100	E7F7V8
7955.ENSDARP00000101084	E7FCD3
7955.ENSDARP00000106905	E7FCK9
7955.ENSDARP00000017620	E7FDQ9
7955.ENSDARP00000038222	E7FDW0
7955.ENSDARP00000054880	E7FEP4
7955.ENSDARP00000111824	F1QGP3
7955.ENSDARP00000093803	F1R0A1
7955.ENSDARP00000120065	F1QDP7
7955.ENSDARP00000098483	F1QF58
7955.ENSDARP00000088998	F1QFY7
7955.ENSDARP00000097598	F1QID0
7955.ENSDARP00000076404	F1QT89
7955.ENSDARP00000099707	F1QUW2
7955.ENSDARP00000058626	F1QZK3
7955.ENSDARP00000067095	F1R1P3
7955.ENSDARP00000066923	F1REP0
7955.ENSDARP00000006065	Q2TJF5
7955.ENSDARP00000081169	A2BFP0
7955.ENSDARP00000001284	F1Q5D0
7955.ENSDARP00000098854	F1QBX4
7955.ENSDARP00000120230	F1QCQ7
7955.ENSDARP00000121331	F1RAJ8
7955.ENSDARP00000066972	Q5RGV0
7955.ENSDARP00000109559	Q6AZC9
7955.ENSDARP00000091305	A0A0A0MPL4
7955.ENSDARP00000047652	A2RV09
7955.ENSDARP00000116217	E9QC42
7955.ENSDARP00000098568	E7EXJ9
7955.ENSDARP00000038849	Q7SZM1
7955.ENSDARP00000005529	E9QDD3
7955.ENSDARP00000115511	E9QG45
7955.ENSDARP00000118137	E9QG95
7955.ENSDARP00000102069	F1QXS2
7955.ENSDARP00000101144	F1RBC8
7955.ENSDARP00000095498	A8E5M7
7955.ENSDARP00000017066	Q1LWJ4
7955.ENSDARP00000090148	Q1LY87
7955.ENSDARP00000065564	Q6ZM97
7955.ENSDARP00000093927	A3KP76
7955.ENSDARP00000113885	A7MC82
7955.ENSDARP00000072950	X1WBT7
7955.ENSDARP00000008034	A0A0B5JS68
7955.ENSDARP00000059041	O73875
7955.ENSDARP00000104334	A5JV84
7955.ENSDARP00000111128	E7F4B2
7955.ENSDARP00000060242	A0M8W1
7955.ENSDARP00000106524	E7FBL8
7955.ENSDARP00000051165	E7FEJ1
7955.ENSDARP00000111927	E7EXV0
7955.ENSDARP00000020899	E7F005
7955.ENSDARP00000102264	E7F0N8
7955.ENSDARP00000065371	E7F1N1
7955.ENSDARP00000099759	E7F284
7955.ENSDARP00000075762	E7F2A1
7955.ENSDARP00000099406	E7F581
7955.ENSDARP00000045970	E7F8D8
7955.ENSDARP00000101175	E7FAU4
7955.ENSDARP00000077969	F1QG49
7955.ENSDARP00000097607	F1QQB1
7955.ENSDARP00000123440	F1Q8Z0
7955.ENSDARP00000102548	F1QEB7
7955.ENSDARP00000101769	F1QTH9
7955.ENSDARP00000056521	F1QXU7
7955.ENSDARP00000083024	F1R671
7955.ENSDARP00000119020	F1Q9F0
7955.ENSDARP00000117613	F1QGJ7
7955.ENSDARP00000098175	F1QJ15
7955.ENSDARP00000093329	F1R1R1
7955.ENSDARP00000117806	A8DZF9
7955.ENSDARP00000023774	B0UXL2
7955.ENSDARP00000103307	B8A5D8
7955.ENSDARP00000115083	H9GZG7
7955.ENSDARP00000123966	Q6DHQ2
7955.ENSDARP00000110235	E9QB33
7955.ENSDARP00000064513	I6LC20
7955.ENSDARP00000069747	E9QDT3
7955.ENSDARP00000096581	E9QDY4
7955.ENSDARP00000104658	E9QEL7
7955.ENSDARP00000119281	E9QHI8
7955.ENSDARP00000113920	E9QI05
7955.ENSDARP00000102050	F1QXT5
7955.ENSDARP00000040404	Q7ZUT8
7955.ENSDARP00000113320	A2BDR2
7955.ENSDARP00000119864	A2BIG0
7955.ENSDARP00000119028	B0S714
7955.ENSDARP00000112770	A4QNR7
7955.ENSDARP00000096529	Q7ZZC0
7955.ENSDARP00000009794	Q802X1
7955.ENSDARP00000087919	T1SXK0
7955.ENSDARP00000075107	Q58EH4
7955.ENSDARP00000091289	Q1LY13
7955.ENSDARP00000059973	A0A0B5JWF2
7955.ENSDARP00000112030	D9IVG4
7955.ENSDARP00000039012	F8W486
7955.ENSDARP00000097515	J9PJE8
7955.ENSDARP00000057751	B3DJQ5
7955.ENSDARP00000063823	E7F1P2
7955.ENSDARP00000104986	E7FD92
7955.ENSDARP00000099423	F1RDG0
7955.ENSDARP00000101097	C0SU62
7955.ENSDARP00000098269	E7EZ09
7955.ENSDARP00000119212	E7F6Z9
7955.ENSDARP00000071464	E7FB44
7955.ENSDARP00000087114	E7FEI2
7955.ENSDARP00000108831	E7FGC7
7955.ENSDARP00000120798	F1Q615
7955.ENSDARP00000007584	F1Q884
7955.ENSDARP00000111473	F1QGU5
7955.ENSDARP00000086957	F1QMT1
7955.ENSDARP00000122860	F1QQS7
7955.ENSDARP00000122126	F1QX40
7955.ENSDARP00000113605	F1R051
7955.ENSDARP00000029635	F1R2A3
7955.ENSDARP00000052708	Q90262
7955.ENSDARP00000109347	A8E7N0
7955.ENSDARP00000038666	B0S5N6
7955.ENSDARP00000074788	Q5XJN5
7955.ENSDARP00000048094	Q6DG69
7955.ENSDARP00000104178	X1WBE0
7955.ENSDARP00000100832	A8BB80
7955.ENSDARP00000072076	A8KB65
7955.ENSDARP00000099035	I3IS64
7955.ENSDARP00000055241	Q4V8W6
7955.ENSDARP00000052382	Q9DDS7
7955.ENSDARP00000016362	E9QBW0
7955.ENSDARP00000121240	E9QC77
7955.ENSDARP00000064393	B0R0J1
7955.ENSDARP00000090832	H2EQR5
7955.ENSDARP00000118602	A0A0A1GVY9
7955.ENSDARP00000105669	F1QY71
7955.ENSDARP00000047840	F1QP87
7955.ENSDARP00000076213	F1QRW6
7955.ENSDARP00000102007	F1QYI9
7955.ENSDARP00000096468	Q6PBK2
7955.ENSDARP00000090385	A9ZPF5
7955.ENSDARP00000108004	F8W463
7955.ENSDARP00000124387	F8W3J5
7955.ENSDARP00000089039	A0A0B5JK15
7955.ENSDARP00000096552	A0A0B5JW65
7955.ENSDARP00000111809	B3DH82
7955.ENSDARP00000108564	E7F773
7955.ENSDARP00000106615	E7FAJ0
7955.ENSDARP00000109350	E7EZ68
7955.ENSDARP00000087435	E7F578
7955.ENSDARP00000090044	E7FAQ0
7955.ENSDARP00000109895	E7FBE1
7955.ENSDARP00000087592	F1Q4S4
7955.ENSDARP00000075160	F1Q5H0
7955.ENSDARP00000080960	F1Q8Z8
7955.ENSDARP00000098433	E7EY39
7955.ENSDARP00000109718	E7F397
7955.ENSDARP00000120675	E7F6T4
7955.ENSDARP00000098785	E7FBB0
7955.ENSDARP00000006235	E7F3J7
7955.ENSDARP00000100925	E7F3Z0
7955.ENSDARP00000111013	E7F5H0
7955.ENSDARP00000105027	E7F650
7955.ENSDARP00000097599	E7F6L4
7955.ENSDARP00000103682	E7F7F9
7955.ENSDARP00000103061	E7FBZ1
7955.ENSDARP00000094283	E7FF53
7955.ENSDARP00000107908	F1QHV7
7955.ENSDARP00000075828	F1R963
7955.ENSDARP00000067533	Q5EAR0
7955.ENSDARP00000075509	E7F2Y3
7955.ENSDARP00000025733	E7F5M3
7955.ENSDARP00000106008	E7FA90
7955.ENSDARP00000083921	E7FB00
7955.ENSDARP00000106182	E7FE57
7955.ENSDARP00000066835	E7FEQ6
7955.ENSDARP00000097773	E7FFL5
7955.ENSDARP00000023810	E7FGQ6
7955.ENSDARP00000111508	E7EZV3
7955.ENSDARP00000109070	E7F1G3
7955.ENSDARP00000044917	E7F533
7955.ENSDARP00000104613	E7EYJ5
7955.ENSDARP00000010920	E7EZW2
7955.ENSDARP00000041053	E7F4Y3
7955.ENSDARP00000097607	E7F6E2
7955.ENSDARP00000101657	E7FBP9
7955.ENSDARP00000101576	E7FCP1
7955.ENSDARP00000036723	E7FE00
7955.ENSDARP00000112491	E7FG09
7955.ENSDARP00000083546	F1QLH2
7955.ENSDARP00000119521	F1R809
7955.ENSDARP00000042894	F1RD80
7955.ENSDARP00000107084	F1RDI1
7955.ENSDARP00000038646	F1QSH2
7955.ENSDARP00000122218	F1QAC1
7955.ENSDARP00000074788	F1QCJ9
7955.ENSDARP00000076483	F1QR36
7955.ENSDARP00000081549	F1R0Z6
7955.ENSDARP00000111672	E7EZ63
7955.ENSDARP00000102835	E7F1G9
7955.ENSDARP00000110403	E7F989
7955.ENSDARP00000074839	E7FAA4
7955.ENSDARP00000076873	E7FAC5
7955.ENSDARP00000070091	F1QPR3
7955.ENSDARP00000079739	F1R027
7955.ENSDARP00000119743	F1R465
7955.ENSDARP00000095322	Q0PIA1
7955.ENSDARP00000026697	Q5MD20
7955.ENSDARP00000076906	F1QSF1
7955.ENSDARP00000104851	F1QSW7
7955.ENSDARP00000102162	F1QZ52
7955.ENSDARP00000105703	F1QZK8
7955.ENSDARP00000053846	F1R5P4
7955.ENSDARP00000022325	Q9DDW0
7955.ENSDARP00000084823	A5PMX0
7955.ENSDARP00000113979	F1Q5X3
7955.ENSDARP00000105471	F1QNR5
7955.ENSDARP00000108396	F1QTX0
7955.ENSDARP00000113460	B8A6F5
7955.ENSDARP00000057262	F1QLI0
7955.ENSDARP00000090835	F1QSP6
7955.ENSDARP00000103622	F1Q802
7955.ENSDARP00000054590	F1QA78
7955.ENSDARP00000111809	F1QGQ2
7955.ENSDARP00000108696	F1QVV5
7955.ENSDARP00000122022	F1QXM3
7955.ENSDARP00000009915	F1QZL5
7955.ENSDARP00000119471	F1R2W2
7955.ENSDARP00000099781	F1R356
7955.ENSDARP00000058762	F1R3A4
7955.ENSDARP00000090476	F1R9L4
7955.ENSDARP00000031709	F1R9Y7
7955.ENSDARP00000080991	F1REV6
7955.ENSDARP00000079823	A2AVJ4
7955.ENSDARP00000112616	B0S7I0
7955.ENSDARP00000038642	F6NWZ6
7955.ENSDARP00000055185	F6P873
7955.ENSDARP00000121489	Q6DC83
7955.ENSDARP00000123441	E9QC14
7955.ENSDARP00000014266	E9QDE5
7955.ENSDARP00000120647	E9QJD3
7955.ENSDARP00000121086	F1Q5W9
7955.ENSDARP00000019112	F1Q9S0
7955.ENSDARP00000089996	F1QFH0
7955.ENSDARP00000076909	F1QGA7
7955.ENSDARP00000061673	F1QUA9
7955.ENSDARP00000043161	F1R1E8
7955.ENSDARP00000121298	F1R618
7955.ENSDARP00000064519	F1R812
7955.ENSDARP00000002199	B0V1I3
7955.ENSDARP00000114226	B8A446
7955.ENSDARP00000019229	B8JID2
7955.ENSDARP00000100431	B8JKI4
7955.ENSDARP00000083024	F1RA48
7955.ENSDARP00000099565	H9GXX5
7955.ENSDARP00000102338	E9QB90
7955.ENSDARP00000093497	E9QBM4
7955.ENSDARP00000063558	E9QJ64
7955.ENSDARP00000081386	Q1RLP8
7955.ENSDARP00000113922	A2BGS0
7955.ENSDARP00000112466	Q1LVM3
7955.ENSDARP00000099367	Q5TZ37
7955.ENSDARP00000125877	A7MC05
7955.ENSDARP00000086811	Q1LVA3
7955.ENSDARP00000116462	E9QBN5
7955.ENSDARP00000097886	H0WF24
7955.ENSDARP00000029391	B0S666
7955.ENSDARP00000101402	Q1MTM0
7955.ENSDARP00000092237	Q1RLW8
7955.ENSDARP00000050558	Q5RFZ3
7955.ENSDARP00000039795	E9QIL5
7955.ENSDARP00000065330	F1QDF2
7955.ENSDARP00000111670	F1QJQ6
7955.ENSDARP00000111294	F1QJV3
7955.ENSDARP00000109302	F1QKF3
7955.ENSDARP00000105632	F1QY96
7955.ENSDARP00000109493	F1R520
7955.ENSDARP00000082256	B7UCF8
7955.ENSDARP00000069747	E9QH23
7955.ENSDARP00000103078	F1Q989
7955.ENSDARP00000040345	F1QD71
7955.ENSDARP00000101503	F1RB27
7955.ENSDARP00000101502	F1RB28
7955.ENSDARP00000045134	U3JB14
7955.ENSDARP00000117010	B0S5F3
7955.ENSDARP00000117775	E9QCW9
7955.ENSDARP00000024433	F1QCV3
7955.ENSDARP00000027014	F1QDI7
7955.ENSDARP00000099188	F1RBY2
7955.ENSDARP00000052863	Q7T1M5
7955.ENSDARP00000122550	A8BBB4
7955.ENSDARP00000103327	B0CLZ4
7955.ENSDARP00000125623	I3IRW5
7955.ENSDARP00000126029	I3ISY6
7955.ENSDARP00000069063	Q4V8R9
7955.ENSDARP00000124424	Q7SX90
7955.ENSDARP00000126235	I3ITH0
7955.ENSDARP00000064665	Q50J87
7955.ENSDARP00000112802	Q5RI58
7955.ENSDARP00000080404	A2BGR2
7955.ENSDARP00000106663	A8E7K1
7955.ENSDARP00000100575	F6P5L3
7955.ENSDARP00000032521	B0UXW1
7955.ENSDARP00000091384	Q5RGN9
7955.ENSDARP00000123786	H1ABV8
7955.ENSDARP00000104149	B0UXS9
7955.ENSDARP00000097886	Q5XJ24
7955.ENSDARP00000100548	I6LD60
7955.ENSDARP00000105632	R4GDP8
7955.ENSDARP00000105493	A4QP84
7955.ENSDARP00000088239	Q0P432
7955.ENSDARP00000045554	Q6PEH6
7955.ENSDARP00000121708	Q6PHD7
7955.ENSDARP00000114762	Q6IQA6
7955.ENSDARP00000032254	Q6PBT2
7955.ENSDARP00000021782	A4QP62
7955.ENSDARP00000073319	A9JRY9
7955.ENSDARP00000108171	A9QUV5
7955.ENSDARP00000107617	A9ZMG5
7955.ENSDARP00000011222	Q6NY18
7955.ENSDARP00000065562	Q6ZM96
7955.ENSDARP00000103616	Q8AWR5
7955.ENSDARP00000064708	Q800Q8
7955.ENSDARP00000076104	A7MCD6
7955.ENSDARP00000003161	O73879
7955.ENSDARP00000066923	Q6PUR3
7955.ENSDARP00000012632	X1WFJ8
7955.ENSDARP00000075869	X1WG18
7955.ENSDARP00000005719	A3KQW5
7955.ENSDARP00000032370	X1WCW5
7955.ENSDARP00000079180	X1WEX8
7955.ENSDARP00000093653	I1TMD8
7955.ENSDARP00000119020	Q8AWY0
7955.ENSDARP00000125869	Q90ZY8
7955.ENSDARP00000087834	A1L1X0
7955.ENSDARP00000003666	Q32LU3
7955.ENSDARP00000039084	X1WDS2
7955.ENSDARP00000069534	Q1ECV5
7955.ENSDARP00000042099	Q1ED06
7955.ENSDARP00000115818	A0A0B5JS90
7955.ENSDARP00000121633	A5PF29
7955.ENSDARP00000039659	A0A0B5JPZ8
7955.ENSDARP00000067234	G8JL18
7955.ENSDARP00000012748	Q66HV0
7955.ENSDARP00000053923	Q7ZU74
7955.ENSDARP00000107617	B3IWJ8
7955.ENSDARP00000123895	F8W4L6
7955.ENSDARP00000098010	A5D8S2
7955.ENSDARP00000111416	Q08BS1
7955.ENSDARP00000125099	F8W5H0
7955.ENSDARP00000068647	Q08B99
7955.ENSDARP00000108717	A0A0A8P3N1
7955.ENSDARP00000118602	A0A0B4J1B1
7955.ENSDARP00000101263	E7F9K1
7955.ENSDARP00000095795	F1Q8N9
7955.ENSDARP00000099731	F1R616
7955.ENSDARP00000102910	E7F0F2
7955.ENSDARP00000025492	E7F2A9
7955.ENSDARP00000105998	E7F2E7
7955.ENSDARP00000077804	E7F2G1
7955.ENSDARP00000111278	E7F304
7955.ENSDARP00000106040	E7FA71
7955.ENSDARP00000061673	Q6NV10
7955.ENSDARP00000074455	F1Q7R1
7955.ENSDARP00000066255	F1Q7S0
7955.ENSDARP00000109109	F1Q8Y3
7955.ENSDARP00000076504	F1QMG7
7955.ENSDARP00000073952	F1QQ17
7955.ENSDARP00000107852	F1R2M4
7955.ENSDARP00000096103	F1R6N9
