224308.Bsubs1_010100014651	O05413
224308.Bsubs1_010100021816	P37479
224308.Bsubs1_010100021806	P37478
224308.Bsubs1_010100021801	Q45614
224308.Bsubs1_010100021796	Q794W0
224308.Bsubs1_010100021791	Q45612
224308.Bsubs1_010100021786	C0SP91
224308.Bsubs1_010100021736	O32293
224308.Bsubs1_010100021731	Q45607
224308.Bsubs1_010100021726	Q45606
224308.Bsubs1_010100021721	Q45605
224308.Bsubs1_010100021711	Q45604
224308.Bsubs1_010100021706	Q45603
224308.Bsubs1_010100021691	Q45600
224308.Bsubs1_010100021686	Q45599
224308.Bsubs1_010100021681	Q45598
224308.Bsubs1_010100021671	Q45596
224308.Bsubs1_010100021666	Q45595
224308.Bsubs1_010100021661	Q45594
224308.Bsubs1_010100021656	Q45593
224308.Bsubs1_010100021651	Q45592
224308.Bsubs1_010100021641	Q45591
224308.Bsubs1_010100021781	P39668
224308.Bsubs1_010100021836	O32296
224308.Bsubs1_010100021701	C0H3T9
224308.Bsubs1_010100021716	C0H3U0
224308.Bsubs1_010100021871	C0H3U2
224308.Bsubs1_010100022096	C0H3V8
224308.Bsubs1_010100021646	C0H3T8
224308.Bsubs1_010100015616	P94542
224308.Bsubs1_010100001573	O34966
224308.Bsubs1_010100001583	O34610
224308.Bsubs1_010100001578	O34946
224308.Bsubs1_010100007681	O31688
224308.Bsubs1_010100013736	P54479
224308.Bsubs1_010100012476	A3F3H2
224308.Bsubs1_010100020561	A8HU71
224308.Bsubs1_010100000030	A0A0A7CB08
224308.Bsubs1_010100012686	A3F490
224308.Bsubs1_010100012426	A3F3M0
224308.Bsubs1_010100004798	Q9AH72
224308.Bsubs1_010100012491	A3F3H4
224308.Bsubs1_010100012471	A3F3H1
224308.Bsubs1_010100012556	A3F425
224308.Bsubs1_010100012271	A3F2U7
224308.Bsubs1_010100012336	A3F335
224308.Bsubs1_010100012581	A3F452
224308.Bsubs1_010100009471	U5U7E3
224308.Bsubs1_010100012336	A3F326
224308.Bsubs1_010100012361	A3F373
224308.Bsubs1_010100012331	A3F349
224308.Bsubs1_010100012501	A3F3H6
224308.Bsubs1_010100010386	S0ASI4
224308.Bsubs1_010100012456	A3F3G8
224308.Bsubs1_010100007856	A0A063XF45
224308.Bsubs1_010100015756	A0A063XFQ7
224308.Bsubs1_010100006436	A0A085CAB7
224308.Bsubs1_010100012461	A3F3M6
224308.Bsubs1_010100006761	A0A063XAT3
224308.Bsubs1_010100015741	A0A063XBZ7
224308.Bsubs1_010100005751	A0A0A1LV38
224308.Bsubs1_010100019076	A0A063X843
224308.Bsubs1_010100005296	A0A063XEL8
224308.Bsubs1_010100012361	A3F364
224308.Bsubs1_010100009191	A0A063XA94
224308.Bsubs1_010100021371	A0A063XFK8
224308.Bsubs1_010100010651	A0A063XFS7
224308.Bsubs1_010100008751	A0A063XH26
224308.Bsubs1_010100007891	A0A063X9L5
224308.Bsubs1_010100000240	A0A063XDE3
224308.Bsubs1_010100010731	A0A085C6K6
224308.Bsubs1_010100003138	A0A063XDY6
224308.Bsubs1_010100015711	A0A063XBZ3
224308.Bsubs1_010100008806	A0A063XF71
224308.Bsubs1_010100006396	A0A063XGS7
224308.Bsubs1_010100008216	A0A063XGC4
224308.Bsubs1_010100002028	Q93UT8
224308.Bsubs1_010100008256	A0A063XD27
224308.Bsubs1_010100008526	A0A063XI32
224308.Bsubs1_010100010141	A0A063XC81
224308.Bsubs1_010100009316	A0A085CBV1
224308.Bsubs1_010100019206	A0A063XF70
224308.Bsubs1_010100015001	A0A0A0YK37
224308.Bsubs1_010100018926	A0A085C4J0
224308.Bsubs1_010100015071	A0A0A0YM69
224308.Bsubs1_010100013936	A0A063XA75
224308.Bsubs1_010100009341	A0A063XDA3
224308.Bsubs1_010100015911	A0A063XC19
224308.Bsubs1_010100020156	A0A063XD28
224308.Bsubs1_010100021086	A0A063XIK6
224308.Bsubs1_010100002668	A0A063XCD6
224308.Bsubs1_010100000275	A0A063XD18
224308.Bsubs1_010100000035	A0A085C690
224308.Bsubs1_010100016441	A0A085C9A2
224308.Bsubs1_010100015161	A0A085C8F2
224308.Bsubs1_010100020781	A0A063XFY7
224308.Bsubs1_010100009311	A0A063XBE8
224308.Bsubs1_010100013916	A0A086DNH4
224308.Bsubs1_010100000025	A0A086VXF6
224308.Bsubs1_010100013931	A0A085C7S2
224308.Bsubs1_010100012426	A3F3G3
224308.Bsubs1_010100005336	A0A063XIJ6
224308.Bsubs1_010100017376	A3FMH1
224308.Bsubs1_010100016671	A0A063XDJ2
224308.Bsubs1_010100016266	A0A063XCQ3
224308.Bsubs1_010100012491	A3F3Q0
224308.Bsubs1_010100017746	A0A097RAV3
224308.Bsubs1_010100012511	A3F3H8
224308.Bsubs1_010100009461	U5U6S4
224308.Bsubs1_010100003288	Q9AGZ4
224308.Bsubs1_010100008816	A0A063XHU4
224308.Bsubs1_010100012521	A0A063X9W4
224308.Bsubs1_010100016801	A0A0A1MIZ9
224308.Bsubs1_010100000530	A0A063XB98
224308.Bsubs1_010100010116	C7C5G7
224308.Bsubs1_010100006181	A0A085CA69
224308.Bsubs1_010100015851	A0A063XC11
224308.Bsubs1_010100014606	A0A0A1MHR4
224308.Bsubs1_010100015976	A0A063XFT6
224308.Bsubs1_010100000645	A0A063XCK9
224308.Bsubs1_010100009366	A0A063XDA8
224308.Bsubs1_010100013341	A0A063X7Z1
224308.Bsubs1_010100017781	A0A085C3X0
224308.Bsubs1_010100016811	A0A063XDY4
224308.Bsubs1_010100015531	A0A085C8T1
224308.Bsubs1_010100007016	A0A063X724
224308.Bsubs1_010100010191	A0A0A1MD63
224308.Bsubs1_010100009876	A0A085CCN2
224308.Bsubs1_010100006526	A0A063XH47
224308.Bsubs1_010100017176	A0A063XBA7
224308.Bsubs1_010100012396	A3F3A1
224308.Bsubs1_010100012286	A0A063XFP3
224308.Bsubs1_010100015971	A0A085C914
224308.Bsubs1_010100000745	A0A063XCG5
224308.Bsubs1_010100018996	A0A063XDJ1
224308.Bsubs1_010100019201	Q3LHN6
224308.Bsubs1_010100007021	A0A063X9D7
224308.Bsubs1_010100015961	A0A063XC27
224308.Bsubs1_010100021586	A0A063XH09
224308.Bsubs1_010100012291	A3F2Y6
224308.Bsubs1_010100007841	A0A063XBA2
224308.Bsubs1_010100000595	F5HRT1
224308.Bsubs1_010100020261	A0A063XHZ2
224308.Bsubs1_010100013711	Q71N51
224308.Bsubs1_010100000705	A0A063X902
224308.Bsubs1_010100000998	A0A063XB03
224308.Bsubs1_010100013891	A0A063XDN1
224308.Bsubs1_010100002003	D0UYD7
224308.Bsubs1_010100012481	A3F3N0
224308.Bsubs1_010100008306	A0A063XD39
224308.Bsubs1_010100013576	A0A085C7K5
224308.Bsubs1_010100020961	A0A063XHB9
224308.Bsubs1_010100012441	A3F3R1
224308.Bsubs1_010100006416	A0A063XH60
224308.Bsubs1_010100009076	A0A063XHX3
224308.Bsubs1_010100004413	A0A0A1MBZ2
224308.Bsubs1_010100005586	A0A063XHY2
224308.Bsubs1_010100009091	A0A063XFB4
224308.Bsubs1_010100001508	A0A063XIC7
224308.Bsubs1_010100012471	A3F3M8
224308.Bsubs1_010100012436	A3F3G5
224308.Bsubs1_010100005736	A0A063XIW1
224308.Bsubs1_010100016341	A0A085C983
224308.Bsubs1_010100009901	A0A086VVI6
224308.Bsubs1_010100015091	A0A085C8D8
224308.Bsubs1_010100013951	A0A063XE06
224308.Bsubs1_010100012436	A3F3M2
224308.Bsubs1_010100012331	A3F334
224308.Bsubs1_010100010111	G3CBM0
224308.Bsubs1_010100013441	A0A063XBN6
224308.Bsubs1_010100008366	A0A0A1LWP4
224308.Bsubs1_010100013456	A0A0A1MFC7
224308.Bsubs1_010100010171	A0A063XFK0
224308.Bsubs1_010100008056	A0A063XG96
224308.Bsubs1_010100008061	A0A063XGL2
224308.Bsubs1_010100012766	A0A063XDT1
224308.Bsubs1_010100017396	A0A063XG02
224308.Bsubs1_010100003758	A0A085C1P2
224308.Bsubs1_010100007716	A0A063XDH2
224308.Bsubs1_010100013486	A0A086W106
224308.Bsubs1_010100012331	A3F346
224308.Bsubs1_010100016956	A0A063XEX5
224308.Bsubs1_010100006796	A0A085CAI5
224308.Bsubs1_010100018231	A0A063XHK6
224308.Bsubs1_010100012071	A0A063XBC1
224308.Bsubs1_010100004708	A0A080UKW8
224308.Bsubs1_010100016676	A0A063XDV4
224308.Bsubs1_010100012136	A0A063X8P9
224308.Bsubs1_010100009046	A0A0A1MCX7
224308.Bsubs1_010100012481	A3F3H3
224308.Bsubs1_010100010801	A0A063X878
224308.Bsubs1_010100017386	A0A085C3P5
224308.Bsubs1_010100004513	A0A085C228
224308.Bsubs1_010100006311	A0A085CA92
224308.Bsubs1_010100021876	A0A063X901
224308.Bsubs1_010100003603	A0A0A1M9D7
224308.Bsubs1_010100009751	A0A063XAP4
224308.Bsubs1_010100005466	A0A063XEN9
224308.Bsubs1_010100018766	A0A0A1MID9
224308.Bsubs1_010100018916	A0A085C4I8
224308.Bsubs1_010100000455	A0A063XA42
224308.Bsubs1_010100012536	A0A063XDX6
224308.Bsubs1_010100002673	A0A063XHI4
224308.Bsubs1_010100016901	A0A063XD50
224308.Bsubs1_010100014956	A0A063XJ14
224308.Bsubs1_010100016216	A0A085C959
224308.Bsubs1_010100017871	A0A0A1MHZ3
224308.Bsubs1_010100003253	A0A063XC45
224308.Bsubs1_010100001463	A0A063XHM7
224308.Bsubs1_010100004268	A0A063XI17
224308.Bsubs1_010100010721	L7V2W3
224308.Bsubs1_010100015561	A0A063XEX1
224308.Bsubs1_010100012026	A0A086DP91
224308.Bsubs1_010100002313	A0A0A1LZN6
224308.Bsubs1_010100003668	A0A063XB00
224308.Bsubs1_010100006256	A0A063XBW8
224308.Bsubs1_010100018816	A0A063XEQ3
224308.Bsubs1_010100014926	A0A063XF76
224308.Bsubs1_010100019471	A0A063XEZ2
224308.Bsubs1_010100003538	H8WGE7
224308.Bsubs1_010100012571	Q6EVA0
224308.Bsubs1_010100014261	A0A085C7X9
224308.Bsubs1_010100003623	A0A063XF01
224308.Bsubs1_010100006496	A0A0A0YDL9
224308.Bsubs1_010100000605	A0A063X8U6
224308.Bsubs1_010100018791	A0A063XEN8
224308.Bsubs1_010100018446	A0A063XED0
224308.Bsubs1_010100021446	A0A063XH35
224308.Bsubs1_010100014416	A0A0A1M6F7
224308.Bsubs1_010100012476	A3F3M9
224308.Bsubs1_010100009261	A0A063X800
224308.Bsubs1_010100012511	A3F3N5
224308.Bsubs1_010100015321	A0A063XGM0
224308.Bsubs1_010100018401	A0A063XHD9
224308.Bsubs1_010100020311	A0A063XHN9
224308.Bsubs1_010100009881	A0A063X7D5
224308.Bsubs1_010100007611	A0A063X9I2
224308.Bsubs1_010100012946	A0A063XCW4
224308.Bsubs1_010100020051	A0A063XGS2
224308.Bsubs1_010100009036	A0A063XDI5
224308.Bsubs1_010100012271	A3F2V6
224308.Bsubs1_010100010186	A0A0A1M464
224308.Bsubs1_010100012311	A0A080TZ73
224308.Bsubs1_010100013136	A0A0A0YJA1
224308.Bsubs1_010100012376	A0A063XE32
224308.Bsubs1_010100015786	A0A0A1M0V7
224308.Bsubs1_010100004798	Q9AH73
224308.Bsubs1_010100020006	A0A063XHW8
224308.Bsubs1_010100013626	A0A0A0YJK5
224308.Bsubs1_010100000625	F5HRT3
224308.Bsubs1_010100002133	Q6DL83
224308.Bsubs1_010100010881	A0A063X9W7
224308.Bsubs1_010100019096	A0A085C4M4
224308.Bsubs1_010100005726	A0A0A0YBJ6
224308.Bsubs1_010100000405	A0A063XBT1
224308.Bsubs1_010100000105	A0A085C0W8
224308.Bsubs1_010100021841	A0A0A0YNV8
224308.Bsubs1_010100005436	A0A063XEN7
224308.Bsubs1_010100020256	A0A063XHN6
224308.Bsubs1_010100012396	A3F3A7
224308.Bsubs1_010100007376	A0A063X7M6
224308.Bsubs1_010100019116	A0A063XD95
224308.Bsubs1_010100006671	A0A063XAU4
224308.Bsubs1_010100000765	A0A063XB88
224308.Bsubs1_010100019226	A0A063XEU3
224308.Bsubs1_010100019411	A0A023JCV9
224308.Bsubs1_010100000005	A0A063XAK9
224308.Bsubs1_010100003768	A0A063XG67
224308.Bsubs1_010100018896	A0A063X808
224308.Bsubs1_010100019996	A0A085C543
224308.Bsubs1_010100007981	A0A0A0YIU3
224308.Bsubs1_010100016916	A0A063X982
224308.Bsubs1_010100020321	A0A063XD57
224308.Bsubs1_010100016781	A0A063XDL5
224308.Bsubs1_010100012321	A0A063XFA5
224308.Bsubs1_010100003613	A0A0A0YC34
224308.Bsubs1_010100002733	A0A0A1LZV6
224308.Bsubs1_010100010791	A0A063XDC3
224308.Bsubs1_010100002678	A0A063XH75
224308.Bsubs1_010100020801	A0A063XHD8
224308.Bsubs1_010100001373	A0A085C2H8
224308.Bsubs1_010100019601	A0A063X7R4
224308.Bsubs1_010100008836	A0A085CBL2
224308.Bsubs1_010100010386	B9ZZN9
224308.Bsubs1_010100000640	F5HRV8
224308.Bsubs1_010100000505	A0A063XBA1
224308.Bsubs1_010100002728	A0A0A1M9H4
224308.Bsubs1_010100012686	A3F493
224308.Bsubs1_010100000735	A0A063X907
224308.Bsubs1_010100013721	A0A063X9A4
224308.Bsubs1_010100008186	A0A063XGB9
224308.Bsubs1_010100014966	A0A063XI85
224308.Bsubs1_010100015931	A0A063XA80
224308.Bsubs1_010100013736	A0A063XD17
224308.Bsubs1_010100008236	A0A063XFA0
224308.Bsubs1_010100018666	A0PFL2
224308.Bsubs1_010100010266	D3JXR9
224308.Bsubs1_010100009886	A0A063X9R4
224308.Bsubs1_010100003503	A0A063XEY5
224308.Bsubs1_010100009556	A0A0A1MEX5
224308.Bsubs1_010100007371	A0A063X9V6
224308.Bsubs1_010100019961	A0A080UCE8
224308.Bsubs1_010100012516	A3F3H9
224308.Bsubs1_010100018606	C5J437
224308.Bsubs1_010100020591	A0A063XC43
224308.Bsubs1_010100003648	A0A063XF06
224308.Bsubs1_010100004528	A0A063XID9
224308.Bsubs1_010100005431	A0A063XIU3
224308.Bsubs1_010100000675	A0A063X781
224308.Bsubs1_010100007846	A0A063XDJ5
224308.Bsubs1_010100007366	A0A0A0YDK1
224308.Bsubs1_010100006251	A0A063XDQ2
224308.Bsubs1_010100020796	A0A063XIM8
224308.Bsubs1_010100017101	A0A085C3J0
224308.Bsubs1_010100006171	A0A0A0YHS9
224308.Bsubs1_010100006486	A0A0A1M1X9
224308.Bsubs1_010100000600	A0A063X745
224308.Bsubs1_010100000730	A0A063X7B3
224308.Bsubs1_010100010751	A0A063XC52
224308.Bsubs1_010100009946	A0A063XFG9
224308.Bsubs1_010100005901	A0A063XGY9
224308.Bsubs1_010100018326	A0A085C472
224308.Bsubs1_010100009721	A0A085CCK4
224308.Bsubs1_010100006501	A0A0A1MD25
224308.Bsubs1_010100005556	A0A063XGE2
224308.Bsubs1_010100004918	A0A063XHT0
224308.Bsubs1_010100008471	A0A0A1M354
224308.Bsubs1_010100013996	A0A0A1MF84
224308.Bsubs1_010100020111	A0A063XHM4
224308.Bsubs1_010100020871	A0A063XJ43
224308.Bsubs1_010100012331	A3F325
224308.Bsubs1_010100007651	A0A063XDG2
224308.Bsubs1_010100006406	A0A085CAB1
224308.Bsubs1_010100012931	A0A063X7S5
224308.Bsubs1_010100006136	A0A063XBY7
224308.Bsubs1_010100008176	A0A085CB86
224308.Bsubs1_010100005616	A0A0A1LV17
224308.Bsubs1_010100000690	F5HRU6
224308.Bsubs1_010100000545	A0A063X650
224308.Bsubs1_010100008841	A0A063XHU6
224308.Bsubs1_010100000220	A0A063XD30
224308.Bsubs1_010100015886	A0A0A0YMM8
224308.Bsubs1_010100006236	O32435
224308.Bsubs1_010100019806	A0A085C507
224308.Bsubs1_010100013081	A0A063XBS7
224308.Bsubs1_010100019561	A0A0A1MII5
224308.Bsubs1_010100007106	A0A063X6F9
224308.Bsubs1_010100004143	A0A063XDN5
224308.Bsubs1_010100003103	A0A063XH32
224308.Bsubs1_010100019466	A0A0A1M305
224308.Bsubs1_010100009251	A0A063XA85
224308.Bsubs1_010100002888	A0A063XCC8
224308.Bsubs1_010100002158	A0A063XGN0
224308.Bsubs1_010100017801	A0A063X7M0
224308.Bsubs1_010100000685	A0A0A1M9Z2
224308.Bsubs1_010100004828	A0A0A1MAN3
224308.Bsubs1_010100012506	A3F3H7
224308.Bsubs1_010100013871	A0A063X7R0
224308.Bsubs1_010100010126	A0A063XFZ4
224308.Bsubs1_010100008266	A0A0A0YEM5
224308.Bsubs1_010100000285	A0A063X9L6
224308.Bsubs1_010100021871	A0A063XAQ0
224308.Bsubs1_010100013896	A0A063XDZ7
224308.Bsubs1_010100008016	A0A0A1ME08
224308.Bsubs1_010100009106	A0A063XI86
224308.Bsubs1_010100014026	A0A085C7U1
224308.Bsubs1_010100009331	A0A063XGV4
224308.Bsubs1_010100018426	A0A085C491
224308.Bsubs1_010100020816	A0A085C5K2
224308.Bsubs1_010100017846	A0A085C3Y2
224308.Bsubs1_010100017731	A0A063XG65
224308.Bsubs1_010100017231	A8QLM5
224308.Bsubs1_010100001518	A0A063XFZ9
224308.Bsubs1_010100008656	A0A063XH15
224308.Bsubs1_010100007391	A0A0A1M2K2
224308.Bsubs1_010100005571	A0A063XIV1
224308.Bsubs1_010100017461	A0A085C3Q8
224308.Bsubs1_010100017326	A0A086DMC1
224308.Bsubs1_010100013406	A0A063X685
224308.Bsubs1_010100022081	A0A063XCU1
224308.Bsubs1_010100008871	A0A063XI64
224308.Bsubs1_010100001053	A0A063XHS3
224308.Bsubs1_010100021806	A0A063XIB6
224308.Bsubs1_010100021576	A0A063XIE0
224308.Bsubs1_010100008076	A0A0A0YGU9
224308.Bsubs1_010100001788	A0A0A1LSZ1
224308.Bsubs1_010100012541	A0A085C709
224308.Bsubs1_010100007386	A0A063X5Y5
224308.Bsubs1_010100007776	A0A0A0YGR2
224308.Bsubs1_010100000070	A0A063X7A8
224308.Bsubs1_010100000540	A0A063X7V1
224308.Bsubs1_010100015006	A0A063XGR4
224308.Bsubs1_010100008921	A0A063XH48
224308.Bsubs1_010100020846	A0A085C5K7
224308.Bsubs1_010100017496	A8CWI4
224308.Bsubs1_010100013491	E4W6C0
224308.Bsubs1_010100000520	A0A063X655
224308.Bsubs1_010100000185	A0A063X7Z2
224308.Bsubs1_010100007476	A0A063XB49
224308.Bsubs1_010100000320	A0A063XDD0
224308.Bsubs1_010100015951	A0A063XFT3
224308.Bsubs1_010100005158	A0A0A1M1A3
224308.Bsubs1_010100010961	S5MMG8
224308.Bsubs1_010100006166	A0A063XBY2
224308.Bsubs1_010100015086	A0A063XIU0
224308.Bsubs1_010100015456	A0A063XIY2
224308.Bsubs1_010100017576	A0A063XCI5
224308.Bsubs1_010100008286	A0A063XFB3
224308.Bsubs1_010100015596	A0A063XIP5
224308.Bsubs1_010100008716	A0A085CBI9
224308.Bsubs1_010100007481	A0A0A1LW89
224308.Bsubs1_010100019776	A0A063XAG2
224308.Bsubs1_010100006541	A0A063XEA3
224308.Bsubs1_010100008891	A0A063XH44
224308.Bsubs1_010100005526	A0A063XHX6
224308.Bsubs1_010100008736	A0A063XI51
224308.Bsubs1_010100018396	A0A085C486
224308.Bsubs1_010100013091	A0A085C7B2
224308.Bsubs1_010100013481	A0A063X7W9
224308.Bsubs1_010100007276	A0A063X835
224308.Bsubs1_010100013616	A0A063XCN5
224308.Bsubs1_010100001598	A0A063XFY0
224308.Bsubs1_010100005326	A0A063XGB7
224308.Bsubs1_010100008461	A0A063XGZ0
224308.Bsubs1_010100009516	A0A0A0YHQ1
224308.Bsubs1_010100008831	A0A063XF74
224308.Bsubs1_010100007556	A0A063XEZ5
224308.Bsubs1_010100018346	A0A063XGE9
224308.Bsubs1_010100007971	A0A063XGJ6
224308.Bsubs1_010100000993	A0A0A1LYW9
224308.Bsubs1_010100022086	A0A063XAM2
224308.Bsubs1_010100006971	A0A063XAV8
224308.Bsubs1_010100000270	A0A063XDD9
224308.Bsubs1_010100009361	A0A063XBH1
224308.Bsubs1_010100002553	A0A063XCF3
224308.Bsubs1_010100002348	A0A063XGP7
224308.Bsubs1_010100020281	A0A063XHN7
224308.Bsubs1_010100004923	A0A063XIH5
224308.Bsubs1_010100012891	A0A063XBP6
224308.Bsubs1_010100021856	A0A063XEI0
224308.Bsubs1_010100009241	A0A085CBT8
224308.Bsubs1_010100007466	A0A0A1MC29
224308.Bsubs1_010100010556	A0A063XCD9
224308.Bsubs1_010100005951	A0A063XHB2
224308.Bsubs1_010100001643	A0A085C2M8
224308.Bsubs1_010100016396	A0A063XCS2
224308.Bsubs1_010100004793	A0A063XIG1
224308.Bsubs1_010100013326	A0A080U859
224308.Bsubs1_010100007711	A0A085CB01
224308.Bsubs1_010100006506	A0A0A0YBZ8
224308.Bsubs1_010100005103	A0A0A1M195
224308.Bsubs1_010100006451	A0A0A1MD13
224308.Bsubs1_010100013191	A0A0A1MGX7
224308.Bsubs1_010100000235	A0A063X7Y1
224308.Bsubs1_010100009026	A0A063XHW5
224308.Bsubs1_010100018321	A0A085C471
224308.Bsubs1_010100009041	A0A085CBP9
224308.Bsubs1_010100000535	A0A063XA27
224308.Bsubs1_010100002498	A0A063XCG4
224308.Bsubs1_010100006631	A0A063XE91
224308.Bsubs1_010100005033	A0A063XII3
224308.Bsubs1_010100007836	A0A063X9K9
224308.Bsubs1_010100008291	A0A063XGD8
224308.Bsubs1_010100015191	A0A0A1M0L4
224308.Bsubs1_010100013381	A0A063X690
224308.Bsubs1_010100003093	A0A063XC78
224308.Bsubs1_010100019986	A0A063XES9
224308.Bsubs1_010100008551	A0A063XI34
224308.Bsubs1_010100015291	A0A063XI53
224308.Bsubs1_010100007361	A0A080UE36
224308.Bsubs1_010100017436	A0A0A1M8F7
224308.Bsubs1_010100019406	W0TYC8
224308.Bsubs1_010100017071	A0A063X6V9
224308.Bsubs1_010100008376	A0A063XBB3
224308.Bsubs1_010100002563	A0A0A0YBI1
224308.Bsubs1_010100019416	Q4JI36
224308.Bsubs1_010100012841	A0A063XBN5
224308.Bsubs1_010100020036	A0A063XD11
224308.Bsubs1_010100007991	A0A063XG86
224308.Bsubs1_010100018276	A0A063XHC1
224308.Bsubs1_010100004743	A0A085C271
224308.Bsubs1_010100016411	A0A0A1MGJ6
224308.Bsubs1_010100018021	A0A063XBR2
224308.Bsubs1_010100004983	A0A063XIS1
224308.Bsubs1_010100016586	A0A0A0YI05
224308.Bsubs1_010100013831	A0A063X610
224308.Bsubs1_010100007261	A0A063XBI3
224308.Bsubs1_010100016271	A0A063XDY7
224308.Bsubs1_010100008731	A0A063XHT6
224308.Bsubs1_010100005311	A0A0A1M1B3
224308.Bsubs1_010100012291	A3F2Z0
224308.Bsubs1_010100012496	A3F3N2
224308.Bsubs1_010100006871	A0A063X916
224308.Bsubs1_010100000635	A0A063XB41
224308.Bsubs1_010100002953	A0A063XCA3
224308.Bsubs1_010100003508	A0A085C1K1
224308.Bsubs1_010100001163	A0A085C2D9
224308.Bsubs1_010100017211	Q7DIK8
224308.Bsubs1_010100006421	A0A063XGS3
224308.Bsubs1_010100019196	B6E110
224308.Bsubs1_010100015761	A0A063XA56
224308.Bsubs1_010100008271	A0A063XGP6
224308.Bsubs1_010100006791	A0A063X931
224308.Bsubs1_010100013356	A0A063XBD7
224308.Bsubs1_010100006411	A0A063XBU5
224308.Bsubs1_010100006476	A0A063XFS5
224308.Bsubs1_010100000725	A0A063XCR0
224308.Bsubs1_010100015631	A0A063XI15
224308.Bsubs1_010100002493	A0A085C317
224308.Bsubs1_010100012336	A0A085C6X0
224308.Bsubs1_010100020186	Q1W152
224308.Bsubs1_010100002868	A0A0A1M9J9
224308.Bsubs1_010100009506	A0A063XBJ0
224308.Bsubs1_010100018336	A0A085C474
224308.Bsubs1_010100004223	I7FPK3
224308.Bsubs1_010100019696	A0A063X6I6
224308.Bsubs1_010100006546	A0A063XD41
224308.Bsubs1_010100009321	A0A085CBV2
224308.Bsubs1_010100018946	A0A063X818
224308.Bsubs1_010100012816	A0A063X910
224308.Bsubs1_010100003313	A0A063XGD3
224308.Bsubs1_010100017901	A0A063X9C7
224308.Bsubs1_010100016366	A0A063XCR8
224308.Bsubs1_010100009066	A0A063XFA9
224308.Bsubs1_010100015416	A0A063XI39
224308.Bsubs1_010100004578	A0A063XI52
224308.Bsubs1_010100015256	A0A063XIS4
224308.Bsubs1_010100017201	A0A085C3L0
224308.Bsubs1_010100015281	A0A085C8H3
224308.Bsubs1_010100014516	A0A063XAZ7
224308.Bsubs1_010100013586	A0A063XBF8
224308.Bsubs1_010100020041	A0A063XET8
224308.Bsubs1_010100006361	A0A063XFU2
224308.Bsubs1_010100020381	A0A063XGV9
224308.Bsubs1_010100001938	A0A085C2S5
224308.Bsubs1_010100003778	A0A086DQ38
224308.Bsubs1_010100014701	B9W6G0
224308.Bsubs1_010100000680	F5HRS9
224308.Bsubs1_010100013571	A0A063XCY8
224308.Bsubs1_010100006466	A0A0A1HAX3
224308.Bsubs1_010100015276	A0A063XF22
224308.Bsubs1_010100004438	A0A063XHD3
224308.Bsubs1_010100004953	A0A0A1LUT3
224308.Bsubs1_010100004718	A0A0A1MC85
224308.Bsubs1_010100013781	A0A063X9X4
