5833.PF14_0425	P14223
5833.PFC0210c	I1ZBN2
5833.PFA0590w	D0QF15
5833.PFE1150w	Q0R561
5833.PFB0310c	Q8T7T4
5833.PFI1475w	A0SJI0
5833.PFI1475w	A3E7E7
5833.PF13_0348	C5HEY3
5833.PFD0830w	I6M2E3
5833.PFD0955w	C5HET5
5833.PF11_0344	D7GLP0
5833.PF11_0344	D9MY41
5833.PFI1625c	Q8MTV6
5833.MAL7P1.27	G8C4D8
5833.PF07_0037	Q9Y1G8
5833.PFI1475w	D5LJD0
5833.PFI1475w	D5LJ13
5833.PFI1475w	D5LJC0
5833.PFI1475w	D5LJD6
5833.MAL7P1.176	A0A024A0E7
5833.PF10_0303	A0A0A0RBM1
5833.PFE0080c	B9VGG3
5833.PF07_0006	B0Z8C9
5833.PF11_0344	B2LV16
5833.PF11_0344	I4CG88
5833.PF13_0218	S5Y634
5833.PFE1150w	S5YWF9
5833.PFF0670w	A0A097PT89
5833.PFB0340c	I0IZB6
5833.PFI1475w	M1UZP7
5833.PF11_0344	M1VAL9
5833.PF11_0344	M1VQ63
5833.PFF0010w	Q9BMS8
5833.PFD0625c	Q9U7J0
5833.PFD0830w	A0A060D2B5
5833.PF13_0238	A0A077GXH6
5833.PF11_0165	A0A077GXK8
5833.PF13_0238	A0A077GY61
5833.PF11_0165	A0A077H2G9
5833.MAL13P1.174	C5HE65
5833.PF10_0348	C5HX07
5833.PFL1710c	C5J0B0
5833.PFL1710c	C5J0B7
5833.PFA0590w	D0QEX0
5833.PFD0830w	A0A060D613
5833.PFI1475w	A3E7H7
5833.PF10_0355	D9HNB1
5833.PFE1150w	G3LXR7
5833.MAL7P1.176	Q105F5
5833.PFI1475w	Q9TYE3
5833.PFB0010w	Q9U7I5
5833.PFA0310c	E5RU23
5833.PF11_0344	Q8I765
5833.PF10_0347	C5HEG3
5833.PFC0210c	I6M299
5833.PF08_0095	I6M2E4
5833.MAL7P1.27	G8C5C0
5833.PFC0210c	Q5EIL8
5833.PFE0395c	A8QVQ5
5833.PF10_0149	S5ZZ96
5833.MAL13P1.310	E5LAD0
5833.PFB0340c	I0IYV5
5833.PF11_0344	M1V1B0
5833.PFB0340c	C5HW14
5833.PF07_0004	D9HMT1
5833.PF07_0004	D9HMU1
5833.PF10_0355	D9HN93
5833.PF11_0344	D9MY16
5833.PF14_0102	D7NSV2
5833.PF11_0344	B2LV29
5833.PFF1550w	O96471
5833.PFL0145c	Q9U467
5833.MAL13P1.174	C5HE54
5833.MAL7P1.208	C5HXU2
5833.PF13_0348	C5HY17
5833.PFA0310c	D3KCI1
5833.PF14_0300	Q0ZAF0
5833.PF11_0165	A0A077GXF9
5833.PF13_0238	A0A077GXX0
5833.PF13_0238	A0A077GYC3
5833.PF11_0165	A0A077GYV8
5833.PF13_0238	A0A077GZ85
5833.PFB0305c.1	Q1WG93
5833.PF13_0247	Q8TA11
5833.PF13_0201	W8VTJ6
5833.PFE1150w	G3LXQ0
5833.PFI1475w	I2BJJ0
5833.PFL0585w	Q9U5M1
5833.PF14_0535	Q0ZAG3
5833.PF08_0095	Q27738
5833.PFE1150w	A0A075E029
5833.PF07_0006	Q26021
5833.PFD0830w	A0A060D2D3
5833.PF13_0238	A0A077GYD9
5833.PF13_0238	A0A077GZC6
5833.PFF0615c	C5HE23
5833.MAL7P1.208	C5HXT9
5833.PFL1710c	C5J0C3
5833.PF11_0344	R4QPB8
5833.PF13_0201	Q70GJ8
5833.PFL1955w	C4PF69
5833.PF14_0201	C5HDY1
5833.PF11_0344	C5HWF3
5833.PF13_0338	C5HXB9
5833.PFA0590w	D0QEU4
5833.PFA0590w	D0QF04
5833.PFC0210c	I1ZBM1
5833.PFE1150w	G3LXM8
5833.PFC0210c	I1ZBK9
5833.PF11_0165	A0A077GWQ7
5833.PF13_0191	C5HEA0
5833.PF10_0346	C5HEA9
5833.PF08_0106	Q9BMT2
5833.PFD0830w	D0QXK8
5833.PFI1475w	I2BJH4
5833.PFI1475w	O43995
5833.PF13_0289	Q2HZD9
5833.MAL13P1.413	Q6V0W8
5833.PFL2405c	A0A059WIJ2
5833.PFD0830w	A0A060D5T0
5833.PFA0310c	E5RU09
5833.PFI1160w	Q19X43
5833.PFI1475w	A0SJL1
5833.PFI1730w	Q9GQ93
5833.PFI1475w	A0SJE1
5833.PFE0120c	Q964F5
5833.MAL7P1.212	Q9XZ96
5833.PF11_0344	I6M1Z9
5833.PFI1475w	A0SJK4
5833.PF14_0761	Q9U5A6
5833.PF10_0355	D9HNE4
5833.MAL7P1.176	I6M249
5833.PFI1475w	A0SJM8
5833.PFI1475w	A3E7G9
5833.PFI1475w	E5FKY0
5833.PF11_0344	D9MXS1
5833.MAL7P1.176	I6M210
5833.PF13_0193	C5HES9
5833.MAL7P1.176	I6M246
5833.PF11_0344	C5IE77
5833.PF10_0342	D9HMY0
5833.PFD0100c	D9HNI4
5833.PF13_0247	V5NSK3
5833.PF13_0247	V5RCR0
5833.PF11_0344	I6M1V9
5833.PF13_0197	C5HED8
5833.PF10_0347	C5HEG7
5833.PFC0210c	C6FH37
5833.PF10_0342	D9HMZ1
5833.PF10_0348	D9HN43
5833.PF10_0344	V5NS28
5833.PF10_0346	C5HEB8
5833.PF10_0342	D9HMX1
5833.PFD0100c	D9HNI7
5833.PF14_0102	D7NSV7
5833.PFL0355c	Q86BT8
5833.PF11_0344	B2LV35
5833.PFE0080c	C5HEW6
5833.PF11_0344	D9MXL5
5833.PF11_0344	D9MY03
5833.PF14_0102	D7NST8
5833.PF11_0344	B2LV45
5833.PF11_0344	B2LV66
5833.PF11_0344	B2LUW2
5833.PF11_0344	B2LV48
5833.PFI0810c	A0MNT9
5833.PF11_0344	B2KL05
5833.PFB0310c	Q58SV8
5833.PFD0110w	Q8WRS5
5833.PFE0080c	Q9U433
5833.PF13_0201	W8VNC6
5833.PFB0310c	Q58SY3
5833.PFI1475w	A0SJJ3
5833.MAL8P1.17	Q9GRI2
5833.PFI1475w	D5LIW0
5833.PFI1475w	D5LIZ4
5833.PFI1475w	D5LJK0
5833.PF08_0140	Q9BMR1
5833.PFB0310c	Q8T7U4
5833.PFI1475w	D5LJ39
5833.PFI1475w	D5LJ51
5833.PFI1475w	D5LJC1
5833.PFI1475w	D5LJJ0
5833.MAL7P1.176	Q8I791
5833.PFB0300c	L0BVW8
5833.PF14_0102	B9VGE1
5833.PF13_0238	A0A077LQB1
5833.MAL7P1.27	G8C5H7
5833.PF10_0303	A0A0A0RD07
5833.PFI1475w	D5LJ59
5833.PF11_0344	D7GLU4
5833.PF10_0348	C5HX27
5833.PF13_0141	H2E603
5833.PF14_0102	B9VGG2
5833.PF11_0512	Q07128
5833.PF13_0247	Q8TA18
5833.PFE0395c	C5HXG5
5833.PF11_0344	I4CH52
5833.PFB0310c	Q8T7T8
5833.PF11_0344	I4CGT9
5833.PF13_0247	A8QVT1
5833.PF07_0059	A5PGW7
5833.PFE0395c	F6N6F6
5833.PFB0605w	O96214
5833.PFC0210c	Q8I9I6
5833.PF11_0149.1	A8IWX2
5833.PF11_0344	I4CH20
5833.PFB0300c	E5F2P4
5833.PFE0395c	F6N6G5
5833.PF14_0260	I6Q0G4
5833.PF14_0641	A5HNV1
5833.PFI1475w	M1UZP4
5833.PFE0395c	A8QVQ7
5833.PF13_0180	Q50JA7
5833.PFE0120c	S5YWU3
5833.PFB0340c	I0IZ12
5833.PF10_0345	Q0KGC5
5833.MAL13P1.167	Q2V8J7
5833.PFL1950w	A7RCZ6
5833.PF11_0344	I4CH88
5833.PF13_0271	I6Q5G9
5833.PF14_0630	O96914
5833.PF11_0344	M1V1F0
5833.PF11_0344	M1VGJ1
5833.PF11_0344	M1VQA6
5833.PF10_0001	O44036
5833.PF10_0345	Q0KGB6
5833.PFL1330c	Q8T358
5833.PFB0340c	I0IZ09
5833.PFE0370c	O61142
5833.PFL1960w	Q9BMT4
5833.PFI1475w	M1VKE0
5833.PFB0915w	C7DU24
5833.MAL7P1.187	Q9XZ94
5833.PFL1110c	Q8T323
5833.MAL13P1.480	B7SS04
5833.PFF0615c	C5HE12
5833.MAL13P1.173	C5HE82
5833.PF11_0344	C5HWD7
5833.PFL1710c	C5J0E3
5833.PFA0590w	D0QF11
5833.PF13_0247	Q9U6T7
5833.PFI1475w	I2BJG5
5833.PFI1475w	Q25975
5833.PF11_0344	Q967K3
5833.PFI1475w	A0SJH1
5833.PFI1475w	A0SJI6
5833.PFI1475w	A3E7I0
5833.PFE0120c	S5YJE0
5833.PF10_0342	D9HMW3
5833.PF10_0342	D9HMY5
5833.PF13_0019	D9IWI4
5833.PF13_0197	Q000Q4
5833.PF11_0486	Q078Q1
5833.PF11_0344	B2LUW8
5833.PF11_0344	B2LV43
5833.PF08_0142	O44047
5833.PF13_0044	Q27732
5833.PFB0310c	Q70IF7
5833.PFI1475w	D5LIV9
5833.PFI1475w	D5LIZ5
5833.PFI1475w	D5LJH2
5833.PF11_0486	Q078R2
5833.PFE1150w	F1C8M9
5833.PFL1410c	S5Y6I8
5833.PF11_0344	S6B0Y7
5833.PF11_0486	Q7K5Q5
5833.PF10_0345	Q0KGE6
5833.PFD0110w	Q25908
5833.PF13_0119	Q9GPQ6
5833.PFE0395c	C5HE02
5833.PF10_0346	C5HEB4
5833.PF10_0323	C5HWX6
5833.PFE0395c	C5HXF2
5833.PF13_0348	C5HXY6
5833.PF14_0463	Q968T7
5833.PF13_0141	Q9BMI3
5833.PF07_0050	Q9XZB2
5833.PFI1475w	A0SJM2
5833.MAL7P1.176	I6M244
5833.PFL1710c	C5J0C1
5833.PF10_0348	D9HN35
5833.PF10_0348	D9HN46
5833.PF11_0344	C5IEI4
5833.PF11_0344	C5IF98
5833.PFL1600c	Q86FQ1
5833.PF13_0019	E7DY03
5833.PFA0125c	Q6RKC4
5833.PFI1475w	D5LJ08
5833.PFI1475w	D5LJI8
5833.PF13_0141	B9UDZ6
5833.PFF0595c	Q1L6A2
5833.PF11_0344	I4CGX5
5833.PF11_0344	I4CGZ3
5833.PF11_0344	I4CGN6
5833.PFI1475w	M1VF84
5833.PF14_0541	Q9GRI4
5833.PFB0935w	G5EKZ8
5833.PFB0065w	Q2XR28
5833.PFB0310c	Q8ITL6
5833.PFD0830w	A0A060DBY7
5833.PFD0830w	A0A060DCG9
5833.PF11_0344	C5HWF7
5833.PF13_0197	C5HWN1
5833.PFB0310c	Q70ID9
5833.PF13_0019	B6VGL0
5833.PF13_0338	C5HDX2
5833.PF10_0346	C5HEB1
5833.MAL7P1.208	C5HXP0
5833.PFL1710c	C5J0F3
5833.PF08_0108	Q2KNW2
5833.PFI1475w	A7LL51
5833.PFA0590w	D0QEU9
5833.PFI1475w	I2BJG7
5833.PFL1960w	Q6S8N7
5833.MAL7P1.176	Q8I790
5833.PF14_0102	Q25764
5833.PFE0965c	Q5IHV7
5833.PFI1475w	A0SJD7
5833.PFI1475w	A0SJN7
5833.PF10_0345	I6M1U1
5833.PFD0955w	C5HEU0
5833.PF14_0102	I6M272
5833.PFE0065w	Q9NNW0
5833.PFI0045c	Q9TZS8
5833.MAL7P1.27	G8C4Q2
5833.PFC0210c	Q5EIK7
5833.PFC0210c	Q5EIL5
5833.PFF1130c	Q6J6P7
5833.PFI1475w	Q9TYE7
5833.PFI1475w	D5LJ06
5833.PFI1475w	D5LJ79
5833.PFC0210c	L0CMH7
5833.PF11_0344	A0A089Q7B0
5833.PF11_0344	M1VGI7
5833.PF11_0344	M1VGS1
5833.PF11_0053	O00914
5833.PF13_0247	Q8TA20
5833.PF08_0059	Q8WSM9
5833.PFE1150w	S5Y5Z5
5833.PF11_0344	M1VAA5
5833.PF14_0598	B0F3R3
5833.PFI1475w	Q0GQC9
5833.MAL7P1.176	Q105C9
5833.PFL0110c	Q26027
5833.PFD1225w	Q2XRH7
5833.PFL2665c	Q9XZ75
5833.PF10_0144	C4N897
5833.PFE0395c	C5HE09
5833.PFL1710c	C5J098
5833.PFL1710c	C5J0F2
5833.PFD0830w	A0A060D6D1
5833.PF13_0238	A0A077GZB9
5833.PF13_0201	O76116
5833.PFL0145c	Q25871
5833.PFB1055c	A7RCV1
5833.PF08_0106	A7RD12
5833.PFE1150w	G3LXV7
5833.PFI1475w	I2BJF2
5833.PFI1475w	I2BJI9
5833.PF14_0545	Q9NIR2
5833.PFI1475w	A0SJM6
5833.PFI1475w	A3E7I2
5833.PFI1475w	A0SJG5
5833.PFE1150w	S5YJ14
5833.PF07_0004	D9HMU0
5833.MAL7P1.176	I6M236
5833.PF14_0102	I6M280
5833.PF11_0344	I4CGA4
5833.PF10_0346	C6ZGD1
5833.PF10_0352	C5HEL1
5833.PF13_0193	C5HES3
5833.PF11_0344	C5HWD5
5833.PF11_0344	C5IEJ8
5833.PF10_0395	O96493
5833.PFI1475w	A0SJP4
5833.PFE1150w	D5L5S6
5833.PFI1475w	D5LIU1
5833.PFI1475w	D5LIY0
5833.PFI1475w	D5LJ50
5833.PFI1475w	D5LJI9
5833.PF10_0344	Q9U0Q9
5833.PFL1970w	Q9XZA3
5833.PFD0215c	Q963C0
5833.PF13_0019	E7DY09
5833.PF13_0019	E7DY14
5833.PF10_0356	Q25895
5833.PFB0935w	A0A060N3W8
5833.MAL13P1.173	C5HE79
5833.PF11_0344	C5HW86
5833.PF13_0197	C5HWK4
5833.PFA0310c	D3KCI8
5833.PF11_0344	R4QRI7
5833.PFI1475w	Q0GQD0
5833.MAL13P1.60	Q8MTI6
5833.PF11_0344	Q967J3
5833.PF11_0344	C5HW73
5833.PFL0505c	Q0ZAE8
5833.PF13_0238	A0A077GZ91
5833.PF13_0238	A0A077H0D3
5833.PF13_0197	C5HED1
5833.PFL1710c	C5J0E7
5833.MAL13P1.238	Q2TFW7
5833.PFB0065w	Q2XR29
5833.PF07_0037	Q9BHS3
5833.PF08_0017	Q25779
5833.PFF0615c	C5HE29
5833.PF13_0191	C5HEA3
5833.PF13_0348	C5HXW7
5833.PFA0310c	D3KCI9
5833.PF07_0035	O15789
5833.PF10_0406	O44037
5833.PFE1150w	Q0P142
5833.MAL7P1.176	Q58HM0
5833.PFA0590w	D0QEU1
5833.PFE0870w	Q25870
5833.PFL0935c	Q6S920
5833.PF11_0344	A0A075DB62
5833.PFI1475w	Q25969
5833.PFD0830w	A0A060D6B4
5833.MAL13P1.173	C5HE81
5833.PF13_0197	C5HEC8
5833.PF13_0238	A0A077H3A0
5833.PFB0305c.1	Q1WG90
5833.PFD0830w	A0A060D5X9
5833.PFA0590w	D0QEU8
5833.MAL7P1.176	Q58HF2
5833.PFB0915w	Q8IFR6
5833.PFI1475w	A7LLA2
5833.PFA0590w	D0QEX7
5833.PFB0300c	Q9GQZ4
5833.PF11_0344	Q9N9F8
5833.PFB0300c	E5F2U6
5833.PFL0160w	F2X1X6
5833.PFA0125c	Q6RKB6
5833.PFE1150w	G3LXM5
5833.PFE1150w	Q0P144
5833.PF08_0108	Q2KNW3
5833.PFA0590w	D0QEV4
5833.PFA0590w	D0QF21
5833.PF08_0141	Q6S8L7
5833.PF11_0061	O00882
5833.PF10_0356	Q8MZK9
5833.PFD0830w	A0A060D636
5833.PFI1475w	A0SJH0
5833.PF11_0162	Q9NBA7
5833.PF07_0049	Q9XZA5
5833.PFI1730w	Q9NAV3
5833.MAL7P1.170	Q9NFG8
5833.PF10_0026	Q5EF37
5833.MAL13P1.174	C5HE59
5833.PFE0080c	C5HEW1
5833.PFE0075c	C5HEX4
5833.PF11_0344	D9MXV9
5833.PF13_0247	V5RE96
5833.MAL7P1.176	I6M239
5833.PF10_0342	D9HN17
5833.PF13_0019	D9IWJ9
5833.PF11_0344	D9MY36
5833.PF11_0344	D9MY96
5833.PF11_0344	C5HWE1
5833.PF14_0102	D7NSV1
5833.PF14_0102	D7NSV4
5833.PF11_0486	Q078Q0
5833.PF11_0344	D9MXK0
5833.PF10_0347	C5HEH3
5833.PFD0955w	C5HET2
5833.PF14_0102	C5HEW0
5833.PF11_0344	C5IEH8
5833.PF11_0344	C5IEL9
5833.PF11_0486	Q078S1
5833.PFL1310c	Q66WQ1
5833.PF13_0247	V5NTZ4
5833.PF10_0345	I6M1T6
5833.MAL7P1.176	I6M214
5833.PF14_0102	C5HEV6
5833.PFE0080c	C5HEW5
5833.PFF0995c	Q868U4
5833.PFE0040c	Q86BT7
5833.PF11_0344	B2LV27
5833.PF11_0344	B2LUY0
5833.PF11_0344	B2KKZ9
5833.PFB0300c	E5F2R8
5833.PFB0300c	E5F2T3
5833.PFC0210c	M1VPJ7
5833.PF10_0356	Q25903
5833.PF13_0019	C9EIA1
5833.PF10_0086	Q7Z0H0
5833.MAL7P1.27	G8C4M0
5833.PFI1475w	D5LJ48
5833.PFI1475w	D5LJ17
5833.PFI1475w	D5LJ64
5833.MAL7P1.208	C4N8C6
5833.PFC0210c	Q5EIK8
5833.PF11_0344	Q967K0
5833.PFI1475w	D5LJE7
5833.PFI1475w	D5LJH6
5833.MAL7P1.176	F2X7G3
5833.MAL7P1.27	G8C5W5
5833.MAL7P1.27	G8C577
5833.PF13_0247	Q9U6T6
5833.PFI1475w	D5LJ46
5833.PFI1475w	D5LIW9
5833.PFI1475w	D5LJ00
5833.PFI1475w	D5LJ77
5833.PFI1475w	D5LJ58
5833.PFI1475w	D5LJ68
5833.PF14_0102	I6M277
5833.PFI1475w	Q70HF7
5833.PFB0100c	E1ANP4
5833.PFL0565w	Q9GUX2
5833.PFB0100c	E1ANN1
5833.PF11_0344	B2LV05
5833.PF11_0344	I4CH36
5833.PF11_0344	I4CG73
5833.PF11_0344	I4CH58
5833.PF14_0260	I6Q0Z7
5833.PF11_0344	M1VAB0
5833.PFB0300c	E5F2U8
5833.PFB0340c	I0IYW8
5833.PF11_0344	M1V1G4
5833.PF11_0313	Q07477
5833.PFI1475w	Q25727
5833.PFD1160w	H7CG01
5833.MAL7P1.176	Q00588
5833.PF07_0037	Q9UA24
5833.PF13_0198	Q25777
5833.PFD0830w	A0A060D2M0
5833.PFL1710c	C5J0A8
5833.PFA0590w	D0QEY8
5833.PF10_0345	Q0KGH3
5833.PFC0835c	Q689B8
5833.PF13_0191	C5HE98
5833.PF11_0344	C5IE14
5833.PFE1640w	D3GI34
5833.PFL1970w	Q9BMR6
5833.MAL7P1.50	Q6S910
5833.PF11_0381	Q9Y008
5833.MAL13P1.51	Q8WPZ5
5833.PFA0590w	A0A076PUK1
5833.PF13_0238	A0A077GYY0
5833.MAL13P1.480	B7SS87
5833.PF11_0007	C4PFB5
5833.PF11_0344	C5HWD8
5833.MAL7P1.208	C5HXN8
5833.PFE1640w	D3GHW0
5833.PF13_0238	A0A077H378
5833.PFI1475w	A7LL73
5833.MAL7P1.176	C0L3E7
5833.PFI1475w	Q56R37
5833.PFB0340c	T1RTN3
5833.MAL7P1.176	C0L3F5
5833.PFE1150w	Q0P150
5833.PFB0300c	Q94664
5833.PF11_0344	S6BUC4
5833.MAL7P1.176	I6M211
5833.PF10_0347	C5HEH4
5833.PF10_0348	C5HEJ3
5833.PF11_0344	A0A089VEH4
5833.PF11_0344	B2KL00
5833.PFC0210c	M1V0A6
5833.PFF0730c	Q965D5
5833.PFB0300c	Q9GQZ1
5833.PFB0305c.1	Q9U8B4
5833.MAL7P1.55	Q9XZA8
5833.PFI1475w	D5LJM7
5833.PFI1475w	D5LJN0
5833.PFE1150w	F1C8N5
5833.PF14_0260	I6Q423
5833.PFC0025c	Q9TZT3
5833.PFE1150w	S5YCF6
5833.PF13_0218	S5YCM8
5833.MAL13P1.7	O96466
5833.PF13_0247	Q8TA10
5833.PF13_0218	S5YJ68
5833.PF11_0344	R4QYD8
5833.PF11_0165	A0A077GYQ9
5833.PF13_0238	A0A077H031
5833.PF10_0346	C5HEA7
5833.PF13_0197	C5HEC7
5833.PF13_0197	C5HED2
5833.PFE0395c	C5HXK2
5833.PFE0395c	C5HXK3
5833.PF13_0348	C5HXX4
5833.PFB0300c	Q94667
5833.PFB0405w	A0A059WNG3
5833.PFE1150w	G3LXW1
5833.PF14_0142	Q8MX29
5833.PFD0830w	A0A060D6A9
5833.PFI1475w	A0SJI3
5833.PFI1475w	A3E7G8
5833.MAL7P1.176	I6M254
5833.PFC0210c	I6M2A4
5833.PF10_0347	C5HEH9
5833.PFE0075c	C5HEW9
5833.PF11_0344	C5IE65
5833.PF13_0019	D9IWJ8
5833.PFI1475w	M1VP29
5833.PFI1475w	D5LIU5
5833.PFI1475w	D5LJG2
5833.PFC0210c	Q8I9G8
5833.PFI1475w	D5LJA4
5833.PFI1475w	D5LJI2
5833.PF11_0344	I4CGS7
5833.PFE0120c	S5ZEV9
5833.PF13_0271	I6Q2K9
5833.PF11_0344	M1V1F7
5833.PFI1475w	M1VKE5
5833.PFI1475w	M1V911
5833.PFE0870w	O00867
5833.PF10_0345	Q0KGE2
5833.PF11_0344	Q9BHP2
5833.PF11_0039	Q9NFH1
5833.PFI0265c	B0M166
5833.PFD0830w	A0A060D6G7
5833.PF14_0290	Q03622
5833.PFI1475w	Q0GM53
5833.PFE0920c	Q8T357
5833.PFL1955w	Q9BMS7
5833.PF11_0344	R4R192
5833.PF13_0019	B6VGK7
5833.PFA0125c	Q6RKC1
5833.PFI1475w	Q9BJS7
5833.PF13_0234	Q9U750
5833.PF11_0344	D9MXX8
5833.PFI1475w	I2BJF9
5833.PFI1475w	A3E7E9
5833.PFD0100c	D9HNJ5
5833.PFC0210c	Q1L1H0
5833.MAL7P1.176	I6M226
5833.PF14_0201	C5HDY9
5833.PF13_0019	D9IWJ2
5833.PF13_0247	Q8TA08
5833.PFE0040c	Q9NB35
5833.PF07_0037	Q9Y1G7
5833.PF10_0374	V9H1E6
5833.PFI1475w	D5LJM5
5833.PFE1150w	D5L5S5
5833.PF10_0303	A0A0A0RD05
5833.PF11_0344	C5HWD1
5833.PF11_0344	C5HWH2
5833.PF11_0224	Q548U2
5833.PFE1150w	Q5PZ14
5833.PF14_0455	Q7Z1F1
5833.MAL7P1.176	Q8I799
5833.PFB0300c	Q9BJR7
5833.PFD0035c	Q2XR30
5833.PFF0615c	C5HE21
5833.PF11_0344	C5HWF4
5833.MAL7P1.176	J7GTZ3
5833.PF11_0242	O44048
5833.MAL13P1.480	Q3ZJC1
5833.PF14_0102	Q9U431
5833.PFI1475w	I2BJE4
5833.PFI1475w	Q56R26
5833.PFA0330w	Q94649
5833.PFC0210c	Q99255
5833.MAL13P1.1	Q9BMR5
5833.PF10_0001	Q9U770
5833.PFB0300c	Q9BJN7
5833.MAL7P1.176	I6M258
5833.PF13_0197	C5HEE2
5833.PF10_0342	D9HN02
5833.PF10_0342	D9HN18
5833.PFE1150w	R4JR12
5833.PFI1475w	Q25723
5833.PFE1150w	S5Y5X3
5833.PFE0120c	S5ZEX8
5833.PF13_0198	E5G976
5833.PF11_0344	B2LUV9
5833.PFI1475w	Q0GQC8
5833.PF11_0344	B2LV32
5833.PFE1150w	G3LXR5
5833.PFI0925w	Q9UB86
5833.MAL7P1.176	Q105E5
5833.MAL13P1.480	Q3ZJD0
5833.PFA0125c	Q8IAD6
5833.PF11_0344	A0A075D9Z6
5833.PF13_0238	A0A077GY42
5833.MAL13P1.174	C5HE64
5833.PF10_0323	C5HWU0
5833.PFL0285w	Q71KM2
5833.MAL7P1.27	A0A076N5J8
5833.PFI1475w	A7LL52
5833.PFA0590w	D0QEZ6
5833.PFA0590w	D0QF09
5833.PF13_0201	O76119
5833.MAL7P1.176	Q105C0
5833.MAL7P1.27	G8C5I8
5833.PF11_0344	Q25750
5833.PF13_0252	Q9NIH8
5833.PFL1410c	D5L5S8
5833.PFI1475w	D5LIY7
5833.PFI1475w	D5LIZ8
5833.PF13_0193	C5HES5
5833.PF11_0344	I4CGE8
5833.PF11_0344	I4CG14
5833.PFB0405w	A0A059WCM8
5833.PF14_0655	O97223
5833.PF11_0344	Q967I8
5833.PF10_0348	C5HX08
5833.PFL1710c	C5J0D5
5833.PF08_0095	D2KVQ6
5833.PFC0210c	I1VER9
5833.PFI1475w	I2BJH3
5833.PF08_0108	Q2KNW7
5833.PF14_0624	Q2KNY1
5833.PFI1475w	Q56R39
5833.PF08_0003	Q95UT5
5833.MAL13P1.60	Q967Z3
5833.PFC0210c	T2CB60
5833.PF13_0197	C5HWQ7
5833.PF13_0348	C5HY04
5833.PFF1580c	Q6S942
5833.PFB0310c	Q8T7T0
5833.PFI1475w	A0SJP6
5833.PFE0395c	C5HE07
5833.PFE0075c	C5HEX5
5833.PF13_0238	A0A077H3C1
5833.PFA0590w	D0QF16
5833.MAL7P1.176	Q58HL1
5833.PFB0340c	I0IYW0
5833.PFA0110w	Q9U413
5833.PFD0830w	A0A060D667
5833.PFI1475w	A3E7G0
5833.PFE0120c	S5YJE5
5833.PF11_0165	A0A077GWW6
5833.PFI1475w	A0SJD0
5833.PFI1475w	A0SJE2
5833.PFB0295w	Q1WG95
5833.PF08_0062	Q14EL6
5833.PF10_0141	Q9U6R3
5833.PFE1150w	G3LXP3
5833.PFB0300c	Q1HHL0
5833.PF10_0347	C5HEH2
5833.MAL7P1.176	I6M222
5833.MAL7P1.176	I6M260
5833.MAL7P1.176	I6M247
5833.PF10_0348	C5HX14
5833.PF11_0344	I6M1W2
5833.PF14_0102	I6M266
5833.PF10_0348	C5HEJ1
5833.PF13_0019	D9IWI3
5833.MAL13P1.480	E2DSD0
5833.PF13_0019	D9IWI8
5833.PFE0395c	C5HDZ9
5833.PFD1160w	D9HNM6
5833.PFD1160w	D9HNS0
5833.PF11_0344	D9MXG6
5833.MAL7P1.176	I6M257
5833.PF14_0102	D7NSV3
5833.PF11_0516	O96492
5833.PF13_0019	G8Z3F9
5833.PF11_0344	D7GLR4
5833.PF11_0486	Q078Q2
5833.PF10_0323	Q9NFG3
5833.PF14_0102	D7NSU9
5833.PFB0300c	E5F2T0
5833.PFB0100c	F2YB99
5833.PFI1650w	Q8WSK4
5833.PFI1475w	D5LJ34
5833.PF11_0344	Q9N9E6
5833.MAL7P1.50	Q9BMT1
5833.MAL7P1.27	G8C520
5833.MAL7P1.27	G8C4P9
5833.MAL7P1.27	G8C528
5833.PFB0300c	Q9GQZ6
5833.PFE0195w	Q9U0N7
5833.PFI1475w	D5LIV0
5833.PFI1475w	D5LIX8
5833.PFI1475w	D5LJH0
5833.PFC0210c	Q8I9F8
5833.PFI1475w	D5LJ02
5833.PFI1475w	D5LJ23
5833.PFI1475w	D5LJH3
5833.MAL7P1.176	A0A023ZYT0
5833.PFC0210c	Q8I9I7
5833.PFI1475w	D5LJG5
5833.PF11_0344	Q7JPC6
5833.PFF0845c	G0ZTL5
5833.PF10_0348	C5HEI2
5833.PF07_0006	B0Z8H9
5833.PF13_0348	C5HY08
5833.PF11_0344	E1ANL4
5833.PF08_0028	Q86BT0
5833.PF10_0348	D9HN47
5833.PFI1475w	A5JUG5
5833.MAL7P1.176	I6M242
5833.PF14_0183b	A7U5X3
5833.PF11_0344	I4CGU1
5833.PF11_0344	I4CG26
5833.PF11_0344	I4CH37
5833.PF14_0260	I6Q5I5
5833.PFL1155w	O97071
5833.MAL13P1.60	Q8N066
5833.PF11_0344	Q9GVB7
5833.PF11_0344	I4CG79
5833.PFI1475w	M1V903
5833.PFI1475w	M1V924
5833.PFI1475w	M1VKF1
5833.PF11_0344	I4CG83
5833.PFD0830w	A0A060DB91
5833.PF13_0271	S5YWT1
5833.PF11_0344	I4CGU2
5833.PFI1650w	I6XPP1
5833.MAL7P1.176	Q25739
5833.PFI1170c	Q25743
5833.PF10_0356	Q25853
5833.PFI1475w	D7F617
5833.PF13_0012	Q9NFU2
5833.PF11_0344	I4CGD8
5833.PF11_0344	I4CG68
5833.PF11_0344	M1VA98
5833.PFB0310c	Q70ID7
5833.PFD0830w	A0A060D661
5833.PF14_0201	C5HDZ1
