7165.AGAP004810-PA	Q93118
7165.AGAP008405-PA	Q7Q4H8
7165.AGAP005999-PA	Q7Q676
7165.AGAP005455-PA	Q7Q778
7165.AGAP010588-PA	Q7Q8S5
7165.AGAP010558-PA	Q7Q8U0
7165.AGAP004383-PA	Q7QA79
7165.AGAP003599-PA	Q7QAP1
7165.AGAP002390-PA	Q7QC08
7165.AGAP010728-PA	Q7QDZ7
7165.AGAP007180-PA	A7URN0
7165.AGAP011177-PA	A7US37
7165.AGAP010990-PA	A7US83
7165.AGAP005341-PB	A7UTM8
7165.AGAP006574-PA	A7UUD9
7165.AGAP008452-PA	A7UUM6
7165.AGAP004084-PA	Q5TVU2
7165.AGAP004068-PA	Q5TVV1
7165.AGAP004416-PA	Q7QA64
7165.AGAP007346-PA	A0NBE9
7165.AGAP006748-PA	A0NBP1
7165.AGAP003815-PA	Q7PS69
7165.AGAP001340-PA	Q7PXC8
7165.AGAP001408-PA	Q7PXH8
7165.AGAP011909-PA	Q7PZH3
7165.AGAP012419-PA	Q7Q0F3
7165.AGAP009902-PA	Q7Q195
7165.AGAP010777-PA	Q7Q219
7165.AGAP004005-PA	Q7Q268
7165.AGAP011402-PA	Q7Q2Y9
7165.AGAP007766-PA	Q7Q391
7165.AGAP006247-PA	Q7Q5R6
7165.AGAP006176-PA	Q7Q5V9
7165.AGAP005349-PA	Q7Q7E7
7165.AGAP004997-PA	Q7Q7V8
7165.AGAP008631-PC	Q7Q8H5
7165.AGAP008627-PA	Q7Q8H8
7165.AGAP010544-PA	Q7Q8V4
7165.AGAP003699-PA	Q7QAH3
7165.AGAP002597-PA	Q7QCF0
7165.AGAP002691-PA	Q7QCL7
7165.AGAP007242-PA	Q7QJ32
7165.AGAP012267-PA	A7UVB6
7165.AGAP012370-PA	A7UVC1
7165.AGAP011388-PA	Q7Q2X7
7165.AGAP010659-PA	Q7QE42
7165.AGAP011047-PA	Q7QK21
7165.AGAP007137-PA	A7URQ4
7165.AGAP007089-PA	A7URQ9
7165.AGAP006981-PA	A7URU4
7165.AGAP006980-PA	A7URU5
7165.AGAP006896-PA	A7URX0
7165.AGAP006858-PA	A7URX8
7165.AGAP011277-PA	A7US46
7165.AGAP010986-PA	A7US85
7165.AGAP000189-PA	A7USJ1
7165.AGAP000186-PA	A7USJ2
7165.AGAP003383-PA	A7USP5
7165.AGAP003479-PA	A7USQ7
7165.AGAP004844-PA	A7UTD3
7165.AGAP006157-PA	A7UU33
7165.AGAP006165-PA	A7UU36
7165.AGAP006178-PA	A7UU39
7165.AGAP006260-PA	A7UU64
7165.AGAP006260-PA	A7UU66
7165.AGAP006547-PA	A7UUC3
7165.AGAP007748-PA	A7UUT5
7165.AGAP009911-PA	A7UV47
7165.AGAP010152-PA	A7UV61
7165.AGAP008879-PA	A7UV94
7165.AGAP009243-PA	A7UVA6
7165.AGAP012213-PA	A7UVD4
7165.AGAP001675-PA	A7UVI6
7165.AGAP002110-PA	A7UVL4
7165.AGAP001472-PA	A7UVM7
7165.AGAP001226-PA	A7UVR0
7165.AGAP003663-PA	Q7PH63
7165.AGAP009705-PA	Q7PK69
7165.AGAP012290-PA	Q7Q074
7165.AGAP011353-PA	Q7QHT9
7165.AGAP011357-PA	Q7QHU3
7165.AGAP011041-PA	Q7QK18
7165.AGAP007537-PA	A0NBH2
7165.AGAP004639-PA	A0NE99
7165.AGAP010038-PA	A0NFZ2
7165.AGAP001205-PA	F7IUW6
7165.AGAP008135-PA	Q7PN89
7165.AGAP007053-PA	Q7PTF2
7165.AGAP002024-PA	Q7PUP4
7165.AGAP009276-PA	Q7PVH5
7165.AGAP001214-PA	Q7PX50
7165.AGAP001765-PA	Q7PY65
7165.AGAP011717-PA	Q7PZ41
7165.AGAP010001-PA	Q7Q128
7165.AGAP009695-PA	Q7Q1P3
7165.AGAP009683-PA	Q7Q1Q0
7165.AGAP008088-PA	Q7Q3X5
7165.AGAP008183-PA	Q7Q432
7165.AGAP005804-PA	Q7Q6J8
7165.AGAP004620-PA	Q7Q7P7
7165.AGAP010815-PA	Q7Q7S9
7165.AGAP008540-PA	Q7Q8M6
7165.AGAP004574-PA	Q7Q9V9
7165.AGAP003596-PA	Q7QAP4
7165.AGAP003581-PA	Q7QAQ6
7165.AGAP004149-PA	Q7QB72
7165.AGAP003179-PA	Q7QBG8
7165.AGAP002444-PA	Q7QC44
7165.AGAP002625-PB	Q7QCH2
7165.AGAP002807-PB	Q7QCU4
7165.AGAP000254-PA	Q7QF14
7165.AGAP007640-PA	Q7QJS8
7165.AGAP003287-PA	A7UR22
7165.AGAP007326-PA	A7URG3
7165.AGAP000336-PA	A7USH9
7165.AGAP004689-PA	A7UUV8
7165.AGAP012148-PA	A7UVE0
7165.AGAP001739-PA	A7UVJ1
7165.AGAP008936-PA	Q5TNK8
7165.AGAP006097-PA	Q7PIF9
7165.AGAP000230-PA	Q7PFY6
7165.AGAP001098-PA	Q7PWX4
7165.AGAP001160-PA	Q7PX13
7165.AGAP001659-PA	Q7PXY9
7165.AGAP011878-PA	Q7PZF1
7165.AGAP009968-PA	Q7Q152
7165.AGAP008691-PA	Q7Q8C9
7165.AGAP008642-PA	Q7Q8G5
7165.AGAP005052-PA	Q7Q9T5
7165.AGAP003611-PA	Q7QAN3
7165.AGAP004121-PA	Q7QB98
7165.AGAP003143-PA	Q7QBJ6
7165.AGAP002900-PA	Q7QD14
7165.AGAP011593-PA	A0NC34
7165.AGAP003355-PA	A0NDW4
7165.AGAP005801-PA	A0NEI4
7165.AGAP013748-PA	A0NG42
7165.AGAP007200-PA	A7URL6
7165.AGAP007144-PA	A7URQ3
7165.AGAP004170-PA	A7USY3
7165.AGAP006028-PA	A7UU05
7165.AGAP006105-PA	A7UU15
7165.AGAP006505-PA	A7UUB9
7165.AGAP004083-PA	Q5TVV2
7165.AGAP009728-PA	Q7Q1L5
7165.AGAP004920-PA	Q7Q803
7165.AGAP010502-PB	Q7Q8X3
7165.AGAP005103-PA	Q7Q9Q5
7165.AGAP000232-PA	Q7QEZ6
7165.AGAP011035-PA	Q7QK13
7165.AGAP012410-PA	Q7Q0E6
7165.AGAP008164-PA	Q7Q427
7165.AGAP008271-PA	Q7Q478
7165.AGAP005794-PA	Q7Q6K5
7165.AGAP004544-PB	Q7Q9Y0
7165.AGAP007368-PA	A0NBF1
7165.AGAP006833-PA	A0NBM7
7165.AGAP003937-PD	A0NFM5
7165.AGAP009168-PA	A0NG69
7165.AGAP007151-PA	A7URP7
7165.AGAP002447-PA	A7USV5
7165.AGAP008287-PA	A7UUK2
7165.AGAP012242-PA	A7UVC8
7165.AGAP001299-PA	A7UVP8
7165.AGAP007920-PA	Q7Q3K2
7165.AGAP008151-PA	Q7Q416
7165.AGAP006058-PA	Q7Q640
7165.AGAP005384-PA	Q7Q7C6
7165.AGAP004135-PA	Q7QB87
7165.AGAP002666-PA	Q7QCK1
7165.AGAP000616-PA	Q7QFQ3
7165.AGAP002606-PA	Q7QCF8
7165.AGAP010711-PA	Q7QE09
7165.AGAP003771-PA	A0NC98
7165.AGAP005528-PA	A0NEE6
7165.AGAP005662-PA	Q7PNP8
7165.AGAP002475-PA	Q7PR14
7165.AGAP008925-PA	Q7PWL2
7165.AGAP008900-PA	Q7PWP0
7165.AGAP001787-PA	Q7PY79
7165.AGAP001966-PA	Q7PYJ3
7165.AGAP002094-PA	Q7PYT3
7165.AGAP010071-PA	Q7Q0Y5
7165.AGAP009696-PA	Q7Q1P1
7165.AGAP010794-PA	Q7Q231
7165.AGAP008028-PA	Q7Q3T3
7165.AGAP008167-PA	Q7Q429
7165.AGAP005981-PA	Q7Q685
7165.AGAP005878-PB	Q7Q6F3
7165.AGAP005684-PA	Q7Q6T2
7165.AGAP005527-PA	Q7Q736
7165.AGAP004503-PA	Q7QA01
7165.AGAP004258-PB	Q7QB03
7165.AGAP010693-PA	Q7QE23
7165.AGAP011141-PA	Q7QHD6
7165.AGAP002985-PA	Q8I949
7165.AGAP007290-PA	A7URH4
7165.AGAP007193-PA	A7URM0
7165.AGAP011021-PA	A7US91
7165.AGAP008168-PA	A7UUP5
7165.AGAP006048-PA	Q7PIH2
7165.AGAP006918-PA	Q7QIK2
7165.AGAP007171-PA	A0NBC4
7165.AGAP011209-PA	A0NBV1
7165.AGAP008657-PA	A0NE31
7165.AGAP006520-PA	A0NEU5
7165.AGAP006543-PA	A0NEV3
7165.AGAP007884-PA	A0NF89
7165.AGAP003271-PA	Q7PTQ4
7165.AGAP009120-PA	Q7PW18
7165.AGAP004747-PA	Q7Q2P3
7165.AGAP007813-PA	Q7Q3C9
7165.AGAP007902-PA	Q7Q3J1
7165.AGAP007985-PA	Q7Q3Q6
7165.AGAP008352-PA	Q7Q4D7
7165.AGAP006377-PA	Q7Q5K9
7165.AGAP006267-PA	Q7Q5Q5
7165.AGAP006250-PA	Q7Q5R3
7165.AGAP006144-PA	Q7Q5Y0
7165.AGAP006100-PA	Q7Q608
7165.AGAP006049-PA	Q7Q647
7165.AGAP004508-PA	Q7Q9Z8
7165.AGAP004200-PA	Q7QB39
7165.AGAP003154-PA	Q7QBJ1
7165.AGAP006789-PB	A7URZ9
7165.AGAP010999-PA	A7US64
7165.AGAP010689-PA	A7USM3
7165.AGAP010369-PA	A7USN5
7165.AGAP006262-PA	A7UU67
7165.AGAP006493-PA	A7UUB5
7165.AGAP007141-PA	Q5TWQ5
7165.AGAP010657-PA	Q7QE44
7165.AGAP007511-PA	Q7QJG9
7165.AGAP001908-PA	Q7PYF0
7165.AGAP002109-PA	Q7PYU4
7165.AGAP006474-PA	Q7Q5F0
7165.AGAP010627-PA	A0NB69
7165.AGAP004879-PA	A0NDX6
7165.AGAP010124-PA	A0NG25
7165.AGAP012285-PA	A0NGH2
7165.AGAP001717-PA	A0NGZ0
7165.AGAP007650-PA	A7UR75
7165.AGAP007583-PA	A7UR93
7165.AGAP007557-PA	A7URA1
7165.AGAP007331-PA	A7URG1
7165.AGAP002984-PA	A7USR8
7165.AGAP010150-PA	Q7PMH4
7165.AGAP003933-PA	Q7PMM0
7165.AGAP000927-PA	Q7PSW1
7165.AGAP007138-PA	Q7PTB4
7165.AGAP009111-PA	Q7PW29
7165.AGAP009110-PA	Q7PW30
7165.AGAP008961-PA	Q7PWH7
7165.AGAP008839-PA	Q7PWV2
7165.AGAP001879-PA	Q7PYD1
7165.AGAP006073-PA	Q7Q626
7165.AGAP008783-PA	Q7Q860
7165.AGAP002403-PA	Q7QC17
7165.AGAP006837-PA	Q7QIG5
7165.AGAP002122-PA	Q7PUV2
7165.AGAP009102-PA	Q7PW38
7165.AGAP001182-PA	Q7PX26
7165.AGAP002088-PA	Q7PYS6
7165.AGAP002099-PA	Q7PYT6
7165.AGAP011656-PA	Q7PYZ4
7165.AGAP011760-PA	Q7PZ70
7165.AGAP009905-PA	Q7Q193
7165.AGAP009617-PA	Q7Q1V4
7165.AGAP011412-PA	Q7Q2Z7
7165.AGAP007992-PA	Q7Q3R3
7165.AGAP005011-PA	Q7Q7U9
7165.AGAP008790-PA	Q7Q858
7165.AGAP002677-PA	Q7QCK9
7165.AGAP007401-PA	A7URE6
7165.AGAP005285-PA	A7US19
7165.AGAP011253-PA	A7US45
7165.AGAP002916-PA	A7USS3
7165.AGAP006380-PA	A7UU90
7165.AGAP008053-PA	A7UUQ6
7165.AGAP006147-PA	Q5TR46
7165.AGAP002591-PA	Q5TTU9
7165.AGAP001466-PA	Q7PXL4
7165.AGAP011467-PA	Q7Q337
7165.AGAP013442-PC	Q7QBP4
7165.AGAP000806-PA	Q7QE63
7165.AGAP007044-PA	Q7QIS6
7165.AGAP005335-PA	A5A1S6
7165.AGAP005774-PA	Q5XNT5
7165.AGAP009808-PA	Q7Q1G0
7165.AGAP006931-PA	Q7QIK6
7165.AGAP006348-PA	A5A1G5
7165.AGAP005948-PA	A5A1L6
7165.AGAP009701-PA	Q7Q1N8
7165.AGAP008654-PA	Q7Q8F4
7165.AGAP005762-PA	L7RI95
7165.AGAP006421-PA	L7RPH2
7165.AGAP006974-PA	L7RT25
7165.AGAP007041-PA	L7T0W4
7165.AGAP007041-PA	L7T1C4
7165.AGAP007030-PA	L7T282
7165.AGAP007030-PA	L7T5E5
7165.AGAP006234-PA	Q5TR31
7165.AGAP003221-PA	Q7QBD4
7165.AGAP004570-PA	Q17039
7165.AGAP012330-PA	Q5TN70
7165.AGAP011346-PA	Q7PST7
7165.AGAP004664-PA	Q1A1Y5
7165.AGAP000609-PA	L7ZF26
7165.AGAP000609-PA	L7ZF38
7165.AGAP001184-PA	Q380C2
7165.AGAP001950-PA	Q380Q4
7165.AGAP001432-PA	Q380G5
7165.AGAP001197-PA	Q380C6
7165.AGAP001821-PA	Q380N5
7165.AGAP002117-PA	Q380U1
7165.AGAP002087-PA	Q380T1
7165.AGAP001974-PA	Q380Q9
7165.AGAP001176-PA	Q380C0
7165.AGAP005356-PA	A7UTN2
7165.AGAP005378-PB	A7UTN4
7165.AGAP005963-PA	A7UTZ2
7165.AGAP003250-PA	C0L2K6
7165.AGAP004133-PA	Q7PQL5
7165.AGAP001286-PA	Q7PX93
7165.AGAP001447-PA	Q7PXK6
7165.AGAP001961-PA	Q7PYI9
7165.AGAP011732-PA	Q7PZ51
7165.AGAP005860-PA	Q7Q6G4
7165.AGAP002671-PA	Q7QCK6
7165.AGAP002852-PA	Q7QCX9
7165.AGAP010812-PA	Q6VAV3
7165.AGAP007629-PA	M4JXV9
7165.AGAP003250-PA	C0L2K4
7165.AGAP005549-PA	Q7Q722
7165.AGAP008575-PA	Q7Q8K2
7165.AGAP010595-PA	Q7Q8R9
7165.AGAP005808-PA	A7UTW5
7165.AGAP004928-PA	Q7PI09
7165.AGAP010537-PA	Q7Q8W0
7165.AGAP006913-PA	Q7QIJ9
7165.AGAP003605-PA	Q7PQH5
7165.AGAP001367-PA	Q7PXE6
7165.AGAP005245-PA	Q7Q9G1
7165.AGAP006915-PA	Q7QIK1
7165.AGAP004455-PA	C0L2F0
7165.AGAP005303-PA	Q7QI44
7165.AGAP003657-PA	A7UT13
7165.AGAP004738-PA	Q7PMU2
7165.AGAP006027-PA	Q7PNT0
7165.AGAP006087-PA	Q7Q619
7165.AGAP005048-PA	Q7Q9T8
7165.AGAP009524-PA	Q7QG63
7165.AGAP010763-PA	Q5TPG2
7165.AGAP000739-PA	Q7QEB0
7165.AGAP007629-PA	M4K018
7165.AGAP008387-PA	Q7Q4G4
7165.AGAP007641-PA	Q7QJS9
7165.AGAP008278-PA	Q8WR35
7165.AGAP005458-PA	A7UTP7
7165.AGAP004455-PA	C0L2G0
7165.AGAP006432-PA	O76810
7165.AGAP007325-PA	Q7QJ71
7165.AGAP009193-PA	W5S7H5
7165.AGAP003554-PA	A7UT04
7165.AGAP005942-PA	A7UTY9
7165.AGAP008645-PA	C0L2A4
7165.AGAP005687-PA	Q5TRH6
7165.AGAP005998-PA	Q7PIJ2
7165.AGAP005050-PA	Q7PQ12
7165.AGAP005612-PA	Q7Q6X8
7165.AGAP007592-PA	Q7QJN4
7165.AGAP005596-PA	A7UTS2
7165.AGAP009271-PA	Q7PVI0
7165.AGAP003523-PA	Q7QAV2
7165.AGAP005064-PA	A7UT67
7165.AGAP005647-PA	A7UTT3
7165.AGAP008645-PA	C0L298
7165.AGAP010730-PA	Q7PRK6
7165.AGAP001912-PA	Q7PUT5
7165.AGAP005031-PA	A7UT69
7165.AGAP005044-PA	A7UT74
7165.AGAP001734-PA	Q7PY38
7165.AGAP004510-PA	Q7Q9Z6
7165.AGAP004454-PA	A7UT35
7165.AGAP004455-PA	C0L2E6
7165.AGAP008319-PA	Q7Q4B2
7165.AGAP004358-PA	Q7QA93
7165.AGAP002049-PA	Q86PT6
7165.AGAP007629-PA	M4JXU3
7165.AGAP005390-PA	A7UTN9
7165.AGAP004455-PA	C0L2E7
7165.AGAP004455-PA	C0L2F9
7165.AGAP005486-PA	Q7Q760
7165.AGAP010437-PA	A0NCV3
7165.AGAP003096-PA	A0NDC3
7165.AGAP004188-PA	A0NDE1
7165.AGAP011500-PA	A0NFF2
7165.AGAP001061-PB	A0NFL2
7165.AGAP001640-PA	A0NH13
7165.AGAP001538-PA	Q7PXR9
7165.AGAP001939-PA	Q7PYH3
7165.AGAP011654-PA	Q7PYZ2
7165.AGAP011974-PA	Q7PZL9
7165.AGAP010042-PA	Q7Q103
7165.AGAP003984-PA	Q7Q282
7165.AGAP006165-PA	Q7Q5W6
7165.AGAP004497-PA	Q7QA05
7165.AGAP006771-PA	Q7QIB9
7165.AGAP006895-PA	Q7QIJ0
7165.AGAP007475-PA	Q7QJE4
7165.AGAP005664-PA	Q7Q6U4
7165.AGAP006324-PA	Q5TR18
7165.AGAP011351-PA	Q5TW05
7165.AGAP011468-PA	Q7PMZ4
7165.AGAP004212-PA	Q8WR36
7165.AGAP009882-PA	Q7Q1A5
7165.AGAP001673-PA	A0NGZ8
7165.AGAP001046-PA	Q7Q2G7
7165.AGAP000727-PA	Q5TUN5
7165.AGAP003306-PA	Q8I8T2
7165.AGAP003130-PA	A0NDC1
7165.AGAP010316-PA	A0NGF5
7165.AGAP008280-PA	Q8WR17
7165.AGAP006430-PB	A0NET0
7165.AGAP000099-PA	C1K2X3
7165.AGAP006761-PA	Q6VFF3
7165.AGAP000156-PA	Q7PRS1
7165.AGAP010863-PA	Q7QGR3
7165.AGAP006527-PA	A0NEU7
7165.AGAP000825-PA	Q7Q4X9
7165.AGAP009427-PA	A0NB74
7165.AGAP001616-PA	A0NH16
7165.AGAP009473-PA	A0NC92
7165.AGAP005088-PA	A0NDT1
7165.AGAP008810-PA	A0NE25
7165.AGAP011067-PA	A0NBT5
7165.AGAP001803-PA	A0NGX3
7165.AGAP009972-PA	Q7PMF5
7165.AGAP007670-PB	Q7PTD2
7165.AGAP001968-PB	Q7PUR4
7165.AGAP009285-PC	Q7PVG3
7165.AGAP010077-PA	Q7Q0Y0
7165.AGAP009599-PA	Q7Q1W5
7165.AGAP001093-PA	Q7Q2D9
7165.AGAP007852-PA	Q7Q3F6
7165.AGAP008381-PA	Q7Q4G1
7165.AGAP005490-PA	Q7Q758
7165.AGAP008617-PA	Q7Q8I2
7165.AGAP003081-PA	Q7QBN4
7165.AGAP000786-PA	Q7QE77
7165.AGAP000223-PA	Q7QEZ1
7165.AGAP010486-PA	Q7QKJ0
7165.AGAP006859-PA	A7URX7
7165.AGAP000816-PA	A7USL9
7165.AGAP002304-PA	A7USW8
7165.AGAP004897-PA	A7UTI8
7165.AGAP006016-PA	A7UU03
7165.AGAP008080-PA	A7UUQ3
7165.AGAP010301-PA	A7UUY7
7165.AGAP001524-PA	A7UVM1
7165.AGAP001147-PA	A7UVR8
7165.AGAP008218-PA	A8I285
7165.AGAP011026-PA	Q5TVM9
7165.AGAP011063-PA	Q5TVV7
7165.AGAP000791-PA	Q7QE72
7165.AGAP005930-PA	A0NEK0
7165.AGAP006217-PA	A0NEP8
7165.AGAP005830-PA	Q7PNM4
7165.AGAP005927-PA	Q7PNT5
7165.AGAP001318-PA	Q7PXB3
7165.AGAP001375-PA	Q7PXF1
7165.AGAP001730-PA	Q7PY34
7165.AGAP010791-PA	Q7Q228
7165.AGAP004787-PA	Q7Q2S4
7165.AGAP008106-PA	Q7Q3Z0
7165.AGAP006238-PA	Q7Q5S2
7165.AGAP005391-PA	Q7Q7C0
7165.AGAP008724-PA	Q7Q8A5
7165.AGAP005126-PA	Q7Q9P2
7165.AGAP002402-PA	Q7QC16
7165.AGAP002663-PA	Q7QCJ8
7165.AGAP002753-PA	Q7QCQ1
7165.AGAP011318-PA	Q7QHR6
7165.AGAP000570-PA	A0NCC2
7165.AGAP011664-PA	A0NGU0
7165.AGAP001248-PA	A0NH77
7165.AGAP002168-PA	A7UR40
7165.AGAP007680-PA	A7UR72
7165.AGAP007516-PA	A7URB2
7165.AGAP006934-PA	A7URV9
7165.AGAP010883-PA	A7US74
7165.AGAP006152-PA	A7UU31
7165.AGAP009804-PA	A7UV15
7165.AGAP010181-PA	A7UV64
7165.AGAP008963-PA	A7UV85
7165.AGAP008991-PA	Q7PWE7
7165.AGAP007579-PA	Q7QJM4
7165.AGAP006866-PA	B5KPB3
7165.AGAP003400-PA	Q7PRF4
7165.AGAP006758-PA	A0NBN9
7165.AGAP012055-PA	A0NGN2
7165.AGAP007235-PA	A7URJ7
7165.AGAP007034-PA	A7URS5
7165.AGAP003147-PA	A7USX6
7165.AGAP006552-PA	A7UUC5
7165.AGAP001347-PA	Q7PXD2
7165.AGAP001357-PA	Q7PXD5
7165.AGAP001649-PA	Q7PXX9
7165.AGAP002028-PA	Q7PYN2
7165.AGAP010800-PA	Q7Q236
7165.AGAP004723-PA	Q7Q2M7
7165.AGAP007845-PA	Q7Q3E8
7165.AGAP008027-PA	Q7Q3T2
7165.AGAP006497-PA	Q7Q5D7
7165.AGAP005635-PA	Q7Q6W5
7165.AGAP004915-PA	Q7Q807
7165.AGAP010589-PA	Q7Q8S4
7165.AGAP005115-PA	Q7Q9P9
7165.AGAP004106-PA	Q7QBB0
7165.AGAP010996-PA	A7USB1
7165.AGAP005941-PA	A7UTY7
7165.AGAP013253-PA	F5HLJ2
7165.AGAP011942-PA	Q7PV15
7165.AGAP010656-PA	Q7QE45
7165.AGAP003781-PA	Q7PFS6
7165.AGAP009611-PA	Q7PMI6
7165.AGAP001333-PA	Q7PUQ5
7165.AGAP009021-PA	Q7PWC3
7165.AGAP001519-PA	Q7PXQ1
7165.AGAP001726-PA	Q7PY32
7165.AGAP011850-PA	Q7PZD4
7165.AGAP006160-PA	Q7Q5X0
7165.AGAP005897-PA	Q7Q6E5
7165.AGAP005042-PA	Q7Q9U3
7165.AGAP002303-PA	Q7QBT7
7165.AGAP002385-PA	Q7QC03
7165.AGAP002737-PA	Q7QCP0
7165.AGAP011001-PA	A7US63
7165.AGAP003420-PA	A7USP1
7165.AGAP009836-PA	A7UV28
7165.AGAP006590-PA	Q7PNS8
7165.AGAP001745-PA	Q7PY49
7165.AGAP010204-PA	Q7Q0R0
7165.AGAP007210-PA	Q7QJ21
7165.AGAP005334-PA	A5A1R1
7165.AGAP004707-PA	O45207
7165.AGAP001006-PA	Q5TW83
7165.AGAP000983-PA	Q5TWB4
7165.AGAP005652-PA	Q7PNS1
7165.AGAP012093-PA	Q7PZU5
7165.AGAP009784-PA	Q7Q1H7
7165.AGAP000018-PA	Q7QEJ7
7165.AGAP003904-PB	Q6VFF8
7165.AGAP000364-PA	Q7PRZ1
7165.AGAP005553-PA	Q7Q719
7165.AGAP001056-PA	Q7QDD7
7165.AGAP009317-PB	Q7QGG2
7165.AGAP000609-PA	L7ZGU5
7165.AGAP007071-PA	A0NBK6
7165.AGAP011438-PA	A0NFB7
7165.AGAP010762-PA	A0NFP4
7165.AGAP010772-PA	A0NFP7
7165.AGAP011872-PA	A0NGQ7
7165.AGAP007320-PA	A7URG8
7165.AGAP011212-PA	A7US33
7165.AGAP002321-PA	A7USW6
7165.AGAP007399-PA	Q7PT32
7165.AGAP007220-PA	Q7PTA4
7165.AGAP006860-PA	Q7PTB7
7165.AGAP002114-PA	Q7PUU4
7165.AGAP009004-PA	Q7PWD6
7165.AGAP001130-PA	Q7PWZ2
7165.AGAP001324-PA	Q7PXB7
7165.AGAP001898-PA	Q7PYE3
7165.AGAP001913-PA	Q7PYF3
7165.AGAP002036-PA	Q7PYP0
7165.AGAP009877-PA	Q7Q1A7
7165.AGAP006328-PA	Q7Q5P3
7165.AGAP005595-PA	Q7Q6Z2
7165.AGAP004614-PA	Q7Q7P2
7165.AGAP004988-PA	Q7Q7W4
7165.AGAP005149-PA	Q7Q9M8
7165.AGAP004423-PA	Q7QA60
7165.AGAP004151-PA	Q7QB71
7165.AGAP000797-PA	Q7QE66
7165.AGAP010896-PA	Q7QGV0
7165.AGAP007531-PA	Q7QJI1
7165.AGAP007692-PA	Q7QJW5
7165.AGAP012216-PA	Q7PVB3
7165.AGAP007518-PA	A0NBG7
7165.AGAP009754-PA	A0NFV1
7165.AGAP005005-PA	Q7PPH7
7165.AGAP006994-PB	Q7PT00
7165.AGAP012084-PA	Q7PV20
7165.AGAP009183-PA	Q7PVU1
7165.AGAP008918-PA	Q7PWM1
7165.AGAP008872-PA	Q7PWS1
7165.AGAP009773-PB	Q7Q1I8
7165.AGAP007998-PA	Q7Q3R6
7165.AGAP006602-PA	Q7Q574
7165.AGAP004965-PA	Q7Q7X8
7165.AGAP003642-PA	Q7QAL4
7165.AGAP002706-PA	Q7QCM2
7165.AGAP010930-PA	Q7QGX5
7165.AGAP011210-PA	A7US34
7165.AGAP010998-PA	A7US65
7165.AGAP011420-PA	A7UUU3
7165.AGAP011465-PA	A7UUU5
7165.AGAP012178-PA	A7UVB3
7165.AGAP002643-PA	A4GSC3
7165.AGAP001199-PA	Q17030
7165.AGAP009715-PA	Q5TP77
7165.AGAP004805-PA	Q5TPQ4
7165.AGAP006548-PA	Q7PI72
7165.AGAP011655-PA	Q7PYZ3
7165.AGAP010276-PC	Q7Q0L6
7165.AGAP010267-PA	Q7Q0M3
7165.AGAP009946-PA	Q7Q163
7165.AGAP008191-PA	Q7Q439
7165.AGAP006515-PA	Q7Q5C8
7165.AGAP006022-PA	Q7Q663
7165.AGAP005954-PA	Q7Q6A2
7165.AGAP005946-PA	Q7Q6A8
7165.AGAP003349-PB	Q7Q9A9
7165.AGAP011236-PA	Q7QHL2
7165.AGAP007143-PA	B0F499
7165.AGAP003323-PA	Q7Q0G6
7165.AGAP005040-PA	Q7Q9U5
7165.AGAP010390-PA	Q7QDS2
7165.AGAP007032-PA	L7RH47
7165.AGAP005762-PA	L7RIA3
7165.AGAP007059-PA	L7RJD5
7165.AGAP007032-PA	L7RKM8
7165.AGAP012352-PA	L7RLH3
7165.AGAP001826-PA	L7RLK0
7165.AGAP006348-PA	L7RNB2
7165.AGAP006348-PA	L7RNN9
7165.AGAP006974-PA	L7RNQ8
7165.AGAP005716-PA	L7RNR9
7165.AGAP006974-PA	L7RT28
7165.AGAP007033-PA	L7T0L1
7165.AGAP007041-PA	L7T1G8
7165.AGAP007030-PA	L7T1J4
7165.AGAP007030-PA	L7T5B4
7165.AGAP007058-PA	L7T5F0
7165.AGAP007033-PA	L7T5K5
7165.AGAP007058-PA	L7T6X4
7165.AGAP006634-PA	Q7Q552
7165.AGAP006391-PA	Q7PP13
7165.AGAP003695-PA	Q7QAH7
7165.AGAP002365-PA	Q7QBY7
7165.AGAP006839-PA	Q7QIG6
7165.AGAP010840-PA	A0NC17
7165.AGAP006424-PA	A0NES8
7165.AGAP010045-PA	A0NFZ5
7165.AGAP010291-PA	A0NG55
7165.AGAP001708-PA	A0NGZ1
7165.AGAP005263-PA	Q7PQ01
7165.AGAP011753-PA	Q7PV04
7165.AGAP008838-PA	Q7PWV3
7165.AGAP001185-PA	Q7PX28
7165.AGAP001491-PA	Q7PXN5
7165.AGAP001686-PA	Q7PY05
7165.AGAP012408-PA	Q7Q0E4
7165.AGAP005934-PA	Q7Q6B6
7165.AGAP008635-PA	Q7Q8H2
7165.AGAP003866-PA	Q7QFS5
7165.AGAP006348-PA	A5A1F6
7165.AGAP006348-PA	A5A1F9
7165.AGAP005334-PA	A5A1U3
7165.AGAP005334-PA	A5A1W9
7165.AGAP005335-PA	A5A1X2
7165.AGAP005832-PB	B5KP40
7165.AGAP003608-PA	Q5XM63
7165.AGAP007480-PA	Q5XNT0
7165.AGAP001443-PA	Q5XNT7
7165.AGAP000112-PA	Q7PS02
7165.AGAP010286-PE	Q7Q0K7
7165.AGAP001051-PA	Q7Q2H5
7165.AGAP007859-PA	Q7Q3G3
7165.AGAP005389-PA	Q7Q7C2
7165.AGAP004350-PA	Q7QA97
7165.AGAP003218-PA	Q7QBD6
