10116.ENSRNOP00000016981	P35213
10116.ENSRNOP00000036674	D3ZFG3
10116.ENSRNOP00000062246	D3ZFX4
10116.ENSRNOP00000005039	D3ZGA5
10116.ENSRNOP00000050233	D3ZGH1
10116.ENSRNOP00000060196	D3ZI38
10116.ENSRNOP00000001729	D3ZIT4
10116.ENSRNOP00000022003	D3ZPB6
10116.ENSRNOP00000060721	D3ZPJ8
10116.ENSRNOP00000027055	D3ZQD2
10116.ENSRNOP00000059849	D3ZRN1
10116.ENSRNOP00000032576	D3ZUR5
10116.ENSRNOP00000006055	D3ZUU6
10116.ENSRNOP00000018426	D3ZVU6
10116.ENSRNOP00000044602	D3ZZ97
10116.ENSRNOP00000020405	D3ZZC5
10116.ENSRNOP00000007602	D4A0W4
10116.ENSRNOP00000014795	D4A0X7
10116.ENSRNOP00000040865	D4A2B4
10116.ENSRNOP00000054772	D4A4B3
10116.ENSRNOP00000054311	D4A4M4
10116.ENSRNOP00000004074	D4A568
10116.ENSRNOP00000028368	D4A8G0
10116.ENSRNOP00000030216	D4A8S0
10116.ENSRNOP00000067347	D4AAR8
10116.ENSRNOP00000017831	D4ABK2
10116.ENSRNOP00000038423	D4ABP3
10116.ENSRNOP00000033263	D4ACU5
10116.ENSRNOP00000026049	D4ADZ0
10116.ENSRNOP00000057181	D4AE84
10116.ENSRNOP00000016624	F1LSD1
10116.ENSRNOP00000021457	F1M7Y3
10116.ENSRNOP00000029863	F7FDC3
10116.ENSRNOP00000003085	G3V6A1
10116.ENSRNOP00000021156	G3V802
10116.ENSRNOP00000066993	G3V805
10116.ENSRNOP00000023939	G3V8A3
10116.ENSRNOP00000028116	G3V8S6
10116.ENSRNOP00000047070	G3V9G8
10116.ENSRNOP00000060280	G3V9U5
10116.ENSRNOP00000066587	M0R632
10116.ENSRNOP00000065697	M0R8A3
10116.ENSRNOP00000065740	M0R8E4
10116.ENSRNOP00000066297	M0R9W5
10116.ENSRNOP00000066350	M0RA14
10116.ENSRNOP00000067226	M0RDA8
10116.ENSRNOP00000066606	Q4V797
10116.ENSRNOP00000059605	Q4Z8P1
10116.ENSRNOP00000017199	Q5BJU0
10116.ENSRNOP00000024218	Q5RJL8
10116.ENSRNOP00000060690	Q5U1W1
10116.ENSRNOP00000003282	Q642B0
10116.ENSRNOP00000000660	Q642B1
10116.ENSRNOP00000015057	Q66HL0
10116.ENSRNOP00000022965	Q6I8Q6
10116.ENSRNOP00000067441	Q810D7
10116.ENSRNOP00000024493	Q91XN6
10116.ENSRNOP00000007267	B0BNI4
10116.ENSRNOP00000057341	B1WBN0
10116.ENSRNOP00000025213	B2GV62
10116.ENSRNOP00000015099	B2RYJ1
10116.ENSRNOP00000036157	D3Z8B6
10116.ENSRNOP00000024178	D3Z8C4
10116.ENSRNOP00000015951	D3ZEP9
10116.ENSRNOP00000027432	D3ZJJ3
10116.ENSRNOP00000022182	D3ZKC8
10116.ENSRNOP00000034593	D3ZKM9
10116.ENSRNOP00000063016	D3ZS29
10116.ENSRNOP00000051298	D3ZUH1
10116.ENSRNOP00000064443	D4A230
10116.ENSRNOP00000023214	D4A415
10116.ENSRNOP00000030398	D4A446
10116.ENSRNOP00000059138	D4A6F3
10116.ENSRNOP00000002897	D4A758
10116.ENSRNOP00000061368	D4A9D6
10116.ENSRNOP00000021621	D4AAU6
10116.ENSRNOP00000038176	D4ABU3
10116.ENSRNOP00000005740	D4ADF2
10116.ENSRNOP00000021433	D4AEG6
10116.ENSRNOP00000000703	G3V620
10116.ENSRNOP00000004147	G3V6D8
10116.ENSRNOP00000016422	G3V7L5
10116.ENSRNOP00000022849	G3V874
10116.ENSRNOP00000038537	G3V977
10116.ENSRNOP00000052839	G3V9M5
10116.ENSRNOP00000064764	M0R5T6
10116.ENSRNOP00000044821	O88753
10116.ENSRNOP00000011509	P97712
10116.ENSRNOP00000062762	Q4V7D9
10116.ENSRNOP00000057121	Q4V8H4
10116.ENSRNOP00000005220	Q568Z3
10116.ENSRNOP00000039681	Q5J3J1
10116.ENSRNOP00000013948	Q5U2W3
10116.ENSRNOP00000017190	Q5U330
10116.ENSRNOP00000045775	Q68FP7
10116.ENSRNOP00000026122	Q68G44
10116.ENSRNOP00000033792	Q6AY54
10116.ENSRNOP00000015198	Q6P9Z7
10116.ENSRNOP00000043554	Q6TUH0
10116.ENSRNOP00000048790	Q71QJ6
10116.ENSRNOP00000007620	B1WBY1
10116.ENSRNOP00000056939	B2RYV8
10116.ENSRNOP00000010947	D3Z9D3
10116.ENSRNOP00000055239	D3ZBB2
10116.ENSRNOP00000055404	D3ZC98
10116.ENSRNOP00000008864	D3ZCV3
10116.ENSRNOP00000041476	D3ZLY0
10116.ENSRNOP00000022467	D3ZPN3
10116.ENSRNOP00000039041	D3ZQB2
10116.ENSRNOP00000059803	D3ZRV1
10116.ENSRNOP00000020117	D3ZUG3
10116.ENSRNOP00000006234	D3ZVD7
10116.ENSRNOP00000011043	D4A3N4
10116.ENSRNOP00000023202	D4A417
10116.ENSRNOP00000059194	D4A593
10116.ENSRNOP00000022002	D4A6U0
10116.ENSRNOP00000005935	D4A9T6
10116.ENSRNOP00000026195	D4ABV1
10116.ENSRNOP00000040132	D4ACZ1
10116.ENSRNOP00000008469	F1LPI3
10116.ENSRNOP00000000158	F1LVX3
10116.ENSRNOP00000058611	F1LZL1
10116.ENSRNOP00000064262	F2Z3S7
10116.ENSRNOP00000003519	G3V6B7
10116.ENSRNOP00000003667	G3V6C3
10116.ENSRNOP00000022346	G3V847
10116.ENSRNOP00000031304	G3V8Z1
10116.ENSRNOP00000039238	G3V987
10116.ENSRNOP00000064026	M0R3V3
10116.ENSRNOP00000064821	M0R5Y7
10116.ENSRNOP00000064963	M0R6B6
10116.ENSRNOP00000066800	M0RB72
10116.ENSRNOP00000061041	O88791
10116.ENSRNOP00000013949	Q2TGI9
10116.ENSRNOP00000021288	Q4V8H0
10116.ENSRNOP00000039211	Q5J3H2
10116.ENSRNOP00000030510	Q5J3I9
10116.ENSRNOP00000039080	Q5J3K4
10116.ENSRNOP00000065571	Q5MPP5
10116.ENSRNOP00000002180	Q5RJS4
10116.ENSRNOP00000030481	Q5RKL4
10116.ENSRNOP00000018896	Q641W6
10116.ENSRNOP00000026280	Q642E6
10116.ENSRNOP00000012218	Q6SJV7
10116.ENSRNOP00000022528	Q6WN19
10116.ENSRNOP00000000522	Q9TQA6
10116.ENSRNOP00000006597	B0BNI6
10116.ENSRNOP00000066003	B1H227
10116.ENSRNOP00000036315	B2RZ21
10116.ENSRNOP00000000124	B5DEG7
10116.ENSRNOP00000048205	D3ZEG0
10116.ENSRNOP00000034586	D3ZKN5
10116.ENSRNOP00000034356	D3ZKQ8
10116.ENSRNOP00000049903	D3ZPV8
10116.ENSRNOP00000006505	D3ZTG2
10116.ENSRNOP00000063437	D3ZVI7
10116.ENSRNOP00000061343	D4A0P8
10116.ENSRNOP00000014775	D4A0Z0
10116.ENSRNOP00000023458	D4A3V5
10116.ENSRNOP00000028065	D4A4L2
10116.ENSRNOP00000030021	D4A8B1
10116.ENSRNOP00000048959	D4AC31
10116.ENSRNOP00000014970	F1M7S4
10116.ENSRNOP00000002292	F1M8T4
10116.ENSRNOP00000001950	G3V658
10116.ENSRNOP00000010541	G3V706
10116.ENSRNOP00000016657	G3V7M3
10116.ENSRNOP00000021096	G3V7Z8
10116.ENSRNOP00000059465	G3V814
10116.ENSRNOP00000002450	Q4QQS7
10116.ENSRNOP00000044088	Q4V8G3
10116.ENSRNOP00000000673	Q6AY18
10116.ENSRNOP00000043178	Q6IE17
10116.ENSRNOP00000042755	Q7TPI6
10116.ENSRNOP00000008905	Q99N78
10116.ENSRNOP00000066126	A1A5S4
10116.ENSRNOP00000009431	B0K031
10116.ENSRNOP00000020014	B1WC54
10116.ENSRNOP00000005624	B1WCA1
10116.ENSRNOP00000009319	B2RYE1
10116.ENSRNOP00000027118	B2RYF0
10116.ENSRNOP00000002554	B5DFI4
10116.ENSRNOP00000009132	B5DFL7
10116.ENSRNOP00000005637	D3ZCH3
10116.ENSRNOP00000062950	D3ZFD8
10116.ENSRNOP00000007919	D3ZIA8
10116.ENSRNOP00000034132	D3ZKF6
10116.ENSRNOP00000067226	D3ZM03
10116.ENSRNOP00000056107	D3ZTV2
10116.ENSRNOP00000020554	D3ZVA5
10116.ENSRNOP00000028842	D3ZVN5
10116.ENSRNOP00000018365	D3ZZ76
10116.ENSRNOP00000023911	D3ZZM9
10116.ENSRNOP00000004310	D4A0G9
10116.ENSRNOP00000009194	D4A3B8
10116.ENSRNOP00000011010	D4A463
10116.ENSRNOP00000014997	D4A471
10116.ENSRNOP00000023581	D4A784
10116.ENSRNOP00000021248	D4AD76
10116.ENSRNOP00000048877	D4ADS9
10116.ENSRNOP00000015163	F1LZS9
10116.ENSRNOP00000006429	F7F5A1
10116.ENSRNOP00000035440	G3V6P7
10116.ENSRNOP00000016495	G3V7L8
10116.ENSRNOP00000026985	I6LBW7
10116.ENSRNOP00000064507	M0R551
10116.ENSRNOP00000039725	Q06QG9
10116.ENSRNOP00000000343	Q0Z843
10116.ENSRNOP00000066775	Q5BK80
10116.ENSRNOP00000039268	Q5FVI0
10116.ENSRNOP00000043844	Q5XIP3
10116.ENSRNOP00000034853	B0BNA4
10116.ENSRNOP00000013914	B1WC49
10116.ENSRNOP00000012364	D3ZBL2
10116.ENSRNOP00000031974	D3ZBX8
10116.ENSRNOP00000017683	D3ZBY5
10116.ENSRNOP00000005568	D3ZES2
10116.ENSRNOP00000015401	D3ZK41
10116.ENSRNOP00000058301	D3ZKQ3
10116.ENSRNOP00000008184	D3ZPM7
10116.ENSRNOP00000034617	D3ZQL7
10116.ENSRNOP00000049599	D3ZWC1
10116.ENSRNOP00000016303	D4A0E6
10116.ENSRNOP00000040861	D4A2B7
10116.ENSRNOP00000011217	D4A424
10116.ENSRNOP00000059313	D4A6T6
10116.ENSRNOP00000024978	D4ACG7
10116.ENSRNOP00000014051	D4AE09
10116.ENSRNOP00000029992	D4AE25
10116.ENSRNOP00000017396	F1LW77
10116.ENSRNOP00000005459	G3V6I4
10116.ENSRNOP00000009706	G3V6X2
10116.ENSRNOP00000020696	G3V7Y6
10116.ENSRNOP00000029346	G3V8W8
10116.ENSRNOP00000053546	G3V9I0
10116.ENSRNOP00000059284	G3V9T4
10116.ENSRNOP00000063213	M0R3J7
10116.ENSRNOP00000065041	M0R6I9
10116.ENSRNOP00000065114	M0R6Q9
10116.ENSRNOP00000065298	M0R776
10116.ENSRNOP00000057186	Q5BK59
10116.ENSRNOP00000040341	Q5M890
10116.ENSRNOP00000066659	Q5PQK3
10116.ENSRNOP00000008948	Q68FQ9
10116.ENSRNOP00000000052	Q6IN14
10116.ENSRNOP00000014505	Q6IN44
10116.ENSRNOP00000053134	Q6IRF8
10116.ENSRNOP00000000478	Q6MG75
10116.ENSRNOP00000028626	Q6TXG2
10116.ENSRNOP00000046923	A0A096MK54
10116.ENSRNOP00000063845	B0BNB4
10116.ENSRNOP00000047257	B0BNJ2
10116.ENSRNOP00000061731	B1WBY3
10116.ENSRNOP00000037380	B5DFE0
10116.ENSRNOP00000027980	D3ZE15
10116.ENSRNOP00000039489	D3ZH39
10116.ENSRNOP00000032819	D3ZJ80
10116.ENSRNOP00000009565	D3ZS02
10116.ENSRNOP00000037657	D3ZU10
10116.ENSRNOP00000025626	D3ZUL1
10116.ENSRNOP00000011392	D4A6X7
10116.ENSRNOP00000016733	F1LR39
10116.ENSRNOP00000067190	G3V6P8
10116.ENSRNOP00000024430	G3V8C3
10116.ENSRNOP00000024875	Q4V7D0
10116.ENSRNOP00000002297	Q5BJQ1
10116.ENSRNOP00000050241	Q68FU6
10116.ENSRNOP00000010968	Q6DGG4
10116.ENSRNOP00000042521	Q8HIC8
10116.ENSRNOP00000060925	A1L132
10116.ENSRNOP00000062054	A1L1J4
10116.ENSRNOP00000027076	B0BNJ4
10116.ENSRNOP00000030800	B2GV58
10116.ENSRNOP00000009401	B5DFL3
10116.ENSRNOP00000030381	D2KX48
10116.ENSRNOP00000031211	D3ZBT6
10116.ENSRNOP00000031945	D3ZC01
10116.ENSRNOP00000062292	D3ZFU1
10116.ENSRNOP00000067300	D3ZIL8
10116.ENSRNOP00000053633	D3ZMG0
10116.ENSRNOP00000018843	D3ZMS4
10116.ENSRNOP00000023791	D3ZSS5
10116.ENSRNOP00000023712	D3ZSY1
10116.ENSRNOP00000049546	D3ZX01
10116.ENSRNOP00000052935	D4A1P5
10116.ENSRNOP00000002924	D4A5E4
10116.ENSRNOP00000035155	D4A720
10116.ENSRNOP00000052210	D4AAB3
10116.ENSRNOP00000029826	D4AB75
10116.ENSRNOP00000021017	D4AC36
10116.ENSRNOP00000031172	F1LVL8
10116.ENSRNOP00000051630	F1M0F4
10116.ENSRNOP00000021862	G3V826
10116.ENSRNOP00000029729	G3V8X1
10116.ENSRNOP00000047881	I6LBX6
10116.ENSRNOP00000066247	M0R9R7
10116.ENSRNOP00000066698	M0RAY0
10116.ENSRNOP00000054612	Q4KLM7
10116.ENSRNOP00000025388	Q5FVC5
10116.ENSRNOP00000013308	Q5YIS0
10116.ENSRNOP00000042941	Q6AY74
10116.ENSRNOP00000065713	Q6AY99
10116.ENSRNOP00000043563	Q6MFW7
10116.ENSRNOP00000033858	Q712G6
10116.ENSRNOP00000009552	Q7TQ85
10116.ENSRNOP00000001973	Q8K4C8
10116.ENSRNOP00000015742	Q99PD3
10116.ENSRNOP00000020329	A9UK92
10116.ENSRNOP00000007754	B0BNK2
10116.ENSRNOP00000065433	B1WBU2
10116.ENSRNOP00000024573	B2RYP8
10116.ENSRNOP00000012372	B5DER5
10116.ENSRNOP00000055291	D3Z915
10116.ENSRNOP00000050895	D3ZB08
10116.ENSRNOP00000036773	D3ZCJ8
10116.ENSRNOP00000008703	D3ZGZ4
10116.ENSRNOP00000010601	D3ZH41
10116.ENSRNOP00000067747	D3ZHD3
10116.ENSRNOP00000006622	D3ZII6
10116.ENSRNOP00000051088	D3ZRV6
10116.ENSRNOP00000063692	D3ZVD0
10116.ENSRNOP00000028855	D3ZVM6
10116.ENSRNOP00000007447	D4A261
10116.ENSRNOP00000059635	D4A2L9
10116.ENSRNOP00000002882	D4A778
10116.ENSRNOP00000017843	D4ABI3
10116.ENSRNOP00000005361	F1LNT5
10116.ENSRNOP00000002028	F1M707
10116.ENSRNOP00000024725	F7DLY1
10116.ENSRNOP00000003540	G3V6B8
10116.ENSRNOP00000013452	G3V7A3
10116.ENSRNOP00000018477	G3V7R6
10116.ENSRNOP00000038582	G3V978
10116.ENSRNOP00000062744	G3V9Y1
10116.ENSRNOP00000064837	G8CYZ7
10116.ENSRNOP00000065911	M0R703
10116.ENSRNOP00000065379	M0R7F2
10116.ENSRNOP00000022525	M0R870
10116.ENSRNOP00000066847	M0RBB7
10116.ENSRNOP00000019222	O35977
10116.ENSRNOP00000020409	O88996
10116.ENSRNOP00000055621	Q5XIQ7
10116.ENSRNOP00000042819	Q6IE19
10116.ENSRNOP00000067594	Q6MGA3
10116.ENSRNOP00000025649	B0BMW0
10116.ENSRNOP00000038636	B0BN40
10116.ENSRNOP00000025046	B1WC69
10116.ENSRNOP00000050555	B2GV74
10116.ENSRNOP00000009046	B2RZD4
10116.ENSRNOP00000063985	D3ZA98
10116.ENSRNOP00000048643	D3ZFH0
10116.ENSRNOP00000001220	D3ZTR5
10116.ENSRNOP00000056202	D3ZXT8
10116.ENSRNOP00000018153	D3ZYC1
10116.ENSRNOP00000038764	D4A0X1
10116.ENSRNOP00000033783	D4A203
10116.ENSRNOP00000061927	D4A360
10116.ENSRNOP00000023672	D4A3Q0
10116.ENSRNOP00000014964	D4A4Q7
10116.ENSRNOP00000059322	D4A6C6
10116.ENSRNOP00000019964	D4A6E8
10116.ENSRNOP00000005521	E5RQ38
10116.ENSRNOP00000018892	F7EYB9
10116.ENSRNOP00000001893	G3V657
10116.ENSRNOP00000012670	G3V774
10116.ENSRNOP00000067883	H8Y6J3
10116.ENSRNOP00000065052	M0R6K0
10116.ENSRNOP00000022598	M0R8C6
10116.ENSRNOP00000067627	M0RDC9
10116.ENSRNOP00000061220	Q2TBJ8
10116.ENSRNOP00000023663	Q4KLZ7
10116.ENSRNOP00000029888	Q4V7B6
10116.ENSRNOP00000026336	Q568Y6
10116.ENSRNOP00000006542	Q5EBD0
10116.ENSRNOP00000022496	Q5I0L0
10116.ENSRNOP00000053155	Q5RJP6
10116.ENSRNOP00000027165	Q5XIQ8
10116.ENSRNOP00000011787	Q6AY36
10116.ENSRNOP00000023485	Q6AYQ9
10116.ENSRNOP00000001016	Q6MFY9
10116.ENSRNOP00000043185	Q6XLI7
10116.ENSRNOP00000041536	Q6ZMA1
10116.ENSRNOP00000066680	Q7TP33
10116.ENSRNOP00000010633	Q9ET50
10116.ENSRNOP00000032195	B0BNC6
10116.ENSRNOP00000030705	B2GV68
10116.ENSRNOP00000058460	B4F7D1
10116.ENSRNOP00000032201	D2XZ44
10116.ENSRNOP00000024200	D3ZEJ6
10116.ENSRNOP00000053775	D3ZH34
10116.ENSRNOP00000013871	D3ZHT5
10116.ENSRNOP00000018613	D3ZIH1
10116.ENSRNOP00000060629	D3ZK92
10116.ENSRNOP00000010316	D3ZLE2
10116.ENSRNOP00000059807	D3ZRU9
10116.ENSRNOP00000042965	D3ZSB2
10116.ENSRNOP00000009444	D3ZSX0
10116.ENSRNOP00000013468	D3ZTN2
10116.ENSRNOP00000013224	D3ZTP3
10116.ENSRNOP00000044360	D3ZTT7
10116.ENSRNOP00000063201	D3ZV36
10116.ENSRNOP00000002684	D4A1V1
10116.ENSRNOP00000040860	D4A2B8
10116.ENSRNOP00000011213	D4A426
10116.ENSRNOP00000016479	D4A4W6
10116.ENSRNOP00000040218	D4AAM1
10116.ENSRNOP00000007379	D4AAS2
10116.ENSRNOP00000014450	D4ABS9
10116.ENSRNOP00000012904	D4ADA8
10116.ENSRNOP00000029754	D4ADC6
10116.ENSRNOP00000014003	D4AE97
10116.ENSRNOP00000022836	F1LP76
10116.ENSRNOP00000018573	F1LXU3
10116.ENSRNOP00000057854	F1MAQ8
10116.ENSRNOP00000004001	G3V6D5
10116.ENSRNOP00000010173	G3V6Y7
10116.ENSRNOP00000010826	G3V721
10116.ENSRNOP00000013204	G3V793
10116.ENSRNOP00000027159	G3V8N3
10116.ENSRNOP00000027190	G3V8N7
10116.ENSRNOP00000027210	G3V8P0
10116.ENSRNOP00000031476	G3V8Z4
10116.ENSRNOP00000052385	G3V9M0
10116.ENSRNOP00000064898	M0R659
10116.ENSRNOP00000065808	M0R8L1
10116.ENSRNOP00000066045	M0R983
10116.ENSRNOP00000026113	M0RBH0
10116.ENSRNOP00000012612	Q3MID9
10116.ENSRNOP00000034916	Q4KLI0
10116.ENSRNOP00000017879	Q5M9F6
10116.ENSRNOP00000025027	Q5MD65
10116.ENSRNOP00000037256	Q5RJN0
10116.ENSRNOP00000001296	Q5RKG8
10116.ENSRNOP00000018620	Q642D2
10116.ENSRNOP00000052657	Q66HJ7
10116.ENSRNOP00000009333	Q6AY73
10116.ENSRNOP00000016244	Q99MA1
10116.ENSRNOP00000001162	A0SZW2
10116.ENSRNOP00000011851	B1WC04
10116.ENSRNOP00000003455	B3LF38
10116.ENSRNOP00000024845	D3ZAC5
10116.ENSRNOP00000000161	D3ZAR2
10116.ENSRNOP00000048469	D3ZED8
10116.ENSRNOP00000037996	D3ZNV6
10116.ENSRNOP00000063871	D3ZWD6
10116.ENSRNOP00000051858	D3ZX02
10116.ENSRNOP00000037528	D3ZXL8
10116.ENSRNOP00000059260	D4A0I8
10116.ENSRNOP00000011189	D4A7L0
10116.ENSRNOP00000038472	D4AB92
10116.ENSRNOP00000033405	D4AEG8
10116.ENSRNOP00000023144	F1LSN4
10116.ENSRNOP00000022294	F1LY63
10116.ENSRNOP00000057421	F1MAS1
10116.ENSRNOP00000001732	G3V654
10116.ENSRNOP00000066891	G3V6X7
10116.ENSRNOP00000010637	G3V709
10116.ENSRNOP00000028179	G3V7F6
10116.ENSRNOP00000016514	G3V7L9
10116.ENSRNOP00000067213	G3V7N6
10116.ENSRNOP00000017232	G3V7P2
10116.ENSRNOP00000022485	G3V856
10116.ENSRNOP00000023447	G3V888
10116.ENSRNOP00000029792	G3V8X3
10116.ENSRNOP00000054971	G3V9P7
10116.ENSRNOP00000067092	M0R9M1
10116.ENSRNOP00000067068	M0RBX0
10116.ENSRNOP00000067676	M0RDH5
10116.ENSRNOP00000067732	M0RDM7
10116.ENSRNOP00000015177	Q3KRC3
10116.ENSRNOP00000010373	Q4KLI7
10116.ENSRNOP00000052212	Q63550
10116.ENSRNOP00000019552	Q66HH8
10116.ENSRNOP00000047140	Q6MFW4
10116.ENSRNOP00000055110	Q6TUG8
10116.ENSRNOP00000044753	Q6YH22
10116.ENSRNOP00000031214	Q7TP15
10116.ENSRNOP00000016976	Q8K422
10116.ENSRNOP00000019860	Q9JKY2
10116.ENSRNOP00000023259	B1WBR6
10116.ENSRNOP00000027639	B1WC35
10116.ENSRNOP00000004323	B2GV39
10116.ENSRNOP00000051339	B2RZ94
10116.ENSRNOP00000010986	B4F779
10116.ENSRNOP00000000060	B5DEN3
10116.ENSRNOP00000062031	D3ZA25
10116.ENSRNOP00000024557	D3ZC52
10116.ENSRNOP00000055847	D3ZDN6
10116.ENSRNOP00000048493	D3ZE98
10116.ENSRNOP00000005071	D3ZFS2
10116.ENSRNOP00000060123	D3ZIE3
10116.ENSRNOP00000034375	D3ZK81
10116.ENSRNOP00000046737	D3ZLL8
10116.ENSRNOP00000046724	D3ZLN5
10116.ENSRNOP00000015192	D3ZM05
10116.ENSRNOP00000018844	D3ZMS3
10116.ENSRNOP00000015320	D3ZN38
10116.ENSRNOP00000010210	D3ZPR0
10116.ENSRNOP00000010433	D3ZQ74
10116.ENSRNOP00000054870	D3ZT05
10116.ENSRNOP00000009742	D3ZV32
10116.ENSRNOP00000009914	D3ZWN3
10116.ENSRNOP00000020074	D3ZWS6
10116.ENSRNOP00000009877	D3ZYY5
10116.ENSRNOP00000006362	D3ZZA3
10116.ENSRNOP00000013066	D3ZZM0
10116.ENSRNOP00000059238	D4A0M3
10116.ENSRNOP00000007822	D4A3K6
10116.ENSRNOP00000011203	D4A427
10116.ENSRNOP00000011619	D4A4B1
10116.ENSRNOP00000004291	D4A516
10116.ENSRNOP00000011176	D4A7M1
10116.ENSRNOP00000007077	D4AB25
10116.ENSRNOP00000052732	D4ABB2
10116.ENSRNOP00000033592	D4AC84
10116.ENSRNOP00000014324	D4ADT7
10116.ENSRNOP00000024364	E9PTR4
10116.ENSRNOP00000067276	F1M5G2
10116.ENSRNOP00000040229	F1M7F5
10116.ENSRNOP00000014491	F1M7L6
10116.ENSRNOP00000027530	F7F1P7
10116.ENSRNOP00000004601	G3V6F3
10116.ENSRNOP00000012569	G3V771
10116.ENSRNOP00000019219	G3V7T9
10116.ENSRNOP00000023489	G3V890
10116.ENSRNOP00000041021	G3V9B0
10116.ENSRNOP00000052230	G3V9L9
10116.ENSRNOP00000005817	Q2TGK3
10116.ENSRNOP00000009047	Q4V8H7
10116.ENSRNOP00000022814	Q5PQT4
10116.ENSRNOP00000024712	Q5U328
10116.ENSRNOP00000024436	Q5U362
10116.ENSRNOP00000027362	Q5XIB8
10116.ENSRNOP00000024256	Q5YKV6
10116.ENSRNOP00000011454	Q68FR0
10116.ENSRNOP00000008713	Q6AXR1
10116.ENSRNOP00000007523	Q6AYF2
10116.ENSRNOP00000061813	Q6IRJ1
10116.ENSRNOP00000015058	Q6V8J7
10116.ENSRNOP00000065720	Q80W83
10116.ENSRNOP00000014611	Q80XZ1
10116.ENSRNOP00000047954	Q8HIC4
10116.ENSRNOP00000019298	Q8R490
10116.ENSRNOP00000002558	R9PXR5
10116.ENSRNOP00000005505	A0A5C5
10116.ENSRNOP00000026489	A1A5N3
10116.ENSRNOP00000039441	A7U7N4
10116.ENSRNOP00000062778	B1WBQ5
10116.ENSRNOP00000045828	B1WC33
10116.ENSRNOP00000027850	B2GV31
10116.ENSRNOP00000063935	B2RYC9
10116.ENSRNOP00000020574	B2RYI4
10116.ENSRNOP00000054286	B4F775
10116.ENSRNOP00000067281	B4F7A5
10116.ENSRNOP00000059567	B4F7D4
10116.ENSRNOP00000013719	B5DF58
10116.ENSRNOP00000062017	D3ZA59
10116.ENSRNOP00000005176	D3ZCR1
10116.ENSRNOP00000036062	D3ZCW5
10116.ENSRNOP00000008840	D3ZCZ3
10116.ENSRNOP00000005100	D3ZDC2
10116.ENSRNOP00000003992	D3ZEM8
10116.ENSRNOP00000006225	D3ZH43
10116.ENSRNOP00000037789	D3ZIK0
10116.ENSRNOP00000018511	D3ZJA3
10116.ENSRNOP00000008270	D3ZLB3
10116.ENSRNOP00000058062	D3ZM36
10116.ENSRNOP00000027128	D3ZMM0
10116.ENSRNOP00000018998	D3ZR08
10116.ENSRNOP00000044160	D3ZRJ4
10116.ENSRNOP00000018022	D3ZUV3
10116.ENSRNOP00000020090	D3ZW89
10116.ENSRNOP00000063398	D3ZXW7
10116.ENSRNOP00000009650	D3ZZ49
10116.ENSRNOP00000063301	D3ZZI6
10116.ENSRNOP00000007465	D4A251
10116.ENSRNOP00000028097	D4A434
10116.ENSRNOP00000030761	D4A4W4
10116.ENSRNOP00000016148	D4A8N7
10116.ENSRNOP00000045624	D4AAF8
10116.ENSRNOP00000057381	D4AAI2
10116.ENSRNOP00000005718	D4ADS5
10116.ENSRNOP00000041925	F1LVJ7
10116.ENSRNOP00000059540	F1M3N2
10116.ENSRNOP00000005722	F1M8Y4
10116.ENSRNOP00000067632	G3V6Q8
10116.ENSRNOP00000011494	G3V741
10116.ENSRNOP00000013587	G3V7B7
10116.ENSRNOP00000014060	G3V7E1
10116.ENSRNOP00000021871	G3V829
10116.ENSRNOP00000025451	G3V8G3
10116.ENSRNOP00000033253	G3V918
10116.ENSRNOP00000064990	G3V942
10116.ENSRNOP00000048094	G3V9I1
10116.ENSRNOP00000050050	G3V9J8
10116.ENSRNOP00000066780	M0R785
10116.ENSRNOP00000067679	M0R8C8
10116.ENSRNOP00000024176	Q0PY50
10116.ENSRNOP00000005663	Q32Q00
10116.ENSRNOP00000021531	Q3V5X8
10116.ENSRNOP00000061610	Q4KMA1
10116.ENSRNOP00000028981	Q4TU80
10116.ENSRNOP00000004920	Q5BK52
10116.ENSRNOP00000028731	Q5M867
10116.ENSRNOP00000008525	Q5RKH2
10116.ENSRNOP00000066962	Q5XIN2
10116.ENSRNOP00000019596	Q68FY8
10116.ENSRNOP00000060222	Q68G39
10116.ENSRNOP00000039388	Q6AXV0
10116.ENSRNOP00000033267	Q6AYE7
10116.ENSRNOP00000001008	Q6MFX9
10116.ENSRNOP00000000500	Q6MG85
10116.ENSRNOP00000067574	Q6MG93
10116.ENSRNOP00000015218	Q6P9X2
10116.ENSRNOP00000049155	Q6QI16
10116.ENSRNOP00000015205	Q75T81
10116.ENSRNOP00000001325	Q8K4J7
10116.ENSRNOP00000037320	B1H296
10116.ENSRNOP00000065940	B2GV63
10116.ENSRNOP00000003542	B5DF46
10116.ENSRNOP00000018717	B5DFJ4
10116.ENSRNOP00000025892	C4WYH2
10116.ENSRNOP00000012811	D3ZBD1
10116.ENSRNOP00000036422	D3ZFK0
10116.ENSRNOP00000064584	D3ZIE9
10116.ENSRNOP00000032861	D3ZJ02
10116.ENSRNOP00000046496	D3ZNL0
10116.ENSRNOP00000037213	D3ZRF8
10116.ENSRNOP00000032369	D3ZUA4
10116.ENSRNOP00000061112	D4A0T1
10116.ENSRNOP00000026552	D4A2D7
10116.ENSRNOP00000026926	D4A4S4
10116.ENSRNOP00000026925	D4A4S5
10116.ENSRNOP00000061216	D4A6J0
