226186.BT_3693	Q8A1G8
226186.BT_4755	Q89YH7
226186.BT_4235	Q89ZY6
226186.BT_3728	Q8A1D8
226186.BT_2989	Q8A3G5
226186.BT_1045	Q8A8X2
226186.BT_1272	G8JZS5
226186.BT_1269	Q8A898
226186.BT_0725	Q8A9U0
226186.BT_2387	Q8A555
226186.BT_3328	Q8A2H7
226186.BT_2878	Q8A3S6
226186.BT_1877	Q8A6K4
226186.BT_1808	Q8A6R8
226186.BT_1252	Q8A8B5
226186.BT_0934	Q8A983
226186.BT_1667	Q8A758
226186.BT_4641	Q89YU0
226186.BT_4568	Q89Z09
226186.BT_4211	Q8A010
226186.BT_2098	Q8A5Y8
226186.BT_4522	Q89Z55
226186.BT_3823	Q8A144
226186.BT_2783	Q8A421
226186.BT_2380	Q8A562
226186.BT_1730	Q8A6Z5
226186.BT_1690	Q8A735
226186.BT_1433	Q8A7U1
226186.BT_1422	Q8A7V2
226186.BT_1325	Q8A849
226186.BT_1281	Q8A893
226186.BT_1028	Q8A8Y9
226186.BT_0831	Q8A9I4
226186.BT_1764	Q8A6W2
226186.BT_2172	Q8A5R6
226186.BT_1745	Q8A6Y0
226186.BT_0988	Q8A929
226186.BT_0449	Q8AAL5
226186.BT_4636	Q89YU5
226186.BT_2953	Q8A3K1
226186.BT_1950	Q8A6D4
226186.BT_2241	Q8A5J8
226186.BT_2877	Q8A3S7
226186.BT_3473	Q8A233
226186.BT_4344	Q89ZN3
226186.BT_3156	Q8A2Z9
226186.BT_4759	Q89YH3
226186.BT_3138	Q8A317
226186.BT_1114	Q8A8Q3
226186.BT_3861	Q8A110
226186.BT_3832	Q8A139
226186.BT_3576	Q8A1T2
226186.BT_3371	Q8A2D4
226186.BT_3041	Q8A3B3
226186.BT_2637	Q8A4G2
226186.BT_2151	Q8A5T7
226186.BT_2144	Q8A5U4
226186.BT_2128	Q8A5V8
226186.BT_2038	Q8A648
226186.BT_1898	Q8A6I6
226186.BT_1718	Q8A707
226186.BT_0878	Q8A9D7
226186.BT_0598	Q8AA67
226186.BT_0523	Q8AAE2
226186.BT_0222	Q8AB88
226186.BT_0116	Q8ABJ4
226186.BT_3616	Q8A1P3
226186.BT_2311	Q8A5C8
226186.BT_1463	Q8A7R1
226186.BT_1757	Q8A6W9
226186.BT_0450	Q8AAL4
226186.BT_3050	Q8A3A4
226186.BT_2459	Q8A4Y8
226186.BT_3053	Q8A3A1
226186.BT_1181	Q8A8I6
226186.BT_1133	Q8A8N4
226186.BT_0253	Q8AB58
226186.BT_1268	Q8A899
226186.BT_2020	Q8A666
226186.BT_0984	Q8A933
226186.BT_3841	Q8A130
226186.BT_4419	Q89ZF8
226186.BT_3979	Q8A0P2
226186.BT_3857	Q8A114
226186.BT_2503	Q8A4U4
226186.BT_2408	Q8A536
226186.BT_2388	Q8A554
226186.BT_2261	Q8A5H8
226186.BT_1939	Q8A6E5
226186.BT_0896	Q8A9B9
226186.BT_0784	Q8A9N1
226186.BT_0175	Q8ABD5
226186.BT_4171	Q8A050
226186.BT_3572	Q8A1T6
226186.BT_2901	Q8A3Q3
226186.BT_4646	Q89YT5
226186.BT_0166	Q8ABE4
226186.BT_4764	Q89YG8
226186.BT_4631	Q89YV0
226186.BT_4621	Q89YW0
226186.BT_0337	Q8AAX5
226186.BT_2987	Q8A3G7
226186.BT_4650	Q89YT1
226186.BT_4497	Q89Z80
226186.BT_3905	Q8A0W6
226186.BT_3529	Q8A1X9
226186.BT_3225	Q8A2T0
226186.BT_2977	Q8A3H7
226186.BT_2394	Q8A548
226186.BT_1953	Q8A6D1
226186.BT_1911	Q8A6H3
226186.BT_1316	Q8A858
226186.BT_0682	Q8A9Y3
226186.BT_0512	Q8AAF3
226186.BT_0301	Q8AB11
226186.BT_0015	Q8ABU5
226186.BT_4299	Q89ZS7
226186.BT_2839	Q8A3W5
226186.BT_1301	Q8A873
226186.BT_4613	Q89YW8
226186.BT_0160	Q8ABF0
226186.BT_3484	Q8A224
226186.BT_2169	Q8A5R9
226186.BT_2166	Q8A5S2
226186.BT_2213	Q8A5M5
226186.BT_3504	Q8A204
226186.BT_0766	Q8A9P9
226186.BT_4629	Q89YV2
226186.BT_3954	Q8A0R7
226186.BT_3724	Q8A1E2
226186.BT_3497	Q8A211
226186.BT_3481	Q8A227
226186.BT_3346	Q8A2F9
226186.BT_2805	Q8A3Z9
226186.BT_1057	Q8A8W0
226186.BT_0264	Q8AB47
226186.BT_0244	Q8AB67
226186.BT_0185	Q8ABC5
226186.BT_0041	Q8ABR9
226186.BT_4557	Q89Z20
226186.BT_0063	Q8ABP7
226186.BT_0555	Q8AAB0
226186.BT_1482	Q8A7P2
226186.BT_4311	Q89ZR5
226186.BT_4224	Q89ZZ7
226186.BT_1112	Q8A8Q5
226186.BT_0311	Q8AB01
226186.BT_0365	Q8AAU9
226186.BT_3052	Q8A3A2
226186.BT_0504	Q8AAG1
226186.BT_2929	Q8A3M5
226186.BT_4082	Q8A0D9
226186.BT_0266	Q8AB45
226186.BT_0147	Q8ABG3
226186.BT_3815	Q8A152
226186.BT_0836	Q8A9H9
226186.BT_2988	Q8A3G6
226186.BT_2982	Q8A3H2
226186.BT_3852	Q8A119
226186.BT_2950	Q8A3K4
226186.BT_3460	Q8A246
226186.BT_4373	Q89ZK4
226186.BT_4131	Q8A090
226186.BT_3505	Q8A203
226186.BT_3445	Q8A261
226186.BT_3438	Q8A268
226186.BT_3193	Q8A2W2
226186.BT_3075	Q8A380
226186.BT_2743	Q8A460
226186.BT_0453	Q8AAL1
226186.BT_0079	Q8ABN1
226186.BT_4760	Q89YH2
226186.BT_3944	Q8A0S7
226186.BT_0401	Q8AAR3
226186.BT_0210	Q8ABA0
226186.BT_1849	Q8A6M8
226186.BT_0283	Q8AB29
226186.BT_3496	Q8A212
226186.BT_2295	Q8A5E4
226186.BT_0443	Q8AAM1
226186.BT_0374	Q8AAU0
226186.BT_2791	Q8A413
226186.BT_0967	Q8A950
226186.BT_3277	Q8A2M8
226186.BT_3276	Q8A2M9
226186.BT_3221	Q8A2T4
226186.BT_2499	Q8A4U8
226186.BT_2374	Q8A568
226186.BT_1572	Q8A7F2
226186.BT_1393	Q8A7Y1
226186.BT_1343	Q8A831
226186.BT_0168	Q8ABE2
226186.BT_0019	Q8ABU1
226186.BT_4595	Q89YY5
226186.BT_4606	Q89YX4
226186.BT_4659	Q89YS2
226186.BT_4466	Q89ZB1
226186.BT_3234	Q8A2S1
226186.BT_2915	Q8A3N9
226186.BT_2834	Q8A3X0
226186.BT_2379	Q8A563
226186.BT_2367	Q8A575
226186.BT_2209	Q8A5M9
226186.BT_2187	Q8A5Q1
226186.BT_1573	Q8A7F1
226186.BT_1210	Q8A8F7
226186.BT_0903	Q8A9B2
226186.BT_0812	Q8A9K3
226186.BT_0582	Q8AA83
226186.BT_0176	Q8ABD4
226186.BT_0064	Q8ABP6
226186.BT_3669	Q8A1J2
226186.BT_1513	Q8A7L1
226186.BT_0473	Q8AAJ1
226186.BT_4129	Q8A092
226186.BT_1794	Q8A6T2
226186.BT_4172	Q8A049
226186.BT_3615	Q8A1P4
226186.BT_1220	Q8A8E7
226186.BT_1095	Q8A8S2
226186.BT_2639	Q8A4G0
226186.BT_3386	Q8A2B9
226186.BT_2292	Q8A5E7
226186.BT_1605	Q8A7C0
226186.BT_3575	Q8A1T3
226186.BT_2992	Q8A3G2
226186.BT_1611	Q8A7B4
226186.BT_0729	Q8A9T6
226186.BT_0727	Q8A9T8
226186.BT_0087	Q8ABM3
226186.BT_2391	Q8A551
226186.BT_1332	Q8A842
226186.BT_1217	Q8A8F0
226186.BT_0246	Q8AB65
226186.BT_4722	Q89YK9
226186.BT_4471	Q89ZA6
226186.BT_3061	Q8A393
226186.BT_2849	Q8A3V5
226186.BT_1305	Q8A869
226186.BT_0911	Q8A9A4
226186.BT_3261	Q8A2P4
226186.BT_3108	Q8A347
226186.BT_2772	Q8A432
226186.BT_0882	Q8A9D3
226186.BT_1853	Q8A6M4
226186.BT_2386	Q8A556
226186.BT_2810	Q8A3Z4
226186.BT_2875	Q8A3S9
226186.BT_4053	Q8A0G8
226186.BT_3745	Q8A1C1
226186.BT_0204	Q8ABA6
226186.BT_4508	Q89Z69
226186.BT_4167	Q8A054
226186.BT_3549	Q8A1V9
226186.BT_2653	Q8A4E6
226186.BT_2176	Q8A5R2
226186.BT_2126	Q8A5W0
226186.BT_1839	Q8A6N8
226186.BT_1712	Q8A713
226186.BT_1699	Q8A726
226186.BT_1590	Q8A7D4
226186.BT_2142	Q8A5U6
226186.BT_2668	Q8A4D1
226186.BT_4128	Q8A093
226186.BT_3517	Q8A1Z1
226186.BT_2533	Q8A4R4
226186.BT_2016	Q8A670
226186.BT_2698	Q8A4A5
226186.BT_1856	Q8A6M1
226186.BT_1130	Q8A8N7
226186.BT_3840	Q8A131
226186.BT_2396	Q8A546
226186.BT_4666	Q89YR5
226186.BT_3487	Q8A221
226186.BT_2833	Q8A3X1
226186.BT_4464	Q89ZB3
226186.BT_3614	Q8A1P5
226186.BT_3296	Q8A2K9
226186.BT_1912	Q8A6H2
226186.BT_1059	Q8A8V8
226186.BT_0406	Q8AAQ8
226186.BT_4304	Q89ZS2
226186.BT_3820	Q8A147
226186.BT_3610	Q8A1P9
226186.BT_2535	Q8A4R2
226186.BT_2140	Q8A5U8
226186.BT_1852	Q8A6M5
226186.BT_1725	Q8A700
226186.BT_1369	Q8A805
226186.BT_1241	Q8A8C6
226186.BT_1205	Q8A8G2
226186.BT_1131	Q8A8N6
226186.BT_1029	Q8A8Y8
226186.BT_0211	Q8AB99
226186.BT_2289	Q8A5F0
226186.BT_4005	Q8A0L6
226186.BT_3344	Q8A2G1
226186.BT_2844	Q8A3W0
226186.BT_2814	Q8A3Z0
226186.BT_0765	Q8A9Q0
226186.BT_0134	Q8ABH6
226186.BT_2093	Q8A5Z3
226186.BT_3767	Q8A199
226186.BT_0187	Q8ABC3
226186.BT_4391	Q89ZI6
226186.BT_4703	Q89YM8
226186.BT_3398	Q8A2A7
226186.BT_3311	Q8A2J4
226186.BT_2995	Q8A3F9
226186.BT_2792	Q8A412
226186.BT_2244	Q8A5J5
226186.BT_2219	Q8A5L9
226186.BT_1719	Q8A706
226186.BT_1689	Q8A736
226186.BT_1178	Q8A8I9
226186.BT_1144	Q8A8M3
226186.BT_0340	Q8AAX2
226186.BT_0050	Q8ABR0
226186.BT_4222	Q89ZZ9
226186.BT_2957	Q8A3J7
226186.BT_1207	Q8A8G0
226186.BT_4263	Q89ZV8
226186.BT_3811	Q8A156
226186.BT_0572	Q8AA93
226186.BT_0519	Q8AAE6
226186.BT_1580	Q8A7E4
226186.BT_4281	Q89ZU3
226186.BT_4013	Q8A0K8
226186.BT_1784	Q8A6U2
226186.BT_1298	Q8A876
226186.BT_3753	Q8A1B3
226186.BT_4773	Q89YF9
226186.BT_3322	Q8A2I3
226186.BT_2539	Q8A4Q8
226186.BT_2116	Q8A5X0
226186.BT_1773	Q8A6V3
226186.BT_1582	Q8A7E2
226186.BT_1125	Q8A8P2
226186.BT_0989	Q8A928
226186.BT_0629	Q8AA36
226186.BT_0312	Q8AB00
226186.BT_0152	Q8ABF8
226186.BT_0298	Q8AB14
226186.BT_2183	Q8A5Q5
226186.BT_4569	Q89Z08
226186.BT_4091	Q8A0D0
226186.BT_3664	Q8A1J7
226186.BT_2273	Q8A5G6
226186.BT_1251	Q8A8B6
226186.BT_0998	Q8A919
226186.BT_0720	Q8A9U5
226186.BT_0452	Q8AAL2
226186.BT_4716	Q89YL5
226186.BT_2468	Q8A4X9
226186.BT_0008	Q8ABV2
226186.BT_4758	Q89YH4
226186.BT_4611	Q89YX0
226186.BT_3636	Q8A1M5
226186.BT_2648	Q8A4F1
226186.BT_1878	Q8A6K3
226186.BT_1755	Q8A6X0
226186.BT_1694	Q8A731
226186.BT_1559	Q8A7G5
226186.BT_3299	Q8A2K6
226186.BT_1551	Q8A7H3
226186.BT_1091	Q8A8S6
226186.BT_0096	Q8ABL4
226186.BT_4236	Q89ZY5
226186.BT_4083	Q8A0D8
226186.BT_4059	Q8A0G2
226186.BT_2955	Q8A3J9
226186.BT_1005	Q8A912
226186.BT_0827	Q8A9I8
226186.BT_1926	Q8A6F8
226186.BT_2741	Q8A462
226186.BT_1875	Q8A6K6
226186.BT_4496	Q89Z81
226186.BT_4367	Q89ZL0
226186.BT_3989	Q8A0N2
226186.BT_3802	Q8A165
226186.BT_3732	Q8A1D4
226186.BT_3208	Q8A2U7
226186.BT_3032	Q8A3C2
226186.BT_2683	Q8A4C0
226186.BT_2414	Q8A530
226186.BT_2381	Q8A561
226186.BT_2210	Q8A5M8
226186.BT_2075	Q8A611
226186.BT_1827	Q8A6Q0
226186.BT_0730	Q8A9T5
226186.BT_0684	Q8A9Y1
226186.BT_0243	Q8AB68
226186.BT_2488	Q8A4V9
226186.BT_1984	Q8A6A1
226186.BT_1698	Q8A727
226186.BT_0972	Q8A945
226186.BT_0441	Q8AAM3
226186.BT_1823	Q8A6Q4
226186.BT_3597	Q8A1R2
226186.BT_3073	Q8A382
226186.BT_4632	Q89YU9
226186.BT_3476	Q8A230
226186.BT_0573	Q8AA92
226186.BT_3855	Q8A116
226186.BT_4126	Q8A095
226186.BT_3863	Q8A108
226186.BT_3653	Q8A1K8
226186.BT_3467	Q8A239
226186.BT_3102	Q8A353
226186.BT_2917	Q8A3N7
226186.BT_3282	Q8A2M3
226186.BT_0108	Q8ABK2
226186.BT_1199	Q8A8G8
226186.BT_3583	Q8A1S6
226186.BT_1404	Q8A7X0
226186.BT_3197	Q8A2V8
226186.BT_1900	Q8A6I4
226186.BT_1717	Q8A708
226186.BT_0411	Q8AAQ3
226186.BT_3204	Q8A2V1
226186.BT_3803	Q8A164
226186.BT_2042	Q8A644
226186.BT_0973	Q8A944
226186.BT_4285	Q89ZT9
226186.BT_2299	Q8A5E0
226186.BT_4033	Q8A0I8
226186.BT_3098	Q8A357
226186.BT_2841	Q8A3W3
226186.BT_2832	Q8A3X2
226186.BT_0905	Q8A9B0
226186.BT_0843	Q8A9H2
226186.BT_0458	Q8AAK6
226186.BT_0123	Q8ABI7
226186.BT_4422	Q89ZF5
226186.BT_3897	Q8A0X4
226186.BT_3674	Q8A1I7
226186.BT_3591	Q8A1R8
226186.BT_1927	Q8A6F7
226186.BT_1366	Q8A808
226186.BT_1279	Q8A895
226186.BT_1030	Q8A8Y7
226186.BT_0616	Q8AA49
226186.BT_0188	Q8ABC2
226186.BT_3279	Q8A2M6
226186.BT_3236	Q8A2R9
226186.BT_1636	Q8A789
226186.BT_2096	Q8A5Z0
226186.BT_0810	Q8A9K5
226186.BT_2659	Q8A4E0
226186.BT_0562	Q8AAA3
226186.BT_4045	Q8A0H6
226186.BT_4461	Q89ZB6
226186.BT_1882	Q8A6J9
226186.BT_1209	Q8A8F8
226186.BT_0747	Q8A9R8
226186.BT_0491	Q8AAH4
226186.BT_0447	Q8AAL7
226186.BT_0032	Q8ABS8
226186.BT_4150	Q8A071
226186.BT_4016	Q8A0K5
226186.BT_3521	Q8A1Y7
226186.BT_3164	Q8A2Z1
226186.BT_2433	Q8A514
226186.BT_2418	Q8A526
226186.BT_2173	Q8A5R5
226186.BT_1506	Q8A7L8
226186.BT_1306	Q8A868
226186.BT_1118	Q8A8P9
226186.BT_4075	Q8A0E6
226186.BT_2685	Q8A4B8
226186.BT_2643	Q8A4F6
226186.BT_2193	Q8A5P5
226186.BT_1239	Q8A8C8
226186.BT_0739	Q8A9S6
226186.BT_0636	Q8AA29
226186.BT_0466	Q8AAJ8
226186.BT_0310	Q8AB02
226186.BT_0272	Q8AB39
226186.BT_4554	Q89Z23
226186.BT_4257	Q89ZW4
226186.BT_3738	Q8A1C8
226186.BT_3470	Q8A236
226186.BT_2545	Q8A4Q2
226186.BT_2147	Q8A5U1
226186.BT_1530	Q8A7J4
226186.BT_0867	Q8A9E8
226186.BT_4054	Q8A0G7
226186.BT_2099	Q8A5Y7
226186.BT_3400	Q8A2A5
226186.BT_0532	Q8AAD3
226186.BT_4707	Q89YM4
226186.BT_4498	Q89Z79
226186.BT_4470	Q89ZA7
226186.BT_2226	Q8A5L3
226186.BT_1549	Q8A7H5
226186.BT_1092	Q8A8S5
226186.BT_0665	Q8AA00
226186.BT_0633	Q8AA32
226186.BT_4339	Q89ZN8
226186.BT_4302	Q89ZS4
226186.BT_4074	Q8A0E7
226186.BT_3948	Q8A0S3
226186.BT_3902	Q8A0W9
226186.BT_3776	Q8A190
226186.BT_3408	Q8A297
226186.BT_3101	Q8A354
226186.BT_2608	Q8A4J1
226186.BT_0795	Q8A9M0
226186.BT_0748	Q8A9R7
226186.BT_0536	Q8AAC9
226186.BT_0446	Q8AAL8
226186.BT_2069	Q8A617
226186.BT_1647	Q8A778
226186.BT_0587	Q8AA78
226186.BT_0561	Q8AAA4
226186.BT_0107	Q8ABK3
226186.BT_3856	Q8A115
226186.BT_2765	Q8A439
226186.BT_4726	Q89YK5
226186.BT_3206	Q8A2U9
226186.BT_4729	Q89YK2
226186.BT_3553	Q8A1V5
226186.BT_3629	Q8A1N0
226186.BT_3687	Q8A1H4
226186.BT_0416	Q8AAP8
226186.BT_3643	Q8A1L8
226186.BT_1610	Q8A7B5
226186.BT_0940	Q8A977
226186.BT_2970	Q8A3I4
226186.BT_2046	Q8A640
226186.BT_4494	Q89Z83
226186.BT_4200	Q8A021
226186.BT_3342	Q8A2G3
226186.BT_2631	Q8A4G8
226186.BT_2462	Q8A4Y5
226186.BT_0876	Q8A9D9
226186.BT_3182	Q8A2X3
