4081.Solyc01g009590.2.1	Q43495
4081.Solyc06g009780.2.1	K4C407
4081.Solyc07g006170.2.1	K4CB88
4081.Solyc07g055190.2.1	K4CG58
4081.Solyc08g075510.2.1	K4CMR8
4081.Solyc09g074770.1.1	K4CV54
4081.Solyc09g082830.2.1	K4CVQ9
4081.Solyc09g089740.2.1	K4CW00
4081.Solyc10g076420.1.1	K4D1Y4
4081.Solyc10g076630.1.1	K4D205
4081.Solyc10g076900.1.1	K4D232
4081.Solyc10g083910.1.1	K4D3H7
4081.Solyc11g068920.1.1	K4DA49
4081.Solyc11g071210.1.1	K4DAH8
4081.Solyc01g008580.1.1	K4AT56
4081.Solyc01g008930.2.1	K4AT89
4081.Solyc01g096380.1.1	K4B026
4081.Solyc03g065200.2.1	K4BHF4
4081.Solyc03g071660.1.1	K4BHJ6
4081.Solyc04g071200.1.1	K4BTB2
4081.Solyc06g062330.1.1	K4C6W4
4081.Solyc07g026810.2.1	K4CDC6
4081.Solyc08g036480.1.1	K4CK08
4081.Solyc08g041940.1.1	K4CK52
4081.Solyc09g011340.2.1	K4CRG0
4081.Solyc11g006420.1.1	K4D4Q5
4081.Solyc01g010440.2.1	K4ATN9
4081.Solyc01g010840.1.1	K4ATS7
4081.Solyc01g011070.1.1	K4ATU9
4081.Solyc01g017570.1.1	K4AUT8
4081.Solyc02g087960.2.1	K4BBV2
4081.Solyc02g089650.2.1	K4BCB6
4081.Solyc02g090540.2.1	K4BCK3
4081.Solyc03g082380.2.1	K4BI15
4081.Solyc03g097060.2.1	K4BJC3
4081.Solyc04g074030.2.1	K4BTU1
4081.Solyc04g074830.1.1	K4BU21
4081.Solyc04g076600.1.1	K4BU98
4081.Solyc04g078370.2.1	K4BUS3
4081.Solyc04g078490.1.1	K4BUT4
4081.Solyc04g079550.2.1	K4BV39
4081.Solyc04g079570.1.1	K4BV41
4081.Solyc05g050180.1.1	K4C150
4081.Solyc06g069050.1.1	K4C878
4081.Solyc07g040740.2.1	K4CDV1
4081.Solyc07g040800.1.1	K4CDV7
4081.Solyc07g040920.2.1	K4CDW9
4081.Solyc07g042530.1.1	K4CEB4
4081.Solyc07g044900.1.1	K4CEP8
4081.Solyc07g049190.2.1	K4CF23
4081.Solyc08g044260.2.1	K4CK85
4081.Solyc08g044420.1.1	K4CKA0
4081.Solyc08g044530.1.1	K4CKB0
4081.Solyc08g047940.1.1	K4CKE8
4081.Solyc08g048510.1.1	K4CKK1
4081.Solyc09g015670.2.1	K4CS37
4081.Solyc09g018960.2.1	K4CSF7
4081.Solyc09g042740.2.1	K4CSX6
4081.Solyc09g055620.1.1	K4CT59
4081.Solyc10g037920.1.1	K4CZB5
4081.Solyc10g039330.1.1	K4CZF7
4081.Solyc11g010100.1.1	K4D5H1
4081.Solyc11g010310.1.1	K4D5J2
4081.Solyc11g011250.1.1	K4D5T1
4081.Solyc11g011670.1.1	K4D5X2
4081.Solyc11g011690.1.1	K4D5X4
4081.Solyc11g013000.1.1	K4D6A4
4081.Solyc12g010130.1.1	K4DCA0
4081.Solyc12g010640.1.1	K4DCF1
4081.Solyc00g005480.1.1	K4APQ6
4081.Solyc00g011170.1.1	K4AQ75
4081.Solyc01g057400.1.1	K4AVV1
4081.Solyc01g066280.1.1	K4AWN1
4081.Solyc01g066930.1.1	K4AWU2
4081.Solyc01g097020.2.1	K4B090
4081.Solyc01g098360.1.1	K4B0M3
4081.Solyc01g099320.2.1	K4B0W9
4081.Solyc02g068060.2.1	K4B7D8
4081.Solyc02g092680.1.1	K4BD64
4081.Solyc02g093250.2.1	K4BDC1
4081.Solyc02g093750.2.1	K4BDH1
4081.Solyc03g005680.2.1	K4BDZ2
4081.Solyc03g098250.2.1	K4BJP0
4081.Solyc03g098620.2.1	K4BJS5
4081.Solyc03g111020.2.1	K4BJW5
4081.Solyc03g111780.1.1	K4BK40
4081.Solyc03g115040.2.1	K4BL06
4081.Solyc04g008560.2.1	K4BP12
4081.Solyc04g009170.1.1	K4BP73
4081.Solyc04g010120.2.1	K4BPG7
4081.Solyc04g015580.2.1	K4BQ60
4081.Solyc04g015860.1.1	K4BQ88
4081.Solyc04g080670.2.1	K4BVE6
4081.Solyc05g053880.2.1	K4C267
4081.Solyc05g054540.2.1	K4C2D2
4081.Solyc06g073290.1.1	K4C948
4081.Solyc07g053750.1.1	K4CFS0
4081.Solyc08g074940.2.1	K4CML2
4081.Solyc09g059220.1.1	K4CTK8
4081.Solyc09g059450.2.1	K4CTN0
4081.Solyc09g059780.1.1	K4CTR2
4081.Solyc09g059830.1.1	K4CTR7
4081.Solyc09g061510.1.1	K4CTY4
4081.Solyc09g064600.2.1	K4CU88
4081.Solyc09g066250.1.1	K4CUQ0
4081.Solyc10g050110.1.1	K4D0G7
4081.Solyc10g052560.1.1	K4D0V8
4081.Solyc11g020250.1.1	K4D6X7
4081.Solyc11g039360.1.1	K4D7R6
4081.Solyc12g019590.1.1	K4DDI4
4081.Solyc12g019610.1.1	K4DDI6
4081.Solyc12g026450.1.1	K4DDR4
4081.Solyc12g033090.1.1	K4DDX7
4081.Solyc12g035230.1.1	K4DDY9
4081.Solyc12g035480.1.1	K4DE09
4081.Solyc12g035680.1.1	K4DE25
4081.Solyc12g035790.1.1	K4DE36
4081.Solyc00g033860.1.1	K4AQV8
4081.Solyc00g105350.1.1	K4ARF5
4081.Solyc01g080520.2.1	K4AXU6
4081.Solyc01g103810.1.1	K4B1V6
4081.Solyc01g107390.2.1	K4B2V6
4081.Solyc02g071440.2.1	K4B8C0
4081.Solyc02g076920.2.1	K4B8R9
4081.Solyc02g077600.2.1	K4B8Y5
4081.Solyc03g025460.2.1	K4BF19
4081.Solyc03g118480.2.1	K4BLZ9
4081.Solyc04g016500.1.1	K4BQF0
4081.Solyc04g025150.1.1	K4BQW0
4081.Solyc05g008480.2.1	K4BX22
4081.Solyc05g009140.2.1	K4BX88
4081.Solyc06g024400.1.1	K4C4G6
4081.Solyc06g030590.1.1	K4C4I2
4081.Solyc06g033870.1.1	K4C4L1
4081.Solyc06g034170.1.1	K4C4P1
4081.Solyc06g034250.1.1	K4C4P8
4081.Solyc08g082240.1.1	K4CPM0
4081.Solyc08g082510.1.1	K4CPP7
4081.Solyc09g075840.2.1	K4CVG1
4081.Solyc09g083090.2.1	K4CVT5
4081.Solyc10g076750.1.1	K4D217
4081.Solyc10g078440.1.1	K4D286
4081.Solyc10g078650.1.1	K4D2A7
4081.Solyc10g079840.1.1	K4D2M5
4081.Solyc10g080690.1.1	K4D2V9
4081.Solyc11g044910.1.1	K4D8F6
4081.Solyc11g044960.1.1	K4D8G1
4081.Solyc11g050770.1.1	K4D8P0
4081.Solyc12g055870.1.1	K4DFR8
4081.Solyc12g056250.1.1	K4DFV6
4081.Solyc12g062520.1.1	K4DG78
4081.Solyc00g206460.1.1	K4ARX5
4081.Solyc01g006220.2.1	K4ASI8
4081.Solyc01g006310.2.1	K4ASJ7
4081.Solyc01g091800.2.1	K4AZC0
4081.Solyc01g109320.2.1	K4B3E5
4081.Solyc01g110140.2.1	K4B3M7
4081.Solyc02g080200.2.1	K4B9P1
4081.Solyc03g033600.2.1	K4BFN2
4081.Solyc03g113220.2.1	K4BKH5
4081.Solyc03g119720.2.1	K4BMC1
4081.Solyc03g120710.2.1	K4BMM0
4081.Solyc04g005410.1.1	K4BNE7
4081.Solyc04g048930.1.1	K4BRM1
4081.Solyc04g054870.1.1	K4BSN5
4081.Solyc05g014930.1.1	K4BYL1
4081.Solyc05g015660.1.1	K4BYT2
4081.Solyc06g036550.1.1	K4C521
4081.Solyc06g042960.1.1	K4C550
4081.Solyc06g050660.1.1	K4C5L0
4081.Solyc06g051570.2.1	K4C5U8
4081.Solyc06g052000.1.1	K4C5Y6
4081.Solyc06g053310.2.1	K4C618
4081.Solyc07g009370.1.1	K4CC56
4081.Solyc07g017810.1.1	K4CCJ5
4081.Solyc08g006250.1.1	K4CIB4
4081.Solyc08g015950.1.1	K4CJC3
4081.Solyc09g008020.2.1	K4CQJ1
4081.Solyc09g008640.1.1	K4CQQ0
4081.Solyc09g008960.1.1	K4CQS7
4081.Solyc09g009410.2.1	K4CQX0
4081.Solyc10g081460.1.1	K4D333
4081.Solyc10g081560.1.1	K4D343
4081.Solyc10g083110.1.1	K4D398
4081.Solyc10g084480.1.1	K4D3N4
4081.Solyc10g085170.1.1	K4D3V1
4081.Solyc10g085320.1.1	K4D3W6
4081.Solyc10g085790.1.1	K4D413
4081.Solyc10g086380.1.1	K4D470
4081.Solyc11g071350.1.1	K4DAJ2
4081.Solyc12g070180.1.1	K4DGE1
4081.Solyc12g088560.1.1	K4DGS7
4081.Solyc12g095970.1.1	K4DH70
4081.Solyc01g007560.2.1	K4ASV8
4081.Solyc01g112280.2.1	K4B489
4081.Solyc02g005200.2.1	K4B4C4
4081.Solyc02g014050.1.1	K4B4K5
4081.Solyc02g083670.2.1	K4BAN5
4081.Solyc04g005830.2.1	K4BNI9
4081.Solyc06g059980.2.1	K4C6I2
4081.Solyc07g021540.2.1	K4CD10
4081.Solyc10g007560.1.1	K4CXT5
4081.Solyc11g005600.1.1	K4D4H3
4081.Solyc12g099320.1.1	K4DHV3
4081.Solyc09g065640.2.1	Q1KTG6
4081.Solyc07g062320.1.1	K4CGR5
4081.Solyc07g042550.2.1	O82691
4081.Solyc07g062450.2.1	K4CGS8
4081.Solyc09g072610.2.1	K4CUT7
4081.Solyc10g061950.1.1	K4D1I5
4081.Solyc11g040240.1.1	K4D7Z6
4081.Solyc11g043040.1.1	K4D871
4081.Solyc12g038890.1.1	K4DEN7
4081.Solyc01g006540.2.1	O49880
4081.Solyc12g089090.1.1	A0SIE4
4081.Solyc02g083350.2.1	Q1L5Y6
4081.Solyc08g066070.1.1	Q40156
4081.Solyc06g063170.2.1	G5EKN3
4081.Solyc01g011050.2.1	Q6EEH0
4081.Solyc12g100060.1.1	C4NAK9
4081.Solyc00g013110.1.1	K4AQA1
4081.Solyc00g188850.2.1	K4ARW1
4081.Solyc00g249900.2.1	K4AS09
4081.Solyc01g086950.2.1	K4AY88
4081.Solyc01g087620.2.1	K4AYF2
4081.Solyc01g103100.2.1	K4B1N6
4081.Solyc01g103390.2.1	K4B1R5
4081.Solyc02g067520.2.1	K4B784
4081.Solyc02g071250.2.1	K4B8A1
4081.Solyc02g086440.2.1	K4BBF2
4081.Solyc02g094140.2.1	K4BDK9
4081.Solyc03g112420.1.1	K4BK96
4081.Solyc03g114020.2.1	K4BKQ4
4081.Solyc03g114330.2.1	K4BKT5
4081.Solyc03g115460.1.1	K4BL48
4081.Solyc03g121610.2.1	K4BMW0
4081.Solyc04g047880.1.1	K4BRL5
4081.Solyc04g074210.1.1	K4BTV9
4081.Solyc04g080990.1.1	K4BVH8
4081.Solyc05g012350.2.1	K4BXV8
4081.Solyc05g012940.2.1	K4BY16
4081.Solyc05g014560.2.1	K4BYH5
4081.Solyc05g047540.2.1	K4C0Y8
4081.Solyc05g054670.2.1	K4C2E4
4081.Solyc06g007310.2.1	K4C3B4
4081.Solyc06g050220.2.1	K4C5G7
4081.Solyc06g050820.1.1	K4C5M6
4081.Solyc06g063210.2.1	K4C752
4081.Solyc06g068570.2.1	K4C831
4081.Solyc08g006880.2.1	K4CIH6
4081.Solyc09g014230.1.1	K4CRQ0
4081.Solyc09g018090.1.1	K4CS76
4081.Solyc10g044830.1.1	K4CZK3
4081.Solyc10g045000.1.1	K4CZM0
4081.Solyc10g074880.1.1	K4D1T0
4081.Solyc10g081270.1.1	K4D314
4081.Solyc11g017320.1.1	K4D6N5
4081.Solyc11g018680.1.1	K4D6S2
4081.Solyc11g045650.1.1	K4D8M9
4081.Solyc12g038820.1.1	K4DEN0
4081.Solyc12g040800.1.1	K4DEX4
4081.Solyc12g062810.1.1	K4DGA4
4081.Solyc01g005990.2.1	K4ASG5
4081.Solyc01g006740.2.1	K4ASP0
4081.Solyc06g053330.2.1	K4C620
4081.Solyc09g008510.1.1	K4CQN9
4081.Solyc09g057860.1.1	K4CTH5
4081.Solyc10g007700.2.1	K4CXU9
4081.Solyc10g086610.1.1	K4D492
4081.Solyc12g096370.1.1	K4DHB0
4081.Solyc12g099290.1.1	K4DHV0
4081.Solyc01g009240.2.1	K4ATC0
4081.Solyc01g014780.1.1	K4AUB3
4081.Solyc01g017300.1.1	K4AUR1
4081.Solyc01g057990.1.1	K4AW09
4081.Solyc01g095980.2.1	K4AZY7
4081.Solyc02g030340.1.1	K4B584
4081.Solyc02g032140.1.1	K4B5G0
4081.Solyc02g085770.2.1	K4BB88
4081.Solyc02g089490.2.1	K4BCA0
4081.Solyc03g078280.1.1	K4BHQ7
4081.Solyc03g082840.2.1	K4BI60
4081.Solyc03g095430.1.1	K4BIW7
4081.Solyc04g071530.1.1	K4BTE5
4081.Solyc04g072200.1.1	K4BTK7
4081.Solyc04g077480.2.1	K4BUI5
4081.Solyc04g078450.2.1	K4BUT0
4081.Solyc05g043370.1.1	K4C0L9
4081.Solyc06g065040.2.1	K4C7D3
4081.Solyc06g065500.2.1	K4C7H9
4081.Solyc07g025090.1.1	K4CD60
4081.Solyc07g032400.1.1	K4CDI1
4081.Solyc07g039290.1.1	K4CDQ5
4081.Solyc07g042670.1.1	K4CEC7
4081.Solyc08g045760.1.1	K4CKD1
4081.Solyc08g048140.1.1	K4CKG7
4081.Solyc08g065570.1.1	K4CLD7
4081.Solyc09g014330.1.1	K4CRR0
4081.Solyc09g018560.1.1	K4CSB9
4081.Solyc09g020120.1.1	K4CSH3
4081.Solyc09g025230.2.1	K4CSI4
4081.Solyc09g042610.1.1	K4CSW5
4081.Solyc09g047920.1.1	K4CSZ1
4081.Solyc09g082590.2.1	K4CVN6
4081.Solyc10g017480.1.1	K4CYM6
4081.Solyc10g017570.2.1	K4CYN5
4081.Solyc10g019250.1.1	K4CZ43
4081.Solyc11g011580.1.1	K4D5W3
4081.Solyc11g012640.1.1	K4D668
4081.Solyc11g012850.1.1	K4D689
4081.Solyc12g009070.1.1	K4DBZ5
4081.Solyc12g009650.1.1	K4DC53
4081.Solyc12g011390.1.1	K4DCM4
4081.Solyc12g099850.1.1	K4DI06
4081.Solyc00g005100.1.1	K4APP0
4081.Solyc00g006590.1.1	K4APT3
4081.Solyc01g044320.1.1	K4AVB3
4081.Solyc01g057250.1.1	K4AVT7
4081.Solyc02g063300.2.1	K4B6L5
4081.Solyc02g064570.1.1	K4B6P3
4081.Solyc02g065280.2.1	K4B6W2
4081.Solyc02g091920.2.1	K4BCZ0
4081.Solyc02g093770.2.1	K4BDH3
4081.Solyc03g034280.2.1	K4BFU9
4081.Solyc03g044000.1.1	K4BG20
4081.Solyc04g080880.2.1	K4BVG7
4081.Solyc04g082460.2.1	K4BVX3
4081.Solyc05g052080.1.1	K4C1N9
4081.Solyc05g055680.2.1	K4C2P3
4081.Solyc06g071110.2.1	K4C8I4
4081.Solyc07g045460.2.1	K4CEV2
4081.Solyc07g055880.1.1	K4CGC1
4081.Solyc08g068740.1.1	K4CM96
4081.Solyc09g061580.1.1	K4CTZ1
4081.Solyc09g061710.2.1	K4CU04
4081.Solyc10g047420.1.1	K4D004
4081.Solyc10g049490.1.1	K4D0A6
4081.Solyc11g013390.1.1	K4D6E3
4081.Solyc11g013870.1.1	K4D6J1
4081.Solyc11g020180.1.1	K4D6X0
4081.Solyc11g020610.1.1	K4D713
4081.Solyc11g020950.1.1	K4D746
4081.Solyc11g022560.1.1	K4D7A3
4081.Solyc11g027880.1.1	K4D7D1
4081.Solyc11g028010.1.1	K4D7E4
4081.Solyc12g014600.1.1	K4DCZ5
4081.Solyc12g017900.1.1	K4DDB8
4081.Solyc12g032940.1.1	K4DDW2
4081.Solyc00g006820.2.1	K4APU4
4081.Solyc00g010760.1.1	K4AQ65
4081.Solyc00g014820.2.1	K4AQC1
4081.Solyc01g067550.2.1	K4AX03
4081.Solyc01g068540.2.1	K4AXA0
4081.Solyc02g068600.2.1	K4B7J2
4081.Solyc02g069140.1.1	K4B7P6
4081.Solyc03g007470.2.1	K4BEH0
4081.Solyc03g020000.2.1	K4BEX2
4081.Solyc03g113830.1.1	K4BKN5
4081.Solyc03g114320.2.1	K4BKT4
4081.Solyc03g115850.2.1	K4BL87
4081.Solyc03g116780.2.1	K4BLI0
4081.Solyc03g116980.1.1	K4BLK0
4081.Solyc05g006840.1.1	K4BWL0
4081.Solyc05g009620.2.1	K4BXD6
4081.Solyc05g010030.2.1	K4BXH7
4081.Solyc05g010310.2.1	K4BXK4
4081.Solyc05g010710.1.1	K4BXP3
4081.Solyc06g009100.1.1	K4C3U0
4081.Solyc06g011340.1.1	K4C461
4081.Solyc06g076590.2.1	K4CA19
4081.Solyc06g083080.2.1	K4CAG3
4081.Solyc06g084770.1.1	K4CAX0
4081.Solyc07g056230.2.1	K4CGF6
4081.Solyc07g064790.2.1	K4CHF8
4081.Solyc07g065620.2.1	K4CHP0
4081.Solyc08g075660.1.1	K4CMT3
4081.Solyc08g078490.2.1	K4CNK8
4081.Solyc08g081220.1.1	K4CPB9
4081.Solyc09g075490.2.1	K4CVC6
4081.Solyc09g089520.2.1	K4CVX9
4081.Solyc10g076380.1.1	K4D1Y0
4081.Solyc11g030650.1.1	K4D7K0
4081.Solyc11g043080.1.1	K4D875
4081.Solyc11g044370.1.1	K4D8A5
4081.Solyc11g044920.1.1	K4D8F7
4081.Solyc12g036200.1.1	K4DE77
4081.Solyc12g036440.1.1	K4DEA1
4081.Solyc12g042100.1.1	K4DF04
4081.Solyc12g044420.1.1	K4DFD0
4081.Solyc12g056150.1.1	K4DFU6
4081.Solyc00g185750.1.1	K4ARV5
4081.Solyc01g080180.2.1	K4AXR2
4081.Solyc01g080940.2.1	K4AXY6
4081.Solyc01g086930.2.1	K4AY86
4081.Solyc01g107000.1.1	K4B2R7
4081.Solyc01g111950.2.1	K4B457
4081.Solyc02g076630.1.1	K4B8P0
4081.Solyc02g078360.2.1	K4B960
4081.Solyc02g081930.2.1	K4BA63
4081.Solyc03g031880.2.1	K4BFF9
4081.Solyc03g034170.2.1	K4BFT9
4081.Solyc03g043790.1.1	K4BG00
4081.Solyc03g058380.2.1	K4BGP0
4081.Solyc03g058880.2.1	K4BGT6
4081.Solyc03g059090.1.1	K4BGV6
4081.Solyc03g119780.2.1	K4BMC7
4081.Solyc03g119840.2.1	K4BMD3
4081.Solyc03g120910.2.1	K4BMP0
4081.Solyc03g123900.2.1	K4BN88
4081.Solyc04g005070.2.1	K4BNB3
4081.Solyc04g039780.1.1	K4BRB6
4081.Solyc04g050230.1.1	K4BRZ5
4081.Solyc04g054780.2.1	K4BSM6
4081.Solyc04g056260.1.1	K4BSS4
4081.Solyc05g012580.1.1	K4BXY0
4081.Solyc05g017810.1.1	K4BZ40
4081.Solyc07g005700.2.1	K4CB41
4081.Solyc07g007610.2.1	K4CBN1
4081.Solyc07g008060.1.1	K4CBS5
4081.Solyc07g066140.1.1	K4CHU0
4081.Solyc08g005800.2.1	K4CI69
4081.Solyc08g006910.2.1	K4CIH9
4081.Solyc08g015710.1.1	K4CJA1
4081.Solyc08g015890.1.1	K4CJB7
4081.Solyc09g005310.2.1	K4CQ21
4081.Solyc09g089850.2.1	K4CW11
4081.Solyc09g090710.2.1	K4CW97
4081.Solyc09g090860.2.1	K4CWB2
4081.Solyc10g006870.1.1	K4CXL8
4081.Solyc10g006900.2.1	K4CXM0
4081.Solyc10g081150.1.1	K4D302
4081.Solyc10g081430.1.1	K4D330
4081.Solyc10g081850.1.1	K4D371
4081.Solyc10g083260.1.1	K4D3B3
4081.Solyc10g083580.1.1	K4D3E5
4081.Solyc12g056450.1.1	K4DFX6
4081.Solyc12g056780.1.1	K4DG09
4081.Solyc12g062550.1.1	K4DG81
4081.Solyc01g094610.2.1	K4AZK2
4081.Solyc01g112300.2.1	K4B491
4081.Solyc02g037500.1.1	K4B5U4
4081.Solyc02g083150.2.1	K4BAI3
4081.Solyc03g059420.2.1	K4BGY9
4081.Solyc03g062950.1.1	K4BH44
4081.Solyc03g063410.1.1	K4BH87
4081.Solyc03g063630.2.1	K4BHA5
4081.Solyc04g007600.2.1	K4BNR7
4081.Solyc04g056570.2.1	K4BSV5
4081.Solyc04g063400.1.1	K4BT30
4081.Solyc05g024400.1.1	K4BZS7
4081.Solyc05g025690.1.1	K4BZV7
4081.Solyc06g053760.2.1	K4C663
4081.Solyc07g022770.1.1	K4CD34
4081.Solyc11g005900.1.1	K4D4K3
4081.Solyc11g073090.1.1	K4DB15
4081.Solyc12g099130.1.1	K4DHT4
4081.Solyc09g009260.2.1	Q94FU4
4081.Solyc03g110880.2.1	Q1L6V6
4081.Solyc05g052600.2.1	C0KFP2
4081.Solyc00g201460.1.1	K4ARX1
4081.Solyc01g088750.2.1	K4AYR5
4081.Solyc01g110530.2.1	K4B3R6
4081.Solyc03g044160.1.1	K4BG35
4081.Solyc03g122260.2.1	K4BN24
4081.Solyc04g051840.1.1	K4BSE1
4081.Solyc06g050470.1.1	K4C5J1
4081.Solyc06g050900.2.1	K4C5N4
4081.Solyc07g008560.2.1	K4CBX5
4081.Solyc07g009210.1.1	K4CC40
4081.Solyc08g007680.1.1	K4CIQ5
4081.Solyc08g007820.1.1	K4CIR9
4081.Solyc09g007610.1.1	K4CQF0
4081.Solyc10g005320.2.1	K4CX65
4081.Solyc10g084470.1.1	K4D3N3
4081.Solyc06g051540.2.1	Q5GA68
4081.Solyc03g119040.2.1	Q9SXS0
4081.Solyc07g005710.2.1	K4CB42
4081.Solyc08g081630.1.1	K4CPF9
4081.Solyc09g089980.1.1	K4CW24
4081.Solyc09g090190.2.1	K4CW45
4081.Solyc10g080430.1.1	K4D2T3
4081.Solyc10g080490.1.1	K4D2T9
4081.Solyc10g080890.1.1	K4D2X6
4081.Solyc01g005750.1.1	K4ASE1
4081.Solyc01g087180.2.1	K4AYA9
4081.Solyc01g090070.1.1	K4AYU8
4081.Solyc01g090360.2.1	K4AYX7
4081.Solyc01g090730.2.1	K4AZ14
4081.Solyc01g108970.2.1	K4B3B1
4081.Solyc01g110130.2.1	K4B3M6
4081.Solyc01g111020.2.1	K4B3W5
4081.Solyc01g111740.2.1	K4B436
4081.Solyc01g112150.2.1	K4B476
4081.Solyc02g081300.2.1	K4BA00
4081.Solyc02g081430.2.1	K4BA13
4081.Solyc02g081450.2.1	K4BA15
4081.Solyc03g046190.1.1	K4BGD0
4081.Solyc03g058210.1.1	K4BGM4
4081.Solyc03g119650.2.1	K4BMB4
4081.Solyc03g120330.1.1	K4BMI2
4081.Solyc03g121400.1.1	K4BMT9
4081.Solyc03g122310.2.1	K4BN29
4081.Solyc04g056400.2.1	K4BST8
4081.Solyc05g018920.1.1	K4BZE6
4081.Solyc06g042940.1.1	K4C548
4081.Solyc06g053490.2.1	K4C636
4081.Solyc06g053530.2.1	K4C640
4081.Solyc07g007990.2.1	K4CBR8
4081.Solyc07g018120.1.1	K4CCM5
4081.Solyc08g007980.2.1	K4CIT3
4081.Solyc08g015730.1.1	K4CJA3
4081.Solyc09g007690.1.1	K4CQF8
4081.Solyc09g008090.2.1	K4CQJ8
4081.Solyc09g008750.1.1	K4CQR0
4081.Solyc10g005360.2.1	K4CX69
4081.Solyc10g081010.1.1	K4D2Y8
4081.Solyc10g081030.1.1	K4D2Z0
4081.Solyc10g081210.1.1	K4D308
4081.Solyc10g083150.1.1	K4D3A2
4081.Solyc10g084560.1.1	K4D3P2
4081.Solyc11g066110.1.1	K4D9M0
4081.Solyc11g068770.1.1	K4DA34
4081.Solyc11g069020.1.1	K4DA59
4081.Solyc11g069610.1.1	K4DAB7
4081.Solyc11g070080.1.1	K4DAG4
4081.Solyc11g071510.1.1	K4DAK8
4081.Solyc12g056620.1.1	K4DFZ3
4081.Solyc12g077420.1.1	K4DGG4
4081.Solyc12g094670.1.1	K4DH39
4081.Solyc12g096230.1.1	K4DH96
4081.Solyc01g094040.2.1	K4AZE5
4081.Solyc01g094620.2.1	K4AZK3
4081.Solyc02g030630.1.1	K4B5B1
4081.Solyc02g083200.2.1	K4BAI8
4081.Solyc02g083240.2.1	K4BAJ2
4081.Solyc02g083300.1.1	K4BAJ8
4081.Solyc03g063290.2.1	K4BH76
4081.Solyc04g064540.2.1	K4BT45
4081.Solyc04g064570.2.1	K4BT48
4081.Solyc06g054040.1.1	K4C691
4081.Solyc07g021300.1.1	K4CCY8
4081.Solyc09g010340.1.1	K4CR61
4081.Solyc09g011190.1.1	K4CRE5
4081.Solyc11g005870.1.1	K4D4K0
4081.Solyc11g006210.1.1	K4D4N4
4081.Solyc12g005480.1.1	K4DB86
4081.Solyc12g098860.1.1	K4DHQ9
4081.Solyc01g086970.2.1	C4NAK3
4081.Solyc01g010450.1.1	K4ATP0
4081.Solyc01g044410.1.1	K4AVC2
4081.Solyc02g083740.1.1	K4BAP2
4081.Solyc03g070420.1.1	K4BHH1
4081.Solyc03g071760.1.1	K4BHK5
4081.Solyc03g093850.1.1	K4BIR1
4081.Solyc03g096110.1.1	K4BJ33
4081.Solyc03g098420.2.1	K4BJQ7
4081.Solyc06g060170.2.1	K4C6J8
4081.Solyc06g068750.2.1	K4C849
4081.Solyc06g069850.2.1	K4C8F7
4081.Solyc07g049610.1.1	K4CF62
4081.Solyc08g066200.2.1	K4CLJ7
4081.Solyc08g067350.1.1	K4CLW1
4081.Solyc09g060010.1.1	K4CTT4
4081.Solyc10g008780.1.1	K4CY55
4081.Solyc10g018100.1.1	K4CYT4
4081.Solyc10g047900.1.1	K4D050
4081.Solyc11g007240.1.1	K4D4Y5
4081.Solyc12g006690.1.1	K4DBK6
4081.Solyc12g007180.1.1	K4DBQ5
4081.Solyc00g157180.2.1	K4ARS0
4081.Solyc01g006260.2.1	K4ASJ2
4081.Solyc01g098320.2.1	K4B0L9
4081.Solyc01g102330.2.1	K4B1G1
4081.Solyc01g102430.2.1	K4B1H1
4081.Solyc01g104920.2.1	K4B264
4081.Solyc01g106550.1.1	K4B2M2
4081.Solyc01g111540.2.1	K4B416
4081.Solyc02g071750.2.1	K4B8F0
4081.Solyc02g071950.1.1	K4B8H0
4081.Solyc02g077960.1.1	K4B921
4081.Solyc02g081400.2.1	K4BA10
4081.Solyc02g082910.2.1	K4BAG1
4081.Solyc02g083110.1.1	K4BAH9
4081.Solyc03g032070.2.1	K4BFH8
4081.Solyc03g033790.2.1	K4BFQ1
4081.Solyc03g115660.2.1	K4BL68
4081.Solyc03g119110.2.1	K4BM60
4081.Solyc04g015140.1.1	K4BQ17
4081.Solyc04g049860.1.1	K4BRW0
4081.Solyc04g049900.1.1	K4BRW3
4081.Solyc05g008300.1.1	K4BX04
4081.Solyc05g008420.2.1	K4BX16
4081.Solyc06g036040.1.1	K4C4X3
4081.Solyc06g059940.1.1	K4C6H9
4081.Solyc06g082130.2.1	K4CA72
4081.Solyc06g083620.2.1	K4CAL7
4081.Solyc07g015770.1.1	K4CC97
4081.Solyc07g015940.2.1	K4CCB1
4081.Solyc07g018090.2.1	K4CCM2
4081.Solyc07g054790.1.1	K4CG21
4081.Solyc07g054920.1.1	K4CG32
4081.Solyc07g063340.2.1	K4CH17
4081.Solyc07g064410.1.1	K4CHC2
4081.Solyc08g076480.2.1	K4CN10
4081.Solyc09g065010.2.1	K4CUC8
4081.Solyc09g091050.2.1	K4CWD1
4081.Solyc09g091530.1.1	K4CWH9
4081.Solyc10g080270.1.1	K4D2R7
4081.Solyc10g085670.1.1	K4D401
4081.Solyc11g051030.1.1	K4D8R5
4081.Solyc11g066600.1.1	K4D9R7
4081.Solyc11g068500.1.1	K4DA08
4081.Solyc12g035390.1.1	K4DE00
4081.Solyc12g049520.1.1	K4DFN2
4081.Solyc12g088350.1.1	K4DGQ6
4081.Solyc06g071240.1.1	Q0KIH7
