9031.ENSGALP00000006578	Q5ZLQ6
9031.ENSGALP00000020570	F1NYH1
9031.ENSGALP00000032354	Q6XBN6
9031.ENSGALP00000000146	A5HUK4
9031.ENSGALP00000026194	Q5ZM06
9031.ENSGALP00000031562	Q5EES3
9031.ENSGALP00000003259	Q90WV5
9031.ENSGALP00000011948	D2XQ47
9031.ENSGALP00000001286	A0FJX3
9031.ENSGALP00000012772	E0AFT5
9031.ENSGALP00000010921	Q5W4T3
9031.ENSGALP00000015825	Q9YGR2
9031.ENSGALP00000037066	R9PXN6
9031.ENSGALP00000009637	Q5ZKS9
9031.ENSGALP00000013179	Q4FZ82
9031.ENSGALP00000015989	Q66WK8
9031.ENSGALP00000036371	Q7LZ65
9031.ENSGALP00000026164	Q4F8N2
9031.ENSGALP00000036834	M9QWS9
9031.ENSGALP00000025952	B2X020
9031.ENSGALP00000025952	B2X025
9031.ENSGALP00000010537	O57349
9031.ENSGALP00000025217	Q5F3A8
9031.ENSGALP00000025161	Q5F3M6
9031.ENSGALP00000026298	Q5ZMW2
9031.ENSGALP00000037830	B2Z9X8
9031.ENSGALP00000018757	F1NZ22
9031.ENSGALP00000018503	F1P4W5
9031.ENSGALP00000025672	F1P520
9031.ENSGALP00000023099	Q5F441
9031.ENSGALP00000018510	Q5ZHT3
9031.ENSGALP00000033575	Q9DE64
9031.ENSGALP00000027793	F1NXZ5
9031.ENSGALP00000013904	F1NYZ4
9031.ENSGALP00000008547	F1NZX7
9031.ENSGALP00000002215	Q9W6C4
9031.ENSGALP00000003592	F1P394
9031.ENSGALP00000028616	Q90650
9031.ENSGALP00000021914	C4PCB3
9031.ENSGALP00000010375	Q9YHY7
9031.ENSGALP00000032851	F1P4D1
9031.ENSGALP00000015476	F1P5C5
9031.ENSGALP00000011071	Q5F3C0
9031.ENSGALP00000006708	Q5F3F7
9031.ENSGALP00000024552	O42399
9031.ENSGALP00000008103	F1NZC8
9031.ENSGALP00000008558	F1NZW7
9031.ENSGALP00000015685	F1P0I0
9031.ENSGALP00000035772	F1P2T0
9031.ENSGALP00000022296	F1P3H8
9031.ENSGALP00000011319	C4PCF2
9031.ENSGALP00000022341	F1P1D3
9031.ENSGALP00000018337	F1P341
9031.ENSGALP00000008334	F1P4J0
9031.ENSGALP00000015148	Q5F3M1
9031.ENSGALP00000003788	F1NYQ3
9031.ENSGALP00000039047	F1P4Q6
9031.ENSGALP00000027032	F1P4V5
9031.ENSGALP00000025247	Q5ZLU1
9031.ENSGALP00000003376	Q5ZM10
9031.ENSGALP00000027733	F1NYQ0
9031.ENSGALP00000018364	F1P138
9031.ENSGALP00000027276	F1NZG9
9031.ENSGALP00000022871	Q5F3V1
9031.ENSGALP00000013968	F1NYA9
9031.ENSGALP00000020631	F1P362
9031.ENSGALP00000010292	F1P3J4
9031.ENSGALP00000033992	Q5ZK52
9031.ENSGALP00000012209	Q9DDN0
9031.ENSGALP00000015672	F1P0J0
9031.ENSGALP00000010379	F1P1C5
9031.ENSGALP00000015926	F1P557
9031.ENSGALP00000000138	A0A089FH01
9031.ENSGALP00000034956	Q6EE61
9031.ENSGALP00000034307	Q5ZID8
9031.ENSGALP00000025721	D0VX30
9031.ENSGALP00000000233	A0A089FJ48
9031.ENSGALP00000028262	H9L0S7
9031.ENSGALP00000016384	G0ZS65
9031.ENSGALP00000015765	Q5UMH8
9031.ENSGALP00000039369	Q6XLQ0
9031.ENSGALP00000021163	E1BQT4
9031.ENSGALP00000014653	E1BTX2
9031.ENSGALP00000010257	E1BUG8
9031.ENSGALP00000015054	E1BVN3
9031.ENSGALP00000034416	E1BYQ5
9031.ENSGALP00000025936	E1BZG5
9031.ENSGALP00000025115	E1BZR3
9031.ENSGALP00000004651	E1BZS8
9031.ENSGALP00000023785	E1BZY8
9031.ENSGALP00000005068	E1C115
9031.ENSGALP00000023225	E1C199
9031.ENSGALP00000024915	E1C3M0
9031.ENSGALP00000033886	E1BSC3
9031.ENSGALP00000026501	H6SV45
9031.ENSGALP00000014141	E1BWL8
9031.ENSGALP00000000416	E1C5R4
9031.ENSGALP00000020403	E1C6Q3
9031.ENSGALP00000026119	Q6XCE1
9031.ENSGALP00000001353	Q1PS52
9031.ENSGALP00000006190	E1C650
9031.ENSGALP00000020417	E1C6P4
9031.ENSGALP00000018340	E1BRH4
9031.ENSGALP00000014278	E1BTJ1
9031.ENSGALP00000013410	E1C2V9
9031.ENSGALP00000034590	A0A088DBQ4
9031.ENSGALP00000037704	E1BUR1
9031.ENSGALP00000007850	E1BVF7
9031.ENSGALP00000031997	E1C6Q6
9031.ENSGALP00000026501	E1BWY2
9031.ENSGALP00000013640	E1BXS2
9031.ENSGALP00000020423	E1C271
9031.ENSGALP00000000002	E1C5A8
9031.ENSGALP00000006890	E1BY42
9031.ENSGALP00000038435	E1BY44
9031.ENSGALP00000025012	E1C2A7
9031.ENSGALP00000027222	E1BR01
9031.ENSGALP00000017721	E1C4W9
9031.ENSGALP00000005708	E1C5E7
9031.ENSGALP00000027310	E1BXY1
9031.ENSGALP00000036400	E1C0T2
9031.ENSGALP00000015873	E1C722
9031.ENSGALP00000014145	E1BWL6
9031.ENSGALP00000005028	E1C132
9031.ENSGALP00000001096	E1C291
9031.ENSGALP00000000322	E1C813
9031.ENSGALP00000006890	Q5ZHN2
9031.ENSGALP00000025711	C5J076
9031.ENSGALP00000019803	E1BVH4
9031.ENSGALP00000009314	E1C3D2
9031.ENSGALP00000037202	E1C7B1
9031.ENSGALP00000009074	E1C9E8
9031.ENSGALP00000011069	E1BVK1
9031.ENSGALP00000016312	E1C6G2
9031.ENSGALP00000018038	E1C8H0
9031.ENSGALP00000010625	E1BUD4
9031.ENSGALP00000024051	E1C430
9031.ENSGALP00000014251	E1BU15
9031.ENSGALP00000007416	E1BVQ3
9031.ENSGALP00000032704	E1BYZ5
9031.ENSGALP00000024172	E1C1L7
9031.ENSGALP00000019359	E1BXI4
9031.ENSGALP00000001464	E1C268
9031.ENSGALP00000008191	E1BYN1
9031.ENSGALP00000018435	E1BYY6
9031.ENSGALP00000011656	E1C3A7
9031.ENSGALP00000038620	F1NKP2
9031.ENSGALP00000009796	F1NAU2
9031.ENSGALP00000006201	F1NIV1
9031.ENSGALP00000039976	F1NMV6
9031.ENSGALP00000021481	F1NPI8
9031.ENSGALP00000012212	F1NS73
9031.ENSGALP00000007113	F1NQ94
9031.ENSGALP00000019068	F1NC62
9031.ENSGALP00000014797	F1NGD5
9031.ENSGALP00000002021	F1NLW8
9031.ENSGALP00000012445	F1NU73
9031.ENSGALP00000013470	F1P1R3
9031.ENSGALP00000008451	F1P1Y0
9031.ENSGALP00000019412	F1NFU6
9031.ENSGALP00000019567	F1NH22
9031.ENSGALP00000000368	F1NKP9
9031.ENSGALP00000036688	F1NMP5
9031.ENSGALP00000016711	F1NAQ8
9031.ENSGALP00000004707	F1NAV2
9031.ENSGALP00000014986	F1NEU9
9031.ENSGALP00000002800	F1NFT3
9031.ENSGALP00000026753	F1NGF1
9031.ENSGALP00000021851	F1NHA5
9031.ENSGALP00000013637	F1NX14
9031.ENSGALP00000027336	I6NC70
9031.ENSGALP00000023990	F1N8T3
9031.ENSGALP00000009374	F1N9H2
9031.ENSGALP00000009992	F1NEC2
9031.ENSGALP00000021811	F1NHD9
9031.ENSGALP00000016038	F1NHX2
9031.ENSGALP00000007355	F1NJL0
9031.ENSGALP00000000792	F1NKM5
9031.ENSGALP00000011336	F1NNR7
9031.ENSGALP00000017899	F1NP03
9031.ENSGALP00000021494	F1NPI2
9031.ENSGALP00000012895	F1NTY3
9031.ENSGALP00000037337	F1NU61
9031.ENSGALP00000024461	F1NTI5
9031.ENSGALP00000018946	F1NVE6
9031.ENSGALP00000018680	F1P1H2
9031.ENSGALP00000003205	Q5ZJ33
9031.ENSGALP00000005380	Q5ZI59
9031.ENSGALP00000035494	Q5ZJ68
9031.ENSGALP00000014316	Q5ZJE5
9031.ENSGALP00000005534	Q5ZK12
9031.ENSGALP00000036834	A8DC32
9031.ENSGALP00000018575	Q5ZK60
9031.ENSGALP00000007531	Q5ZHY4
9031.ENSGALP00000027339	Q5ZMG4
9031.ENSGALP00000005857	R4GL60
9031.ENSGALP00000025502	Q5ZLX6
9031.ENSGALP00000025940	Q6XQM9
9031.ENSGALP00000015286	K7S5D8
9031.ENSGALP00000018629	Q800D9
9031.ENSGALP00000034614	A0A088RGT9
9031.ENSGALP00000020249	G0W2S9
9031.ENSGALP00000040161	Q2HPN7
9031.ENSGALP00000029990	Q788R3
9031.ENSGALP00000039547	Q789F1
9031.ENSGALP00000005548	Q9I8C8
9031.ENSGALP00000005655	Q9PWN6
9031.ENSGALP00000023116	Q5ZHU2
9031.ENSGALP00000034836	A0A0A0MQ54
9031.ENSGALP00000020504	A0A0A0MQ50
9031.ENSGALP00000027332	F1NXI0
9031.ENSGALP00000017951	Q5ZI94
9031.ENSGALP00000034941	A0A0C4WTK8
9031.ENSGALP00000006037	Q8UUX3
9031.ENSGALP00000026522	A0A0A0MQ57
9031.ENSGALP00000005517	O13155
9031.ENSGALP00000032884	Q9W645
9031.ENSGALP00000040497	Q6R0H8
9031.ENSGALP00000036092	Q90724
9031.ENSGALP00000036909	Q90656
9031.ENSGALP00000013738	Q5ZMT1
9031.ENSGALP00000001118	F1ND28
9031.ENSGALP00000007339	F1NK54
9031.ENSGALP00000017976	F1NMH2
9031.ENSGALP00000038831	F1NFI7
9031.ENSGALP00000026694	F1NHN3
9031.ENSGALP00000024630	F1NNG4
9031.ENSGALP00000024504	F1NRY4
9031.ENSGALP00000030901	F6U0Q8
9031.ENSGALP00000039783	Q5ZJX8
9031.ENSGALP00000021058	Q5ZIV3
9031.ENSGALP00000018144	Q5ZL28
9031.ENSGALP00000039050	Q5ZLU4
9031.ENSGALP00000015438	Q5ZIX7
9031.ENSGALP00000023201	R4GF91
9031.ENSGALP00000023978	R4GK80
9031.ENSGALP00000027817	R4GLM3
9031.ENSGALP00000005523	R4GIW1
9031.ENSGALP00000017812	Q5ZJE0
9031.ENSGALP00000029321	Q9PTY8
9031.ENSGALP00000016534	F1NC27
9031.ENSGALP00000016978	F1N9J7
9031.ENSGALP00000016730	F1NAP3
9031.ENSGALP00000007867	F1NEN7
9031.ENSGALP00000016015	F1NHZ7
9031.ENSGALP00000026355	F1NN54
9031.ENSGALP00000004740	Q7T3Y2
9031.ENSGALP00000009166	F1N879
9031.ENSGALP00000036251	F1N9P3
9031.ENSGALP00000004601	F1N9V4
9031.ENSGALP00000024929	F1NRT3
9031.ENSGALP00000005668	O12945
9031.ENSGALP00000023201	Q5F3Q6
9031.ENSGALP00000020729	F6S2M1
9031.ENSGALP00000011790	Q5ZLX7
9031.ENSGALP00000020402	R4GGX1
9031.ENSGALP00000021244	Q5ZJV8
9031.ENSGALP00000000555	Q5ZL52
9031.ENSGALP00000025287	Q5ZLP9
9031.ENSGALP00000005375	Q5ZM43
9031.ENSGALP00000039169	Q4PLA4
9031.ENSGALP00000010199	Q5ZHX3
9031.ENSGALP00000025443	Q5ZMC8
9031.ENSGALP00000005238	R4GJL0
9031.ENSGALP00000011290	R4GLG2
9031.ENSGALP00000015949	R4GLS6
9031.ENSGALP00000008511	A9Y0G9
9031.ENSGALP00000009272	F1N8K3
9031.ENSGALP00000012350	F1NKN5
9031.ENSGALP00000003859	F1NWH5
9031.ENSGALP00000006868	F1NWT2
9031.ENSGALP00000011390	F1NG96
9031.ENSGALP00000026448	F1NKW3
9031.ENSGALP00000017050	F1NNL5
9031.ENSGALP00000026331	F1NNT0
9031.ENSGALP00000013176	O42415
9031.ENSGALP00000024747	Q5ZLF3
9031.ENSGALP00000033636	Q90WK2
9031.ENSGALP00000013273	Q5ZHQ7
9031.ENSGALP00000007518	Q5ZIY0
9031.ENSGALP00000005857	Q5ZM53
9031.ENSGALP00000014316	R4GHF3
9031.ENSGALP00000023711	R4GHM9
9031.ENSGALP00000029875	R4GIP2
9031.ENSGALP00000026540	Q2VB18
9031.ENSGALP00000004178	Q6EI13
9031.ENSGALP00000011141	Q9PTH2
9031.ENSGALP00000004529	F1N8U9
9031.ENSGALP00000019761	F1NF76
9031.ENSGALP00000021140	F1NN93
9031.ENSGALP00000012233	F1NS59
9031.ENSGALP00000006169	F1NCA5
9031.ENSGALP00000014966	F1NEX9
9031.ENSGALP00000005720	F1NTA9
9031.ENSGALP00000018816	F1NWV7
9031.ENSGALP00000038769	Q5ZIZ7
9031.ENSGALP00000021854	Q1T768
9031.ENSGALP00000014599	Q5ZM28
9031.ENSGALP00000034621	E5DEJ0
9031.ENSGALP00000016345	R4GK85
9031.ENSGALP00000015284	Q789F0
9031.ENSGALP00000011015	Q6YDP0
9031.ENSGALP00000037008	F1N8X5
9031.ENSGALP00000009792	F1NAU4
9031.ENSGALP00000017072	F1NNK1
9031.ENSGALP00000020074	F1NBL3
9031.ENSGALP00000025177	F1NCF1
9031.ENSGALP00000019099	F1NEC3
9031.ENSGALP00000002907	F1NF56
9031.ENSGALP00000034566	F1NVC7
9031.ENSGALP00000001243	F1NDA9
9031.ENSGALP00000001166	F1NDR0
9031.ENSGALP00000026273	F1NQZ7
9031.ENSGALP00000000960	F1NRW2
9031.ENSGALP00000026195	A8VIF4
9031.ENSGALP00000011319	I3QHS5
9031.ENSGALP00000018537	Q5ZIL5
9031.ENSGALP00000027186	Q4AEJ2
9031.ENSGALP00000007068	Q9PU44
9031.ENSGALP00000026401	R4GL10
9031.ENSGALP00000011742	R4GLE8
9031.ENSGALP00000020892	R4GLI9
9031.ENSGALP00000007755	R4GLL1
9031.ENSGALP00000033675	Q8AYC6
9031.ENSGALP00000003200	R4GHQ7
9031.ENSGALP00000028035	R4GI10
9031.ENSGALP00000020361	R4GI31
9031.ENSGALP00000004029	Q90601
9031.ENSGALP00000011836	Q9DEC7
9031.ENSGALP00000038399	F6R228
9031.ENSGALP00000011319	I3QHT0
9031.ENSGALP00000022985	R4GGB9
9031.ENSGALP00000033224	R4GJU8
9031.ENSGALP00000024367	Q65YQ3
9031.ENSGALP00000039454	Q6L756
9031.ENSGALP00000040404	Q5ZHQ9
9031.ENSGALP00000015871	Q71H64
9031.ENSGALP00000002457	Q5F3F8
9031.ENSGALP00000037166	Q5ZIQ7
9031.ENSGALP00000021914	C4PCD8
9031.ENSGALP00000014651	Q5F451
9031.ENSGALP00000012506	F1NS04
9031.ENSGALP00000027300	F1NY53
9031.ENSGALP00000001856	F1P0U3
9031.ENSGALP00000016404	F1P300
9031.ENSGALP00000015060	F1P4V2
9031.ENSGALP00000001765	F1P3P1
9031.ENSGALP00000013740	F1P5B0
9031.ENSGALP00000015027	Q5ZJ14
9031.ENSGALP00000037949	Q5F427
9031.ENSGALP00000006760	F1NZ33
9031.ENSGALP00000007755	Q90582
9031.ENSGALP00000021914	C4PCE1
9031.ENSGALP00000011319	C4PCJ0
9031.ENSGALP00000013565	Q90778
9031.ENSGALP00000007239	E1BQN8
9031.ENSGALP00000011884	F1NBN7
9031.ENSGALP00000034525	F1NVZ0
9031.ENSGALP00000032573	F6R1X6
9031.ENSGALP00000017413	Q5ZHL3
9031.ENSGALP00000013276	Q5ZIE7
9031.ENSGALP00000015926	Q5ZM21
9031.ENSGALP00000038587	Q5ZMV5
9031.ENSGALP00000040387	Q8AYP9
9031.ENSGALP00000029990	R4GJN7
9031.ENSGALP00000021073	R4GLZ9
9031.ENSGALP00000022341	Q8AWW2
9031.ENSGALP00000019200	Q6T683
9031.ENSGALP00000033049	Q5K6J8
9031.ENSGALP00000005449	O93600
9031.ENSGALP00000020307	Q6PN72
9031.ENSGALP00000025952	B2X030
9031.ENSGALP00000025954	F1NY89
9031.ENSGALP00000015724	F1NZ66
9031.ENSGALP00000022291	F1P3I0
9031.ENSGALP00000025709	F1P3P6
9031.ENSGALP00000000233	A0A089FKW9
9031.ENSGALP00000013260	G1EL48
9031.ENSGALP00000017521	E1BZP2
9031.ENSGALP00000012547	E1C3S1
9031.ENSGALP00000020966	E1BTF5
9031.ENSGALP00000009566	E1C8K0
9031.ENSGALP00000023149	F1NIK6
9031.ENSGALP00000003631	F1NKC9
9031.ENSGALP00000029853	F1NP15
9031.ENSGALP00000019112	F1NQ78
9031.ENSGALP00000020536	F1P2E4
9031.ENSGALP00000026910	Q8UVG3
9031.ENSGALP00000028134	Q5F490
9031.ENSGALP00000027360	R4GFC6
9031.ENSGALP00000020788	R4GKW5
9031.ENSGALP00000012246	Q71SF9
9031.ENSGALP00000039624	Q9DEQ6
9031.ENSGALP00000000138	A0A089FKC1
9031.ENSGALP00000025952	B2X047
9031.ENSGALP00000015087	F1P4S3
9031.ENSGALP00000021914	C4PCB5
9031.ENSGALP00000001118	H9BPA7
9031.ENSGALP00000012256	H9KZH3
9031.ENSGALP00000020330	Q5ZIG9
9031.ENSGALP00000029955	E1BQ62
9031.ENSGALP00000025663	E1BX72
9031.ENSGALP00000002493	E1BY89
9031.ENSGALP00000021082	E1C222
9031.ENSGALP00000005414	E1C2C5
9031.ENSGALP00000019945	E1C3G8
9031.ENSGALP00000009129	F1N862
9031.ENSGALP00000001842	Q7T0L0
9031.ENSGALP00000032296	F1NDH9
9031.ENSGALP00000007873	F1NEN2
9031.ENSGALP00000036651	F1NMS0
9031.ENSGALP00000017724	F1NT97
9031.ENSGALP00000038849	F1NV33
9031.ENSGALP00000015846	F1NWF6
9031.ENSGALP00000003114	Q90754
9031.ENSGALP00000026590	Q5ZHL8
9031.ENSGALP00000020310	R4GIZ9
9031.ENSGALP00000006150	R4GKH1
9031.ENSGALP00000021914	A0A0A7MC86
9031.ENSGALP00000004263	A9DA44
9031.ENSGALP00000014154	Q5ZK50
9031.ENSGALP00000035906	A3FMM9
9031.ENSGALP00000015199	E1BSQ0
9031.ENSGALP00000015286	C4PCK3
9031.ENSGALP00000024080	R4GMH7
9031.ENSGALP00000040601	E1BRC6
9031.ENSGALP00000009095	F1NG81
9031.ENSGALP00000020121	F1NMT0
9031.ENSGALP00000012650	F1NNH6
9031.ENSGALP00000007654	R4GI53
9031.ENSGALP00000010704	Q4W5Z3
9031.ENSGALP00000025952	B2X031
9031.ENSGALP00000006526	R4GI26
9031.ENSGALP00000025524	R4GM46
9031.ENSGALP00000003812	R4GFX4
9031.ENSGALP00000006508	R4GLP9
9031.ENSGALP00000027070	Q5ZK48
9031.ENSGALP00000039454	Q6L755
9031.ENSGALP00000033960	Q91006
9031.ENSGALP00000014849	A2TGX4
9031.ENSGALP00000009556	E1C8L7
9031.ENSGALP00000017454	E1C1H8
9031.ENSGALP00000009187	Q9PVP9
9031.ENSGALP00000026078	E1BYF2
9031.ENSGALP00000036660	E1C0A1
9031.ENSGALP00000011881	E1C849
9031.ENSGALP00000013260	H2D5F5
9031.ENSGALP00000009979	E1C928
9031.ENSGALP00000012273	E1C9D2
9031.ENSGALP00000003749	Q5ZJ12
9031.ENSGALP00000001190	F1NDB4
9031.ENSGALP00000009042	F1NGI4
9031.ENSGALP00000011203	F1NHK1
9031.ENSGALP00000014555	F1NV35
9031.ENSGALP00000034153	F1NVG0
9031.ENSGALP00000011693	F1N9G4
9031.ENSGALP00000017889	F1NJX0
9031.ENSGALP00000025711	C5J077
9031.ENSGALP00000017142	Q5ZMT8
9031.ENSGALP00000013459	F1P1U7
9031.ENSGALP00000017172	F1NLC8
9031.ENSGALP00000036272	F1NQ11
9031.ENSGALP00000005009	F1NQP5
9031.ENSGALP00000020423	Q5ZJ79
9031.ENSGALP00000014876	Q5ZJB9
9031.ENSGALP00000011144	F1NIM0
9031.ENSGALP00000038210	F1N9Z7
9031.ENSGALP00000009065	F1NGG3
9031.ENSGALP00000019470	F1NIF6
9031.ENSGALP00000026406	F1NLJ3
9031.ENSGALP00000038563	F1NUC2
9031.ENSGALP00000005900	Q5ZIR4
9031.ENSGALP00000006932	Q5ZJS1
9031.ENSGALP00000037052	Q5ZK22
9031.ENSGALP00000017172	Q5ZMI8
9031.ENSGALP00000000272	Q5ZML2
9031.ENSGALP00000004756	Q6Q1Q9
9031.ENSGALP00000017887	Q5ZJ76
9031.ENSGALP00000022771	R4GGZ3
9031.ENSGALP00000019441	R4GGG7
9031.ENSGALP00000010546	O93357
9031.ENSGALP00000001595	Q2TLY9
9031.ENSGALP00000019308	Q6UG49
9031.ENSGALP00000008817	A0A0A0V9I6
9031.ENSGALP00000038967	Q9YGR0
9031.ENSGALP00000019287	Q788Q8
9031.ENSGALP00000022330	A6YJX3
9031.ENSGALP00000023555	O42142
9031.ENSGALP00000026726	Q5GQ97
9031.ENSGALP00000004297	A0A0C3SFZ3
9031.ENSGALP00000027333	Q25C35
9031.ENSGALP00000020788	H9L3V7
9031.ENSGALP00000021332	Q98945
9031.ENSGALP00000025952	B2X038
9031.ENSGALP00000014483	A0A0B4J1C8
9031.ENSGALP00000000202	B5BSC7
9031.ENSGALP00000004027	Q6DKR3
9031.ENSGALP00000002498	A0A088DCY4
9031.ENSGALP00000017881	E1BS25
9031.ENSGALP00000031950	E1C762
9031.ENSGALP00000000295	E1BZS9
9031.ENSGALP00000016680	E1C985
9031.ENSGALP00000000312	F1NKS0
9031.ENSGALP00000025584	F1NX29
9031.ENSGALP00000038622	F1NI07
9031.ENSGALP00000014154	F1NIW4
9031.ENSGALP00000008478	F1P1V9
9031.ENSGALP00000008427	F1P201
9031.ENSGALP00000005900	F6XS45
9031.ENSGALP00000038242	Q5ZL09
9031.ENSGALP00000012212	Q5ZL60
9031.ENSGALP00000025858	E1BSE2
9031.ENSGALP00000015321	R4GLS4
9031.ENSGALP00000012996	Q5F3S5
9031.ENSGALP00000024140	F1NSZ8
9031.ENSGALP00000009937	H9KZD5
9031.ENSGALP00000039960	H9L3L1
9031.ENSGALP00000026914	E1BWP0
9031.ENSGALP00000001187	E1BZR0
9031.ENSGALP00000035659	E1C2J9
9031.ENSGALP00000019921	E1BT09
9031.ENSGALP00000038479	E1BXM0
9031.ENSGALP00000014465	E1BY87
9031.ENSGALP00000027357	F1NAS1
9031.ENSGALP00000020272	F1NDY5
9031.ENSGALP00000002823	F1NFS3
9031.ENSGALP00000007016	F1NT60
9031.ENSGALP00000006898	F1NW73
9031.ENSGALP00000022754	F1P1W6
9031.ENSGALP00000019492	Q5ZJD2
9031.ENSGALP00000018697	Q5ZJW5
9031.ENSGALP00000001613	Q8UUT7
9031.ENSGALP00000037371	Q60FB2
9031.ENSGALP00000025058	Q76F78
9031.ENSGALP00000008022	A0A0A0MQ40
9031.ENSGALP00000013353	Q5ZIB1
9031.ENSGALP00000037191	Q5ZII7
9031.ENSGALP00000025754	F1P2Z4
9031.ENSGALP00000035595	F1N9W9
9031.ENSGALP00000013544	F1NXV6
9031.ENSGALP00000003667	F1P166
9031.ENSGALP00000001565	E1BQV5
9031.ENSGALP00000001936	E1BQN6
9031.ENSGALP00000009440	E1C0J9
9031.ENSGALP00000038288	E1C122
9031.ENSGALP00000031700	E1C279
9031.ENSGALP00000037940	F1NEE9
9031.ENSGALP00000024036	F1NEI0
9031.ENSGALP00000021743	F1NF30
9031.ENSGALP00000023266	F1NH93
9031.ENSGALP00000014608	F1NID0
9031.ENSGALP00000015416	F1NKB3
9031.ENSGALP00000021166	F1NN76
9031.ENSGALP00000002257	F1NS99
9031.ENSGALP00000012834	F1NUR8
9031.ENSGALP00000026542	F1NV11
9031.ENSGALP00000018834	F1NWU0
9031.ENSGALP00000039169	F1P258
9031.ENSGALP00000013422	Q5ZJM1
9031.ENSGALP00000033089	Q5ZIQ5
9031.ENSGALP00000011839	R4GJR0
9031.ENSGALP00000007301	Q2ACE0
9031.ENSGALP00000008511	A6YJX2
9031.ENSGALP00000034621	E5DFN0
9031.ENSGALP00000022522	Q677M1
9031.ENSGALP00000035878	Q5F4B5
9031.ENSGALP00000006972	Q5F3T8
9031.ENSGALP00000002631	Q5ZHJ6
9031.ENSGALP00000006708	Q8AYP8
9031.ENSGALP00000027209	F1P0M2
9031.ENSGALP00000034769	H9KYP7
9031.ENSGALP00000032172	Q8JIM6
9031.ENSGALP00000022745	Q9PTE0
9031.ENSGALP00000014618	E1BUG3
9031.ENSGALP00000014565	E1BWE2
9031.ENSGALP00000018523	Q1PSV3
9031.ENSGALP00000012932	Q5ZIU6
9031.ENSGALP00000037034	R4GLQ0
9031.ENSGALP00000000327	H6UQ58
9031.ENSGALP00000021914	A0A0A7MA32
9031.ENSGALP00000001257	F1ND99
9031.ENSGALP00000026428	F1NKZ2
9031.ENSGALP00000029849	F1NP19
9031.ENSGALP00000017228	F1NUZ5
9031.ENSGALP00000004656	Q5ZLD9
9031.ENSGALP00000008334	Q5ZLW5
9031.ENSGALP00000031344	R4GH36
9031.ENSGALP00000034621	Q6ZLS4
9031.ENSGALP00000020572	F1NYG9
9031.ENSGALP00000006252	F1NYK4
9031.ENSGALP00000031178	F1P533
9031.ENSGALP00000022636	F1P447
9031.ENSGALP00000011319	C4PCG4
9031.ENSGALP00000003132	F1P3G1
9031.ENSGALP00000015499	F1P5A1
9031.ENSGALP00000040264	F2Z4M3
9031.ENSGALP00000021914	C4PCA8
9031.ENSGALP00000038210	Q5F3M8
9031.ENSGALP00000038159	Q8UVR0
9031.ENSGALP00000039208	Q8UWG6
9031.ENSGALP00000012555	Q9W677
9031.ENSGALP00000023439	Q5F3I5
9031.ENSGALP00000021914	C4PCA7
9031.ENSGALP00000021914	C4PCC9
9031.ENSGALP00000018697	F1P0W7
9031.ENSGALP00000027118	F1P2U9
9031.ENSGALP00000015267	E1BQZ3
9031.ENSGALP00000006555	E1BWJ7
9031.ENSGALP00000027317	E1BXX6
9031.ENSGALP00000006468	E1BYY9
9031.ENSGALP00000010962	E1C883
9031.ENSGALP00000023000	E1BW27
9031.ENSGALP00000002536	E1BX05
9031.ENSGALP00000028012	D0VX28
9031.ENSGALP00000030905	E1AFV0
9031.ENSGALP00000007267	E1BQK4
9031.ENSGALP00000012678	E1C0T3
9031.ENSGALP00000021049	E1C264
9031.ENSGALP00000011564	E1C5T7
9031.ENSGALP00000003279	E1BR13
9031.ENSGALP00000036964	E1C2W8
9031.ENSGALP00000000734	E1C8Y9
9031.ENSGALP00000013307	F1NE73
9031.ENSGALP00000026101	F1NIZ3
9031.ENSGALP00000026472	F1NKT6
9031.ENSGALP00000026466	F1NKU2
9031.ENSGALP00000005157	F1NLG5
9031.ENSGALP00000026310	F1NNW0
9031.ENSGALP00000011836	F1N8Z7
9031.ENSGALP00000004991	F1N9S0
9031.ENSGALP00000008024	F1P1G4
9031.ENSGALP00000019037	Q5ZHQ4
9031.ENSGALP00000032512	Q5ZK45
9031.ENSGALP00000018350	E1BRG6
9031.ENSGALP00000009452	E1C0J7
9031.ENSGALP00000012585	E1C372
9031.ENSGALP00000009715	F1NB19
9031.ENSGALP00000001104	F1NDH7
9031.ENSGALP00000002651	F1NI55
9031.ENSGALP00000007222	F1NME7
9031.ENSGALP00000012608	F1NP56
9031.ENSGALP00000018639	F1P1M2
9031.ENSGALP00000004621	Q5ZIX2
9031.ENSGALP00000002796	Q5ZL92
9031.ENSGALP00000007859	E1BVF3
9031.ENSGALP00000036463	E1C6J4
9031.ENSGALP00000012383	Q5ZJA8
9031.ENSGALP00000013386	Q5ZJL2
9031.ENSGALP00000016404	Q5ZL10
9031.ENSGALP00000009146	Q5ZMU1
9031.ENSGALP00000020165	Q90836
9031.ENSGALP00000015126	Q90YB5
9031.ENSGALP00000036540	E1C338
9031.ENSGALP00000009187	F1N820
9031.ENSGALP00000037436	F1P1P3
9031.ENSGALP00000013260	H2D5F8
9031.ENSGALP00000019870	F1NEL6
9031.ENSGALP00000002963	F1NF14
9031.ENSGALP00000002709	F1NGZ7
9031.ENSGALP00000015021	Q90834
9031.ENSGALP00000026595	E1BVR7
9031.ENSGALP00000000157	E1C2H6
