272623.L0046	Q9CHU6
272623.L158834	Q9CJ51
272623.L149781	Q9CEX3
272623.L6208	Q9CFU8
272623.L0280	Q9CIG3
272623.L36511	Q9CE67
272623.L180241	Q9CGY7
272623.L0176	Q9CGE2
272623.L119564	Q9CH40
272623.L20481	Q9CEQ8
272623.L0127	Q9CH48
272623.L169106	Q9CDU3
272623.L32389	Q9CHS8
272623.L143992	Q9CH22
272623.L99798	Q9CIQ3
272623.L64445	Q9CDM2
272623.L0144	Q9CF05
272623.L172964	Q9CFE9
272623.L55605	Q9CFN4
272623.L18473	Q9CFT3
272623.L123777	Q9CIN1
272623.L111003	Q9CJ91
272623.L60959	Q9CE49
272623.L0434	Q9CHR5
272623.L7866	Q9CIF8
272623.L16653	Q9CIZ1
272623.L25946	Q9CEQ3
272623.L56275	Q9CHQ9
272623.L68759	Q9CJD0
272623.L22059	Q9CJH6
272623.L187315	Q9CIH7
272623.L160176	Q9CIK2
272623.L81453	Q9CIS3
272623.L112499	Q9CFJ2
272623.L110960	Q9CFJ4
272623.L41034	Q9CFR1
272623.L193909	Q9CIH3
272623.L198940	Q9CJ09
272623.L94973	Q9CIQ9
272623.L70850	Q9CDL4
272623.L88729	Q9CG52
272623.L45936	Q9CGS0
272623.L37539	Q9CHS3
272623.L54059	Q9CE56
272623.L27103	Q9CEQ2
272623.L77482	Q9CJC3
272623.L83104	Q9CDK2
272623.L187045	Q9CHX2
272623.L56431	Q9CE53
272623.L93886	Q9CJA9
272623.L10433	Q9CFB1
272623.L0294	Q9CGW7
272623.L1889160	Q9CEL7
272623.L112352	Q9CHM2
272623.L127223	Q9CFI1
272623.L0179	Q9CFZ7
272623.L32907	Q9CJH2
272623.L75676	Q9CHQ0
272623.L114740	Q9CI40
272623.L7612	Q9CIF9
272623.L100541	Q9CGK2
272623.L18033	Q9CFA4
272623.L82250	Q9CH79
272623.L63985	Q9CFM6
272623.L3227	Q9CGB2
272623.L41256	Q9CIW3
272623.L100027	Q9CEJ3
272623.L69467	Q9CI93
272623.L174321	Q9CEV1
272623.L61641	Q9CIA3
272623.L15884	Q9CIZ2
272623.L1389	Q9CJ06
272623.L171943	Q9CII9
272623.L196779	Q9CHW1
272623.L52191	Q9CIC0
272623.L80459	Q9CH81
272623.L112616	Q9CDH7
272623.L61369	Q9CIA4
272623.L113377	Q9CI43
272623.L0043	Q9CF56
272623.L128687	Q9CEZ1
272623.L169230	Q9CGZ9
272623.L29672	Q9CE75
272623.L157237	Q9CED8
272623.L58790	Q9CEM8
272623.L0244	Q9CEN5
272623.L52030	Q9CHR3
272623.L90946	Q9CI74
272623.L18600	Q9CIY9
272623.L109453	Q9CJ93
272623.L35649	Q9CFR8
272623.L94552	Q9CIR0
272623.L0064	Q9CG57
272623.L175147	Q9CGZ2
272623.L197961	Q9CJ11
272623.L34460	Q9CIW9
272623.L123365	Q9CF08
272623.L47979	Q9CJE9
272623.L883	Q9CHV6
272623.L32731	Q9CGT7
272623.L161266	Q9CH06
272623.L122924	Q9CFI4
272623.L83865	Q9CE26
272623.L112353	Q9CF18
272623.L0151	Q9CFN0
272623.L54580	Q9CFN5
272623.L177593	Q9CEC7
272623.L59286	Q9CIB0
272623.L160556	Q9CJ48
272623.L106608	Q9CFJ8
272623.L110441	Q9CG31
272623.L84992	Q9CEK3
272623.L0318	Q9CGK6
272623.L116178	Q9CI38
272623.L43651	Q9CID3
272623.L80315	Q9CDK5
272623.L171802	Q9CHH0
272623.L12335	Q9CIZ5
272623.L184516	Q9CII0
272623.L127476	Q9CIM8
272623.L17781	Q9CHC4
272623.L0185	Q9CHF7
272623.L126409	Q9CIM9
272623.L197809	Q9CGB5
272623.L133490	Q9CEG0
272623.L77841	Q9CEL0
272623.L142355	Q9CDF5
272623.L44085	Q9CJF5
272623.L28615	Q7DAW5
272623.L0202	Q9CI79
272623.L31711	Q9CEP6
272623.L83481	Q9CDK1
272623.L161988	Q9CGE7
272623.L177700	Q9CHY4
272623.L151001	Q9CGF9
272623.L88237	Q9CHP0
272623.L30901	Q9CJH3
272623.L5610	Q9CFB8
272623.L102412	Q9CHM7
272623.L10283	Q9CJI8
272623.L14256	Q9CGV6
272623.L175450	Q9CHG5
272623.L0063	Q9CJ84
272623.L108967	Q9CGJ5
272623.L49325	Q9CF74
272623.L60254	Q9CGP9
272623.L155602	Q9CI07
272623.L149164	Q9CGG1
272623.L135490	Q9CI16
272623.L143624	Q9CG01
272623.L18872	Q9CIF0
272623.L103661	Q9CJ98
272623.L191436	Q9CFD1
272623.L165	Q9CES5
272623.L28525	Q9CF96
272623.L25433	Q9CE79
272623.L72115	Q9CFL7
272623.L0112	Q9CEY7
272623.L168650	Q9CHZ3
272623.L85895	Q9CH75
272623.L67760	Q9CFM1
272623.L141530	Q9CG04
272623.L136968	Q9CGH3
272623.L0099	Q9CG56
272623.L112263	Q9CEI1
272623.L86424	Q9CEK2
272623.L0213	Q9CJ94
272623.L20683	Q9CE83
272623.L0332	Q9CE22
272623.L70517	Q9CGN7
272623.L1014	Q9CHJ8
272623.L70239	Q9CGN8
272623.L37906	Q9CID6
272623.L163845	Q9CIJ8
272623.L96595	Q9CJA5
272623.L18041	Q9CHT9
272623.L95210	Q9CIQ8
272623.L196216	Q9CJ13
272623.L92295	Q9CHN5
272623.L89001	Q9CGL8
272623.L27628	Q9CF97
272623.L122632	Q9CG21
272623.L191765	Q9CFD0
272623.L106731	Q9CI56
272623.L174251	Q9CJ35
272623.L119676	Q9CI33
272623.L0282	Q9CGI5
272623.L19387	Q9CGA1
272623.L66407	Q9CG69
272623.L0040	Q9CGA8
272623.L73435	Q9CEL5
272623.L193176	Q9CFV7
272623.L12887	Q7DAU1
272623.L7798	Q9CE97
272623.L183246	Q9CGC8
272623.L0287	Q9CGH6
272623.L0223	Q9CHT0
272623.L126998	Q9CDZ4
272623.L173045	Q9CED1
272623.L191051	Q9CFW0
272623.L0296	Q9CH97
272623.L131027	Q9CH34
272623.L115789	Q9CHL9
272623.L90422	Q9CHN7
272623.L42465	Q9CJF7
272623.L163025	Q9CDV2
272623.L157321	Q9CGF2
272623.L115671	Q9CIP0
272623.L197116	Q9CEB2
272623.L53019	Q9CIB8
272623.L0438	Q9CG62
272623.L78434	Q9CIS6
272623.L132251	Q9CH32
272623.L84636	Q9CH77
272623.L160937	Q9CJ47
272623.L38687	Q9CGT1
272623.L0115	Q9CI04
272623.L166804	Q9CFY2
272623.L138640	Q9CG07
272623.L101209	Q9CJA1
272623.L0111	Q9CE19
272623.L140141	Q9CG06
272623.L77437	Q9CG59
272623.L99912	Q9CG43
272623.L13324	Q9CIZ4
272623.L77514	Q9CI85
272623.L159386	Q9CEW3
272623.L107724	Q9CG35
272623.L111351	Q9CI47
272623.L189097	Q9CJ22
272623.L17432	Q9CGV5
272623.L113001	Q9CI44
272623.L88635	Q9CJB3
272623.L133932	Q9CIM1
272623.L91456	Q9CE18
272623.L124727	Q9CH39
272623.L0253	Q9CGM5
272623.L172505	Q9CJ38
272623.L193734	Q9CEB3
272623.L92927	Q9CI72
272623.L190756	Q9CFW1
272623.L45003	Q9CID0
272623.L144535	Q9CEY0
272623.L117718	Q9CFI9
272623.L44267	Q9CID2
272623.L148513	Q9CEX5
272623.L162952	Q9CIK0
272623.L169897	Q9CGZ8
272623.L192043	Q9CDS3
272623.L111159	Q9CF19
272623.L117090	Q9CI37
272623.L199942	Q9CHV8
272623.L191704	Q9CDS4
272623.L184708	Q9CDT0
272623.L19959	Q9CDQ8
272623.L182916	Q9CEU3
272623.L198289	Q9CHV9
272623.L97827	Q9CI69
272623.L84096	Q9CE25
272623.L0246	Q9CEG4
272623.L0250	Q9CIC6
272623.L15262	Q9CJI3
272623.L128737	Q9CDZ0
272623.L32997	Q9CFS2
272623.L86471	Q9CDJ8
272623.L0135	Q9CF06
272623.L0142	Q9CDQ2
272623.L67527	Q9CEM1
272623.L68475	Q9CDL6
272623.L19516	Q9CHT7
272623.L82521	Q9CHP6
272623.L52019	Q9CDN5
272623.L173469	Q9CHY9
272623.L172704	Q9CHZ0
272623.L67872	Q9CIT6
272623.L87874	Q9CJB4
272623.L50682	Q9CJE6
272623.L0242	Q9CE60
272623.L0319	Q9CGK7
272623.L2611	Q9CHD7
272623.L50174	Q9CJE7
272623.L123536	Q9CJ79
272623.L104969	Q9CIQ0
272623.L52686	Q9CIV0
272623.L92497	Q9CGL3
272623.L107922	Q9CI52
272623.L14190	Q9CHU3
272623.L192289	Q9CGC1
272623.L48477	Q9CJE8
272623.L132126	Q9CEG2
272623.L0088	Q9CI26
272623.L58858	Q9CIB1
272623.L179531	Q9CFX2
272623.L110479	Q9CHM3
272623.L36841	Q9CDP1
272623.L13272	Q9CJI4
272623.L88801	Q9CIR7
272623.L167097	Q9CJ42
272623.L130660	Q9CG14
272623.L0047	Q9CEB9
272623.L87113	Q9CGM0
272623.L72684	Q9CGN5
272623.L98095	Q9CGK5
272623.L181867	Q9CII2
272623.L30663	Q9CIX5
272623.L107797	Q9CF22
272623.L0153	Q9CG13
272623.L102100	Q9CG39
272623.L76013	Q9CG61
272623.L4342	Q9CJ03
272623.L16221	Q9CDR2
272623.L178621	Q9CFE4
272623.L164222	Q9CDV0
272623.L180742	Q9CGC9
272623.L40104	Q9CJG4
272623.L197255	Q9CFV3
272623.L20773	Q9CG98
272623.L198533	Q9CEB0
272623.L0177	Q9CGE0
272623.L143459	Q9CEF1
272623.L0308	Q9CHS1
272623.L174523	Q9CHY7
272623.L199221	Q9CJ08
272623.L36850	Q9CJG7
272623.L23405	Q9CDQ4
272623.L62008	Q9CIA2
272623.L15111	Q9CFT8
272623.L22498	Q9CDQ5
272623.L197055	Q9CDS0
272623.L48341	Q9CHA3
272623.L114370	Q9CHM1
272623.L127411	Q9CI25
272623.L87497	Q9CEK1
272623.L143879	Q9CHJ4
272623.L140288	Q9CHJ7
272623.L59938	Q9CIA8
272623.L161059	Q9CEW1
272623.L110431	Q9CGJ3
272623.L13145	Q9CDR3
272623.L198485	Q9CFC5
272623.L583407	Q9CHX7
272623.L94197	Q9CJA8
272623.L16252	Q9CE89
272623.L93855	Q9CF35
272623.L0022	Q9CF55
272623.L71486	Q9CFL8
272623.L27865	Q9CIE2
272623.L0195	Q9CF37
272623.L59867	Q9CH96
272623.L162597	Q9CFY4
272623.L35675	Q9CE69
272623.L179010	Q9CFX3
272623.L82310	Q9CF46
272623.L0330	Q9CEG9
272623.L49824	Q9CFP3
272623.L12334	Q9CJI6
272623.L158071	Q9CDV6
272623.L105113	Q9CGJ8
272623.L0089	Q9CHF0
272623.L100350	Q9CI66
272623.L47364	Q9CJF0
272623.L148651	Q9CH19
272623.L9737	Q9CFB3
272623.L140856	Q9CFH3
272623.L124628	Q9CFI3
272623.L119452	Q9CIN6
272623.L0225	Q9CDR9
272623.L99502	Q9CI67
272623.L78133	Q9CE32
272623.L124107	Q9CGI4
272623.L144047	Q9CEF0
272623.L22960	Q9CG97
272623.L182797	Q9CHX8
272623.L77220	Q9CEL1
272623.L101896	Q9CG40
272623.L92464	Q9CI73
272623.L193121	Q9CDS2
272623.L112776	Q9CJ89
272623.L13150	Q9CIF4
272623.L40862	Q9CJG2
272623.L60929	Q9CIA5
272623.L11493	Q9CFU2
272623.L63293	Q9CI99
272623.L19243	Q9CER0
272623.L70961	Q9CI89
272623.L74738	Q9CE34
272623.L42302	Q9CGS6
272623.L83097	Q9CFL2
272623.L78550	Q9CFL4
272623.L171002	Q9CGZ7
272623.L76848	Q9CEL2
272623.L155044	Q9CGF5
272623.L151480	Q9CH15
272623.L130150	Q9CH35
272623.L94760	Q9CH67
272623.L64175	Q9CFM5
272623.L128255	Q9CDZ1
272623.L84767	Q9CG54
272623.L193593	Q9CJ16
272623.L1008	Q9CJD2
272623.L0032	Q9CGY4
272623.L71075	Q9CHQ4
272623.L161132	Q9CI02
272623.L0034	Q9CJD6
272623.L37573	Q9CIW5
272623.L48439	Q9CFP5
272623.L186034	Q9CGC4
272623.L86554	Q9CHP3
272623.L110560	Q9CI48
272623.L110899	Q9CIP5
272623.L155040	Q9CHI4
272623.L200264	Q9CHV7
272623.L8730	Q9CGW1
272623.L54719	Q9CF68
272623.L170548	Q9CEV4
272623.L80045	Q9CDK6
272623.L132035	Q9CGH8
272623.L196077	Q9CES9
272623.L104007	Q9CI62
272623.L45583	Q9CHA5
272623.L90239	Q9CJB1
272623.L185517	Q9CJ26
272623.L96903	Q9CEJ5
272623.L0248	Q9CHI9
272623.L138756	Q9CH25
272623.L65637	Q9CG71
272623.L187015	Q9CFD4
272623.L125707	Q9CEG8
272623.L119456	Q9CEH5
272623.L0210	Q9CJA4
272623.L0187	Q9CHF5
272623.L128386	Q9CIM7
272623.L0315	Q9CDU0
272623.L18206	Q9CER1
272623.L188392	Q9CJ23
272623.L83296	Q9CF45
272623.L192122	Q9CET4
272623.L0228	Q9CEQ7
272623.L78607	Q9CE31
272623.L40005	Q9CGS8
272623.L195257	Q9CJ15
272623.L131806	Q9CDY8
272623.L52568	Q9CF71
272623.L0167	Q9CGG9
272623.L112195	Q9CI45
272623.L109013	Q9CH53
272623.L0216	Q9CG05
272623.L17069	Q9CGA2
272623.L55507	Q9CE54
272623.L98876	Q9CGK4
272623.L51281	Q9CGR2
272623.L0033	Q9CJD5
272623.L171588	Q9CEV3
272623.L54546	Q9CHR0
272623.L98542	Q9CH63
272623.L68478	Q9CHQ5
272623.L143292	Q9CGG7
272623.L67624	Q9CDL7
272623.L5525	Q9CJ02
272623.L6973	Q9CDR7
272623.L26400	Q9CIY1
272623.L169390	Q9CJ40
272623.L862989	Q9CH93
272623.L0035	Q9CJD7
272623.L128695	Q9CEZ8
272623.L121426	Q9CF10
272623.L0235	Q9CF90
272623.L135555	Q9CJ68
272623.L53789	Q9CHR1
272623.L0279	Q9CDM5
272623.L156225	Q9CH11
272623.L0311	Q9CIB5
272623.L01009	Q9CDR8
272623.L78458	Q9CGM9
272623.L19292	Q9CIE9
272623.L164461	Q9CIJ7
272623.L106755	Q9CG36
272623.L162604	Q9CJ46
272623.L109882	Q9CF20
272623.L16147	Q9CHC6
272623.L128690	Q9CF04
272623.L118696	Q9CFI8
272623.L104789	Q9CG37
272623.L106965	Q9CIP8
272623.L103321	Q9CJ99
272623.L0207	Q9CEH1
272623.L0259	Q9CHT6
272623.L31269	Q9CDP7
272623.L134080	Q9CDY6
272623.L187666	Q9CFD3
272623.L199664	Q9CFC4
272623.L84260	Q9CFL1
272623.L192354	Q9CHW6
272623.L121071	Q9CFI6
272623.L117685	Q9CEH7
272623.L44542	Q9CID1
272623.L34612	Q9CDP5
272623.L129283	Q9CGH9
272623.L0133	Q9CET7
272623.L144693	Q9CG00
272623.L133792	Q9CG10
272623.L138484	Q9CEY5
272623.L101912	Q9CDI5
272623.L85091	Q9CE24
272623.L162840	Q9CHH5
272623.L45035	Q9CJF3
272623.L0005	Q9CDH4
272623.L93420	Q9CDJ3
272623.L77381	Q9CGN0
272623.L68137	Q9CI94
272623.L81206	Q9CJB9
272623.L1004	Q9CJE5
272623.L0200	Q9CG47
272623.L19272	Q9CE84
272623.L72609	Q9CIT2
272623.L173313	Q9CEV2
272623.L148007	Q9CJ56
272623.L119013	Q9CGI7
272623.L39365	Q9CF86
272623.L185135	Q9CDS9
272623.L17182	Q9CE87
272623.L68605	Q9CF57
272623.L114402	Q9CH45
272623.L39625	Q9CGS9
272623.L18622	Q9CHC3
272623.L54406	Q9CF69
272623.L1734467	Q9CF01
272623.L118350	Q9CHL7
272623.L158343	Q9CI05
272623.L156445	Q9CGF3
272623.L148897	Q9CHJ0
272623.L16835	Q9CE88
272623.L210	Q7DAV2
272623.L41422	Q9CJG0
272623.L1796	Q9CEA6
272623.L99884	Q9CHM8
272623.L36748	Q9CIW7
272623.L106031	Q9CJ95
272623.L100735	Q9CEJ2
272623.L79678	Q9CFL3
272623.L123159	O07032
272623.L110351	Q9CDH9
272623.L66281	Q9CEM2
272623.L107270	Q9CF23
272623.L103502	Q9CF26
272623.L161888	Q9CFY5
272623.L58584	Q9CIU6
272623.L3407	Q9CHV3
272623.L44970	Q9CGS2
272623.L35545	Q9CDP4
272623.L114325	Q9CJ88
272623.L169610	Q9CIJ1
272623.L102051	Q9CF28
272623.L70400	Q9CIT3
272623.L63770	Q9CF62
272623.L73386	Q9CIT1
272623.L109011	Q9CI49
272623.L145739	Q9CHJ2
272623.L56488	Q9CJE0
272623.L20470	Q9CHC2
272623.L146384	Q9CEE6
272623.L64491	Q9CI97
272623.L0021	Q9CF54
272623.L165279	Q9CFY3
272623.L19721	Q9CIE8
272623.L195271	Q9CGB8
272623.L115500	Q9CDH5
272623.L118668	Q9CEH6
272623.L68401	Q9CE41
272623.L132615	Q9CG11
272623.L29314	Q9CDQ0
272623.L23787	Q9CIE5
272623.L132338	Q9CG12
272623.L46118	Q9CF78
272623.L69006	Q9CGP2
272623.L192785	Q9CFV8
272623.L140754	Q9CEF4
272623.L103741	Q9CH57
272623.L45702	Q9CJF1
272623.L194765	Q9CET1
272623.L18647	Q9CE85
272623.L152603	Q9CH14
272623.L167770	Q9CHH3
272623.L115362	Q9CF15
272623.L69000	Q9CFM0
272623.L174389	Q9CFX8
272623.L0229	Q9CFG6
272623.L187918	Q9CFW4
272623.L17153	Q9CIF2
272623.L75803	Q9CDL0
272623.L74660	Q9CHQ1
272623.L121731	Q9CI30
272623.L125873	Q9CDZ5
272623.L157472	Q9CJ52
272623.L112952	Q9CH47
272623.L114884	Q9CH44
272623.L23500	Q9CHC0
272623.L82330	Q9CE28
272623.L69304	Q9CE40
272623.L0186	Q9CHF6
272623.L189883	Q9CHW8
272623.L37667	Q9CJG6
272623.L153822	Q9CH13
272623.L33187	Q9CIE0
272623.L173068	Q9CFX9
272623.L0085	Q9CHW3
272623.L33322	Q9CFS1
272623.L82103	Q9CI83
272623.L30853	Q9CGT9
272623.L13744	Q9CE92
272623.L148976	Q9CIK9
272623.L176399	Q9CEC8
272623.L0199	Q9CE06
272623.L1417	Q9CEA7
272623.L133761	Q9CEF9
272623.L35466	Q9CHB1
272623.L180805	Q9CHG1
272623.L43680	Q9CJF6
272623.L70471	Q9CH88
272623.L90287	Q9CG50
272623.L0232	Q9CFG9
272623.L134606	Q9CDY5
272623.L184880	Q9CGC5
272623.L116756	Q9CF12
272623.L0247	Q9CFJ7
272623.L106345	Q9CI57
272623.L107379	Q9CE07
272623.L110588	Q9CH50
272623.L197041	Q9CJ12
272623.L41779	Q9CIW2
272623.L6907	Q9CJ00
272623.L58614	Q9CGQ3
272623.L86881	Q9CI76
272623.L141260	Q9CEF3
272623.L114054	Q9CE05
272623.L2385	Q9CES4
272623.L34092	Q9CIX0
272623.L1009	Q9CJC6
272623.L188985	Q9CFW3
272623.L49937	Q9CIV3
272623.L63739	Q9CGP5
272623.L117145	Q9CH42
272623.L88699	Q9CH72
272623.L48789	Q9CE61
272623.L0316	Q9CER3
272623.L118481	Q9CI35
272623.L177520	Q9CJ32
272623.L102634	Q9CH59
272623.L169795	Q9CED3
272623.L60543	Q9CIA6
272623.L122461	Q9CJ81
272623.L111521	Q9CI46
272623.L96847	Q9CF32
272623.L106117	Q9CI58
272623.L24277	Q9CIY4
272623.L171552	Q9CHZ1
272623.L89079	Q9CH71
272623.L180104	Q9CHY0
272623.L320	Q9CJ07
272623.L86606	Q9CJB6
272623.L52494	Q9CJE4
272623.L120355	Q9CEH3
272623.L119614	Q9CFI7
272623.L104895	Q9CI60
272623.L39650	Q9CDN9
272623.L94845	Q9CJA7
272623.L54358	Q9CGQ8
272623.L24742	Q9CEQ4
272623.L80191	Q9CJC0
272623.L75975	Q9CJC4
272623.L27694	Q9CEQ0
272623.L126819	Q9CH37
272623.L103246	Q9CFK3
272623.L85237	Q9CH76
272623.L29171	Q9CF95
272623.L178329	Q9CGD1
272623.L96658	Q9CDJ1
272623.L175880	Q9CGZ1
272623.L48582	Q9CGR7
272623.L181238	Q9CEC4
272623.L152305	Q9CGF8
272623.L190009	Q9CJ19
272623.L144155	Q9CJ59
272623.L168265	Q9CDU5
272623.L61397	Q9CE48
272623.L175712	Q9CFX7
272623.L55758	Q9CEN0
272623.L30185	Q9CHB5
272623.L198904	Q9CEA9
272623.L130713	Q9CJ74
272623.L173329	Q9CJ36
272623.L40611	Q9CJG3
272623.L0119	Q9CG24
272623.L9094	Q9CGW0
272623.L126956	Q9CEG7
272623.L0378	Q9CHA0
272623.L197697	Q9CHW0
272623.L170617	Q9CFF1
272623.L198048	Q9CEB1
272623.L147423	Q9CI12
272623.L161121	Q9CFF8
272623.L63227	Q9CDM4
272623.L157841	Q9CFG1
272623.L141766	A0A089XP41
272623.L19243	A0A089ZF62
272623.L136968	A0A089XRM8
272623.L125873	A0A089XTM5
272623.L155602	A0A089ZBM1
272623.L43651	A0A089ZBG5
272623.L0120	A0A089ZDE6
272623.L131423	A0A089XP32
272623.L118475	A0A089ZB65
272623.L107270	A0A089XSJ2
272623.L0092	A0A089XTR8
272623.L59930	A0A089ZBY7
272623.L133858	A0A089ZEW8
272623.L21952	A0A089ZFZ6
272623.L52030	A0A089XPR8
272623.L35965	A0A089XTG4
272623.L0032	A0A089ZE88
272623.L27433	A0A089ZFL5
272623.L86881	A0A089XPB1
272623.L112616	A0A089XU71
272623.L192354	A0A089ZBT9
272623.L100575	A0A089XN53
272623.L49325	A0A089ZEP9
272623.L132615	A0A089XR61
272623.L15964	A0A089ZBW4
272623.L145739	A0A089ZC96
272623.L158834	A0A089XNE1
272623.L162597	A0A089XR16
272623.L101219	A0A089ZFE9
272623.L107499	A0A089XS46
272623.L106489	A0A089ZB53
272623.L0047	A0A089ZFJ9
272623.L0182	A0A089ZCE1
272623.L163307	A0A089ZBA0
272623.L115265	A0A089XH39
272623.L68758	A0A089XFX1
272623.L99004	A0A089ZB49
272623.L193873	A0A089ZDN9
272623.L100099	A0A089ZEH7
272623.L15262	A0A089XN01
272623.L83620	A0A089ZC01
272623.L152487	A0A089XHL7
272623.L195751	A0A089XI94
272623.L18647	A0A089XRD9
272623.L29477	A0A089XFR9
272623.L0067	A0A089XIH5
272623.L189883	A0A089XIR4
272623.L24228	A0A089XIU5
272623.L104745	A0A089XJQ8
272623.L67760	A0A089XJT2
272623.L187918	A0A089XK15
272623.L108967	A0A089XKW7
272623.L197961	A0A089XLD3
272623.L148945	A0A089XLT8
272623.L44267	A0A089XM56
272623.L9458	A0A089XMJ6
272623.L0313	A0A089XMX3
272623.L189881	A0A089XNS5
272623.L178600	A0A089XNU4
272623.L136652	A0A089XNZ6
272623.L0169	A0A089XH68
272623.L78458	A0A089XKZ2
272623.L0246	A0A089XR86
272623.L0343	A0A089XJU5
272623.L122632	A0A089XK97
272623.L154438	A0A089XMV5
272623.L171350	A0A089XHK5
272623.L3533	A0A089XLT1
272623.L64833	A0A089XN45
272623.L120437	A0A089XIF6
272623.L0253	A0A089XIW2
272623.L164789	A0A089XKV7
272623.L197075	A0A089XL14
272623.L61620	A0A089XNK9
272623.L54546	A0A089XGU7
272623.L178384	A0A089XI85
272623.L87113	A0A089XIW0
272623.L0093	A0A089XLJ2
272623.L0061	A0A089XQR4
272623.L133367	A0A089XGI0
272623.L79351	A0A089XGW0
272623.L0001	A0A089XIC3
272623.L0078	A0A089XIF4
272623.L142355	A0A089XS72
272623.L149164	A0A089XKR5
272623.L151067	A0A089XL45
272623.L0026	A0A089XMK0
272623.L45677	A0A089ZAT8
272623.L128692	A0A089XLP9
272623.L137682	A0A089XLY7
272623.L91569	A0A089XPP3
272623.L0210	A0A089XF93
272623.L0085	A0A089XIR9
272623.L63770	A0A089XJI0
272623.L0276	A0A089XL53
272623.L0051	A0A089XHQ8
272623.L158566	A0A089XKV2
272623.L177593	A0A089XRB9
272623.L56236	A0A089XRZ7
272623.L0101	A0A089XMG4
272623.L98310	A0A089XP34
272623.L193421	A0A089XPB0
272623.L141530	A0A089XK67
272623.L106608	A0A089XNH7
272623.L76107	A0A089XMN5
272623.L125196	A0A089XPH1
272623.L0232	A0A089XHM1
272623.L161441	A0A089XI75
272623.L0254	A0A089XLB2
272623.L188472	A0A089XMG7
272623.L185851	A0A089XMY4
272623.L40973	A0A089XQA3
272623.L96217	A0A089XG43
272623.L101896	A0A089XIA1
272623.L98876	A0A089XIU9
272623.L93855	A0A089XLL9
272623.L71075	A0A089XMN0
272623.L0060	A0A089ZF40
272623.L169783	A0A089ZFX2
272623.L173329	A0A089XFI2
272623.L171552	A0A089XGK7
272623.L105256	A0A089ZAA8
272623.L111003	A0A089ZAB1
272623.L130682	A0A089XJN8
272623.L170548	A0A089XLW5
272623.L0264	A0A089XQ36
272623.L178303	A0A089ZBP4
272623.L32907	A0A089XH67
272623.L2530	A0A089XI17
272623.L183012	A0A089XRC4
272623.L0166	A0A089XPS0
272623.L13272	A0A089XH50
272623.L26998	A0A089XHQ0
272623.L177221	A0A089XIK9
272623.L55584	A0A089XJH5
272623.L75317	A0A089XPQ8
272623.L51690	A0A089XT11
272623.L174251	A0A089XHI0
272623.L92686	A0A089XJ39
272623.L33187	A0A089XM48
272623.L0335	A0A089ZE57
272623.L126998	A0A089ZFT3
272623.L71425	A0A089XMN9
272623.L104021	A0A089XMR4
272623.L0307	A0A089XGG0
272623.L0015	A0A089XKF5
272623.L11851	A0A089XKZ1
272623.L166479	A0A089XMA8
272623.L62955	A0A089XHU8
272623.L126819	A0A089ZED9
272623.L183563	A0A089XQZ8
272623.L57608	A0A089XNR9
272623.L162229	A0A089XQJ4
272623.L0163	A0A089XRW9
272623.L0045	A0A089XU58
272623.L123116	A0A089ZC80
272623.L108989	A0A089ZDF1
272623.L0194	A0A089XQ74
272623.L122982	A0A089XQH4
272623.L0315	A0A089XRS9
272623.L19959	A0A089XN04
272623.L142310	A0A089XQL3
272623.L103741	A0A089XS55
272623.L110479	A0A089XQ13
272623.L63227	A0A089ZG26
272623.L0094	A0A089XJC9
272623.L50174	A0A089ZA62
272623.L62931	A0A089ZCZ1
272623.L10433	A0A089XSA5
272623.L0199	A0A089XTL7
272623.L0071	A0A089XIG8
272623.L194765	A0A089XJY4
272623.L8702	A0A089XK06
272623.L0008	A0A089XLN9
272623.L0191	A0A089XSY2
272623.L188392	A0A089XFK3
272623.L149781	A0A089XSR3
272623.L109379	A0A089XL77
272623.L0178	A0A089XI43
272623.L31711	A0A089XM43
272623.L0170	A0A089XMY1
272623.L128688	A0A089XQJ6
272623.L101688	A0A089XHQ5
272623.L102634	A0A089XQ19
272623.L54021	A0A089XFV2
272623.L86554	A0A089XGW5
272623.L132038	A0A089XS65
272623.L21634	A0A089ZA51
272623.L115113	A0A089XRM2
272623.L179277	A0A089XQI2
272623.L118350	A0A089ZC74
272623.L0087	A0A089XMC3
272623.L131443	A0A089ZAC8
272623.L0319	A0A089ZE24
272623.L81616	A0A089XN66
272623.L193909	A0A089ZBC4
272623.L29875	A0A089XTY4
272623.L182555	A0A089ZD72
272623.L134394	A0A089XI71
272623.L9089	A0A089XIA5
272623.L76329	A0A089XIC7
272623.L30285	A0A089XMJ2
272623.L26722	A0A089XQ90
272623.L31393	A0A089XTF9
272623.L92464	A0A089XPB5
272623.L79277	A0A089XQ41
272623.L151480	A0A089XJ40
272623.L111159	A0A089XLN3
272623.L0323	A0A089XPW1
272623.L132617	A0A089ZB78
272623.L0236	A0A089ZEN6
272623.L73572	A0A089ZDI2
272623.L67726	A0A089XRC2
272623.L0121	A0A089XKA3
272623.L46694	A0A089XLL2
272623.L0192	A0A089XMF3
272623.L0116	A0A089XQB1
272623.L157321	A0A089XRK6
272623.L19516	A0A089XPQ7
272623.L112352	A0A089ZC70
272623.L181858	A0A089XLB5
272623.L167675	A0A089XIK0
272623.L10014	A0A089XP87
272623.L95697	A0A089XQP6
