9913.ENSBTAP00000022411	P68250
9913.ENSBTAP00000037374	P01966
9913.ENSBTAP00000050256	P02081
9913.ENSBTAP00000043063	P02070
9913.ENSBTAP00000052791	P06642
9913.ENSBTAP00000005452	P06643
9913.ENSBTAP00000051901	A1A4Q3
9913.ENSBTAP00000007265	Q2KJ34
9913.ENSBTAP00000026869	Q2KHZ2
9913.ENSBTAP00000023642	O02691
9913.ENSBTAP00000009651	Q1XF11
9913.ENSBTAP00000016877	Q32PJ8
9913.ENSBTAP00000054707	Q0VCB2
9913.ENSBTAP00000004334	Q0P565
9913.ENSBTAP00000008609	Q9XSK7
9913.ENSBTAP00000023026	Q3ZCH9
9913.ENSBTAP00000000314	Q5E9D6
9913.ENSBTAP00000007711	Q148C9
9913.ENSBTAP00000016529	A6QQC6
9913.ENSBTAP00000030280	A4FUY1
9913.ENSBTAP00000017538	Q3ZC31
9913.ENSBTAP00000005380	A6QLI6
9913.ENSBTAP00000000315	Q58DK5
9913.ENSBTAP00000007052	Q2KIN5
9913.ENSBTAP00000043053	Q32L62
9913.ENSBTAP00000008384	P22600
9913.ENSBTAP00000004635	Q3SZV7
9913.ENSBTAP00000020101	Q0P5H8
9913.ENSBTAP00000056047	Q3ZBG4
9913.ENSBTAP00000017261	Q0V8R6
9913.ENSBTAP00000024186	A6QNR0
9913.ENSBTAP00000007955	Q0X0C4
9913.ENSBTAP00000034708	Q0X0E2
9913.ENSBTAP00000020864	Q2KIN4
9913.ENSBTAP00000011453	Q2NL18
9913.ENSBTAP00000030635	Q24K22
9913.ENSBTAP00000023490	Q76BS1
9913.ENSBTAP00000000527	Q0V8S0
9913.ENSBTAP00000004062	A4IF94
9913.ENSBTAP00000027885	Q9XTA5
9913.ENSBTAP00000026632	Q56JY0
9913.ENSBTAP00000019990	Q2TBP2
9913.ENSBTAP00000014552	P62958
9913.ENSBTAP00000015208	Q8SQ21
9913.ENSBTAP00000002542	Q2YDJ4
9913.ENSBTAP00000019352	A7MB54
9913.ENSBTAP00000054820	Q32L68
9913.ENSBTAP00000005088	Q2KIE6
9913.ENSBTAP00000010315	A7Z064
9913.ENSBTAP00000024094	P10103
9913.ENSBTAP00000020096	P40673
9913.ENSBTAP00000006785	Q32L31
9913.ENSBTAP00000000438	Q32L34
9913.ENSBTAP00000029103	Q29448
9913.ENSBTAP00000008696	P02316
9913.ENSBTAP00000048748	P02313
9913.ENSBTAP00000045886	Q3ZBV4
9913.ENSBTAP00000042444	Q2YDK4
9913.ENSBTAP00000020701	Q5E9F2
9913.ENSBTAP00000013095	C1ITJ8
9913.ENSBTAP00000040191	Q3T0T5
9913.ENSBTAP00000019196	Q58DV7
9913.ENSBTAP00000009864	Q3SZF3
9913.ENSBTAP00000011658	Q5E9J1
9913.ENSBTAP00000028162	Q3T0D0
9913.ENSBTAP00000016909	Q0P5I5
9913.ENSBTAP00000017647	Q2KJ56
9913.ENSBTAP00000003013	Q8MJD5
9913.ENSBTAP00000003529	Q2KIY6
9913.ENSBTAP00000029451	A6QQY4
9913.ENSBTAP00000005874	A6QP15
9913.ENSBTAP00000024825	Q08DU9
9913.ENSBTAP00000037834	Q2KIT0
9913.ENSBTAP00000040954	Q2KIX7
9913.ENSBTAP00000024695	Q2KIU3
9913.ENSBTAP00000010971	Q4PL64
9913.ENSBTAP00000005577	P29105
9913.ENSBTAP00000019321	P29104
9913.ENSBTAP00000031487	Q2M2S6
9913.ENSBTAP00000016468	P55252
9913.ENSBTAP00000005469	Q5EA20
9913.ENSBTAP00000019547	Q3SZ18
9913.ENSBTAP00000007550	Q9MYY0
9913.ENSBTAP00000008335	Q2TBU0
9913.ENSBTAP00000001896	P30546
9913.ENSBTAP00000006600	Q0IIM3
9913.ENSBTAP00000017500	Q27975
9913.ENSBTAP00000017500	Q27965
9913.ENSBTAP00000035635	P0CB32
9913.ENSBTAP00000008225	Q76LV2
9913.ENSBTAP00000034543	Q3ZC22
9913.ENSBTAP00000024993	A5PJF6
9913.ENSBTAP00000041845	A4FUZ6
9913.ENSBTAP00000027654	Q08DJ8
9913.ENSBTAP00000017155	Q2TBX4
9913.ENSBTAP00000043964	P02318
9913.ENSBTAP00000017497	P19120
9913.ENSBTAP00000021872	Q2YDD0
9913.ENSBTAP00000015883	Q3T149
9913.ENSBTAP00000030791	Q2KHU9
9913.ENSBTAP00000024749	Q148F8
9913.ENSBTAP00000001720	Q5EAC9
9913.ENSBTAP00000034717	Q2TBQ6
9913.ENSBTAP00000011042	F1N152
9913.ENSBTAP00000026804	A0JNK3
9913.ENSBTAP00000004564	E1BJW1
9913.ENSBTAP00000045413	A6QLZ1
9913.ENSBTAP00000021649	A7YWP4
9913.ENSBTAP00000021647	A5PJV3
9913.ENSBTAP00000010699	Q0VCS4
9913.ENSBTAP00000010700	Q08DG7
9913.ENSBTAP00000016196	Q2HJ67
9913.ENSBTAP00000040977	Q08DG5
9913.ENSBTAP00000007292	Q9TT89
9913.ENSBTAP00000000611	Q5E985
9913.ENSBTAP00000000612	Q8SQG8
9913.ENSBTAP00000026503	O97711
9913.ENSBTAP00000002339	A5PJU6
9913.ENSBTAP00000051795	Q2KI52
9913.ENSBTAP00000012441	Q9BEG2
9913.ENSBTAP00000001989	Q2YDK1
9913.ENSBTAP00000001455	Q3SYS8
9913.ENSBTAP00000004098	Q24JY7
9913.ENSBTAP00000032777	Q3SZ16
9913.ENSBTAP00000013921	Q28207
9913.ENSBTAP00000055280	P24591
9913.ENSBTAP00000047769	P20959
9913.ENSBTAP00000011361	Q05716
9913.ENSBTAP00000009285	Q05717
9913.ENSBTAP00000028615	Q05718
9913.ENSBTAP00000018719	A5PKD8
9913.ENSBTAP00000013608	Q95132
9913.ENSBTAP00000020903	Q28125
9913.ENSBTAP00000007009	Q0VCQ7
9913.ENSBTAP00000028775	Q58DF9
9913.ENSBTAP00000004276	Q3T116
9913.ENSBTAP00000028235	Q3ZC46
9913.ENSBTAP00000019148	Q5E981
9913.ENSBTAP00000026332	Q24K02
9913.ENSBTAP00000008177	P41563
9913.ENSBTAP00000025044	O77784
9913.ENSBTAP00000001405	Q58CP0
9913.ENSBTAP00000027348	Q9XSG3
9913.ENSBTAP00000018741	Q04467
9913.ENSBTAP00000005323	Q1LZ95
9913.ENSBTAP00000040899	P68102
9913.ENSBTAP00000007832	Q5E9D0
9913.ENSBTAP00000019064	Q2KHU8
9913.ENSBTAP00000020573	P46198
9913.ENSBTAP00000027352	Q32KZ1
9913.ENSBTAP00000000144	Q3SZ54
9913.ENSBTAP00000019596	Q3SZ65
9913.ENSBTAP00000021327	Q2NL22
9913.ENSBTAP00000012530	Q9N0T5
9913.ENSBTAP00000049614	Q95L46
9913.ENSBTAP00000054254	Q1JPH6
9913.ENSBTAP00000002616	Q6EWQ7
9913.ENSBTAP00000014966	Q9TU47
9913.ENSBTAP00000009939	Q6IED8
9913.ENSBTAP00000055837	P07348
9913.ENSBTAP00000034345	P05008
9913.ENSBTAP00000052390	P05009
9913.ENSBTAP00000055837	P05010
9913.ENSBTAP00000030881	P49876
9913.ENSBTAP00000056397	P49877
9913.ENSBTAP00000034345	P49878
9913.ENSBTAP00000055343	P01578
9913.ENSBTAP00000045034	P01576
9913.ENSBTAP00000056510	P01577
9913.ENSBTAP00000016634	P07353
9913.ENSBTAP00000047689	P15696
9913.ENSBTAP00000055699	P07352
9913.ENSBTAP00000010668	Q58CS6
9913.ENSBTAP00000019073	Q5E9J4
9913.ENSBTAP00000037810	Q0VCN3
9913.ENSBTAP00000015927	Q2TBN9
9913.ENSBTAP00000017195	Q1LZB4
9913.ENSBTAP00000007606	Q5EA95
9913.ENSBTAP00000028690	Q05688
9913.ENSBTAP00000055243	P07455
9913.ENSBTAP00000017372	P07456
9913.ENSBTAP00000003585	A5PJC7
9913.ENSBTAP00000035241	P0C7I2
9913.ENSBTAP00000056206	Q08DK1
9913.ENSBTAP00000018295	Q32KW9
9913.ENSBTAP00000014591	Q9BE45
9913.ENSBTAP00000028864	A2VE53
9913.ENSBTAP00000009985	Q95KV1
9913.ENSBTAP00000009995	Q95KV0
9913.ENSBTAP00000014617	A2VDW9
9913.ENSBTAP00000032681	A4IFJ6
9913.ENSBTAP00000008793	P43480
9913.ENSBTAP00000020153	P54349
9913.ENSBTAP00000006222	P46282
9913.ENSBTAP00000021212	Q9XSV9
9913.ENSBTAP00000024226	Q28028
9913.ENSBTAP00000014556	Q0V8R5
9913.ENSBTAP00000002786	Q687Y7
9913.ENSBTAP00000055793	Q9TU73
9913.ENSBTAP00000013665	P08831
9913.ENSBTAP00000001745	P09428
9913.ENSBTAP00000026209	O77482
9913.ENSBTAP00000016413	Q76LU5
9913.ENSBTAP00000027834	P12342
9913.ENSBTAP00000010033	Q95118
9913.ENSBTAP00000027819	P05016
9913.ENSBTAP00000046513	A6QL48
9913.ENSBTAP00000002774	P49875
9913.ENSBTAP00000021215	P30367
9913.ENSBTAP00000041739	P52173
9913.ENSBTAP00000019865	P26892
9913.ENSBTAP00000021659	P26895
9913.ENSBTAP00000026275	P79255
9913.ENSBTAP00000015889	Q1JPB0
9913.ENSBTAP00000013428	Q0IIF0
9913.ENSBTAP00000000927	Q3SWY2
9913.ENSBTAP00000020206	A6QQT9
9913.ENSBTAP00000014799	A2VE08
9913.ENSBTAP00000003764	Q0V7M0
9913.ENSBTAP00000020894	C1JZ66
9913.ENSBTAP00000000374	A0JNA3
9913.ENSBTAP00000025179	Q3SWY3
9913.ENSBTAP00000005770	Q2KI92
9913.ENSBTAP00000016179	Q3T0M3
9913.ENSBTAP00000004184	Q0VD01
9913.ENSBTAP00000015548	P20456
9913.ENSBTAP00000020766	Q2KJ53
9913.ENSBTAP00000045263	A7YY45
9913.ENSBTAP00000028218	Q9GMS5
9913.ENSBTAP00000006625	Q29RS4
9913.ENSBTAP00000029080	Q04790
9913.ENSBTAP00000020239	Q95141
9913.ENSBTAP00000022686	Q3T095
9913.ENSBTAP00000013154	P07994
9913.ENSBTAP00000003783	P07995
9913.ENSBTAP00000042801	P42917
9913.ENSBTAP00000023241	Q2NL29
9913.ENSBTAP00000009977	P21327
9913.ENSBTAP00000002084	A0JNC3
9913.ENSBTAP00000027848	O77801
9913.ENSBTAP00000008739	Q32L79
9913.ENSBTAP00000056222	A6H7J1
9913.ENSBTAP00000017289	P01317
9913.ENSBTAP00000010020	Q2YDM2
9913.ENSBTAP00000044968	Q32LL5
9913.ENSBTAP00000024684	Q1RMS6
9913.ENSBTAP00000046018	Q2KJA6
9913.ENSBTAP00000017038	F1MDL2
9913.ENSBTAP00000002107	Q5I3B2
9913.ENSBTAP00000053144	Q5I3B1
9913.ENSBTAP00000010711	Q3SX13
9913.ENSBTAP00000041067	Q7YQJ3
9913.ENSBTAP00000025142	A7YWD2
9913.ENSBTAP00000001128	Q3SZX2
9913.ENSBTAP00000005212	A7MB64
9913.ENSBTAP00000005307	Q9N2I2
9913.ENSBTAP00000010311	P37980
9913.ENSBTAP00000040857	Q2TBI7
9913.ENSBTAP00000029526	Q17QH9
9913.ENSBTAP00000001065	Q3SYS7
9913.ENSBTAP00000043137	Q2M2U5
9913.ENSBTAP00000051861	Q32KU4
9913.ENSBTAP00000023995	Q2T9V2
9913.ENSBTAP00000051699	Q1JQC2
9913.ENSBTAP00000021407	Q2LGB3
9913.ENSBTAP00000008135	Q0P5I2
9913.ENSBTAP00000028115	Q1RMT8
9913.ENSBTAP00000041732	Q3SZP0
9913.ENSBTAP00000031815	Q4JF28
9913.ENSBTAP00000006567	Q58DJ0
9913.ENSBTAP00000056081	Q3SZG8
9913.ENSBTAP00000029272	Q2TBG7
9913.ENSBTAP00000019573	O02741
9913.ENSBTAP00000020673	P00996
9913.ENSBTAP00000044797	P01001
9913.ENSBTAP00000007913	A4IFA6
9913.ENSBTAP00000035516	A6QLY4
9913.ENSBTAP00000021209	Q32KX0
9913.ENSBTAP00000020061	E1BCH6
9913.ENSBTAP00000032246	Q3ZBV1
9913.ENSBTAP00000025685	P53710
9913.ENSBTAP00000025974	F1MMS9
9913.ENSBTAP00000018261	Q27977
9913.ENSBTAP00000009348	P61625
9913.ENSBTAP00000026553	P80746
9913.ENSBTAP00000052015	P53712
9913.ENSBTAP00000022687	P32592
9913.ENSBTAP00000018278	P80747
9913.ENSBTAP00000011972	Q8SQB8
9913.ENSBTAP00000017362	Q3ZBM4
9913.ENSBTAP00000022045	Q2HJE5
9913.ENSBTAP00000010318	Q0VCM5
9913.ENSBTAP00000018701	P56651
9913.ENSBTAP00000010322	P56652
9913.ENSBTAP00000010330	Q3T052
9913.ENSBTAP00000045691	A2VE29
9913.ENSBTAP00000004044	Q3T0P7
9913.ENSBTAP00000023734	A2VDN0
9913.ENSBTAP00000018301	Q2KIC5
9913.ENSBTAP00000042643	P0C0T1
9913.ENSBTAP00000047903	Q9TU34
9913.ENSBTAP00000002982	Q8WN96
9913.ENSBTAP00000047648	Q8WN95
9913.ENSBTAP00000005782	Q3SZI8
9913.ENSBTAP00000031847	A6QL94
9913.ENSBTAP00000032057	Q5E9T7
9913.ENSBTAP00000030786	Q2NKY9
9913.ENSBTAP00000023725	Q9XT56
9913.ENSBTAP00000001595	A2VE02
9913.ENSBTAP00000055002	A6QR54
9913.ENSBTAP00000025492	Q58DS6
9913.ENSBTAP00000013418	Q5EAE5
9913.ENSBTAP00000019913	Q2YDF7
9913.ENSBTAP00000015987	Q0VBZ5
9913.ENSBTAP00000022233	Q3MHJ0
9913.ENSBTAP00000005255	A7E2Z9
9913.ENSBTAP00000011782	Q08DH3
9913.ENSBTAP00000017140	P06394
9913.ENSBTAP00000036252	P05785
9913.ENSBTAP00000008948	A1L595
9913.ENSBTAP00000006450	P08728
9913.ENSBTAP00000054250	A6QQQ9
9913.ENSBTAP00000040707	Q0P5J4
9913.ENSBTAP00000040717	A6H712
9913.ENSBTAP00000040718	Q0P5J6
9913.ENSBTAP00000034743	Q148H6
9913.ENSBTAP00000023156	A7YWM2
9913.ENSBTAP00000045493	A7YY35
9913.ENSBTAP00000025834	Q2KHV9
9913.ENSBTAP00000017794	A7E316
9913.ENSBTAP00000021456	P04261
9913.ENSBTAP00000000396	P04260
9913.ENSBTAP00000021456	Q5XQN5
9913.ENSBTAP00000015264	Q148H5
9913.ENSBTAP00000010391	Q148H8
9913.ENSBTAP00000010393	A7YWK3
9913.ENSBTAP00000038264	A3KN27
9913.ENSBTAP00000038262	Q08D91
9913.ENSBTAP00000000815	A6QNX5
9913.ENSBTAP00000016839	Q148H7
9913.ENSBTAP00000021516	Q29S21
9913.ENSBTAP00000007288	A0JND2
9913.ENSBTAP00000001108	P05786
9913.ENSBTAP00000040129	P04263
9913.ENSBTAP00000050234	P00570
9913.ENSBTAP00000023406	P08166
9913.ENSBTAP00000022789	P08760
9913.ENSBTAP00000040941	Q0VCP1
9913.ENSBTAP00000023151	A4IFD0
9913.ENSBTAP00000040135	A5PJA1
9913.ENSBTAP00000012586	Q1LZH7
9913.ENSBTAP00000051777	Q2NL14
9913.ENSBTAP00000011371	P00514
9913.ENSBTAP00000018886	P00515
9913.ENSBTAP00000019916	P31322
9913.ENSBTAP00000008727	P00517
9913.ENSBTAP00000046803	P05131
9913.ENSBTAP00000040719	Q2T9R2
9913.ENSBTAP00000000643	Q0P5G4
9913.ENSBTAP00000011095	Q0P5L8
9913.ENSBTAP00000019353	Q3SYS9
9913.ENSBTAP00000035028	P67827
9913.ENSBTAP00000030051	P35507
9913.ENSBTAP00000026621	P35508
9913.ENSBTAP00000022379	A7E3X2
9913.ENSBTAP00000023329	P35509
9913.ENSBTAP00000054768	Q4PJK1
9913.ENSBTAP00000042823	Q27955
9913.ENSBTAP00000016813	Q3MHJ9
9913.ENSBTAP00000039621	Q2HJF7
9913.ENSBTAP00000013923	Q58DF7
9913.ENSBTAP00000023874	Q0VD00
9913.ENSBTAP00000002929	Q29RJ0
9913.ENSBTAP00000043298	A7YWH3
9913.ENSBTAP00000054167	Q2KI69
9913.ENSBTAP00000056563	Q4TZY1
9913.ENSBTAP00000047743	Q28204
9913.ENSBTAP00000049066	Q28067
9913.ENSBTAP00000051183	Q1LZE1
9913.ENSBTAP00000027710	Q05037
9913.ENSBTAP00000051715	Q4ZHA6
9913.ENSBTAP00000011882	Q52PG9
9913.ENSBTAP00000010914	O19182
9913.ENSBTAP00000008100	E1BNE9
9913.ENSBTAP00000009059	F1MYR9
9913.ENSBTAP00000005929	Q0P5A0
9913.ENSBTAP00000027546	P58126
9913.ENSBTAP00000010748	Q863D4
9913.ENSBTAP00000011219	Q0P583
9913.ENSBTAP00000024162	Q3SZ72
9913.ENSBTAP00000047181	Q5EA61
9913.ENSBTAP00000018492	Q9XSC6
9913.ENSBTAP00000001330	Q3ZBP1
9913.ENSBTAP00000009871	Q9TTK8
9913.ENSBTAP00000018944	Q2HJ48
9913.ENSBTAP00000025865	A6H6X4
9913.ENSBTAP00000001047	A5PKG7
9913.ENSBTAP00000023179	A4IFB4
9913.ENSBTAP00000026582	Q2KIW9
9913.ENSBTAP00000026023	Q1JP61
9913.ENSBTAP00000010155	Q2KIJ5
9913.ENSBTAP00000019066	O62702
9913.ENSBTAP00000019656	P46195
9913.ENSBTAP00000011539	Q29RT6
9913.ENSBTAP00000018167	A6QPL4
9913.ENSBTAP00000023059	A6H750
9913.ENSBTAP00000025475	A0JN40
9913.ENSBTAP00000006828	Q5E9T8
9913.ENSBTAP00000053007	Q148I3
9913.ENSBTAP00000052551	Q0IIL4
9913.ENSBTAP00000034599	A5D7R8
9913.ENSBTAP00000003498	P43481
9913.ENSBTAP00000027949	A0JNH1
9913.ENSBTAP00000041235	Q2TBQ9
9913.ENSBTAP00000016955	Q2HJJ0
9913.ENSBTAP00000000718	Q0IIC2
9913.ENSBTAP00000001298	Q5E9V5
9913.ENSBTAP00000006490	Q5E9A7
9913.ENSBTAP00000040061	E1B932
9913.ENSBTAP00000000639	A6QQY2
9913.ENSBTAP00000033909	Q08DK3
9913.ENSBTAP00000010998	Q08DS0
9913.ENSBTAP00000011036	Q3B7M1
9913.ENSBTAP00000003625	F1MBP6
9913.ENSBTAP00000051119	Q2T9Z7
9913.ENSBTAP00000012503	Q2KJ63
9913.ENSBTAP00000037681	Q863H3
9913.ENSBTAP00000048995	P01044
9913.ENSBTAP00000048995	P01045
9913.ENSBTAP00000037276	A5D7J3
9913.ENSBTAP00000001407	P04409
9913.ENSBTAP00000027870	P05126
9913.ENSBTAP00000018020	P05128
9913.ENSBTAP00000040198	Q08DW2
9913.ENSBTAP00000019786	A2VDS0
9913.ENSBTAP00000024011	Q0V7M1
9913.ENSBTAP00000041209	A6QP35
9913.ENSBTAP00000024766	Q05B44
9913.ENSBTAP00000054573	Q24JX8
9913.ENSBTAP00000053894	Q24JX9
9913.ENSBTAP00000042369	Q17QQ9
9913.ENSBTAP00000014206	Q0V8M0
9913.ENSBTAP00000003566	Q6TNJ1
9913.ENSBTAP00000015401	Q3B7L9
9913.ENSBTAP00000038271	Q148H4
9913.ENSBTAP00000008857	A4FUZ0
9913.ENSBTAP00000022415	Q6TJY3
9913.ENSBTAP00000040702	Q2KI75
9913.ENSBTAP00000014035	A6QQ59
9913.ENSBTAP00000042390	Q0VC73
9913.ENSBTAP00000013943	Q3SZV2
9913.ENSBTAP00000049231	Q148I0
9913.ENSBTAP00000011832	Q08DP2
9913.ENSBTAP00000020226	A7MBI3
9913.ENSBTAP00000002364	Q1LZ83
9913.ENSBTAP00000019538	P02754
9913.ENSBTAP00000023098	P83095
9913.ENSBTAP00000007701	P00711
9913.ENSBTAP00000042536	Q05204
9913.ENSBTAP00000010487	A4FV27
9913.ENSBTAP00000027837	Q6QRN8
9913.ENSBTAP00000022559	Q71SV0
9913.ENSBTAP00000055255	Q2KJA5
9913.ENSBTAP00000019635	Q28880
9913.ENSBTAP00000040793	Q3B7M5
9913.ENSBTAP00000015260	Q0VCM6
9913.ENSBTAP00000016385	Q58CT8
9913.ENSBTAP00000011484	P10881
9913.ENSBTAP00000036858	A5PJU8
9913.ENSBTAP00000005613	Q8MI28
9913.ENSBTAP00000022428	Q2TBI0
9913.ENSBTAP00000002938	Q3SX41
9913.ENSBTAP00000054161	A7E3D8
9913.ENSBTAP00000037258	Q3T0H0
9913.ENSBTAP00000011447	P19858
9913.ENSBTAP00000026118	Q5E9B1
9913.ENSBTAP00000016342	P01131
9913.ENSBTAP00000025186	Q95JC3
9913.ENSBTAP00000035726	P17404
9913.ENSBTAP00000001648	O62644
9913.ENSBTAP00000020080	P11116
9913.ENSBTAP00000021701	Q3T0D6
9913.ENSBTAP00000009025	Q3MHZ8
9913.ENSBTAP00000044090	Q32L04
9913.ENSBTAP00000031685	Q3T0Z5
9913.ENSBTAP00000019853	P50595
9913.ENSBTAP00000045064	Q32PD8
9913.ENSBTAP00000026785	Q0VCA3
9913.ENSBTAP00000000410	Q32L53
9913.ENSBTAP00000023267	Q1LZ71
9913.ENSBTAP00000052963	Q2KJ92
9913.ENSBTAP00000001802	A7E3W2
9913.ENSBTAP00000006728	Q5E9T6
9913.ENSBTAP00000053922	Q95M12
9913.ENSBTAP00000003370	F1MLX5
9913.ENSBTAP00000017631	F1MT22
9913.ENSBTAP00000044599	Q17R16
9913.ENSBTAP00000047621	Q0VD18
9913.ENSBTAP00000041150	A0JNI8
9913.ENSBTAP00000019299	Q5BIP7
9913.ENSBTAP00000009761	Q27956
9913.ENSBTAP00000036851	G5E5X0
9913.ENSBTAP00000010719	Q1LZA7
9913.ENSBTAP00000041788	Q32L23
9913.ENSBTAP00000008216	Q2KJ33
9913.ENSBTAP00000042485	Q1RMQ5
9913.ENSBTAP00000030842	E1BJS7
9913.ENSBTAP00000015103	Q32LM6
9913.ENSBTAP00000040675	Q2KIB6
9913.ENSBTAP00000001914	Q0P5F3
9913.ENSBTAP00000017086	P11151
9913.ENSBTAP00000041426	P16386
9913.ENSBTAP00000005171	O46419
9913.ENSBTAP00000052656	P43033
9913.ENSBTAP00000015040	P23132
9913.ENSBTAP00000021833	Q3SZH7
9913.ENSBTAP00000005195	Q2HJD1
9913.ENSBTAP00000021518	Q3SYY9
9913.ENSBTAP00000037474	Q1JQD9
9913.ENSBTAP00000007149	Q17QE2
9913.ENSBTAP00000004206	Q0P5C0
9913.ENSBTAP00000050413	A1L504
9913.ENSBTAP00000004191	P20274
9913.ENSBTAP00000040639	Q2KIA3
9913.ENSBTAP00000000389	Q3SWZ8
9913.ENSBTAP00000002350	Q59HJ6
9913.ENSBTAP00000014427	Q3SX23
9913.ENSBTAP00000015911	P27479
9913.ENSBTAP00000011978	Q95L39
9913.ENSBTAP00000008159	A6H737
9913.ENSBTAP00000027838	Q8MJ24
9913.ENSBTAP00000012721	Q28031
9913.ENSBTAP00000005968	Q3ZC80
9913.ENSBTAP00000036113	O97831
9913.ENSBTAP00000016334	O97817
9913.ENSBTAP00000039471	O97827
9913.ENSBTAP00000000955	Q2HJ61
9913.ENSBTAP00000015460	Q3SZE3
9913.ENSBTAP00000043142	Q29RT8
9913.ENSBTAP00000046443	Q9BGL2
9913.ENSBTAP00000025497	Q24K06
9913.ENSBTAP00000006542	A5PJJ5
9913.ENSBTAP00000014977	Q32KP2
9913.ENSBTAP00000022955	Q8MII8
9913.ENSBTAP00000000700	Q32KX5
9913.ENSBTAP00000048641	Q3ZC49
9913.ENSBTAP00000044315	A6H789
9913.ENSBTAP00000040694	Q29RR1
9913.ENSBTAP00000040839	Q2HJ90
9913.ENSBTAP00000023886	Q5EAD8
9913.ENSBTAP00000007978	Q5E9X4
9913.ENSBTAP00000041497	Q2T9T5
9913.ENSBTAP00000001193	A5PK13
9913.ENSBTAP00000000176	Q1RMS4
9913.ENSBTAP00000013854	Q3SWY4
9913.ENSBTAP00000023769	A6H793
9913.ENSBTAP00000012294	F1MCA7
9913.ENSBTAP00000001560	A0N0X6
9913.ENSBTAP00000000831	Q3MHF8
9913.ENSBTAP00000011134	Q2YDM7
9913.ENSBTAP00000048635	P04651
9913.ENSBTAP00000022047	Q28005
9913.ENSBTAP00000021620	Q0VCF9
9913.ENSBTAP00000002113	Q5E9Z8
9913.ENSBTAP00000009684	Q32PE9
9913.ENSBTAP00000011312	Q3ZBK6
9913.ENSBTAP00000003010	Q2HJH0
9913.ENSBTAP00000016780	Q3ZCE0
9913.ENSBTAP00000013956	A5PK14
9913.ENSBTAP00000013104	Q17QU5
9913.ENSBTAP00000036335	Q3T181
9913.ENSBTAP00000029274	Q28019
9913.ENSBTAP00000012836	Q2NKS0
9913.ENSBTAP00000038354	A3KN46
9913.ENSBTAP00000003907	Q3T0D8
9913.ENSBTAP00000045185	Q3T132
9913.ENSBTAP00000044998	Q17QQ1
9913.ENSBTAP00000019980	Q2M2U3
9913.ENSBTAP00000019928	Q3SZ68
9913.ENSBTAP00000021934	Q0VC06
9913.ENSBTAP00000002279	Q05443
9913.ENSBTAP00000000767	A0JNL5
9913.ENSBTAP00000000757	Q0V881
9913.ENSBTAP00000045838	Q148C3
9913.ENSBTAP00000015841	A0JNB3
9913.ENSBTAP00000021325	Q9MYM4
9913.ENSBTAP00000044113	P98131
9913.ENSBTAP00000055695	P98107
9913.ENSBTAP00000007573	Q1RMQ4
9913.ENSBTAP00000017275	P33072
9913.ENSBTAP00000005558	Q3MHR0
9913.ENSBTAP00000026978	Q32LD3
9913.ENSBTAP00000040995	A2VE33
9913.ENSBTAP00000037698	Q32LM5
9913.ENSBTAP00000042040	Q0VCG0
9913.ENSBTAP00000037736	Q0VCR0
9913.ENSBTAP00000041678	Q2M2S9
9913.ENSBTAP00000048935	A5D7J1
9913.ENSBTAP00000004235	Q06285
9913.ENSBTAP00000007924	Q06283
9913.ENSBTAP00000027399	Q06284
9913.ENSBTAP00000038081	P80189
9913.ENSBTAP00000000231	Q27996
9913.ENSBTAP00000007924	P04421
9913.ENSBTAP00000027401	Q6B410
9913.ENSBTAP00000027183	A0JNI1
9913.ENSBTAP00000023518	Q1JQA8
9913.ENSBTAP00000015846	Q6B411
9913.ENSBTAP00000022355	Q9TTK4
9913.ENSBTAP00000001061	Q6UC88
9913.ENSBTAP00000013640	A0JNM6
9913.ENSBTAP00000024756	Q2T9N7
9913.ENSBTAP00000055963	Q32PD6
9913.ENSBTAP00000000032	Q29RT1
9913.ENSBTAP00000001942	Q3ZBL4
9913.ENSBTAP00000004268	A5PKL7
9913.ENSBTAP00000036320	A5D787
9913.ENSBTAP00000035103	P22292
9913.ENSBTAP00000022739	A7MBB4
9913.ENSBTAP00000003401	A2VDU3
9913.ENSBTAP00000041271	Q2YDM3
9913.ENSBTAP00000044342	A6QPF4
9913.ENSBTAP00000008193	Q29451
9913.ENSBTAP00000043113	Q0P591
9913.ENSBTAP00000022832	Q2KHU5
9913.ENSBTAP00000003890	Q2TLZ3
9913.ENSBTAP00000000049	Q08DL4
9913.ENSBTAP00000016693	Q3MHJ2
9913.ENSBTAP00000034004	Q32KV2
9913.ENSBTAP00000016239	A5D9C6
9913.ENSBTAP00000028574	A7YY73
9913.ENSBTAP00000000044	A5PJV0
9913.ENSBTAP00000053555	A7Z017
9913.ENSBTAP00000054178	A6QLI5
9913.ENSBTAP00000044825	Q1RML7
9913.ENSBTAP00000015638	A2VE13
9913.ENSBTAP00000033149	Q3ZBY0
9913.ENSBTAP00000051992	A5D7F6
9913.ENSBTAP00000026334	Q29444
9913.ENSBTAP00000042500	P80513
9913.ENSBTAP00000016680	A3KMW7
9913.ENSBTAP00000019513	A6QQ70
9913.ENSBTAP00000021303	A6QLA4
9913.ENSBTAP00000026568	Q3ZC89
9913.ENSBTAP00000021045	P36225
9913.ENSBTAP00000021983	Q3SYZ2
9913.ENSBTAP00000008440	Q1LZH1
9913.ENSBTAP00000002691	P12624
9913.ENSBTAP00000041967	Q3ZBD9
