208964.PA1024	Q9I4V0
208964.PA1776	Q9ZIG9
208964.PA0017	A0A072ZGZ7
208964.PA0660	A0A080VHD9
208964.PA1209	A0A069Q4G5
208964.PA2513	A0A069QAK3
208964.PA4176	A0A072ZDP7
208964.PA4047	A0A072ZE00
208964.PA4720	A0A072ZKX2
208964.PA0400	A0A0C6E8Z8
208964.PA4125	A0A069Q2Z8
208964.PA0759	A0A072ZLS0
208964.PA3840	A0A080VL27
208964.PA2839	A0A081HM02
208964.PA3842	Q51450
208964.PA3932	A0A069Q2R0
208964.PA3428	A0A072ZQ91
208964.PA1031	A0A080VS06
208964.PA0635	Q9R371
208964.PA1455	A0A072ZK28
208964.PA4388	A0A0C7CZM7
208964.PA0414	O87002
208964.PA0416	O87004
208964.PA0424	V9QNP2
208964.PA1302	A0A081HSQ1
208964.PA4331	A0A072ZD30
208964.PA1022	A0A080VN41
208964.PA1508	A0A072ZL42
208964.PA0166	A0A080VQR0
208964.PA0108	A0A0C6EJP8
208964.PA4997	A0A069Q3R9
208964.PA3736	A0A0C6EC65
208964.PA4558	A0A069Q6Q6
208964.PA4353	A0A081HT47
208964.PA3875	O54043
208964.PA2259	O84915
208964.PA3289	A0A081HKB2
208964.PA2499	A0A0C7CWE6
208964.PA4776	H2FHA9
208964.PA4410	A0A072ZEF5
208964.PA0184	A0A072ZHC1
208964.PA1224	A0A081HQT6
208964.PA4210	A0A072ZES4
208964.PA4664	A0A0C7CRR4
208964.PA0753	A0A069Q5B0
208964.PA3782	A0A0C6EBU1
208964.PA4653	A0A072ZCF9
208964.PA1784	A0A072ZHS2
208964.PA1757	A0A0C6F109
208964.PA0592	A0A0C7D279
208964.PA5497	A0A071L157
208964.PA5481	A0A072ZRU2
208964.PA5422	A0A080VS61
208964.PA1252	A0A0C6EY33
208964.PA1704	O30537
208964.PA3831	A0A080VIF6
208964.PA0696	A0A0C7CRV6
208964.PA0594	A0A072ZFQ1
208964.PA4288	A0A080VMU8
208964.PA4278	A0A0C6E9X1
208964.PA2480	A0A069PZI5
208964.PA0872	A0A069Q4X5
208964.PA0075	A0A072ZSE5
208964.PA2765	D5LRR6
208964.PA3212	A0A069Q7J5
208964.PA1254	A0A0C7D604
208964.PA4110	G3ESU3
208964.PA0156	A0A072ZSL2
208964.PA2627	A0A080VTI5
208964.PA4470	A0A069PYL7
208964.PA2580	A0A081HGE9
208964.PA0686	A0A0C6EP18
208964.PA2682	A0A0C7CX05
208964.PA1245	O33415
208964.PA2321	Q9ZIJ2
208964.PA4963	A0A072ZKD0
208964.PA1758	A0A080VCT8
208964.PA1538	A0A072ZJ40
208964.PA1648	A0A077JVR2
208964.PA3995	A0A095D6V3
208964.PA2829	A0A0C7AJ30
208964.PA4478	A0A0C7CY80
208964.PA5073	A0A069Q0S8
208964.PA3692	A0A069Q6I4
208964.PA2593	A0A069QAV2
208964.PA3100	A0A069QK70
208964.PA4095	A0A071KRZ2
208964.PA4093	A0A071KWK0
208964.PA5393	A0A071KZ05
208964.PA1593	A0A071L353
208964.PA4573	A0A071L370
208964.PA4325	A0A072ZE72
208964.PA0478	A0A072ZEW6
208964.PA5552	A0A072ZFS3
208964.PA0469	A0A072ZG07
208964.PA5554	A0A072ZGX6
208964.PA3605	A0A072ZPY8
208964.PA3344	A0A072ZR37
208964.PA4390	A0A077JMK5
208964.PA0148	A0A077JP33
208964.PA3232	A0A077JSM5
208964.PA2434	A0A077JVP7
208964.PA5273	A0A077JYV9
208964.PA1306	A0A077JZG8
208964.PA0520	A0A077T5M1
208964.PA4695	A1E449
208964.PA0893	O30507
208964.PA5147	A0A069Q0J3
208964.PA4829	A0A069Q1J3
208964.PA3678	A0A069Q5N9
208964.PA1104	A0A069Q6S7
208964.PA3481	A0A069Q6U3
208964.PA2139	A0A069Q8W4
208964.PA3578	A0A069Q902
208964.PA0405	A0A069Q958
208964.PA4984	A0A071KUB3
208964.PA4301	A0A071KXP7
208964.PA3450	A0A071KYB2
208964.PA3475	A0A071L4Y1
208964.PA4671	A0A072ZBM5
208964.PA4150	A0A072ZEX8
208964.PA1823	A0A072ZHQ9
208964.PA4941	A0A072ZJM6
208964.PA0850	A0A072ZMU5
208964.PA2657	A0A072ZP29
208964.PA3018	A0A072ZRK2
208964.PA2926	A0A072ZT12
208964.PA3174	A0A073A4H0
208964.PA0158	A0A077JGW2
208964.PA0539	A0A077JHX1
208964.PA3791	A0A077JMN2
208964.PA1209	A0A077JMW0
208964.PA2624	A0A077JVI5
208964.PA4275	A0A080VIB3
208964.PA5298	A0A080VVI8
208964.PA4355	A0A0C7ACC3
208964.PA3134	A0A0C7CSP6
208964.PA1178	Q51486
208964.PA2862	Q6B4I3
208964.PA4099	A0A069Q3J4
208964.PA3997	A0A069Q518
208964.PA0309	A0A069Q9Z9
208964.PA4676	A0A072ZBL6
208964.PA4547	A0A072ZC19
208964.PA4343	A0A072ZC64
208964.PA4111	A0A072ZDV1
208964.PA0427	A0A072ZF12
208964.PA5429	A0A072ZFI1
208964.PA0528	A0A072ZFV5
208964.PA1881	A0A072ZHL7
208964.PA5274	A0A072ZIW2
208964.PA2537	A0A072ZQR1
208964.PA2663	A0A072ZQW8
208964.PA0084	A0A072ZSF3
208964.PA1756	A0A072ZT75
208964.PA3975	A0A077JLT2
208964.PA4258	A0A077JQV6
208964.PA2749	A0A077JU28
208964.PA2541	A0A077JUS3
208964.PA2761	A0A077JZB8
208964.PA2756	A0A077JZC2
208964.PA2443	A0A077K0K0
208964.PA5407	A0A080VJK7
208964.PA2929	A0A081HM92
208964.PA3649	A5JIY6
208964.PA0619	Q9KW04
208964.PA0616	Q9S581
208964.PA4493	A0A069PYR1
208964.PA1324	A0A069Q2N0
208964.PA3313	A0A071KSG2
208964.PA0490	A0A071KY64
208964.PA2766	A0A071KZ30
208964.PA2715	A0A071L4E5
208964.PA4751	A0A072ZJW9
208964.PA2810	A0A072ZS88
208964.PA3447	A0A073A3A5
208964.PA3571	A0A077JS60
208964.PA4364	A0A077JV20
208964.PA3526	A0A077JWQ5
208964.PA2048	A0A077SUN3
208964.PA1397	A0A080VLS0
208964.PA0152	A0A0A8RB73
208964.PA5379	A0A0C6FE09
208964.PA4555	Q51537
208964.PA0789	A0A069Q592
208964.PA1920	A0A069QHB6
208964.PA3926	A0A072ZQ82
208964.PA5163	G3XCK4
208964.PA2359	A0A069PYV1
208964.PA4787	A0A069QAQ4
208964.PA3045	A0A069QJZ7
208964.PA4990	A0A071KTJ7
208964.PA0996	A0A071L3V2
208964.PA1468	A0A072ZL40
208964.PA0780	A0A072ZLP5
208964.PA3542	A0A072ZQU3
208964.PA3709	A0A077JRH5
208964.PA0023	A0A080V917
208964.PA5279	Q51565
208964.PA0082	A0A072ZH45
208964.PA1002	A0A080VNV3
208964.PA4593	A0A0C7CYP3
208964.PA2798	A0A069QKL1
208964.PA4397	A0A0C6F557
208964.PA4911	A0A0C7D5E4
208964.PA3991	A0A0A8RAE6
208964.PA2763	A0A0A8RDQ0
208964.PA1098	Q51453
208964.PA5211	A0A069Q0B5
208964.PA5195	A0A0C6F450
208964.PA0209	A0A0C7CU07
208964.PA0536	A0A0C7D2L8
208964.PA4859	A0A072ZJR9
208964.PA3848	A0A069Q5F2
208964.PA0155	A0A072ZG59
208964.PA3121	A0A072ZRE1
208964.PA4085	A0A080VAN4
208964.PA3109	Q9FAY5
208964.PA4564	A0A069PY99
208964.PA1660	A0A069Q0K3
208964.PA0125	A0A069QCW3
208964.PA1799	A0A071L4U6
208964.PA0650	A0A072ZFM2
208964.PA4938	A0A072ZKI0
208964.PA0892	A0A072ZL72
208964.PA3431	A0A072ZQB6
208964.PA4747	A0A072ZX30
208964.PA1143	A0A080VG08
208964.PA0448	A0A081HDG5
208964.PA2014	A0A0C7CSA8
208964.PA5100	A0A0C7D6X9
208964.PA4865	A0A069Q2B5
208964.PA0851	A0A069Q5L2
208964.PA3519	A0A069Q6Y1
208964.PA0407	A0A069QI07
208964.PA0937	A0A071L572
208964.PA0362	A0A072ZF62
208964.PA1582	A0A072ZI98
208964.PA5277	A0A072ZIX6
208964.PA4290	A0A072ZMP3
208964.PA3549	A0A072ZQ49
208964.PA3633	A0A072ZRC8
208964.PA4910	A0A072ZWP2
208964.PA1045	A0A072ZZ97
208964.PA0651	A0A077JL91
208964.PA0732	A0A077JPN0
208964.PA3112	A0A077JQP4
208964.PA3689	A0A077JRI9
208964.PA1892	A0A081HSY1
208964.PA2772	A0A0A8RHB7
208964.PA3422	A0A069Q7R3
208964.PA2577	A0A069QAM6
208964.PA4335	A0A071L4F4
208964.PA4067	A0A072ZF41
208964.PA5538	A0A072ZGU2
208964.PA3819	A0A072ZNQ8
208964.PA3799	A0A072ZPL8
208964.PA4632	A0A077JVV2
208964.PA5255	A0A077K0M4
208964.PA5035	P95457
208964.PA0765	Q57429
208964.PA3555	A0A069Q679
208964.PA3277	A0A069Q6X9
208964.PA0085	A0A069QCS0
208964.PA3237	A0A069QFQ1
208964.PA3274	A0A071KRY3
208964.PA4139	A0A071KV07
208964.PA4481	A0A071KWP5
208964.PA2826	A0A071KXY2
208964.PA5024	A0A071KZL4
208964.PA1244	A0A071L909
208964.PA4438	A0A072ZEG6
208964.PA1743	A0A072ZGS0
208964.PA5046	A0A072ZJG6
208964.PA4702	A0A072ZJY3
208964.PA4685	A0A072ZNB2
208964.PA2831	A0A072ZTE4
208964.PA4086	A0A077JM61
208964.PA3780	A0A077JME7
208964.PA3336	A0A077JPY0
208964.PA1294	A0A077JWP0
208964.PA1418	A0A077K3Q6
208964.PA4862	A0A077K4Z4
208964.PA4967	A0A077K5A7
208964.PA3520	A0A077SZY2
208964.PA3587	A0A087L9D9
208964.PA3639	A0A0C6F4W9
208964.PA0293	A0A0C7CRE6
208964.PA0750	A0A0C7CUG3
208964.PA1461	O87127
208964.PA5001	Q1AHB4
208964.PA2591	A0A072ZQT2
208964.PA2061	A0A0C7CV84
208964.PA0862	A0A071KXV4
208964.PA4917	A0A080VNC1
208964.PA2749	A0A0C6F2P0
208964.PA3772	A0A069Q6S1
208964.PA0433	A0A072ZG40
208964.PA4025	A0A069Q3Y7
208964.PA4424	A0A071LG66
208964.PA2936	A0A080VV28
208964.PA1513	A0A081HSN4
208964.PA3969	A0A0C6F3P9
208964.PA4595	A0A069PXD9
208964.PA1720	A0A069Q876
208964.PA2828	A0A069QE77
208964.PA1884	A0A072ZHJ3
208964.PA3720	A0A077JRR2
208964.PA4206	A0A081HJY2
208964.PA2376	A0A072ZP28
208964.PA4649	A0A077JWU7
208964.PA5305	A0A072ZUD8
208964.PA0778	A0A069Q4L8
208964.PA1882	A0A069Q7Y4
208964.PA2985	A0A069QB41
208964.PA2881	A0A069QBF4
208964.PA0818	A0A071L1P9
208964.PA4693	A0A071L2D3
208964.PA3163	A0A071L480
208964.PA3006	A0A071LFB2
208964.PA4159	A0A072ZCL4
208964.PA5426	A0A072ZFF8
208964.PA0233	A0A072ZHG6
208964.PA0885	A0A072ZMR6
208964.PA0738	A0A072ZN08
208964.PA4291	A0A077JQC2
208964.PA3209	A0A077JT93
208964.PA2259	A0A077JTV7
208964.PA1845	A0A077K298
208964.PA0275	A0A080VNM7
208964.PA4780	A0A069Q1N2
208964.PA0797	A0A069Q4N7
208964.PA3770	A0A069Q6I8
208964.PA1234	A0A071KSH1
208964.PA3918	A0A0A8RAK1
208964.PA5292	A0A071KZS3
208964.PA2950	A0A069QB06
208964.PA3171	A0A069QBP8
208964.PA1034	A0A071LDZ3
208964.PA4682	A0A072ZDH6
208964.PA4428	A0A072ZEF6
208964.PA4987	A0A072ZJK1
208964.PA4531	A0A072ZPP5
208964.PA3251	A0A087L9F7
208964.PA5527	A0A0C6F568
208964.PA1431	Q9X7H4
208964.PA5462	A0A069PWY9
208964.PA4452	A0A069PXU0
208964.PA1501	A0A069Q3T6
208964.PA0096	A0A077JNX4
208964.PA3572	A0A080VTC1
208964.PA3479	B7VGG0
208964.PA0951	A0A0C7D4C0
208964.PA5405	A0A071KWW9
208964.PA1185	A0A080VZV3
208964.PA4586	A0A069PYG0
208964.PA1709	G3XCM5
208964.PA4828	A0A0C7D5E9
208964.PA1103	A0A069Q471
208964.PA0397	A0A069QI16
208964.PA4796	A0A071KW06
208964.PA3955	A0A071KW60
208964.PA1625	A0A077JVT0
208964.PA1621	A0A077K374
208964.PA3525	A0A071KY67
208964.PA5559	A0A071L4K0
208964.PA5547	A0A071LFS8
208964.PA3953	A0A072ZD22
208964.PA0086	A0A072ZH46
208964.PA0194	A0A072ZHC9
208964.PA3241	A0A072ZSB1
208964.PA1074	A0A072ZZ69
208964.PA3675	A0A077JRU6
208964.PA5441	A0A080VRI2
208964.PA1119	A0A072ZMM0
208964.PA0869	A0A0C6EZG9
208964.PA0520	A0A069Q906
208964.PA2970	A0A069QB25
208964.PA2031	A0A069QB62
208964.PA3219	A0A071KZC8
208964.PA3945	A0A071L1Q0
208964.PA5475	A0A071LGX1
208964.PA5469	A0A072ZFJ6
208964.PA0056	A0A072ZH35
208964.PA0210	A0A072ZHE2
208964.PA1315	A0A072ZII7
208964.PA1506	A0A072ZK09
208964.PA1053	A0A072ZKU5
208964.PA0073	A0A077JNV2
208964.PA0753	A0A077JPY8
208964.PA3561	A0A077JRY5
208964.PA1641	A0A0C7CXJ7
208964.PA5390	A0A081HQI5
208964.PA3733	A0A0A8REU1
208964.PA1130	D2EDQ1
208964.PA3634	A0A071KXG9
208964.PA4765	A0A080VEL1
208964.PA4016	A0A080VK93
208964.PA0988	Q7WZ14
208964.PA0615	A0A080VQ82
208964.PA5356	A0A080VR72
208964.PA0048	A0A0C7CX65
208964.PA3876	A0A072ZED4
208964.PA3378	A0A072ZQF1
208964.PA3568	A0A081HL23
208964.PA2383	A0A0C7CW81
208964.PA3410	A0A0C7CU03
208964.PA0526	Q51442
208964.PA5313	A0A069Q0P3
208964.PA2528	A0A069QB48
208964.PA3690	A0A069Q6A9
208964.PA2700	A0A069QCK8
208964.PA0978	A0A0C6EYB6
208964.PA2337	A0A069PX90
208964.PA0441	A0A069Q911
208964.PA2309	A0A071KXU6
208964.PA2808	A0A072ZTM0
208964.PA3826	A0A077JM96
208964.PA3789	A0A077JMD6
208964.PA5560	A0A077K7G3
208964.PA2342	A0A080VBN8
208964.PA1573	A0A081HP79
208964.PA4254	E2RXT5
208964.PA5445	A0A069PXX9
208964.PA5215	A0A069Q2Z5
208964.PA2273	A0A069Q7J1
208964.PA0969	A0A072ZMZ1
208964.PA2630	A0A077JUJ5
208964.PA4328	A0A081HT22
208964.PA4098	A0A069QC10
208964.PA5413	A0A071KYD4
208964.PA2577	A0A071L2D4
208964.PA4295	A0A077JPT5
208964.PA0978	A0A077JRP9
208964.PA2491	A0A077JVU5
208964.PA0212	A0A0C6EV56
208964.PA4116	A0A0C7AN49
208964.PA4559	A0A069PYA8
208964.PA5543	A0A069Q5Z4
208964.PA2971	A0A071KWY0
208964.PA1790	A0A071L0K3
208964.PA5305	A0A071L1N2
208964.PA0365	A0A072ZF18
208964.PA3202	A0A072ZRX0
208964.PA1145	A0A069Q4Z4
208964.PA4930	A0A072ZWM5
208964.PA3679	A0A080VTZ6
208964.PA3129	A0A071KV75
208964.PA3454	A0A080VJL3
208964.PA4208	G3XCL5
208964.PA5514	Q6PL75
208964.PA1067	A0A069QCY6
208964.PA2283	A0A080VBM1
208964.PA1829	A0A069PYS7
208964.PA1203	A0A069QCN4
208964.PA5512	A0A080VSX3
208964.PA2844	A0A0C7D0J8
208964.PA0736	A0A069Q772
208964.PA1995	A0A0C6EJ52
208964.PA0486	A0A072ZES0
208964.PA1249	Q4Z8K9
208964.PA1421	A0A072ZL48
208964.PA3427	A0A080VJV1
208964.PA0703	A0A080VKK6
208964.PA3448	A0A069QG91
208964.PA1733	A0A072ZT93
208964.PA3724	A9QUN1
208964.PA0707	B0FP55
208964.PA5514	Q6PL88
208964.PA4229	A0A069Q807
208964.PA5509	A0A072ZGR8
208964.PA1384	A0A080VM56
208964.PA0564	A0A080VND1
208964.PA3889	A0A069QBS6
208964.PA4467	A0A0A8RHC5
208964.PA2093	A0A069Q803
208964.PA2068	A0A069QAR0
208964.PA2683	A0A069QIW9
208964.PA4001	A0A071KW28
208964.PA3666	A0A071KTL4
208964.PA1183	A0A071KTM7
208964.PA5537	A0A071L8X2
208964.PA3341	A0A071LBH5
208964.PA0725	A0A0C6F0J2
208964.PA2095	A0A069Q8F8
208964.PA5214	A0A077T5G5
208964.PA4873	A0A080VI98
208964.PA0902	O50178
208964.PA2879	A0A069QKB9
208964.PA2759	A0A071KZC1
208964.PA1692	A0A071L1G9
208964.PA4620	A0A071LEG1
208964.PA1815	A0A072ZGL5
208964.PA3832	A0A072ZNP8
208964.PA0895	A0A077JU52
208964.PA3010	A0A077JYE7
208964.PA1791	A0A080VHX6
208964.PA0029	A0A080VZX5
208964.PA1905	O69755
208964.PA4194	A0A072ZCI2
208964.PA3846	A0A072ZP93
208964.PA2192	A0A0C6FAP4
208964.PA3388	A0A080VNW8
208964.PA2866	A0A080VLI3
208964.PA5226	A0A0A8RJB7
208964.PA4092	A0A072ZDW9
208964.PA4143	A0A072ZPV3
208964.PA3301	A0A072ZS72
208964.PA2328	A0A0C7CWG7
208964.PA1422	A0A072ZLI5
208964.PA3401	A0A080VZ32
208964.PA2004	A0A0C7CSV8
208964.PA0474	A0A077JQ75
208964.PA4836	A0A0C7D745
208964.PA2353	A0A080VGD3
208964.PA2994	A0A080VVY4
208964.PA5514	Q6PL76
208964.PA5432	A0A069PXW5
208964.PA1616	A0A069PZD3
208964.PA1814	A0A069PZP2
208964.PA2136	A0A069QAY9
208964.PA3470	A0A072ZRM0
208964.PA1728	A0A072ZT99
208964.PA3385	Q9RPY7
208964.PA4349	A0A069PY85
208964.PA1618	A0A069Q057
208964.PA3225	A0A069Q7A2
208964.PA4665	A0A071L2N7
208964.PA1075	A0A072ZLD1
208964.PA4131	A0A077JLH0
208964.PA2867	A0A0C7AJ79
208964.PA2522	A0A0C7CYD1
208964.PA2432	A0A069PWT2
208964.PA1659	A0A069Q8T4
208964.PA0173	A0A069QCC7
208964.PA1410	A0A069QCD2
208964.PA2486	A0A072ZNP5
208964.PA1142	A0A069Q6V8
208964.PA0368	A0A069Q9H7
208964.PA2742	A0A069QC44
208964.PA3004	A0A071KSU7
208964.PA3746	A0A071KXM5
208964.PA3140	A0A071L2L6
208964.PA0967	A0A071LHH1
208964.PA1767	A0A072ZGQ3
208964.PA1700	A0A072ZI04
208964.PA2534	A0A072ZN71
208964.PA5496	A0A072ZRV4
208964.PA0465	A0A077JKV5
208964.PA4498	A0A077JQA2
208964.PA4334	A0A077JQE2
208964.PA3853	A0A081HNK4
208964.PA0195.1	A0A0C7CTM4
208964.PA0891	O50184
208964.PA0430	A0A069Q923
208964.PA0581	A0A069QA39
208964.PA0515	A0A071KTX5
208964.PA2242	A0A072ZP69
208964.PA0535	A0A072ZR38
208964.PA0162	A0A069QD10
208964.PA3620	E7EAT1
208964.PA4377	A0A069Q0V5
208964.PA5280	A0A080VG53
208964.PA1063	A0A0A8RNX9
208964.PA5514	Q6PL66
208964.PA0923	A0A069Q7R4
208964.PA1773	Q9ZIH2
208964.PA4374	A0A069PZ62
208964.PA5281	A0A080VJ85
208964.PA2702	A0A0C7CS93
208964.PA3797	A0A069Q6E8
208964.PA0307	A0A0A8RC64
208964.PA4020	A0A072ZF78
208964.PA4002	A0A072ZF87
208964.PA1322	A0A0C6F788
208964.PA4672	A0A071L4J3
208964.PA4648	A0A072ZCG2
208964.PA1648	A0A080VJJ7
208964.PA4215	C7AUN6
208964.PA5514	C6JVZ7
208964.PA5514	C6JW02
208964.PA3168	B3VKA0
208964.PA4110	D0EJY7
208964.PA4110	G3ESU1
208964.PA3476	B6E4Z4
208964.PA2003	Q6ZXQ5
208964.PA3168	K0J441
208964.PA0190	Q6ZXW2
208964.PA4385	H6VX42
208964.PA3168	K0J6S9
208964.PA4110	Q8RL91
208964.PA2020	K0J489
208964.PA4110	Q8RMP1
208964.PA2385	C9DRV6
208964.PA4964	K0J3W4
208964.PA0762	A2SVT4
208964.PA4270	G3M0Q8
208964.PA0621	A5A5F3
208964.PA3769	Q1WK29
208964.PA3769	B6CVU0
208964.PA3477	B6E4Z5
208964.PA0519	Q2EF52
208964.PA4946	B6CVX4
208964.PA2195	A3RF08
208964.PA2398	B8Q4I1
208964.PA3154	Q51365
208964.PA5427	Q6ZXP9
208964.PA4270	I1V4P2
208964.PA0424	K0J8S2
208964.PA2194	A3RF05
208964.PA3617	C7AUE0
208964.PA0004	F5A8E7
208964.PA1525	Q933R0
208964.PA2574	Q933H2
208964.PA3162	Q8G8C9
208964.PA0424	K0J8R9
208964.PA4946	A0A077D239
208964.PA0609	I3TC48
208964.PA0025	Q1WK30
208964.PA1523	Q6ZXL7
208964.PA1148	A0A068ETL4
208964.PA4946	A0A077CZC7
208964.PA0354	D5K8C3
208964.PA0519	G4WD81
208964.PA0887	I3TC45
208964.PA4696	A1E451
208964.PA3478	D2EDM3
208964.PA4270	C7AUJ4
208964.PA5514	Q6PLK5
208964.PA2020	K0J6V9
208964.PA0707	B0FP71
208964.PA4524	Q932Z0
208964.PA0004	C7AUM1
208964.PA2639	A0A077D263
208964.PA3841	Q933J5
208964.PA4212	A3RF12
208964.PA2191	S5YAU3
208964.PA2191	S5Z1Y1
208964.PA1180	C7EDC5
208964.PA1148	K7R3K2
208964.PA2191	S5YH80
208964.PA3004	Q6ZXN2
208964.PA0025	Q6ZXN9
208964.PA5554	C7AUG7
208964.PA2191	S5YAV0
208964.PA2396	Q5DIT2
208964.PA2342	Q6ZXS0
208964.PA0004	Q9EU61
208964.PA0609	B6CXM2
208964.PA2003	Q6ZXR0
208964.PA0887	B6CW11
208964.PA5514	C6JVZ2
208964.PA3478	D2EDM6
208964.PA0004	I1V4S0
208964.PA3620	E7EAS7
208964.PA0649	Q9K2H9
208964.PA0887	B6CW08
208964.PA5514	Q6PL69
208964.PA1523	Q6ZXM4
208964.PA1770	I3TC47
208964.PA3478	Q51560
208964.PA1700	O30533
208964.PA3617	D5JWC0
208964.PA0424	K0J6W1
208964.PA1770	B6CXQ6
208964.PA3168	K0J7D3
208964.PA2342	Q6ZXR9
208964.PA1148	R9RGK6
208964.PA3476	D2EDP6
208964.PA4213	A3RF16
208964.PA0356	D5K8C0
208964.PA3168	K0J6R7
208964.PA0424	K0J7I6
208964.PA0609	B6CXM6
208964.PA2003	Q6ZXR3
208964.PA0576	Q9EU01
208964.PA2639	B6CXU0
208964.PA0519	Q9R348
208964.PA0609	B6CXP8
208964.PA0424	D1LZH9
208964.PA4525	Q5DVX0
208964.PA3168	K0J448
208964.PA1523	Q6ZXM6
208964.PA4514	O68590
208964.PA4168	B8Q4I6
208964.PA0004	F5A8E2
208964.PA0973	I1SXZ2
208964.PA2191	S5YH71
208964.PA3146	Q8KHL1
208964.PA3141	Q8KHM9
208964.PA3141	Q8KHA8
208964.PA3162	Q8KH96
208964.PA3141	Q8KH21
208964.PA3141	Q8KI35
208964.PA3145	Q51364
208964.PA3157	Q8KI23
208964.PA4761	A0A059XSU0
208964.PA0973	Q51489
208964.PA4385	Q8KPA5
208964.PA1777	X2IW08
208964.PA3147	Q8KHF4
208964.PA2191	S5Z1W1
208964.PA4385	P75021
208964.PA1148	A0A068ETW0
208964.PA4110	D0EJY3
208964.PA0763	Q51378
208964.PA3150	Q8KID0
208964.PA3155	Q8KIB4
208964.PA0576	I1V4L3
208964.PA3141	Q8KHF5
208964.PA0721	C6JW47
208964.PA0717	C6JW51
208964.PA0720	C6JW48
208964.PA0719	C6JW49
208964.PA0004	F5A8F0
208964.PA0726	C6JW42
208964.PA0724	C6JW44
208964.PA0718	C6JW50
208964.PA1458	O87124
208964.PA1631	A0A077K366
208964.PA4550	Q59652
208964.PA2488	A0A077JT66
208964.PA0219	A0A069QCT7
208964.PA2238	A0A080V8T5
208964.PA3705	A0A080VBJ6
208964.PA0022	A0A080VFQ9
208964.PA0049	A0A080VHK6
208964.PA4651	A0A080VV31
208964.PA3076	A0A080VYI5
208964.PA1957	A0A087L8L9
208964.PA3019	A0A0A8RCR7
208964.PA3874	A0A0A8RDR8
208964.PA3751	A0A0A8REE6
208964.PA2891	A0A0A8RGQ3
208964.PA2940	A0A0A8RGY8
208964.PA5410	A0A0A8RJM7
208964.PA5396	A0A0A8RJP8
208964.PA4397	A0A0A8RLI7
208964.PA0744	A0A0A8RLV6
208964.PA4304	A0A0A8RLW5
208964.PA4418	A0A0A8RLY9
208964.PA0792	A0A0A8RM00
208964.PA4368	A0A0A8RM47
208964.PA0812	A0A0A8RMG1
208964.PA0882	A0A0A8RMS7
208964.PA1237	A0A0A8RNR5
208964.PA1280	A0A0A8RNV5
208964.PA1519	A0A0A8RNZ0
208964.PA1549	A0A0A8RPR9
208964.PA1770	A0A0A8RPU8
208964.PA1841	A0A0A8RQ77
208964.PA2044	A0A0A8RQX6
208964.PA2228	A0A0A8RRG9
208964.PA2301	A0A0A8RRN8
208964.PA2635	A0A0A8RT03
208964.PA2650	A0A0A8RT22
208964.PA0740	A0A069Q776
208964.PA0252	A0A069QCQ8
208964.PA2590	A0A072ZNU6
208964.PA4890	A0A072ZWQ8
208964.PA3623	A0A080VDY7
208964.PA3856	A0A080VEP4
208964.PA4582	A0A080VLI8
208964.PA3774	A0A080VMN8
208964.PA1166	A0A080VNV8
208964.PA5533	A0A080VPM9
208964.PA2783	A0A080VQX0
208964.PA4879	A0A080VU28
208964.PA2810	A0A080VVK8
208964.PA5219	A0A080VXN9
208964.PA1416	A0A080W0V3
208964.PA0119	A0A0A8R9B9
208964.PA0178	A0A0A8R9E1
208964.PA3926	A0A0A8RAH9
208964.PA0043	A0A0A8RAX0
208964.PA3592	A0A0A8RB76
208964.PA0155	A0A0A8RBM6
208964.PA3583	A0A0A8RFM2
208964.PA5514	A0A0A8RFR7
208964.PA3230	A0A0A8RGN5
208964.PA4490	A0A0A8RH90
208964.PA2961	A0A0A8RHA5
208964.PA4806	A0A0A8RHZ5
208964.PA0884	A0A0A8RIU8
208964.PA0950	A0A0A8RJ18
208964.PA1182	A0A0A8RJQ9
208964.PA1268	A0A0A8RJY2
208964.PA1405	A0A0A8RK27
208964.PA1435	A0A0A8RK60
208964.PA1321	A0A0A8RKI7
208964.PA1688	A0A0A8RL61
208964.PA0699	A0A0A8RMJ0
208964.PA1441	A0A0A8RPM7
208964.PA1298	A0A0A8RPW7
208964.PA2001	A0A0A8RQU6
208964.PA4327	A0A069PZ24
208964.PA0010	A0A069PZF7
208964.PA5372	A0A069Q5G9
208964.PA2945	A0A069QDA4
208964.PA4603	A0A072ZCR0
208964.PA0452	A0A080VM77
208964.PA3384	A0A080VSB5
208964.PA3535	A0A0A8RFA5
208964.PA4282	A0A0A8RHZ4
208964.PA5177	A0A0A8RJQ4
208964.PA4413	A0A0A8RLZ6
208964.PA0766	A0A0A8RMV9
208964.PA2079	A0A0A8RRC1
208964.PA3567	A0A069Q695
208964.PA2029	A0A069Q942
208964.PA1228	A0A069QCR1
208964.PA3414	A0A069QG59
208964.PA0145	A0A072ZG51
208964.PA1026	A0A072ZLE1
208964.PA2169	A0A080V0J3
208964.PA4316	A0A080VDA7
208964.PA2288	A0A080VG95
208964.PA0147	A0A080VKR0
208964.PA5112	A0A080VLY1
208964.PA4548	A0A080VMP9
208964.PA3847	A0A080VP18
208964.PA0894	A0A080VUJ4
208964.PA3308	A0A080VXY1
208964.PA2060	A0A087L8K0
208964.PA5206	A0A087L9C9
208964.PA3958	A0A087L9E8
208964.PA0536	A0A0A8R9V3
208964.PA4159	A0A0A8RA55
208964.PA0081	A0A0A8RAR0
208964.PA0098	A0A0A8RBG4
