10090.ENSMUSP00000018470	Q9CQV8
10090.ENSMUSP00000100553	Q9D7J7
10090.ENSMUSP00000093992	Q8BFS6
10090.ENSMUSP00000071794	Q9EPU4
10090.ENSMUSP00000047797	O35218
10090.ENSMUSP00000068148	Q9QXK7
10090.ENSMUSP00000069243	Q8BQZ5
10090.ENSMUSP00000034204	Q9CQF3
10090.ENSMUSP00000068408	Q6NVF9
10090.ENSMUSP00000038958	Q8BTV2
10090.ENSMUSP00000027144	Q8C196
10090.ENSMUSP00000025835	P97742
10090.ENSMUSP00000104936	Q924X2
10090.ENSMUSP00000069539	Q8BGD5
10090.ENSMUSP00000030345	P52825
10090.ENSMUSP00000030950	Q8BS40
10090.ENSMUSP00000131462	Q9D3S9
10090.ENSMUSP00000098827	Q3V0P1
10090.ENSMUSP00000028897	Q9Z100
10090.ENSMUSP00000033149	Q9D2L5
10090.ENSMUSP00000043724	Q3UZA1
10090.ENSMUSP00000053087	Q5ND19
10090.ENSMUSP00000042098	Q8C1R3
10090.ENSMUSP00000097961	Q32P12
10090.ENSMUSP00000059143	Q9D6W8
10090.ENSMUSP00000042277	Q3TYS2
10090.ENSMUSP00000018623	Q9D979
10090.ENSMUSP00000098184	Q3V3I5
10090.ENSMUSP00000051204	Q8C5U4
10090.ENSMUSP00000056084	Q5QR91
10090.ENSMUSP00000042025	Q6PIX9
10090.ENSMUSP00000021135	Q8BZR9
10090.ENSMUSP00000101830	A2AMZ4
10090.ENSMUSP00000051211	Q7TNS8
10090.ENSMUSP00000103202	Q9DAQ5
10090.ENSMUSP00000101938	Q9CX63
10090.ENSMUSP00000097947	A2AG06
10090.ENSMUSP00000010985	Q9DAN9
10090.ENSMUSP00000027125	Q3THF9
10090.ENSMUSP00000095251	Q5XFZ0
10090.ENSMUSP00000074225	Q8BH50
10090.ENSMUSP00000040450	Q91WE4
10090.ENSMUSP00000131134	G3UWD5
10090.ENSMUSP00000080938	P19070
10090.ENSMUSP00000028663	Q9Z125
10090.ENSMUSP00000040208	Q8BH52
10090.ENSMUSP00000112836	Q91XE9
10090.ENSMUSP00000029547	Q9D2A5
10090.ENSMUSP00000044858	Q8R555
10090.ENSMUSP00000050295	O88843
10090.ENSMUSP00000107653	P51437
10090.ENSMUSP00000077693	P02525
10090.ENSMUSP00000006721	Q9JJV1
10090.ENSMUSP00000083826	Q9JJV0
10090.ENSMUSP00000031286	Q9WVJ5
10090.ENSMUSP00000031295	P62696
10090.ENSMUSP00000075440	Q9JJU9
10090.ENSMUSP00000137452	Q80W49
10090.ENSMUSP00000035304	Q32M00
10090.ENSMUSP00000061604	Q8C7D2
10090.ENSMUSP00000043588	O35486
10090.ENSMUSP00000058169	Q8BWG9
10090.ENSMUSP00000056193	Q920C1
10090.ENSMUSP00000032977	Q8VEA6
10090.ENSMUSP00000059973	Q01147
10090.ENSMUSP00000038532	Q8K1L0
10090.ENSMUSP00000107060	O88668
10090.ENSMUSP00000052871	Q8BGC9
10090.ENSMUSP00000032422	Q91XD7
10090.ENSMUSP00000024042	Q9CYA0
10090.ENSMUSP00000121233	P27699
10090.ENSMUSP00000059102	Q8CDG5
10090.ENSMUSP00000041288	Q8BW22
10090.ENSMUSP00000091455	P35347
10090.ENSMUSP00000003568	Q60748
10090.ENSMUSP00000061185	Q8CIT0
10090.ENSMUSP00000058548	P04345
10090.ENSMUSP00000027090	P04344
10090.ENSMUSP00000109698	Q61597
10090.ENSMUSP00000045327	P04342
10090.ENSMUSP00000084617	Q03740
10090.ENSMUSP00000027082	Q9CXV3
10090.ENSMUSP00000035860	Q8VHL5
10090.ENSMUSP00000042578	Q60571
10090.ENSMUSP00000108117	Q9JLL0
10090.ENSMUSP00000006523	P63254
10090.ENSMUSP00000081943	Q9DCT8
10090.ENSMUSP00000024959	O70333
10090.ENSMUSP00000026498	Q03401
10090.ENSMUSP00000024724	P16563
10090.ENSMUSP00000026499	Q03402
10090.ENSMUSP00000006293	P47941
10090.ENSMUSP00000017920	Q64010
10090.ENSMUSP00000092686	Q8CGD2
10090.ENSMUSP00000104600	Q8BZQ2
10090.ENSMUSP00000008032	Q9JM58
10090.ENSMUSP00000036326	Q8CII9
10090.ENSMUSP00000060028	Q9Z2L7
10090.ENSMUSP00000028835	Q80ZM8
10090.ENSMUSP00000073060	Q6PG95
10090.ENSMUSP00000001818	P63154
10090.ENSMUSP00000131624	Q6ZPS2
10090.ENSMUSP00000099549	Q8CJ40
10090.ENSMUSP00000044665	P14847
10090.ENSMUSP00000105043	A2A5I3
10090.ENSMUSP00000034519	Q149L7
10090.ENSMUSP00000081941	Q9CYD3
10090.ENSMUSP00000075916	Q68ED7
10090.ENSMUSP00000029545	Q3U182
10090.ENSMUSP00000113540	Q91X84
10090.ENSMUSP00000045363	Q9D1E4
10090.ENSMUSP00000060769	Q8VHS2
10090.ENSMUSP00000058007	Q80YA8
10090.ENSMUSP00000071729	Q8QZT4
10090.ENSMUSP00000126642	O54751
10090.ENSMUSP00000020227	P97784
10090.ENSMUSP00000088047	Q9R194
10090.ENSMUSP00000019192	P24622
10090.ENSMUSP00000034562	P23927
10090.ENSMUSP00000022517	Q99KP3
10090.ENSMUSP00000033198	O54983
10090.ENSMUSP00000070449	Q8WUR0
10090.ENSMUSP00000037758	Q9DAZ5
10090.ENSMUSP00000020341	Q9D7E4
10090.ENSMUSP00000044129	Q9D735
10090.ENSMUSP00000063244	Q922C1
10090.ENSMUSP00000066803	Q8R3Y5
10090.ENSMUSP00000058283	Q8BGX2
10090.ENSMUSP00000113651	Q6DIA7
10090.ENSMUSP00000074670	Q9CYZ6
10090.ENSMUSP00000045384	Q8CAK3
10090.ENSMUSP00000134671	Q8CF25
10090.ENSMUSP00000104172	Q6DI92
10090.ENSMUSP00000020456	A6H6Q4
10090.ENSMUSP00000103566	D3Z070
10090.ENSMUSP00000135834	H3BKT1
10090.ENSMUSP00000125531	Q8CG14
10090.ENSMUSP00000066999	Q8CFG8
10090.ENSMUSP00000075716	Q02862
10090.ENSMUSP00000072352	P02664
10090.ENSMUSP00000023805	Q9DBE0
10090.ENSMUSP00000105816	Q8CBX0
10090.ENSMUSP00000027800	Q91YT8
10090.ENSMUSP00000109151	Q3TWI9
10090.ENSMUSP00000044441	Q91YQ3
10090.ENSMUSP00000029446	Q91W50
10090.ENSMUSP00000099504	Q9QXT8
10090.ENSMUSP00000025523	P09581
10090.ENSMUSP00000014743	P07141
10090.ENSMUSP00000075423	Q00941
10090.ENSMUSP00000019060	P01587
10090.ENSMUSP00000030673	P40223
10090.ENSMUSP00000037762	P09920
10090.ENSMUSP00000096829	Q60737
10090.ENSMUSP00000055919	O54833
10090.ENSMUSP00000025246	P67871
10090.ENSMUSP00000024958	Q6P9K8
10090.ENSMUSP00000041328	Q8VHK1
10090.ENSMUSP00000111096	O70589
10090.ENSMUSP00000034863	P41241
10090.ENSMUSP00000080751	Q923L3
10090.ENSMUSP00000098235	Q80T79
10090.ENSMUSP00000137122	Q6RUT7
10090.ENSMUSP00000133855	Q99LD4
10090.ENSMUSP00000028635	P61202
10090.ENSMUSP00000019517	O88543
10090.ENSMUSP00000048416	O88544
10090.ENSMUSP00000027050	O35864
10090.ENSMUSP00000019638	O88545
10090.ENSMUSP00000108058	Q9CZ04
10090.ENSMUSP00000027446	Q8BV13
10090.ENSMUSP00000035884	Q8VBV7
10090.ENSMUSP00000105173	Q62059
10090.ENSMUSP00000038909	Q8VHY0
10090.ENSMUSP00000035058	Q71M36
10090.ENSMUSP00000068804	B2RX88
10090.ENSMUSP00000136885	Q99388
10090.ENSMUSP00000028911	Q8CID0
10090.ENSMUSP00000035101	P59054
10090.ENSMUSP00000052144	Q8BGQ2
10090.ENSMUSP00000055719	P59055
10090.ENSMUSP00000027677	P97315
10090.ENSMUSP00000020403	P97314
10090.ENSMUSP00000032658	P50462
10090.ENSMUSP00000028934	Q9D269
10090.ENSMUSP00000126008	Q9DAN8
10090.ENSMUSP00000036005	Q80ZN5
10090.ENSMUSP00000028933	Q8VII3
10090.ENSMUSP00000028931	P32766
10090.ENSMUSP00000028935	Q9Z0H6
10090.ENSMUSP00000112076	Q99LC2
10090.ENSMUSP00000033609	Q8BIQ5
10090.ENSMUSP00000028599	Q99LI7
10090.ENSMUSP00000093831	Q8C7E9
10090.ENSMUSP00000036962	Q9EPL2
10090.ENSMUSP00000035027	Q9ER65
10090.ENSMUSP00000008297	Q99JH7
10090.ENSMUSP00000029165	Q9CQT9
10090.ENSMUSP00000099477	Q9D1K7
10090.ENSMUSP00000029023	Q9DA42
10090.ENSMUSP00000046992	Q7TT23
10090.ENSMUSP00000056320	Q80WB0
10090.ENSMUSP00000057009	Q9D112
10090.ENSMUSP00000076751	Q99LJ0
10090.ENSMUSP00000029178	Q9CWL8
10090.ENSMUSP00000078682	O88712
10090.ENSMUSP00000130294	P56546
10090.ENSMUSP00000112063	Q5SUQ9
10090.ENSMUSP00000091845	A2APF3
10090.ENSMUSP00000005841	Q61164
10090.ENSMUSP00000038938	Q7TSG2
10090.ENSMUSP00000027367	P58466
10090.ENSMUSP00000100891	Q8BX07
10090.ENSMUSP00000072852	P58465
10090.ENSMUSP00000043896	Q8BIW9
10090.ENSMUSP00000049161	Q60753
10090.ENSMUSP00000075459	P83714
10090.ENSMUSP00000135029	P0CG15
10090.ENSMUSP00000070572	Q8R311
10090.ENSMUSP00000020171	P29268
10090.ENSMUSP00000070018	Q9D1D6
10090.ENSMUSP00000129974	Q6PEE2
10090.ENSMUSP00000099975	Q6X893
10090.ENSMUSP00000021880	P12399
10090.ENSMUSP00000021884	P12400
10090.ENSMUSP00000034697	Q8BY89
10090.ENSMUSP00000040210	Q921V7
10090.ENSMUSP00000007249	Q91VA1
10090.ENSMUSP00000087394	Q5RJI2
10090.ENSMUSP00000027164	P09793
10090.ENSMUSP00000049007	P26231
10090.ENSMUSP00000124376	Q61301
10090.ENSMUSP00000074606	Q65CL1
10090.ENSMUSP00000007130	Q02248
10090.ENSMUSP00000064518	P30999
10090.ENSMUSP00000080427	O35927
10090.ENSMUSP00000036487	O88327
10090.ENSMUSP00000006103	P57757
10090.ENSMUSP00000092205	Q0V8T9
10090.ENSMUSP00000083944	Q0V8T8
10090.ENSMUSP00000075416	Q0V8T7
10090.ENSMUSP00000046714	Q09143
10090.ENSMUSP00000096414	P18581
10090.ENSMUSP00000073582	P70423
10090.ENSMUSP00000067243	Q8BLQ7
10090.ENSMUSP00000005749	Q62018
10090.ENSMUSP00000034435	Q9CR35
10090.ENSMUSP00000039879	Q3SYP2
10090.ENSMUSP00000062049	P49025
10090.ENSMUSP00000045233	E9Q355
10090.ENSMUSP00000052285	C6KI89
10090.ENSMUSP00000047543	Q8BG15
10090.ENSMUSP00000045430	Q91ZR5
10090.ENSMUSP00000037222	A2ARP9
10090.ENSMUSP00000021961	Q80W99
10090.ENSMUSP00000051694	Q8BVN3
10090.ENSMUSP00000052089	A2RTF1
10090.ENSMUSP00000108603	E9Q9F6
10090.ENSMUSP00000088089	B9EJA2
10090.ENSMUSP00000036770	Q99J10
10090.ENSMUSP00000112113	Q3U308
10090.ENSMUSP00000057115	Q8K129
10090.ENSMUSP00000097051	Q3URE8
10090.ENSMUSP00000089507	Q8BXZ0
10090.ENSMUSP00000101036	Q8C6G1
10090.ENSMUSP00000023694	Q8BL95
10090.ENSMUSP00000040111	Q9D4G1
10090.ENSMUSP00000049694	Q8CDS7
10090.ENSMUSP00000089009	Q9JLB4
10090.ENSMUSP00000018522	Q8R3V6
10090.ENSMUSP00000053469	Q9CXX9
10090.ENSMUSP00000031697	Q9WTX6
10090.ENSMUSP00000125403	Q9D4H8
10090.ENSMUSP00000130738	Q9JLV5
10090.ENSMUSP00000016680	Q3TCH7
10090.ENSMUSP00000059276	A2A432
10090.ENSMUSP00000034529	Q9D5V5
10090.ENSMUSP00000049128	Q8VE73
10090.ENSMUSP00000067736	Q80TT8
10090.ENSMUSP00000025027	Q9CQ89
10090.ENSMUSP00000107678	Q9D8X1
10090.ENSMUSP00000083497	P70298
10090.ENSMUSP00000037168	P70412
10090.ENSMUSP00000060363	Q3U595
10090.ENSMUSP00000004200	Q9JHS9
10090.ENSMUSP00000064947	Q8C5N3
10090.ENSMUSP00000018685	Q9DBF7
10090.ENSMUSP00000022228	Q3TKY6
10090.ENSMUSP00000109609	Q9D3J9
10090.ENSMUSP00000108083	A2AG58
10090.ENSMUSP00000059095	Q8C5K5
10090.ENSMUSP00000052765	Q9D1F3
10090.ENSMUSP00000094154	Q9D454
10090.ENSMUSP00000040134	Q8VDP2
10090.ENSMUSP00000108653	Q8C779
10090.ENSMUSP00000098910	Q3V2K1
10090.ENSMUSP00000063986	Q9Z0D9
10090.ENSMUSP00000047661	P43024
10090.ENSMUSP00000033049	P43023
10090.ENSMUSP00000075150	P56391
10090.ENSMUSP00000064988	Q80ZN9
10090.ENSMUSP00000096193	P56392
10090.ENSMUSP00000034881	P48771
10090.ENSMUSP00000061742	Q9WUS4
10090.ENSMUSP00000064536	P23242
10090.ENSMUSP00000059587	Q64448
10090.ENSMUSP00000062320	P28235
10090.ENSMUSP00000088264	Q01231
10090.ENSMUSP00000069187	Q6S5G4
10090.ENSMUSP00000049532	P28236
10090.ENSMUSP00000023572	P97792
10090.ENSMUSP00000062723	P28230
10090.ENSMUSP00000054343	Q00977
10090.ENSMUSP00000046755	P28231
10090.ENSMUSP00000053307	Q02738
10090.ENSMUSP00000045325	Q02739
10090.ENSMUSP00000035630	P70689
10090.ENSMUSP00000074885	P10889
10090.ENSMUSP00000031326	Q6W5C0
10090.ENSMUSP00000031318	P50228
10090.ENSMUSP00000108716	P18340
10090.ENSMUSP00000049714	Q810W6
10090.ENSMUSP00000027372	P35343
10090.ENSMUSP00000052444	O88410
10090.ENSMUSP00000053489	P70658
10090.ENSMUSP00000050444	Q04683
10090.ENSMUSP00000060776	Q9EQ16
10090.ENSMUSP00000087742	O54851
10090.ENSMUSP00000055246	Q91YD1
10090.ENSMUSP00000035472	Q8BSD4
10090.ENSMUSP00000020016	Q9CX92
10090.ENSMUSP00000066901	P28229
10090.ENSMUSP00000104418	Q8BQU6
10090.ENSMUSP00000076367	Q921C1
10090.ENSMUSP00000047646	P17515
10090.ENSMUSP00000023840	O55038
10090.ENSMUSP00000021970	Q9WUQ5
10090.ENSMUSP00000031322	Q9WVL7
10090.ENSMUSP00000019064	Q8BSU2
10090.ENSMUSP00000025444	Q9CWW7
10090.ENSMUSP00000138000	Q6NXI8
10090.ENSMUSP00000054307	Q91WA4
10090.ENSMUSP00000023210	Q9D0M3
10090.ENSMUSP00000017604	Q61462
10090.ENSMUSP00000015484	Q61093
10090.ENSMUSP00000079065	Q91X77
10090.ENSMUSP00000019734	Q60720
10090.ENSMUSP00000130680	Q6P1H1
10090.ENSMUSP00000034400	Q9CQX2
10090.ENSMUSP00000124480	P56395
10090.ENSMUSP00000014370	Q9CXW3
10090.ENSMUSP00000028403	Q925G2
10090.ENSMUSP00000081003	P00158
10090.ENSMUSP00000028430	P00015
10090.ENSMUSP00000124523	P62897
10090.ENSMUSP00000032629	Q7TMB8
10090.ENSMUSP00000090853	Q5SQX6
10090.ENSMUSP00000021166	Q9CX80
10090.ENSMUSP00000101909	Q9QX11
10090.ENSMUSP00000103357	P63034
10090.ENSMUSP00000112157	O08967
10090.ENSMUSP00000042698	Q80YW0
10090.ENSMUSP00000080043	Q9QXA1
10090.ENSMUSP00000096119	Q80TQ2
10090.ENSMUSP00000029846	P18406
10090.ENSMUSP00000073796	Q8R4T1
10090.ENSMUSP00000049068	P35175
10090.ENSMUSP00000078181	P35174
10090.ENSMUSP00000067445	P35173
10090.ENSMUSP00000093795	P56567
10090.ENSMUSP00000005185	Q62426
10090.ENSMUSP00000028938	P21460
10090.ENSMUSP00000086606	O89098
10090.ENSMUSP00000028175	Q91VY6
10090.ENSMUSP00000045099	Q2KN98
10090.ENSMUSP00000104349	Q5SXY1
10090.ENSMUSP00000109811	Q8VIH7
10090.ENSMUSP00000119986	A6X919
10090.ENSMUSP00000132092	P0CW70
10090.ENSMUSP00000054747	Q71B07
10090.ENSMUSP00000081954	A2AJQ3
10090.ENSMUSP00000095235	Q8CIM3
10090.ENSMUSP00000106957	Q5M8N4
10090.ENSMUSP00000044457	Q9D665
10090.ENSMUSP00000090790	Q9D2H9
10090.ENSMUSP00000092498	Q3UYV8
10090.ENSMUSP00000026975	B9EJR8
10090.ENSMUSP00000082406	Q8BPM0
10090.ENSMUSP00000052085	Q80U19
10090.ENSMUSP00000088532	Q3UHC7
10090.ENSMUSP00000079689	P98078
10090.ENSMUSP00000071464	Q9QYB2
10090.ENSMUSP00000064393	Q925Q8
10090.ENSMUSP00000117169	Q8R4A3
10090.ENSMUSP00000051638	Q7TN08
10090.ENSMUSP00000104133	Q0PHV7
10090.ENSMUSP00000022781	P61804
10090.ENSMUSP00000027650	Q61475
10090.ENSMUSP00000108107	Q61476
10090.ENSMUSP00000079294	Q62165
10090.ENSMUSP00000019183	Q6PJN8
10090.ENSMUSP00000070057	Q76LW6
10090.ENSMUSP00000047186	Q91XC8
10090.ENSMUSP00000040825	Q80YE7
10090.ENSMUSP00000034944	Q8VDF3
10090.ENSMUSP00000035962	O54784
10090.ENSMUSP00000028369	Q9D757
10090.ENSMUSP00000068629	Q6VGS5
10090.ENSMUSP00000029806	Q9QXT1
10090.ENSMUSP00000078390	O35613
10090.ENSMUSP00000010736	Q64368
10090.ENSMUSP00000089958	Q9JII5
10090.ENSMUSP00000000356	Q9DCP9
10090.ENSMUSP00000132906	Q9QZ41
10090.ENSMUSP00000039763	O09035
10090.ENSMUSP00000107214	Q9JIQ3
10090.ENSMUSP00000135524	Q9CZ00
10090.ENSMUSP00000017878	Q9CRD4
10090.ENSMUSP00000020769	Q62418
10090.ENSMUSP00000079693	Q60925
10090.ENSMUSP00000070991	Q923B1
10090.ENSMUSP00000032717	P52950
10090.ENSMUSP00000062991	Q8CBW4
10090.ENSMUSP00000060655	Q8BGW4
10090.ENSMUSP00000111221	O88485
10090.ENSMUSP00000097605	O88487
10090.ENSMUSP00000035366	Q8R1Q8
10090.ENSMUSP00000045480	Q6PDL0
10090.ENSMUSP00000025101	Q8K0T2
10090.ENSMUSP00000117082	A2AKB9
10090.ENSMUSP00000072344	Q91VU6
10090.ENSMUSP00000030145	Q8BGZ3
10090.ENSMUSP00000022909	Q6PAC3
10090.ENSMUSP00000065624	Q3TUL7
10090.ENSMUSP00000052755	Q80T85
10090.ENSMUSP00000027856	Q9DC22
10090.ENSMUSP00000058168	P61963
10090.ENSMUSP00000073778	Q8N7N5
10090.ENSMUSP00000021313	Q8BHC4
10090.ENSMUSP00000097528	P0DMN7
10090.ENSMUSP00000079703	D3Z6H8
10090.ENSMUSP00000068203	Q9D4J3
10090.ENSMUSP00000039915	Q91ZV3
10090.ENSMUSP00000023059	Q14AI0
10090.ENSMUSP00000110593	P70211
10090.ENSMUSP00000020963	Q9D1B8
10090.ENSMUSP00000063650	Q5DU00
10090.ENSMUSP00000092539	P48318
10090.ENSMUSP00000028123	P48320
10090.ENSMUSP00000028838	P23738
10090.ENSMUSP00000031311	P43346
10090.ENSMUSP00000050034	Q9JLM8
10090.ENSMUSP00000029719	Q6PGN3
10090.ENSMUSP00000107510	Q8BWQ5
10090.ENSMUSP00000095970	Q99J39
10090.ENSMUSP00000103817	Q9QZ73
10090.ENSMUSP00000047208	Q8BZJ7
10090.ENSMUSP00000058968	Q8K0V2
10090.ENSMUSP00000084427	Q8CCA0
10090.ENSMUSP00000034499	Q9CXV9
10090.ENSMUSP00000128661	P00860
10090.ENSMUSP00000022535	Q91YD3
10090.ENSMUSP00000108397	Q3U564
10090.ENSMUSP00000025350	Q9CYC6
10090.ENSMUSP00000034539	Q9DAR7
10090.ENSMUSP00000026063	Q9JIC3
10090.ENSMUSP00000029435	Q8C7W7
10090.ENSMUSP00000100053	Q8K4J0
10090.ENSMUSP00000065502	Q059Y8
10090.ENSMUSP00000022913	Q7TNJ0
10090.ENSMUSP00000033966	Q8K2D6
10090.ENSMUSP00000109552	O08788
10090.ENSMUSP00000026479	Q99KJ8
10090.ENSMUSP00000030158	Q9Z0Y1
10090.ENSMUSP00000025505	Q8CBY8
10090.ENSMUSP00000033156	Q9QZB9
10090.ENSMUSP00000033913	Q9WUB4
10090.ENSMUSP00000047845	Q9QY93
10090.ENSMUSP00000030446	P70697
10090.ENSMUSP00000026144	Q91X52
10090.ENSMUSP00000033642	O88809
10090.ENSMUSP00000047898	Q61655
10090.ENSMUSP00000121042	Q9D9Z5
10090.ENSMUSP00000029845	Q9CWS0
10090.ENSMUSP00000007255	Q99LD8
10090.ENSMUSP00000025649	Q3U1J4
10090.ENSMUSP00000028696	Q99J79
10090.ENSMUSP00000099313	Q497N6
10090.ENSMUSP00000068525	O88533
10090.ENSMUSP00000084577	Q80YA3
10090.ENSMUSP00000033975	Q80Y98
10090.ENSMUSP00000053223	Q9DAF3
10090.ENSMUSP00000099542	A2ADY9
10090.ENSMUSP00000032877	Q6NZG4
10090.ENSMUSP00000026475	P35639
10090.ENSMUSP00000020308	Q9D3F7
10090.ENSMUSP00000003628	Q03146
10090.ENSMUSP00000027985	Q62371
10090.ENSMUSP00000086988	Q80WW9
10090.ENSMUSP00000058896	Q8VHZ5
10090.ENSMUSP00000065198	Q80Y44
10090.ENSMUSP00000130440	Q6AXC6
10090.ENSMUSP00000055535	Q501J6
10090.ENSMUSP00000001724	Q8K363
10090.ENSMUSP00000065987	Q91VR5
10090.ENSMUSP00000088176	Q9JJY4
10090.ENSMUSP00000042691	Q9JIK5
10090.ENSMUSP00000105628	Q9ESV0
10090.ENSMUSP00000034612	Q9QY15
10090.ENSMUSP00000018143	Q921N6
10090.ENSMUSP00000058950	Q9CWT6
10090.ENSMUSP00000035261	P16381
10090.ENSMUSP00000000804	Q62167
10090.ENSMUSP00000088729	Q62095
10090.ENSMUSP00000021956	Q91VN6
10090.ENSMUSP00000021046	Q810A7
10090.ENSMUSP00000133245	Q569Z5
10090.ENSMUSP00000032326	Q9CWX9
10090.ENSMUSP00000008004	Q4FZF3
10090.ENSMUSP00000096769	Q61496
10090.ENSMUSP00000020270	Q99MJ9
10090.ENSMUSP00000031478	Q6P9R1
10090.ENSMUSP00000048802	Q8K301
10090.ENSMUSP00000031598	Q8K4L0
10090.ENSMUSP00000070279	Q6ZPL9
10090.ENSMUSP00000004507	Q9D0R4
10090.ENSMUSP00000042433	Q6Q899
10090.ENSMUSP00000027655	Q9DBN9
10090.ENSMUSP00000021062	Q61656
10090.ENSMUSP00000128421	P54823
10090.ENSMUSP00000079395	Q9Z1T5
10090.ENSMUSP00000045621	Q9WV68
10090.ENSMUSP00000029877	Q9CQ62
10090.ENSMUSP00000049763	Q8QZV0
10090.ENSMUSP00000068419	Q9Z1L3
10090.ENSMUSP00000096492	P28310
10090.ENSMUSP00000093074	P28312
10090.ENSMUSP00000096497	P50704
10090.ENSMUSP00000096492	P50705
10090.ENSMUSP00000096492	P50706
10090.ENSMUSP00000096492	P50707
10090.ENSMUSP00000051754	P56386
10090.ENSMUSP00000006745	P82020
10090.ENSMUSP00000033852	Q9WTL0
10090.ENSMUSP00000079808	P82019
10090.ENSMUSP00000106391	Q9EPV9
10090.ENSMUSP00000060836	Q91VD6
10090.ENSMUSP00000045523	Q91V70
10090.ENSMUSP00000033854	Q91V82
10090.ENSMUSP00000054085	Q8R2I6
10090.ENSMUSP00000002327	Q8C2K1
10090.ENSMUSP00000104460	Q99J78
10090.ENSMUSP00000048519	O09005
10090.ENSMUSP00000021691	Q8R2F2
10090.ENSMUSP00000021807	Q7TNV0
10090.ENSMUSP00000025314	Q9DCV6
10090.ENSMUSP00000099848	Q8K382
10090.ENSMUSP00000127580	Q3U1T9
10090.ENSMUSP00000011623	Q8CFK6
10090.ENSMUSP00000045367	Q8C4S8
10090.ENSMUSP00000127187	Q6P9P8
10090.ENSMUSP00000053035	Q91VV4
10090.ENSMUSP00000096514	Q3U1Y4
10090.ENSMUSP00000039860	A6H8H2
10090.ENSMUSP00000079295	Q6PAL8
10090.ENSMUSP00000107182	A2RSQ0
10090.ENSMUSP00000039361	Q8BH65
10090.ENSMUSP00000077978	Q9D9V7
10090.ENSMUSP00000046774	A2RT67
10090.ENSMUSP00000074895	Q80TS7
10090.ENSMUSP00000023869	Q9CQJ6
10090.ENSMUSP00000084959	Q91YP3
10090.ENSMUSP00000113216	Q8CIG0
10090.ENSMUSP00000059291	Q8BH88
10090.ENSMUSP00000113862	P61460
10090.ENSMUSP00000028595	Q91WS7
10090.ENSMUSP00000070203	Q8K2F3
10090.ENSMUSP00000022993	Q99J56
10090.ENSMUSP00000117052	Q8BNI4
10090.ENSMUSP00000009236	Q9D8K3
10090.ENSMUSP00000027861	Q9QZZ6
10090.ENSMUSP00000121504	Q9CQT7
10090.ENSMUSP00000027783	Q9D291
10090.ENSMUSP00000027409	P31001
10090.ENSMUSP00000115062	E9Q557
10090.ENSMUSP00000099461	Q9R0P5
10090.ENSMUSP00000032839	Q9D0A0
10090.ENSMUSP00000111255	Q7M6Y5
10090.ENSMUSP00000047676	Q9WUQ7
10090.ENSMUSP00000096492	P50708
10090.ENSMUSP00000079376	P50709
10090.ENSMUSP00000096492	P50711
10090.ENSMUSP00000096492	P50712
10090.ENSMUSP00000096492	P50713
10090.ENSMUSP00000096497	P50714
10090.ENSMUSP00000081055	Q45VN2
10090.ENSMUSP00000076041	Q8C1P2
10090.ENSMUSP00000096496	Q8C1N8
10090.ENSMUSP00000096498	Q5G866
10090.ENSMUSP00000079376	Q5G865
10090.ENSMUSP00000093075	Q5G864
10090.ENSMUSP00000073950	Q3L180
10090.ENSMUSP00000096489	P17533
10090.ENSMUSP00000061533	Q8R2I8
10090.ENSMUSP00000053932	Q8R2I7
10090.ENSMUSP00000060899	Q8K4N3
10090.ENSMUSP00000060997	Q8R2I4
10090.ENSMUSP00000062781	Q7TNV9
10090.ENSMUSP00000059763	Q8R2I5
10090.ENSMUSP00000095426	Q30KP6
10090.ENSMUSP00000095427	Q30KP5
10090.ENSMUSP00000059585	Q8K3I8
10090.ENSMUSP00000105462	Q30KP3
10090.ENSMUSP00000096809	Q30KN8
10090.ENSMUSP00000052589	Q8BGW9
10090.ENSMUSP00000098059	Q30KN4
10090.ENSMUSP00000096507	Q30KN3
10090.ENSMUSP00000064554	Q7TNV8
10090.ENSMUSP00000076067	Q8R2I3
10090.ENSMUSP00000059665	Q8K3U4
10090.ENSMUSP00000067193	Q7TMD2
10090.ENSMUSP00000067553	Q7TNV7
10090.ENSMUSP00000074947	Q70KL3
10090.ENSMUSP00000066465	Q70KL2
10090.ENSMUSP00000085811	Q8C1G4
10090.ENSMUSP00000098060	Q30KM9
10090.ENSMUSP00000077918	Q6TU36
10090.ENSMUSP00000030816	O54786
10090.ENSMUSP00000030893	O54788
10090.ENSMUSP00000031845	Q9Z2D3
10090.ENSMUSP00000036845	A2ADU8
10090.ENSMUSP00000023214	Q9Z2A7
10090.ENSMUSP00000033001	Q9DCV3
10090.ENSMUSP00000003621	O70279
10090.ENSMUSP00000076044	O35347
10090.ENSMUSP00000009321	Q9EQM6
10090.ENSMUSP00000026414	O88673
10090.ENSMUSP00000037900	Q6NS52
10090.ENSMUSP00000000285	Q9R1C6
10090.ENSMUSP00000087371	Q91WG7
10090.ENSMUSP00000057859	Q6P5E8
10090.ENSMUSP00000106934	Q80UP3
10090.ENSMUSP00000046358	Q6WQJ1
10090.ENSMUSP00000043088	Q91WC9
10090.ENSMUSP00000014698	Q9QX60
10090.ENSMUSP00000044556	Q8VC30
10090.ENSMUSP00000031251	Q9EQ06
10090.ENSMUSP00000028619	O70503
10090.ENSMUSP00000046772	Q8VCR2
