3702.AT1G22300.1	P48347
3702.AT5G14170.1	Q9FMT4
3702.AT1G09020.1	Q944A6
3702.AT3G01320.1	Q9SRH9
3702.AT5G15020.1	Q9LFQ3
3702.AT1G24190.1	O48686
3702.AT1G70060.1	O04539
3702.AT1G59890.2	Q9XIE1
3702.AT1G10450.1	Q9XIK6
3702.AT3G26680.1	Q38961
3702.AT5G07880.1	Q9SD96
3702.AT1G13890.1	Q9LMG8
3702.AT5G61210.1	Q9S7P9
3702.AT5G06140.1	Q9FG38
3702.AT5G58440.1	Q8L5Z7
3702.AT5G07120.1	B9DFS6
3702.AT2G39250.1	Q6PV67
3702.AT2G45660.1	O64645
3702.AT1G08830.1	P24704
3702.AT2G28190.1	O78310
3702.AT5G18100.1	Q9FK60
3702.AT4G25100.1	P21276
3702.AT5G51100.1	Q9LU64
3702.AT5G23310.1	Q9FMX0
3702.AT3G10920.1	O81235
3702.AT3G56350.1	Q9LYK8
3702.AT2G17310.1	Q8LL17
3702.AT2G14920.1	O82330
3702.AT2G03750.1	Q8RV79
3702.AT2G03760.1	P52839
3702.AT2G03770.1	Q9ZPQ5
3702.AT5G07000.1	Q8GZ53
3702.AT5G07010.1	Q8L5A7
3702.AT1G74100.1	Q9C9D0
3702.AT1G18590.1	Q9FZ80
3702.AT1G74090.1	Q9C9C9
3702.AT5G43690.1	Q9FG94
3702.AT3G51210.1	Q9SD25
3702.AT4G26280.1	Q9STQ6
3702.AT2G27570.1	Q8RUC1
3702.AT3G45070.1	Q9M1V2
3702.AT3G45080.1	Q9M1V1
3702.AT1G28170.1	Q9FZ91
3702.AT1G13420.1	Q9FX56
3702.AT1G13430.1	Q9FX55
3702.AT2G24580.1	Q9SJA7
3702.AT5G50670.1	B9DI20
3702.AT5G50670.1	P0DI11
3702.AT1G26355.1	B3H4F1
3702.AT1G69230.1	Q9LE54
3702.AT3G02180.1	Q9S7P8
3702.AT5G15600.1	Q9LF22
3702.AT4G23496.1	Q8LGD1
3702.AT1G50890.1	F4I6M4
3702.AT2G46340.1	Q9SYX2
3702.AT4G11110.1	Q9T014
3702.AT3G15354.1	Q9LJR3
3702.AT1G53090.1	Q94BM7
3702.AT3G05230.1	Q9MA96
3702.AT5G27430.1	Q53YF3
3702.AT5G53210.1	Q700C7
3702.AT2G22425.1	Q944J0
3702.AT2G39960.1	P58684
3702.AT1G23820.1	Q9ZUB3
3702.AT1G70310.1	O48661
3702.AT2G16500.1	Q9SI64
3702.AT4G34710.1	O23141
3702.AT3G18165.1	Q949S9
3702.AT4G21540.1	Q8L7L1
3702.AT4G21534.1	F2Y4A3
3702.AT4G16340.1	Q8SAB7
3702.AT1G27370.1	Q8S9L0
3702.AT1G27360.1	Q9FZK0
3702.AT3G60030.1	Q9S7P5
3702.AT1G20980.1	Q8RY95
3702.AT3G57920.1	Q9M2Q6
3702.AT1G76580.1	Q700C2
3702.AT2G47070.1	Q9SMX9
3702.AT5G43270.1	Q9S840
3702.AT2G33810.1	P93015
3702.AT1G53160.1	Q9S7A9
3702.AT3G15270.1	Q9S758
3702.AT1G69170.1	Q94JW8
3702.AT5G18830.3	Q8S9G8
3702.AT1G02065.1	Q8GXL3
3702.AT2G42200.1	Q700W2
3702.AT5G65687.1	Q6NMN6
3702.AT5G64500.1	Q9FLG8
3702.AT2G22730.1	F4IKF6
3702.AT3G13170.1	Q9M4A2
3702.AT1G63990.1	Q9M4A1
3702.AT1G51420.1	Q9C8J4
3702.AT2G35840.1	Q9SJ66
3702.AT3G54270.1	Q93WU4
3702.AT3G52340.1	Q93XN8
3702.AT1G73990.1	Q9C9C0
3702.AT2G03680.1	Q9SJW3
3702.AT1G78510.1	Q8S948
3702.AT1G17050.1	Q76FS5
3702.AT2G34630.2	Q5HZ00
3702.AT5G20280.1	Q94BT0
3702.AT5G11110.1	Q9FY54
3702.AT1G04920.1	Q8RY24
3702.AT4G10120.1	F4JLK2
3702.AT4G10710.1	O82491
3702.AT5G08565.1	Q8LCQ3
3702.AT5G63670.1	Q94C60
3702.AT4G08350.1	Q9STN3
3702.AT2G34210.1	O80770
3702.AT4G36930.1	Q9FUA4
3702.AT5G20150.1	Q8LBH4
3702.AT2G26660.1	O48781
3702.AT2G45130.1	Q5PP62
3702.AT5G15330.1	Q94A21
3702.AT1G63010.5	Q2V4F9
3702.AT4G11810.1	Q9T050
3702.AT4G22990.2	Q93ZQ5
3702.AT3G11540.1	Q96301
3702.AT2G25240.1	Q9SIR9
3702.AT1G64030.1	Q9SH52
3702.AT2G14540.1	Q9ZQR6
3702.AT2G26390.1	O48706
3702.AT3G45220.1	Q9M1T7
3702.AT1G47710.1	Q9S7T8
3702.AT4G33030.1	O48917
3702.AT5G01220.1	Q8S4F6
3702.AT1G09140.1	Q9XFR5
3702.AT3G49430.1	A2RVS6
3702.AT4G02430.2	F4JHI7
3702.AT1G02840.1	O22315
3702.AT2G47450.1	O22265
3702.AT1G07350.1	Q84TH4
3702.AT1G16610.3	Q9SEE9
3702.AT1G15310.1	P37106
3702.AT5G49500.1	P49966
3702.AT1G48900.1	P49967
3702.AT5G03940.1	P37107
3702.AT5G18810.1	Q1PDV2
3702.AT3G55460.1	Q8L3X8
3702.AT1G55310.3	Q9SEU4
3702.AT1G28560.2	Q8L627
3702.AT2G20850.1	Q06BH3
3702.AT5G06820.1	Q9FG24
3702.AT4G03390.1	Q6R2K3
3702.AT3G13065.1	Q6R2K2
3702.AT1G78980.1	Q6R2K1
3702.AT1G53730.2	Q9C8M9
3702.AT3G14350.1	Q9LUL4
3702.AT4G22130.1	Q6R2J8
3702.AT4G37460.1	F4JS25
3702.AT1G17020.1	Q39224
3702.AT1G10940.2	P43291
3702.AT1G60940.1	Q9C958
3702.AT1G78290.2	Q9M9E9
3702.AT3G50500.2	Q39192
3702.AT4G33950.1	Q940H6
3702.AT4G40010.1	Q9SMQ4
3702.AT5G08590.1	P43292
3702.AT5G63650.1	Q9FFP9
3702.AT5G66880.1	Q39193
3702.AT2G23030.1	O64812
3702.AT2G35510.1	O82289
3702.AT1G23550.1	Q9ZUD9
3702.AT1G70440.1	O64592
3702.AT3G47720.1	Q9STU1
3702.AT5G62520.1	Q9FJJ3
3702.AT3G49100.1	Q9SMU7
3702.AT2G43640.1	O04421
3702.AT1G48160.1	Q943Z6
3702.AT5G59560.1	Q8GWZ6
3702.AT2G27100.1	Q9ZVD0
3702.AT4G11640.1	Q2PGG3
3702.AT3G51060.1	Q9SD40
3702.AT4G25120.1	D1KF50
3702.AT4G36260.1	O65517
3702.AT3G61860.1	P92964
3702.AT2G21400.1	Q9SJT8
3702.AT5G52040.2	P92966
3702.AT2G18120.1	Q9SI19
3702.AT1G75520.1	Q9LQZ5
3702.AT3G54430.1	Q9M2U4
3702.AT1G19790.1	Q9FXH7
3702.AT5G33210.1	F4KH89
3702.AT1G31170.4	Q8GY89
3702.AT4G11060.1	Q84J78
3702.AT5G16270.1	Q8W1Y0
3702.AT1G79440.1	Q9SAK4
3702.AT1G32900.1	Q9MAQ0
3702.AT3G57030.1	Q4V3D9
3702.AT1G74000.1	P92976
3702.AT1G74020.1	P94111
3702.AT3G59530.1	Q9M1B4
3702.AT2G41300.1	F4IJZ6
3702.AT2G41290.1	Q9SLG8
3702.AT1G08470.1	Q8VWF6
3702.AT3G51420.1	Q9SD07
3702.AT3G51430.1	Q9CAZ7
3702.AT3G51440.1	Q9SD05
3702.AT3G51450.1	Q9SD04
3702.AT3G57010.1	Q9M1J7
3702.AT3G57020.1	Q9M1J6
3702.AT2G17090.1	Q7XJT7
3702.AT2G21160.1	P45434
3702.AT3G28730.1	Q05153
3702.AT5G24300.1	Q9FNF2
3702.AT3G01180.1	Q9MAC8
3702.AT1G11720.2	F4IAG2
3702.AT4G18240.1	Q0WVX5
3702.AT1G50430.1	Q9LDU6
3702.AT4G03430.1	Q9ZT71
3702.AT5G16240.1	Q9LF04
3702.AT3G02610.1	Q9M881
3702.AT5G16230.1	Q9LF05
3702.AT3G02620.1	Q9M880
3702.AT3G02630.1	Q9M879
3702.AT1G43800.1	Q84VY3
3702.AT2G43710.1	O22832
3702.AT4G34190.1	Q9M7I9
3702.AT2G21970.1	Q9SJ02
3702.AT4G26880.1	Q9SZ28
3702.AT5G55110.1	Q9FLQ0
3702.AT1G50720.1	Q9C6T5
3702.AT1G50650.1	Q9C6P6
3702.AT1G14460.1	F4HW65
3702.AT4G24790.1	F4JRP8
3702.AT4G18820.1	F4JRP0
3702.AT5G45720.1	F4KEM0
3702.AT1G17070.1	Q9SHG6
3702.AT2G42330.1	Q9SLC6
3702.AT2G02480.1	O64728
3702.AT2G01470.1	Q39221
3702.AT1G62360.1	Q38874
3702.AT1G07130.1	Q9LMK5
3702.AT5G01920.1	Q9LZV4
3702.AT1G34370.1	Q9C8N5
3702.AT3G19940.1	Q9LT15
3702.AT5G23270.1	Q9FMX3
3702.AT4G21480.1	O65413
3702.AT5G26340.1	Q94AZ2
3702.AT1G77210.1	Q8GW61
3702.AT1G11260.1	P23586
3702.AT1G07340.1	Q9LNV3
3702.AT5G61520.1	Q8L7R8
3702.AT3G19930.1	Q39228
3702.AT1G34580.1	Q93Y91
3702.AT3G05960.1	Q9SFG0
3702.AT4G02050.1	O04249
3702.AT5G26250.1	Q9SBA7
3702.AT1G50310.1	Q9SX48
3702.AT5G23170.1	Q9FMY3
3702.AT3G08920.1	Q9SR92
3702.AT4G24750.1	Q0WWT7
3702.AT5G19370.1	Q93WI0
3702.AT4G27700.1	Q94A65
3702.AT4G35770.1	Q38853
3702.AT5G66040.1	Q39129
3702.AT2G17850.1	F4IPI4
3702.AT5G66170.2	Q9FKW8
3702.AT2G21045.1	Q8RUD6
3702.AT1G79230.1	O64530
3702.AT1G16460.2	Q24JL3
3702.AT3G25480.1	Q56XR7
3702.AT4G01050.1	Q9M158
3702.AT1G09280.1	Q94AC1
3702.AT2G40760.1	Q1JPN0
3702.AT1G17850.2	F4I933
3702.AT2G42220.1	O48529
3702.AT5G19690.1	Q93ZY3
3702.AT1G34130.1	Q9FX21
3702.AT1G68830.1	Q9S713
3702.AT1G11130.1	Q8RWZ1
3702.AT1G71880.1	Q39232
3702.AT1G22710.1	Q39231
3702.AT2G02860.1	O80605
3702.AT1G09960.1	Q9FE59
3702.AT1G71890.1	Q9C8X2
3702.AT5G43610.1	Q6A329
3702.AT1G66570.1	Q67YF8
3702.AT2G14670.1	Q9ZVK6
3702.AT5G06170.1	Q9FG00
3702.AT5G08300.1	P68209
3702.AT5G23250.1	Q8LAD2
3702.AT2G20420.1	O82662
3702.AT4G34100.1	F4JKK0
3702.AT1G30970.1	Q9C5G0
3702.AT4G26500.1	Q84W65
3702.AT1G67810.1	Q9FXE3
3702.AT3G52120.1	Q94C11
3702.AT4G27130.1	P41568
3702.AT1G54290.1	Q94JV4
3702.AT4G26840.1	P55852
3702.AT5G55170.1	Q9FLP5
3702.AT5G48710.1	Q9FKC5
3702.AT2G32765.1	Q8VZI7
3702.AT5G48700.1	Q9FKC6
3702.AT5G55856.1	B3H5R8
3702.AT5G04990.1	Q9FF75
3702.AT3G10730.1	Q9SG79
3702.AT3G01910.1	Q9S850
3702.AT3G23130.1	Q38895
3702.AT2G20610.1	Q9SIV0
3702.AT3G17910.1	Q9SE51
3702.AT1G48510.1	Q9LP74
3702.AT5G49190.1	Q00917
3702.AT4G02280.1	Q9M111
3702.AT3G43190.1	Q9LXL5
3702.AT5G37180.1	F4K5W8
3702.AT1G73370.1	Q9FX32
3702.AT5G20830.1	P49040
3702.AT4G08620.1	Q9SAY1
3702.AT1G78000.1	Q9MAX3
3702.AT1G22150.1	Q9FEP7
3702.AT5G10180.1	O04722
3702.AT1G77990.1	P92946
3702.AT3G51895.1	Q9SV13
3702.AT4G02700.1	O04289
3702.AT1G23090.1	Q9SXS2
3702.AT3G15990.1	Q9LW86
3702.AT5G19600.1	Q94LW6
3702.AT5G13550.1	Q9FY46
3702.AT3G12520.1	Q8GYH8
3702.AT5G39840.1	F4KFV7
3702.AT4G14790.1	Q9SMX1
3702.AT5G04940.1	Q9FF80
3702.AT2G33290.1	O22781
3702.AT1G73100.1	Q9C5P4
3702.AT5G13960.1	Q8GZB6
3702.AT2G35160.1	O82175
3702.AT2G22740.1	Q8VZ17
3702.AT1G17770.1	Q9C5P1
3702.AT2G24740.1	Q9C5P0
3702.AT4G13460.1	Q9T0G7
3702.AT2G05900.1	Q3EC60
3702.AT1G04050.1	Q946J2
3702.AT5G43990.2	Q9FNC7
3702.AT3G03750.2	Q9SRV2
3702.AT3G04380.1	Q8W595
3702.AT2G23740.2	O64827
3702.AT2G22540.1	Q9FVC1
3702.AT2G47990.1	O82266
3702.AT2G36740.1	F4IP06
3702.AT2G47210.1	Q8VZL6
3702.AT5G37055.1	Q9FHW2
3702.AT1G21460.1	Q8L9J7
3702.AT3G14770.1	Q9LH79
3702.AT5G53190.1	Q6NQN5
3702.AT3G28007.1	Q944M5
3702.AT5G62850.1	Q9FM10
3702.AT1G66770.1	Q9C9M9
3702.AT4G10850.1	Q8LBF7
3702.AT5G40260.1	Q8LFH5
3702.AT2G39060.1	Q9ZV02
3702.AT2G47620.1	Q8W475
3702.AT2G33610.1	Q84JG2
3702.AT1G21700.1	Q9XI07
3702.AT4G34430.4	Q8VY05
3702.AT5G50790.1	Q9LUE3
3702.AT3G48740.1	Q9SMM5
3702.AT5G23660.1	O82587
3702.AT5G50800.1	Q9FGQ2
3702.AT4G25010.1	Q9SW25
3702.AT5G13170.1	Q9FY94
3702.AT3G16690.1	Q9LUR4
3702.AT4G15920.1	Q84WN3
3702.AT1G08560.1	Q42374
3702.AT2G18260.1	Q9ZPV9
3702.AT3G11820.1	Q9ZSD4
3702.AT3G52400.1	Q9SVC2
3702.AT4G03330.1	Q9ZQZ8
3702.AT1G61290.1	O64791
3702.AT1G11250.1	Q9SXB0
3702.AT3G03800.1	Q9SRV7
3702.AT5G22800.1	Q9FFC7
3702.AT1G50200.1	P36428
3702.AT1G22260.1	Q9LME2
3702.AT1G22275.1	P61430
3702.AT2G28290.1	F4IHS2
3702.AT5G64050.1	Q9FEA2
3702.AT4G39280.1	Q9T034
3702.AT1G72550.1	Q9SGE9
3702.AT3G58140.1	Q94K73
3702.AT1G29870.1	Q9FXG2
3702.AT1G29880.1	O23627
3702.AT3G48110.1	Q8L785
3702.AT3G11710.1	Q9ZPI1
3702.AT4G13780.1	Q9SVN5
3702.AT5G56680.1	Q9SW96
3702.AT3G07420.1	Q9SW95
3702.AT1G70980.1	Q9SSK1
3702.AT4G17300.1	O48593
3702.AT5G16830.1	Q39233
3702.AT5G46860.1	P93654
3702.AT4G17730.2	O04378
3702.AT1G32270.1	Q9C615
3702.AT5G05760.1	Q9FFK1
3702.AT3G24350.2	Q9LK09
3702.AT5G26980.1	O65359
3702.AT4G02195.1	Q9SWH4
3702.AT3G05710.2	Q9SUJ1
3702.AT1G16240.1	Q9SA23
3702.AT1G79590.1	Q94KK7
3702.AT1G28490.1	Q946Y7
3702.AT3G09740.1	Q9SF29
3702.AT3G45280.1	Q94KK6
3702.AT3G61450.2	Q94KK5
3702.AT1G51740.1	P59277
3702.AT5G27470.1	Q39230
3702.AT1G20080.1	B6ETT4
3702.AT5G04220.2	Q7XA06
3702.AT5G11100.1	A0JJX5
3702.AT1G05500.1	Q8L706
3702.AT1G17960.1	Q8GZ45
3702.AT5G26830.1	O04630
3702.AT1G14610.1	P93736
3702.AT1G22270.1	Q8LFJ5
3702.AT1G78190.1	Q9C9R3
3702.AT4G24440.1	Q39236
3702.AT4G12610.2	Q9SU25
3702.AT1G20000.1	F4HR03
3702.AT1G17440.1	Q940A7
3702.AT5G45600.1	Q9FH40
3702.AT5G58470.1	Q94KD0
3702.AT1G70560.1	Q9S7N2
3702.AT5G01500.1	Q9M024
3702.AT3G09290.1	Q9SR34
3702.AT3G07740.4	Q9SFD5
3702.AT4G16420.1	Q9ATB4
3702.AT1G68720.1	Q9S7I0
3702.AT4G31720.1	O04173
3702.AT4G20280.1	Q9M565
3702.AT3G10070.1	Q9SR71
3702.AT1G02680.1	Q6NQH4
3702.AT2G18000.2	F4IPK2
3702.AT1G50300.1	Q9AST1
3702.AT3G19040.1	Q6PUA2
3702.AT1G32750.1	Q8LRK9
3702.AT1G73960.1	Q8LPF0
3702.AT5G43130.2	F4K4L7
3702.AT1G27720.1	Q6SJR1
3702.AT5G25150.1	Q6S7B0
3702.AT1G54360.2	F4HVA6
3702.AT1G04950.1	Q9MAU3
3702.AT1G55300.2	B9DG24
3702.AT4G34340.1	Q9SYZ9
3702.AT1G54140.1	Q9SYH2
3702.AT1G17440.1	B2C6R6
3702.AT3G05330.1	Q197W8
3702.AT3G05330.1	Q84M91
3702.AT5G53000.1	Q8LDQ4
3702.AT1G23320.1	Q9LR29
3702.AT4G24670.1	Q94A02
3702.AT1G34040.1	Q9FE98
3702.AT1G34060.1	Q93Z38
3702.AT4G00590.1	O65268
3702.AT4G28420.2	Q67Y55
3702.AT5G53970.1	Q9FN30
3702.AT2G24850.1	Q9SK47
3702.AT4G23590.1	Q8VYP2
3702.AT5G28750.1	Q9LKU2
3702.AT5G52440.1	Q9XH75
3702.AT2G01110.1	Q9SJV5
3702.AT5G36160.1	Q9LVY1
3702.AT1G64740.1	P11139
3702.AT1G50010.1	B9DGT7
3702.AT5G19780.1	Q56WH1
3702.AT1G50010.1	Q0WV25
3702.AT5G19780.1	B9DHQ0
3702.AT4G14960.2	P29511
3702.AT1G75780.1	P12411
3702.AT5G62700.1	Q56YW9
3702.AT5G62700.1	Q9ASR0
3702.AT5G44340.1	P24636
3702.AT1G20010.1	P29513
3702.AT5G12250.1	P29514
3702.AT2G29550.1	P29515
3702.AT5G23860.1	P29516
3702.AT4G20890.1	P29517
3702.AT2G30410.1	O04350
3702.AT3G10220.1	Q67Z52
3702.AT4G39920.1	Q9SMR2
3702.AT3G60740.1	Q8L5R3
3702.AT1G71440.1	Q8GRL7
3702.AT3G61650.1	P38557
3702.AT5G05620.1	P38558
3702.AT3G06080.2	Q9LDG2
3702.AT5G19160.1	Q5BPJ0
3702.AT5G64470.2	Q9FGE9
3702.AT2G14530.1	Q9ZQR5
3702.AT5G64020.1	Q0WPS0
3702.AT2G37720.1	O80940
3702.AT5G20680.1	F4K5L5
3702.AT5G51640.1	Q9FHM0
3702.AT4G25360.1	Q8VYS5
3702.AT5G15900.1	Q9LFT0
3702.AT3G12060.1	Q9LHL6
3702.AT3G02440.1	Q9M896
3702.AT5G15890.1	Q9LFT1
3702.AT3G28150.1	Q9LRS2
3702.AT4G11090.1	O82509
3702.AT4G23790.1	Q8H1R3
3702.AT1G01430.1	Q84JH9
3702.AT4G01080.1	O04621
3702.AT1G70230.1	O04523
3702.AT2G40150.1	Q94K00
3702.AT3G55990.1	Q9LY46
3702.AT1G60790.1	Q8VYR3
3702.AT2G40160.2	Q9SEZ9
3702.AT1G73140.1	Q1PFD9
3702.AT3G11030.1	Q9SRL3
3702.AT2G40320.1	F4IH21
3702.AT2G38320.1	O80919
3702.AT5G01620.3	Q8RXQ1
3702.AT3G54260.1	Q940H3
3702.AT2G34070.1	O22960
3702.AT1G29050.1	Q8VY22
3702.AT2G42570.1	Q9SIN2
3702.AT5G01360.1	Q8LED3
3702.AT2G31110.2	Q67XC4
3702.AT3G14850.2	F4IWA8
3702.AT1G78710.1	Q9ZV89
3702.AT2G30900.1	Q6DR10
3702.AT5G58600.1	Q9LUZ6
3702.AT2G30010.1	O80872
3702.AT5G49340.1	Q9FJ06
3702.AT5G20590.1	F4K5K4
3702.AT3G62390.1	Q9LZQ1
3702.AT1G48880.1	F4I037
3702.AT3G11570.1	Q9CAX1
3702.AT5G06230.1	Q9FFZ4
3702.AT3G13445.1	P28147
3702.AT1G55520.1	P28148
3702.AT5G06700.1	Q9FG35
3702.AT3G06060.1	Q0WRJ2
3702.AT5G19200.1	F4JZN6
3702.AT3G16620.1	Q9LUS2
3702.AT2G16640.1	Q9SLF3
3702.AT4G02510.1	O81283
3702.AT3G46740.1	Q9STE8
3702.AT4G09080.1	Q5IZC8
3702.AT1G77290.1	O80662
3702.AT2G30432.1	D3GKW6
3702.AT2G30424.1	B3H4X8
3702.AT5G42850.1	Q9FMN4
3702.AT2G30490.1	P92994
3702.AT2G31070.1	O82277
3702.AT2G37000.1	Q9SJK7
3702.AT1G68800.1	A0AQW4
3702.AT3G02150.2	Q9S7W5
3702.AT3G47620.1	Q93Z00
3702.AT1G69690.1	Q9C9L2
3702.AT3G45150.1	Q9M1U4
3702.AT5G08070.1	Q9LEZ9
3702.AT3G18550.1	A1YKT1
3702.AT5G51910.1	Q9LT89
3702.AT1G67260.1	Q9FYG7
3702.AT3G27010.1	Q9LSD5
3702.AT5G08330.1	Q9FTA2
3702.AT1G72010.1	Q9C7G4
3702.AT1G35560.1	Q9LQF0
3702.AT1G30210.1	Q9C758
3702.AT4G18390.1	Q93V43
3702.AT1G53230.1	Q9MAH8
3702.AT3G15030.1	Q8LPR5
3702.AT5G60970.1	Q9FME3
3702.AT5G41030.1	Q9FLM6
3702.AT5G23280.1	Q9FMX2
3702.AT1G58100.1	Q9C518
3702.AT2G45680.1	O64647
3702.AT3G20050.1	P28769
3702.AT5G20890.1	Q940P8
3702.AT3G18190.1	Q9LV21
3702.AT1G24510.1	O04450
3702.AT5G26360.1	Q84WV1
3702.AT3G11830.1	Q9SF16
3702.AT3G03960.1	Q94K05
3702.AT3G02530.1	Q9M888
3702.AT5G16070.1	Q8L7N0
3702.AT3G16640.1	P31265
3702.AT4G14770.1	F4JIF5
3702.AT3G22760.1	Q8L548
3702.AT3G04850.1	Q84JZ8
3702.AT4G29000.1	Q9SZD1
3702.AT2G20110.2	Q9SL70
3702.AT5G25790.1	F4JY84
3702.AT3G16160.1	Q700D0
3702.AT1G32583.1	Q1G3T1
3702.AT5G61480.1	Q9FII5
3702.AT5G47560.1	Q8LG88
3702.AT3G17880.1	Q8VWG7
3702.AT4G32700.2	Q588V7
3702.AT3G55360.1	Q9M2U2
3702.AT5G32470.1	F4KFT7
3702.AT3G16990.1	Q9ASY9
3702.AT5G16850.1	Q9SPU7
3702.AT1G63260.1	F4I214
3702.AT1G18520.1	Q9LPR6
3702.AT5G23030.1	Q9FN51
3702.AT2G03840.1	Q9SI56
3702.AT2G01960.1	Q58G33
3702.AT5G57810.1	Q1PDI1
3702.AT1G18510.1	Q5BQ04
3702.AT1G74045.1	Q58G35
3702.AT2G20230.1	Q93XY5
3702.AT2G20740.1	Q940P5
3702.AT4G28770.2	Q9SVU4
3702.AT2G19580.1	Q9ZUN5
3702.AT3G45600.1	Q9M1E7
3702.AT5G60220.1	Q9LSS4
3702.AT4G23410.1	Q84WF6
3702.AT3G12090.1	Q9C7C1
3702.AT4G28050.1	Q9SUD4
3702.AT2G23810.1	Q8S8Q6
3702.AT4G30430.1	Q9M0B7
3702.AT2G41630.1	P48512
3702.AT3G10330.1	Q9SS44
3702.AT1G55750.1	Q3ECP0
3702.AT3G61420.1	Q9M322
3702.AT5G03840.1	P93003
3702.AT5G65210.1	Q39237
3702.AT5G06950.1	P43273
3702.AT1G22070.1	Q39234
3702.AT5G10030.1	Q39162
3702.AT5G06960.1	Q39163
3702.AT1G77920.1	Q93ZE2
3702.AT1G19800.1	Q8L4R0
3702.AT3G20320.1	Q9LTR2
3702.AT3G06960.1	Q9M903
3702.AT5G23080.1	Q8GXN9
3702.AT1G13450.1	Q9FX53
3702.AT1G76890.2	Q39117
3702.AT5G01380.1	Q9SDW0
3702.AT2G38250.1	O80450
3702.AT3G25990.1	Q9LU92
3702.AT1G08630.1	Q8RXU4
3702.AT3G04520.1	Q9FPH3
3702.AT5G47990.1	Q9FI39
3702.AT5G48000.1	Q8L7D5
3702.AT3G10050.1	Q9ZSS6
3702.AT5G54380.1	Q9LK35
3702.AT2G20890.1	Q9SKT0
3702.AT2G31580.1	F4IRQ5
3702.AT2G32320.2	F4ISV6
3702.AT1G14530.1	Q948R8
3702.AT5G54770.1	Q38814
3702.AT5G48230.2	Q8S4Y1
3702.AT5G47720.2	Q9FIK7
3702.AT2G29630.1	O82392
3702.AT1G04710.1	Q8LF48
3702.AT2G33150.1	Q56WD9
3702.AT5G48880.2	Q570C8
3702.AT3G24030.1	Q9LIQ4
3702.AT1G72260.1	Q42596
3702.AT5G36910.1	Q42597
3702.AT2G15010.1	Q8VZK8
3702.AT1G66100.1	Q9C8D6
3702.AT1G12660.1	F4IDU9
3702.AT1G12663.1	A8MRP4
3702.AT5G59950.5	Q8L773
3702.AT5G02530.1	Q8L719
3702.AT1G66260.1	Q94EH8
3702.AT5G37720.1	Q6NQ72
3702.AT1G45233.2	F4HRC1
3702.AT5G42920.2	F4K4J0
3702.AT5G16790.1	Q8LDS5
3702.AT3G02950.1	Q9M8T6
3702.AT5G09860.1	Q93VM9
3702.AT1G24706.2	F4IAT2
3702.AT5G56130.1	Q9FKT5
3702.AT2G19430.1	Q8L4M1
3702.AT4G29840.1	Q9S7B5
3702.AT1G72810.1	Q9SSP5
3702.AT5G22640.1	Q8LPR8
3702.AT1G19180.1	Q9LMA8
3702.AT1G74950.1	Q9S7M2
3702.AT1G06950.1	Q8LPR9
3702.AT1G17380.1	Q9LDU5
3702.AT1G72450.1	Q9C9E3
3702.AT2G35795.1	Q8RV04
3702.AT3G09700.1	Q9SF33
3702.AT5G03030.1	Q9LYY2
3702.AT1G20350.1	Q9LN27
3702.AT2G37410.1	Q9SP35
3702.AT5G11690.1	Q9LYG1
3702.AT1G04940.1	Q8GZ79
3702.AT2G47840.1	O82251
3702.AT4G03320.1	Q9ZQZ9
3702.AT5G55710.1	Q9FM67
3702.ATCG01130.1	P56785
3702.AT3G10110.1	A2RVP7
3702.AT4G26670.1	Q94EH2
3702.AT5G55510.1	Q6NKU9
3702.AT1G18320.1	A1XJK0
3702.AT3G23710.1	F4J469
3702.AT1G17530.1	Q9LNQ1
3702.AT1G72750.1	Q38820
3702.AT3G04800.1	Q9S837
3702.AT2G20510.1	Q1PF33
3702.AT2G36070.1	Q5XF06
3702.AT2G15290.1	Q9SHU7
3702.AT4G33350.1	Q9SZB2
3702.AT4G23430.2	A2RVM0
3702.AT5G16620.1	Q9FMD5
3702.AT2G24820.1	Q9SK50
3702.AT5G01590.1	Q7Y1W1
3702.AT3G18890.1	Q8H0U5
3702.AT3G22380.2	Q94KE2
3702.AT3G43440.1	Q9M246
3702.AT5G20900.1	Q9C5K8
3702.AT4G14713.1	Q7XA73
3702.AT4G14720.1	Q8GY55
3702.AT1G30135.1	Q8LBM2
3702.AT2G34600.1	O64687
3702.AT1G48500.1	Q58G47
3702.AT3G17860.1	Q9LVI4
3702.AT1G70700.1	Q8W4J8
3702.AT4G32570.1	Q84MB2
3702.AT5G13220.1	Q93ZM9
3702.AT5G55220.1	Q8S9L5
3702.AT1G61570.1	Q9XH48
3702.AT4G00026.1	Q1G3L1
3702.AT1G55900.1	Q8VYE2
3702.AT5G50810.1	Q9XGY4
3702.AT3G46560.1	Q9XGX9
3702.AT5G25810.1	Q39127
3702.AT1G50240.2	Q2QAV0
3702.AT2G36830.1	P25818
3702.AT3G26520.1	Q41963
3702.AT4G01470.1	O82598
3702.AT3G16240.1	Q41951
3702.AT4G17340.1	Q41975
3702.AT5G47450.1	Q9FGL2
3702.AT1G73190.1	P26587
3702.AT1G17810.1	O22588
3702.AT2G25810.1	O82316
3702.AT3G47440.1	Q9STX9
3702.AT5G49980.1	Q9LTX2
3702.AT3G62980.1	Q570C0
3702.AT1G72930.1	Q9SSN3
3702.AT2G36960.3	Q8LJT8
3702.AT4G35420.1	Q500U8
3702.AT1G68540.1	Q9CA28
3702.AT3G60750.1	Q8RWV0
3702.AT2G45290.1	F4IW47
