160490.SPy_1744	Q99YE0
160490.SPy_1353	Q99Z82
160490.SPy_0923	Q9A057
160490.SPy_0732	Q9A0K7
160490.SPy_0433	Q9A170
160490.SPy_0296	Q9A1F7
160490.SPy_2149	Q99XL7
160490.SPy_1740	Q99YE4
160490.SPy_1697	Q99YH8
160490.SPy_1438	Q99Z24
160490.SPy_1306	Q99ZB1
160490.SPy_0146	Q9A1Q9
160490.SPy_1274	Q99ZD7
160490.SPy_1272	Q99ZD9
160490.SPy_0235	Q9A1K2
160490.SPy_0095	Q9A1U4
160490.SPy_1345	Q99Z87
160490.SPy_0549	Q9A0Y9
160490.SPy_2088	Q99XR0
160490.SPy_1878	Q99Y40
160490.SPy_1751	Q99YD4
160490.SPy_1570	Q99YR9
160490.SPy_1789	Q99YA7
160490.SPy_1563	Q99YS6
160490.SPy_1128	Q99ZQ5
160490.SPy_1849	Q99Y65
160490.SPy_0580	Q9A0W8
160490.SPy_0471	Q9A145
160490.SPy_2033	Q99XU1
160490.SPy_0142	Q9A1R2
160490.SPy_0207	Q9A1L4
160490.SPy_1733	Q99YF1
160490.SPy_1226	Q99ZH6
160490.SPy_1311	Q99ZA7
160490.SPy_1024	Q99ZY0
160490.SPy_0874	Q9A0A0
160490.SPy_0040	Q9A1X9
160490.SPy_1082	Q99ZT6
160490.SPy_0877	Q9A097
160490.SPy_0252	Q9A1I9
160490.SPy_0330	Q9A1D6
160490.SPy_0436	Q99QN1
160490.SPy_1617	Q99YN6
160490.SPy_1275	Q99ZD6
160490.SPy_0617	Q9A0U3
160490.SPy_0524	Q9A111
160490.SPy_0179	Q9A1N4
160490.SPy_1285	Q99ZC9
160490.SPy_0876	Q9A098
160490.SPy_0233	Q9A1K3
160490.SPy_1245	Q99ZG1
160490.SPy_1096	Q99ZT0
160490.SPy_0622	Q9A0U0
160490.SPy_0031	Q9A1Y8
160490.SPy_1747	Q99YD8
160490.SPy_0844	Q9A0B9
160490.SPy_2217	Q99XG8
160490.SPy_1790	Q99YA6
160490.SPy_2173	Q99XJ8
160490.SPy_2196	Q99XI0
160490.SPy_1450	Q99Z14
160490.SPy_1107	Q99ZS3
160490.SPy_0801	Q9A0F2
160490.SPy_0385	Q9A198
160490.SPy_1938	Q99Y02
160490.SPy_1198	Q99ZK2
160490.SPy_1959	Q99XY6
160490.SPy_1764	Q99YC6
160490.SPy_1175	Q99ZL7
160490.SPy_0637	Q9A0T0
160490.SPy_1857	Q99Y59
160490.SPy_0478	Q9A140
160490.SPy_0269	Q9A1H3
160490.SPy_1558	Q99YT0
160490.SPy_0800	Q9A0F3
160490.SPy_0815	Q9A0E0
160490.SPy_0590	Q9A0W0
160490.SPy_1950	Q99XZ2
160490.SPy_2203	Q99XH6
160490.SPy_1325	Q99Z99
160490.SPy_0547	Q9A0Z0
160490.SPy_0242	Q9A1J7
160490.SPy_2210	Q99XH2
160490.SPy_1656	Q99YK6
160490.SPy_0450	Q9A158
160490.SPy_2041	Q99XT7
160490.SPy_1328	Q99Z97
160490.SPy_1934	Q99Y06
160490.SPy_1868	Q99Y50
160490.SPy_1366	Q99Z72
160490.SPy_0448	Q9A159
160490.SPy_1973	Q99XX7
160490.SPy_1287	Q99ZC7
160490.SPy_0278	Q9A1G9
160490.SPy_0121	Q9A1S5
160490.SPy_0108	Q9A1T2
160490.SPy_2045	Q99XT6
160490.SPy_1674	Q99YJ5
160490.SPy_1424	Q99Z32
160490.SPy_0857	Q9A0A8
160490.SPy_0754	Q9A0J3
160490.SPy_0004	Q9A208
160490.SPy_1392	Q99Z54
160490.SPy_1288	Q99ZC6
160490.SPy_1169	Q99ZM3
160490.SPy_0604	Q9A0V0
160490.SPy_1064	Q99ZU7
160490.SPy_0621	Q9A0U1
160490.SPy_0248	Q9A1J2
160490.SPy_1879	Q99Y39
160490.SPy_1723	Q99YF9
160490.SPy_1302	Q99ZB3
160490.SPy_1025	Q99ZX9
160490.SPy_0913	Q9A066
160490.SPy_0780	Q9A0H0
160490.SPy_1029	Q99ZX6
160490.SPy_0489	Q9A134
160490.SPy_2155	Q99XL1
160490.SPy_1638	Q99YM1
160490.SPy_1447	Q99Z17
160490.SPy_1332	Q99Z95
160490.SPy_0650	Q9A0S0
160490.SPy_1081	Q7DAL9
160490.SPy_1344	Q99Z88
160490.SPy_0041	Q9A1X8
160490.SPy_1587	Q99YQ7
160490.SPy_0739	Q7DAM3
160490.SPy_0110	Q9A1T0
160490.SPy_1441	Q99QD0
160490.SPy_1277	Q99ZD4
160490.SPy_2197	Q99XH9
160490.SPy_1927	Q99Y09
160490.SPy_1626	Q99YM9
160490.SPy_0925	Q9A055
160490.SPy_0290	Q9A1G1
160490.SPy_2032	Q99XU2
160490.SPy_1886	Q99Y35
160490.SPy_0500	Q9A130
160490.SPy_0103	Q9A1T7
160490.SPy_1644	Q99YL5
160490.SPy_1530	Q99YU8
160490.SPy_2152	Q99XL4
160490.SPy_1252	Q99ZF4
160490.SPy_1783	Q99YB2
160490.SPy_1395	Q99Z52
160490.SPy_1324	Q99ZA0
160490.SPy_1794	Q99YA3
160490.SPy_1820	Q99Y87
160490.SPy_1730	Q99YF3
160490.SPy_1625	Q99YN0
160490.SPy_1461	Q99Z04
160490.SPy_1157	Q99ZN1
160490.SPy_1069	Q99ZU2
160490.SPy_0545	Q9A0Z2
160490.SPy_0887	Q9A087
160490.SPy_1364	Q7DAL6
160490.SPy_1939	Q99Y01
160490.SPy_1788	Q99YA8
160490.SPy_0771	Q9A0H8
160490.SPy_2165	Q99XK3
160490.SPy_2091	Q99XQ8
160490.SPy_0230	Q9A1K4
160490.SPy_1582	Q99YR0
160490.SPy_0797	Q9A0F6
160490.SPy_2052	Q99XT0
160490.SPy_1994	Q99XW3
160490.SPy_1373	Q99Z65
160490.SPy_1465	Q99Z00
160490.SPy_0437	Q9A168
160490.SPy_0638	Q9A0S9
160490.SPy_0814	Q9A0E1
160490.SPy_1807	Q490H4
160490.SPy_0276	Q9A1H1
160490.SPy_1605	Q99YP4
160490.SPy_2019	Q99XU9
160490.SPy_0037	Q9A1Y2
160490.SPy_0742	Q9A0K2
160490.SPy_1945	Q99XZ6
160490.SPy_1407	Q7DAL5
160490.SPy_1976	Q99XX6
160490.SPy_0627	Q9A0T8
160490.SPy_1711	Q99YG8
160490.SPy_0317	Q9A1E5
160490.SPy_1641	Q99YL8
160490.SPy_0630	Q9A0T5
160490.SPy_0475	Q9A142
160490.SPy_1885	Q99Y36
160490.SPy_1371	Q99Z67
160490.SPy_2162	Q99XK6
160490.SPy_1457	Q99Z07
160490.SPy_1181	Q99ZL2
160490.SPy_1828	Q99Y82
160490.SPy_1404	Q99Z46
160490.SPy_0198	Q9A1L8
160490.SPy_1815	Q99Y91
160490.SPy_1339	Q99Z91
160490.SPy_0540	Q9A0Z6
160490.SPy_0377	Q9A1A5
160490.SPy_0918	Q9A061
160490.SPy_1739	Q99YE5
160490.SPy_1156	Q99ZN2
160490.SPy_1138	Q99ZP8
160490.SPy_1779	Q99YB6
160490.SPy_1061	Q99ZV0
160490.SPy_1796	Q99YA1
160490.SPy_1273	Q99ZD8
160490.SPy_1113	Q99ZR9
160490.SPy_0469	Q9A147
160490.SPy_1529	Q99YU9
160490.SPy_1491	Q99YY2
160490.SPy_1144	Q99ZP2
160490.SPy_0205	Q9A1L5
160490.SPy_1755	Q99YD1
160490.SPy_0601	Q9A0V2
160490.SPy_0578	Q9A0X0
160490.SPy_1470	Q99Q98
160490.SPy_2047	Q99XT5
160490.SPy_1731	Q99YF2
160490.SPy_1728	Q99YF5
160490.SPy_1239	Q99ZG7
160490.SPy_1114	Q99ZR8
160490.SPy_2006	Q99XV4
160490.SPy_1575	Q48W91
160490.SPy_1034	Q99ZX2
160490.SPy_0084	Q9A1U8
160490.SPy_0745	Q9A0J9
160490.SPy_1037	Q99ZW9
160490.SPy_2120	Q99XN8
160490.SPy_1918	Q99Y16
160490.SPy_1749	Q99YD6
160490.SPy_0140	Q9A1R4
160490.SPy_0277	Q9A1H0
160490.SPy_2169	Q99XK1
160490.SPy_1824	Q99Y85
160490.SPy_1218	Q99ZI4
160490.SPy_1070	Q99ZU1
160490.SPy_0587	Q9A0W3
160490.SPy_0539	Q9A0Z7
160490.SPy_1468	Q99YZ8
160490.SPy_0744	Q9A0K0
160490.SPy_1599	Q99YP9
160490.SPy_1224	Q99ZH8
160490.SPy_1210	Q99ZJ2
160490.SPy_0786	Q9A0G5
160490.SPy_1294	Q99ZC0
160490.SPy_0919	Q9A060
160490.SPy_0568	Q9A0X8
160490.SPy_0454	Q7DAM8
160490.SPy_1393	Q99Z53
160490.SPy_0574	Q9A0X3
160490.SPy_1905	Q99Y25
160490.SPy_1411	Q99Z41
160490.SPy_1290	Q99ZC4
160490.SPy_0533	Q9A103
160490.SPy_0512	Q9A120
160490.SPy_2043	Q7DAK9
160490.SPy_1592	Q99YQ3
160490.SPy_1385	Q99Z59
160490.SPy_0326	Q9A1D9
160490.SPy_1471	Q99YZ6
160490.SPy_0101	Q9A1T9
160490.SPy_0746	Q9A0J8
160490.SPy_2198	Q99XH8
160490.SPy_2031	Q99XU3
160490.SPy_1729	Q99YF4
160490.SPy_0902	Q9A075
160490.SPy_0867	Q9A0A4
160490.SPy_0464	Q9A150
160490.SPy_0229	Q9A1K5
160490.SPy_1077	Q99ZT8
160490.SPy_1058	Q99ZV3
160490.SPy_0808	Q9A0E6
160490.SPy_0158	Q9A1Q0
160490.SPy_0035	Q9A1Y4
160490.SPy_0513	Q9A119
160490.SPy_2004	Q99XV6
160490.SPy_2042	Q7DAL0
160490.SPy_1143	Q99ZP3
160490.SPy_0159	Q9A1P9
160490.SPy_1902	Q99Q57
160490.SPy_1714	Q99YG6
160490.SPy_1259	Q99ZE8
160490.SPy_0425	Q9A177
160490.SPy_2177	Q99XJ5
160490.SPy_1526	Q99YV2
160490.SPy_0715	Q9A0L8
160490.SPy_0636	Q9A0T1
160490.SPy_0576	Q9A0X1
160490.SPy_0507	Q9A124
160490.SPy_1119	Q99ZR4
160490.SPy_1222	Q99ZI0
160490.SPy_0254	Q490Y5
160490.SPy_0701	Q9A0M7
160490.SPy_0600	Q9A0V3
160490.SPy_1682	Q99YI9
160490.SPy_1932	Q99Y07
160490.SPy_1932	Q48WL0
160490.SPy_2063	Q48WA1
160490.SPy_0033	Q9A1Y6
160490.SPy_1854	Q48WT4
160490.SPy_1295	Q48Y95
160490.SPy_0127	Q9A1S3
160490.SPy_1150	Q99ZN6
160490.SPy_1682	Q48XC8
160490.SPy_0645	Q9A0S3
160490.SPy_0645	Q48ZR8
160490.SPy_1255	Q48YI9
160490.SPy_0679	Q9A0P6
160490.SPy_0034	Q9A1Y5
160490.SPy_0600	Q48ZV1
160490.SPy_1134	Q48YU8
160490.SPy_0294	Q490U9
160490.SPy_0807	Q9A0E7
160490.SPy_2063	Q99XS3
160490.SPy_1643	Q99YL6
160490.SPy_1046	Q48Z31
160490.SPy_0781	Q9A0G9
160490.SPy_0184	Q491E1
160490.SPy_1127	Q99ZQ6
160490.SPy_1255	Q99ZF1
160490.SPy_0127	Q491J1
160490.SPy_1150	Q48YT2
160490.SPy_0282	Q490V9
160490.SPy_1134	Q99ZQ2
160490.SPy_1295	Q99ZB9
160490.SPy_1127	Q48YV5
160490.SPy_0033	Q491R9
160490.SPy_0807	Q48ZH8
160490.SPy_1854	Q99Y61
160490.SPy_1894	Q48WP7
160490.SPy_1813	Q48WW7
160490.SPy_0034	Q491R8
160490.SPy_0781	Q48ZK1
160490.SPy_0254	Q9A1I8
160490.SPy_1643	Q48XF7
160490.SPy_0294	Q9A1F9
160490.SPy_0282	Q9A1G6
160490.SPy_0184	Q9A1M9
160490.SPy_1715	Q48XA2
160490.SPy_1701	Q48XB3
160490.SPy_1454	Q48XX3
160490.SPy_1124	Q48YV8
160490.SPy_1017	Q48Z56
160490.SPy_1063	Q48Z14
160490.SPy_0137	Q491I3
160490.SPy_0789	Q9A0G3
160490.SPy_1981	Q48WH1
160490.SPy_1915	Q48WM6
160490.SPy_1227	Q48YL3
160490.SPy_1191	Q48YP5
160490.SPy_1179	Q48YQ5
160490.SPy_1309	Q48Y84
160490.SPy_1117	Q48YW5
160490.SPy_0327	Q490S2
160490.SPy_0303	Q490U2
160490.SPy_1768	Q48X03
160490.SPy_2176	Q99XJ6
160490.SPy_1766	Q99YC4
160490.SPy_1474	Q99YZ4
160490.SPy_1410	Q99Z42
160490.SPy_1206	Q99ZJ5
160490.SPy_1693	Q48XC0
160490.SPy_1494	Q48XT0
160490.SPy_0963	Q9A024
160490.SPy_1695	Q48XB8
160490.SPy_1675	Q48XD3
160490.SPy_1586	Q48XK3
160490.SPy_0977	Q9A015
160490.SPy_0669	Q9A0Q3
160490.SPy_1616	Q99YN7
160490.SPy_1476	Q99YZ2
160490.SPy_0457	Q9A156
160490.SPy_1709	Q99YH0
160490.SPy_0694	Q9A0N3
160490.SPy_1600	Q99YP8
160490.SPy_0695	Q9A0N2
160490.SPy_0189	Q9A1M4
160490.SPy_0657	Q9A0R3
160490.SPy_0726	Q9A0L1
160490.SPy_0312	Q9A1E9
160490.SPy_1374	Q99Z64
160490.SPy_0958	Q9A029
160490.SPy_1155	Q99ZN3
160490.SPy_1484	Q99YY7
160490.SPy_1398	Q99Z51
160490.SPy_0674	Q9A0P8
160490.SPy_0187	Q9A1M6
160490.SPy_1780	Q99YB5
160490.SPy_0909	Q9A069
160490.SPy_0688	Q9A0N8
160490.SPy_0117	Q9A1S6
160490.SPy_1989	Q99XW7
160490.SPy_0185	Q491E0
160490.SPy_1596	Q99YQ0
160490.SPy_1260	Q48YI3
160490.SPy_1603	Q99YP6
160490.SPy_2126	Q99XN4
160490.SPy_0986	Q9A007
160490.SPy_0700	Q9A0M8
160490.SPy_1873	Q99Y45
160490.SPy_2130	Q99XN0
160490.SPy_1935	Q99Y05
160490.SPy_0556	Q48ZZ0
160490.SPy_0660	Q9A0R0
160490.SPy_0577	Q9A0W9
160490.SPy_0681	Q9A0P4
160490.SPy_1874	Q99Y44
160490.SPy_0323	Q9A1E1
160490.SPy_0104	Q9A1T6
160490.SPy_1947	Q99XZ4
160490.SPy_2182	Q99XJ1
160490.SPy_0972	Q9A018
160490.SPy_0932	Q9A048
160490.SPy_0560	Q9A0Y1
160490.SPy_1813	Q99Y92
160490.SPy_0665	Q9A0Q6
160490.SPy_1787	Q99YA9
160490.SPy_2110	Q48W64
160490.SPy_1665	Q48XE0
160490.SPy_1654	Q99YK7
160490.SPy_1443	Q99Z21
160490.SPy_1265	Q99ZE2
160490.SPy_1567	Q48XL6
160490.SPy_1202	Q48YN7
160490.SPy_0168	Q9A1P5
160490.SPy_2049	Q99XT3
160490.SPy_0440	Q9A166
160490.SPy_0596	Q9A0V6
160490.SPy_1398	Q48Y19
160490.SPy_0596	Q48ZV4
160490.SPy_0560	Q48ZY7
160490.SPy_0957	Q9A030
160490.SPy_0400	Q9A189
160490.SPy_0177	Q9A1N6
160490.SPy_0565	Q48ZY3
160490.SPy_1454	Q99Z10
160490.SPy_1202	Q99ZJ9
160490.SPy_1947	Q48WJ6
160490.SPy_0705	Q9A0M4
160490.SPy_1221	Q48YL9
160490.SPy_1865	Q99Y53
160490.SPy_1588	Q99YQ6
160490.SPy_1066	Q99ZU5
160490.SPy_0698	Q9A0M9
160490.SPy_0658	Q9A0R2
160490.SPy_0174	Q9A1N9
160490.SPy_0749	Q9A0J6
160490.SPy_1463	Q48XW5
160490.SPy_1634	Q99YM3
160490.SPy_0044	Q9A1X7
160490.SPy_0999	Q99ZZ5
160490.SPy_0441	Q490J0
160490.SPy_1063	Q99ZU8
160490.SPy_1444	Q99Z20
160490.SPy_1811	Q48WW8
160490.SPy_0836	Q9A0C5
160490.SPy_1971	Q48WH9
160490.SPy_0952	Q9A032
160490.SPy_2048	Q99XT4
160490.SPy_0667	Q9A0Q4
160490.SPy_0414	Q9A181
160490.SPy_0967	Q9A022
160490.SPy_0689	Q9A0N7
160490.SPy_1972	Q99XX8
160490.SPy_0384	Q490M7
160490.SPy_0337	Q490R6
160490.SPy_0518	Q490C2
160490.SPy_0441	Q9A165
160490.SPy_1444	Q48XY1
160490.SPy_2049	Q48WB4
160490.SPy_2176	Q48W29
160490.SPy_1534	Q48XP5
160490.SPy_0170	Q491F5
160490.SPy_1782	Q48WZ1
160490.SPy_1600	Q48XJ3
160490.SPy_2135	Q99XM5
160490.SPy_1534	Q99YU4
160490.SPy_1673	Q99YJ6
160490.SPy_1485	Q99YY6
160490.SPy_0749	Q48ZM8
160490.SPy_0009	Q491U2
160490.SPy_0195	Q491D1
160490.SPy_2129	Q99XN1
160490.SPy_0682	Q9A0P3
160490.SPy_1992	Q99XW4
160490.SPy_1807	Q48WX0
160490.SPy_1386	Q48Y26
160490.SPy_1028	Q99ZX7
160490.SPy_0379	Q9A1A3
160490.SPy_0883	Q9A091
160490.SPy_0238	Q9A1J9
160490.SPy_0131	Q491I7
160490.SPy_0939	Q9A042
160490.SPy_0609	Q9A0U6
160490.SPy_0501	Q9A129
160490.SPy_1093	Q99ZT2
160490.SPy_0117	Q491K0
160490.SPy_0976	Q9A016
160490.SPy_0903	Q9A074
160490.SPy_1464	Q99Z01
160490.SPy_0558	Q48ZY9
160490.SPy_1903	Q99Y27
160490.SPy_1232	Q99ZH2
160490.SPy_0945	Q9A037
160490.SPy_0337	Q7DAM9
160490.SPy_1131	Q48YV0
160490.SPy_0312	Q490T3
160490.SPy_2142	Q99XM2
160490.SPy_0984	Q9A009
160490.SPy_0970	Q9A020
160490.SPy_0649	Q9A0S1
160490.SPy_1464	Q48XW4
160490.SPy_1363	Q99Z74
160490.SPy_1221	Q99ZI1
160490.SPy_1676	Q48XD2
160490.SPy_1137	Q48YU5
160490.SPy_0775	Q9A0H5
160490.SPy_1680	Q48XD0
160490.SPy_0949	Q48XU3
160490.SPy_0178	Q9A1N5
160490.SPy_1766	Q48X04
160490.SPy_0629	Q48ZT1
160490.SPy_0348	Q490Q7
160490.SPy_0009	Q9A204
160490.SPy_1971	Q99XX9
160490.SPy_2131	Q99XM9
160490.SPy_0550	Q9A0Y8
160490.SPy_0909	Q48Z89
160490.SPy_0775	Q48ZK7
160490.SPy_1574	Q99YR6
160490.SPy_2140	Q99XM3
160490.SPy_1981	Q99XX3
160490.SPy_1475	Q99YZ3
160490.SPy_1856	Q99Y60
160490.SPy_0186	Q9A1M7
160490.SPy_0535	Q490A8
160490.SPy_2065	Q99XS2
160490.SPy_0793	Q48ZJ1
160490.SPy_2025	Q48WD4
160490.SPy_0968	Q9A021
160490.SPy_0903	Q48Z94
160490.SPy_0181	Q491E4
160490.SPy_1715	Q99YG5
160490.SPy_0716	Q9A0L7
160490.SPy_0378	Q9A1A4
160490.SPy_2136	Q99XM4
160490.SPy_0412	Q490L0
160490.SPy_1535	Q48XP3
160490.SPy_1459	Q48XW9
160490.SPy_0432	Q490J7
160490.SPy_1691	Q99YI2
160490.SPy_0978	Q9A014
160490.SPy_0558	Q9A0Y3
160490.SPy_0171	Q9A1P2
160490.SPy_0535	Q9A101
160490.SPy_0898	Q9A079
160490.SPy_1155	Q48YS8
160490.SPy_0987	Q9A006
160490.SPy_0949	Q9A033
160490.SPy_1852	Q48WT5
160490.SPy_1972	Q48WH7
160490.SPy_0952	Q48XU6
160490.SPy_0188	Q491D7
160490.SPy_0477	Q490F9
160490.SPy_1264	Q48YH9
160490.SPy_1833	Q99Y77
160490.SPy_0527	Q9A109
160490.SPy_0384	Q9A199
160490.SPy_2040	Q99XT8
160490.SPy_0992	Q9A002
160490.SPy_1874	Q48WR4
160490.SPy_0997	Q99ZZ7
160490.SPy_0942	Q9A040
160490.SPy_0938	Q9A043
160490.SPy_0999	Q48X87
160490.SPy_1230	Q48YL1
160490.SPy_1586	Q99YQ8
160490.SPy_1833	Q48WV0
160490.SPy_0856	Q48ZD7
160490.SPy_0961	Q9A026
160490.SPy_0649	Q48ZR4
160490.SPy_0957	Q48XV2
160490.SPy_0982	Q9A010
160490.SPy_0210	Q9A1L2
160490.SPy_0702	Q9A0M6
160490.SPy_0010	Q9A203
160490.SPy_0672	Q9A0Q0
160490.SPy_1260	Q99ZE7
160490.SPy_0104	Q491L0
160490.SPy_1565	Q48XL8
160490.SPy_0238	Q490Z7
160490.SPy_0656	Q9A0R4
160490.SPy_0197	Q9A1L9
160490.SPy_0166	Q491F9
160490.SPy_1865	Q48WS4
160490.SPy_1265	Q48YH8
160490.SPy_0988	Q9A005
160490.SPy_1603	Q48XJ1
160490.SPy_0521	Q9A112
160490.SPy_1935	Q48WK8
160490.SPy_1437	Q48XY7
160490.SPy_0430	Q490J8
160490.SPy_0186	Q491D9
160490.SPy_1503	Q48XS2
160490.SPy_0572	Q48ZX5
160490.SPy_0187	Q491D8
160490.SPy_1188	Q99ZK8
160490.SPy_1040	Q99ZW6
160490.SPy_1001	Q99ZZ4
160490.SPy_0148	Q9A1Q7
160490.SPy_2025	Q99XU7
160490.SPy_2122	Q99XN6
160490.SPy_1007	Q99ZZ1
160490.SPy_1017	Q99ZY5
160490.SPy_0634	Q9A0T2
160490.SPy_1369	Q48Y37
160490.SPy_2016	Q48WD9
160490.SPy_1111	Q48YX0
160490.SPy_0178	Q491E7
160490.SPy_1492	Q48XT2
160490.SPy_0646	Q48ZR7
160490.SPy_1240	Q48YK4
160490.SPy_1436	Q99Z26
160490.SPy_0393	Q9A193
160490.SPy_0181	Q9A1N2
160490.SPy_0400	Q490L8
160490.SPy_2144	Q99XM1
160490.SPy_0416	Q9A180
160490.SPy_1695	Q99YH9
160490.SPy_0501	Q490D9
160490.SPy_0505	Q490D4
160490.SPy_0943	Q9A039
160490.SPy_0131	Q9A1R9
160490.SPy_0994	Q9A000
160490.SPy_2065	Q48WA0
160490.SPy_2048	Q48WB5
160490.SPy_1445	Q99Z19
160490.SPy_0684	Q9A0P1
160490.SPy_1042	Q99ZW5
160490.SPy_1043	Q48Z33
160490.SPy_2132	Q99XM8
160490.SPy_2154	Q99XL2
160490.SPy_0102	Q491L2
160490.SPy_1494	Q99YX9
160490.SPy_1019	Q48Z54
160490.SPy_0965	Q9A023
160490.SPy_0166	Q9A1P6
160490.SPy_1654	Q48XE8
160490.SPy_0148	Q491H3
160490.SPy_0080a	Q491M8
160490.SPy_1676	Q99YJ3
160490.SPy_0165	Q7DAN2
160490.SPy_1035	Q99ZX1
160490.SPy_1552	Q99YT3
160490.SPy_0691	Q9A0N5
160490.SPy_0196	Q491D0
160490.SPy_0837	Q48ZF5
160490.SPy_0960	Q9A027
160490.SPy_1565	Q99YS4
160490.SPy_1992	Q48WF8
160490.SPy_1035	Q48Z40
160490.SPy_2145	Q99XM0
160490.SPy_0261	Q9A1I1
160490.SPy_1542	Q99YT8
160490.SPy_2018	Q99XV0
160490.SPy_1484	Q48XU5
160490.SPy_0975	Q9A017
160490.SPy_0640	Q9A0S7
160490.SPy_0105	Q9A1T5
160490.SPy_1852	Q99Y62
160490.SPy_1487	Q99YY4
160490.SPy_0979	Q9A013
160490.SPy_1478	Q99YZ0
160490.SPy_0010	Q491U1
160490.SPy_0671	Q9A0Q1
160490.SPy_0470	Q490G5
160490.SPy_0369	Q9A1B0
160490.SPy_0521	Q490C0
160490.SPy_0416	Q490K8
160490.SPy_1264	Q99ZE3
160490.SPy_0693	Q9A0N4
160490.SPy_0680	Q9A0P5
160490.SPy_0180	Q9A1N3
160490.SPy_0690	Q9A0N6
160490.SPy_2163	Q99XK5
160490.SPy_0169	Q9A1P4
160490.SPy_0219	Q99Y95
160490.SPy_1864	Q48WS5
160490.SPy_1856	Q48WT2
160490.SPy_1080	Q99ZT7
160490.SPy_1059	Q99ZV2
160490.SPy_2147	Q99XL9
160490.SPy_0327	Q9A1D8
160490.SPy_2125	Q99XN5
160490.SPy_1479	Q48XV1
160490.SPy_1989	Q48WG1
160490.SPy_1309	Q99ZA9
160490.SPy_0996	Q99ZZ8
160490.SPy_1483	Q99YY8
160490.SPy_1709	Q48XA8
160490.SPy_0571	Q9A0X5
160490.SPy_0640	Q48ZS2
160490.SPy_0716	Q48ZQ5
160490.SPy_1839	Q48WU5
160490.SPy_0440	Q490J1
160490.SPy_0210	Q491B9
160490.SPy_0172	Q491F3
160490.SPy_1442	Q99Z22
160490.SPy_1616	Q48XI0
160490.SPy_2134	Q99XM6
160490.SPy_0518	Q9A114
160490.SPy_0172	Q9A1P1
160490.SPy_1093	Q48YY7
160490.SPy_0956	Q9A031
160490.SPy_2054	Q99XS8
160490.SPy_1634	Q48XG4
160490.SPy_0737	Q48ZN9
160490.SPy_2164	Q99XK4
160490.SPy_0946	Q9A036
160490.SPy_1059	Q48Z18
160490.SPy_2127	Q99XN3
160490.SPy_1227	Q99ZH5
160490.SPy_0303	Q9A1F6
160490.SPy_0646	Q9A0S2
160490.SPy_0948	Q48XU2
160490.SPy_1567	Q99YS2
160490.SPy_1206	Q48YN3
160490.SPy_0944	Q9A038
160490.SPy_0470	Q9A146
160490.SPy_0677	Q9A0P7
160490.SPy_0836	Q48ZF6
160490.SPy_1787	Q48WY6
160490.SPy_1172	Q48YR2
160490.SPy_1675	Q99YJ4
160490.SPy_1503	Q99YX1
160490.SPy_1419	Q48Y01
160490.SPy_1542	Q48XN6
160490.SPy_0410	Q9A183
160490.SPy_1596	Q48XJ6
160490.SPy_1535	Q48XP2
160490.SPy_0677	Q48YC9
160490.SPy_1386	Q99Z58
160490.SPy_0883	Q48ZB1
160490.SPy_0629	Q9A0T6
160490.SPy_2110	Q99XP7
160490.SPy_1474	Q48XV6
160490.SPy_0198	Q48Y63
160490.SPy_0163	Q491G2
160490.SPy_1117	Q99ZR6
160490.SPy_1230	Q99ZH3
160490.SPy_1172	Q99ZM0
160490.SPy_0572	Q9A0X4
160490.SPy_0431	Q9A172
160490.SPy_0686	Q9A0N9
160490.SPy_0477	Q9A141
160490.SPy_1811	Q99Y93
160490.SPy_1915	Q99Y19
160490.SPy_1080	Q48YZ7
160490.SPy_1782	Q99YB3
160490.SPy_0696	Q9A0N1
160490.SPy_0609	Q48ZU4
160490.SPy_0527	Q490B6
160490.SPy_0948	Q9A034
160490.SPy_0710	Q9A0M2
160490.SPy_0591	Q9A0V9
160490.SPy_0707	Q9A0M3
160490.SPy_1665	Q99YK0
160490.SPy_0993	Q9A001
160490.SPy_0940	Q9A041
160490.SPy_0937	Q9A044
160490.SPy_0503	Q9A127
160490.SPy_0196	Q9A1M0
160490.SPy_2095	Q99XQ6
160490.SPy_0591	Q48ZV9
160490.SPy_0661	Q9A0Q9
160490.SPy_0176	Q9A1N7
160490.SPy_1329	Q99Z96
160490.SPy_0666	Q9A0Q5
160490.SPy_0685	Q9A0P0
160490.SPy_1212	Q99ZJ0
160490.SPy_1232	Q48YL0
160490.SPy_0414	Q490K9
160490.SPy_1188	Q48YP8
160490.SPy_2133	Q99XM7
160490.SPy_0659	Q9A0R1
160490.SPy_0315	Q9A1E7
160490.SPy_1738	Q48X28
160490.SPy_1627	Q48XH0
160490.SPy_0898	Q48Z99
160490.SPy_0457	Q490H9
160490.SPy_0180	Q491E5
160490.SPy_0991	Q9A003
160490.SPy_0137	Q9A1R5
160490.SPy_0044	Q491Q9
160490.SPy_2018	Q48WD8
160490.SPy_0323	Q490S5
160490.SPy_0936	Q48Z64
160490.SPy_1443	Q48XY2
160490.SPy_0726	Q48ZP8
160490.SPy_1434	Q99Z27
160490.SPy_0219	Q9A1K9
160490.SPy_1240	Q99ZG6
160490.SPy_1434	Q48XZ0
160490.SPy_1192	Q48YP4
160490.SPy_0932	Q48Z67
160490.SPy_1043	Q99ZW4
160490.SPy_0655	Q9A0R5
160490.SPy_0189	Q491D6
160490.SPy_0177	Q491E8
160490.SPy_1446	Q99Z18
