9823.ENSSSCP00000024131	P54612
9823.ENSSSCP00000001596	W0K963
9823.ENSSSCP00000017966	A3KBF3
9823.ENSSSCP00000017465	C5IWV5
9823.ENSSSCP00000027079	D2JYK4
9823.ENSSSCP00000009941	F1RSU9
9823.ENSSSCP00000013743	F1RUV5
9823.ENSSSCP00000004686	F1RY00
9823.ENSSSCP00000002879	F1S5W3
9823.ENSSSCP00000016155	F1S6H0
9823.ENSSSCP00000004413	F1S7W6
9823.ENSSSCP00000007467	F1SE45
9823.ENSSSCP00000016566	F1SF28
9823.ENSSSCP00000014027	F1SJ77
9823.ENSSSCP00000000499	F1SKB3
9823.ENSSSCP00000021853	F1SLX1
9823.ENSSSCP00000005110	F1SSW5
9823.ENSSSCP00000015017	F1RF23
9823.ENSSSCP00000003473	F1RH58
9823.ENSSSCP00000015601	F1RJD9
9823.ENSSSCP00000015379	F1RL69
9823.ENSSSCP00000015585	F1RLX1
9823.ENSSSCP00000001990	F1RMH8
9823.ENSSSCP00000018856	F1RN69
9823.ENSSSCP00000018825	F1RNC5
9823.ENSSSCP00000006048	F1RR98
9823.ENSSSCP00000006696	F1RSC9
9823.ENSSSCP00000006627	F1RTY9
9823.ENSSSCP00000013441	F1RU62
9823.ENSSSCP00000001452	F1RU86
9823.ENSSSCP00000011839	F1RVE6
9823.ENSSSCP00000009599	F1RYR6
9823.ENSSSCP00000009724	F1S152
9823.ENSSSCP00000009049	F1S4S6
9823.ENSSSCP00000007751	F1S4Y6
9823.ENSSSCP00000007352	F1S532
9823.ENSSSCP00000014491	F1S586
9823.ENSSSCP00000007259	F1S622
9823.ENSSSCP00000007683	F1S7I5
9823.ENSSSCP00000014323	F1S8E8
9823.ENSSSCP00000014234	F1S982
9823.ENSSSCP00000004396	F1SB24
9823.ENSSSCP00000016338	F1SB86
9823.ENSSSCP00000007555	F1SBH7
9823.ENSSSCP00000007136	F1SDD6
9823.ENSSSCP00000016561	F1SF33
9823.ENSSSCP00000005099	F1SI19
9823.ENSSSCP00000014054	F1SIF5
9823.ENSSSCP00000017316	F1SIU5
9823.ENSSSCP00000012488	F1SJM9
9823.ENSSSCP00000002017	F1SK18
9823.ENSSSCP00000012464	F1SKC7
9823.ENSSSCP00000012457	F1SKE4
9823.ENSSSCP00000000451	F1SL63
9823.ENSSSCP00000000442	F1SL81
9823.ENSSSCP00000017750	F1SSE5
9823.ENSSSCP00000005764	F1SSG7
9823.ENSSSCP00000005460	F1SSI5
9823.ENSSSCP00000017439	F1SSI6
9823.ENSSSCP00000017119	F1SSS0
9823.ENSSSCP00000005112	F1SSW2
9823.ENSSSCP00000000471	H6WJF7
9823.ENSSSCP00000012158	B5LZ26
9823.ENSSSCP00000001663	D5KJJ3
9823.ENSSSCP00000018880	F1RHH6
9823.ENSSSCP00000008367	F1RPE9
9823.ENSSSCP00000009839	F1RW26
9823.ENSSSCP00000026949	F1SH61
9823.ENSSSCP00000017034	F1SMZ6
9823.ENSSSCP00000018785	F2Z529
9823.ENSSSCP00000013649	F2Z551
9823.ENSSSCP00000018391	F6MFB3
9823.ENSSSCP00000001001	Q3YFL7
9823.ENSSSCP00000025388	H9ZGM8
9823.ENSSSCP00000004118	Q15B94
9823.ENSSSCP00000027437	A0ZQ20
9823.ENSSSCP00000030956	Q9N1F6
9823.ENSSSCP00000018551	F8S1I2
9823.ENSSSCP00000012689	F8S324
9823.ENSSSCP00000001298	B1A910
9823.ENSSSCP00000027965	C3VVV8
9823.ENSSSCP00000005158	Q1RP81
9823.ENSSSCP00000014522	Q4TTV6
9823.ENSSSCP00000021333	Q4U4R9
9823.ENSSSCP00000021333	Q4U4S0
9823.ENSSSCP00000003691	F1RHS6
9823.ENSSSCP00000013154	F1RTP5
9823.ENSSSCP00000014540	F1S2T1
9823.ENSSSCP00000002935	F1S434
9823.ENSSSCP00000011747	F1SE54
9823.ENSSSCP00000000547	F1SH18
9823.ENSSSCP00000012061	F1SNZ3
9823.ENSSSCP00000000610	F1SR01
9823.ENSSSCP00000027692	F1RH04
9823.ENSSSCP00000001945	F1RIF4
9823.ENSSSCP00000008067	F1RIW7
9823.ENSSSCP00000002548	F1S3I9
9823.ENSSSCP00000004208	F1S3W8
9823.ENSSSCP00000004069	F1SAG0
9823.ENSSSCP00000014169	F1SGM4
9823.ENSSSCP00000002153	F1SHF5
9823.ENSSSCP00000002108	F1SHL9
9823.ENSSSCP00000012394	F1SNT0
9823.ENSSSCP00000019957	I3L7F2
9823.ENSSSCP00000019997	I3L7J2
9823.ENSSSCP00000020273	I3L8B3
9823.ENSSSCP00000020597	I3L985
9823.ENSSSCP00000020732	I3L9L9
9823.ENSSSCP00000030608	I3L9N9
9823.ENSSSCP00000021760	I3LCI5
9823.ENSSSCP00000022285	I3LE00
9823.ENSSSCP00000023794	I3LI94
9823.ENSSSCP00000023827	I3LIC3
9823.ENSSSCP00000024304	I3LJP2
9823.ENSSSCP00000025524	I3LN52
9823.ENSSSCP00000025757	I3LNT2
9823.ENSSSCP00000025952	I3LPC6
9823.ENSSSCP00000027651	I3LU52
9823.ENSSSCP00000028194	I3LVP1
9823.ENSSSCP00000006421	U4Q7I3
9823.ENSSSCP00000021209	A7UGB3
9823.ENSSSCP00000006227	F1RWQ2
9823.ENSSSCP00000018733	I3L5C6
9823.ENSSSCP00000019434	I3L5Y3
9823.ENSSSCP00000008922	I3L6D2
9823.ENSSSCP00000019660	I3L6K9
9823.ENSSSCP00000019880	I3L776
9823.ENSSSCP00000020053	I3L7P7
9823.ENSSSCP00000020116	I3L7V8
9823.ENSSSCP00000020530	I3L919
9823.ENSSSCP00000021453	I3LBN2
9823.ENSSSCP00000022086	I3LDF5
9823.ENSSSCP00000022137	I3LDK5
9823.ENSSSCP00000022539	I3LEQ0
9823.ENSSSCP00000022980	I3LFY7
9823.ENSSSCP00000023229	I3LGN5
9823.ENSSSCP00000023662	I3LHW4
9823.ENSSSCP00000023731	I3LI32
9823.ENSSSCP00000023774	I3LI75
9823.ENSSSCP00000024533	I3LKB9
9823.ENSSSCP00000020006	I3LKT9
9823.ENSSSCP00000025098	I3LLX8
9823.ENSSSCP00000025295	I3LMH4
9823.ENSSSCP00000025601	I3LNC7
9823.ENSSSCP00000025933	I3LPA7
9823.ENSSSCP00000026178	I3LQ00
9823.ENSSSCP00000020160	I3LQB8
9823.ENSSSCP00000026890	I3LRZ9
9823.ENSSSCP00000027479	I3LTN2
9823.ENSSSCP00000027495	I3LTP7
9823.ENSSSCP00000027599	I3LU00
9823.ENSSSCP00000027807	I3LUK7
9823.ENSSSCP00000027875	I3LUS4
9823.ENSSSCP00000027895	I3LUU4
9823.ENSSSCP00000027965	I3LV13
9823.ENSSSCP00000012160	Q5WPA9
9823.ENSSSCP00000010022	Q9GK20
9823.ENSSSCP00000016535	F1S2W0
9823.ENSSSCP00000017239	F1SMW9
9823.ENSSSCP00000005021	F1SN63
9823.ENSSSCP00000012909	F1SRH8
9823.ENSSSCP00000021885	H9DUR7
9823.ENSSSCP00000001483	A1YH95
9823.ENSSSCP00000005520	Q9TSY1
9823.ENSSSCP00000015635	F1RIK9
9823.ENSSSCP00000003650	F1RIM3
9823.ENSSSCP00000004854	F1RPS8
9823.ENSSSCP00000018083	F1RQC7
9823.ENSSSCP00000011320	F1S5L8
9823.ENSSSCP00000016029	F1SAI8
9823.ENSSSCP00000016018	F1SAK7
9823.ENSSSCP00000000523	F1SH58
9823.ENSSSCP00000002103	F1SI90
9823.ENSSSCP00000017842	F1SNA0
9823.ENSSSCP00000012082	F1SNU9
9823.ENSSSCP00000008787	F1SVB9
9823.ENSSSCP00000019147	G9JKR3
9823.ENSSSCP00000005209	G9JX30
9823.ENSSSCP00000019185	I3L586
9823.ENSSSCP00000019786	I3L6Y4
9823.ENSSSCP00000019877	I3L773
9823.ENSSSCP00000020114	I3L7V6
9823.ENSSSCP00000021325	I3LBA6
9823.ENSSSCP00000023505	I3LHF9
9823.ENSSSCP00000023829	I3LIC5
9823.ENSSSCP00000024214	I3LJF4
9823.ENSSSCP00000024382	I3LJX0
9823.ENSSSCP00000026475	I3LLZ1
9823.ENSSSCP00000025730	I3LNQ5
9823.ENSSSCP00000027272	I3LT28
9823.ENSSSCP00000017572	M1XH45
9823.ENSSSCP00000015699	C7E3P9
9823.ENSSSCP00000002957	K9IVU3
9823.ENSSSCP00000000701	K9J6H8
9823.ENSSSCP00000010817	K9J6I2
9823.ENSSSCP00000014907	Q29160
9823.ENSSSCP00000010182	Q3HNB0
9823.ENSSSCP00000000380	Q6DKZ8
9823.ENSSSCP00000001491	Q6PWY4
9823.ENSSSCP00000003419	Q4VK70
9823.ENSSSCP00000019141	Q9G7T0
9823.ENSSSCP00000019137	A0A077EXT6
9823.ENSSSCP00000012339	Q1W4T3
9823.ENSSSCP00000021246	Q29566
9823.ENSSSCP00000013083	Q95302
9823.ENSSSCP00000010677	D0G7F2
9823.ENSSSCP00000023781	Q6QAQ3
9823.ENSSSCP00000014981	K7GLM6
9823.ENSSSCP00000029213	K7GMW4
9823.ENSSSCP00000025530	K7GQJ0
9823.ENSSSCP00000030893	K7GSK6
9823.ENSSSCP00000016982	K7GT59
9823.ENSSSCP00000018389	Q1EG87
9823.ENSSSCP00000002108	Q29582
9823.ENSSSCP00000008902	Q8WN54
9823.ENSSSCP00000005607	Q9TRG5
9823.ENSSSCP00000004459	C0LN01
9823.ENSSSCP00000028240	K7GK68
9823.ENSSSCP00000030572	K7GL23
9823.ENSSSCP00000028684	K7GLF5
9823.ENSSSCP00000013062	K7GLM2
9823.ENSSSCP00000028885	K7GLZ8
9823.ENSSSCP00000012732	K7GM06
9823.ENSSSCP00000029516	K7GMB2
9823.ENSSSCP00000018263	K7GMQ3
9823.ENSSSCP00000020934	K7GN89
9823.ENSSSCP00000029498	K7GNU6
9823.ENSSSCP00000004784	K7GPB8
9823.ENSSSCP00000023729	K7GPN1
9823.ENSSSCP00000029997	K7GQ31
9823.ENSSSCP00000030742	K7GS62
9823.ENSSSCP00000027061	K7GSD7
9823.ENSSSCP00000013178	K7GSW0
9823.ENSSSCP00000023036	O62701
9823.ENSSSCP00000025359	Q9TTP1
9823.ENSSSCP00000007497	C5MLZ0
9823.ENSSSCP00000009657	A8WE60
9823.ENSSSCP00000019850	I3L746
9823.ENSSSCP00000022138	I3LDK6
9823.ENSSSCP00000019136	Q2NNK6
9823.ENSSSCP00000012353	Q71UZ8
9823.ENSSSCP00000016606	Q9XT08
9823.ENSSSCP00000020778	F1RKY5
9823.ENSSSCP00000028227	F1SRX4
9823.ENSSSCP00000019425	I3L5X4
9823.ENSSSCP00000019537	I3L686
9823.ENSSSCP00000020069	I3L7R3
9823.ENSSSCP00000020428	I3L8R7
9823.ENSSSCP00000020493	I3L8Y2
9823.ENSSSCP00000020823	I3L9V9
9823.ENSSSCP00000020901	I3LA35
9823.ENSSSCP00000021093	I3LAM5
9823.ENSSSCP00000021269	I3LB50
9823.ENSSSCP00000000915	I3LBI3
9823.ENSSSCP00000021490	I3LBR9
9823.ENSSSCP00000016885	I3LBX2
9823.ENSSSCP00000022349	I3LE63
9823.ENSSSCP00000022912	I3LFS0
9823.ENSSSCP00000023012	I3LG19
9823.ENSSSCP00000023131	I3LGD8
9823.ENSSSCP00000024179	I3LJC0
9823.ENSSSCP00000024675	I3LKR0
9823.ENSSSCP00000024898	I3LLD0
9823.ENSSSCP00000024957	I3LLI7
9823.ENSSSCP00000024970	I3LLK0
9823.ENSSSCP00000025077	I3LLV7
9823.ENSSSCP00000025090	I3LLX0
9823.ENSSSCP00000025355	I3LMN4
9823.ENSSSCP00000025369	I3LMP8
9823.ENSSSCP00000025707	I3LNN2
9823.ENSSSCP00000025761	I3LNT6
9823.ENSSSCP00000026037	I3LPL0
9823.ENSSSCP00000026136	I3LPV9
9823.ENSSSCP00000026353	I3LQH3
9823.ENSSSCP00000026445	I3LQR5
9823.ENSSSCP00000026619	I3LR86
9823.ENSSSCP00000026694	I3LRG0
9823.ENSSSCP00000027089	I3LSJ6
9823.ENSSSCP00000027528	I3LTT0
9823.ENSSSCP00000027594	I3LTZ5
9823.ENSSSCP00000028053	I3LVA1
9823.ENSSSCP00000015133	D9ILV0
9823.ENSSSCP00000008359	K9IVT3
9823.ENSSSCP00000001881	Q29232
9823.ENSSSCP00000000915	Q6GVY9
9823.ENSSSCP00000015199	Q6KCM3
9823.ENSSSCP00000009607	Q70EK5
9823.ENSSSCP00000029174	K7GMS7
9823.ENSSSCP00000029356	K7GNA5
9823.ENSSSCP00000013036	K7GQ22
9823.ENSSSCP00000030852	K7GSG9
9823.ENSSSCP00000006683	Q3HSD8
9823.ENSSSCP00000013419	Q9N1X7
9823.ENSSSCP00000014641	B3VK29
9823.ENSSSCP00000001934	B2D1T3
9823.ENSSSCP00000002942	B5ATV5
9823.ENSSSCP00000001574	B5L2Q0
9823.ENSSSCP00000018443	E7CR01
9823.ENSSSCP00000018969	F1RFX9
9823.ENSSSCP00000010510	F1RKH2
9823.ENSSSCP00000018826	F1RNC4
9823.ENSSSCP00000003535	F1RNI7
9823.ENSSSCP00000013791	F1RU23
9823.ENSSSCP00000004788	F1RZK1
9823.ENSSSCP00000016475	F1S678
9823.ENSSSCP00000007602	F1S8C9
9823.ENSSSCP00000007198	F1SAW5
9823.ENSSSCP00000011198	F1SBF8
9823.ENSSSCP00000012192	F1SIW2
9823.ENSSSCP00000017448	F1SRV4
9823.ENSSSCP00000019140	Q2NNK2
9823.ENSSSCP00000007815	I1SNT7
9823.ENSSSCP00000010480	K7GKJ9
9823.ENSSSCP00000029411	Q28952
9823.ENSSSCP00000012577	K7GLJ4
9823.ENSSSCP00000029021	K7GMD0
9823.ENSSSCP00000024681	K7GN59
9823.ENSSSCP00000002188	K7GNN2
9823.ENSSSCP00000030659	K7GQ63
9823.ENSSSCP00000028486	K7GRF4
9823.ENSSSCP00000029256	K7GRS2
9823.ENSSSCP00000030799	K7GSB8
9823.ENSSSCP00000007498	C5MLY8
9823.ENSSSCP00000005050	Q00P28
9823.ENSSSCP00000018556	Q95L19
9823.ENSSSCP00000014944	B2MUX5
9823.ENSSSCP00000008649	F1SU90
9823.ENSSSCP00000016026	F2Z5G8
9823.ENSSSCP00000018277	M3V870
9823.ENSSSCP00000016473	M3VH81
9823.ENSSSCP00000010874	F1RG23
9823.ENSSSCP00000010588	F1RIU8
9823.ENSSSCP00000010343	F1RJP8
9823.ENSSSCP00000010017	F1RK27
9823.ENSSSCP00000010545	F1RKA9
9823.ENSSSCP00000008429	F1RL25
9823.ENSSSCP00000010221	F1RN25
9823.ENSSSCP00000030425	F1RQW9
9823.ENSSSCP00000006379	F1RRR4
9823.ENSSSCP00000025248	F1RSN4
9823.ENSSSCP00000006604	F1RU10
9823.ENSSSCP00000013786	F1RU28
9823.ENSSSCP00000006190	F1RZA1
9823.ENSSSCP00000004781	F1RZK8
9823.ENSSSCP00000013601	F1RZU4
9823.ENSSSCP00000004949	F1S050
9823.ENSSSCP00000016901	F1S087
9823.ENSSSCP00000006468	F1S0R3
9823.ENSSSCP00000009773	F1S108
9823.ENSSSCP00000009739	F1S138
9823.ENSSSCP00000006780	F1S197
9823.ENSSSCP00000011683	F1S4I1
9823.ENSSSCP00000007733	F1S503
9823.ENSSSCP00000007349	F1S535
9823.ENSSSCP00000009016	F1S5K3
9823.ENSSSCP00000014822	F1S6N5
9823.ENSSSCP00000002279	F1S6V5
9823.ENSSSCP00000004479	F1S6Z2
9823.ENSSSCP00000014370	F1SBU9
9823.ENSSSCP00000007822	F1SDX5
9823.ENSSSCP00000017352	F1SI07
9823.ENSSSCP00000000101	F1SLC2
9823.ENSSSCP00000008989	F1SQI6
9823.ENSSSCP00000000051	F1SRG4
9823.ENSSSCP00000007086	F1SS95
9823.ENSSSCP00000005107	F1SSW8
9823.ENSSSCP00000019017	F1ST41
9823.ENSSSCP00000016775	P79321
9823.ENSSSCP00000015910	Q9GM68
9823.ENSSSCP00000023147	C6L242
9823.ENSSSCP00000003272	F1RGK2
9823.ENSSSCP00000006247	F1RVZ5
9823.ENSSSCP00000018744	F1S1B9
9823.ENSSSCP00000006768	F1S1C5
9823.ENSSSCP00000013260	F1S1P8
9823.ENSSSCP00000006736	F1S248
9823.ENSSSCP00000004552	F1S2X3
9823.ENSSSCP00000004123	F1S815
9823.ENSSSCP00000014320	F1S8F1
9823.ENSSSCP00000014753	F1S959
9823.ENSSSCP00000009222	F1S9J8
9823.ENSSSCP00000005908	F1SME1
9823.ENSSSCP00000010905	F1SUJ6
9823.ENSSSCP00000015795	F1SUK6
9823.ENSSSCP00000015772	F1SUM9
9823.ENSSSCP00000015725	F1SUX1
9823.ENSSSCP00000010139	F2Z520
9823.ENSSSCP00000014963	F2Z5H8
9823.ENSSSCP00000017911	B8XTR6
9823.ENSSSCP00000029410	C8CKB7
9823.ENSSSCP00000030229	A5D9L8
9823.ENSSSCP00000013238	D0G784
9823.ENSSSCP00000018572	F1RWH6
9823.ENSSSCP00000006231	F1RWN7
9823.ENSSSCP00000014677	F1SCB6
9823.ENSSSCP00000005569	F1SNE1
9823.ENSSSCP00000012675	F1SPB2
9823.ENSSSCP00000027395	Q6UNS9
9823.ENSSSCP00000014130	K7GKE4
9823.ENSSSCP00000007017	K7GKQ4
9823.ENSSSCP00000018334	K7GKT1
9823.ENSSSCP00000028549	K7GL21
9823.ENSSSCP00000028711	K7GLI1
9823.ENSSSCP00000029258	K7GN09
9823.ENSSSCP00000029351	K7GNA0
9823.ENSSSCP00000006315	K7GNU1
9823.ENSSSCP00000029596	K7GNY9
9823.ENSSSCP00000018638	K7GSH0
9823.ENSSSCP00000013158	K7GSN7
9823.ENSSSCP00000010425	Q19LF0
9823.ENSSSCP00000016318	Q9TU46
9823.ENSSSCP00000008030	B3LDT2
9823.ENSSSCP00000019147	B6CXB1
9823.ENSSSCP00000005929	Q9TT27
9823.ENSSSCP00000000674	A0MZ87
9823.ENSSSCP00000010562	F1RJK7
9823.ENSSSCP00000008487	F1RK49
9823.ENSSSCP00000018043	F1RR56
9823.ENSSSCP00000009656	F1RRG5
9823.ENSSSCP00000006016	F1RS14
9823.ENSSSCP00000016991	F1RXV9
9823.ENSSSCP00000006139	F1S0T9
9823.ENSSSCP00000001285	F1S1Q2
9823.ENSSSCP00000013556	F1S2D8
9823.ENSSSCP00000007761	F1S4X7
9823.ENSSSCP00000007316	F1S567
9823.ENSSSCP00000009313	F1S5E5
9823.ENSSSCP00000007283	F1S5Z9
9823.ENSSSCP00000007271	F1S610
9823.ENSSSCP00000004165	F1S766
9823.ENSSSCP00000011557	F1S9G4
9823.ENSSSCP00000004398	F1SB22
9823.ENSSSCP00000011192	F1SBG3
9823.ENSSSCP00000014661	F1SCE0
9823.ENSSSCP00000017056	F1SI52
9823.ENSSSCP00000000172	F1SPQ4
9823.ENSSSCP00000000650	F1SQ71
9823.ENSSSCP00000005478	F1SRU4
9823.ENSSSCP00000003203	Q6LAA3
9823.ENSSSCP00000003054	F1REZ9
9823.ENSSSCP00000018980	F1RFU2
9823.ENSSSCP00000015500	F1RNK2
9823.ENSSSCP00000030636	F1RRP1
9823.ENSSSCP00000006692	F1RSD3
9823.ENSSSCP00000013728	F1RUY9
9823.ENSSSCP00000018167	F1RZA4
9823.ENSSSCP00000020443	F1S086
9823.ENSSSCP00000013287	F1S1L3
9823.ENSSSCP00000013280	F1S1M0
9823.ENSSSCP00000007318	F1S565
9823.ENSSSCP00000004474	F1S6Z7
9823.ENSSSCP00000002817	F1S7F5
9823.ENSSSCP00000016405	F1S7U5
9823.ENSSSCP00000002328	F1S8J2
9823.ENSSSCP00000011586	F1S8N9
9823.ENSSSCP00000011531	F1S9K9
9823.ENSSSCP00000016308	F1SC06
9823.ENSSSCP00000011163	F1SC84
9823.ENSSSCP00000011456	F1SDM3
9823.ENSSSCP00000017048	F1SI67
9823.ENSSSCP00000005065	F1SI80
9823.ENSSSCP00000017643	F1SIM5
9823.ENSSSCP00000005647	F1SJC8
9823.ENSSSCP00000008864	F1SLF7
9823.ENSSSCP00000000405	F1SLZ9
9823.ENSSSCP00000015974	F1SM68
9823.ENSSSCP00000005900	F1SME9
9823.ENSSSCP00000005011	F1SQG6
9823.ENSSSCP00000030870	F1SQV0
9823.ENSSSCP00000020812	F1SRC1
9823.ENSSSCP00000017137	F1SS19
9823.ENSSSCP00000019055	F1SSA6
9823.ENSSSCP00000017107	F1SST8
9823.ENSSSCP00000003789	F1SUQ2
9823.ENSSSCP00000015721	F1SUX4
9823.ENSSSCP00000001570	G8C431
9823.ENSSSCP00000020297	J9JIK4
9823.ENSSSCP00000019145	W5U509
9823.ENSSSCP00000003205	F1RI41
9823.ENSSSCP00000003669	F1RIJ5
9823.ENSSSCP00000013214	F1RPK6
9823.ENSSSCP00000016858	F1RPM8
9823.ENSSSCP00000030633	F1RWX9
9823.ENSSSCP00000009611	F1RX21
9823.ENSSSCP00000011917	F1RX39
9823.ENSSSCP00000013647	F1RZ01
9823.ENSSSCP00000014529	F1S3H8
9823.ENSSSCP00000004209	F1S3W7
9823.ENSSSCP00000009331	F1S5B1
9823.ENSSSCP00000007629	F1S8A3
9823.ENSSSCP00000002487	F1SA39
9823.ENSSSCP00000027370	F1SCP4
9823.ENSSSCP00000005819	F1SP54
9823.ENSSSCP00000004470	F4YE51
9823.ENSSSCP00000020488	I3L8X7
9823.ENSSSCP00000021013	I3LAE5
9823.ENSSSCP00000022271	I3LDY6
9823.ENSSSCP00000023515	I3LHG9
9823.ENSSSCP00000025449	I3LMX7
9823.ENSSSCP00000025473	I3LN01
9823.ENSSSCP00000027107	I3LSL4
9823.ENSSSCP00000020616	I3LSQ2
9823.ENSSSCP00000017870	M9MMN4
9823.ENSSSCP00000028605	A8CYV4
9823.ENSSSCP00000019149	I3L550
9823.ENSSSCP00000019278	I3L5H9
9823.ENSSSCP00000019392	I3L5U2
9823.ENSSSCP00000019414	I3L5W3
9823.ENSSSCP00000019482	I3L631
9823.ENSSSCP00000019489	I3L638
9823.ENSSSCP00000019639	I3L6I8
9823.ENSSSCP00000019679	I3L6M8
9823.ENSSSCP00000019727	I3L6S5
9823.ENSSSCP00000019799	I3L6Z7
9823.ENSSSCP00000019835	I3L731
9823.ENSSSCP00000019902	I3L798
9823.ENSSSCP00000020013	I3L7K7
9823.ENSSSCP00000020044	I3L7N8
9823.ENSSSCP00000020105	I3L7U8
9823.ENSSSCP00000020566	I3L955
9823.ENSSSCP00000021054	I3LAI6
9823.ENSSSCP00000019169	I3LAW8
9823.ENSSSCP00000021258	I3LB39
9823.ENSSSCP00000021546	I3LBX4
9823.ENSSSCP00000021728	I3LCF3
9823.ENSSSCP00000021750	I3LCH5
9823.ENSSSCP00000022151	I3LDL9
9823.ENSSSCP00000022388	I3LEA1
9823.ENSSSCP00000022665	I3LF26
9823.ENSSSCP00000023054	I3LG61
9823.ENSSSCP00000023087	I3LG94
9823.ENSSSCP00000023207	I3LGL3
9823.ENSSSCP00000023357	I3LH13
9823.ENSSSCP00000023408	I3LH63
9823.ENSSSCP00000023439	I3LH94
9823.ENSSSCP00000011618	I3LHN5
9823.ENSSSCP00000023638	I3LHU1
9823.ENSSSCP00000023666	I3LHW8
9823.ENSSSCP00000005400	I3LJ95
9823.ENSSSCP00000024602	I3LKI8
9823.ENSSSCP00000024785	I3LL19
9823.ENSSSCP00000025260	I3LMD9
9823.ENSSSCP00000025384	I3LMR3
9823.ENSSSCP00000025629	I3LN31
9823.ENSSSCP00000024206	I3LNN5
9823.ENSSSCP00000026062	I3LPN5
9823.ENSSSCP00000026082	I3LPQ5
9823.ENSSSCP00000026285	I3LQA7
9823.ENSSSCP00000026463	I3LQT2
9823.ENSSSCP00000026655	I3LRC1
9823.ENSSSCP00000026808	I3LRR9
9823.ENSSSCP00000026814	I3LRS5
9823.ENSSSCP00000027069	I3LSH6
9823.ENSSSCP00000027299	I3LT55
9823.ENSSSCP00000027732	I3LUD3
9823.ENSSSCP00000027996	I3LV44
9823.ENSSSCP00000028139	I3LVI7
9823.ENSSSCP00000001312	I7FYV8
9823.ENSSSCP00000021610	V5IV92
9823.ENSSSCP00000020940	B5AF40
9823.ENSSSCP00000027095	D9IZY8
9823.ENSSSCP00000008308	F1RG79
9823.ENSSSCP00000003476	F1RH55
9823.ENSSSCP00000008454	F1RKX4
9823.ENSSSCP00000001808	F1RRM6
9823.ENSSSCP00000018242	F1RVV6
9823.ENSSSCP00000006495	F1S0L9
9823.ENSSSCP00000018407	F1S1I8
9823.ENSSSCP00000011544	F1S9I6
9823.ENSSSCP00000007237	F1SBP1
9823.ENSSSCP00000011714	F1SEA9
9823.ENSSSCP00000009109	F1SEF3
9823.ENSSSCP00000007421	F1SEV3
9823.ENSSSCP00000017269	F1SM42
9823.ENSSSCP00000005282	F1SMS6
9823.ENSSSCP00000000989	F1SPZ0
9823.ENSSSCP00000008666	F1SU63
9823.ENSSSCP00000019145	A0S0D3
9823.ENSSSCP00000008332	F1RFI1
9823.ENSSSCP00000003002	F1RFX4
9823.ENSSSCP00000010612	F1RGA8
9823.ENSSSCP00000003628	F1RJE2
9823.ENSSSCP00000015360	F1RL95
9823.ENSSSCP00000010709	F1RLU8
9823.ENSSSCP00000013959	F1RMJ9
9823.ENSSSCP00000015560	F1RMM3
9823.ENSSSCP00000003319	F1RMV4
9823.ENSSSCP00000008195	F1RMX7
9823.ENSSSCP00000018847	F1RN85
9823.ENSSSCP00000018368	F1RR19
9823.ENSSSCP00000018647	F1RSH4
9823.ENSSSCP00000009931	F1RSW7
9823.ENSSSCP00000013785	F1RU29
9823.ENSSSCP00000001137	F1RUJ2
9823.ENSSSCP00000009860	F1RVD2
9823.ENSSSCP00000006194	F1RZ97
9823.ENSSSCP00000016957	F1RZC4
9823.ENSSSCP00000011011	F1S2E7
9823.ENSSSCP00000016547	F1S2U1
9823.ENSSSCP00000011373	F1S4Q2
9823.ENSSSCP00000007728	F1S508
9823.ENSSSCP00000007302	F1S579
9823.ENSSSCP00000002390	F1S7J5
9823.ENSSSCP00000004338	F1SBZ6
9823.ENSSSCP00000004330	F1SC04
9823.ENSSSCP00000002645	F1SD87
9823.ENSSSCP00000014608	F1SDB1
9823.ENSSSCP00000011455	F1SDM4
9823.ENSSSCP00000007856	F1SDS5
9823.ENSSSCP00000009112	F1SEE0
9823.ENSSSCP00000014194	F1SFX5
9823.ENSSSCP00000012897	F1SG10
9823.ENSSSCP00000000550	F1SGE0
9823.ENSSSCP00000017632	F1SJB2
9823.ENSSSCP00000017994	F1SJY9
9823.ENSSSCP00000017992	F1SJZ3
9823.ENSSSCP00000000795	F1SK82
9823.ENSSSCP00000012145	F1SPR1
9823.ENSSSCP00000000994	F1SPX5
9823.ENSSSCP00000000653	F1SQ68
9823.ENSSSCP00000008952	F1SQM0
9823.ENSSSCP00000017191	F1SR68
9823.ENSSSCP00000007091	F1SS81
9823.ENSSSCP00000005457	F1SSJ8
9823.ENSSSCP00000010926	F1SUG6
9823.ENSSSCP00000006770	B9VVN4
9823.ENSSSCP00000011333	C3S7S1
9823.ENSSSCP00000016719	F2Y832
9823.ENSSSCP00000003457	F1RHV7
9823.ENSSSCP00000013948	F1RIA3
9823.ENSSSCP00000003400	F1RIQ8
9823.ENSSSCP00000001982	F1RMJ6
9823.ENSSSCP00000001558	F1RQ40
9823.ENSSSCP00000019806	F1RQC1
9823.ENSSSCP00000029355	F1RVZ0
9823.ENSSSCP00000001079	F1RWY6
9823.ENSSSCP00000009759	F1S122
9823.ENSSSCP00000002953	F1S3D1
9823.ENSSSCP00000014513	F1S3K4
9823.ENSSSCP00000007491	F1SE23
9823.ENSSSCP00000014094	F1SI99
9823.ENSSSCP00000017507	F1SNJ2
9823.ENSSSCP00000005834	F1SP29
