99287.STM2332	Q8ZNE0
99287.STM1240	A0A0B3JHP3
99287.STM0660	A0A0B3N346
99287.STM4208	A0A0B3D8X3
99287.STM4157	A0A0B3JRB8
99287.STM0810	A0A0B3NKH4
99287.STM0284	A0A0B3F568
99287.STM3004.1n	A0A0B3CX04
99287.STM0342	A0A0B3FQW7
99287.STM3940	A0A0B3HIK6
99287.STM2235	A0A0B3HCR8
99287.STM2137	A0A0B3N180
99287.STM4198	A0A0B3MRX4
99287.STM0809	A0A0B3FD67
99287.STM0660	A0A0B3EWJ3
99287.STM1281	A0A0B3E914
99287.STM2566	A0A0B3I3U9
99287.STM3528	A0A0B3D8Z1
99287.STM2139	A0A0B3C5L9
99287.STM0660	A0A0B3P3D0
99287.STM0810	A0A0B3GFD1
99287.STM0727	A0A0B3HXG7
99287.STM4214	A0A0B3MCQ3
99287.STM3762	A0A0B3ECD1
99287.STM0660	A0A0B3HQR7
99287.STM3478	A0A0B3JDA0
99287.STM4158	A0A0B3D199
99287.STM3278	A0A0B3IGW2
99287.STM2901	A0A0B3EJ16
99287.STM3762	A0A0B3G7R3
99287.STM2901	A0A0B3M309
99287.STM4204	A0A0B3KI25
99287.STM3762	A0A0B3MXG5
99287.STM3085	A0A0B3HVD5
99287.STM0305	A0A0B3G457
99287.STM2706	A0A0B3IBY4
99287.STM1552	A0A0B3NCB9
99287.STM0284	A0A0B3G3B7
99287.STM2005	A0A0B3DRH0
99287.STM2734	A0A0B3FXL7
99287.STM3490	A0A0B3FXL4
99287.STM2762	A0A0B3E253
99287.STM4155	A0A0B3C6X8
99287.STM3085	A0A0B3DWW5
99287.STM1055	A0A0B3FYP4
99287.STM1240	A0A0B3DGR6
99287.STM3527	A0A0B3H8K5
99287.STM4252	A0A0B3ILA3
99287.STM2903	A0A0B3EU65
99287.STM0672	A0A0B3LXU2
99287.STM1698	A0A0B3DR48
99287.STM4204	A0A0B3E4N3
99287.STM1630	A0A0B3HJ46
99287.STM3745	A0A0B3JY78
99287.STM1829	A0A0B3CJ53
99287.STM0539	A0A0B3HIP7
99287.STM4571	A0A0B3HMA6
99287.STM2235	A0A0B3G875
99287.STM4157	A0A0B3MPF4
99287.STM0283	A0A0B3LET6
99287.STM1870	A0A0B3EUJ4
99287.STM2139	A0A0B3DAM4
99287.STM3278	A0A0B3NBN9
99287.STM1941	A0A0B3N5Q6
99287.STM2514	A0A0B3MDN9
99287.STM2908	A0A0B3M0U4
99287.STM4316	A0A0B3MCY1
99287.STM0810	A0A0B3HFA5
99287.STM3085	A0A0B3LG16
99287.STM1941	A0A0B3E2P0
99287.STM4198	A0A0B3I769
99287.STM1668	A0A0B3FEK1
99287.STM2695	A0A0B3IZF9
99287.STM4157	A0A0B3C6T3
99287.STM2005	A0A0B3DXS2
99287.STM2287	F4ZWE1
99287.STM0275.s	A0A0B3FZ83
99287.STM0660	A0A0B3HLK4
99287.STM4208	A0A0B3NCE0
99287.STM4141	A0A0B3HTX0
99287.STM2235	A0A0B3EBU4
99287.STM0809	A0A0B3CB11
99287.STM4208	A0A0B3HM92
99287.STM4198	A0A0B3CFF9
99287.STM2516	A0A0B3FCW2
99287.STM1089	A0A0B3D3U5
99287.STM0954	A0A0B3ID82
99287.STM1023	A0A0B3EK70
99287.STM3940	A0A0B3N5Y9
99287.STM4316	A0A0B3D226
99287.STM0672	A0A0B3H022
99287.STM1021.1n	A0A0B3FE07
99287.STM4508.1N	A0A0B3JZG0
99287.STM1244	A0A0B3CL95
99287.STM1868A	A0A0B3DKA1
99287.STM0295	A0A0B3J7M1
99287.STM3085	A0A0B3DYC9
99287.STM3745	A0A0B3E5U8
99287.STM0539	A0A0B3MDC8
99287.STM1699	A0A0B3DE23
99287.STM1668	A0A0B3HVS2
99287.STM0335	A0A0B3G370
99287.STM2903	A0A0B3P9N2
99287.STM4390	A0A0B3EHD4
99287.STM4191	A0A0B3D7R7
99287.STM0334	A0A0B3FRZ3
99287.STM1552	A0A0B3H4H0
99287.STM0672	A0A0B3HJM5
99287.STM3762	A0A0B3KNG2
99287.STM4204	A0A0B3DRW3
99287.STM0284	A0A0B3NT68
99287.STM0305	A0A0B3NT90
99287.STM2733	A0A0B3G108
99287.STM1668	A0A0B3CK51
99287.STM2761	A0A0B3F4A0
99287.STM0672	A0A0B3IQW3
99287.STM0539	A0A0B3FS07
99287.STM2516	A0A0B3GSY8
99287.STM4312	A0A0B3I1V4
99287.STM2139.2n	A0A0B3IEG2
99287.STM1668	A0A0B3IS87
99287.STM2008	A0A0B3IC17
99287.STM1699	A0A0B3NAI9
99287.STM4214	A0A0B3HNE1
99287.STM0810	A0A0B3I5N3
99287.STM3239	A0A0B3GAP7
99287.STM4157	A0A0B3LBE4
99287.STM1404	A0A0B3NV99
99287.STM4252	A0A0B3HDC5
99287.STM0295	A0A0B3GVG1
99287.STM4198	A0A0B3LDW3
99287.STM2137	A0A0B3M6J1
99287.STM2743	A0A0B3DIZ9
99287.STM1240	A0A0B3G5P5
99287.STM2901	A0A0B3K7D7
99287.STM2741	A0A0B3E7B4
99287.STM3490	A0A0B3D5L0
99287.STM2631	A0A0B3KDX1
99287.STM1668	A0A0B3JZU1
99287.STM0809	A0A0B3L885
99287.STM2766	A0A0B3DPW0
99287.STM1698A	A0A0B3NUC0
99287.STM4204	A0A0B3MSG0
99287.STM2514	A0A0B3KES6
99287.STM4191	A0A0B3DIJ8
99287.STM4571	A0A0B3D959
99287.STM0305	A0A0B3DLA7
99287.STM4571	A0A0B3I937
99287.STM0342	A0A0B3IZI5
99287.STM1829	A0A0B3G9Y9
99287.STM2695	A0A0B3G205
99287.STM3278	A0A0B3GAT2
99287.STM4198	A0A0B3CXX0
99287.STM2740.1N	A0A0B3D3W3
99287.STM1240	A0A0B3N201
99287.STM1583	A0A0B3NL86
99287.STM4208	A0A0B3DFH3
99287.STM4508.1N	A0A0B3LVE8
99287.STM4312	A0A0B3FU76
99287.STM0672	A0A0B3NEN1
99287.STM1868A	A0A0B3HL20
99287.STM3239	A0A0B3E1H9
99287.STM2137	A0A0B3DY12
99287.STM0334	A0A0B3HN65
99287.STM0539	A0A0B3HNX6
99287.STM0342	A0A0B3M5P6
99287.STM4191	A0A0B3NHI1
99287.STM1698A	A0A0B3CK24
99287.STM2901	A0A0B3CXK6
99287.STM0305	A0A0B3K051
99287.STM3527	A0A0B3CN58
99287.STM2005	A0A0B3HVE3
99287.STM1630	A0A0B3CVB9
99287.STM4204	A0A0B3IZK3
99287.STM0809	A0A0B3N375
99287.STM2703	A0A0B3IDJ5
99287.STM1699	A0A0B3GYN8
99287.STM2618	A0A0B3LI07
99287.STM1670	A0A0B3MDC1
99287.STM0660	A0A0B3FQR7
99287.STM3940	A0A0B3JZW5
99287.STM4316	A0A0B3EME2
99287.STM0174	A0A0A7D4M3
99287.STM0547	A0A0A7CT48
99287.STM2771	Q53835
99287.STM0337	A0A0A7CYX6
99287.STM4591	A0A0A7D3G5
99287.STM0302	A0A0A7CYY1
99287.STM2149	A0A0A7D0H5
99287.STM0201	A0A0A7D262
99287.STM0201	A0A0A7D2G2
99287.STM0547	A0A0A7CTB8
99287.STM4591	A0A0A7D476
99287.STM3026	A0A0A7D2M5
99287.STM0337	A0A0A7D056
99287.STM2037	Q5Y1V6
99287.STM4591	A0A0A7D3C2
99287.STM0024	A0A0A7CQW7
99287.STM2267	A0A0A7CVZ8
99287.STM0174	A0A0A7D504
99287.STM3026	A0A0A7D221
99287.STM1070	A0A0A7CU27
99287.STM2267	A0A0A7CVT3
99287.STM0174	A0A0A7D562
99287.STM0024	A0A0A7CS46
99287.STM2771	Q6V2I1
99287.STM1959	Q103P8
99287.STM1959	Q6V2T3
99287.STM2771	Q6V363
99287.STM2771	Q6V367
99287.STM2771	Q6V372
99287.STM2771	Q6V355
99287.STM2771	Q6V382
99287.STM1959	Q103Q0
99287.STM1959	Q6V2T4
99287.STM2149	A0A0A7D0P9
99287.STM3026	A0A0A7D1C0
99287.STM0547	A0A0A7CTQ3
99287.STM0302	A0A0A7CZB5
99287.STM0024	A0A0A7CRG8
99287.STM0201	A0A0A7D2V3
99287.STM4591	A0A0A7D4A1
99287.STM3026	A0A0A7D1N3
99287.STM4591	A0A0A7D4V7
99287.STM1959	Q66PQ5
99287.STM0201	A0A0A7D3V9
99287.STM0534	E5G873
99287.STM0024	A0A0A7CSD6
99287.STM2267	A0A0A7CVJ7
99287.STM0337	A0A0A7CZ63
99287.STM2267	A0A0A7CW61
99287.STM0174	A0A0A7D5H1
99287.STM3637	A0A0A7CTU5
99287.STM1070	A0A0A7CU63
99287.STM2267	A0A0A7CVJ3
99287.STM3026	A0A0A7D180
99287.STM3026	A0A0A7D108
99287.STM3026	A0A0A7D1C1
99287.STM0201	A0A0A7D2X1
99287.STM2771	Q103D5
99287.STM0024	A0A0A7CSQ5
99287.STM3637	A0A0A7CUF7
99287.STM0547	A0A0A7CSE8
99287.STM2267	A0A0A7CW88
99287.STM2771	Q6V2H9
99287.STM2267	A0A0A7CVK3
99287.STM0201	A0A0A7D2U2
99287.STM4591	A0A0A7D4Y8
99287.STM0337	A0A0A7CZU9
99287.STM0174	A0A0A7D5R5
99287.STM0302	A0A0A7CYM5
99287.STM2771	Q6V358
99287.STM2771	Q6V352
99287.STM2771	Q6V375
99287.STM3637	A0A0A7CT53
99287.STM4591	A0A0A7D4Q7
99287.STM0201	A0A0A7D2E4
99287.STM4591	A0A0A7D499
99287.STM2874	A0A0C5PR10
99287.STM2878	A0A0C5PR15
99287.STM1260	H9L4H0
99287.STM0201	A0A023SK18
99287.STM0024	A0A023SLC0
99287.STM3026	A0A023STY3
99287.STM1473	A0A023SRH0
99287.STM2149	A0A023STJ9
99287.STM1728	H9L4I7
99287.STM0547	S5DXV8
99287.STM2885	A0A0C5PR63
99287.STM0473	H9L4I9
99287.STM3637	A0A023SVJ7
99287.STM1400	A0A0C5PS26
99287.STM1729	H9L4G3
99287.STM4361	A0A0B5KAT0
99287.STM1730	H9L4E4
99287.STM1391	A0A0C5PEX0
99287.STM1398	A0A0C5PP05
99287.STM2887	A0A0C5Q294
99287.STM2872	A0A0C5PGT6
99287.STM1416	A0A0C5PM79
99287.STM4261	H9L4L9
99287.STM1401	A0A0C5PEX4
99287.STM2894	A0A0C9EM41
99287.STM0302	H9L4M7
99287.STM4153	C1K5F0
99287.STM2924	S5ZIY8
99287.STM1087	A0A0C5PMY5
99287.STM2045	Q7BV81
99287.STM1403	O84950
99287.STM1418	A0A0C5PEW5
99287.STM2870	A0A0C5Q2B4
99287.STM2877	A0A0C5PGX6
99287.STM3762	Q9Z621
99287.STM4330	Q54AG3
99287.STM2873	A0A0C5Q2B9
99287.STM1407	Q9ZEF4
99287.STM1422	A0A0C5PP61
99287.STM1889	Q7BUG2
99287.STM1090	A0A0C5PAQ9
99287.STM2883	A0A0C5PQX9
99287.STM1092	A0A0C5PHS7
99287.STM2866	Q9XC53
99287.STM4571	A0A023SX61
99287.STM4263	A0A0C5PK45
99287.STM1402	O84949
99287.STM1408	Q9ZEF3
99287.STM0290	H9L4F1
99287.STM4153	J7JW34
99287.STM1395	A0A0C5PM61
99287.STM2881	A0A0C5PU22
99287.STM1413	A0A0C5PP38
99287.STM0965	A0A0C9GJK1
99287.STM2896	A0A0C5PR74
99287.STM1094	A0A0C5PAQ5
99287.STM2879	A0A0C5PPH3
99287.STM1396	O84943
99287.STM2891	A0A0C5PPP0
99287.STM1414	A0A0C5PP18
99287.STM2862	Q9XCS1
99287.STM4262	H9L4D0
99287.STM1399	O84946
99287.STM2879	A0A0C5PH42
99287.STM1412	A0A0C5PRZ4
99287.STM2864	Q9XCR9
99287.STM3761	H9L4E9
99287.STM2861	H9L4H2
99287.STM0281	H9L4F9
99287.STM1088	A0A0C5PJW8
99287.STM2888	A0A0C5PGY4
99287.STM1427	H9L4K0
99287.STM1392	A0A0C5PEN5
99287.STM1473	A0A0A7CX92
99287.STM1070	A0A0A7CUN4
99287.STM3026	A0A0A7D2B6
99287.STM3765	A0A0C5PQ80
99287.STM0174	A0A023SLP1
99287.STM2889	A0A0C5PH17
99287.STM3389	Q5BQ43
99287.STM2863	Q9XCS0
99287.STM1095	A0A0C5PAS4
99287.STM0276	H9L4J2
99287.STM1950	O66040
99287.STM1419	A0A0C5PEM7
99287.STM2865	O30621
99287.STM0337	A0A023SME6
99287.STM1440	Q4TZV8
99287.STM2771	Q549S3
99287.STM1947	Q79BM8
99287.STM4286	Q9KGX6
99287.STM0025	Q9X607
99287.STM0026	Q9X608
99287.STM4591	A0A023SYX7
99287.STM3753	A0A0C5PUP7
99287.STM1382	Q9Z4S5
99287.STM1096	A0A0C5PMZ6
99287.STM3754	A0A0C5PQ74
99287.STM0024	A0A068IGA7
99287.STM3306	Q2QHD7
99287.STM2868	A0A0C5PTY3
99287.STM2149	A0A0A7D1A3
99287.STM2884	A0A0C5Q2H1
99287.STM4258	H9L4J9
99287.STM2893	A0A0C5Q2D8
99287.STM4094	H9L4E8
99287.STM3758	Q9Z624
99287.STM3764	A0A0C5Q2W6
99287.STM2554	H9L4F3
99287.STM3757	Q9Z625
99287.STM1959	Q66PQ6
99287.STM1405	O84952
99287.STM2891	Q53WY2
99287.STM2897	A0A0C5PU73
99287.STM2900	D5M9P7
99287.STM2899	A0A0C5PR37
99287.STM0244	C4PCU5
99287.STM2900	D5M9P9
99287.STM2892	A0A0C5PU67
99287.STM0547	M1H5K2
99287.STM4265	A0A0C5PN68
99287.STM3759.S	A0A0C5Q2U9
99287.STM2882	A0A0C5PU57
99287.STM2865	A0A0C5PR83
99287.STM4259	H9L4G0
99287.STM4257	H9L4G5
99287.STM1394	P74864
99287.STM2895	A0A0C5PU36
99287.STM1393	A0A0C5PNY6
99287.STM1393	H6UPB0
99287.STM1411	A0A0C5PS31
99287.STM1409	A0A0C5Q090
99287.STM0830	H9L4J4
99287.STM2890	Q53WY1
99287.STM1820	Q533R5
99287.STM4260	O85314
99287.STM3763	A0A0C5PHK7
99287.STM4266	B2ZDP6
99287.STM4024.S	H9L4G1
99287.STM1415	A0A0C5PNX7
99287.STM2425	Q7AY87
99287.STM2875	A0A0C5PH37
99287.STM1091	A0A0C5PJX5
99287.STM2267	C7EXM1
99287.STM0828	H9L4M3
99287.STM1404	O84951
99287.STM2625	Q7BW10
99287.STM3752	A0A0C5PUR3
99287.STM2871	A0A0C5Q235
99287.STM3621	H9L4G9
99287.STM1257	H9L4M5
99287.STM1406	Q7BVH9
99287.STM3753	A0A0C5PHI2
99287.STM2867	A0A0C5PGU0
99287.STM3755	A0A0C5PRS5
99287.STM1421	A0A0C5PF05
99287.STM1420	A0A0C5PNY2
99287.STM0144	H9L4F0
99287.STM2898	A0A0C5PUC0
99287.STM2886	A0A0C9FI43
99287.STM1397	A0A0C5PP30
99287.STM1417	A0A0C5Q061
99287.STM2869	A0A0C5Q2F6
99287.STM3756	Q9Z626
99287.STM2876	A0A0C5Q241
99287.STM3939	Q2Q3N9
99287.STM4264	A0A0C5PI21
99287.STM2876	Q5Y1Y8
99287.STM2876	Q5Y1Z5
99287.STM0736	E5G801
99287.STM2876	Q5Y1Z0
99287.STM1056	Q6EAS7
99287.STM1959	M1UFC8
99287.STM2287	K9S0D1
99287.STM2896	M1S1N8
99287.STM0023	Q9WW45
99287.STM0024	X2IZY1
99287.STM1070	A5JP12
99287.STM2287	S5DSS8
99287.STM2876	Q5Y1Y6
99287.STM2287	K9RZ03
99287.STM3305	Q2QHD8
99287.STM2384	E5G8T7
99287.STM0547	Q5Y202
99287.STM2072	E5G8E4
99287.STM3215	Q2QHE1
99287.STM4571	A0A0A7D500
99287.STM2272	A0A097KZQ8
99287.STM2287	S5DSQ2
99287.STM3835	B6V6A6
99287.STM3174	V5W651
99287.STM2272	V5W6J8
99287.STM2095	Q9F7K3
99287.STM4153	F5AU43
99287.STM3865	Q104C7
99287.STM3481	Q2I395
99287.STM2200	Q2QHF4
99287.STM3181	V5W6T8
99287.STM2896	W8SR37
99287.STM4007	Q5Y1Z9
99287.STM2287	S5DSP7
99287.STM3370	Q2QHC7
99287.STM2104	Q5Y1W5
99287.STM3835	A5H4C5
99287.STM3835	Q103R4
99287.STM3835	Q8KI00
99287.STM4571	A0A0A7D5U0
99287.STM3324	Q2QHD4
99287.STM4571	A0A0A7D602
99287.STM0002	E5G7S9
99287.STM3837	E5G7K7
99287.STM3174	A0A097KZP9
99287.STM3937	E5G8L6
99287.STM1055	Q6EAT3
99287.STM3835	A6XM44
99287.STM2272	B6EBH6
99287.STM0547	S5E3C4
99287.STM0299	Q93IP0
99287.STM2692	Q6VYI3
99287.STM2628	O30350
99287.STM0198	O87660
99287.STM2115	Q9F7B0
99287.STM1959	A0FLL1
99287.STM0570	O52756
99287.STM3121	Q9RQ20
99287.STM2270	C4PCU2
99287.STM0201	A0A0A7D3M9
99287.STM2267	A0A0A7CVC0
99287.STM3026	A0A0A7D2I2
99287.STM0337	A0A0A7CYI0
99287.STM3637	A0A0A7CT61
99287.STM2149	A0A0A7D0Z2
99287.STM1959	A0A068EW63
99287.STM2037	Q5Y1U9
99287.STM0345	Q9RFV3
99287.STM2882	A0A0C5PPT0
99287.STM1803	A0A0C9C5M2
99287.STM1819	A0A0C9C641
99287.STM1772	A0A0C9D1J2
99287.STM3344	A0A0C9DHM3
99287.STM3703	A0A0C9DSE6
99287.STM3763	A0A0C9DUY0
99287.STM3776	A0A0C9DVG1
99287.STM3780	A0A0C9DVN3
99287.STM3800	A0A0C9DW51
99287.STM0747	A0A0C9EJY7
99287.STM0738	A0A0C9EK89
99287.STM0698	A0A0C9ELG3
99287.STM0685	A0A0C9ELZ0
99287.STM0667	A0A0C9EMD8
99287.STM0613	A0A0C9EP21
99287.STM0186	A0A0C9ERS9
99287.STM0158	A0A0C9ESR3
99287.STM3256	A0A0C9FCU0
99287.STM3279	A0A0C9FDI0
99287.STM3287	A0A0C9FDT2
99287.STM3294	A0A0C9FDX0
99287.STM3377	A0A0C9FGY4
99287.STM3000	A0A0C9FID7
99287.STM2999	A0A0C9FIE3
99287.STM2919	A0A0C9FLQ5
99287.STM2850	A0A0C9FNZ1
99287.STM1063	A0A0C9G9E6
99287.STM2623	A0A0C9GAY6
99287.STM0990	A0A0C9GBT2
99287.STM0940	A0A0C9GDB6
99287.STM0640	A0A0C9GHI1
99287.STM0609	A0A0C9GKE3
99287.STM2559	A0A0C9H779
99287.STM2650	A0A0C9H8X1
99287.STM1649	A0A0C9H9T1
99287.STM0505	A0A0C9HBU6
99287.STM0407	A0A0C9HE57
99287.STM1304	A0A0C9HE59
99287.STM1196	A0A0C9HEP4
99287.STM1198	A0A0C9HEQ6
99287.STM2680	A0A0C9HEY8
99287.STM2678	A0A0C9HF05
99287.STM2685	A0A0C9HIA3
99287.STM3095	A0A0C9HIP1
99287.STM1675	A0A0C9HJD2
99287.STM1957	A0A0C9HK54
99287.STM1263	A0A0C9HKS7
99287.STM3400	A0A0C9HM24
99287.STM3910	A0A0C9HUT3
99287.STM1761	A0A0C9HWX5
99287.STM1238	A0A0C9IAW3
99287.STM1276	A0A0C9ICE8
99287.STM1845	A0A0C9C6X4
99287.STM1901	A0A0C9C8J6
99287.STM2023	A0A0C9D9L8
99287.STM2032	A0A0C9D9T3
99287.STM2130	A0A0C9DDB2
99287.STM2159	A0A0C9DE36
99287.STM2189	A0A0C9DEX9
99287.STM2202	A0A0C9DF69
99287.STM2259	A0A0C9DGF8
99287.STM2262	A0A0C9DGK5
99287.STM3323	A0A0C9DGX6
99287.STM0311	A0A0C9E032
99287.STM0291	A0A0C9E113
99287.STM0288	A0A0C9E147
99287.STM0260	A0A0C9E276
99287.STM4128	A0A0C9E2K3
99287.STM4056.S	A0A0C9E4D8
99287.STM3994	A0A0C9E6H3
99287.STM3197	A0A0C9EAR6
99287.STM2055	A0A0C9EAY9
99287.STM2070	A0A0C9EBR5
99287.STM3255	A0A0C9ED28
99287.STM3275.S	A0A0C9EDP0
99287.STM2118	A0A0C9EDP9
99287.STM3281	A0A0C9EDS5
99287.STM2133	A0A0C9EEA6
99287.STM2194	A0A0C9EGD1
99287.STM2200	A0A0C9EGJ4
99287.STM2209.1c	A0A0C9EGU7
99287.STM2211.S	A0A0C9EGV8
99287.STM3224	A0A0C9EJ48
99287.STM3229	A0A0C9EJB8
99287.STM3241	A0A0C9EJX7
99287.STM3248	A0A0C9EK30
99287.STM3249	A0A0C9EK36
99287.STM0022	A0A0C9EZ19
99287.STM1386	A0A0C9F243
99287.STM4059	A0A0C9F4Q7
99287.STM4005	A0A0C9F6N7
99287.STM2562	A0A0C9F7U7
99287.STM3128	A0A0C9F8R1
99287.STM2653	A0A0C9F963
99287.STM3156	A0A0C9F9P5
99287.STM1646	A0A0C9FA30
99287.STM3189	A0A0C9FAJ2
99287.STM1584	A0A0C9FC69
99287.STM1577	A0A0C9FCE9
99287.STM1554	A0A0C9FCU2
99287.STM1492	A0A0C9FER8
99287.STM0471	A0A0C9FG20
99287.STM0140	A0A0C9FXZ0
99287.STM0135	A0A0C9FY48
99287.STM0131	A0A0C9FY91
99287.STM4185	A0A0C9G2S2
99287.STM4181	A0A0C9G7W4
99287.STM1461.S	A0A0C9GTJ5
99287.STM1460	A0A0C9GTK6
99287.STM1459	A0A0C9GTL7
99287.STM1770	A0A0C9GWR5
99287.STM1745	A0A0C9GXF4
99287.STM3899	A0A0C9GYZ0
99287.STM1766	A0A0C9H0I3
99287.STM1756	A0A0C9H0P4
99287.STM2529	A0A0C9H0Q1
99287.STM4341	A0A0C9H3F1
99287.STM4347	A0A0C9H3L7
99287.STM4366	A0A0C9H3Y1
99287.STM1138	A0A0C9H585
99287.STM3036	A0A0C9H7Y9
99287.STM3021	A0A0C9H8H5
99287.STM3015	A0A0C9H8L6
99287.STM0466	A0A0C9HGA3
99287.STM0504	A0A0C9HHB8
99287.STM0507	A0A0C9HHI7
99287.STM1116	A0A0C9HV56
99287.STM1155	A0A0C9I1P7
99287.STM1159	A0A0C9I1U2
99287.STM2449.S	A0A0C9I2E1
99287.STM2407	A0A0C9I2Y6
99287.STM0448	A0A0C9I3A9
99287.STM1201	A0A0C9I4J0
99287.STM1204	A0A0C9I4K0
99287.STM1234.S	A0A0C9I522
99287.STM3723	A0A0C9CW51
99287.STM3726	A0A0C9CW87
99287.STM3729	A0A0C9CWB5
99287.STM3739	A0A0C9CWP3
99287.STM3454	A0A0C9DSV6
99287.STM2789	A0A0C9DT34
99287.STM3536	A0A0C9DV45
99287.STM3585	A0A0C9DWH7
99287.STM4476.S	A0A0C9DX81
99287.STM3623	A0A0C9DXY0
99287.STM3643	A0A0C9DYF5
99287.STM1873	A0A0C9DZX1
99287.STM4579	A0A0C9E0F0
99287.STM4594	A0A0C9E165
99287.STM1917	A0A0C9E1B0
99287.STM0003	A0A0C9E1G3
99287.STM0005	A0A0C9E1H5
99287.STM1806	A0A0C9E2X1
99287.STM1814	A0A0C9E313
99287.STM1842	A0A0C9E3X9
99287.STM1892.S	A0A0C9E5H6
99287.STM0377	A0A0C9E5V5
99287.STM1919	A0A0C9E662
99287.STM3758	A0A0C9EQ57
99287.STM3612	A0A0C9EQ76
99287.STM2933	A0A0C9ETF8
99287.STM2928	A0A0C9ETK5
99287.STM2914	A0A0C9EU14
99287.STM0369	A0A0C9EU88
99287.STM0335	A0A0C9EV28
99287.STM0280	A0A0C9EWU8
99287.STM2814	A0A0C9EXB8
99287.STM2813	A0A0C9EXC5
99287.STM0256	A0A0C9EXN6
99287.STM0349	A0A0C9F0C8
99287.STM0274	A0A0C9F2C4
99287.STM4502	A0A0C9F2S4
99287.STM4505	A0A0C9F2V0
99287.STM4100	A0A0C9F3W6
99287.STM0537	A0A0C9FIK4
99287.STM0545	A0A0C9FIQ3
99287.STM0548	A0A0C9FIT9
99287.STM2804	A0A0C9FL12
99287.STM0868	A0A0C9FL41
99287.STM0863	A0A0C9FLC1
99287.STM2783	A0A0C9FLX5
99287.STM2317	A0A0C9FPI7
99287.STM2274	A0A0C9FQS8
99287.STM2273	A0A0C9FQV3
99287.STM1769	A0A0C9FVP6
99287.STM1726	A0A0C9FX32
99287.STM1088	A0A0C9FZ23
99287.STM1387	A0A0C9G0M7
99287.STM0822	A0A0C9GC66
99287.STM0785	A0A0C9GDF2
99287.STM0779	A0A0C9GDK8
99287.STM0777	A0A0C9GDM3
99287.STM0701	A0A0C9GFQ1
99287.STM0833	A0A0C9GGI3
99287.STM0737	A0A0C9GIV2
99287.STM0721	A0A0C9GJ78
99287.STM0169	A0A0C9GL55
99287.STM2293	A0A0C9GQ90
99287.STM2284	A0A0C9GQL1
99287.STM3978	A0A0C9GS66
99287.STM3960	A0A0C9GSX9
99287.STM3956	A0A0C9GT75
99287.STM1732	A0A0C9GY25
99287.STM1717	A0A0C9GYF6
99287.STM4340	A0A0C9H6W0
99287.STM4388	A0A0C9H7V5
99287.STM3849	A0A0C9H915
99287.STM3878.S	A0A0C9H9M7
99287.STM2458	A0A0C9HBS1
99287.STM2351	A0A0C9HHS3
99287.STM2349	A0A0C9HHU2
99287.STM2342	A0A0C9HI17
99287.STM2363	A0A0C9HMT8
99287.STM2293	A0A0C9HQI0
99287.STM2274	A0A0C9HQY3
99287.STM3918	A0A0C9HUG4
99287.STM1168	A0A0C9HWJ6
99287.STM1175	A0A0C9HWQ3
99287.STM1182	A0A0C9HWU4
99287.STM1303	A0A0C9I6L7
99287.STM1275	A0A0C9I6Z4
99287.STM2672	A0A0C9I7K3
99287.STM2662	A0A0C9I7M9
99287.STM4148	A0A0C9I879
99287.STM3405	A0A0C9I9P1
99287.STM2071	A0A0C9CEC6
99287.STM2079	A0A0C9CEJ5
99287.STM0340	A0A0C9E732
99287.STM0309	A0A0C9E7V8
99287.STM4299	A0A0C9F4F9
99287.STM3026	A0A0A7D1V6
99287.STM2151	A0A0C9CH38
99287.STM2153	A0A0C9CH50
99287.STM3447	A0A0C9CMG6
99287.STM3448	A0A0C9CMH4
99287.STM4030.S	A0A0C9ECJ7
99287.STM4009	A0A0C9EDG7
99287.STM3347	A0A0C9EFR4
99287.STM1072	A0A0C9F8C4
99287.STM1065	A0A0C9F8M4
99287.STM0966	A0A0C9FBZ0
99287.STM0941	A0A0C9FCS1
99287.STM0149	A0A0C9FRA4
99287.STM0117	A0A0C9FSJ5
99287.STM3825	A0A0C9G431
99287.STM3474	A0A0C9CNJ9
99287.STM3490	A0A0C9CP76
99287.STM3509	A0A0C9CPZ0
99287.STM3590	A0A0C9CS48
99287.STM3604	A0A0C9CSF9
99287.STM3641	A0A0C9CTK2
99287.STM3667	A0A0C9CUG6
99287.STM3668	A0A0C9CUH2
99287.STM3692	A0A0C9CV46
99287.STM2166	A0A0C9DN63
99287.STM2177	A0A0C9DNH6
99287.STM2195	A0A0C9DP16
99287.STM2263	A0A0C9DQN7
99287.STM2269	A0A0C9DQV5
99287.STM2083	A0A0C9E6X8
99287.STM2156A	A0A0C9E9C1
99287.STM2981	A0A0C9EIJ1
99287.STM2935	A0A0C9EKQ8
99287.STM2932	A0A0C9EKU6
99287.STM2917	A0A0C9ELA3
99287.STM3725	A0A0C9ENQ9
99287.STM3362	A0A0C9FBK6
99287.STM3375	A0A0C9FC05
99287.STM0930	A0A0C9FD56
99287.STM0865	A0A0C9FE58
99287.STM0827	A0A0C9FG22
99287.STM2926	A0A0C9FGN2
99287.STM0995	A0A0C9FI74
99287.STM0740	A0A0C9FIA4
99287.STM0735	A0A0C9FIG6
99287.STM0723	A0A0C9FIW0
99287.STM0717	A0A0C9FIY8
99287.STM0963	A0A0C9FJ75
99287.STM0568	A0A0C9FJD8
99287.STM0691	A0A0C9FJT1
99287.STM0887	A0A0C9FKH7
99287.STM0885	A0A0C9FKJ9
