192222.Cj0443	Q9PI62
192222.Cj1721c	Q0P7R0
192222.Cj1588c	Q0P840
192222.Cj1337	Q0P8S2
192222.Cj1256c	Q0P900
192222.Cj1132c	Q0P9C2
192222.Cj1024c	Q0P9M8
192222.Cj0892c	Q0PA06
192222.Cj0437	Q0PB73
192222.Cj0177	Q0PBW2
192222.Cj1306c	Q0P8V1
192222.Cj1272c	Q0P8Y4
192222.Cj1134	Q0P9C0
192222.Cj1012c	Q0P9P0
192222.Cj0857c	Q0PA33
192222.Cj0456c	Q0PB57
192222.Cj0455c	Q0PB58
192222.Cj1460	Q0P8F5
192222.Cj0080	Q0PC55
192222.Cj1411c	Q0P8K3
192222.Cj1415c	Q0P8J9
192222.Cj1170c	Q0P986
192222.Cj0784	Q0PAA6
192222.Cj0688	Q0PAJ1
192222.Cj0494	Q0PB19
192222.Cj0093	Q0PC44
192222.Cj1377c	Q0P8N2
192222.Cj1049c	Q0P9K3
192222.Cj0719c	Q0PAG0
192222.Cj0173c	Q0PBW6
192222.Cj0015c	Q0PCB0
192222.Cj1640	Q0P7Y8
192222.Cj1414c	Q0P8K0
192222.Cj1283	Q0P8X4
192222.Cj1277c	Q0P8X9
192222.Cj0833c	Q0PA57
192222.Cj0725c	Q0PAF4
192222.Cj0011c	Q0PCB4
192222.Cj1115c	Q0P9D9
192222.Cj1032	Q0P9M0
192222.Cj0302c	Q0PBK7
192222.Cj0018c	Q0PCA7
192222.Cj0825	Q0PA65
192222.Cj0709	Q0PAH0
192222.Cj0609c	Q0PAQ8
192222.Cj0511	Q0PB04
192222.Cj1417c	Q0P8J7
192222.Cj0949c	Q0P9V0
192222.Cj0939c	Q0P9W0
192222.Cj0411	Q0PB99
192222.Cj1083c	Q0P9H1
192222.Cj0420	Q0PB90
192222.Cj1343c	Q0P8R6
192222.Cj1548c	Q0P877
192222.Cj1647	Q0P7Y1
192222.Cj1447c	Q0P8G8
192222.Cj0243c	Q0PBR2
192222.Cj0195	Q0PBU4
192222.Cj0149c	Q0PBY8
192222.Cj1110c	Q0P9E4
192222.Cj0916c	Q0P9Y3
192222.Cj0626	Q0PAP1
192222.Cj0495	Q0PB18
192222.Cj0454c	Q0PB59
192222.Cj0099	Q0PC38
192222.Cj1581c	Q0P847
192222.Cj0619	Q0PAP8
192222.Cj0415	Q0PB95
192222.Cj1214c	Q0P942
192222.Cj0231c	Q0PBS3
192222.Cj0162c	Q0PBX5
192222.Cj0109	Q0PC28
192222.Cj1517	Q0P8A2
192222.Cj1349c	Q0P8R0
192222.Cj1304	Q0P8V3
192222.Cj1227c	Q0P929
192222.Cj0851c	Q0PA39
192222.Cj0981c	Q0P9S1
192222.Cj0850c	Q0PA40
192222.Cj0090	Q0PC47
192222.Cj1550c	Q0P875
192222.Cj1157	Q0P999
192222.Cj1503c	Q0P8B5
192222.Cj1011	Q0P9P1
192222.Cj1356c	Q0P8Q3
192222.Cj1296	Q0P8W1
192222.Cj0861c	Q0PA29
192222.Cj0333c	Q0PBH6
192222.Cj0277	Q0PBM8
192222.Cj0225	Q0PBS9
192222.Cj0029	Q0PC96
192222.Cj0585	Q0PAT2
192222.Cj1633	Q0P7Z5
192222.Cj1234	Q0P922
192222.Cj0948c	Q0P9V1
192222.Cj0399	Q0PBB1
192222.Cj1651c	Q0P7X7
192222.Cj1295	Q0P8W2
192222.Cj0286c	Q0PBM0
192222.Cj1722c	Q0P7Q9
192222.Cj1616	Q0P812
192222.Cj1452	Q0P8G3
192222.Cj1370	Q0P8N9
192222.Cj1361c	Q0P8P8
192222.Cj1142	Q0P9B2
192222.Cj1092c	Q0P9G2
192222.Cj0839c	Q0PA51
192222.Cj0730	Q0PAE9
192222.Cj0089	Q0PC48
192222.Cj1624c	Q0P804
192222.Cj1569c	Q0P859
192222.Cj1486c	Q0P8D1
192222.Cj1355	Q0P8Q4
192222.Cj0741	Q0PAD8
192222.Cj0621	Q0PAP6
192222.Cj1483c	Q0P8D4
192222.Cj0975	Q0P9S7
192222.Cj1533c	Q0P892
192222.Cj1195c	Q0P961
192222.Cj1085c	Q0P9G9
192222.Cj1080c	Q0P9H4
192222.Cj0163c	Q0PBX4
192222.Cj0070c	Q0PC63
192222.Cj1490c	Q0P8C7
192222.Cj1319	Q0P8T8
192222.Cj1224	Q0P932
192222.Cj0681	Q0PAJ8
192222.Cj1573c	Q0P855
192222.Cj1399c	Q0P8L5
192222.Cj1329	Q0P8S9
192222.Cj0967	Q0P9T3
192222.Cj0594c	Q0PAS3
192222.Cj1345c	Q0P8R4
192222.Cj0092	Q0PC45
192222.Cj0077c	Q0PC58
192222.Cj1547	Q0P878
192222.Cj1316c	Q0P8U1
192222.Cj1298	Q0P8V9
192222.Cj1192	Q0P964
192222.Cj1099	Q0P9F5
192222.Cj1015c	Q0P9N7
192222.Cj0617	Q0PAQ0
192222.Cj0520	Q0PAZ5
192222.Cj0883c	Q0PA14
192222.Cj0006	Q0PCB9
192222.Cj0076c	Q0PC59
192222.Cj0472	Q0PB41
192222.Cj0891c	Q0PA07
192222.Cj0978c	Q0P9S4
192222.Cj0135	Q0PC02
192222.Cj0322	Q0PBI7
192222.Cj0285c	Q0PBM1
192222.Cj1542	Q0P883
192222.Cj0435	Q0PB75
192222.Cj1519	Q0P8A0
192222.Cj1383c	Q0P8M6
192222.Cj0933c	Q0P9W6
192222.Cj0815	Q0PA75
192222.Cj0490	Q0PB23
192222.Cj1496c	Q0P8C1
192222.Cj1419c	Q0P8J5
192222.Cj1270c	Q0P8Y6
192222.Cj0748	Q0PAD6
192222.Cj0523	Q0PAZ3
192222.Cj0249	Q0PBQ6
192222.Cj0178	Q0PBW1
192222.Cj0033	Q0PC93
192222.Cj0007	Q0PCB8
192222.Cj1546	Q0P879
192222.Cj0909	Q0P9Z0
192222.Cj0772c	Q0PAB8
192222.Cj0427	Q0PB83
192222.Cj0358	Q0PBF1
192222.Cj1416c	Q0P8J8
192222.Cj1267c	Q0P8Y9
192222.Cj1087c	Q0P9G7
192222.Cj1155c	Q0P9A1
192222.Cj0198c	Q0PBU1
192222.Cj0062c	Q0PC71
192222.Cj0151c	Q0PBY6
192222.Cj1484c	Q0P8D3
192222.Cj1082c	Q0P9H2
192222.Cj0598	Q0PAR9
192222.Cj0531	Q0PAY5
192222.Cj0485	Q0PB28
192222.Cj1158c	Q0P998
192222.Cj0372	Q0PBD8
192222.Cj0239c	Q0PBR5
192222.Cj0145	Q0PBZ2
192222.Cj1613c	Q0P815
192222.Cj1587c	Q0P841
192222.Cj1055c	Q0P9J7
192222.Cj0753c	Q0PAD5
192222.Cj0449c	Q0PB64
192222.Cj1206c	Q0P950
192222.Cj1148	Q0P9A8
192222.Cj1212c	Q0P944
192222.Cj1086c	Q0P9G8
192222.Cj0899c	Q0P9Z9
192222.Cj0692c	Q0PAI7
192222.Cj0628	Q0PAN9
192222.Cj0413	Q0PB97
192222.Cj0238	Q0PBR6
192222.Cj0119	Q0PC18
192222.Cj0082	Q0PC53
192222.Cj1387c	Q0P8M2
192222.Cj0555	Q0PAW1
192222.Cj1289	Q0P8W8
192222.Cj0111	Q0PC26
192222.Cj1348c	Q0P8R1
192222.Cj1235	Q0P921
192222.Cj0354c	Q0PBF5
192222.Cj0267c	Q0PBN8
192222.Cj0202c	Q0PBT7
192222.Cj0786	Q0PAA4
192222.Cj0567	Q0PAV0
192222.Cj0546	Q0PAX0
192222.Cj1412c	Q0P8K2
192222.Cj0272	Q0PBN3
192222.Cj0114	Q0PC23
192222.Cj0002	Q0PCC3
192222.Cj1022c	Q0P9N0
192222.Cj1623	Q0P805
192222.Cj1515c	Q0P8A4
192222.Cj1392	Q0P8M0
192222.Cj1143	Q0P9B1
192222.Cj0930	Q0P9W9
192222.Cj0789	Q0PAA1
192222.Cj1631c	Q0P7Z7
192222.Cj1606c	Q0P822
192222.Cj1236	Q0P920
192222.Cj1222c	Q0P934
192222.Cj1139c	Q0P9B5
192222.Cj0794	Q0PA96
192222.Cj0592c	Q0PAS5
192222.Cj0516	Q0PAZ9
192222.Cj0481	Q0PB32
192222.Cj0203	Q0PBT6
192222.Cj1459	Q0P8F6
192222.Cj0489	Q0PB24
192222.Cj1164c	Q0P992
192222.Cj1159c	Q0P997
192222.Cj1067	Q0P9I7
192222.Cj1053c	Q0P9J9
192222.Cj0390	Q0PBC0
192222.Cj1287c	Q0P8X0
192222.Cj0910	Q0P9Y9
192222.Cj0153c	Q0PBY4
192222.Cj0044c	Q0PC82
192222.Cj1621	Q0P807
192222.Cj1488c	Q0P8C9
192222.Cj0667	Q0PAK7
192222.Cj0583	Q0PAT4
192222.Cj0323	Q0PBI6
192222.Cj0736	Q0PAE3
192222.Cj0102	Q0PC35
192222.Cj0246c	Q0PBQ9
192222.Cj1167	Q0P989
192222.Cj1146c	Q0P9A9
192222.Cj0970	Q0P9T2
192222.Cj0625	Q0PAP2
192222.Cj1309c	Q0P8U8
192222.Cj1563c	Q0P865
192222.Cj0172c	Q0PBW7
192222.Cj0144	Q0PBZ3
192222.Cj0142c	Q0PBZ5
192222.Cj1639	Q0P7Y9
192222.Cj0872	Q0PA24
192222.Cj0537	Q0PAX9
192222.Cj0499	Q0PB14
192222.Cj0924c	Q0P9X5
192222.Cj0630c	Q0PAN8
192222.Cj0525c	Q0PAZ1
192222.Cj0408	Q0PBA2
192222.Cj0406c	Q0PBA4
192222.Cj0228c	Q0PBS6
192222.Cj0023	Q0PCA2
192222.Cj0645	Q0PAM3
192222.Cj0613	Q0PAQ4
192222.Cj0428	Q0PB82
192222.Cj0483	Q0PB30
192222.Cj0367c	Q0PBE3
192222.Cj0125c	Q0PC12
192222.Cj1491c	Q0P8C6
192222.Cj1321	Q0P8T6
192222.Cj1093c	Q0P9G1
192222.Cj1069	Q0P9I5
192222.Cj0484	Q0PB29
192222.Cj1322	Q0P8T5
192222.Cj1626c	Q0P802
192222.Cj0304c	Q0PBK5
192222.Cj0362	Q0PBE8
192222.Cj0283c	Q0PBM3
192222.Cj0282c	Q0PBM4
192222.Cj0265c	Q0PBP0
192222.Cj0024	Q0PCA1
192222.Cj1168c	Q0P988
192222.Cj1423c	Q0P8J1
192222.Cj1282	Q0P8X5
192222.Cj1240c	Q0P916
192222.Cj1060c	Q0P9J2
192222.Cj0785	Q0PAA5
192222.Cj1299	Q0P8V8
192222.Cj0977	Q0P9S5
192222.Cj0814	Q0PA76
192222.Cj0791c	Q0PA99
192222.Cj1493c	Q0P8C4
192222.Cj1577c	Q0P851
192222.Cj0327	Q0PBI2
192222.Cj0157c	Q0PBY0
192222.Cj0038c	Q0PC88
192222.Cj0008	Q0PCB7
192222.Cj1628	Q0P800
192222.Cj1481c	Q0P8D6
192222.Cj0844c	Q0PA46
192222.Cj0440c	Q0PB70
192222.Cj0996	Q0P9Q6
192222.Cj0130	Q0PC07
192222.Cj0054c	Q0PC79
192222.Cj0876c	Q0PA21
192222.Cj1166c	Q0P990
192222.Cj0992c	Q0P9R0
192222.Cj0944c	Q0P9V5
192222.Cj0735	Q0PAE4
192222.Cj0694	Q0PAI5
192222.Cj0464	Q0PB49
192222.Cj0422c	Q0PB88
192222.Cj0251c	Q0PBQ4
192222.Cj0691	Q0PAI8
192222.Cj0538	Q0PAX8
192222.Cj1709c	Q0P7S2
192222.Cj1427c	Q0P8I7
192222.Cj0962	Q0P9T7
192222.Cj0644	Q0PAM4
192222.Cj0366c	Q0PBE4
192222.Cj0258	Q0PBP7
192222.Cj1728c	Q0P7Q3
192222.Cj1715	Q0P7R6
192222.Cj1687	Q0P7U4
192222.Cj1561	Q0P867
192222.Cj1352	Q0P8Q7
192222.Cj1262	Q0P8Z4
192222.Cj1187c	Q0P969
192222.Cj1178c	Q0P978
192222.Cj1101	Q0P9F3
192222.Cj1006c	Q0P9P6
192222.Cj0036	Q0PC90
192222.Cj0116	Q0PC21
192222.Cj0063c	Q0PC70
192222.Cj1406c	Q0P8K8
192222.Cj0925	Q0P9X4
192222.Cj0803	Q0PA87
192222.Cj0208	Q0PBT1
192222.Cj0854c	Q0PA36
192222.Cj0716	Q0PAG3
192222.Cj0706	Q0PAH3
192222.Cj1648	Q0P7Y0
192222.Cj1536c	Q0P889
192222.Cj1133	Q0P9C1
192222.Cj1727c	Q0P7Q4
192222.Cj1506c	Q0P8B2
192222.Cj1190c	Q0P966
192222.Cj1004	Q0P9P8
192222.Cj0901	Q0P9Z7
192222.Cj0605	Q0PAR2
192222.Cj0461c	Q0PB52
192222.Cj0447	Q0PB66
192222.Cj1458c	Q0P8F7
192222.Cj1510c	Q0P8A8
192222.Cj0364	Q0PBE6
192222.Cj1667c	Q0P7W2
192222.Cj0898	Q0PA00
192222.Cj0439	Q0PB71
192222.Cj0247c	Q0PBQ8
192222.Cj1367c	Q0P8P2
192222.Cj1265c	Q0P8Z1
192222.Cj0682	Q0PAJ7
192222.Cj0380c	Q0PBD0
192222.Cj0604	Q0PAR3
192222.Cj0338c	Q0PBH1
192222.Cj0395c	Q0PBB5
192222.Cj1666c	Q0P7W3
192222.Cj1388	Q0P8M1
192222.Cj0906c	Q0P9Z2
192222.Cj0812	Q0PA78
192222.Cj0575	Q0PAU2
192222.Cj1663	Q0P7W6
192222.Cj1643	Q0P7Y5
192222.Cj1028c	Q0P9M4
192222.Cj0463	Q0PB50
192222.Cj1138	Q0P9B6
192222.Cj1036c	Q0P9L6
192222.Cj0972	Q0P9T0
192222.Cj0571	Q0PAU6
192222.Cj0350	Q0PBF9
192222.Cj1671c	Q0P7V8
192222.Cj1574c	Q0P854
192222.Cj1511c	Q0P8A7
192222.Cj1433c	Q0P8I1
192222.Cj1241	Q0P915
192222.Cj0819	Q0PA71
192222.Cj0711	Q0PAG8
192222.Cj0651	Q0PAL7
192222.Cj0633	Q0PAN5
192222.Cj0781	Q0PAA9
192222.Cj0378c	Q0PBD2
192222.Cj0356c	Q0PBF3
192222.Cj0316	Q0PBJ3
192222.Cj1465	Q0P8F0
192222.Cj1464	Q0P8F1
192222.Cj1007c	Q0P9P5
192222.Cj0416	Q0PB94
192222.Cj0410	Q0PBA0
192222.Cj1021c	Q0P9N1
192222.Cj0879c	Q0PA18
192222.Cj1513c	Q0P8A6
192222.Cj1380	Q0P8M9
192222.Cj0998c	Q0P9Q4
192222.Cj0580c	Q0PAT7
192222.Cj0480c	Q0PB33
192222.Cj0469	Q0PB44
192222.Cj1422c	Q0P8J2
192222.Cj0436	Q0PB74
192222.Cj1264c	Q0P8Z2
192222.Cj1219c	Q0P937
192222.Cj1034c	Q0P9L8
192222.Cj0829c	Q0PA61
192222.Cj1448c	Q0P8G7
192222.Cj1420c	Q0P8J4
192222.Cj1063	Q0P9I9
192222.Cj0515	Q0PB00
192222.Cj0257	Q0PBP8
192222.Cj1354	Q0P8Q5
192222.Cj1180c	Q0P976
192222.Cj0339	Q0PBH0
192222.Cj0140	Q0PBZ7
192222.Cj1632c	Q0P7Z6
192222.Cj1516	Q0P8A3
192222.Cj0737	Q0PAE2
192222.Cj0800c	Q0PA90
192222.Cj0860	Q0PA30
192222.Cj0200c	Q0PBT9
192222.Cj0728	Q0PAF1
192222.Cj1684c	Q0P7U7
192222.Cj1436c	Q0P8H8
192222.Cj1208	Q0P948
192222.Cj0448c	Q0PB65
192222.Cj1664	Q0P7W5
192222.Cj1570c	Q0P858
192222.Cj1482c	Q0P8D5
192222.Cj1112c	Q0P9E2
192222.Cj0928	Q0P9X1
192222.Cj0788	Q0PAA2
192222.Cj0724	Q0PAF5
192222.Cj0611c	Q0PAQ6
192222.Cj0496	Q0PB17
192222.Cj0012c	Q0PCB3
192222.Cj0269c	Q0PBN6
192222.Cj1714	Q0P7R7
192222.Cj1347c	Q0P8R2
192222.Cj1451	Q0P8G4
192222.Cj0881c	Q0PA16
192222.Cj0823	Q0PA67
192222.Cj0805	Q0PA85
192222.Cj0561c	Q0PAV5
192222.Cj1341c	Q0P8R8
192222.Cj1009c	Q0P9P3
192222.Cj0763c	Q0PAC7
192222.Cj1681c	Q0P7U9
192222.Cj0624	Q0PAP3
192222.Cj1467	Q0P8E8
192222.Cj1461	Q0P8F4
192222.Cj1435c	Q0P8H9
192222.Cj1297	Q0P8W0
192222.Cj0721c	Q0PAF8
192222.Cj0584	Q0PAT3
192222.Cj0058	Q0PC75
192222.Cj0143c	Q0PBZ4
192222.Cj0025c	Q0PCA0
192222.Cj1501	Q0P8B7
192222.Cj1323	Q0P8T4
192222.Cj1014c	Q0P9N8
192222.Cj0874c	Q0PA22
192222.Cj0418c	Q0PB92
192222.Cj1555c	Q0P871
192222.Cj0391c	Q0PBB9
192222.Cj0373	Q0PBD7
192222.Cj0168c	Q0PBX0
192222.Cj1688c	Q0P7U3
192222.Cj1679	Q0P7V1
192222.Cj1580c	Q0P848
192222.Cj1135	Q0P9B9
192222.Cj1033	Q0P9L9
192222.Cj0971	Q0P9T1
192222.Cj0587	Q0PAT0
192222.Cj0544	Q0PAX2
192222.Cj0457c	Q0PB56
192222.Cj0672	Q0PAK2
192222.Cj0237	Q0PBR7
192222.Cj0035c	Q0PC91
192222.Cj0030	Q0PC95
192222.Cj1258	Q0P8Z8
192222.Cj1230	Q0P926
192222.Cj1194	Q0P962
192222.Cj0902	Q0P9Z6
192222.Cj0776c	Q0PAB4
192222.Cj0715	Q0PAG4
192222.Cj0403	Q0PBA7
192222.Cj0376	Q0PBD4
192222.Cj0113	Q0PC24
192222.Cj1518	Q0P8A1
192222.Cj1218c	Q0P938
192222.Cj1136	Q0P9B8
192222.Cj0946	Q0P9V3
192222.Cj0904c	Q0P9Z4
192222.Cj0852c	Q0PA38
192222.Cj0154c	Q0PBY3
192222.Cj0834c	Q0PA56
192222.Cj0186c	Q0PBV3
192222.Cj0045c	Q0PC81
192222.Cj1669c	Q0P7W0
192222.Cj1497c	Q0P8C0
192222.Cj1485c	Q0P8D2
192222.Cj0423	Q0PB87
192222.Cj1160c	Q0P996
192222.Cj0152c	Q0PBY5
192222.Cj0139	Q0PBZ8
192222.Cj1189c	Q0P967
192222.Cj1056c	Q0P9J6
192222.Cj1001	Q0P9Q1
192222.Cj0505c	Q0PB10
192222.Cj1066	Q0P9I8
192222.Cj0021c	Q0PCA4
192222.Cj0739	Q0PAE0
192222.Cj0552	Q0PAW4
192222.Cj0346	Q0PBG3
192222.Cj0235c	Q0PBR9
192222.Cj0289c	Q0PBL7
192222.Cj1247c	Q0P909
192222.Cj0067	Q0PC66
192222.Cj1649	Q0P7X9
192222.Cj0295	Q0PBL4
192222.Cj0164c	Q0PBX3
192222.Cj0986c	Q0P9R6
192222.Cj0963	Q0P9T6
192222.Cj0841c	Q0PA49
192222.Cj0560	Q0PAV6
192222.Cj0539	Q0PAX7
192222.Cj1013c	Q0P9N9
192222.Cj1089c	Q0P9G5
192222.Cj0232c	Q0PBS2
192222.Cj0122	Q0PC15
192222.Cj1644	Q0P7Y4
192222.Cj1038	Q0P9L4
192222.Cj0950c	Q0P9U9
192222.Cj0938c	Q0P9W1
192222.Cj0778	Q0PAB2
192222.Cj0554	Q0PAW2
192222.Cj1320	Q0P8T7
192222.Cj0683	Q0PAJ6
192222.Cj1016c	Q0P9N6
192222.Cj0497	Q0PB16
192222.Cj1543	Q0P882
192222.Cj0740	Q0PAD9
192222.Cj0409	Q0PBA1
192222.Cj0816	Q0PA74
192222.Cj1637c	Q0P7Z1
192222.Cj1564	Q0P864
192222.Cj1475c	Q0P8E2
192222.Cj1425c	Q0P8I9
192222.Cj1200	Q0P956
192222.Cj1199	Q0P957
192222.Cj1074c	Q0P9I0
192222.Cj0952c	Q0P9U7
192222.Cj0761	Q0PAC9
192222.Cj0727	Q0PAF2
192222.Cj0677	Q0PAK1
192222.Cj0602c	Q0PAR5
192222.Cj0396c	Q0PBB4
192222.Cj1620c	Q0P808
192222.Cj1242	Q0P914
192222.Cj0255c	Q0PBQ0
192222.Cj0129c	Q0PC08
192222.Cj1540	Q0P885
192222.Cj1233	Q0P923
192222.Cj1141	Q0P9B3
192222.Cj0954c	Q0P9U5
192222.Cj0426	Q0PB84
192222.Cj1682c	Q0P7U8
192222.Cj0873c	Q0PA23
192222.Cj0771c	Q0PAB9
192222.Cj0529c	Q0PAY7
192222.Cj1473c	Q0P8E4
192222.Cj0937	Q0P9W2
192222.Cj0128c	Q0PC09
192222.Cj0808c	Q0PA82
192222.Cj1077	Q0P9H7
192222.Cj1005c	Q0P9P7
192222.Cj0541	Q0PAX5
192222.Cj0412	Q0PB98
192222.Cj1668c	Q0P7W1
192222.Cj0974	Q0P9S8
192222.Cj0260c	Q0PBP5
192222.Cj0392c	Q0PBB8
192222.Cj0307	Q0PBK2
192222.Cj0020c	Q0PCA5
192222.Cj1653c	Q0P7X5
192222.Cj1562	Q0P866
192222.Cj1418c	Q0P8J6
192222.Cj1308	Q0P8U9
192222.Cj1302	Q0P8V5
192222.Cj0888c	Q0PA10
192222.Cj0795c	Q0PA95
192222.Cj0659c	Q0PAL4
192222.Cj0591c	Q0PAS6
192222.Cj0397c	Q0PBB3
192222.Cj0150c	Q0PBY7
192222.Cj0014c	Q0PCB1
192222.Cj1567c	Q0P861
192222.Cj1545c	Q0P880
192222.Cj1305c	Q0P8V2
192222.Cj1231	Q0P925
192222.Cj1037c	Q0P9L5
192222.Cj0574	Q0PAU3
192222.Cj0487	Q0PB26
192222.Cj0345	Q0PBG4
192222.Cj0341c	Q0PBG8
192222.Cj0299	Q0PBL0
192222.Cj0183	Q0PBV6
192222.Cj1720	Q0P7R1
192222.Cj1586	Q0P842
192222.Cj1443c	Q0P8H1
192222.Cj1186c	Q0P970
192222.Cj1026c	Q0P9M6
192222.Cj0989	Q0P9R3
192222.Cj0631c	Q0PAN7
192222.Cj0573	Q0PAU4
192222.Cj0419	Q0PB91
192222.Cj0770c	Q0PAC0
192222.Cj1532	Q0P893
192222.Cj1100	Q0P9F4
192222.Cj0343c	Q0PBG6
192222.Cj0179	Q0PBW0
192222.Cj0176c	Q0PBW3
192222.Cj0028	Q0PC97
192222.Cj0004c	Q0PCC1
192222.Cj1413c	Q0P8K1
192222.Cj1162c	Q0P994
192222.Cj1153	Q0P9A3
192222.Cj0570	Q0PAU7
192222.Cj0562	Q0PAV4
192222.Cj0424	Q0PB86
192222.Cj1232	Q0P924
192222.Cj0190c	Q0PBU9
192222.Cj0127c	Q0PC10
192222.Cj0100	Q0PC37
192222.Cj1225	Q0P931
192222.Cj0837c	Q0PA53
192222.Cj0452	Q0PB61
192222.Cj1658	Q0P7X1
192222.Cj1421c	Q0P8J3
192222.Cj0988c	Q0P9R4
192222.Cj0877c	Q0PA20
192222.Cj0701	Q0PAH8
192222.Cj0648	Q0PAM0
192222.Cj0438	Q0PB72
192222.Cj0034c	Q0PC92
192222.Cj1226c	Q0P930
192222.Cj0556	Q0PAW0
192222.Cj1410c	Q0P8K4
192222.Cj0707	Q0PAH2
192222.Cj0550	Q0PAW6
192222.Cj0540	Q0PAX6
192222.Cj0504c	Q0PB11
192222.Cj0817	Q0PA73
192222.Cj0229	Q0PBS5
192222.Cj1549c	Q0P876
192222.Cj1363	Q0P8P6
192222.Cj1223c	Q0P933
192222.Cj0459c	Q0PB54
192222.Cj0353c	Q0PBF6
192222.Cj0057	Q0PC76
192222.Cj0355c	Q0PBF4
192222.Cj1575c	Q0P853
192222.Cj1040c	Q0P9L2
192222.Cj0699c	Q0PAI0
192222.Cj1046c	Q0P9K6
192222.Cj0074c	Q0PC61
192222.Cj1558	Q0P869
192222.Cj1111c	Q0P9E3
192222.Cj0979c	Q0P9S3
192222.Cj0862c	Q0PA28
192222.Cj0535	Q0PAY1
192222.Cj0414	Q0PB96
192222.Cj0075c	Q0PC60
192222.Cj0056c	Q0PC77
192222.Cj1609	Q0P819
192222.Cj1439c	Q0P8H5
192222.Cj1400c	Q0P8L4
192222.Cj1340c	Q0P8R9
192222.Cj0622	Q0PAP5
192222.Cj0442	Q0PB68
192222.Cj0430	Q0PB80
192222.Cj1450	Q0P8G5
192222.Cj1020c	Q0P9N2
192222.Cj0653c	Q0PAL5
192222.Cj0276	Q0PBM9
192222.Cj0184c	Q0PBV5
192222.Cj0088	Q0PC49
192222.Cj1487c	Q0P8D0
192222.Cj1310c	Q0P8U7
192222.Cj0315	Q0PBJ4
192222.Cj0305c	Q0PBK4
192222.Cj1384c	Q0P8M5
192222.Cj1116c	Q0P9D8
192222.Cj0747	Q0PAD7
192222.Cj0643	Q0PAM5
192222.Cj0608	Q0PAQ9
192222.Cj0534	Q0PAY2
192222.Cj0421c	Q0PB89
192222.Cj1211	Q0P945
192222.Cj0264c	Q0PBP1
192222.Cj0085c	Q0PC52
192222.Cj0331c	Q0PBH8
192222.Cj0915	Q0P9Y4
192222.Cj0797c	Q0PA93
192222.Cj0783	Q0PAA7
192222.Cj0300c	Q0PBK9
192222.Cj0069	Q0PC64
192222.Cj1615	Q0P813
192222.Cj1505c	Q0P8B3
192222.Cj1245c	Q0P911
192222.Cj1216c	Q0P940
192222.Cj0703	Q0PAH6
192222.Cj0679	Q0PAK0
192222.Cj0634	Q0PAN4
192222.Cj0536	Q0PAY0
192222.Cj1210	Q0P946
192222.Cj0103	Q0PC34
192222.Cj1114c	Q0P9E0
192222.Cj1052c	Q0P9K0
192222.Cj0755	Q0PAD4
192222.Cj0723c	Q0PAF6
192222.Cj0652	Q0PAL6
192222.Cj0599	Q0PAR8
192222.Cj0040	Q0PC86
192222.Cj1507c	Q0P8B1
192222.Cj1119c	Q0P9D5
192222.Cj0917c	Q0P9Y2
192222.Cj0822	Q0PA68
192222.Cj1556	Q0P870
192222.Cj1403c	Q0P8L1
192222.Cj0982c	Q0P9S0
192222.Cj0880c	Q0PA17
192222.Cj0835c	Q0PA55
192222.Cj0588	Q0PAS9
192222.Cj0344	Q0PBG5
192222.Cj0250c	Q0PBQ5
192222.Cj1610	Q0P818
192222.Cj1088c	Q0P9G6
192222.Cj0926	Q0P9X3
192222.Cj0843c	Q0PA47
192222.Cj1589	Q0P839
192222.Cj1372	Q0P8N7
192222.Cj1353	Q0P8Q6
192222.Cj1165c	Q0P991
192222.Cj0700	Q0PAH9
192222.Cj0649	Q0PAL9
192222.Cj1375	Q0P8N4
192222.Cj1251	Q0P905
192222.Cj1191c	Q0P965
192222.Cj0738	Q0PAE1
192222.Cj0017c	Q0PCA8
192222.Cj0294	Q0PBL5
192222.Cj0377	Q0PBD3
192222.Cj0261c	Q0PBP4
192222.Cj1627c	Q0P801
192222.Cj1131c	Q0P9C3
192222.Cj1489c	Q0P8C8
192222.Cj1430c	Q0P8I4
192222.Cj1249	Q0P907
192222.Cj1229	Q0P927
192222.Cj1044c	Q0P9K8
192222.Cj0600	Q0PAR7
192222.Cj1042c	Q0P9L0
192222.Cj1650	Q0P7X8
192222.Cj0671	Q0PAK3
192222.Cj1544c	Q0P881
192222.Cj1440c	Q0P8H4
192222.Cj1156	Q0P9A0
192222.Cj1003c	Q0P9P9
192222.Cj1215	Q0P941
192222.Cj0878	Q0PA19
192222.Cj0524	Q0PAZ2
192222.Cj0486	Q0PB27
192222.Cj1509c	Q0P8A9
192222.Cj0762c	Q0PAC8
192222.Cj0181	Q0PBV8
192222.Cj0115	Q0PC22
192222.Cj1522c	Q0P898
192222.Cj1456c	Q0P8F9
192222.Cj1438c	Q0P8H6
192222.Cj1154c	Q0P9A2
192222.Cj1151c	Q0P9A5
192222.Cj1108	Q0P9E6
192222.Cj1025c	Q0P9M7
192222.Cj0911	Q0P9Y8
192222.Cj0830	Q0PA60
192222.Cj0429c	Q0PB81
192222.Cj0732	Q0PAE7
192222.Cj0365c	Q0PBE5
192222.Cj0133	Q0PC04
