7227.FBpp0087084	P32234
7227.FBpp0079060	P09615
7227.FBpp0291513	Q9VE86
7227.FBpp0084049	P83097
7227.FBpp0070862	Q9W415
7227.FBpp0087635	Q9V576
7227.FBpp0079172	Q9VLU5
7227.FBpp0082172	P10351
7227.FBpp0074179	Q9U3V8
7227.FBpp0074178	Q9U3V9
7227.FBpp0070638	P28518
7227.FBpp0086505	Q24595
7227.FBpp0070624	Q24087
7227.FBpp0079278	Q9TVM2
7227.FBpp0080484	Q9XZU1
7227.FBpp0078973	Q9VM71
7227.FBpp0072782	Q7KVA1
7227.FBpp0085427	Q7K4Q5
7227.FBpp0085925	Q8SX68
7227.FBpp0088019	Q9V4Q0
7227.FBpp0088070	Q6NLL1
7227.FBpp0072910	Q9I7T7
7227.FBpp0073252	Q9VZ40
7227.FBpp0080518	Q8INZ1
7227.FBpp0304318	Q9VKA4
7227.FBpp0075517	Q9VUC6
7227.FBpp0072605	Q8IRH5
7227.FBpp0289303	Q8IQ72
7227.FBpp0087465	Q7JUR5
7227.FBpp0079306	Q9VLK2
7227.FBpp0100006	Q9VVR0
7227.FBpp0301012	Q0KIC3
7227.FBpp0304853	Q9W5D0
7227.FBpp0301042	Q9W4K2
7227.FBpp0071903	Q8T8R1
7227.FBpp0074556	Q9VWD4
7227.FBpp0300877	Q9W3Y5
7227.FBpp0083780	Q9VCP1
7227.FBpp0112210	A1A708
7227.FBpp0075183	Q9VV43
7227.FBpp0303029	Q6AWG9
7227.FBpp0290357	Q9VB98
7227.FBpp0083889	Q9VCF0
7227.FBpp0081843	Q9VGR7
7227.FBpp0081254	Q8T053
7227.FBpp0071234	Q7YZA2
7227.FBpp0302857	P83474
7227.FBpp0074214	Q86B47
7227.FBpp0075083	Q9VVA0
7227.FBpp0078595	Q9V468
7227.FBpp0081426	Q0KIA2
7227.FBpp0288697	Q45VV3
7227.FBpp0081560	Q9VH95
7227.FBpp0070070	P09957
7227.FBpp0303324	P25992
7227.FBpp0073620	Q9XZF0
7227.FBpp0073715	P98163
7227.FBpp0305119	Q9W2X7
7227.FBpp0072318	Q9W0Y2
7227.FBpp0075304	P22469
7227.FBpp0099801	A1ZA47
7227.FBpp0087806	Q7JWR9
7227.FBpp0289717	Q2PE14
7227.FBpp0081170	P09089
7227.FBpp0081171	P09090
7227.FBpp0072595	Q9W0E8
7227.FBpp0303588	P09956
7227.FBpp0303607	P28166
7227.FBpp0088139	P28167
7227.FBpp0083630	Q9VD26
7227.FBpp0081863	Q9VGP1
7227.FBpp0079480	Q9VL59
7227.FBpp0075628	Q9VU41
7227.FBpp0084689	Q9VAU9
7227.FBpp0292053	A1Z9R4
7227.FBpp0070952	Q9W3Y0
7227.FBpp0079900	Q9VKD7
7227.FBpp0070425	Q9W4X9
7227.FBpp0085138	Q9VA00
7227.FBpp0076149	E2E679
7227.FBpp0085638	B4YXW0
7227.FBpp0305575	Q15DQ2
7227.FBpp0076714	E5AJI2
7227.FBpp0076149	E2E628
7227.FBpp0074588	H1ZYC5
7227.FBpp0076714	E5AJI5
7227.FBpp0072032	B1PFG8
7227.FBpp0072847	E5AJE0
7227.FBpp0078269	D7F8Y6
7227.FBpp0071392	F6J9D1
7227.FBpp0074146	B6UVF6
7227.FBpp0292334	E4NKG8
7227.FBpp0073360	B4F555
7227.FBpp0100186	B6E0W8
7227.FBpp0071134	E2E4R5
7227.FBpp0074588	H1ZYD3
7227.FBpp0073360	B4F554
7227.FBpp0100182	B6E0P9
7227.FBpp0081261	A0APG2
7227.FBpp0071296	A9YKE5
7227.FBpp0288669	D0UY78
7227.FBpp0074659	B1PGF8
7227.FBpp0305575	Q15DG6
7227.FBpp0297122	B1PFZ0
7227.FBpp0084595	D7F9P2
7227.FBpp0100187	B6UNH5
7227.FBpp0081153	K7WKV5
7227.FBpp0077541	I6LU41
7227.FBpp0081506	E2E4W9
7227.FBpp0111505	E3CTU6
7227.FBpp0077542	I6LTW9
7227.FBpp0072847	A8E6X3
7227.FBpp0074659	B1PGE5
7227.FBpp0070031	C0MLX8
7227.FBpp0288669	D0UY75
7227.FBpp0076149	E2E652
7227.FBpp0076714	E5AJI6
7227.FBpp0304003	Q0IGR7
7227.FBpp0073393	E2E543
7227.FBpp0073393	E2E547
7227.FBpp0077542	I6LTX2
7227.FBpp0071134	E2E4R0
7227.FBpp0305575	Q15DL3
7227.FBpp0297122	B1PG11
7227.FBpp0074659	B1PGE3
7227.FBpp0071296	B4YWM6
7227.FBpp0076149	E2E626
7227.FBpp0081506	E2E4W4
7227.FBpp0305575	Q15DQ6
7227.FBpp0076149	E2E6A5
7227.FBpp0076029	E5AJT2
7227.FBpp0304518	B4YXB7
7227.FBpp0305575	Q15DR8
7227.FBpp0071049	F6J1F4
7227.FBpp0071134	E2E4U6
7227.FBpp0291301	Q1EC84
7227.FBpp0073393	E2E522
7227.FBpp0305575	Q15DQ3
7227.FBpp0085387	E2E4L6
7227.FBpp0085387	E2E4N7
7227.FBpp0305575	Q15DG9
7227.FBpp0078879	D3DMF4
7227.FBpp0297122	B1PG04
7227.FBpp0073393	E2E528
7227.FBpp0076713	E5AJG8
7227.FBpp0078441	D7F8T7
7227.FBpp0070031	C0MLY1
7227.FBpp0081506	E2E4X9
7227.FBpp0075360	B4YXT1
7227.FBpp0088122	E2E5M4
7227.FBpp0073393	E2E519
7227.FBpp0088122	E2E5Q7
7227.FBpp0084695	B7FNP1
7227.FBpp0297122	B1PG13
7227.FBpp0084399	A0AND0
7227.FBpp0070031	C0MLX9
7227.FBpp0289845	Q4V724
7227.FBpp0073360	B8Q867
7227.FBpp0080339	I6LTV4
7227.FBpp0074017	F6J7B3
7227.FBpp0288669	D0UYA9
7227.FBpp0072032	B1PFG4
7227.FBpp0081506	E2E4W1
7227.FBpp0077541	I6LU55
7227.FBpp0070031	B4F601
7227.FBpp0288669	D0UYA1
7227.FBpp0305575	Q15DJ7
7227.FBpp0075807	A0A075BJ32
7227.FBpp0288669	D0UY85
7227.FBpp0073393	E2E5D7
7227.FBpp0081506	E2E4W6
7227.FBpp0088122	E2E5K8
7227.FBpp0071134	E2E4T6
7227.FBpp0073393	E2E5D4
7227.FBpp0078269	D7F8Y9
7227.FBpp0088122	E2E5L1
7227.FBpp0088122	E2E5L4
7227.FBpp0089412	E5AJW6
7227.FBpp0100187	B6UNI3
7227.FBpp0074146	B6UVF7
7227.FBpp0305575	Q15DH8
7227.FBpp0088122	E2E5L0
7227.FBpp0072032	B1PFG1
7227.FBpp0081506	E2E4Z5
7227.FBpp0297122	B1PFZ5
7227.FBpp0080775	C0LA78
7227.FBpp0070031	B4F608
7227.FBpp0084911	E4NKH3
7227.FBpp0085620	B4YXU5
7227.FBpp0088122	E2E5N7
7227.FBpp0081506	E2E4Z1
7227.FBpp0086669	A1A6Q0
7227.FBpp0072032	B1PFG2
7227.FBpp0076149	E2E675
7227.FBpp0072847	E5AJE4
7227.FBpp0076712	E5AJF7
7227.FBpp0077542	I6LTZ8
7227.FBpp0080339	I6LTS7
7227.FBpp0100183	B6E0T9
7227.FBpp0297122	B1PFZ1
7227.FBpp0080339	I6LTT6
7227.FBpp0075807	A0A075BHY7
7227.FBpp0288669	D0UY89
7227.FBpp0076029	E5AJS9
7227.FBpp0088122	E2E5R6
7227.FBpp0087212	I6LU17
7227.FBpp0288669	D0UY70
7227.FBpp0080775	C0LA68
7227.FBpp0077542	I6LTX6
7227.FBpp0081506	E2E502
7227.FBpp0088122	E2E5K7
7227.FBpp0086200	A0A0B4LGQ7
7227.FBpp0302781	A4V3G1
7227.FBpp0073731	B6VQA0
7227.FBpp0304356	F0JAQ9
7227.FBpp0293163	H5V864
7227.FBpp0303899	M9PHM9
7227.FBpp0110179	Q0E8V7
7227.FBpp0112258	Q4V4D1
7227.FBpp0292841	Q4V608
7227.FBpp0071670	Q5U0V7
7227.FBpp0306211	Q7KUN0
7227.FBpp0288741	Q86B55
7227.FBpp0077087	Q8I930
7227.FBpp0086803	Q8IGA7
7227.FBpp0076034	Q8IQD9
7227.FBpp0070313	Q8T9K8
7227.FBpp0074859	Q95SH2
7227.FBpp0083337	Q95SN8
7227.FBpp0083551	Q9VD66
7227.FBpp0080451	Q9VJI5
7227.FBpp0292074	Q9VM36
7227.FBpp0078688	Q9VMX4
7227.FBpp0077830	Q9VPH9
7227.FBpp0290255	Q9VQN2
7227.FBpp0304892	Q9VTY0
7227.FBpp0073796	Q9VY05
7227.FBpp0072242	Q9W128
7227.FBpp0304117	Q9W3C9
7227.FBpp0302009	A1Z7Y7
7227.FBpp0290787	E2QDA1
7227.FBpp0293463	F3YDF1
7227.FBpp0301847	O77434
7227.FBpp0110113	Q0E8D0
7227.FBpp0112268	Q0E9C6
7227.FBpp0305270	Q5U126
7227.FBpp0111306	Q6IG37
7227.FBpp0085481	Q7K3U4
7227.FBpp0087059	Q7K4B4
7227.FBpp0086129	Q7KN04
7227.FBpp0303878	Q86BQ0
7227.FBpp0088208	Q86P06
7227.FBpp0075869	Q8IQF8
7227.FBpp0303943	Q8IQI5
7227.FBpp0305286	Q8IQK4
7227.FBpp0086475	Q8SXU3
7227.FBpp0112109	Q8T0T6
7227.FBpp0076324	Q8T481
7227.FBpp0291831	Q9GQN3
7227.FBpp0070181	Q9V3R3
7227.FBpp0071216	Q9V472
7227.FBpp0304747	Q9V9Q6
7227.FBpp0083108	Q9VE57
7227.FBpp0083036	Q9VEC2
7227.FBpp0082293	Q9VFR4
7227.FBpp0082227	Q9VFV3
7227.FBpp0081596	Q9VHC2
7227.FBpp0111523	Q9VM39
7227.FBpp0078933	Q9VM90
7227.FBpp0078362	Q9VNG2
7227.FBpp0077370	Q9VQI1
7227.FBpp0304176	Q9VRV1
7227.FBpp0074352	Q9VWW3
7227.FBpp0073720	Q9VY45
7227.FBpp0073554	Q9VYG8
7227.FBpp0073526	Q9VYI2
7227.FBpp0072926	Q9VZR2
7227.FBpp0071831	Q9W208
7227.FBpp0070561	Q9W4R1
7227.FBpp0300441	A0A0B4LGR6
7227.FBpp0085713	A1ZBK6
7227.FBpp0290893	A4V441
7227.FBpp0112185	E1JIU2
7227.FBpp0087453	Q0IGZ2
7227.FBpp0087275	Q494G8
7227.FBpp0078437	Q7JWT4
7227.FBpp0086839	Q7JY04
7227.FBpp0087509	Q7K2J4
7227.FBpp0302889	Q7K3Z6
7227.FBpp0087643	Q7K4A1
7227.FBpp0085185	Q7KRS9
7227.FBpp0291681	Q7KTJ8
7227.FBpp0085311	Q7KWH0
7227.FBpp0305053	Q867T3
7227.FBpp0303152	Q8I0D5
7227.FBpp0099554	Q8IRM6
7227.FBpp0070096	Q8IRY9
7227.FBpp0071974	Q8MLR5
7227.FBpp0070744	Q8SWR3
7227.FBpp0077190	Q960F9
7227.FBpp0083757	Q962I0
7227.FBpp0085297	Q9V9P1
7227.FBpp0084655	Q9VAW2
7227.FBpp0083502	Q9VDC3
7227.FBpp0110256	Q9VDH2
7227.FBpp0304709	Q9VF11
7227.FBpp0089070	Q9VK56
7227.FBpp0079880	Q9VKC1
7227.FBpp0078893	Q9VMC6
7227.FBpp0078749	Q9VMP2
7227.FBpp0077790	Q9VPN5
7227.FBpp0077567	Q9VQ44
7227.FBpp0077114	Q9VR17
7227.FBpp0091164	Q9VSZ0
7227.FBpp0305777	Q9VUX9
7227.FBpp0074122	Q9VXA0
7227.FBpp0073471	Q9VYQ3
7227.FBpp0073155	Q9VZC4
7227.FBpp0072881	Q9VZX1
7227.FBpp0072720	Q9W062
7227.FBpp0072517	Q9W0K9
7227.FBpp0072732	Q9Y107
7227.FBpp0087299	A1Z8F3
7227.FBpp0112268	A8DY97
7227.FBpp0304484	B9A0M7
7227.FBpp0085592	D5AEP3
7227.FBpp0080412	M9PBC2
7227.FBpp0071293	O76857
7227.FBpp0111714	O77283
7227.FBpp0296953	Q4V621
7227.FBpp0079579	Q76NQ2
7227.FBpp0100069	Q7JUQ5
7227.FBpp0085991	Q7JYK5
7227.FBpp0099932	Q7K1E3
7227.FBpp0086706	Q7K3P0
7227.FBpp0083093	Q7K3Q2
7227.FBpp0087605	Q7K3S2
7227.FBpp0075846	Q7K566
7227.FBpp0289294	Q7KV70
7227.FBpp0075931	Q7YTZ0
7227.FBpp0303219	Q86BI2
7227.FBpp0078287	Q8I0J6
7227.FBpp0301994	Q8IR25
7227.FBpp0087493	Q8MUJ1
7227.FBpp0306143	Q8SYQ9
7227.FBpp0085742	Q8T389
7227.FBpp0078832	Q8T4D4
7227.FBpp0291581	Q95RQ7
7227.FBpp0082547	Q960K8
7227.FBpp0074451	Q9V3F9
7227.FBpp0293955	Q9V9R4
7227.FBpp0084874	Q9VAD4
7227.FBpp0084190	Q9VBU4
7227.FBpp0084044	Q9VC52
7227.FBpp0083711	Q9VCU2
7227.FBpp0302621	Q9VD30
7227.FBpp0082816	Q9VEP6
7227.FBpp0081894	Q9VGL0
7227.FBpp0081795	Q9VGY2
7227.FBpp0304823	Q9VIQ2
7227.FBpp0079702	Q9VKQ7
7227.FBpp0079183	Q9VLV7
7227.FBpp0078692	Q9VMX9
7227.FBpp0077057	Q9VR57
7227.FBpp0076891	Q9VRG8
7227.FBpp0076342	Q9VSK2
7227.FBpp0075358	Q9VUN9
7227.FBpp0074414	Q9VWP1
7227.FBpp0074177	Q9VX74
7227.FBpp0074019	Q9VXI1
7227.FBpp0072875	Q9VZW1
7227.FBpp0072114	Q9W1E7
7227.FBpp0071958	Q9W1T1
7227.FBpp0290490	Q9W362
7227.FBpp0070585	Q9W4P4
7227.FBpp0074160	M9MSQ1
7227.FBpp0302639	O46052
7227.FBpp0099381	Q2MGL9
7227.FBpp0084068	Q49IK4
7227.FBpp0084309	Q7K137
7227.FBpp0085417	Q7K2V1
7227.FBpp0302918	Q7K3Q3
7227.FBpp0074994	Q8IQQ6
7227.FBpp0078356	Q8SX57
7227.FBpp0082614	Q8SXB0
7227.FBpp0084894	Q95TJ1
7227.FBpp0100057	Q9V480
7227.FBpp0300957	Q9VK76
7227.FBpp0077926	Q9VPA1
7227.FBpp0077752	Q9VPP2
7227.FBpp0077663	Q9VPS2
7227.FBpp0077106	Q9VR31
7227.FBpp0076564	Q9VS66
7227.FBpp0075701	Q9VTZ1
7227.FBpp0074397	Q9VWT7
7227.FBpp0073323	Q9VZ18
7227.FBpp0073284	Q9VZ34
7227.FBpp0074180	X2JKU5
7227.FBpp0301099	A0A0B4K6T4
7227.FBpp0303338	A0A0B4LHT3
7227.FBpp0111357	C9QNZ0
7227.FBpp0303057	E0R7Q1
7227.FBpp0303083	E1JIP0
7227.FBpp0076090	E8NHB1
7227.FBpp0292162	M9MS14
7227.FBpp0110308	M9MSD1
7227.FBpp0087167	Q7KHI6
7227.FBpp0083510	Q7KS72
7227.FBpp0077611	Q8MZ65
7227.FBpp0071649	Q8MZA7
7227.FBpp0305231	Q8SXD4
7227.FBpp0099992	Q8SXX1
7227.FBpp0300510	Q8SYT8
7227.FBpp0084183	Q9VBV8
7227.FBpp0083701	Q9VCU8
7227.FBpp0083682	Q9VCZ2
7227.FBpp0083613	Q9VD22
7227.FBpp0083030	Q9VEB6
7227.FBpp0303766	Q9VEH1
7227.FBpp0081842	Q9VGR1
7227.FBpp0088911	Q9VHP9
7227.FBpp0081380	Q9VHQ0
7227.FBpp0302977	Q9VJI6
7227.FBpp0077668	Q9VPS8
7227.FBpp0076648	Q9VRZ7
7227.FBpp0099884	Q9VSW1
7227.FBpp0303229	Q9VTU6
7227.FBpp0074147	Q9VXD2
7227.FBpp0074057	Q9VXF0
7227.FBpp0072030	Q9W1N9
7227.FBpp0070944	Q9W3W9
7227.FBpp0084994	Q9Y104
7227.FBpp0290219	X2JIB5
7227.FBpp0305210	A1Z6Y2
7227.FBpp0071468	A4UZR3
7227.FBpp0110481	D3DME9
7227.FBpp0305339	E1JHZ6
7227.FBpp0082669	E2QCY6
7227.FBpp0304828	F0JAR8
7227.FBpp0300964	F2FBC0
7227.FBpp0297407	M9PC53
7227.FBpp0302018	M9PEZ9
7227.FBpp0075533	O96395
7227.FBpp0305353	Q0E993
7227.FBpp0086327	Q0IGT4
7227.FBpp0303162	Q29R20
7227.FBpp0292393	Q4V6C1
7227.FBpp0099419	Q6IJL2
7227.FBpp0087023	Q7JWN2
7227.FBpp0086486	Q7K3M9
7227.FBpp0288751	Q7YTZ4
7227.FBpp0087203	Q86P32
7227.FBpp0082609	Q8IND6
7227.FBpp0080348	Q8IP32
7227.FBpp0080046	Q8IP73
7227.FBpp0099481	Q8MS37
7227.FBpp0073490	Q8SX25
7227.FBpp0082838	Q8SX89
7227.FBpp0074930	Q8SXZ5
7227.FBpp0076840	Q9V470
7227.FBpp0099811	Q9V4C4
7227.FBpp0088200	Q9V4C6
7227.FBpp0297202	Q9V9P2
7227.FBpp0084118	Q9VC40
7227.FBpp0083647	Q9VD02
7227.FBpp0082951	Q9VEF3
7227.FBpp0303072	Q9VF92
7227.FBpp0291237	Q9VGM1
7227.FBpp0081780	Q9VGW7
7227.FBpp0081601	Q9VHC7
7227.FBpp0304008	Q9VIP3
7227.FBpp0079165	Q9VLT3
7227.FBpp0078746	Q9VMN6
7227.FBpp0078190	Q9VNS1
7227.FBpp0076604	Q9VRZ3
7227.FBpp0076092	Q9VT60
7227.FBpp0074919	Q9VVM6
7227.FBpp0074636	Q9VW80
7227.FBpp0073535	Q9VYJ3
7227.FBpp0073480	Q9VYN0
7227.FBpp0300551	Q9W043
7227.FBpp0072490	Q9W0L6
7227.FBpp0072328	Q9W0Z4
7227.FBpp0071931	Q9W1Q0
7227.FBpp0070650	Q9W4I3
7227.FBpp0070431	Q9W4X8
7227.FBpp0087336	A1Z8C9
7227.FBpp0071255	Q27J10
7227.FBpp0111332	Q6IGP6
7227.FBpp0085592	Q7KN83
7227.FBpp0080783	Q7KT36
7227.FBpp0083625	Q95WY3
7227.FBpp0075068	Q9V436
7227.FBpp0293153	Q9VCK8
7227.FBpp0082805	Q9VET1
7227.FBpp0305393	Q9VFR2
7227.FBpp0081458	Q9VHG4
7227.FBpp0081244	Q9VHZ5
7227.FBpp0081152	Q9VI57
7227.FBpp0077853	Q9VPF2
7227.FBpp0076725	Q9VRV4
7227.FBpp0074444	Q9VWK2
7227.FBpp0073918	Q9VXN3
7227.FBpp0073750	Q9VY27
7227.FBpp0073221	Q9VZ92
7227.FBpp0306193	Q9W0U4
7227.FBpp0290398	A0A0B4K7Y7
7227.FBpp0083624	A0A0B4KGK3
7227.FBpp0305291	A8JNM0
7227.FBpp0100179	B6E0P6
7227.FBpp0087016	Q058X1
7227.FBpp0089402	Q53YG3
7227.FBpp0080157	Q8IP70
7227.FBpp0079271	Q8MSR2
7227.FBpp0077099	Q8MSS7
7227.FBpp0078956	Q8SY02
7227.FBpp0083538	Q8T0Q8
7227.FBpp0081122	Q9VI77
7227.FBpp0078357	Q9VNF3
7227.FBpp0078248	Q9VNM9
7227.FBpp0076931	Q9VRG1
7227.FBpp0304454	Q9VS84
7227.FBpp0302809	Q9VUD9
7227.FBpp0085931	A1ZB48
7227.FBpp0289190	B7YZY5
7227.FBpp0302684	F0JAI6
7227.FBpp0111448	Q0IGP7
7227.FBpp0079105	Q8I0H4
7227.FBpp0084107	Q8IMV4
7227.FBpp0075004	Q8T8Z2
7227.FBpp0076458	Q9I7Q9
7227.FBpp0085198	Q9V9U3
7227.FBpp0084992	Q9VA80
7227.FBpp0113030	Q9VBD6
7227.FBpp0081527	Q9VHE5
7227.FBpp0078867	Q9VMK2
7227.FBpp0075195	Q9VUX4
7227.FBpp0073040	Q9VZM6
7227.FBpp0072753	Q9W038
7227.FBpp0072284	Q9W100
7227.FBpp0289090	Q9W1X6
7227.FBpp0291664	X2J9Z3
7227.FBpp0290434	Q6IKI1
7227.FBpp0089022	Q7KUW4
7227.FBpp0075493	Q8IQK9
7227.FBpp0070607	Q8IRS7
7227.FBpp0293341	Q9VEZ3
7227.FBpp0080836	Q9VIQ8
7227.FBpp0303365	E1JJ07
7227.FBpp0070077	M9PDE1
7227.FBpp0076700	P92181
7227.FBpp0087051	Q7K264
7227.FBpp0086551	Q7KE33
7227.FBpp0078212	Q8IG95
7227.FBpp0289679	Q8IN51
7227.FBpp0077874	Q8IPU7
7227.FBpp0077125	Q8SZ87
7227.FBpp0291001	Q95U38
7227.FBpp0076142	Q9NCC3
7227.FBpp0304474	Q9VDZ1
7227.FBpp0293232	Q9VE18
7227.FBpp0082877	Q9VEK8
7227.FBpp0082022	Q9VGD0
7227.FBpp0082011	Q9VGE2
7227.FBpp0080509	Q9VJG0
7227.FBpp0080224	Q9VJS1
7227.FBpp0301834	Q9VKD9
7227.FBpp0078157	Q9VNU0
7227.FBpp0078110	Q9VNZ1
7227.FBpp0077980	Q9VP79
7227.FBpp0077683	Q9VPU6
7227.FBpp0075902	Q9VTH9
7227.FBpp0291791	Q9VVC6
7227.FBpp0111439	Q9VXC1
7227.FBpp0073618	Q9VYD2
7227.FBpp0073081	Q9VZF6
7227.FBpp0288659	Q9W0N2
7227.FBpp0072450	Q9W0Q1
7227.FBpp0072116	Q9W1F2
7227.FBpp0071306	Q9W333
7227.FBpp0070680	Q9W4H4
7227.FBpp0297198	C0PV55
7227.FBpp0078668	E1JHU4
7227.FBpp0087865	Q7JQN4
7227.FBpp0074889	Q7K121
7227.FBpp0085110	Q8IMH2
7227.FBpp0083535	Q8IN19
7227.FBpp0076256	Q8IQB7
7227.FBpp0297075	Q8MRQ0
7227.FBpp0112268	Q8T0M2
7227.FBpp0070664	Q961M4
7227.FBpp0303408	Q9VCB2
7227.FBpp0082594	Q9VFC1
7227.FBpp0289808	Q9VGL1
7227.FBpp0080929	Q9VIK6
7227.FBpp0078846	Q9VMI1
7227.FBpp0110258	Q9VN68
7227.FBpp0305749	Q9VUV6
7227.FBpp0073763	Q9VY15
7227.FBpp0070888	Q9W412
7227.FBpp0083366	A0A0B4KGF9
7227.FBpp0086272	A1ZAH1
7227.FBpp0075572	E3W287
7227.FBpp0086207	Q7K172
7227.FBpp0078150	Q8MSW0
7227.FBpp0074952	Q9VVK1
7227.FBpp0306051	Q9W0A9
7227.FBpp0072135	Q9W1H8
7227.FBpp0071264	Q9W354
7227.FBpp0304506	Q76NQ0
7227.FBpp0079526	Q8IPD5
7227.FBpp0099733	Q8SXX2
7227.FBpp0072029	Q9V3C2
7227.FBpp0083506	Q9VDC8
7227.FBpp0073576	Q9VYH1
7227.FBpp0288782	A1A753
7227.FBpp0296933	A1Z847
7227.FBpp0289541	B4ZJA1
7227.FBpp0112016	D6W4X6
7227.FBpp0075098	G2J5U1
7227.FBpp0087590	Q7KGH1
7227.FBpp0085026	Q8T8Z7
7227.FBpp0078598	Q9VN02
7227.FBpp0078332	Q9VNC3
7227.FBpp0077892	Q9VPG2
7227.FBpp0303724	Q9VPY4
7227.FBpp0075482	Q9VUD8
7227.FBpp0072227	Q9W133
7227.FBpp0111860	Q9W5G0
7227.FBpp0085534	A1ZBU8
7227.FBpp0087551	Q7K2L4
7227.FBpp0302696	Q8MYU0
7227.FBpp0085747	Q8SXZ6
7227.FBpp0081445	Q9VHI7
7227.FBpp0081128	Q9VI65
7227.FBpp0303688	Q9VIT1
7227.FBpp0077550	Q9VQ35
7227.FBpp0076378	Q9VSL5
7227.FBpp0293933	Q9VU53
7227.FBpp0073902	Q9VXQ5
7227.FBpp0072281	Q9W108
7227.FBpp0072133	Q9W1H7
7227.FBpp0081086	Q8INT0
7227.FBpp0074415	Q8IQX3
7227.FBpp0081902	Q9VGJ3
7227.FBpp0306231	Q9VNW2
7227.FBpp0077679	Q9VPU1
7227.FBpp0305864	Q9VR61
7227.FBpp0306020	Q9VSQ0
7227.FBpp0072070	Q9W1D3
7227.FBpp0303824	Q9Y145
7227.FBpp0087012	A1Z8X0
7227.FBpp0085980	A1ZB08
7227.FBpp0291831	Q0KI96
7227.FBpp0085666	Q4V5L1
7227.FBpp0290779	Q6II39
7227.FBpp0305333	Q6IL18
7227.FBpp0088117	Q7JRQ1
7227.FBpp0077272	Q8IPZ9
7227.FBpp0085601	Q8T956
7227.FBpp0301729	Q95RV5
7227.FBpp0081302	Q95T08
7227.FBpp0081603	Q9VHD1
7227.FBpp0304781	Q9VL68
7227.FBpp0078758	Q9VMQ3
7227.FBpp0077643	Q9VPY7
7227.FBpp0076547	Q9VS36
7227.FBpp0073836	Q9VXW4
7227.FBpp0071131	Q9W3H4
7227.FBpp0303398	A0A0B4K6E1
7227.FBpp0087064	A1Z902
7227.FBpp0099910	A1ZBY3
7227.FBpp0291061	E1JGW7
7227.FBpp0089016	E8NH77
7227.FBpp0304400	Q0E8F2
7227.FBpp0111658	Q29QT4
7227.FBpp0289340	Q4V3S3
7227.FBpp0070358	Q4V5I6
7227.FBpp0085804	Q7K1W4
7227.FBpp0086323	Q7K231
7227.FBpp0081422	Q86BA8
7227.FBpp0084542	Q9VB45
7227.FBpp0083452	Q9VDC9
7227.FBpp0082033	Q9VGB2
7227.FBpp0081834	Q9VGQ1
7227.FBpp0081817	Q9VGS6
7227.FBpp0081454	Q9VHH0
7227.FBpp0079380	Q9VLF2
7227.FBpp0078408	Q9VNC9
7227.FBpp0076989	Q9VR84
7227.FBpp0110184	Q9VTK6
7227.FBpp0074443	Q9VWK3
7227.FBpp0083740	Q9XZ16
7227.FBpp0293225	A1Z927
7227.FBpp0289524	B9EQU3
7227.FBpp0292618	E5DK16
7227.FBpp0297735	M9NE84
7227.FBpp0302942	Q4V720
7227.FBpp0077156	Q5ELU8
7227.FBpp0087398	Q7JVK6
7227.FBpp0086315	Q7K127
7227.FBpp0087266	Q7KN61
7227.FBpp0074891	Q8IQS5
7227.FBpp0083584	Q95SI7
7227.FBpp0082016	Q9VGD2
7227.FBpp0072165	Q9W1A0
7227.FBpp0071966	Q9W1P0
7227.FBpp0078234	A0A0B4K626
7227.FBpp0086935	A1Z920
7227.FBpp0297625	C7LAH8
7227.FBpp0088926	E4NKH6
7227.FBpp0303876	Q6ILW3
7227.FBpp0087876	Q7JQU6
7227.FBpp0076333	Q7KUB3
7227.FBpp0291029	Q8IN35
7227.FBpp0074573	Q8IQW0
7227.FBpp0073208	Q8SX23
7227.FBpp0073209	Q8SXS4
7227.FBpp0081424	Q8SZ60
7227.FBpp0079058	Q8T9H8
7227.FBpp0071605	Q9I7V5
7227.FBpp0084574	Q9VB23
7227.FBpp0084430	Q9VBE1
7227.FBpp0080652	Q9VJ48
7227.FBpp0080651	Q9VJ53
7227.FBpp0077592	Q9VQ06
7227.FBpp0075268	Q9VUW1
7227.FBpp0074633	Q9VW84
7227.FBpp0074589	Q9VW87
7227.FBpp0073716	Q9VY55
7227.FBpp0073143	Q9VZD9
7227.FBpp0072940	Q9VZQ1
7227.FBpp0072428	Q9W0U0
7227.FBpp0071103	Q9W3J9
7227.FBpp0288876	Q9W4G8
7227.FBpp0070543	Q9W4R9
7227.FBpp0070130	Q9W5D6
7227.FBpp0083566	Q9Y133
7227.FBpp0076193	X2JCR2
7227.FBpp0085764	A1ZBH3
7227.FBpp0303905	A4V1P2
7227.FBpp0300565	D6W4U0
7227.FBpp0075426	P83262
7227.FBpp0087772	Q7KG36
7227.FBpp0303177	Q8INQ6
7227.FBpp0079659	Q8IPC5
7227.FBpp0072618	Q8MQP7
7227.FBpp0074660	Q8MRG6
7227.FBpp0305572	Q95RS6
7227.FBpp0084806	Q9VAK5
7227.FBpp0083200	Q9VDU7
7227.FBpp0082711	Q9VEX7
7227.FBpp0079368	Q9VLE7
7227.FBpp0075519	Q9VUC7
7227.FBpp0074898	Q9VVP4
7227.FBpp0073795	Q9VY04
7227.FBpp0289574	Q9W0L8
7227.FBpp0071114	Q9W3H5
7227.FBpp0087836	A1Z7F2
7227.FBpp0111423	A8DZ10
