39947.LOC_Os08g37490.1	Q84J55
39947.LOC_Os01g05480.3	Q5ZDL4
39947.LOC_Os01g06630.1	Q5ZEL0
39947.LOC_Os06g30810.1	Q654X7
39947.LOC_Os09g26540.1	Q69PE6
39947.LOC_Os07g34070.1	Q69SA4
39947.LOC_Os06g11380.1	Q69TG2
39947.LOC_Os02g39910.1	Q6K625
39947.LOC_Os02g03520.1	Q6Z2L8
39947.LOC_Os02g52880.1	Q6Z302
39947.LOC_Os07g35780.1	Q6Z5A4
39947.LOC_Os07g39840.1	Q6ZIQ4
39947.LOC_Os05g44160.1	Q75II3
39947.LOC_Os04g49940.1	Q7XM02
39947.LOC_Os04g05070.1	Q7XRM6
39947.LOC_Os07g30494.1	Q84ZD9
39947.LOC_Os03g57670.1	Q852M3
39947.LOC_Os03g56580.1	Q8S7I7
39947.LOC_Os10g24490.1	Q8SB44
39947.LOC_Os01g21650.1	Q94D69
39947.LOC_Os10g02250.1	Q94LI8
39947.LOC_Os06g24180.1	A1IGU8
39947.LOC_Os02g35650.1	B9F0L9
39947.LOC_Os04g42250.2	Q0JBZ8
39947.LOC_Os10g36848.1	Q109F2
39947.LOC_Os03g56540.2	Q10DG4
39947.LOC_Os03g03760.1	Q10S98
39947.LOC_Os12g11680.1	Q2QVT8
39947.LOC_Os10g31620.1	Q337P7
39947.LOC_Os11g25300.1	Q53KN1
39947.LOC_Os11g14880.1	Q53LA8
39947.LOC_Os11g47930.1	Q53MC0
39947.LOC_Os11g14570.1	Q53N02
39947.LOC_Os11g07860.1	Q53NR5
39947.LOC_Os11g07340.1	Q53PF8
39947.LOC_Os11g07440.1	Q53PH5
39947.LOC_Os06g04470.1	Q5VNU1
39947.LOC_Os06g13560.1	Q654H0
39947.LOC_Os07g07550.1	Q69LB9
39947.LOC_Os02g34950.1	Q69ST5
39947.LOC_Os11g47442.1	Q6H700
39947.LOC_Os09g03490.1	Q6K281
39947.LOC_Os07g41240.1	Q6YVW3
39947.LOC_Os07g24030.1	Q6Z3Q8
39947.LOC_Os02g50560.1	Q6Z5P0
39947.LOC_Os02g51550.1	Q6Z8K0
39947.LOC_Os08g08690.1	Q6ZCA6
39947.LOC_Os02g53010.1	Q6ZGI8
39947.LOC_Os03g39380.1	Q75H27
39947.LOC_Os05g06480.1	Q75M03
39947.LOC_Os10g28610.1	Q7XEH4
39947.LOC_Os07g48260.1	Q7XHX5
39947.LOC_Os03g40520.1	Q84MZ0
39947.LOC_Os07g33070.1	Q84NU1
39947.LOC_Os08g33190.1	Q8H3M1
39947.LOC_Os03g06560.1	Q8H7Y0
39947.LOC_Os01g50990.1	Q8S0P4
39947.LOC_Os03g32900.1	Q8S6C1
39947.LOC_Os01g50440.1	Q943A6
39947.LOC_Os07g48560.1	B7E8P2
39947.LOC_Os09g12550.1	Q0J2U9
39947.LOC_Os09g03090.1	Q0J3G0
39947.LOC_Os03g37120.1	Q10I10
39947.LOC_Os12g01240.1	Q2QYX8
39947.LOC_Os11g43610.1	Q2R067
39947.LOC_Os11g37960.1	Q2R1V1
39947.LOC_Os11g05760.1	Q53ND8
39947.LOC_Os11g19420.1	Q53P36
39947.LOC_Os01g17380.1	Q5VND5
39947.LOC_Os01g25270.1	Q5ZDP1
39947.LOC_Os05g32310.1	Q60E54
39947.LOC_Os05g41480.1	Q65X78
39947.LOC_Os09g24630.1	Q6ES38
39947.LOC_Os09g24580.1	Q6ES45
39947.LOC_Os09g24540.1	Q6ESK5
39947.LOC_Os05g35710.1	Q6I5U8
39947.LOC_Os02g39540.1	Q6K1Y1
39947.LOC_Os08g37860.1	Q6YTS0
39947.LOC_Os08g14830.1	Q6Z635
39947.LOC_Os02g38090.1	Q6ZH77
39947.LOC_Os04g39090.1	Q7X7Y6
39947.LOC_Os07g03458.1	Q7XAD8
39947.LOC_Os10g37230.1	Q7XCT4
39947.LOC_Os07g02760.1	Q7XIF3
39947.LOC_Os07g05690.1	Q7XIY4
39947.LOC_Os04g08760.1	Q7XNZ1
39947.LOC_Os04g13150.1	Q7XSL8
39947.LOC_Os03g61610.1	Q851A0
39947.LOC_Os03g39680.1	Q851G1
39947.LOC_Os03g39870.1	Q851I0
39947.LOC_Os08g28870.1	Q8GVW0
39947.LOC_Os01g65700.1	Q8L453
39947.LOC_Os10g08440.1	Q8L4S6
39947.LOC_Os07g46830.1	Q8LID6
39947.LOC_Os02g47810.1	Q8S3R4
39947.LOC_Os10g38610.1	Q945X0
39947.LOC_Os01g07780.1	Q94E65
39947.LOC_Os10g30970.1	B7F5H5
39947.LOC_Os04g28100.1	B7F9Y0
39947.LOC_Os02g54710.1	Q0DWX6
39947.LOC_Os12g05260.1	Q0IQ41
39947.LOC_Os03g07910.1	Q10R10
39947.LOC_Os11g44330.1	Q2QZZ3
39947.LOC_Os11g34000.1	Q2R312
39947.LOC_Os11g48010.1	Q53NV5
39947.LOC_Os01g37860.1	Q5JKQ8
39947.LOC_Os01g67250.1	Q5N861
39947.LOC_Os01g07260.1	Q5VQH6
39947.LOC_Os06g47880.1	Q5Z8K4
39947.LOC_Os01g41190.1	Q5ZB64
39947.LOC_Os01g22400.1	Q5ZDC7
39947.LOC_Os05g38170.1	Q60EM2
39947.LOC_Os06g33490.1	Q652Z9
39947.LOC_Os02g37870.1	Q69L77
39947.LOC_Os07g31700.1	Q69RN3
39947.LOC_Os06g09600.1	Q69YA5
39947.LOC_Os02g07170.1	Q6H4V0
39947.LOC_Os02g20410.1	Q6K2Y3
39947.LOC_Os02g29910.1	Q6K6D0
39947.LOC_Os05g12170.1	Q6L4I0
39947.LOC_Os08g44460.1	Q6YZI5
39947.LOC_Os08g08500.1	Q6Z1E6
39947.LOC_Os02g03970.1	Q6Z6J3
39947.LOC_Os08g01920.1	Q6ZC54
39947.LOC_Os08g42740.2	Q6ZIV0
39947.LOC_Os08g41610.1	Q6ZKX4
39947.LOC_Os05g06490.1	Q75M02
39947.LOC_Os07g36370.1	Q84ZD4
39947.LOC_Os03g21060.1	Q8H7M1
39947.LOC_Os01g57690.1	Q8S136
39947.LOC_Os04g56440.1	Q8S3P2
39947.LOC_Os03g28130.1	Q94LF5
39947.LOC_Os12g21700.1	B7F3U0
39947.LOC_Os04g55410.1	Q0ILB9
39947.LOC_Os04g25784.1	Q0JE55
39947.LOC_Os03g58240.1	Q10C30
39947.LOC_Os11g30300.1	Q2R3Y9
39947.LOC_Os11g26710.1	Q53JQ3
39947.LOC_Os11g07480.1	Q53PI1
39947.LOC_Os11g05562.1	Q53QG2
39947.LOC_Os01g70330.1	Q5JK42
39947.LOC_Os01g66670.1	Q5N832
39947.LOC_Os01g66240.1	Q5N8H1
39947.LOC_Os01g67090.1	Q5N8N6
39947.LOC_Os01g31360.2	Q5VNI7
39947.LOC_Os01g08830.1	Q5VRY4
39947.LOC_Os06g21110.1	Q5Z4Q8
39947.LOC_Os06g37210.1	Q5Z5S8
39947.LOC_Os06g50930.1	Q5Z984
39947.LOC_Os06g19470.1	Q5ZA54
39947.LOC_Os09g24159.1	Q69MZ5
39947.LOC_Os03g33240.1	Q6AUT3
39947.LOC_Os05g16250.1	Q6AVD4
39947.LOC_Os03g52190.1	Q6AVG8
39947.LOC_Os02g21490.1	Q6EQW6
39947.LOC_Os09g07280.1	Q6K4G4
39947.LOC_Os02g39920.1	Q6K624
39947.LOC_Os07g17300.1	Q6YU39
39947.LOC_Os02g09650.1	Q6YUU8
39947.LOC_Os08g40950.1	Q6YZV4
39947.LOC_Os02g50010.1	Q6Z2J6
39947.LOC_Os02g03510.1	Q6Z2L9
39947.LOC_Os07g09730.1	Q6ZDP4
39947.LOC_Os07g40220.1	Q6ZLG5
39947.LOC_Os04g51890.1	Q7XPF1
39947.LOC_Os04g40660.1	Q7XUP3
39947.LOC_Os04g21020.1	Q7XX01
39947.LOC_Os03g61480.1	Q850Y7
39947.LOC_Os07g04590.1	Q8GW03
39947.LOC_Os03g01710.1	Q8H7Q9
39947.LOC_Os10g41330.1	Q9AQU3
39947.LOC_Os02g58120.1	Q0DW79
39947.LOC_Os11g26990.1	Q0ISU9
39947.LOC_Os09g35920.1	Q0J064
39947.LOC_Os09g04300.1	Q0J3D5
39947.LOC_Os01g65169.1	Q0JHC1
39947.LOC_Os10g30719.1	Q109M5
39947.LOC_Os03g10230.1	Q10QF0
39947.LOC_Os12g06150.1	Q2QXG3
39947.LOC_Os12g05210.1	Q2QXQ7
39947.LOC_Os12g01760.1	Q2QYR9
39947.LOC_Os11g04380.1	Q2RAS8
39947.LOC_Os11g14390.1	Q53JL1
39947.LOC_Os11g15500.1	Q53L10
39947.LOC_Os09g39240.1	Q650W0
39947.LOC_Os09g12150.1	Q69J07
39947.LOC_Os06g09550.1	Q69YA9
39947.LOC_Os03g51760.1	Q6ATI4
39947.LOC_Os02g07250.1	Q6H6C9
39947.LOC_Os07g41950.1	Q6YTW1
39947.LOC_Os04g48980.1	Q7XQ72
39947.LOC_Os04g03100.1	Q7XT43
39947.LOC_Os06g12580.1	Q7XXQ8
39947.LOC_Os03g63690.1	Q84T78
39947.LOC_Os03g60360.1	Q84TX3
39947.LOC_Os03g29930.1	Q852E7
39947.LOC_Os03g57740.1	Q852J1
39947.LOC_Os10g04290.1	Q8H898
39947.LOC_Os10g20170.1	Q8LMA9
39947.LOC_Os10g02440.1	Q8LMU3
39947.LOC_Os01g72460.1	Q0JFY4
39947.LOC_Os03g30580.1	Q10JI1
39947.LOC_Os03g16730.1	Q10NC3
39947.LOC_Os03g01290.1	Q10T28
39947.LOC_Os12g40400.1	Q2QMQ3
39947.LOC_Os12g05320.1	Q2QXP6
39947.LOC_Os11g42010.1	Q2R0N1
39947.LOC_Os10g29180.1	Q337Y7
39947.LOC_Os01g40020.1	Q5ZB70
39947.LOC_Os03g51590.1	Q6AU02
39947.LOC_Os02g33720.1	Q6ESZ8
39947.LOC_Os02g45780.1	Q6EU38
39947.LOC_Os02g10430.1	Q6H743
39947.LOC_Os02g12060.1	Q6H836
39947.LOC_Os02g37610.1	Q6YY45
39947.LOC_Os03g49730.1	Q75IA7
39947.LOC_Os03g53119.1	Q75KW9
39947.LOC_Os07g32820.1	Q84NW6
39947.LOC_Os07g04750.1	Q8GS46
39947.LOC_Os01g65840.1	Q8LJJ8
39947.LOC_Os10g37570.1	Q9FWD1
39947.LOC_Os01g16330.1	Q9SDB9
39947.LOC_Os03g49900.1	Q10E70
39947.LOC_Os03g10400.2	Q10QD0
39947.LOC_Os03g43160.1	Q53K71
39947.LOC_Os01g71630.1	Q5JKJ6
39947.LOC_Os05g28680.1	Q5W6Z3
39947.LOC_Os05g11040.1	Q60E39
39947.LOC_Os03g40630.1	Q6AVL8
39947.LOC_Os05g47850.1	Q6L4G1
39947.LOC_Os08g42040.1	Q6YZD4
39947.LOC_Os08g44270.1	Q6ZJ18
39947.LOC_Os03g39550.1	Q75H09
39947.LOC_Os03g26570.1	Q75M81
39947.LOC_Os04g19290.1	Q7XLE6
39947.LOC_Os07g10760.1	Q84ZN7
39947.LOC_Os07g05180.1	Q8H5C3
39947.LOC_Os10g32500.1	Q8LNP9
39947.LOC_Os01g68770.1	Q8RZW7
39947.LOC_Os11g04580.1	Q94CX0
39947.LOC_Os05g01230.1	Q9FW25
39947.LOC_Os07g05000.1	Q0D8N4
39947.LOC_Os02g43900.1	Q0DZ02
39947.LOC_Os12g24140.1	Q2QSH0
39947.LOC_Os12g16720.1	Q2QUC5
39947.LOC_Os12g07550.1	Q2QX11
39947.LOC_Os12g03390.1	Q2QY97
39947.LOC_Os10g37510.1	Q337B0
39947.LOC_Os11g17250.1	Q53MK3
39947.LOC_Os11g05300.1	Q53PZ1
39947.LOC_Os01g70560.1	Q5JK27
39947.LOC_Os01g54784.1	Q5JMW7
39947.LOC_Os01g65200.3	Q5N733
39947.LOC_Os01g05170.1	Q5ZBL0
39947.LOC_Os01g04620.1	Q5ZC52
39947.LOC_Os06g22440.1	Q69UX7
39947.LOC_Os05g17990.1	Q6AT99
39947.LOC_Os02g32950.1	Q6ESF8
39947.LOC_Os05g37070.1	Q6F2M4
39947.LOC_Os02g57160.1	Q6K6A6
39947.LOC_Os02g57460.1	Q6K716
39947.LOC_Os07g10130.1	Q6Z368
39947.LOC_Os08g34330.1	Q6Z8S2
39947.LOC_Os02g09290.1	Q6ZIG8
39947.LOC_Os03g32380.1	Q75KD0
39947.LOC_Os07g01770.1	Q7XIV2
39947.LOC_Os04g40320.1	Q7XK22
39947.LOC_Os04g11070.1	Q7XNN5
39947.LOC_Os03g59250.1	Q84M39
39947.LOC_Os10g35320.1	Q8H8J6
39947.LOC_Os01g60660.1	Q8RUP8
39947.LOC_Os01g34980.1	Q8S034
39947.LOC_Os01g01295.1	Q93VY8
39947.LOC_Os05g01080.1	Q9FW36
39947.LOC_Os06g12060.1	A3B9U0
39947.LOC_Os06g48065.1	Q0D9V5
39947.LOC_Os05g12474.1	Q0DJX6
39947.LOC_Os12g18150.1	Q2QTX9
39947.LOC_Os12g11370.1	Q2QVW9
39947.LOC_Os12g03400.1	Q2QY96
39947.LOC_Os11g44420.1	Q2QZY4
39947.LOC_Os11g27450.1	Q2R4S7
39947.LOC_Os10g41170.1	Q336S6
39947.LOC_Os10g17790.1	Q339W5
39947.LOC_Os11g20140.1	Q53LW6
39947.LOC_Os11g07040.1	Q53P85
39947.LOC_Os01g52120.1	Q5JL94
39947.LOC_Os01g71250.1	Q5JLQ0
39947.LOC_Os01g07520.1	Q5VQG6
39947.LOC_Os05g05830.1	Q5WN02
39947.LOC_Os01g02720.1	Q5ZE81
39947.LOC_Os03g51160.1	Q6ASU6
39947.LOC_Os03g41740.1	Q6AU34
39947.LOC_Os09g17540.1	Q6EPG9
39947.LOC_Os05g44570.1	Q6F303
39947.LOC_Os05g41370.1	Q6F328
39947.LOC_Os09g22440.1	Q6H416
39947.LOC_Os02g26320.1	Q6K6F3
39947.LOC_Os03g41510.1	Q75H72
39947.LOC_Os10g05750.1	Q7XGT9
39947.LOC_Os04g35650.1	Q7XV61
39947.LOC_Os03g54230.1	Q7Y020
39947.LOC_Os07g26480.1	Q8LH90
39947.LOC_Os01g18060.1	Q9ARZ1
39947.LOC_Os01g42780.1	Q9FTI3
39947.LOC_Os05g37600.1	B7F8I5
39947.LOC_Os07g08170.1	B7FAF4
39947.LOC_Os06g41670.1	Q0DAW6
39947.LOC_Os03g18540.1	Q10MS9
39947.LOC_Os03g12110.1	Q10PU4
39947.LOC_Os12g31160.1	Q2QQG1
39947.LOC_Os10g36610.1	Q337C9
39947.LOC_Os11g13760.1	Q53Q18
39947.LOC_Os05g10730.1	Q53WJ5
39947.LOC_Os01g33800.1	Q5QMD6
39947.LOC_Os06g05790.1	Q5VMK3
39947.LOC_Os06g17450.1	Q5VNF7
39947.LOC_Os01g23070.1	Q5Z831
39947.LOC_Os06g48050.1	Q5Z8H3
39947.LOC_Os06g19660.1	Q5ZA31
39947.LOC_Os03g28175.1	Q64MB1
39947.LOC_Os06g07750.1	Q658G2
39947.LOC_Os09g34260.1	Q69IU9
39947.LOC_Os02g13290.1	Q6H6J4
39947.LOC_Os02g36180.1	Q6YV89
39947.LOC_Os08g13300.1	Q6YZN7
39947.LOC_Os08g40940.1	Q6YZV5
39947.LOC_Os02g02630.1	Q6ZH44
39947.LOC_Os08g32630.1	Q7EYS3
39947.LOC_Os08g33320.1	Q7EZL6
39947.LOC_Os10g11750.1	Q7G4J0
39947.LOC_Os04g34170.1	Q7XQY2
39947.LOC_Os04g01970.1	Q7XSW0
39947.LOC_Os03g63060.1	Q84JT2
39947.LOC_Os03g30910.1	Q84MG3
39947.LOC_Os03g58560.1	Q851Q8
39947.LOC_Os03g57930.1	Q852K9
39947.LOC_Os07g01740.1	Q8H3W5
39947.LOC_Os07g06590.1	Q8H559
39947.LOC_Os07g34940.1	Q8H5I1
39947.LOC_Os07g42030.1	Q8H5Y9
39947.LOC_Os10g38930.1	Q8LN35
39947.LOC_Os01g11010.1	Q8LRI2
39947.LOC_Os01g61970.1	Q8S1S0
39947.LOC_Os01g12810.1	Q8W0A6
39947.LOC_Os03g36980.1	Q94LC2
39947.LOC_Os01g02560.1	Q9FTF3
39947.LOC_Os02g40550.1	Q0DZH4
39947.LOC_Os02g16830.1	Q0E261
39947.LOC_Os03g53690.1	Q10CW5
39947.LOC_Os03g16940.1	Q10N99
39947.LOC_Os12g41550.1	Q2QMC9
39947.LOC_Os10g20310.1	Q339M4
39947.LOC_Os11g14350.1	Q53JK8
39947.LOC_Os11g47590.1	Q53NM0
39947.LOC_Os11g17410.1	Q53Q99
39947.LOC_Os01g68440.1	Q5N7X3
39947.LOC_Os08g42640.1	Q69UA1
39947.LOC_Os09g23570.1	Q6ERW2
39947.LOC_Os05g41230.1	Q6F336
39947.LOC_Os09g10850.1	Q6H432
39947.LOC_Os09g07500.1	Q6K476
39947.LOC_Os08g02250.1	Q6YXT2
39947.LOC_Os02g48740.1	Q6ZGW3
39947.LOC_Os07g36110.1	Q6ZL45
39947.LOC_Os03g43660.1	Q75J38
39947.LOC_Os03g62590.1	Q75LE3
39947.LOC_Os07g10460.1	Q7XB62
39947.LOC_Os03g27950.1	Q84MV9
39947.LOC_Os10g03460.1	Q8LLY7
39947.LOC_Os10g11070.1	Q8LMP6
39947.LOC_Os10g09200.1	Q8S5I1
39947.LOC_Os03g26070.1	Q8S7F2
39947.LOC_Os10g05820.1	Q93WL9
39947.LOC_Os10g35850.1	Q9FVZ9
39947.LOC_Os07g47670.1	A3BNC1
39947.LOC_Os01g02170.1	Q0JRA3
39947.LOC_Os03g15390.1	Q10NT2
39947.LOC_Os03g10180.1	Q10QF7
39947.LOC_Os03g05110.1	Q10RV6
39947.LOC_Os12g42550.1	Q2QM23
39947.LOC_Os12g40460.1	Q2QMP7
39947.LOC_Os10g12620.1	Q33AC4
39947.LOC_Os11g23870.1	Q53K44
39947.LOC_Os11g09720.1	Q53LF3
39947.LOC_Os01g51690.1	Q5JLU2
39947.LOC_Os05g18604.1	Q5W6C6
39947.LOC_Os05g16054.2	Q60EK7
39947.LOC_Os09g35680.1	Q651M6
39947.LOC_Os06g46440.1	Q653T7
39947.LOC_Os06g45460.1	Q655Y0
39947.LOC_Os05g45270.1	Q65XC5
39947.LOC_Os06g11730.1	Q67W00
39947.LOC_Os05g49100.1	Q688X5
39947.LOC_Os02g44350.1	Q6H6L6
39947.LOC_Os02g43720.1	Q6H7I3
39947.LOC_Os02g20360.1	Q6K2Y8
39947.LOC_Os02g30100.1	Q6K661
39947.LOC_Os02g40610.1	Q6K943
39947.LOC_Os08g26360.1	Q6YX75
39947.LOC_Os08g04030.1	Q6YYD2
39947.LOC_Os07g09330.1	Q6Z4I1
39947.LOC_Os02g21080.1	Q6Z6Q1
39947.LOC_Os08g24946.1	Q6Z978
39947.LOC_Os07g38690.1	Q6ZL08
39947.LOC_Os03g51430.1	Q75GU9
39947.LOC_Os03g46390.1	Q75HA2
39947.LOC_Os07g19390.1	Q7EYT5
39947.LOC_Os04g28330.1	Q7X758
39947.LOC_Os04g38140.1	Q7X7D1
39947.LOC_Os10g25230.1	Q7XEZ6
39947.LOC_Os03g39910.1	Q84JD2
39947.LOC_Os03g47540.1	Q84SY3
39947.LOC_Os03g33260.1	Q84T35
39947.LOC_Os03g02390.1	Q8GZW5
39947.LOC_Os03g35740.1	Q8H8Q2
39947.LOC_Os07g43450.1	Q8LI23
39947.LOC_Os10g34200.1	Q8LNW0
39947.LOC_Os10g13700.2	Q8RV78
39947.LOC_Os01g68290.1	Q8S0B2
39947.LOC_Os01g71140.1	Q8S1U6
39947.LOC_Os10g06160.1	Q8W2R2
39947.LOC_Os03g18690.1	Q8W422
39947.LOC_Os03g36660.1	Q94I61
39947.LOC_Os10g42230.1	Q9AYM0
39947.LOC_Os03g55850.1	Q9FUW4
39947.LOC_Os11g05390.1	B9G9F5
39947.LOC_Os06g49880.1	O82114
39947.LOC_Os12g16890.1	Q0IP02
39947.LOC_Os11g43180.1	Q2R0B0
39947.LOC_Os11g24180.1	Q2R5Q3
39947.LOC_Os11g22900.1	Q53JW8
39947.LOC_Os11g15420.1	Q53L21
39947.LOC_Os11g07350.1	Q53PG7
39947.LOC_Os11g06680.1	Q53PU9
39947.LOC_Os01g70260.1	Q5JK22
39947.LOC_Os04g54759.1	Q5JQY2
39947.LOC_Os06g16040.1	Q5VQ47
39947.LOC_Os05g25700.1	Q5W6D9
39947.LOC_Os06g51520.1	Q5Z400
39947.LOC_Os09g37510.1	Q651Q1
39947.LOC_Os01g20770.1	Q655C4
39947.LOC_Os09g33930.1	Q69IM7
39947.LOC_Os07g31680.1	Q69RN5
39947.LOC_Os03g42180.1	Q6AV27
39947.LOC_Os02g14760.1	Q6ESU4
39947.LOC_Os07g47700.1	Q6F3E9
39947.LOC_Os02g28310.1	Q6K6T5
39947.LOC_Os10g22310.1	Q6QN17
39947.LOC_Os06g14480.1	Q6YU49
39947.LOC_Os02g49440.1	Q6Z345
39947.LOC_Os03g46200.1	Q75GC2
39947.LOC_Os03g38540.1	Q75ID2
39947.LOC_Os07g01880.1	Q7X994
39947.LOC_Os04g49680.1	Q7XP50
39947.LOC_Os04g55390.1	Q7XQD8
39947.LOC_Os10g12380.1	Q8H8F8
39947.LOC_Os01g66379.1	Q8S0P6
39947.LOC_Os10g05220.1	Q948C4
39947.LOC_Os03g28380.1	Q94H77
39947.LOC_Os01g12270.1	Q9LHU2
39947.LOC_Os09g31200.1	B7E5R1
39947.LOC_Os07g40940.1	Q0D4W1
39947.LOC_Os07g06070.1	Q0D8J2
39947.LOC_Os06g29490.1	Q0DC33
39947.LOC_Os05g51610.1	Q0DFF3
39947.LOC_Os05g48780.1	Q0DFZ2
39947.LOC_Os01g52450.1	Q0JJR2
39947.LOC_Os01g02110.1	Q0JRA9
39947.LOC_Os11g27120.1	Q2R4W0
39947.LOC_Os11g23950.1	Q53L76
39947.LOC_Os01g73230.1	Q5JMS0
39947.LOC_Os05g04600.1	Q5KQM6
39947.LOC_Os01g16980.1	Q5NBP8
39947.LOC_Os05g41440.1	Q65X81
39947.LOC_Os05g02180.1	Q65XU7
39947.LOC_Os09g20010.1	Q69NJ8
39947.LOC_Os06g24596.1	Q69SM1
39947.LOC_Os03g58090.1	Q6F381
39947.LOC_Os02g30460.1	Q6K2G7
39947.LOC_Os09g08160.1	Q6K301
39947.LOC_Os02g18830.1	Q6K882
39947.LOC_Os05g03450.1	Q6L4L2
39947.LOC_Os05g41950.1	Q6L4U4
39947.LOC_Os02g01210.1	Q6YU84
39947.LOC_Os07g18020.1	Q6Z367
39947.LOC_Os08g31860.1	Q6Z563
39947.LOC_Os08g19100.1	Q6Z5X9
39947.LOC_Os08g38060.1	Q6ZCW1
39947.LOC_Os02g03930.1	Q6ZG82
39947.LOC_Os02g48450.1	Q6ZHP9
39947.LOC_Os07g31760.1	Q6ZIJ5
39947.LOC_Os08g04350.1	Q6ZJW2
39947.LOC_Os07g13600.1	Q7F0B3
39947.LOC_Os04g40060.1	Q7XKT7
39947.LOC_Os04g22340.1	Q7XRQ8
39947.LOC_Os03g55750.1	Q7Y0E2
39947.LOC_Os03g53180.1	Q84MP9
39947.LOC_Os03g37720.1	Q84MT6
39947.LOC_Os08g05020.1	Q84UK9
39947.LOC_Os07g14630.1	Q8GRS8
39947.LOC_Os10g35690.1	Q8LNG5
39947.LOC_Os10g21264.1	Q8S6F4
39947.LOC_Os01g62950.1	Q941S7
39947.LOC_Os01g08270.1	Q94EG1
39947.LOC_Os07g46930.1	Q0D3V0
39947.LOC_Os03g18510.1	Q10MT2
39947.LOC_Os03g12510.1	Q10PQ0
39947.LOC_Os03g03290.1	Q10SF4
39947.LOC_Os12g28090.1	Q2QRC0
39947.LOC_Os12g02620.1	Q2QYH9
39947.LOC_Os11g02450.1	Q2RBC6
39947.LOC_Os10g05720.1	Q33B26
39947.LOC_Os11g13420.1	Q53KR7
39947.LOC_Os01g54950.1	Q5JMM4
39947.LOC_Os01g67190.1	Q5N848
39947.LOC_Os01g17050.1	Q5NBJ5
39947.LOC_Os01g46080.1	Q5VP22
39947.LOC_Os01g08600.1	Q5VR36
39947.LOC_Os06g48650.1	Q5Z852
39947.LOC_Os06g47410.1	Q653E8
39947.LOC_Os06g39660.1	Q69VD3
39947.LOC_Os06g41020.1	Q69WY3
39947.LOC_Os03g51830.1	Q6ATJ1
39947.LOC_Os05g49410.1	Q6AUN4
39947.LOC_Os02g43810.1	Q6H6I4
39947.LOC_Os02g57550.1	Q6K704
39947.LOC_Os02g17620.1	Q6K7V9
39947.LOC_Os08g04660.1	Q6YZ04
39947.LOC_Os08g23100.1	Q6Z0P1
39947.LOC_Os08g39490.1	Q6Z3T4
39947.LOC_Os08g35730.1	Q6Z966
39947.LOC_Os02g53030.1	Q6ZGI4
39947.LOC_Os03g40900.1	Q75I34
39947.LOC_Os03g49640.1	Q75I98
39947.LOC_Os03g26420.1	Q75M63
39947.LOC_Os04g53460.1	Q7XM91
39947.LOC_Os03g44800.1	Q7XZZ5
39947.LOC_Os07g38110.1	Q84SL1
39947.LOC_Os07g29700.1	Q8GVR9
39947.LOC_Os03g08850.1	Q8H7P5
39947.LOC_Os03g06600.1	Q8H7Y3
39947.LOC_Os01g39160.1	Q8L4M5
39947.LOC_Os10g36550.1	Q8LN80
39947.LOC_Os10g21420.1	Q8W2V1
39947.LOC_Os12g36740.1	B7F928
39947.LOC_Os05g02770.1	Q0DL77
39947.LOC_Os03g37984.1	Q10HT5
39947.LOC_Os11g26730.1	Q53L98
39947.LOC_Os11g24850.1	Q53LM9
39947.LOC_Os11g16570.1	Q53M02
39947.LOC_Os11g47960.1	Q53MC1
39947.LOC_Os11g07330.1	Q53PF9
39947.LOC_Os11g05350.1	Q53PZ4
39947.LOC_Os01g51500.1	Q5N8D7
39947.LOC_Os06g21120.2	Q5Z4Q7
39947.LOC_Os05g37660.1	Q60EH6
39947.LOC_Os05g32544.1	Q60ES7
39947.LOC_Os06g30540.1	Q654K8
39947.LOC_Os05g45090.1	Q65X85
39947.LOC_Os06g12630.1	Q67UK9
39947.LOC_Os06g44420.1	Q67WC1
39947.LOC_Os06g12350.1	Q67WJ4
39947.LOC_Os05g05470.1	Q6ASR1
39947.LOC_Os03g62450.1	Q6AVQ8
39947.LOC_Os02g32620.1	Q6H6Q2
39947.LOC_Os02g18430.1	Q6K4S3
39947.LOC_Os08g43460.1	Q6YT07
39947.LOC_Os07g03060.1	Q6Z4S8
39947.LOC_Os03g31340.1	Q75I61
39947.LOC_Os05g11940.1	Q75IK3
39947.LOC_Os05g31056.1	Q75K77
39947.LOC_Os07g15880.1	Q7EYR6
39947.LOC_Os10g15300.1	Q7XG51
39947.LOC_Os04g43040.1	Q7XQ15
39947.LOC_Os04g52840.1	Q7XTU1
39947.LOC_Os03g30510.1	Q7Y1K0
39947.LOC_Os07g34540.1	Q8GVQ6
39947.LOC_Os03g09090.1	Q8H7M5
39947.LOC_Os10g22810.1	Q8RUQ7
39947.LOC_Os01g68490.1	Q8S090
39947.LOC_Os10g03100.1	Q8S5D5
39947.LOC_Os10g17850.1	Q8S786
39947.LOC_Os11g05030.1	B9G9E5
39947.LOC_Os12g32374.1	B9GDC7
39947.LOC_Os03g18910.1	Q10MP1
39947.LOC_Os11g24860.1	Q53LM8
39947.LOC_Os11g47910.1	Q53MB3
39947.LOC_Os01g66650.1	Q5N834
39947.LOC_Os05g06680.1	Q5W725
39947.LOC_Os06g34770.1	Q5Z6T7
39947.LOC_Os01g01940.1	Q658A7
39947.LOC_Os09g25850.1	Q69PA8
39947.LOC_Os03g33110.1	Q6AUU6
39947.LOC_Os02g44860.1	Q6ESR5
39947.LOC_Os02g15900.1	Q6K241
39947.LOC_Os02g26940.1	Q6K8H8
