44689.DDB0232938	P54632
44689.DDB0231212	Q54XJ4
44689.DDB0218903	Q54KR4
44689.DDB0188904	Q54G19
44689.DDB0168915	Q86IG7
44689.DDB0231335	Q54XH9
44689.DDB0216167	Q54FZ8
44689.DDB0188927	Q54FZ4
44689.DDB0232327	Q55F11
44689.DDB0233914	Q55EX9
44689.DDB0230005	Q54H97
44689.DDB0302476	Q54H55
44689.DDB0188975	Q54FU3
44689.DDB0188976	Q54FU2
44689.DDB0168993	Q86L28
44689.DDB0304899	Q54I30
44689.DDB0235167	B0G124
44689.DDB0252556	Q55EQ3
44689.DDB0189094	Q54FJ7
44689.DDB0216639	Q55EF8
44689.DDB0305021	Q54XA2
44689.DDB0189105	Q54FI7
44689.DDB0235252	Q54EW2
44689.DDB0169144	Q86K40
44689.DDB0189145	Q54FE9
44689.DDB0189147	Q54FE7
44689.DDB0232012	Q54HW8
44689.DDB0169172	Q76P00
44689.DDB0169182	Q8T2H7
44689.DDB0216052	Q54F99
44689.DDB0189198	Q54F97
44689.DDB0189207	Q54F89
44689.DDB0219209	Q54KL9
44689.DDB0219210	Q54KL8
44689.DDB0305127	Q76NV7
44689.DDB0232147	Q1ZXA9
44689.DDB0189232	Q54F60
44689.DDB0169248	Q8MN60
44689.DDB0169256	Q8MN55
44689.DDB0189259	Q54F33
44689.DDB0169262	Q8MN49
44689.DDB0169263	Q8MN48
44689.DDB0169264	Q8MN46
44689.DDB0219266	Q54JZ1
44689.DDB0219278	Q54JR5
44689.DDB0219294	Q54JN2
44689.DDB0229296	Q54V83
44689.DDB0189317	Q55GW4
44689.DDB0169327	Q86KR1
44689.DDB0169329	Q8T1V8
44689.DDB0266645	Q55E98
44689.DDB0229333	Q54US6
44689.DDB0219343	Q54IW9
44689.DDB0189347	Q55GT2
44689.DDB0189358	Q55GS1
44689.DDB0219372	Q54IK8
44689.DDB0219380	Q54IG9
44689.DDB0237880	Q54HL8
44689.DDB0219392	Q54I83
44689.DDB0219399	Q54I66
44689.DDB0219414	Q54HT5
44689.DDB0219416	Q54HS1
44689.DDB0169423	Q7KWS1
44689.DDB0219435	Q54HJ9
44689.DDB0231106	Q54HI1
44689.DDB0229452	Q54C18
44689.DDB0169458	Q75JM4
44689.DDB0304651	Q54WS9
44689.DDB0189487	Q55GD5
44689.DDB0219499	Q54GV2
44689.DDB0219505	Q54GT3
44689.DDB0231081	Q54HD9
44689.DDB0189527	Q55G94
44689.DDB0169532	Q75JF2
44689.DDB0305128	Q75JF1
44689.DDB0189536	Q55G84
44689.DDB0189560	Q55G59
44689.DDB0219575	Q54FX8
44689.DDB0219576	Q54FX7
44689.DDB0189585	Q55G34
44689.DDB0189596	Q55G23
44689.DDB0305058	Q55G22
44689.DDB0231760	Q54WK1
44689.DDB0302367	Q54DK0
44689.DDB0229344	Q55DK2
44689.DDB0189667	Q55FU5
44689.DDB0189684	Q55FS8
44689.DDB0219694	Q54E63
44689.DDB0229921	Q55DC6
44689.DDB0216331	Q54WD7
44689.DDB0219734	Q54DD5
44689.DDB0189737	Q55FM1
44689.DDB0206007	Q54WD3
44689.DDB0219752	Q54D79
44689.DDB0189765	Q55FJ3
44689.DDB0189767	Q55FJ1
44689.DDB0219774	Q54C62
44689.DDB0219792	Q54B23
44689.DDB0229841	Q54V35
44689.DDB0229844	Q54RR9
44689.DDB0229847	Q55GG4
44689.DDB0229848	Q55A55
44689.DDB0229849	Q54XX5
44689.DDB0229851	Q869X3
44689.DDB0229853	Q86AE1
44689.DDB0229863	Q54TH6
44689.DDB0229865	Q54VC0
44689.DDB0229866	Q55BA0
44689.DDB0229871	Q86HG9
44689.DDB0229877	Q54QI2
44689.DDB0189878	Q55F75
44689.DDB0238573	Q55CV9
44689.DDB0189882	Q55F71
44689.DDB0218199	Q54W64
44689.DDB0229955	Q55GU0
44689.DDB0229956	Q55EI8
44689.DDB0229957	Q552C1
44689.DDB0229963	Q55A09
44689.DDB0219988	Q54C38
44689.DDB0191191	Q54QV3
44689.DDB0186517	Q54N68
44689.DDB0214918	Q23925
44689.DDB0266343	Q54K74
44689.DDB0238114	Q54TS4
44689.DDB0238115	Q54QY3
44689.DDB0233687	Q54RZ2
44689.DDB0238214	Q54ES8
44689.DDB0187555	Q54K38
44689.DDB0205792	Q54WR6
44689.DDB0229850	Q54G28
44689.DDB0229872	Q54R58
44689.DDB0185184	Q75JK0
44689.DDB0229958	Q552C6
44689.DDB0237482	Q54DA5
44689.DDB0238696	Q550R7
44689.DDB0203296	Q86A83
44689.DDB0217193	Q557H5
44689.DDB0167795	Q555N7
44689.DDB0167467	Q554E7
44689.DDB0167498	Q8T2Q0
44689.DDB0217752	Q552M6
44689.DDB0233686	Q54VH7
44689.DDB0304992	Q55BU1
44689.DDB0203841	Q551M4
44689.DDB0202563	Q553S1
44689.DDB0186282	Q54NW0
44689.DDB0237957	Q55FL1
44689.DDB0266635	Q54LY6
44689.DDB0266634	Q54MB9
44689.DDB0266640	Q55EA1
44689.DDB0304584	Q55E13
44689.DDB0305288	Q55FI7
44689.DDB0217254	Q557B2
44689.DDB0185172	Q8I7C6
44689.DDB0217255	Q557B1
44689.DDB0191106	Q95NZ8
44689.DDB0191386	Q6TMJ4
44689.DDB0204263	Q54TB5
44689.DDB0266339	Q86AE2
44689.DDB0304853	Q556T7
44689.DDB0304849	Q557E6
44689.DDB0266927	Q556J1
44689.DDB0185020	Q95UC5
44689.DDB0217348	Q556S0
44689.DDB0232312	Q55EE4
44689.DDB0217207	Q557F8
44689.DDB0191319	O15755
44689.DDB0217327	Q556T9
44689.DDB0203504	Q9GQ50
44689.DDB0217310	Q556V6
44689.DDB0217160	Q867F5
44689.DDB0217227	Q557D8
44689.DDB0217290	Q556X6
44689.DDB0217454	Q556G2
44689.DDB0233529	C0JMR9
44689.DDB0217378	Q556N1
44689.DDB0217280	Q556Y6
44689.DDB0216196	O97101
44689.DDB0266966	Q556V8
44689.DDB0217406	Q556K6
44689.DDB0219771	Q54CQ5
44689.DDB0201648	O96070
44689.DDB0238528	Q557I6
44689.DDB0214997	O76740
44689.DDB0217335	Q556T1
44689.DDB0233612	Q54ZF4
44689.DDB0217249	Q557B7
44689.DDB0238708	Q556M2
44689.DDB0238730	Q556L7
44689.DDB0217369	Q556P9
44689.DDB0217235	Q557D0
44689.DDB0216818	Q54AV2
44689.DDB0217447	Q556G9
44689.DDB0305039	Q54XV7
44689.DDB0215583	Q54BI2
44689.DDB0219770	Q55EZ2
44689.DDB0217458	Q556F8
44689.DDB0217163	Q557K5
44689.DDB0217299	Q556W7
44689.DDB0302428	Q556Z2
44689.DDB0266972	Q556S4
44689.DDB0217265	Q557A1
44689.DDB0202667	Q550R3
44689.DDB0217313	Q556V3
44689.DDB0217363	Q556Q5
44689.DDB0216525	O15724
44689.DDB0191312	Q9GNF2
44689.DDB0217379	Q556N0
44689.DDB0218161	Q27337
44689.DDB0232012	D3UFE8
44689.DDB0188290	D3UFE7
44689.DDB0237625	Q54IT0
44689.DDB0217440	Q556H6
44689.DDB0217041	Q55H10
44689.DDB0217448	Q556G8
44689.DDB0214951	O15744
44689.DDB0217355	Q556R3
44689.DDB0217372	Q556P6
44689.DDB0229987	Q54R32
44689.DDB0217411	Q556K1
44689.DDB0215345	Q769F7
44689.DDB0237685	Q557B5
44689.DDB0217179	Q557I9
44689.DDB0217167	Q557K1
44689.DDB0217361	Q556Q7
44689.DDB0217328	Q556T8
44689.DDB0237896	Q54NY0
44689.DDB0217340	Q556S6
44689.DDB0217339	Q556S7
44689.DDB0238207	Q556N4
44689.DDB0217215	Q557F0
44689.DDB0217238	Q557G2
44689.DDB0217247	Q557B9
44689.DDB0217359	Q556Q9
44689.DDB0217311	Q556V5
44689.DDB0238198	Q556P4
44689.DDB0217417	Q556J5
44689.DDB0217362	Q556Q6
44689.DDB0238832	Q556Y0
44689.DDB0217382	Q556M7
44689.DDB0191227	Q8T8P2
44689.DDB0216175	Q9GSE7
44689.DDB0219926	O76542
44689.DDB0217343	Q557G0
44689.DDB0185118	Q8MML4
44689.DDB0217183	Q557I5
44689.DDB0266337	Q556G6
44689.DDB0217419	Q556J3
44689.DDB0304852	Q556Q1
44689.DDB0217309	Q556V7
44689.DDB0219243	Q557C1
44689.DDB0217358	Q556R0
44689.DDB0217266	Q557A0
44689.DDB0217314	Q556V2
44689.DDB0266916	Q557A9
44689.DDB0217253	Q557B3
44689.DDB0191262	P90529
44689.DDB0304857	Q556Z1
44689.DDB0217302	Q556W4
44689.DDB0266915	Q557A8
44689.DDB0217192	Q557H6
44689.DDB0217398	Q556L4
44689.DDB0238141	Q58A40
44689.DDB0167769	Q8MP15
44689.DDB0216526	O15723
44689.DDB0191151	Q8I7P3
44689.DDB0217371	Q556P7
44689.DDB0231686	Q58A41
44689.DDB0217206	Q557F9
44689.DDB0167114	Q867E7
44689.DDB0214926	Q8WSV6
44689.DDB0304855	Q556Y5
44689.DDB0191131	Q8I7W9
44689.DDB0217185	Q557I3
44689.DDB0217246	Q557C0
44689.DDB0219973	Q8T6B8
44689.DDB0191443	Q86D86
44689.DDB0217165	Q557K3
44689.DDB0217287	Q556X9
44689.DDB0217437	Q556H9
44689.DDB0214989	Q769F6
44689.DDB0191257	Q8N0B4
44689.DDB0214937	Q95US4
44689.DDB0217436	Q556I0
44689.DDB0217377	Q556N2
44689.DDB0266641	Q556U8
44689.DDB0217239	Q557C7
44689.DDB0304845	Q86HY9
44689.DDB0238840	Q556I4
44689.DDB0304854	Q556W3
44689.DDB0217386	Q556P0
44689.DDB0217364	Q556Q4
44689.DDB0217387	Q556N9
44689.DDB0217213	Q557F2
44689.DDB0217201	Q557G7
44689.DDB0217161	Q557K7
44689.DDB0217298	Q556W8
44689.DDB0238173	Q55GC5
44689.DDB0238569	Q54MG8
44689.DDB0233167	Q54W23
44689.DDB0217439	Q556H7
44689.DDB0233669	Q54R70
44689.DDB0217243	Q557C3
44689.DDB0233169	Q54HY6
44689.DDB0217330	Q556T6
44689.DDB0217297	Q556W9
44689.DDB0305228	Q8MP23
44689.DDB0233422	Q8MML7
44689.DDB0229895	Q9GSG9
44689.DDB0217162	Q557K6
44689.DDB0191430	Q86M88
44689.DDB0217347	Q556S1
44689.DDB0217366	Q556Q2
44689.DDB0267012	Q556U9
44689.DDB0302559	Q557F3
44689.DDB0217337	Q556S9
44689.DDB0266885	Q556T3
44689.DDB0217336	Q556T0
44689.DDB0219851	Q54BV1
44689.DDB0217159	Q867W8
44689.DDB0191194	Q8STF9
44689.DDB0217331	Q556T5
44689.DDB0216670	Q55DI7
44689.DDB0266922	Q557A3
44689.DDB0217427	Q556I5
44689.DDB0217184	Q557I4
44689.DDB0205525	Q54XW9
44689.DDB0217433	Q556I3
44689.DDB0238835	Q556W6
44689.DDB0218634	Q55B68
44689.DDB0202269	Q27346
44689.DDB0266867	Q556Y3
44689.DDB0217244	Q557C2
44689.DDB0219920	Q54B01
44689.DDB0191162	Q94491
44689.DDB0217412	Q556K0
44689.DDB0217338	Q556S8
44689.DDB0217226	Q557D9
44689.DDB0266961	Q556K5
44689.DDB0217370	Q556P8
44689.DDB0217312	Q556V4
44689.DDB0219639	Q54F69
44689.DDB0191252	Q9NHF6
44689.DDB0217376	Q556N3
44689.DDB0167779	Q8MP22
44689.DDB0217360	Q556Q8
44689.DDB0238206	Q556F7
44689.DDB0238743	Q95ZG5
44689.DDB0217291	Q556X5
44689.DDB0217381	Q556M8
44689.DDB0238732	Q556L6
44689.DDB0219786	Q54ZT5
44689.DDB0238196	Q556G1
44689.DDB0214884	O15916
44689.DDB0191446	O76765
44689.DDB0216192	O44007
44689.DDB0217178	Q557J0
44689.DDB0217457	Q556F9
44689.DDB0217323	Q556U3
44689.DDB0185057	Q86IG3
44689.DDB0266979	C0JMJ3
44689.DDB0191127	Q9TVK6
44689.DDB0217256	Q557B0
44689.DDB0217210	Q557F5
44689.DDB0216467	Q23896
44689.DDB0191328	O15733
44689.DDB0217397	Q556L5
44689.DDB0217426	Q556I6
44689.DDB0217350	Q556R8
44689.DDB0302452	Q556P1
44689.DDB0217456	Q556G0
44689.DDB0217431	Q556P2
44689.DDB0266912	Q557A4
44689.DDB0218161	Q556X3
44689.DDB0238703	Q556M3
44689.DDB0217186	Q557I2
44689.DDB0237692	A2V850
44689.DDB0217319	Q556U7
44689.DDB0304846	Q557D3
44689.DDB0218891	Q54KU4
44689.DDB0218336	Q556X2
44689.DDB0217203	Q557G5
44689.DDB0214906	Q94489
44689.DDB0217345	Q556S3
44689.DDB0217224	Q557E1
44689.DDB0238785	Q556L2
44689.DDB0216703	Q55GX8
44689.DDB0217443	Q556H3
44689.DDB0304943	Q54B57
44689.DDB0266910	Q556Z8
44689.DDB0217399	Q556L3
44689.DDB0217222	Q557E3
44689.DDB0191521	Q9U7C7
44689.DDB0217354	Q556R4
44689.DDB0217217	Q557E8
44689.DDB0220625	Q555X5
44689.DDB0267011	Q556U0
44689.DDB0217449	Q556G7
44689.DDB0237589	Q54IT4
44689.DDB0214833	Q6TMI9
44689.DDB0218415	Q54RV0
44689.DDB0266913	Q557A5
44689.DDB0220112	Q8T4K1
44689.DDB0217237	Q557C8
44689.DDB0217171	Q557J7
44689.DDB0217334	Q556T2
44689.DDB0217325	Q556U1
44689.DDB0201570	Q8T665
44689.DDB0238175	Q556I7
44689.DDB0191240	Q8T663
44689.DDB0217241	Q557C5
44689.DDB0266767	Q556W0
44689.DDB0188291	Q54HW9
44689.DDB0266924	Q556H0
44689.DDB0217189	Q557H9
44689.DDB0238744	Q9BI24
44689.DDB0217324	Q556U2
44689.DDB0305310	Q557I0
44689.DDB0266878	Q556S5
44689.DDB0304848	Q557E5
44689.DDB0217223	Q557E2
44689.DDB0217240	Q557C6
44689.DDB0184575	Q54CP6
44689.DDB0238337	Q556T4
44689.DDB0214923	Q9GPK9
44689.DDB0232372	Q551C9
44689.DDB0302593	Q556X0
44689.DDB0217169	Q557J9
44689.DDB0191154	P90532
44689.DDB0217851	Q550Z0
44689.DDB0238705	Q556N8
44689.DDB0214927	C0JMN6
44689.DDB0266907	Q556Z4
44689.DDB0217174	Q557J4
44689.DDB0217405	Q556K7
44689.DDB0219488	Q54GZ5
44689.DDB0266783	Q557A7
44689.DDB0191336	Q9GV71
44689.DDB0217353	Q556R5
44689.DDB0201668	Q6TU47
44689.DDB0217445	Q556H1
44689.DDB0304936	Q557H8
44689.DDB0217252	Q557B4
44689.DDB0215134	Q54AQ5
44689.DDB0217352	Q556R6
44689.DDB0233863	Q54CA6
44689.DDB0219344	Q54IW8
44689.DDB0235319	Q54H32
44689.DDB0238419	Q54NX3
44689.DDB0237772	Q54DT6
44689.DDB0230032	Q54DF4
44689.DDB0219216	Q54KK4
44689.DDB0233673	Q54EG2
44689.DDB0183921	Q54EJ8
44689.DDB0232073	Q54HN2
44689.DDB0220026	Q54CL5
44689.DDB0235282	Q54CM2
44689.DDB0232212	Q54GY0
44689.DDB0229400	Q7KWT0
44689.DDB0231030	Q86JH9
44689.DDB0183823	Q54EU6
44689.DDB0231601	Q54EV3
44689.DDB0233634	B0G149
44689.DDB0233015	Q54UD1
44689.DDB0229902	Q54MD5
44689.DDB0220621	Q55CH7
44689.DDB0233268	Q86JP0
44689.DDB0230049	Q54S62
44689.DDB0233727	Q54VB2
44689.DDB0190402	Q55DL7
44689.DDB0233634	B0G150
44689.DDB0304598	Q54SB4
44689.DDB0218752	Q54ML7
44689.DDB0305241	Q55GU7
44689.DDB0230063	Q553S7
44689.DDB0204229	Q54SJ9
44689.DDB0229862	Q75JG4
44689.DDB0233732	Q54RT3
44689.DDB0188013	Q54IQ1
44689.DDB0233760	Q54Q13
44689.DDB0235325	Q54Z16
44689.DDB0217764	Q552B8
44689.DDB0217740	Q552L6
44689.DDB0237825	Q86JC9
44689.DDB0219213	Q54KL4
44689.DDB0219852	Q54BV0
44689.DDB0237681	Q54L55
44689.DDB0235323	Q54UD8
44689.DDB0231754	Q54WH0
44689.DDB0302556	Q54YZ3
44689.DDB0218016	Q54ZA4
44689.DDB0201782	Q55DL6
44689.DDB0167571	Q8SSP2
44689.DDB0232273	Q54G98
44689.DDB0235318	Q54WP7
44689.DDB0233656	Q553M5
44689.DDB0216710	Q55D33
44689.DDB0190788	Q55CF6
44689.DDB0304439	Q55EB8
44689.DDB0305114	Q86IU3
44689.DDB0191364	Q8T8M1
44689.DDB0190874	Q55C68
44689.DDB0189384	Q55GP2
44689.DDB0187101	Q54LD3
44689.DDB0233730	Q54RT1
44689.DDB0237664	Q551T0
44689.DDB0232360	Q552L1
44689.DDB0237517	Q55DD5
44689.DDB0216788	Q55BH7
44689.DDB0217769	Q551Y6
44689.DDB0218901	Q54KR6
44689.DDB0188843	Q54G77
44689.DDB0217941	Q54ZX6
44689.DDB0185173	Q54E42
44689.DDB0233725	Q54RS9
44689.DDB0217569	Q554U7
44689.DDB0202939	Q551C0
44689.DDB0217662	Q553Q0
44689.DDB0233551	Q54H95
44689.DDB0231371	Q75JQ8
44689.DDB0185082	Q869U6
44689.DDB0232975	Q86K43
44689.DDB0191053	Q55BN5
44689.DDB0186647	Q54MT9
44689.DDB0235329	Q54SA3
44689.DDB0169401	Q86AW2
44689.DDB0304646	Q86KE4
44689.DDB0231193	Q54DE7
44689.DDB0238415	Q54PP3
44689.DDB0186566	Q54N21
44689.DDB0266785	C7G020
44689.DDB0238768	Q54F04
44689.DDB0231758	Q54GD5
44689.DDB0191740	Q54CD3
44689.DDB0233652	Q54WI0
44689.DDB0205217	Q54VB8
44689.DDB0229988	Q552H0
44689.DDB0220132	Q75JX1
44689.DDB0252564	B0G112
44689.DDB0216036	Q54IA2
44689.DDB0237680	Q54U08
44689.DDB0233618	Q54G75
44689.DDB0237828	B0G191
44689.DDB0231600	Q54I27
44689.DDB0187403	Q54KK3
44689.DDB0233768	Q54F48
44689.DDB0231386	Q54YN1
44689.DDB0203381	Q54ZK7
44689.DDB0214912	Q54TD0
44689.DDB0233654	Q8SSP5
44689.DDB0219917	Q54B09
44689.DDB0219530	Q54GI6
44689.DDB0235324	Q54YR7
44689.DDB0233953	Q55CE3
44689.DDB0235280	Q54DN7
44689.DDB0188667	Q54GR4
44689.DDB0233729	Q54P30
44689.DDB0231961	Q54RJ2
44689.DDB0191013	Q55BS8
44689.DDB0233770	Q86JJ7
44689.DDB0185493	Q54R44
44689.DDB0214952	Q54SN1
44689.DDB0233659	Q54YF3
44689.DDB0190661	Q55CT7
44689.DDB0235281	Q54CR1
44689.DDB0229922	Q55CK7
44689.DDB0229425	Q554Y4
44689.DDB0189843	Q55FB1
44689.DDB0266980	C7FZY2
44689.DDB0233767	Q54PX6
44689.DDB0218812	Q54LU4
44689.DDB0191197	Q55GU8
44689.DDB0233053	Q54WA7
44689.DDB0202297	Q55EY7
44689.DDB0304757	Q551G5
44689.DDB0233756	Q54T13
44689.DDB0233114	Q54EV0
44689.DDB0202560	Q553Q2
44689.DDB0203511	Q552H9
44689.DDB0217659	Q553U1
44689.DDB0185223	Q9GPS2
44689.DDB0233655	Q54TP9
44689.DDB0205957	Q54WI1
44689.DDB0233212	Q1ZXB8
44689.DDB0219470	Q54H92
44689.DDB0234237	Q54ET7
44689.DDB0220596	Q54WA6
44689.DDB0184242	Q54DM6
44689.DDB0219931	Q54E85
44689.DDB0235320	Q54KE5
44689.DDB0187440	Q54KG5
44689.DDB0187717	Q54JL2
44689.DDB0304648	Q54GL8
44689.DDB0233124	Q54IE1
44689.DDB0220688	C5NM72
44689.DDB0232283	Q75JA0
44689.DDB0205492	Q54Y01
44689.DDB0234094	Q55E61
44689.DDB0235279	Q54HM9
44689.DDB0232241	Q86KC8
44689.DDB0266659	Q54M28
44689.DDB0304675	Q55AP9
44689.DDB0185190	Q54EJ9
44689.DDB0305088	Q54MB3
44689.DDB0234040	Q54RT5
44689.DDB0235313	Q54SQ5
44689.DDB0304470	Q54BK5
44689.DDB0188636	Q54GU6
44689.DDB0216807	Q55BB0
44689.DDB0214832	Q54Z02
44689.DDB0231370	Q54D76
44689.DDB0304649	Q55C81
44689.DDB0230030	Q54EY3
44689.DDB0233250	Q1ZXG2
44689.DDB0233595	Q54FL9
44689.DDB0185223	Q550W0
44689.DDB0238500	Q54K42
44689.DDB0231342	Q54YZ6
44689.DDB0186648	Q54MT8
44689.DDB0189967	Q55EY6
44689.DDB0232928	Q55AK6
44689.DDB0233661	Q86H99
44689.DDB0304592	Q54RM4
44689.DDB0230136	Q54S87
44689.DDB0233095	Q54HG6
44689.DDB0220666	Q54M16
44689.DDB0183804	Q54EW4
44689.DDB0233303	Q54PK6
44689.DDB0238674	Q54CM1
44689.DDB0234189	Q54Y00
44689.DDB0168626	Q86AG5
44689.DDB0233207	Q1ZXC0
44689.DDB0237513	Q55DS5
44689.DDB0189002	Q54FR8
44689.DDB0206173	Q54XT5
44689.DDB0188296	Q54HW3
44689.DDB0187804	Q54JC3
44689.DDB0238065	Q54QX5
44689.DDB0183888	Q54EN5
44689.DDB0189925	Q55F32
44689.DDB0230142	Q86A01
44689.DDB0185424	Q54RB5
44689.DDB0187806	Q54JC1
44689.DDB0235312	Q54FT8
44689.DDB0234063	Q55E09
44689.DDB0167626	Q86HT9
44689.DDB0184202	Q54DR4
44689.DDB0304385	Q54GT5
44689.DDB0237930	B0G0Z6
44689.DDB0233387	Q55CR6
44689.DDB0191955	Q54BS2
44689.DDB0216610	Q55F31
44689.DDB0235317	Q54NT3
44689.DDB0203382	Q54ZK6
44689.DDB0229420	Q552K3
44689.DDB0167627	Q86HT8
44689.DDB0218004	Q54ZD6
44689.DDB0204678	Q54TE4
44689.DDB0214837	Q54X55
44689.DDB0235328	Q54IZ7
44689.DDB0205859	Q54WK7
44689.DDB0233617	Q86KG9
44689.DDB0219686	Q54EA4
44689.DDB0237682	Q54RS1
44689.DDB0230048	Q54S63
44689.DDB0220704	Q54TZ0
44689.DDB0233055	Q54I64
44689.DDB0190447	Q55DG8
44689.DDB0237874	Q55FD0
44689.DDB0238066	Q54QX7
44689.DDB0169005	Q86L18
44689.DDB0304594	Q55E78
44689.DDB0185082	O76775
44689.DDB0218380	Q54SI2
44689.DDB0235278	Q54JJ8
44689.DDB0186347	Q54NP5
44689.DDB0233731	Q869V0
44689.DDB0252886	C7G023
44689.DDB0232202	Q552W4
44689.DDB0234145	Q54BH9
44689.DDB0229912	Q54QB8
44689.DDB0233584	Q54KK2
44689.DDB0237594	Q54VC8
44689.DDB0217877	Q550Q3
44689.DDB0231455	Q55EK3
44689.DDB0232950	Q54LJ4
44689.DDB0233552	Q54XL4
44689.DDB0216614	Q55F14
44689.DDB0168564	Q86I87
44689.DDB0231777	Q54LJ0
44689.DDB0231774	Q1ZXI1
44689.DDB0235286	Q54IM6
44689.DDB0206303	Q54W97
44689.DDB0235316	Q54YL8
44689.DDB0218061	Q54YP0
44689.DDB0237495	Q55CP1
44689.DDB0191997	Q54BN1
44689.DDB0304688	Q54HY5
44689.DDB0233658	Q54DK9
44689.DDB0233653	Q551Q8
44689.DDB0231869	Q55FS1
44689.DDB0192211	Q54B26
44689.DDB0231509	Q54LH3
44689.DDB0233190	Q1ZXN9
44689.DDB0237888	Q54MU0
44689.DDB0238064	Q54QX6
44689.DDB0233723	Q54QE5
44689.DDB0238767	Q54W03
44689.DDB0202048	Q55BM8
44689.DDB0216964	Q86AY8
44689.DDB0202976	Q551E0
44689.DDB0233191	Q1ZXK9
44689.DDB0235269	Q54XY1
44689.DDB0233724	Q54Q75
44689.DDB0205479	Q54Y13
44689.DDB0188171	Q54I93
44689.DDB0205695	Q54X09
44689.DDB0190714	Q55CN5
44689.DDB0233662	Q55GS5
44689.DDB0232365	Q54AQ1
44689.DDB0205858	Q54WK8
44689.DDB0304824	Q54J76
44689.DDB0304964	Q54B17
44689.DDB0235327	Q54UM5
44689.DDB0216410	Q553Q8
44689.DDB0191321	Q55BR0
44689.DDB0206011	W6K4Y2
44689.DDB0252812	C7G032
44689.DDB0185805	Q54Q83
44689.DDB0231220	Q54P75
44689.DDB0184130	Q54DZ0
44689.DDB0304647	Q86A16
44689.DDB0219346	Q54IW6
44689.DDB0190688	Q55CR0
44689.DDB0231996	Q54L90
44689.DDB0235270	Q55G69
44689.DDB0204677	Q54TE5
44689.DDB0185678	Q54QK5
44689.DDB0235284	B0G109
44689.DDB0238608	Q54NW9
44689.DDB0204152	Q54U24
44689.DDB0190455	Q55DG0
44689.DDB0234238	Q54RL3
44689.DDB0237663	Q553A4
44689.DDB0233869	Q54EG4
44689.DDB0186649	Q54MT7
44689.DDB0235315	Q54RA7
44689.DDB0214818	Q54XI2
44689.DDB0189011	Q54FQ9
44689.DDB0252621	C7G080
44689.DDB0233591	Q54X30
44689.DDB0191672	Q54CK3
44689.DDB0219215	Q54KK5
44689.DDB0231240	Q55CY7
44689.DDB0186850	Q54M56
44689.DDB0252886	C7G024
44689.DDB0231503	Q55CJ9
44689.DDB0218291	Q54U96
44689.DDB0234136	B0G127
44689.DDB0217577	Q8ST07
44689.DDB0233785	Q86B03
44689.DDB0232213	Q54KU1
44689.DDB0233649	Q54EL3
44689.DDB0252558	B0G184
44689.DDB0237645	Q86H52
44689.DDB0231773	Q8T2F2
44689.DDB0184116	Q54E05
44689.DDB0233657	Q54LD4
44689.DDB0233762	Q8SSU4
44689.DDB0220508	Q54R53
44689.DDB0237900	Q54WD8
44689.DDB0216118	Q54H90
44689.DDB0233337	Q1ZXA2
44689.DDB0219882	Q54BJ0
44689.DDB0219866	Q54BP7
44689.DDB0188566	Q54H15
44689.DDB0219475	Q54H79
44689.DDB0188289	Q54HX1
44689.DDB0188248	Q54I12
44689.DDB0238467	Q54IN0
44689.DDB0187993	Q54IS1
44689.DDB0187911	Q54J13
44689.DDB0187897	Q54J28
44689.DDB0304380	Q54J54
44689.DDB0187674	Q54JQ8
44689.DDB0218772	Q54MF7
44689.DDB0238418	Q54MX5
44689.DDB0237887	Q54MY7
44689.DDB0215832	Q54N96
44689.DDB0237639	Q54NG7
44689.DDB0218693	Q54NH6
44689.DDB0185716	Q54QH1
44689.DDB0185567	Q54QW8
44689.DDB0232235	Q1ZXJ1
44689.DDB0219888	Q54BG9
44689.DDB0191987	Q54BP2
44689.DDB0187959	Q54IV5
44689.DDB0186717	Q54MM0
44689.DDB0219833	Q54C09
44689.DDB0304900	Q54I22
44689.DDB0186581	Q54N07
44689.DDB0232292	Q54NG4
44689.DDB0185710	Q54QH6
44689.DDB0218536	Q54QI9
44689.DDB0191945	Q54BS9
44689.DDB0219816	Q54CE2
44689.DDB0188510	Q54H72
44689.DDB0188499	Q54H83
44689.DDB0188044	Q54IL8
44689.DDB0187935	Q54IY8
44689.DDB0304692	Q54JG9
44689.DDB0218710	Q54NA9
44689.DDB0304888	Q54I40
44689.DDB0187702	Q54JM8
44689.DDB0219780	Q54BT8
44689.DDB0187762	Q54JG8
44689.DDB0304478	Q54BH1
44689.DDB0191893	Q54BX8
44689.DDB0187918	Q54J06
44689.DDB0215823	Q54NG6
44689.DDB0219885	Q54BI1
44689.DDB0191807	Q54C65
44689.DDB0188279	Q54HY2
44689.DDB0188241	Q54I19
44689.DDB0215959	Q54J85
44689.DDB0231131	Q54JS4
44689.DDB0186524	Q54N61
44689.DDB0218162	Q54X20
44689.DDB0232138	Q1ZXP6
44689.DDB0219865	Q54BQ7
44689.DDB0191827	Q54C23
44689.DDB0238637	Q54C54
44689.DDB0187000	Q54LN5
44689.DDB0218796	Q54M53
44689.DDB0188530	Q54H51
44689.DDB0188479	Q54HB0
44689.DDB0188042	Q54IM0
44689.DDB0304978	Q54N13
44689.DDB0233269	Q1ZXQ0
44689.DDB0229880	Q54J43
44689.DDB0235236	Q54N06
44689.DDB0231730	Q54C82
44689.DDB0191723	Q54CE8
