9615.ENSCAFP00000014770	Q5IFP1
9615.ENSCAFP00000005711	E2RT71
9615.ENSCAFP00000030332	G3FJE7
9615.ENSCAFP00000021742	L7N0F8
9615.ENSCAFP00000028018	L7N0I4
9615.ENSCAFP00000035512	Q70ZB1
9615.ENSCAFP00000011046	O77803
9615.ENSCAFP00000027454	Q4W810
9615.ENSCAFP00000017680	Q8I013
9615.ENSCAFP00000014764	Q8WN72
9615.ENSCAFP00000018019	Q9N0W0
9615.ENSCAFP00000031424	O98085
9615.ENSCAFP00000043083	Q5D0R3
9615.ENSCAFP00000007906	Q5FYA7
9615.ENSCAFP00000025647	D2YYC0
9615.ENSCAFP00000036114	Q6TYZ5
9615.ENSCAFP00000000324	E2QZR7
9615.ENSCAFP00000000746	F6UQC5
9615.ENSCAFP00000029215	F6UVH0
9615.ENSCAFP00000009959	F6UYF2
9615.ENSCAFP00000012757	F6V418
9615.ENSCAFP00000010990	F6XS80
9615.ENSCAFP00000011391	F6XV05
9615.ENSCAFP00000030319	C4MTU3
9615.ENSCAFP00000014598	F1P695
9615.ENSCAFP00000017396	F1P6P3
9615.ENSCAFP00000007188	F1PC79
9615.ENSCAFP00000017653	F1PCF2
9615.ENSCAFP00000023824	F1Q0Z5
9615.ENSCAFP00000023373	F1Q225
9615.ENSCAFP00000001171	Q95HP8
9615.ENSCAFP00000017225	O77703
9615.ENSCAFP00000039262	Q28304
9615.ENSCAFP00000016470	Q9N0V1
9615.ENSCAFP00000037309	Q6W6V9
9615.ENSCAFP00000018040	Q8HZW3
9615.ENSCAFP00000038185	Q95LE7
9615.ENSCAFP00000016772	E2QX32
9615.ENSCAFP00000041988	Q00LT6
9615.ENSCAFP00000017046	B2BY53
9615.ENSCAFP00000000694	F6UNG9
9615.ENSCAFP00000042394	F6UPR4
9615.ENSCAFP00000032143	F6X690
9615.ENSCAFP00000008906	F6XA89
9615.ENSCAFP00000028888	F6XGD4
9615.ENSCAFP00000027551	F6Y0Q2
9615.ENSCAFP00000007967	F6Y1I1
9615.ENSCAFP00000010839	F6Y6K4
9615.ENSCAFP00000029770	B4YY03
9615.ENSCAFP00000032235	E2QS80
9615.ENSCAFP00000012537	F1P648
9615.ENSCAFP00000030286	F1P6V1
9615.ENSCAFP00000041889	F1PA24
9615.ENSCAFP00000035863	F1PC58
9615.ENSCAFP00000033424	F1PCX3
9615.ENSCAFP00000021410	F1PD15
9615.ENSCAFP00000017605	F1PD82
9615.ENSCAFP00000002224	F1PEJ3
9615.ENSCAFP00000014186	F1PG75
9615.ENSCAFP00000005207	F1PGP7
9615.ENSCAFP00000033793	F1PHJ9
9615.ENSCAFP00000007479	F1PI51
9615.ENSCAFP00000024041	F1PIT2
9615.ENSCAFP00000018814	F1PJC1
9615.ENSCAFP00000034033	F1PK14
9615.ENSCAFP00000022554	F1PKL6
9615.ENSCAFP00000015831	F1PM57
9615.ENSCAFP00000038765	F1PM88
9615.ENSCAFP00000020441	F1PMU4
9615.ENSCAFP00000018122	F1PMV5
9615.ENSCAFP00000008109	F1PNZ5
9615.ENSCAFP00000015776	F1PPN5
9615.ENSCAFP00000003261	F1PPS9
9615.ENSCAFP00000010362	F1PQS1
9615.ENSCAFP00000009988	F1PR71
9615.ENSCAFP00000018097	F1PSW9
9615.ENSCAFP00000010258	F1PTZ6
9615.ENSCAFP00000008356	F1PWB7
9615.ENSCAFP00000009301	F1PX28
9615.ENSCAFP00000016498	F1PXK1
9615.ENSCAFP00000007937	F1PYJ9
9615.ENSCAFP00000011990	F1PZL7
9615.ENSCAFP00000009589	F1Q0L2
9615.ENSCAFP00000009187	F1Q0M8
9615.ENSCAFP00000011424	F1Q130
9615.ENSCAFP00000023380	F1Q215
9615.ENSCAFP00000035314	F1Q2D9
9615.ENSCAFP00000016127	F1Q3C2
9615.ENSCAFP00000030810	F1Q3P1
9615.ENSCAFP00000023292	F1Q3V1
9615.ENSCAFP00000039035	F1Q4B2
9615.ENSCAFP00000030321	H8Y2Y6
9615.ENSCAFP00000037321	E2QXQ6
9615.ENSCAFP00000004395	B8PZS7
9615.ENSCAFP00000030311	B9TY70
9615.ENSCAFP00000034889	E2R189
9615.ENSCAFP00000020225	F6UV44
9615.ENSCAFP00000003688	F6X6H3
9615.ENSCAFP00000023497	F6XZR8
9615.ENSCAFP00000030310	V5LKW6
9615.ENSCAFP00000012765	F6V3D2
9615.ENSCAFP00000029603	F6V744
9615.ENSCAFP00000028138	F6X520
9615.ENSCAFP00000027609	F6X735
9615.ENSCAFP00000016690	F6XFB6
9615.ENSCAFP00000038317	F6XN94
9615.ENSCAFP00000029046	F6XQ49
9615.ENSCAFP00000000589	F6Y6M3
9615.ENSCAFP00000042120	A1YW83
9615.ENSCAFP00000008998	G3FJF8
9615.ENSCAFP00000025584	M9NCN0
9615.ENSCAFP00000019856	F1P7N4
9615.ENSCAFP00000007728	F1PB30
9615.ENSCAFP00000035979	F1PKW5
9615.ENSCAFP00000040850	F1PQ17
9615.ENSCAFP00000025190	F1PR84
9615.ENSCAFP00000039777	F1PRU3
9615.ENSCAFP00000013672	F1PSQ2
9615.ENSCAFP00000028020	F1PXA6
9615.ENSCAFP00000016873	F1PY42
9615.ENSCAFP00000028142	F1Q2X3
9615.ENSCAFP00000013118	Q2TJA4
9615.ENSCAFP00000041091	Q70Z56
9615.ENSCAFP00000024551	F1P613
9615.ENSCAFP00000029322	F1P7G2
9615.ENSCAFP00000014409	F1P9L3
9615.ENSCAFP00000037761	F1P9W4
9615.ENSCAFP00000019238	F1PAH2
9615.ENSCAFP00000021547	F1PAH5
9615.ENSCAFP00000012834	F1PBJ1
9615.ENSCAFP00000002312	F1PC38
9615.ENSCAFP00000007187	F1PC80
9615.ENSCAFP00000001295	F1PCF5
9615.ENSCAFP00000031333	F1PFU9
9615.ENSCAFP00000026150	F1PG81
9615.ENSCAFP00000002632	F1PHI2
9615.ENSCAFP00000017422	F1PHZ2
9615.ENSCAFP00000027947	F1PJN4
9615.ENSCAFP00000034547	F1PJX3
9615.ENSCAFP00000003969	F1PKE9
9615.ENSCAFP00000008784	F1PL93
9615.ENSCAFP00000006183	F1PMQ3
9615.ENSCAFP00000020929	F1PQ02
9615.ENSCAFP00000006635	F1PQ09
9615.ENSCAFP00000013756	F1PQ73
9615.ENSCAFP00000006133	F1PQ88
9615.ENSCAFP00000006011	F1PR63
9615.ENSCAFP00000027160	F1PRL5
9615.ENSCAFP00000020874	F1PRS5
9615.ENSCAFP00000032820	F1PRV7
9615.ENSCAFP00000020171	F1PXC6
9615.ENSCAFP00000004745	F1Q0H9
9615.ENSCAFP00000009150	F1Q0R6
9615.ENSCAFP00000030487	F1Q2T6
9615.ENSCAFP00000042407	F2Y8P3
9615.ENSCAFP00000006888	D5G335
9615.ENSCAFP00000021307	A0JL76
9615.ENSCAFP00000038085	F1PKP9
9615.ENSCAFP00000016318	F1Q0B0
9615.ENSCAFP00000000823	J9NS40
9615.ENSCAFP00000004896	J9NUI6
9615.ENSCAFP00000037771	J9NWW0
9615.ENSCAFP00000037964	J9NXF1
9615.ENSCAFP00000008008	J9NYM6
9615.ENSCAFP00000038890	J9P019
9615.ENSCAFP00000038974	J9P0A2
9615.ENSCAFP00000027467	J9P349
9615.ENSCAFP00000040370	J9P491
9615.ENSCAFP00000040621	J9P4U8
9615.ENSCAFP00000042508	J9P9S5
9615.ENSCAFP00000001142	Q5W430
9615.ENSCAFP00000024693	F1PFS3
9615.ENSCAFP00000011929	F1Q015
9615.ENSCAFP00000036006	J9JHS5
9615.ENSCAFP00000036168	J9JHZ4
9615.ENSCAFP00000036196	J9NRS1
9615.ENSCAFP00000036200	J9NRS5
9615.ENSCAFP00000036244	J9NRW9
9615.ENSCAFP00000036247	J9NRX2
9615.ENSCAFP00000011871	J9NSU9
9615.ENSCAFP00000041859	J9NT07
9615.ENSCAFP00000018136	J9NTU8
9615.ENSCAFP00000007690	J9NU41
9615.ENSCAFP00000010923	J9NUJ9
9615.ENSCAFP00000037055	J9NV63
9615.ENSCAFP00000037354	J9NW10
9615.ENSCAFP00000037732	J9NWS1
9615.ENSCAFP00000010121	J9NYF1
9615.ENSCAFP00000038444	J9NYS5
9615.ENSCAFP00000038497	J9NYX7
9615.ENSCAFP00000038569	J9NZ49
9615.ENSCAFP00000038580	J9NZ60
9615.ENSCAFP00000038866	J9NZZ5
9615.ENSCAFP00000039414	J9P1J0
9615.ENSCAFP00000039447	J9P1M3
9615.ENSCAFP00000016212	J9P2V1
9615.ENSCAFP00000039890	J9P2W1
9615.ENSCAFP00000040228	J9P3U9
9615.ENSCAFP00000005689	J9P4K2
9615.ENSCAFP00000040494	J9P4L5
9615.ENSCAFP00000040653	J9P4X9
9615.ENSCAFP00000040667	J9P4Z2
9615.ENSCAFP00000040900	J9P5H2
9615.ENSCAFP00000007741	J9P5S1
9615.ENSCAFP00000041022	J9P5U2
9615.ENSCAFP00000041098	J9P618
9615.ENSCAFP00000041540	J9P7A4
9615.ENSCAFP00000041546	J9P7B0
9615.ENSCAFP00000038785	J9P7H1
9615.ENSCAFP00000019431	J9P8J5
9615.ENSCAFP00000042507	J9P9S4
9615.ENSCAFP00000008679	J9PAA8
9615.ENSCAFP00000042696	J9PAB3
9615.ENSCAFP00000024894	J9PAM0
9615.ENSCAFP00000025229	J9PB85
9615.ENSCAFP00000002971	J9PBI1
9615.ENSCAFP00000023607	E2QXA1
9615.ENSCAFP00000033031	F1P8W7
9615.ENSCAFP00000015343	F1PLK7
9615.ENSCAFP00000040649	F1PTD3
9615.ENSCAFP00000017287	F6X8K0
9615.ENSCAFP00000025175	F6UYJ0
9615.ENSCAFP00000024698	F6V6Q2
9615.ENSCAFP00000036239	F6XCP6
9615.ENSCAFP00000000332	F6XD28
9615.ENSCAFP00000016887	F6XH70
9615.ENSCAFP00000000163	F6XIC5
9615.ENSCAFP00000009816	F6Y4G8
9615.ENSCAFP00000032548	G3FJG4
9615.ENSCAFP00000026599	F1P686
9615.ENSCAFP00000021658	F1P7X2
9615.ENSCAFP00000009966	F1PR79
9615.ENSCAFP00000004982	F1PWS3
9615.ENSCAFP00000023725	F1Q2L2
9615.ENSCAFP00000020232	F1Q3D6
9615.ENSCAFP00000001095	F1Q402
9615.ENSCAFP00000005081	A0M8V1
9615.ENSCAFP00000007370	F1P7W6
9615.ENSCAFP00000005239	F1PGN0
9615.ENSCAFP00000025216	F1PSR5
9615.ENSCAFP00000001078	F1Q421
9615.ENSCAFP00000030311	C4MVV0
9615.ENSCAFP00000029376	F1P6M9
9615.ENSCAFP00000002508	F1P732
9615.ENSCAFP00000036310	F1P7V8
9615.ENSCAFP00000026984	F1P9C6
9615.ENSCAFP00000019243	F1PAG0
9615.ENSCAFP00000026366	F1PBA2
9615.ENSCAFP00000026334	F1PBC0
9615.ENSCAFP00000012843	F1PBI6
9615.ENSCAFP00000021445	F1PCX9
9615.ENSCAFP00000005633	F1PD79
9615.ENSCAFP00000026212	F1PDU3
9615.ENSCAFP00000017222	F1PEA8
9615.ENSCAFP00000014770	F1PED8
9615.ENSCAFP00000014749	F1PEG6
9615.ENSCAFP00000021860	F1PG08
9615.ENSCAFP00000038338	F1PG30
9615.ENSCAFP00000029442	F1PHC8
9615.ENSCAFP00000006378	F1PIN8
9615.ENSCAFP00000018259	F1PL79
9615.ENSCAFP00000008773	F1PL99
9615.ENSCAFP00000022963	F1PN34
9615.ENSCAFP00000034403	F1PN84
9615.ENSCAFP00000018660	F1PP64
9615.ENSCAFP00000022394	F1PPX8
9615.ENSCAFP00000025234	F1PQE5
9615.ENSCAFP00000008062	F1PQQ3
9615.ENSCAFP00000015686	F1PS41
9615.ENSCAFP00000032817	F1PSI2
9615.ENSCAFP00000001586	F1PVX0
9615.ENSCAFP00000028950	F1PWR0
9615.ENSCAFP00000019967	F1PXX3
9615.ENSCAFP00000035539	F1PYW5
9615.ENSCAFP00000020014	F1PZC4
9615.ENSCAFP00000009144	F1Q0T0
9615.ENSCAFP00000009512	F1Q118
9615.ENSCAFP00000038617	F1Q272
9615.ENSCAFP00000013077	F1Q3J3
9615.ENSCAFP00000001092	F1Q403
9615.ENSCAFP00000034964	H9GWT3
9615.ENSCAFP00000001045	E2R0M0
9615.ENSCAFP00000034839	E2R1E6
9615.ENSCAFP00000007935	E2QWU0
9615.ENSCAFP00000034995	L7N0P1
9615.ENSCAFP00000008674	E2QWE6
9615.ENSCAFP00000030537	E2QWK4
9615.ENSCAFP00000007911	E2QXP4
9615.ENSCAFP00000013038	E2R0J1
9615.ENSCAFP00000036738	J9NUA0
9615.ENSCAFP00000005870	J9NUZ3
9615.ENSCAFP00000002123	J9NVT5
9615.ENSCAFP00000000760	J9NWC3
9615.ENSCAFP00000037880	J9NX68
9615.ENSCAFP00000038276	J9NYA8
9615.ENSCAFP00000039502	J9P1S7
9615.ENSCAFP00000000751	J9P1U1
9615.ENSCAFP00000039671	J9P295
9615.ENSCAFP00000041430	J9P6Z6
9615.ENSCAFP00000041720	J9P7T1
9615.ENSCAFP00000042662	J9PA79
9615.ENSCAFP00000017525	F1PFN6
9615.ENSCAFP00000016370	F1PZV0
9615.ENSCAFP00000000978	J9NSF6
9615.ENSCAFP00000037671	J9NSJ1
9615.ENSCAFP00000020768	J9NTS4
9615.ENSCAFP00000036734	J9NU96
9615.ENSCAFP00000036823	J9NUI4
9615.ENSCAFP00000037070	J9NV78
9615.ENSCAFP00000037186	J9NVJ4
9615.ENSCAFP00000037290	J9NVU8
9615.ENSCAFP00000037451	J9NWA6
9615.ENSCAFP00000012307	J9NWF6
9615.ENSCAFP00000037526	J9NWI1
9615.ENSCAFP00000008203	J9NZI6
9615.ENSCAFP00000038822	J9NZV1
9615.ENSCAFP00000025014	J9NZW8
9615.ENSCAFP00000014122	J9P070
9615.ENSCAFP00000039155	J9P0T2
9615.ENSCAFP00000039205	J9P0Y2
9615.ENSCAFP00000026204	J9P112
9615.ENSCAFP00000039340	J9P1B6
9615.ENSCAFP00000039455	J9P1N1
9615.ENSCAFP00000039580	J9P204
9615.ENSCAFP00000040793	J9P5B5
9615.ENSCAFP00000041056	J9P5X6
9615.ENSCAFP00000040065	J9P6V9
9615.ENSCAFP00000041648	J9P7L0
9615.ENSCAFP00000041972	J9P8A4
9615.ENSCAFP00000030319	A0A059Q8H1
9615.ENSCAFP00000035652	E2QW74
9615.ENSCAFP00000023517	E2R3W2
9615.ENSCAFP00000020105	E2R4D1
9615.ENSCAFP00000012492	E2R7B6
9615.ENSCAFP00000013865	E2R9R7
9615.ENSCAFP00000036361	E2RA81
9615.ENSCAFP00000008059	E2RH42
9615.ENSCAFP00000027393	E2RML1
9615.ENSCAFP00000019199	E2RP60
9615.ENSCAFP00000012809	E2RQ77
9615.ENSCAFP00000013234	E2QSZ8
9615.ENSCAFP00000009685	E2QV00
9615.ENSCAFP00000009388	E2QWB6
9615.ENSCAFP00000035357	E2QYH5
9615.ENSCAFP00000000528	E2R4D7
9615.ENSCAFP00000017358	E2R5D8
9615.ENSCAFP00000029967	E2R9Y1
9615.ENSCAFP00000026821	E2RA92
9615.ENSCAFP00000003037	E2RAK2
9615.ENSCAFP00000002849	E2RBB2
9615.ENSCAFP00000017919	E2RBW1
9615.ENSCAFP00000002517	E2RDJ0
9615.ENSCAFP00000006621	E2RDR8
9615.ENSCAFP00000021923	E2RE68
9615.ENSCAFP00000025781	E2REL5
9615.ENSCAFP00000018873	E2RFH1
9615.ENSCAFP00000033332	E2RFL3
9615.ENSCAFP00000019886	E2RFU8
9615.ENSCAFP00000034071	E2RGA7
9615.ENSCAFP00000036556	E2RGB3
9615.ENSCAFP00000006876	E2RGC9
9615.ENSCAFP00000014481	E2RGD5
9615.ENSCAFP00000006773	E2RMA1
9615.ENSCAFP00000021782	E2RNT1
9615.ENSCAFP00000025849	E2RP88
9615.ENSCAFP00000014051	E2RP94
9615.ENSCAFP00000003304	E2RPL7
9615.ENSCAFP00000010017	E2RQJ7
9615.ENSCAFP00000017815	E2RRH5
9615.ENSCAFP00000019275	F1P9Q0
9615.ENSCAFP00000024831	F1PBG5
9615.ENSCAFP00000026096	F1PH84
9615.ENSCAFP00000005988	F1PIE8
9615.ENSCAFP00000008804	F1PIT7
9615.ENSCAFP00000006357	F1PJE3
9615.ENSCAFP00000022990	F1PN11
9615.ENSCAFP00000034924	F1PNS1
9615.ENSCAFP00000006672	F1PP86
9615.ENSCAFP00000018629	F1PPB4
9615.ENSCAFP00000027564	F1PUL4
9615.ENSCAFP00000009138	F1Q0T9
9615.ENSCAFP00000016249	F1Q1K9
9615.ENSCAFP00000023790	F1Q248
9615.ENSCAFP00000016192	F1Q2U2
9615.ENSCAFP00000028542	F1Q323
9615.ENSCAFP00000020231	F1Q3D7
9615.ENSCAFP00000019049	I0BWQ2
9615.ENSCAFP00000037902	F1PDZ1
9615.ENSCAFP00000029202	F1PE97
9615.ENSCAFP00000008284	F1PJY1
9615.ENSCAFP00000017423	F1PKX9
9615.ENSCAFP00000027646	F1PS55
9615.ENSCAFP00000035136	F1PZ02
9615.ENSCAFP00000001047	F1Q453
9615.ENSCAFP00000011259	F2Y908
9615.ENSCAFP00000030315	H8Y3C3
9615.ENSCAFP00000025076	E2QYM7
9615.ENSCAFP00000009855	E2QYN3
9615.ENSCAFP00000011312	E2R1A1
9615.ENSCAFP00000003547	E2QXQ9
9615.ENSCAFP00000012356	E2QYT6
9615.ENSCAFP00000028967	E2R0M3
9615.ENSCAFP00000007956	E2QWM4
9615.ENSCAFP00000007927	E2QXL3
9615.ENSCAFP00000012336	G1K293
9615.ENSCAFP00000022780	Q1KQ08
9615.ENSCAFP00000029182	E2QZT2
9615.ENSCAFP00000029174	E2QZU3
9615.ENSCAFP00000009819	R4GDM1
9615.ENSCAFP00000042937	E2QRT5
9615.ENSCAFP00000004025	F1PXV1
9615.ENSCAFP00000028316	F1Q080
9615.ENSCAFP00000035286	F1Q3U4
9615.ENSCAFP00000014190	J9NRP8
9615.ENSCAFP00000036207	J9NRT2
9615.ENSCAFP00000036740	J9NUA2
9615.ENSCAFP00000036998	J9NV06
9615.ENSCAFP00000037034	J9NV42
9615.ENSCAFP00000037862	J9NX50
9615.ENSCAFP00000013418	J9NXL4
9615.ENSCAFP00000038215	J9NY48
9615.ENSCAFP00000038221	J9NY53
9615.ENSCAFP00000038253	J9NY85
9615.ENSCAFP00000021538	J9NYF2
9615.ENSCAFP00000038346	J9NYH7
9615.ENSCAFP00000038566	J9NZ46
9615.ENSCAFP00000023376	J9NZS6
9615.ENSCAFP00000038898	J9P027
9615.ENSCAFP00000039154	J9P0T1
9615.ENSCAFP00000039209	J9P0Y6
9615.ENSCAFP00000039342	J9P1B8
9615.ENSCAFP00000042977	J9P1E0
9615.ENSCAFP00000039444	J9P1M0
9615.ENSCAFP00000039556	J9P1Y0
9615.ENSCAFP00000002182	J9P2B3
9615.ENSCAFP00000042924	J9P3J2
9615.ENSCAFP00000040321	J9P442
9615.ENSCAFP00000040428	J9P4E9
9615.ENSCAFP00000040547	J9P4R8
9615.ENSCAFP00000016026	J9P4T4
9615.ENSCAFP00000040846	J9P5B9
9615.ENSCAFP00000040916	J9P5I8
9615.ENSCAFP00000040920	J9P5J2
9615.ENSCAFP00000013539	J9P6C5
9615.ENSCAFP00000041267	J9P6I4
9615.ENSCAFP00000014225	J9P6N6
9615.ENSCAFP00000041631	J9P7J4
9615.ENSCAFP00000041956	J9P888
9615.ENSCAFP00000042624	J9PA41
9615.ENSCAFP00000012383	J9PAJ3
9615.ENSCAFP00000042841	J9PAL4
9615.ENSCAFP00000042856	J9PAM9
9615.ENSCAFP00000043185	J9PBK5
9615.ENSCAFP00000019565	F1PFB3
9615.ENSCAFP00000029529	F1PFK7
9615.ENSCAFP00000027348	F1PLI2
9615.ENSCAFP00000018720	F1PLU0
9615.ENSCAFP00000015671	F1PS53
9615.ENSCAFP00000016820	F1PYS1
9615.ENSCAFP00000027649	E2R561
9615.ENSCAFP00000009145	E2R8X6
9615.ENSCAFP00000007191	E2R9T8
9615.ENSCAFP00000023237	E2RAH4
9615.ENSCAFP00000017932	E2RB14
9615.ENSCAFP00000001821	E2RBN2
9615.ENSCAFP00000027426	E2RGX5
9615.ENSCAFP00000022330	E2RH37
9615.ENSCAFP00000032857	E2RHL4
9615.ENSCAFP00000020844	E2RIJ4
9615.ENSCAFP00000026923	E2RJU8
9615.ENSCAFP00000010516	E2RLT4
9615.ENSCAFP00000020775	E2RMG7
9615.ENSCAFP00000033741	E2RNU2
9615.ENSCAFP00000006163	E2RQ39
9615.ENSCAFP00000042321	Q9N262
9615.ENSCAFP00000024720	E2QTF0
9615.ENSCAFP00000009935	E2QU89
9615.ENSCAFP00000009398	E2QWA0
9615.ENSCAFP00000004132	E2R4A0
9615.ENSCAFP00000028386	E2R4U7
9615.ENSCAFP00000016381	E2R4Z0
9615.ENSCAFP00000015681	E2R560
9615.ENSCAFP00000038877	E2R891
9615.ENSCAFP00000039046	E2R9Q2
9615.ENSCAFP00000025829	E2R9T5
9615.ENSCAFP00000027011	E2RAF0
9615.ENSCAFP00000008167	E2RB71
9615.ENSCAFP00000010184	E2RCI1
9615.ENSCAFP00000042175	E2RCV3
9615.ENSCAFP00000020693	E2RD24
9615.ENSCAFP00000002289	E2RDM9
9615.ENSCAFP00000015262	E2RE61
9615.ENSCAFP00000019355	E2REG9
9615.ENSCAFP00000025768	E2REN3
9615.ENSCAFP00000003477	E2RHS8
9615.ENSCAFP00000026127	E2RIN0
9615.ENSCAFP00000002170	E2RJH3
9615.ENSCAFP00000022577	E2RJS2
9615.ENSCAFP00000015164	E2RJX8
9615.ENSCAFP00000014950	E2RKM1
9615.ENSCAFP00000013904	E2RLA1
9615.ENSCAFP00000021251	E2RLF2
9615.ENSCAFP00000014905	E2RLN6
9615.ENSCAFP00000002693	E2RLV5
9615.ENSCAFP00000010273	E2RM07
9615.ENSCAFP00000027394	E2RML0
9615.ENSCAFP00000007779	E2RMQ0
9615.ENSCAFP00000021778	E2RNU4
9615.ENSCAFP00000027062	E2RNX9
9615.ENSCAFP00000032636	E2RQT8
9615.ENSCAFP00000029860	E2RR45
9615.ENSCAFP00000021077	E2RRF6
9615.ENSCAFP00000021062	E2RRI2
9615.ENSCAFP00000000987	E2RS71
9615.ENSCAFP00000006269	E2RSD8
9615.ENSCAFP00000005771	E2RSW2
9615.ENSCAFP00000024870	E2RTB3
9615.ENSCAFP00000000683	A0JL54
9615.ENSCAFP00000017205	E2QWX9
9615.ENSCAFP00000024079	A0A060PY73
9615.ENSCAFP00000007330	F1P8Q4
9615.ENSCAFP00000017565	F1PEX4
9615.ENSCAFP00000025119	F1PTR1
9615.ENSCAFP00000036151	J9NRM7
9615.ENSCAFP00000036217	J9NRU2
9615.ENSCAFP00000029125	J9NSI5
9615.ENSCAFP00000018861	J9NSM4
9615.ENSCAFP00000040569	J9NSN0
9615.ENSCAFP00000018206	J9NT02
9615.ENSCAFP00000036702	J9NU65
9615.ENSCAFP00000037698	J9NWN7
9615.ENSCAFP00000038356	J9NYI7
9615.ENSCAFP00000020029	J9NYL1
9615.ENSCAFP00000038633	J9NZB3
9615.ENSCAFP00000038663	J9NZE3
9615.ENSCAFP00000028176	J9P3J6
9615.ENSCAFP00000040151	J9P3M2
9615.ENSCAFP00000040702	J9P526
9615.ENSCAFP00000041042	J9P5W2
9615.ENSCAFP00000041076	J9P5Z6
9615.ENSCAFP00000041445	J9P711
9615.ENSCAFP00000022077	J9P920
9615.ENSCAFP00000042886	J9PAQ9
9615.ENSCAFP00000043110	J9PBD1
9615.ENSCAFP00000043188	J9PBK8
9615.ENSCAFP00000043215	J9PBN4
9615.ENSCAFP00000039379	E2R2K8
9615.ENSCAFP00000012528	F1P654
9615.ENSCAFP00000008994	F1P948
9615.ENSCAFP00000017137	F1PF06
9615.ENSCAFP00000002709	F1PF73
9615.ENSCAFP00000031804	F1PFP4
9615.ENSCAFP00000027831	F1PLF4
9615.ENSCAFP00000003387	F1PLJ9
9615.ENSCAFP00000013652	F1PTE0
9615.ENSCAFP00000023944	F1PZP2
9615.ENSCAFP00000035782	F1Q3F6
9615.ENSCAFP00000036707	J9NU69
9615.ENSCAFP00000022696	J9NUQ5
9615.ENSCAFP00000028224	J9NUR5
9615.ENSCAFP00000037003	J9NV11
9615.ENSCAFP00000037174	J9NVI2
9615.ENSCAFP00000037465	J9NWC0
9615.ENSCAFP00000024136	J9NWL6
9615.ENSCAFP00000037712	J9NWQ1
9615.ENSCAFP00000042662	J9NX47
9615.ENSCAFP00000041171	J9NX61
9615.ENSCAFP00000037999	J9NXI6
9615.ENSCAFP00000038078	J9NXR2
9615.ENSCAFP00000025351	J9NY13
9615.ENSCAFP00000039124	J9P0Q1
9615.ENSCAFP00000039524	J9P1U8
9615.ENSCAFP00000039846	J9P2R8
9615.ENSCAFP00000005448	J9P412
9615.ENSCAFP00000010256	J9P423
9615.ENSCAFP00000041522	J9P786
9615.ENSCAFP00000041887	J9P822
9615.ENSCAFP00000042600	J9PA17
9615.ENSCAFP00000020029	J9PAN2
9615.ENSCAFP00000026270	J9PAX9
9615.ENSCAFP00000030314	E9NJ67
9615.ENSCAFP00000040038	F1P6S7
9615.ENSCAFP00000017147	F1PEY9
9615.ENSCAFP00000031802	F1PFP6
9615.ENSCAFP00000031321	F1PFW3
9615.ENSCAFP00000015398	F1PLG8
9615.ENSCAFP00000034224	F1PT99
9615.ENSCAFP00000022246	F1PTA6
9615.ENSCAFP00000001675	F1PTE7
9615.ENSCAFP00000011972	F1PZN9
9615.ENSCAFP00000028335	F1PZX0
9615.ENSCAFP00000035853	J9JHC4
9615.ENSCAFP00000035902	J9JHH2
9615.ENSCAFP00000036066	J9JHY5
9615.ENSCAFP00000037554	J9NWK9
9615.ENSCAFP00000037731	J9NWS0
9615.ENSCAFP00000003154	J9NWW1
9615.ENSCAFP00000037883	J9NX71
9615.ENSCAFP00000037929	J9NXB7
9615.ENSCAFP00000013655	J9NXP3
9615.ENSCAFP00000039933	J9P304
9615.ENSCAFP00000042259	J9P927
9615.ENSCAFP00000042603	J9PA20
9615.ENSCAFP00000013652	J9PA38
9615.ENSCAFP00000042924	J9PAU7
9615.ENSCAFP00000022125	J9PB02
9615.ENSCAFP00000006284	J9PBA2
9615.ENSCAFP00000023563	E2R226
9615.ENSCAFP00000012573	E2R2H2
9615.ENSCAFP00000003029	E2RAL3
9615.ENSCAFP00000033143	E2RB36
9615.ENSCAFP00000002231	E2REK5
9615.ENSCAFP00000019014	E2RGM4
9615.ENSCAFP00000034024	E2RHC2
9615.ENSCAFP00000010020	E2RIE4
9615.ENSCAFP00000009687	E2QUZ8
9615.ENSCAFP00000035987	E2QVE1
9615.ENSCAFP00000028483	E2QY38
9615.ENSCAFP00000015967	E2R1Z7
9615.ENSCAFP00000024272	E2R2W0
9615.ENSCAFP00000039919	E2R3B5
9615.ENSCAFP00000017399	E2R4I0
9615.ENSCAFP00000004629	E2R4P3
9615.ENSCAFP00000008487	E2R840
9615.ENSCAFP00000020056	E2R8C5
9615.ENSCAFP00000012433	E2R8F4
9615.ENSCAFP00000010778	E2R8Z0
9615.ENSCAFP00000016548	E2R9J8
9615.ENSCAFP00000030018	E2RC52
9615.ENSCAFP00000002581	E2RCG1
9615.ENSCAFP00000019648	E2RDB0
9615.ENSCAFP00000033623	E2REH8
9615.ENSCAFP00000026786	E2RF62
9615.ENSCAFP00000032479	E2RFB6
9615.ENSCAFP00000025718	E2RFN6
9615.ENSCAFP00000007885	E2RFZ3
9615.ENSCAFP00000026444	E2RGE5
9615.ENSCAFP00000026434	E2RGG9
9615.ENSCAFP00000008041	E2RH71
9615.ENSCAFP00000007008	E2RHI8
9615.ENSCAFP00000018598	E2RHJ6
9615.ENSCAFP00000014423	E2RI87
