353153.XP_810529.1	P18269
353153.XP_814463.1	Q4DJA9
353153.XP_818526.1	Q4DVX4
353153.XP_807679.1	Q4CZY0
353153.XP_807947.1	Q4D0Q1
353153.XP_808180.1	Q4D1C6
353153.XP_809783.1	Q4D5Y3
353153.XP_810014.1	Q4D6K3
353153.XP_810736.1	Q4D8M3
353153.XP_810921.1	Q4D973
353153.XP_811729.1	Q4DBH2
353153.XP_811755.1	Q4DBL0
353153.XP_812081.1	Q4DCG9
353153.XP_812842.1	Q4DEP2
353153.XP_812886.1	Q4DET2
353153.XP_813114.1	Q4DFG4
353153.XP_813502.1	Q4DGJ3
353153.XP_813757.1	Q4DH97
353153.XP_814512.1	Q4DJH6
353153.XP_816832.1	Q4DR45
353153.XP_821113.1	Q4E3A8
353153.XP_802530.1	Q4CLD2
353153.XP_802566.1	Q4CLG8
353153.XP_802582.1	Q4CLI4
353153.XP_804435.1	Q4CQN2
353153.XP_804480.1	Q4CQS6
353153.XP_804521.1	Q4CQW5
353153.XP_805087.1	Q4CSI7
353153.XP_805186.1	Q4CST3
353153.XP_805483.1	Q4CTN0
353153.XP_805981.1	Q4CV28
353153.XP_806217.1	Q4CVR2
353153.XP_806361.1	Q4CW58
353153.XP_806539.1	Q4CWN8
353153.XP_806724.1	Q4CX69
353153.XP_807126.1	Q4CYC7
353153.XP_807215.1	Q4CYL6
353153.XP_807410.1	Q4CZ58
353153.XP_807492.1	Q4CZE1
353153.XP_807569.1	Q4CZL4
353153.XP_807732.1	Q4D030
353153.XP_808105.1	Q4D151
353153.XP_808297.1	Q4D1P3
353153.XP_808298.1	Q4D1P5
353153.XP_808655.1	Q4D2P9
353153.XP_808890.1	Q4D3D1
353153.XP_808938.1	Q4D3J1
353153.XP_809498.1	Q4D539
353153.XP_809595.1	Q4D5E1
353153.XP_809778.1	Q4D5X2
353153.XP_809867.1	Q4D665
353153.XP_810012.1	Q4D6K5
353153.XP_810158.1	Q4D704
353153.XP_810162.1	Q4D719
353153.XP_810430.1	Q4D7T3
353153.XP_810490.1	Q4D7Y0
353153.XP_810668.1	Q4D8G5
353153.XP_810892.1	Q4D933
353153.XP_811640.1	Q4DB97
353153.XP_811746.1	Q4DBJ6
353153.XP_812639.1	Q4DE28
353153.XP_812792.1	Q4DEI8
353153.XP_813251.1	Q4DFU0
353153.XP_813613.1	Q4DGW4
353153.XP_813805.1	Q4DHD9
353153.XP_814148.1	Q4DIF3
353153.XP_814346.1	Q4DJ11
353153.XP_814432.1	Q4DJ80
353153.XP_814622.1	Q4DJS1
353153.XP_814646.1	Q4DJV5
353153.XP_814724.1	Q4DK30
353153.XP_814899.1	Q4DKJ6
353153.XP_814905.1	Q4DKL1
353153.XP_815024.1	Q4DKY5
353153.XP_815379.1	Q4DLX7
353153.XP_802714.1	Q4CLW5
353153.XP_803180.1	Q4CN83
353153.XP_803958.1	Q4CPA6
353153.XP_805585.1	Q4CTY2
353153.XP_805707.1	Q4CUA6
353153.XP_811457.1	Q4DAQ5
353153.XP_812346.1	Q4DD98
353153.XP_814144.1	Q4DID5
353153.XP_816850.1	Q4DR30
353153.XP_808335.1	Q4D1S8
353153.XP_806609.1	Q4CWV9
353153.XP_814685.1	Q4DJW0
353153.XP_820488.1	Q4E1I0
353153.XP_804792.1	Q4CRN9
353153.XP_806900.1	Q4CXP7
353153.XP_808964.1	Q4D3L0
353153.XP_809072.1	Q4D3W9
353153.XP_815754.1	Q4DN01
353153.XP_816070.1	Q4DNW8
353153.XP_816688.1	Q4DQP4
353153.XP_816952.1	Q4DRG2
353153.XP_817061.1	Q4DRR4
353153.XP_817652.1	Q4DTF6
353153.XP_817740.1	Q4DTM6
353153.XP_817808.1	Q4DTV2
353153.XP_817945.1	Q4DUB6
353153.XP_818103.1	Q4DUQ6
353153.XP_818591.1	Q4DW45
353153.XP_804355.1	Q4CQF2
353153.XP_815183.1	Q4DLD6
353153.XP_805123.1	Q4CSL7
353153.XP_818050.1	Q4DUM0
353153.XP_818641.1	Q4DWA0
353153.XP_818699.1	Q4DWF9
353153.XP_819869.1	Q4DZQ5
353153.XP_820733.1	Q4E294
353153.XP_821218.1	Q4E3Q3
353153.XP_817539.1	Q4DT28
353153.XP_818786.1	Q4DWM4
353153.XP_818776.1	Q4DWN5
353153.XP_819022.1	Q4DXC6
353153.XP_819154.1	Q4DXS3
353153.XP_819799.1	Q4DZK6
353153.XP_820142.1	Q4E0J3
353153.XP_820407.1	Q4E1B0
353153.XP_820783.1	Q4E2E5
353153.XP_820806.1	Q4E2H5
353153.XP_821259.1	Q4E3Q4
353153.XP_821970.1	Q4E5N0
353153.XP_805968.1	Q4CV18
353153.XP_810075.1	Q4D6S9
353153.XP_821252.1	Q4E3L8
353153.XP_809956.1	Q4D6F0
353153.XP_811275.1	Q4DA68
353153.XP_802340.1	Q4CKU2
353153.XP_808271.1	Q4D1L2
353153.XP_819317.1	Q4DY77
353153.XP_803935.1	Q4CP83
353153.XP_804990.1	Q4CS86
353153.XP_810495.1	Q4D7Z5
353153.XP_816624.1	Q4DQH8
353153.XP_816893.1	Q4DR77
353153.XP_817015.1	Q4DRL9
353153.XP_817181.1	Q4DS27
353153.XP_817470.1	Q4DSU9
353153.XP_818882.1	Q4DWW3
353153.XP_819275.1	Q4DY11
353153.XP_810126.1	Q4D6X1
353153.XP_821821.1	Q4E5C7
353153.XP_813456.1	Q4DGE6
353153.XP_814295.1	Q4DIU3
353153.XP_804911.1	Q4CS07
353153.XP_804940.1	Q4CS37
353153.XP_805111.1	Q4CSK7
353153.XP_805551.1	Q4CTU8
353153.XP_805581.1	Q4CTX8
353153.XP_805989.1	Q4CV33
353153.XP_806127.1	Q4CVG9
353153.XP_806199.1	Q4CVP6
353153.XP_807105.1	Q4CY99
353153.XP_807179.1	Q4CYH5
353153.XP_807286.1	Q4CYS7
353153.XP_807426.1	Q4CZ71
353153.XP_807552.1	Q4CZJ6
353153.XP_807754.1	Q4D050
353153.XP_807795.1	Q4D089
353153.XP_807825.1	Q4D0C2
353153.XP_807960.1	Q4D0Q3
353153.XP_808079.1	Q4D122
353153.XP_808341.1	Q4D1T6
353153.XP_808485.1	Q4D278
353153.XP_808490.1	Q4D291
353153.XP_809294.1	Q4D4J2
353153.XP_809789.1	Q4D5X8
353153.XP_810216.1	Q4D764
353153.XP_810353.1	Q4D7K1
353153.XP_810477.1	Q4D7X2
353153.XP_810475.1	Q4D7X4
353153.XP_810741.1	Q4D8P0
353153.XP_810980.1	Q4D9D0
353153.XP_811530.1	Q4DAY3
353153.XP_812020.1	Q4DCB5
353153.XP_812186.1	Q4DCT3
353153.XP_812242.1	Q4DCY8
353153.XP_812371.1	Q4DDB6
353153.XP_812869.1	Q4DES4
353153.XP_812978.1	Q4DF17
353153.XP_813150.1	Q4DFK4
353153.XP_813828.1	Q4DHH1
353153.XP_813873.1	Q4DHK5
353153.XP_813868.1	Q4DHL0
353153.XP_814067.1	Q4DI70
353153.XP_814130.1	Q4DIE2
353153.XP_814571.1	Q4DJN0
353153.XP_815153.1	Q4DL97
353153.XP_815286.1	Q4DLN9
353153.XP_802512.1	Q4CLB4
353153.XP_802707.1	Q4CLV9
353153.XP_802766.1	Q4CM18
353153.XP_803044.1	Q4CMU6
353153.XP_803220.1	Q4CNC0
353153.XP_803349.1	Q4CNQ2
353153.XP_803495.1	Q4CNW7
353153.XP_803959.1	Q4CPA5
353153.XP_804093.1	Q4CPP0
353153.XP_804240.1	Q4CQ37
353153.XP_804307.1	Q4CQA1
353153.XP_805827.1	Q4CUM3
353153.XP_805950.1	Q4CUZ2
353153.XP_806007.1	Q4CV50
353153.XP_806402.1	Q4CWA2
353153.XP_806660.1	Q4CX13
353153.XP_807603.1	Q4CZP8
353153.XP_807907.1	Q4D0K3
353153.XP_814166.1	Q4DIF9
353153.XP_820318.1	Q4E152
353153.XP_820591.1	Q4E1U2
353153.XP_807712.1	Q4D006
353153.XP_808444.1	Q4D242
353153.XP_811556.1	Q4DAZ9
353153.XP_802466.1	Q4CL67
353153.XP_803285.1	Q4CNI8
353153.XP_804270.1	Q4CQ67
353153.XP_813902.1	Q4DHP9
353153.XP_818208.1	Q4DV05
353153.XP_802179.1	Q4CKD1
353153.XP_810971.1	Q4D9B4
353153.XP_811411.1	Q4DAK7
353153.XP_814834.1	Q4DKD1
353153.XP_816533.1	Q4DQ79
353153.XP_817573.1	Q4DT77
353153.XP_819072.1	Q4DXJ3
353153.XP_819824.1	Q4DZM3
353153.XP_821121.1	Q4E3A0
353153.XP_821364.1	Q4E3Y8
353153.XP_802223.1	Q4CKH6
353153.XP_817100.1	Q4DRX1
353153.XP_817188.1	Q4DS20
353153.XP_818905.1	Q4DX04
353153.XP_819301.1	Q4DY30
353153.XP_819434.1	Q4DYG5
353153.XP_819521.1	Q4DYR1
353153.XP_819715.1	Q4DZC8
353153.XP_820657.1	Q4E209
353153.XP_820727.1	Q4E252
353153.XP_820758.1	Q4E2B9
353153.XP_820943.1	Q4E2U5
353153.XP_821029.1	Q4E2Z7
353153.XP_821155.1	Q4E3D2
353153.XP_821380.1	Q4E441
353153.XP_821608.1	Q4E4V1
353153.XP_821893.1	Q4E5G8
353153.XP_821931.1	Q4E5S0
353153.XP_811007.1	Q4D9E9
353153.XP_811606.1	Q4DB55
353153.XP_811958.1	Q4DC62
353153.XP_813009.1	Q4DF53
353153.XP_814057.1	Q4DI56
353153.XP_819384.1	Q4DYC7
353153.XP_821693.1	Q4E4W6
353153.XP_802737.1	Q4CLY7
353153.XP_802770.1	Q4CM22
353153.XP_803057.1	Q4CMV9
353153.XP_803229.1	Q4CND1
353153.XP_803942.1	Q4CP88
353153.XP_804122.1	Q4CPS1
353153.XP_804553.1	Q4CR00
353153.XP_805259.1	Q4CT07
353153.XP_806738.1	Q4CX86
353153.XP_807061.1	Q4CY64
353153.XP_807257.1	Q4CYQ4
353153.XP_807306.1	Q4CYU9
353153.XP_807395.1	Q4CZ44
353153.XP_809267.1	Q4D4F8
353153.XP_809263.1	Q4D4G2
353153.XP_809517.1	Q4D567
353153.XP_809567.1	Q4D5A7
353153.XP_809652.1	Q4D5K1
353153.XP_809945.1	Q4D6D2
353153.XP_809962.1	Q4D6F6
353153.XP_810055.1	Q4D6R4
353153.XP_810123.1	Q4D6X6
353153.XP_810133.1	Q4D6Y2
353153.XP_810269.1	Q4D7B3
353153.XP_810624.1	Q4D8B4
353153.XP_810724.1	Q4D8L3
353153.XP_811008.1	Q4D9G4
353153.XP_811460.1	Q4DAQ2
353153.XP_811498.1	Q4DAU5
353153.XP_811932.1	Q4DC19
353153.XP_819447.1	Q4DCC3
353153.XP_812048.1	Q4DCE6
353153.XP_812383.1	Q4DDD3
353153.XP_812408.1	Q4DDG7
353153.XP_813047.1	Q4DFA2
353153.XP_813564.1	Q4DGQ7
353153.XP_813718.1	Q4DH54
353153.XP_813972.1	Q4DHY1
353153.XP_814052.1	Q4DI61
353153.XP_814107.1	Q4DIA2
353153.XP_814302.1	Q4DIU0
353153.XP_814452.1	Q4DJ94
353153.XP_814533.1	Q4DJI1
353153.XP_814694.1	Q4DJZ3
353153.XP_814904.1	Q4DKL2
353153.XP_815026.1	Q4DKY3
353153.XP_815065.1	Q4DL07
353153.XP_815073.1	Q4DL25
353153.XP_815206.1	Q4DLE8
353153.XP_815215.1	Q4DLI0
353153.XP_815363.1	Q4DLU8
353153.XP_818569.1	Q4DW12
353153.XP_802966.1	Q4CML6
353153.XP_803227.1	Q4CNC9
353153.XP_804090.1	Q4CPN6
353153.XP_804281.1	Q4CQ77
353153.XP_804472.1	Q4CQS3
353153.XP_805438.1	Q4CTI6
353153.XP_805446.1	Q4CTJ4
353153.XP_805561.1	Q4CTV8
353153.XP_806571.1	Q4CWR9
353153.XP_807470.1	Q4CZB3
353153.XP_807735.1	Q4D027
353153.XP_808516.1	Q4D2B7
353153.XP_810463.1	Q4D7V7
353153.XP_802777.1	Q4CM30
353153.XP_802142.1	Q4CK94
353153.XP_805180.1	Q4CSS6
353153.XP_806779.1	Q4CXC6
353153.XP_807481.1	Q4CZD6
353153.XP_809010.1	Q4D3Q8
353153.XP_813279.1	Q4DFY8
353153.XP_815423.1	Q4DM32
353153.XP_816795.1	Q4DR07
353153.XP_817848.1	Q4DTZ2
353153.XP_804637.1	Q4CR86
353153.XP_804851.1	Q4CRU9
353153.XP_805125.1	Q4CSM5
353153.XP_809023.1	Q4D3S1
353153.XP_809032.1	Q4D3S6
353153.XP_811153.1	Q4D9U7
353153.XP_811241.1	Q4DA38
353153.XP_813347.1	Q4DG37
353153.XP_813462.1	Q4DGG3
353153.XP_815639.1	Q4DMM7
353153.XP_815687.1	Q4DMU5
353153.XP_815787.1	Q4DN34
353153.XP_816081.1	Q4DNX4
353153.XP_816208.1	Q4DPA8
353153.XP_816693.1	Q4DQN9
353153.XP_816699.1	Q4DQP6
353153.XP_816776.1	Q4DQY4
353153.XP_817615.1	Q4DTC3
353153.XP_817811.1	Q4DTU9
353153.XP_818266.1	Q4DV79
353153.XP_818463.1	Q4DVP7
353153.XP_819913.1	Q4DZX6
353153.XP_820158.1	Q4E0L3
353153.XP_820268.1	Q4E0Y8
353153.XP_814852.1	Q4DKD6
353153.XP_818558.1	Q4DW24
353153.XP_820828.1	Q4E2F0
353153.XP_802511.1	Q4CLB3
353153.XP_806103.1	Q4CVE6
353153.XP_803210.1	Q4CNB2
353153.XP_807315.1	Q4CYW6
353153.XP_814520.1	Q4DJG8
353153.XP_814561.1	Q4DJL4
353153.XP_804859.1	Q4CRV3
353153.XP_805162.1	Q4CSQ9
353153.XP_813617.1	Q4DGW3
353153.XP_820090.1	Q4E0F0
353153.XP_816622.1	Q4DQI0
353153.XP_816786.1	Q4DQX1
353153.XP_817138.1	Q4DRX8
353153.XP_817461.1	Q4DSV3
353153.XP_817510.1	Q4DT23
353153.XP_818658.1	Q4DW92
353153.XP_819260.1	Q4DY07
353153.XP_819309.1	Q4DY55
353153.XP_819593.1	Q4DZ18
353153.XP_820844.1	Q4E2K7
353153.XP_821066.1	Q4E337
353153.XP_821055.1	Q4E348
353153.XP_821083.1	Q4E378
353153.XP_821082.1	Q4E379
353153.XP_821245.1	Q4E3M5
353153.XP_821484.1	Q4E4D0
353153.XP_821719.1	Q4E4Z8
353153.XP_821713.1	Q4E505
353153.XP_821952.1	Q4E5M8
353153.XP_802154.1	Q4CKA6
353153.XP_814391.1	Q4DJ36
353153.XP_804700.1	Q4CRE7
353153.XP_804865.1	Q4CRW2
353153.XP_806912.1	Q4CXQ4
353153.XP_806976.1	Q4CXX0
353153.XP_807012.1	Q4CY09
353153.XP_808959.1	Q4D3K6
353153.XP_811205.1	Q4D9Z5
353153.XP_811232.1	Q4DA22
353153.XP_816270.1	Q4DPG7
353153.XP_816334.1	Q4DPM3
353153.XP_816543.1	Q4DQ90
353153.XP_817447.1	Q4DSW7
353153.XP_818060.1	Q4DUK8
353153.XP_818292.1	Q4DV89
353153.XP_818312.1	Q4DVB2
353153.XP_818419.1	Q4DVM0
353153.XP_818602.1	Q4DW35
353153.XP_818587.1	Q4DW47
353153.XP_820061.1	Q4E0B1
353153.XP_820294.1	Q4E0W2
353153.XP_804156.1	Q4CPV4
353153.XP_805066.1	Q4CSG2
353153.XP_805762.1	Q4CUF9
353153.XP_807459.1	Q4CZA6
353153.XP_811144.1	Q4D9U0
353153.XP_809625.1	Q4D5G7
353153.XP_814257.1	Q4DIQ4
353153.XP_819470.1	Q4DYJ2
353153.XP_820697.1	Q4E276
353153.XP_806145.1	Q4CVJ0
353153.XP_807624.1	Q4CZS4
353153.XP_821674.1	Q4E4Z0
353153.XP_808090.1	Q4D137
353153.XP_817410.1	Q4DSP7
353153.XP_819159.1	Q4DXR8
353153.XP_819435.1	Q4DYG4
353153.XP_819850.1	Q4DZS4
353153.XP_817111.1	Q4DRV6
353153.XP_817212.1	Q4DS63
353153.XP_817445.1	Q4DST1
353153.XP_817536.1	Q4DT31
353153.XP_817571.1	Q4DT79
353153.XP_819029.1	Q4DXB9
353153.XP_819403.1	Q4DYD9
353153.XP_819401.1	Q4DYE1
353153.XP_820145.1	Q4E0J0
353153.XP_820750.1	Q4E279
353153.XP_820776.1	Q4E298
353153.XP_820892.1	Q4E2L7
353153.XP_820906.1	Q4E2S1
353153.XP_821450.1	Q4E4A4
353153.XP_821602.1	Q4E4N7
353153.XP_821746.1	Q4E547
353153.XP_821865.1	Q4E5D2
353153.XP_821948.1	Q4E5N3
353153.XP_821961.1	Q4E5Q4
353153.XP_821933.1	Q4E5R9
353153.XP_808443.1	Q4D245
353153.XP_808487.1	Q4D284
353153.XP_821086.1	Q4E375
353153.XP_812321.1	Q4DD67
353153.XP_817504.1	Q4DSZ7
353153.XP_806545.1	Q4CWP7
353153.XP_819441.1	Q4DYI4
353153.XP_809752.1	Q4D5U0
353153.XP_814750.1	Q4DK33
353153.XP_802155.1	Q4CKA7
353153.XP_802479.1	Q4CL81
353153.XP_804803.1	Q4CRQ0
353153.XP_817076.1	Q4DRU3
353153.XP_804930.1	Q4CS26
353153.XP_806453.1	Q4CWF2
353153.XP_812927.1	Q4DEW9
353153.XP_815443.1	Q4DM56
353153.XP_804043.1	Q4CPJ1
353153.XP_807454.1	Q4CZA1
353153.XP_816785.1	Q4DQX3
353153.XP_803298.1	Q4CNK0
353153.XP_803488.1	Q4CNV7
353153.XP_804292.1	Q4CQ87
353153.XP_804374.1	Q4CQH5
353153.XP_805108.1	Q4CSK5
353153.XP_805673.1	Q4CU70
353153.XP_806356.1	Q4CW55
353153.XP_806636.1	Q4CWY6
353153.XP_807991.1	Q4D0T7
353153.XP_808287.1	Q4D1M6
353153.XP_808561.1	Q4D2F6
353153.XP_808919.1	Q4D3G9
353153.XP_810503.1	Q4D7Z6
353153.XP_810577.1	Q4D882
353153.XP_810732.1	Q4D8M7
353153.XP_812545.1	Q4DDT6
353153.XP_813045.1	Q4DF84
353153.XP_813824.1	Q4DHH5
353153.XP_814839.1	Q4DKF0
353153.XP_814965.1	Q4DKP8
353153.XP_820437.1	Q4E1B9
353153.XP_807268.1	Q4CYR7
353153.XP_807316.1	Q4CYW5
353153.XP_807354.1	Q4CZ02
353153.XP_807388.1	Q4CZ34
353153.XP_808660.1	Q4D2Q9
353153.XP_810699.1	Q4D8K6
353153.XP_810751.1	Q4D8P5
353153.XP_810831.1	Q4D8X7
353153.XP_811427.1	Q4DAN4
353153.XP_811661.1	Q4DBC0
353153.XP_811735.1	Q4DBI6
353153.XP_811833.1	Q4DBS6
353153.XP_812100.1	Q4DCJ3
353153.XP_812361.1	Q4DDA4
353153.XP_812631.1	Q4DE37
353153.XP_812866.1	Q4DEQ0
353153.XP_814098.1	Q4DI90
353153.XP_814879.1	Q4DKH7
353153.XP_815400.1	Q4DLZ5
353153.XP_805932.1	Q4CUY2
353153.XP_807704.1	Q4CZZ9
353153.XP_809370.1	Q4D4R9
353153.XP_802757.1	Q4CM09
353153.XP_803041.1	Q4CMU3
353153.XP_820417.1	Q4CPX8
353153.XP_804414.1	Q4CQL1
353153.XP_805163.1	Q4CSR2
353153.XP_805328.1	Q4CT75
353153.XP_805439.1	Q4CTI5
353153.XP_805548.1	Q4CTU4
353153.XP_805564.1	Q4CTW3
353153.XP_805579.1	Q4CTX5
353153.XP_805733.1	Q4CUD0
353153.XP_805890.1	Q4CUT7
353153.XP_805936.1	Q4CUY5
353153.XP_806208.1	Q4CVQ5
353153.XP_806419.1	Q4CWB8
353153.XP_806425.1	Q4CWC2
353153.XP_806426.1	Q4CWC3
353153.XP_806478.1	Q4CWI0
353153.XP_806641.1	Q4CWZ3
353153.XP_807539.1	Q4CZI5
353153.XP_807565.1	Q4CZK8
353153.XP_807730.1	Q4D032
353153.XP_808082.1	Q4D128
353153.XP_808392.1	Q4D1Y9
353153.XP_808412.1	Q4D213
353153.XP_808690.1	Q4D2U3
353153.XP_810167.1	Q4D713
353153.XP_817160.1	Q4DS09
353153.XP_804154.1	Q4CPV1
353153.XP_807768.1	Q4D064
353153.XP_808222.1	Q4D1H6
353153.XP_811859.1	Q4DBV5
353153.XP_820900.1	Q4E2S7
353153.XP_806286.1	Q4CVY5
353153.XP_808735.1	Q4D2Y0
353153.XP_812667.1	Q4DE67
353153.XP_817817.1	Q4DTW8
353153.XP_818619.1	Q4DW64
353153.XP_806461.1	Q4CWG0
353153.XP_806680.1	Q4CX28
353153.XP_806739.1	Q4CX87
353153.XP_807400.1	Q4CZ47
353153.XP_807598.1	Q4CZP7
353153.XP_807950.1	Q4D0P8
353153.XP_808317.1	Q4D1R4
353153.XP_811414.1	Q4D8K7
353153.XP_811471.1	Q4DAS4
353153.XP_811836.1	Q4DBU7
353153.XP_812040.1	Q4DCD3
353153.XP_812139.1	Q4DCN7
353153.XP_813211.1	Q4DFR2
353153.XP_814023.1	Q4DI18
353153.XP_802436.1	Q4CL38
353153.XP_802486.1	Q4CL89
353153.XP_802783.1	Q4CM35
353153.XP_802968.1	Q4CML9
353153.XP_806424.1	Q4CMU1
353153.XP_803209.1	Q4CNB1
353153.XP_803548.1	Q4CNX9
353153.XP_803908.1	Q4CP56
353153.XP_803927.1	Q4CP73
353153.XP_806023.1	Q4CV72
353153.XP_806074.1	Q4CVB9
353153.XP_806230.1	Q4CVS6
353153.XP_806315.1	Q4CW15
353153.XP_806646.1	Q4CWY8
353153.XP_806675.1	Q4CX19
353153.XP_806672.1	Q4CX22
353153.XP_806760.1	Q4CXB2
353153.XP_807494.1	Q4CZD9
353153.XP_808358.1	Q4D1V4
353153.XP_808447.1	Q4D244
353153.XP_808486.1	Q4D282
353153.XP_808620.1	Q4D2L5
353153.XP_808638.1	Q4D2M8
353153.XP_808672.1	Q4D2S2
353153.XP_808734.1	Q4D2Y1
353153.XP_809230.1	Q4D4C8
353153.XP_810189.1	Q4D733
353153.XP_810260.1	Q4D7A7
353153.XP_810337.1	Q4D7I5
353153.XP_810657.1	Q4D8G2
353153.XP_811694.1	Q4DBE6
353153.XP_811975.1	Q4DC67
353153.XP_812103.1	Q4DCK5
353153.XP_813101.1	Q4DFF4
353153.XP_813238.1	Q4DFT4
353153.XP_813274.1	Q4DFW0
353153.XP_813552.1	Q4DGP3
353153.XP_813774.1	Q4DHB1
353153.XP_814033.1	Q4DI30
353153.XP_814563.1	Q4DJL2
353153.XP_815103.1	Q4DL60
353153.XP_815245.1	Q4DLJ4
353153.XP_816897.1	Q4DRA7
353153.XP_817306.1	Q4DSE9
353153.XP_806098.1	Q4CVE2
353153.XP_810105.1	Q4D6V0
353153.XP_810062.1	Q4D6Q7
353153.XP_817810.1	Q4DTV0
353153.XP_802652.1	Q4CLQ4
353153.XP_814454.1	Q4DJ92
353153.XP_820249.1	Q4E0S6
353153.XP_802355.1	Q4CKV6
353153.XP_802506.1	Q4CLA9
353153.XP_810170.1	Q4D714
353153.XP_816936.1	Q4DRD9
353153.XP_808185.1	Q4D1C9
353153.XP_804898.1	Q4CRZ6
353153.XP_807280.1	Q4CYT3
353153.XP_816220.1	Q4DPC8
353153.XP_820680.1	Q4E240
353153.XP_821923.1	Q4E5S4
353153.XP_802283.1	Q4CKN5
353153.XP_802451.1	Q4CL54
353153.XP_803463.1	Q4CNU1
353153.XP_805107.1	Q4CSK3
353153.XP_805618.1	Q4CU16
353153.XP_808644.1	Q4D2N8
353153.XP_809506.1	Q4D556
353153.XP_812304.1	Q4DD46
353153.XP_813934.1	Q4DHT8
353153.XP_814103.1	Q4DIA9
353153.XP_814466.1	Q4DJD1
353153.XP_818350.1	Q4DVE7
353153.XP_819330.1	Q4DY64
353153.XP_819399.1	Q4DYE3
353153.XP_819497.1	Q4DYQ3
353153.XP_812955.1	Q4DEZ2
353153.XP_821379.1	Q4E442
353153.XP_806944.1	Q4CXT9
353153.XP_807357.1	Q4CZ06
353153.XP_820266.1	Q4E0Z1
353153.XP_802353.1	Q4CKV5
353153.XP_808737.1	Q4D2X8
353153.XP_809594.1	Q4D5E3
353153.XP_810845.1	Q4D8Z0
353153.XP_811496.1	Q4DAU8
353153.XP_811745.1	Q4DBJ7
353153.XP_812501.1	Q4DDQ5
353153.XP_815602.1	Q4DMJ0
353153.XP_809617.1	Q4D5H5
353153.XP_819244.1	Q4DXW9
353153.XP_802209.1	Q4CKG1
353153.XP_804920.1	Q4CS15
353153.XP_805681.1	Q4CU75
353153.XP_806846.1	Q4CXJ3
353153.XP_817468.1	Q4DSU5
353153.XP_817875.1	Q4DU23
353153.XP_820393.1	Q4E199
353153.XP_820635.1	Q4E1Z7
353153.XP_814364.1	Q4DJ13
353153.XP_805516.1	Q4CTR3
353153.XP_807033.1	Q4CY33
353153.XP_807058.1	Q4CY57
353153.XP_813621.1	Q4DGX0
353153.XP_804431.1	Q4CQM8
353153.XP_814282.1	Q4DIS8
353153.XP_817772.1	Q4DTU4
353153.XP_818951.1	Q4DX39
353153.XP_820711.1	Q4E260
353153.XP_809793.1	Q4D5Z2
353153.XP_802998.1	Q4CMP9
353153.XP_804588.1	Q4CR36
353153.XP_805607.1	Q4CU08
353153.XP_806465.1	Q4CWG4
353153.XP_807345.1	Q4CYY6
353153.XP_808685.1	Q4D2T3
353153.XP_810917.1	Q4D961
353153.XP_811318.1	Q4DAB5
353153.XP_802918.1	Q4CMG9
353153.XP_814188.1	Q4DII2
353153.XP_805423.1	Q4CTH2
353153.XP_805966.1	Q4CV12
353153.XP_806019.1	Q4CV64
353153.XP_813918.1	Q4DHR5
353153.XP_815595.1	Q4DMJ7
353153.XP_819270.1	Q4DY16
353153.XP_802476.1	Q4CL79
353153.XP_802628.1	Q4CLM9
353153.XP_803256.1	Q4CNF9
353153.XP_803310.1	Q4CNL2
353153.XP_805411.1	Q4CTF9
353153.XP_805593.1	Q4CTZ0
353153.XP_807303.1	Q4CYV2
353153.XP_808944.1	Q4D3I5
353153.XP_809344.1	Q4D4P6
353153.XP_809379.1	Q4D4S6
353153.XP_811429.1	Q4DAN2
353153.XP_811447.1	Q4DAP2
353153.XP_811602.1	Q4DB45
353153.XP_811920.1	Q4DC17
353153.XP_812003.1	Q4DC92
353153.XP_812102.1	Q4DCK6
353153.XP_812171.1	Q4DCS9
353153.XP_812565.1	Q4DDV3
353153.XP_812556.1	Q4DDW3
353153.XP_813113.1	Q4DFG5
353153.XP_813253.1	Q4DFT8
353153.XP_813687.1	Q4DH30
353153.XP_814124.1	Q4DIB6
353153.XP_814215.1	Q4DIK4
353153.XP_814291.1	Q4DIU7
353153.XP_814440.1	Q4DJ87
353153.XP_814672.1	Q4DJX3
353153.XP_814707.1	Q4DK18
353153.XP_814746.1	Q4DK35
353153.XP_814792.1	Q4DKA3
353153.XP_815021.1	Q4DKV7
353153.XP_815337.1	Q4DLT9
353153.XP_815399.1	Q4DLZ6
353153.XP_821056.1	Q4E347
353153.XP_821328.1	Q4E3W6
353153.XP_802446.1	Q4CL48
353153.XP_802498.1	Q4CL99
353153.XP_802803.1	Q4CM56
353153.XP_803320.1	Q4CNM2
353153.XP_803362.1	Q4CNR6
353153.XP_803494.1	Q4CNW5
353153.XP_804004.1	Q4CPF1
353153.XP_804135.1	Q4CPT1
353153.XP_804206.1	Q4CQ01
353153.XP_804283.1	Q4CQ83
353153.XP_804312.1	Q4CQB0
353153.XP_805452.1	Q4CTJ8
353153.XP_805945.1	Q4CUZ7
353153.XP_806006.1	Q4CV51
353153.XP_806150.1	Q4CVJ5
353153.XP_806383.1	Q4CW81
353153.XP_806651.1	Q4CX05
353153.XP_806701.1	Q4CX51
353153.XP_807110.1	Q4CYA3
353153.XP_808397.1	Q4D1Z4
353153.XP_808535.1	Q4D2D3
353153.XP_808548.1	Q4D2E6
353153.XP_808594.1	Q4D2I9
353153.XP_808659.1	Q4D2Q8
353153.XP_808681.1	Q4D2S6
