158878.SAV2344	P65414
158878.SAV2640	Q99QZ8
158878.SAV1970	Q931L6
158878.SAV2692	Q99QU9
158878.SAV2429	Q99RK3
158878.SAV1917	Q99SX0
158878.SAV1726	Q99TD8
158878.SAV1665	Q99TJ6
158878.SAV0670	Q99VV1
158878.SAV2522	Q99RB3
158878.SAV2453	Q99RH9
158878.SAV1171	Q99UT9
158878.SAV0810	Q99VJ5
158878.SAV2559	Q99R78
158878.SAV1802	Q99T68
158878.SAV0181	Q99X40
158878.SAV1214	Q99UQ4
158878.SAV0371	Q99WK6
158878.SAV1963	Q99SS8
158878.SAV1600	Q99TP9
158878.SAV0430	Q99WH2
158878.SAV2316	Q99RV7
158878.SAV0432	Q99WH0
158878.SAV1167	Q931T3
158878.SAV1534	Q99TW0
158878.SAV0312	Q99WR4
158878.SAV2432	Q99RK0
158878.SAV2175	Q99S91
158878.SAV2471	Q99RG2
158878.SAV0301	Q99WS6
158878.SAV1468	Q99U21
158878.SAV1291	Q99UI2
158878.SAV2696	Q99QU6
158878.SAV1022	Q99V71
158878.SAV2568	Q99R70
158878.SAV1460	Q99U29
158878.SAV0060	Q932L3
158878.SAV2166	Q99S99
158878.SAV0168	Q99X53
158878.SAV0107	Q99XA6
158878.SAV0649	Q7A2V7
158878.SAV1629	Q99TM0
158878.SAV0977	Q99VB3
158878.SAV0506	Q99W97
158878.SAV1385	Q99U97
158878.SAV2377	Q99RQ0
158878.SAV2044	Q99SK8
158878.SAV1051	Q99V42
158878.SAV2414	Q7A2L4
158878.SAV0084	Q7A2Z1
158878.SAV2037	Q7A2N4
158878.SAV1190	Q7A2S5
158878.SAV1249	Q99UM2
158878.SAV0396	Q7A2X1
158878.SAV2297	Q7A2P1
158878.SAV1935	Q7A2P7
158878.SAV1062	Q7A2S9
158878.SAV1662	Q99TJ9
158878.SAV2452	Q7A2L3
158878.SAV2298	Q7A2P0
158878.SAV0115	Q7A2Y7
158878.SAV2279	Q931G3
158878.SAVP022	Q7A2J7
158878.SAV2135	Q99SC4
158878.SAV2322	Q99RV1
158878.SAV2101	Q99SF7
158878.SAV0064	Q7A2Z6
158878.SAV0124	Q932K8
158878.SAV1040	Q99V53
158878.SAV0306	Q99WS1
158878.SAV1681	Q931P9
158878.SAV2427	Q99RK5
158878.SAV2261	Q99S10
158878.SAV0897	Q931X5
158878.SAV0780	Q932E7
158878.SAVP025	Q932M6
158878.SAV0895	Q931X7
158878.SAV0800	Q932D2
158878.SAV0379	Q99WJ8
158878.SAV0785	Q932E3
158878.SAV0422	Q99WI1
158878.SAV0875	Q931Z7
158878.SAV0613	Q99VZ9
158878.SAV0867	Q932A5
158878.SAV0783	Q932E5
158878.SAV1394	Q99U90
158878.SAV0172	Q99X49
158878.SAV0413	Q932H3
158878.SAV2321	Q99RV2
158878.SAV0029	Q932L8
158878.SAV0033	Q99XE6
158878.SAV1142	Q99UW3
158878.SAV0716	Q99VQ7
158878.SAV0246	Q99WX7
158878.SAV0109	Q99XA4
158878.SAV1646	Q931Q2
158878.SAV1147	Q99UV9
158878.SAV2421	Q931F3
158878.SAV0893	Q931X9
158878.SAV0888	Q931Y4
158878.SAV1087	Q99V11
158878.SAV0274	Q99WV2
158878.SAV0928	Q99VE9
158878.SAV0058	Q99XD7
158878.SAV1770	Q99T99
158878.SAV1322	Q99UF4
158878.SAV0862	Q932B0
158878.SAV1819	Q931N4
158878.SAV2308	Q99RW5
158878.SAV0922	Q99VF4
158878.SAV1829	Q99T47
158878.SAV0448	Q99WF4
158878.SAV0788	Q932E0
158878.SAV0405	Q932I1
158878.SAV1309	Q7A2S4
158878.SAV0912	Q931W0
158878.SAV0935	Q99VE6
158878.SAV2582	Q99R56
158878.SAV1359	Q99UC0
158878.SAV0344	Q99WN3
158878.SAV1803	Q99T67
158878.SAV2570	Q99R68
158878.SAV1206	Q99UR2
158878.SAV0067	Q99XD5
158878.SAV1430	Q99U58
158878.SAV0658	Q99VW3
158878.SAV1985	Q931K2
158878.SAV1661	Q99TK0
158878.SAV2435	Q99RJ7
158878.SAV2207	Q99S62
158878.SAV2028	Q99SL8
158878.SAV0429	Q99WH3
158878.SAV0066	Q932L2
158878.SAV2610	Q99R27
158878.SAV0302	Q99WS5
158878.SAV2662	Q99QX6
158878.SAV0690	Q99VT1
158878.SAV0477	Q99WC6
158878.SAV2214	Q99S55
158878.SAV1442	Q99U46
158878.SAV0603	Q99W09
158878.SAV2201	Q99S68
158878.SAV2633	Q99R04
158878.SAV1432	Q99U56
158878.SAV1775	Q931N6
158878.SAV2428	Q99RK4
158878.SAV2042	Q99SL0
158878.SAV1208	Q99UR0
158878.SAV0642	Q99VX5
158878.SAV2040	Q931H8
158878.SAV1960	Q99ST1
158878.SAV1050	Q931U6
158878.SAV2206	Q99S63
158878.SAV1013	Q99V79
158878.SAV2513	Q99RC2
158878.SAV1762	Q99TA6
158878.SAV0527	Q99W76
158878.SAV0304	Q99WS3
158878.SAV2202	Q99S67
158878.SAV2338	Q99RT5
158878.SAV0909	Q931W3
158878.SAV0744	Q99VN0
158878.SAV1738	Q99TC6
158878.SAV1806	Q99T64
158878.SAV0434	Q99WG8
158878.SAV1356	Q99UC3
158878.SAV0250	Q99WX3
158878.SAV2517	Q99RB8
158878.SAV1857	Q99T21
158878.SAV0049	Q7A301
158878.SAV2639	Q99QZ9
158878.SAV0087	Q99XC5
158878.SAV2619	Q99R18
158878.SAV0638	Q932F3
158878.SAV0674	Q99VU7
158878.SAV2683	Q99QV8
158878.SAV2326	Q99RU7
158878.SAV2294	Q99RX8
158878.SAV1019	Q99V73
158878.SAV0643	Q99VX4
158878.SAV0154	Q99X63
158878.SAV1925	Q99SW3
158878.SAV2284	Q99RY8
158878.SAV2257	Q99S14
158878.SAV1552	Q99TU2
158878.SAV1490	Q99U00
158878.SAV0589	Q99W22
158878.SAV0295	Q99WT2
158878.SAV0820	Q99VI6
158878.SAV0555	Q99W54
158878.SAV2176	Q99S90
158878.SAV1727	Q99TD7
158878.SAV2287	Q99RY5
158878.SAV0874	Q931Z8
158878.SAV2641	Q99QZ7
158878.SAV0157	Q99X62
158878.SAV0883	Q931Y9
158878.SAV0804	Q932C8
158878.SAV2390	Q99RN9
158878.SAV1282	Q99UJ0
158878.SAV0425	Q99WH7
158878.SAV2660	Q99QX8
158878.SAV0676	Q99VU5
158878.SAV0347	Q99WN0
158878.SAV0329	Q99WP7
158878.SAV2404	Q99RM5
158878.SAV1602	Q99TP7
158878.SAV2433	Q99RJ9
158878.SAV2519	Q99RB6
158878.SAV0841	Q99VG4
158878.SAV0129	Q99X86
158878.SAV2450	Q99RI1
158878.SAV0059	Q7A300
158878.SAV2483	Q99RF0
158878.SAV0906	Q931W6
158878.SAV0410	Q932H6
158878.SAV2402	Q99RM7
158878.SAV2213	Q99S56
158878.SAV1110	Q99UZ2
158878.SAV0128	Q99X87
158878.SAV2373	Q99RQ4
158878.SAV0021	Q99XF1
158878.SAV0454	Q99WE8
158878.SAV0460	Q932G6
158878.SAV0824	Q99VI2
158878.SAV0847	Q932C3
158878.SAV0346	Q99WN1
158878.SAV1749	Q99TB5
158878.SAV0615	Q99VZ7
158878.SAV1574	Q931Q9
158878.SAV2637	Q99R00
158878.SAV0095	Q99XB7
158878.SAV2547	Q99R89
158878.SAV2033	Q99SL4
158878.SAV0698	Q99VS4
158878.SAV1132	Q99UX2
158878.SAV2149	Q99SB0
158878.SAV0902	Q931X0
158878.SAV0807	Q99VJ8
158878.SAV1508	Q99TY5
158878.SAV0839	Q99VG6
158878.SAV1034	Q99V59
158878.SAV0193	Q99X28
158878.SAVP003	Q932P2
158878.SAV2401	Q99RM8
158878.SAV2395	Q99RN4
158878.SAV1459	Q99U30
158878.SAV1332	Q99UE4
158878.SAV0204	Q99X17
158878.SAV0014	Q99XF7
158878.SAV0156	Q7A2Y2
158878.SAV2532	Q99RA3
158878.SAV2468	Q99RG5
158878.SAV1609	Q99TP0
158878.SAV1026	Q99V67
158878.SAV0689	Q99VT2
158878.SAV1660	Q99QS3
158878.SAV2327	Q99RU6
158878.SAV0471	Q99WD2
158878.SAV2440	Q99RJ1
158878.SAV1098	Q99V04
158878.SAV0530.1	Q7A2W4
158878.SAV0062	Q7A2Z8
158878.SAV0727	Q99VP6
158878.SAV0474	Q99WC9
158878.SAV2661	Q99QX7
158878.SAV2704	Q7A2K1
158878.SAV2655	Q99QY3
158878.SAV1326	Q99UF0
158878.SAV2593	Q99R45
158878.SAV1086	Q99V12
158878.SAV1794	Q99T76
158878.SAV0679	Q99VU2
158878.SAV2209	Q99S60
158878.SAV1348	Q931S4
158878.SAV2591	Q99R47
158878.SAV1485	Q99U05
158878.SAV1082	Q99V15
158878.SAV0119	Q99X96
158878.SAV0487	Q99WB6
158878.SAV0257	Q99WW6
158878.SAV2025	Q931I0
158878.SAV1486	Q931R5
158878.SAV1789	Q99T80
158878.SAV0300	Q99WS7
158878.SAV0151	Q99X65
158878.SAVP004	Q932P1
158878.SAV0597	Q99W15
158878.SAV0485	Q99WB8
158878.SAV0197	Q99X24
158878.SAV1103	Q99UZ9
158878.SAV1506	Q99TY7
158878.SAV2444	Q99RI7
158878.SAV2459	Q99RH3
158878.SAV1181	Q99UT1
158878.SAV1691	Q99TH1
158878.SAV0908	Q931W4
158878.SAV2608	Q99R29
158878.SAV1638	Q99TL5
158878.SAV1482	Q99U08
158878.SAV1814	Q99T59
158878.SAV0357	Q99WM0
158878.SAV0158	Q99X61
158878.SAV0803	Q932C9
158878.SAV0851	Q932B9
158878.SAV2698	Q99QU4
158878.SAV1773	Q99T96
158878.SAV1894	Q99SZ2
158878.SAV1077	Q99V20
158878.SAV2085	Q99SH2
158878.SAV0745	Q99VM9
158878.SAV0601	Q99W11
158878.SAV0470	Q99WD3
158878.SAV0791	Q932D7
158878.SAV1974	Q931L2
158878.SAV1081	Q99V16
158878.SAV0629	Q99VY5
158878.SAV0242	Q99WY1
158878.SAV0147	Q99X68
158878.SAV0858	Q932B4
158878.SAV2697	Q99QU5
158878.SAV1817	Q99T56
158878.SAV1487	Q99U03
158878.SAV0080	Q7A2Z3
158878.SAV0355	Q99WM2
158878.SAV1545	Q99TU9
158878.SAV0518	Q99W85
158878.SAV2528	Q99RA7
158878.SAV1868	Q99T11
158878.SAV0456	Q99WE6
158878.SAV2055	Q99SJ7
158878.SAV2658	Q99QY0
158878.SAV2537	Q99R98
158878.SAV2012	Q7A2P3
158878.SAV2686	Q99QV5
158878.SAV1995	Q931J3
158878.SAV0349	Q99WM8
158878.SAV2590	Q99R48
158878.SAV2494	Q99RD9
158878.SAV0370	Q99WK7
158878.SAV1994	Q931J4
158878.SAV1484	Q99U06
158878.SAV2636	Q99R01
158878.SAV1934	Q99SV4
158878.SAV2460	Q99RH2
158878.SAV2073	Q7A2N2
158878.SAV2470	Q99RG3
158878.SAV0608	Q99W04
158878.SAVP033	Q932M2
158878.SAV1746	Q99TB8
158878.SAV0023	Q932L9
158878.SAV0102	Q99XB0
158878.SAV1982	Q99SR0
158878.SAV0144	Q99X71
158878.SAV0854	Q932B7
158878.SAV0787	Q932E1
158878.SAV0229	Q99WZ4
158878.SAV2210	Q99S59
158878.SAV1822	Q99T51
158878.SAV1532	Q99TW2
158878.SAV1531	Q99TW3
158878.SAV0225	Q99WZ8
158878.SAV0045	Q99XE1
158878.SAV2648	Q99QZ0
158878.SAV1207	Q99UR1
158878.SAV0299	Q99WS8
158878.SAV1104	Q99UZ8
158878.SAV0789	Q932D9
158878.SAV1949	Q931M3
158878.SAV1433	Q99U55
158878.SAV0233	Q932K1
158878.SAV1248	Q99QS4
158878.SAV1890	Q99SZ6
158878.SAV1903	Q99SY4
158878.SAV1907	Q99SY0
158878.SAV0651	Q99VX0
158878.SAV0082	Q99XC8
158878.SAV0884	Q931Y8
158878.SAV0943	Q99VD8
158878.SAV1608	Q99TP1
158878.SAV0118	Q99X97
158878.SAV2382	Q99RP7
158878.SAV2208	Q99S61
158878.SAV2506	Q99RC9
158878.SAV1722	Q99TE2
158878.SAV0923	Q99VF3
158878.SAV0176	Q99X45
158878.SAV1997	Q931J1
158878.SAV1886	Q7A2P9
158878.SAV0645	Q7A2V6
158878.SAV1419	Q99U68
158878.SAV0179	Q99X42
158878.SAV2393	Q99RN6
158878.SAV0835	Q99VH0
158878.SAV1992	Q931J6
158878.SAV2576	Q99R62
158878.SAV2531	Q99RA4
158878.SAV2179	Q99S87
158878.SAV2677	Q99QW4
158878.SAV2529	Q99RA6
158878.SAV0956	Q99VD2
158878.SAV2011	Q7A2N8
158878.SAV0646	Q7A2V5
158878.SAV0635	Q99VY0
158878.SAV2260	Q99S11
158878.SAV0523	Q99W80
158878.SAV1805	Q99T65
158878.SAV1338	Q99UD8
158878.SAV0999	Q99V91
158878.SAV1815	Q99T58
158878.SAV0850	Q932C0
158878.SAV1754	Q99TB2
158878.SAV1613	Q99TN6
158878.SAV0735	Q99VN9
158878.SAV0383	Q99WJ5
158878.SAV0214	Q99X08
158878.SAV1676	Q99TI5
158878.SAV0245	Q99WX8
158878.SAV0713	Q99VR0
158878.SAV0180	Q99X41
158878.SAV0868	Q932A4
158878.SAV0859	Q932B3
158878.SAV0849	Q932C1
158878.SAV2551	Q99R85
158878.SAV1154	Q99UV3
158878.SAV2371	Q99RQ6
158878.SAV2286	Q99RY6
158878.SAV1280	Q99UJ2
158878.SAV1012	Q99V80
158878.SAV0918	Q99VF8
158878.SAV0733	Q99VP1
158878.SAV0656	Q99VW5
158878.SAV0585	Q99W26
158878.SAV0419	Q99WI4
158878.SAV1953	Q931M2
158878.SAV2252	Q99S19
158878.SAV1431	Q99U57
158878.SAV0362	Q99WL5
158878.SAV0114	Q99XA0
158878.SAV1757	Q931P0
158878.SAV0293	Q932J7
158878.SAV2512	Q99RC3
158878.SAV1166	Q99UU3
158878.SAV1502	Q99TZ1
158878.SAV1168	Q99UU1
158878.SAV0392	Q7A2X3
158878.SAV0314	Q99WR2
158878.SAV0890	Q931Y2
158878.SAVP028	Q932M4
158878.SAV2406	Q99RM3
158878.SAV2084	Q99SH3
158878.SAV0708	Q99VR5
158878.SAV0693	Q99VS8
158878.SAV0352	Q99WM5
158878.SAV2002	Q931I7
158878.SAV0919	Q99VF7
158878.SAV2438	Q931F1
158878.SAV2629	Q99R08
158878.SAV1569	Q99TS7
158878.SAV0757	Q99VL8
158878.SAV1961	Q99ST0
158878.SAV0083	Q99XC7
158878.SAV1637	Q99TL6
158878.SAV1164	Q99UU5
158878.SAV0671	Q99VV0
158878.SAV2253	Q99S18
158878.SAV0618	Q99VZ5
158878.SAV1964	Q99SS7
158878.SAV1652	Q99TK1
158878.SAV0945	Q99VD6
158878.SAV0516	Q99W87
158878.SAV0426	Q99WH6
158878.SAV0267	Q99WV8
158878.SAV1859	Q99T19
158878.SAV0584	Q99W27
158878.SAV2588	Q99R50
158878.SAV1946	Q99SU5
158878.SAV1930	Q99SV8
158878.SAV0801	Q932D1
158878.SAV0348	Q99WM9
158878.SAV0228	Q99WZ5
158878.SAV2626	Q99R11
158878.SAV0763	Q99VL3
158878.SAV0125	Q99X90
158878.SAV2670	Q99QX1
158878.SAV2439	Q99RJ2
158878.SAV0609	Q99W03
158878.SAV1548	Q931R0
158878.SAV2621	Q99R16
158878.SAV0904	Q931W8
158878.SAV1956	Q99ST5
158878.SAV1489	Q99U01
158878.SAV2188	Q99S79
158878.SAV0921	Q99VF5
158878.SAV2700	Q99QU2
158878.SAV0160	Q7A2Y1
158878.SAV2050	Q99SK2
158878.SAV0296	Q99WT1
158878.SAV2263	Q99S09
158878.SAV1194	Q99US3
158878.SAV0094	Q99XB8
158878.SAV1990	Q931J8
158878.SAV1865	Q99T14
158878.SAV2585	Q99R53
158878.SAV2534	Q99RA1
158878.SAV1924	Q99SW4
158878.SAV2411	Q7A2L5
158878.SAV2200	Q99S69
158878.SAV1590	Q99TQ9
158878.SAV0117	Q99X98
158878.SAV1461	Q99U28
158878.SAV0321	Q99WQ5
158878.SAV0198	Q99X23
158878.SAV2126	Q99SD2
158878.SAV2259	Q99S12
158878.SAV0078	Q99XD0
158878.SAV0898	Q931X4
158878.SAV0860	Q932B2
158878.SAV0411	Q932H5
158878.SAV2511	Q931E8
158878.SAV0692	Q99VS9
158878.SAV1648	Q99TK5
158878.SAV0696	Q99VS6
158878.SAV0449	Q99WF3
158878.SAV2475	Q99RF8
158878.SAV0886	Q931Y6
158878.SAV0972	Q99VB8
158878.SAV0497	Q99WA6
158878.SAV2601	Q99R36
158878.SAV1877	Q99T04
158878.SAV0427	Q99WH5
158878.SAV2185	Q931G7
158878.SAV0871	Q932A1
158878.SAV2659	Q99QX9
158878.SAV2604	Q99R33
158878.SAV0065	Q7A2Z5
158878.SAV0395	Q932J0
158878.SAV0586	Q99W25
158878.SAV2024	Q99SM2
158878.SAV0178	Q99X43
158878.SAV2574	Q99R64
158878.SAV2422	Q99RL0
158878.SAV1417	Q99U70
158878.SAV1954	Q931M1
158878.SAV1541	Q99TV3
158878.SAV2123	Q99SD5
158878.SAV0452	Q99WF0
158878.SAV2174	Q99S92
158878.SAV1175	Q99UT5
158878.SAV1849	Q99T29
158878.SAV2458	Q99RH4
158878.SAV2627	Q99R10
158878.SAV2521	Q99RB4
158878.SAV1010	Q99V81
158878.SAV0610	Q99W02
158878.SAV1761	Q99TA7
158878.SAV2430	Q99RK2
158878.SAV1024	Q99V69
158878.SAV0433	Q99WG9
158878.SAV1267	Q99UK5
158878.SAV2437	Q931F2
158878.SAV1314	Q99UG1
158878.SAV0400	Q932I6
158878.SAV1008	Q99V83
158878.SAV0927	Q99VF0
158878.SAV0459	Q99WE3
158878.SAV0899	Q931X3
158878.SAV0714	Q932E8
158878.SAV2594	Q99R44
158878.SAV1626	Q99TM3
158878.SAV0694	Q99VS7
158878.SAV2013	Q931I2
158878.SAV1119	Q931T7
158878.SAV1315	Q99UG0
158878.SAV1085	Q99V13
158878.SAV2340	Q99RT3
158878.SAV2307	Q99RW6
158878.SAV1728	Q99TD6
158878.SAV0028	Q99QT0
158878.SAV1758	Q931N9
158878.SAV2277	Q99RZ5
158878.SAV0564	Q99W45
158878.SAV0424	Q99WH9
158878.SAV0882	Q931Z0
158878.SAV0408	Q932H8
158878.SAV0403	Q932I3
158878.SAV0280	Q99WU6
158878.SAV2707	Q99QT8
158878.SAV2162	Q7A2M8
158878.SAV2183	Q99S84
158878.SAV1437	Q99U51
158878.SAV0982	Q99VA8
158878.SAV0265	Q99WW0
158878.SAV2157	Q99SA2
158878.SAV0345	Q99WN2
158878.SAV0877	Q931Z5
158878.SAV2345	Q99RS8
158878.SAV1121	Q99UY3
158878.SAV0889	Q931Y3
158878.SAV1876	Q7A2Q2
158878.SAV1323	Q99UF3
158878.SAV2518	Q99RB7
158878.SAV0200	Q99X21
158878.SAV0880	Q931Z2
158878.SAV0468	Q99WD5
158878.SAV2314	Q99RV9
158878.SAV2272	Q99S00
158878.SAV0239	Q99WY4
158878.SAV2484	Q99RE9
158878.SAV2536	Q99R99
158878.SAV1543	Q99TV1
158878.SAV0644	Q99VX3
158878.SAV0511	Q99W92
158878.SAV2703	Q99QU1
158878.SAV0878	Q931Z4
158878.SAV0870	Q932A2
158878.SAV0655	Q932F2
158878.SAV1962	Q99SS9
158878.SAV0081	Q7A2Z2
158878.SAV0466	Q99WD7
158878.SAV0244	Q99WX9
158878.SAV1539	Q99TV5
158878.SAV0973	Q99VB7
158878.SAV0322	Q99WQ4
158878.SAV1408	Q99U79
158878.SAV0750	Q99VM5
158878.SAV0481	Q99WC2
158878.SAV2178	Q99S88
158878.SAV1118	Q99UY5
158878.SAV0606	Q99W06
158878.SAV1320	Q99UF6
158878.SAV0389	Q99WJ0
158878.SAV0039	Q9S3K5
158878.SAV2034	Q99SL3
158878.SAV2611	Q99R26
158878.SAV1852	Q99T26
158878.SAV1316	Q99UF9
158878.SAV0275	Q99WV1
158878.SAV0047	Q7A303
158878.SAV0786	Q932E2
158878.SAV0272	Q932K0
158878.SAV2515	Q99RC0
158878.SAV2300	Q99RX3
158878.SAV1157	Q99UV0
158878.SAV1242	Q931T0
158878.SAV1604	Q931Q7
158878.SAV0149	Q7A2Y6
158878.SAV0337	Q932J3
158878.SAV2155	Q99SA4
158878.SAV1843	Q99T35
158878.SAV0333	Q99WP3
158878.SAV2170	Q7A2M5
158878.SAV0022	Q99XF0
158878.SAVP018	Q932N0
158878.SAV1801	Q99T69
158878.SAV1509	Q99TY4
158878.SAV2319	Q99RV4
158878.SAV1871	Q99T08
158878.SAV1776	Q99T93
158878.SAV1650	Q99TK3
158878.SAV1981	Q931K5
158878.SAV1785	Q99T84
158878.SAV1004	Q99V87
158878.SAV2086	Q99SH1
158878.SAV2038	Q99SL2
158878.SAV0687	Q99VT4
158878.SAV1947	Q99SU4
158878.SAV0661	Q99VW0
158878.SAV2623	Q99R14
158878.SAV2488	Q99RE5
158878.SAV2337	Q99RT6
158878.SAV0121	Q99X94
158878.SAV2348	Q99RS5
158878.SAV1816	Q99T57
158878.SAV0834	Q932C4
158878.SAV1030	Q99V63
158878.SAV0450	Q99WF2
158878.SAV2150	Q99SA9
158878.SAV1075	Q99V22
158878.SAV0177	Q99X44
158878.SAV1878	Q931N3
158878.SAV1078	Q931U3
158878.SAV2571	Q99R67
158878.SAV2469	Q99RG4
158878.SAV2329	Q99RU4
158878.SAV1366	Q99UB5
158878.SAV0146	Q99X69
158878.SAV1243	Q99UM7
158878.SAV1199	Q99UR9
158878.SAV0595	Q99W17
158878.SAV1405	Q99U82
158878.SAV0472	Q99WD1
158878.SAV2706	Q99QT9
158878.SAV2657	Q99QY1
158878.SAV2650	Q99QY8
158878.SAV0212	Q99X10
158878.SAV0131	Q99X84
158878.SAV0378	Q99WJ9
158878.SAV0122	Q99X93
158878.SAV0415	Q932H1
158878.SAV1778	Q99T91
158878.SAV2507	Q99RC8
158878.SAV1445	Q99U43
158878.SAV0848	Q932C2
158878.SAV0678	Q99VU3
158878.SAV2456	Q99RH6
158878.SAV1734	Q99TD0
158878.SAV1714	Q99TE9
158878.SAV0152	Q99X64
158878.SAV2473	Q99RG0
158878.SAV1174	Q99UT6
158878.SAV0827	Q99VH9
158878.SAV0598	Q99W14
158878.SAV0013	Q99XF8
158878.SAV1918	Q99SW9
158878.SAV1410	Q99U77
158878.SAVP017	Q7A2J8
158878.SAV1820	Q99T53
158878.SAV2618	Q99R19
158878.SAV1033	Q931U7
158878.SAV2616	Q99R21
158878.SAV2615	Q99R22
158878.SAV1793	Q99T77
158878.SAV0992	Q99V98
158878.SAV1324	Q99UF2
158878.SAV0377	Q99WK0
158878.SAV2407	Q99RM2
158878.SAV0407	Q932H9
158878.SAV0399	Q932I7
158878.SAV2258	Q99S13
158878.SAV0368	Q99WK9
158878.SAV0175	Q99X46
158878.SAV0205	Q99X16
158878.SAV1612	Q99TN7
158878.SAV0521	Q99W82
158878.SAV2383	Q99RP6
158878.SAV1542	Q99TV2
158878.SAV1213	Q99UQ5
158878.SAV1165	Q99UU4
158878.SAV2306	Q99RW7
158878.SAV1747	Q99TB7
158878.SAV1042	Q99V51
158878.SAV1102	Q99V00
158878.SAV0812	Q99VJ3
158878.SAV0677	Q99VU4
158878.SAV2403	Q99RM6
158878.SAV0808	Q99VJ7
158878.SAV0278	Q99WU8
158878.SAV0134	Q99X81
158878.SAV1807	Q931N5
158878.SAV0130	Q99X85
158878.SAV0673	Q99VU8
158878.SAV2552	Q99R84
158878.SAV1958	Q99ST3
158878.SAV1782	Q99T87
158878.SAV2215	Q99S54
158878.SAV0685	Q99VT6
158878.SAV2526	Q99RA9
158878.SAV2493	Q99RE0
158878.SAV1972	Q931L4
158878.SAV2682	Q99QV9
158878.SAV2211	Q99S58
158878.SAV2198	Q99S71
158878.SAV0026	Q7A2X7
158878.SAV0816	Q7A2U3
158878.SAV0201	Q99X20
158878.SAV1651	Q99TK2
158878.SAV1607	Q99TP2
158878.SAV0751	Q99VM4
158878.SAV2628	Q99R09
158878.SAV1513	Q99TY0
158878.SAV2434	Q99RJ8
158878.SAV0507	Q99W96
158878.SAV0740	Q99VN4
158878.SAV1786	Q99T83
158878.SAV0085	Q7A2Z0
158878.SAV0989	Q99VA1
158878.SAV0070	Q7A2Z4
158878.SAV1744	Q99TC0
158878.SAV2317	Q99RV6
158878.SAV1636	Q99TL7
158878.SAV1393	Q99U91
158878.SAV0825	Q99VI1
158878.SAV0092	Q99XC0
158878.SAV1568	Q99TS8
158878.SAV0700	Q99VS3
158878.SAV2652	Q931E5
158878.SAV2464	Q99RG9
158878.SAV1989	Q931J9
158878.SAV2021	Q99SM5
158878.SAV1969	Q99SS2
158878.SAV1390	Q99U94
158878.SAV1117	Q99UY6
158878.SAV2019	Q99SM7
158878.SAV1312	Q99UG3
158878.SAV0707	Q99VR6
158878.SAV1601	Q99TP8
158878.SAV0455	Q99WE7
158878.SAV2476	Q99RF7
158878.SAV0238	Q99WY5
158878.SAV2462	Q7A2L2
158878.SAV2184	Q99S83
158878.SAV2374	Q99RQ3
158878.SAV0617	Q99VZ6
158878.SAV1932	Q99SV6
158878.SAV0940	Q99VE1
158878.SAV2579	Q99R59
158878.SAV1496	Q99TZ5
158878.SAV0252	Q99WX1
158878.SAV2010	Q7A2N6
158878.SAV2520	Q99RB5
158878.SAV0148	Q99X67
158878.SAV0729	Q99VP4
158878.SAV0423	Q932H0
158878.SAV2424	Q99RK8
158878.SAV0209	Q99X13
158878.SAV2457	Q99RH5
158878.SAV1991	Q931J7
158878.SAV0873	Q931Z9
158878.SAV2556	Q99R81
158878.SAV1572	Q99TS4
158878.SAV1564	Q99TT2
158878.SAV2172	Q99S94
158878.SAV2332	Q931G0
158878.SAV1319	Q931S6
158878.SAV1003	Q99V88
158878.SAV1321	Q99UF5
158878.SAV2533	Q99RA2
158878.SAV1858	Q99T20
158878.SAV2001	Q931I8
158878.SAV2409	Q99RM0
158878.SAV2303	Q99RX0
158878.SAV0020	Q99XF2
158878.SAV1779	Q99T90
158878.SAV0937	Q99VE4
158878.SAV0137	Q99X78
158878.SAV1883	Q931N2
158878.SAV1510	Q931R4
158878.SAV1333	Q931S5
158878.SAV0505	Q99W98
158878.SAV2318	Q99RV5
158878.SAV1965	Q99SS6
158878.SAV0123	Q99X92
158878.SAV1978	Q931K8
158878.SAV1664	Q931Q0
158878.SAV0755	Q99VM0
158878.SAV0069	Q99XD4
158878.SAV0856	Q932B5
158878.SAV2351	Q99RS2
158878.SAV0469	Q99WD4
158878.SAV2008	Q7A2N9
158878.SAV2705	Q99QU0
158878.SAV0599	Q99W13
158878.SAV0536	Q99W69
158878.SAV1945	Q931M5
158878.SAV2041	Q99SL1
158878.SAV0903	Q931W9
158878.SAV1340	Q99UD6
158878.SAV0068	P83125
158878.SAV1840	Q99T37
158878.SAV1800	Q99T70
158878.SAV0979	Q99VB1
158878.SAV0896	Q931X6
158878.SAV0894	Q931X8
158878.SAV2653	Q99QY5
158878.SAV2549	Q99R87
158878.SAV2580	Q99R58
158878.SAV1383	Q931S0
158878.SAV0402	Q932I4
158878.SAV2625	Q99R12
158878.SAV0739	Q99VN5
158878.SAV0375	Q99WK2
158878.SAV0494	Q99WA9
158878.SAV1696	Q99TG6
158878.SAV1294	Q99UH9
158878.SAV2560	Q99R77
158878.SAV1038	Q99V55
158878.SAV0901	Q931X1
158878.SAV0435	Q932G8
158878.SAV2489	Q99RE4
158878.SAV2022	Q99SM4
158878.SAV2474	Q99RF9
158878.SAV0194	Q99X27
158878.SAV2442	Q99RI9
158878.SAV1741	Q99TC3
158878.SAV0914	Q931V8
158878.SAV1378	Q99UA4
158878.SAV0976	Q99VB4
158878.SAV0675	Q99VU6
158878.SAV0578	Q99W33
158878.SAV0737	Q99VN7
