8364.ENSXETP00000049381	Q5XGC8
8364.ENSXETP00000049073	B2GU36
8364.ENSXETP00000002006	Q28IT6
8364.ENSXETP00000059426	B2GUM5
8364.ENSXETP00000033187	B3DLB4
8364.ENSXETP00000053902	B4F6J9
8364.ENSXETP00000040530	Q28CB7
8364.ENSXETP00000019296	B3DL68
8364.ENSXETP00000058225	B5DFP9
8364.ENSXETP00000015867	B1WB27
8364.ENSXETP00000058999	Q28CQ9
8364.ENSXETP00000061433	Q28GI8
8364.ENSXETP00000059025	B1WAS3
8364.ENSXETP00000000153	B1WBK7
8364.ENSXETP00000011447	B5DDW1
8364.ENSXETP00000015463	B5DE76
8364.ENSXETP00000010395	B1WAQ6
8364.ENSXETP00000043114	B1WBE5
8364.ENSXETP00000008750	B2GU65
8364.ENSXETP00000015948	B2GU89
8364.ENSXETP00000009648	B2GUD7
8364.ENSXETP00000016514	B2GUP9
8364.ENSXETP00000018934	B2RY99
8364.ENSXETP00000062290	B3DLD4
8364.ENSXETP00000010488	B5DEU8
8364.ENSXETP00000036611	Q28BT3
8364.ENSXETP00000020157	Q28C08
8364.ENSXETP00000019806	Q28C68
8364.ENSXETP00000049673	Q28CT0
8364.ENSXETP00000062572	Q28E08
8364.ENSXETP00000062985	Q28EQ8
8364.ENSXETP00000002274	Q28F44
8364.ENSXETP00000063298	Q28HE7
8364.ENSXETP00000026881	Q28HL6
8364.ENSXETP00000058642	Q28IQ0
8364.ENSXETP00000059488	B5DDV3
8364.ENSXETP00000045692	B5DDX0
8364.ENSXETP00000037638	B5DEB6
8364.ENSXETP00000005518	B5DFQ9
8364.ENSXETP00000059424	F6PMB8
8364.ENSXETP00000056251	F6QFL6
8364.ENSXETP00000044362	Q0VFG6
8364.ENSXETP00000057362	B2GTZ9
8364.ENSXETP00000037017	B2GU61
8364.ENSXETP00000034227	Q28BM1
8364.ENSXETP00000017282	Q28CQ8
8364.ENSXETP00000015834	B5DEW7
8364.ENSXETP00000016649	F6Q0C6
8364.ENSXETP00000010178	Q5EB45
8364.ENSXETP00000010880	Q5FW36
8364.ENSXETP00000013966	Q5M7K1
8364.ENSXETP00000060063	Q5M8H8
8364.ENSXETP00000009614	Q5M8I0
8364.ENSXETP00000045691	Q5M909
8364.ENSXETP00000064031	Q2QDC7
8364.ENSXETP00000046514	Q5FVX0
8364.ENSXETP00000003488	Q5RJU4
8364.ENSXETP00000058546	Q0V9N4
8364.ENSXETP00000060764	Q0VFG5
8364.ENSXETP00000060954	Q0VFP1
8364.ENSXETP00000001000	Q0VFT1
8364.ENSXETP00000049211	Q5I0C2
8364.ENSXETP00000030597	Q5M7K2
8364.ENSXETP00000004761	Q0VFB7
8364.ENSXETP00000062331	Q0V9U5
8364.ENSXETP00000039240	Q0VFJ3
8364.ENSXETP00000013753	Q5EAK9
8364.ENSXETP00000054610	Q0VFR2
8364.ENSXETP00000018720	Q5FW19
8364.ENSXETP00000014789	Q5M7M6
8364.ENSXETP00000032852	Q5M8U9
8364.ENSXETP00000025737	Q5M7Q8
8364.ENSXETP00000038759	Q0VA08
8364.ENSXETP00000061090	A1DPK1
8364.ENSXETP00000010083	Q5M7Q6
8364.ENSXETP00000015099	Q5M8J1
8364.ENSXETP00000029483	Q5M7M3
8364.ENSXETP00000059923	Q0VA47
8364.ENSXETP00000008716	Q0VFF1
8364.ENSXETP00000011798	Q5M8V1
8364.ENSXETP00000027006	Q0PNF7
8364.ENSXETP00000008757	Q0V9K9
8364.ENSXETP00000037525	Q0VFS1
8364.ENSXETP00000060773	Q5M7K6
8364.ENSXETP00000034298	Q0VFB2
8364.ENSXETP00000056607	Q0VA01
8364.ENSXETP00000016039	Q5FW18
8364.ENSXETP00000035699	F6PHS7
8364.ENSXETP00000060104	F6PIM5
8364.ENSXETP00000061774	F6PIV1
8364.ENSXETP00000061768	F6PJA9
8364.ENSXETP00000059434	F6PLU0
8364.ENSXETP00000061747	F6PLZ2
8364.ENSXETP00000061729	F6PPN9
8364.ENSXETP00000059403	F6PQD6
8364.ENSXETP00000009343	F6PS31
8364.ENSXETP00000028498	F6PUG2
8364.ENSXETP00000054747	F6PUQ1
8364.ENSXETP00000042726	F6PYL8
8364.ENSXETP00000059746	F6Q6Y9
8364.ENSXETP00000059737	F6Q7D8
8364.ENSXETP00000059733	F6Q7I2
8364.ENSXETP00000059553	F6Q8N9
8364.ENSXETP00000059541	F6Q9J7
8364.ENSXETP00000035591	F6Q9Y4
8364.ENSXETP00000035753	F6QBK5
8364.ENSXETP00000059529	F6QCJ3
8364.ENSXETP00000061829	F6QFA3
8364.ENSXETP00000061812	F6QGA3
8364.ENSXETP00000061808	F6QGN6
8364.ENSXETP00000011719	F6QHM0
8364.ENSXETP00000016522	F6QSA9
8364.ENSXETP00000030626	F6QU64
8364.ENSXETP00000060874	F6RCC7
8364.ENSXETP00000060688	F6RDP0
8364.ENSXETP00000054011	F6RMH1
8364.ENSXETP00000030069	F6RMJ9
8364.ENSXETP00000014829	F6RN55
8364.ENSXETP00000045982	F6RP32
8364.ENSXETP00000012336	F6RYI9
8364.ENSXETP00000055492	F6RZ04
8364.ENSXETP00000060063	F6RZ15
8364.ENSXETP00000055484	F6RZ57
8364.ENSXETP00000012312	F6RZD1
8364.ENSXETP00000029197	F6RZY6
8364.ENSXETP00000058909	F6S3F1
8364.ENSXETP00000058756	F6S3Q1
8364.ENSXETP00000019604	F6S694
8364.ENSXETP00000060843	F6S6E9
8364.ENSXETP00000049801	F6SB39
8364.ENSXETP00000017195	F6SR24
8364.ENSXETP00000008694	F6STP0
8364.ENSXETP00000046734	F6SVS3
8364.ENSXETP00000060813	F6TNW1
8364.ENSXETP00000003511	L7N2I8
8364.ENSXETP00000049369	Q0VFS0
8364.ENSXETP00000043450	Q5I0A3
8364.ENSXETP00000009284	F6QIL8
8364.ENSXETP00000016192	F6SW69
8364.ENSXETP00000060636	F6SZ57
8364.ENSXETP00000004191	L7N2K1
8364.ENSXETP00000035490	F6PLK8
8364.ENSXETP00000030789	F6PVB6
8364.ENSXETP00000047591	F6Q5R6
8364.ENSXETP00000035548	F6QGS5
8364.ENSXETP00000061990	F6QT07
8364.ENSXETP00000003612	F6S3S8
8364.ENSXETP00000063547	F6SRM6
8364.ENSXETP00000030476	Q07G32
8364.ENSXETP00000059681	F6QSN6
8364.ENSXETP00000046505	F6TQB6
8364.ENSXETP00000028020	Q07G82
8364.ENSXETP00000061535	Q5M903
8364.ENSXETP00000028592	F6QIE1
8364.ENSXETP00000057970	F6RNQ1
8364.ENSXETP00000055498	F6RYW4
8364.ENSXETP00000047646	F6PKI1
8364.ENSXETP00000028670	F6PVZ1
8364.ENSXETP00000016654	F6Q008
8364.ENSXETP00000016526	F6QS73
8364.ENSXETP00000058375	F6RDF2
8364.ENSXETP00000062824	F6RY61
8364.ENSXETP00000062170	F6S2P9
8364.ENSXETP00000013884	F6SB20
8364.ENSXETP00000025855	F6SB91
8364.ENSXETP00000031488	F6SQV6
8364.ENSXETP00000061535	F6TQI4
8364.ENSXETP00000054787	F6PU00
8364.ENSXETP00000059513	F6QDI1
8364.ENSXETP00000023734	F6QEZ8
8364.ENSXETP00000061997	F6QST4
8364.ENSXETP00000002846	F6RNC2
8364.ENSXETP00000008571	Q6DJ34
8364.ENSXETP00000023727	F6QGX1
8364.ENSXETP00000062822	F6RY95
8364.ENSXETP00000055481	F6RZ90
8364.ENSXETP00000060588	Q07G83
8364.ENSXETP00000004150	Q6DDA7
8364.ENSXETP00000057126	Q6DDC0
8364.ENSXETP00000040453	Q6DJ85
8364.ENSXETP00000006320	Q6DJB0
8364.ENSXETP00000038881	B4F6H3
8364.ENSXETP00000027095	B4F6J1
8364.ENSXETP00000033675	B4F6Z5
8364.ENSXETP00000062675	B4F754
8364.ENSXETP00000022535	Q07GA3
8364.ENSXETP00000061950	F6PHY9
8364.ENSXETP00000061759	F6PJR5
8364.ENSXETP00000059624	F6PJZ7
8364.ENSXETP00000059609	F6PLC6
8364.ENSXETP00000009341	F6PS50
8364.ENSXETP00000016437	F6Q1E4
8364.ENSXETP00000047585	F6Q8A9
8364.ENSXETP00000059542	F6Q9H8
8364.ENSXETP00000050876	F6RWX0
8364.ENSXETP00000058710	F6SVL1
8364.ENSXETP00000060603	F6TRL5
8364.ENSXETP00000002928	L7N2I2
8364.ENSXETP00000042775	Q6DIX2
8364.ENSXETP00000047440	F6PMR5
8364.ENSXETP00000061710	F6PQW6
8364.ENSXETP00000042966	F6PVN8
8364.ENSXETP00000028594	F6QID3
8364.ENSXETP00000004362	F6QUE0
8364.ENSXETP00000004359	F6QUP1
8364.ENSXETP00000051495	F6RC18
8364.ENSXETP00000060879	F6RC60
8364.ENSXETP00000007495	F6RPA8
8364.ENSXETP00000045728	F6RPG1
8364.ENSXETP00000019633	F6S2Y3
8364.ENSXETP00000004524	L7N2K2
8364.ENSXETP00000022158	F6PL54
8364.ENSXETP00000016483	F6PXT2
8364.ENSXETP00000004606	F6Q6X0
8364.ENSXETP00000059535	F6QBV0
8364.ENSXETP00000023575	F6QGK9
8364.ENSXETP00000047500	F6QJA0
8364.ENSXETP00000059690	F6QS62
8364.ENSXETP00000003609	F6S3Z5
8364.ENSXETP00000060846	F6S6C1
8364.ENSXETP00000022799	F6SV95
8364.ENSXETP00000058787	F6SZC6
8364.ENSXETP00000059675	Q6DIX7
8364.ENSXETP00000049792	B4F6U9
8364.ENSXETP00000035754	F6QBJ5
8364.ENSXETP00000023713	F6QH71
8364.ENSXETP00000058543	F6S5H7
8364.ENSXETP00000060610	F6TR65
8364.ENSXETP00000006853	Q6DK78
8364.ENSXETP00000011372	F6PK56
8364.ENSXETP00000016632	F6Q0P8
8364.ENSXETP00000061866	F6Q8W9
8364.ENSXETP00000035770	F6QA66
8364.ENSXETP00000000374	F6RYH9
8364.ENSXETP00000043492	F6RZH0
8364.ENSXETP00000021510	B4F6M5
8364.ENSXETP00000004125	B4F6Z8
8364.ENSXETP00000035675	F6PKE8
8364.ENSXETP00000035487	F6PM25
8364.ENSXETP00000059425	F6PMA4
8364.ENSXETP00000030763	F6PY07
8364.ENSXETP00000060880	F6RBQ3
8364.ENSXETP00000058569	F6RBW4
8364.ENSXETP00000060801	F6TPI4
8364.ENSXETP00000061073	F6PI78
8364.ENSXETP00000035661	F6PL89
8364.ENSXETP00000023484	F6PQE2
8364.ENSXETP00000054962	F6PT96
8364.ENSXETP00000055503	F6PVU5
8364.ENSXETP00000047597	F6Q5Q4
8364.ENSXETP00000023784	F6QBC5
8364.ENSXETP00000008087	F6QFK6
8364.ENSXETP00000046766	F6S4J7
8364.ENSXETP00000023669	F6PPG0
8364.ENSXETP00000028698	F6PTH1
8364.ENSXETP00000061873	F6Q843
8364.ENSXETP00000013879	F6SBH6
8364.ENSXETP00000059281	F6SC54
8364.ENSXETP00000058323	F6SYZ6
8364.ENSXETP00000022564	F6TPZ2
8364.ENSXETP00000003559	L7N2I9
8364.ENSXETP00000025538	A4QNK8
8364.ENSXETP00000017703	A4QNN2
8364.ENSXETP00000047457	F6PM62
8364.ENSXETP00000061906	F6PP15
8364.ENSXETP00000016349	F6QTS9
8364.ENSXETP00000043496	F6RZF8
8364.ENSXETP00000004498	A7MC33
8364.ENSXETP00000002119	B8Y4H7
8364.ENSXETP00000042982	F6PTC7
8364.ENSXETP00000009493	F6QBN7
8364.ENSXETP00000059522	F6QCR7
8364.ENSXETP00000008087	Q6DFS1
8364.ENSXETP00000003106	Q6DIK4
8364.ENSXETP00000054713	F6PXX1
8364.ENSXETP00000004683	F6PZW9
8364.ENSXETP00000059538	F6QA03
8364.ENSXETP00000023573	F6QGL7
8364.ENSXETP00000007497	F6RP80
8364.ENSXETP00000062820	F6RYB3
8364.ENSXETP00000050198	F6S333
8364.ENSXETP00000003402	F6S5F7
8364.ENSXETP00000061905	F6PP22
8364.ENSXETP00000061715	F6PQN4
8364.ENSXETP00000047764	F6Q7A9
8364.ENSXETP00000059714	F6QAL7
8364.ENSXETP00000061840	F6QCB7
8364.ENSXETP00000011782	F6QE88
8364.ENSXETP00000060861	F6RD91
8364.ENSXETP00000058731	F6S4S7
8364.ENSXETP00000035539	B4F6Y1
8364.ENSXETP00000009379	F6PR30
8364.ENSXETP00000030792	F6PV16
8364.ENSXETP00000060878	F6RC66
8364.ENSXETP00000012324	F6RZ35
8364.ENSXETP00000058907	F6S3J1
8364.ENSXETP00000059583	F6S5I4
8364.ENSXETP00000062848	H9HA98
8364.ENSXETP00000061308	B9UIT8
8364.ENSXETP00000058818	B0JZZ7
8364.ENSXETP00000029053	B1H1K0
8364.ENSXETP00000063378	B1H2B4
8364.ENSXETP00000046824	B1H329
8364.ENSXETP00000009843	B1H341
8364.ENSXETP00000010225	B7ZU62
8364.ENSXETP00000035804	B7ZUS6
8364.ENSXETP00000063081	Q28FK2
8364.ENSXETP00000000399	Q28FK5
8364.ENSXETP00000047696	Q28G38
8364.ENSXETP00000054973	Q28J65
8364.ENSXETP00000001132	Q5U4Q7
8364.ENSXETP00000060792	B9UIT7
8364.ENSXETP00000018518	B1H1K4
8364.ENSXETP00000054947	B7ZU94
8364.ENSXETP00000017614	Q28E24
8364.ENSXETP00000001781	Q6DDD0
8364.ENSXETP00000006384	B0JZZ5
8364.ENSXETP00000012717	Q28D52
8364.ENSXETP00000063381	Q28FQ8
8364.ENSXETP00000049784	Q28G31
8364.ENSXETP00000061720	B1H1A4
8364.ENSXETP00000027386	Q28D07
8364.ENSXETP00000043707	Q28EG6
8364.ENSXETP00000050001	Q28G06
8364.ENSXETP00000033600	Q28EJ4
8364.ENSXETP00000010161	Q28IW7
8364.ENSXETP00000004683	Q28J66
8364.ENSXETP00000017350	B0JYW0
8364.ENSXETP00000006677	B0JYX1
8364.ENSXETP00000009323	B0JZY5
8364.ENSXETP00000038243	B7ZU74
8364.ENSXETP00000029920	Q28GH2
8364.ENSXETP00000058527	B0JZW6
8364.ENSXETP00000036315	B1H110
8364.ENSXETP00000031606	B1H165
8364.ENSXETP00000023276	B1H2Z1
8364.ENSXETP00000063509	B1H313
8364.ENSXETP00000011490	Q28G28
8364.ENSXETP00000061605	B0K003
8364.ENSXETP00000038304	Q28J71
8364.ENSXETP00000053502	B1H2Z9
8364.ENSXETP00000060986	Q28GN0
8364.ENSXETP00000038736	B1H190
8364.ENSXETP00000046357	B1H304
8364.ENSXETP00000055810	Q6P377
8364.ENSXETP00000012324	Q28FX8
8364.ENSXETP00000009518	B2GUJ2
8364.ENSXETP00000029181	B2RZD8
8364.ENSXETP00000047652	B5DEV2
8364.ENSXETP00000052098	Q28J47
8364.ENSXETP00000057126	Q28J69
8364.ENSXETP00000013668	B1WB36
8364.ENSXETP00000054079	E9LJ46
8364.ENSXETP00000059822	B2GU92
8364.ENSXETP00000022970	A0JLZ6
8364.ENSXETP00000017452	B0JZ96
8364.ENSXETP00000034509	B1H1D4
8364.ENSXETP00000058908	B1H2V9
8364.ENSXETP00000043185	Q28DD3
8364.ENSXETP00000059264	A0JM43
8364.ENSXETP00000048740	B1H113
8364.ENSXETP00000054295	Q28DQ6
8364.ENSXETP00000020897	Q28FX5
8364.ENSXETP00000020957	B1H196
8364.ENSXETP00000060902	B1H2N2
8364.ENSXETP00000016021	B1H2S4
8364.ENSXETP00000016987	B0JZX7
8364.ENSXETP00000062395	Q28DK0
8364.ENSXETP00000056276	Q28GV6
8364.ENSXETP00000062991	B2RYY3
8364.ENSXETP00000062932	B2GUS9
8364.ENSXETP00000028515	A8E5V8
8364.ENSXETP00000058473	A8KBD6
8364.ENSXETP00000051065	A8KBF1
8364.ENSXETP00000045770	A8WGE8
8364.ENSXETP00000061426	A8WGU7
8364.ENSXETP00000046356	Q4VA68
8364.ENSXETP00000028406	F6Q1L2
8364.ENSXETP00000016415	F6Q4U1
8364.ENSXETP00000058342	F6Q4Z0
8364.ENSXETP00000062408	F6QKZ5
8364.ENSXETP00000009211	F6QM32
8364.ENSXETP00000059488	F6QVD7
8364.ENSXETP00000016503	F6QVJ8
8364.ENSXETP00000059668	F6QVU0
8364.ENSXETP00000004511	F6QWK9
8364.ENSXETP00000045185	F6QZZ9
8364.ENSXETP00000057150	F6R0B0
8364.ENSXETP00000058358	F6RF43
8364.ENSXETP00000006997	F6RGB3
8364.ENSXETP00000045481	F6RSG0
8364.ENSXETP00000033192	F6RT57
8364.ENSXETP00000017953	F6RTP5
8364.ENSXETP00000031201	F6S084
8364.ENSXETP00000062383	F6S0R5
8364.ENSXETP00000062371	F6S187
8364.ENSXETP00000062370	F6S192
8364.ENSXETP00000030223	F6SDH8
8364.ENSXETP00000033975	F6SGH5
8364.ENSXETP00000045942	F6SGP2
8364.ENSXETP00000019418	F6SH10
8364.ENSXETP00000057409	F6SJG2
8364.ENSXETP00000033446	F6SJT8
8364.ENSXETP00000061952	F6SKE8
8364.ENSXETP00000017916	F6SL93
8364.ENSXETP00000029676	F6SM07
8364.ENSXETP00000055930	F6SM25
8364.ENSXETP00000055928	F6SMC7
8364.ENSXETP00000043922	F6SNC8
8364.ENSXETP00000036553	F6SP07
8364.ENSXETP00000050839	F6SP44
8364.ENSXETP00000036087	F6SSK5
8364.ENSXETP00000036083	F6SSR7
8364.ENSXETP00000008492	F6SWC5
8364.ENSXETP00000022593	F6SXF6
8364.ENSXETP00000046538	F6SXU7
8364.ENSXETP00000062644	F6SYC0
8364.ENSXETP00000018934	F6T095
8364.ENSXETP00000046122	F6T1B6
8364.ENSXETP00000037814	F6T1R3
8364.ENSXETP00000041063	F6T209
8364.ENSXETP00000004106	F6T4X3
8364.ENSXETP00000061382	F6T519
8364.ENSXETP00000061369	F6T6B7
8364.ENSXETP00000038470	F6T7D3
8364.ENSXETP00000061158	F6T7V3
8364.ENSXETP00000040867	F6T9A2
8364.ENSXETP00000007163	F6TAK5
8364.ENSXETP00000029338	F6TBM8
8364.ENSXETP00000033111	F6TCA8
8364.ENSXETP00000029603	F6TEV8
8364.ENSXETP00000036503	F6TG82
8364.ENSXETP00000046004	F6TIZ5
8364.ENSXETP00000008850	F6TJF5
8364.ENSXETP00000031548	L7N3J3
8364.ENSXETP00000035539	L7N3J9
8364.ENSXETP00000055078	L7N407
8364.ENSXETP00000036572	Q569D4
8364.ENSXETP00000002002	F6R0P6
8364.ENSXETP00000062881	F6R388
8364.ENSXETP00000048309	F6R597
8364.ENSXETP00000031284	F6R6C7
8364.ENSXETP00000058793	F6R9Y5
8364.ENSXETP00000003642	F6RAC5
8364.ENSXETP00000053075	F6RIQ8
8364.ENSXETP00000028106	F6RJS6
8364.ENSXETP00000054227	F6RKS8
8364.ENSXETP00000040008	F6RVE5
8364.ENSXETP00000062850	F6RWR6
8364.ENSXETP00000036574	F6RXL5
8364.ENSXETP00000046135	F6S6P3
8364.ENSXETP00000060449	F6S8R4
8364.ENSXETP00000061392	F6SEF8
8364.ENSXETP00000030003	F6SFF3
8364.ENSXETP00000060403	F6TS35
8364.ENSXETP00000006925	F6TSX2
8364.ENSXETP00000034119	F6TTC8
8364.ENSXETP00000056990	F6TTU0
8364.ENSXETP00000044999	F6TUG5
8364.ENSXETP00000035294	F6TVS4
8364.ENSXETP00000059238	F6TVY3
8364.ENSXETP00000013095	F6TX73
8364.ENSXETP00000012071	F6UB44
8364.ENSXETP00000033900	F6URV2
8364.ENSXETP00000039527	F6V8K6
8364.ENSXETP00000019397	F6VLB2
8364.ENSXETP00000019381	F6VLN2
8364.ENSXETP00000021084	F6VPR2
8364.ENSXETP00000000748	F6VQX7
8364.ENSXETP00000017331	F6VT83
8364.ENSXETP00000062502	F6VVB6
8364.ENSXETP00000061271	F6VW43
8364.ENSXETP00000039929	F6VWP1
8364.ENSXETP00000015971	F6VX16
8364.ENSXETP00000012288	F6WL16
8364.ENSXETP00000062095	F6XGQ5
8364.ENSXETP00000058465	F6XK65
8364.ENSXETP00000060031	F6XM78
8364.ENSXETP00000003122	F6XML6
8364.ENSXETP00000022088	F6XN75
8364.ENSXETP00000009055	F6XRU4
8364.ENSXETP00000030178	F6Z767
8364.ENSXETP00000002138	F6ZCI7
8364.ENSXETP00000024679	F6ZFE9
8364.ENSXETP00000044353	F6ZFM1
8364.ENSXETP00000055548	F6ZGL2
8364.ENSXETP00000046406	F6ZP73
8364.ENSXETP00000061463	F6ZTG8
8364.ENSXETP00000061269	F6ZW24
8364.ENSXETP00000062410	F7ASV6
8364.ENSXETP00000039680	F7AW47
8364.ENSXETP00000041983	F7AWF5
8364.ENSXETP00000027489	F7AWK1
8364.ENSXETP00000041763	F7AWS2
8364.ENSXETP00000027450	F7AXK4
8364.ENSXETP00000039295	F7AYG7
8364.ENSXETP00000035102	F7BSH0
8364.ENSXETP00000060210	F7C8V4
8364.ENSXETP00000018719	F7C8Z2
8364.ENSXETP00000011134	F7CAX7
8364.ENSXETP00000054280	F7CB95
8364.ENSXETP00000042281	F7CBM7
8364.ENSXETP00000061609	F7CC92
8364.ENSXETP00000026833	F7CCG5
8364.ENSXETP00000054038	F7CCJ6
8364.ENSXETP00000042058	F7CCU3
8364.ENSXETP00000026820	F7CCY1
8364.ENSXETP00000020065	F7DKW8
8364.ENSXETP00000032031	F7DL32
8364.ENSXETP00000059963	F7DLD8
8364.ENSXETP00000039347	F7DMH3
8364.ENSXETP00000049598	F7DMP4
8364.ENSXETP00000049571	F7DNA6
8364.ENSXETP00000025369	F7DNP9
8364.ENSXETP00000001115	F7DPQ6
8364.ENSXETP00000037091	F7E0W3
8364.ENSXETP00000009873	F7E5D8
8364.ENSXETP00000013024	F7EI83
8364.ENSXETP00000001000	F7ENQ1
8364.ENSXETP00000059858	F7EPR5
8364.ENSXETP00000009446	F7EQ16
8364.ENSXETP00000060002	F7EQ28
8364.ENSXETP00000063718	F7ES60
8364.ENSXETP00000008280	L7N2P2
8364.ENSXETP00000011393	L7N2T2
8364.ENSXETP00000012354	L7N2V2
8364.ENSXETP00000017282	L7N313
8364.ENSXETP00000061129	F6U026
8364.ENSXETP00000014583	F6U0G1
8364.ENSXETP00000038295	F6U1Z2
8364.ENSXETP00000052578	F6U216
8364.ENSXETP00000029889	F6U4D8
8364.ENSXETP00000048781	F6U5E2
8364.ENSXETP00000017401	F6U5Z0
8364.ENSXETP00000055680	F6U6Z1
8364.ENSXETP00000000502	F6U817
8364.ENSXETP00000062589	F6U8M4
8364.ENSXETP00000050595	F6U9K9
8364.ENSXETP00000000090	F6UBP5
8364.ENSXETP00000027596	F6UF69
8364.ENSXETP00000008263	F6UFG9
8364.ENSXETP00000027734	F6VX94
8364.ENSXETP00000015744	F6VXW1
8364.ENSXETP00000041802	F6VZQ6
8364.ENSXETP00000003562	F6VZZ7
8364.ENSXETP00000058692	F6W0A9
8364.ENSXETP00000015342	F6W228
8364.ENSXETP00000053454	F6W2S5
8364.ENSXETP00000027186	F6W312
8364.ENSXETP00000028266	F6W726
8364.ENSXETP00000054522	F6W737
8364.ENSXETP00000042382	F6W8P0
8364.ENSXETP00000054346	F6W8Y7
8364.ENSXETP00000026734	F6WBE8
8364.ENSXETP00000026708	F6WC37
8364.ENSXETP00000045830	F6XWH2
8364.ENSXETP00000057800	F6XWN3
8364.ENSXETP00000019007	F6XYM5
8364.ENSXETP00000005518	F6Y3H5
8364.ENSXETP00000062702	F6Y4U7
8364.ENSXETP00000048418	F6Y4Z4
8364.ENSXETP00000031363	F6Y704
8364.ENSXETP00000062474	F6ZI54
8364.ENSXETP00000048172	F6ZIJ4
8364.ENSXETP00000050226	F6ZJ96
8364.ENSXETP00000062040	F6ZK71
8364.ENSXETP00000062034	F6ZKM1
8364.ENSXETP00000008339	F6ZMQ0
8364.ENSXETP00000060706	F6ZNI1
8364.ENSXETP00000046414	F6ZNW4
8364.ENSXETP00000047348	F6ZSE7
8364.ENSXETP00000061619	F6ZTD5
8364.ENSXETP00000059146	F6ZTV5
8364.ENSXETP00000029831	F6ZUI9
8364.ENSXETP00000036874	F7AN80
8364.ENSXETP00000009239	F7B253
8364.ENSXETP00000059103	F7B4D7
8364.ENSXETP00000040940	F7B6M6
8364.ENSXETP00000014672	F7B703
8364.ENSXETP00000002691	F7B7C8
8364.ENSXETP00000002684	F7B7N1
8364.ENSXETP00000055424	F7BCU7
8364.ENSXETP00000050673	F7BEG2
8364.ENSXETP00000006501	F7CEQ4
8364.ENSXETP00000063709	F7CFX5
8364.ENSXETP00000063703	F7CG50
8364.ENSXETP00000051729	F7CGB5
8364.ENSXETP00000063073	F7CJL5
8364.ENSXETP00000017656	F7CL42
8364.ENSXETP00000025682	F7CL48
8364.ENSXETP00000063911	F7CLA9
8364.ENSXETP00000001444	F7CMQ4
8364.ENSXETP00000056301	F7CMY3
8364.ENSXETP00000013682	F7CS71
8364.ENSXETP00000051908	F7CSI1
8364.ENSXETP00000006209	F7DCY0
8364.ENSXETP00000044231	F7DQH0
8364.ENSXETP00000059950	F7DQY5
8364.ENSXETP00000006608	F7DRY0
8364.ENSXETP00000049770	F7DRY6
8364.ENSXETP00000059960	F7DSZ7
8364.ENSXETP00000063396	F7DVF8
8364.ENSXETP00000063386	F7DVP3
8364.ENSXETP00000049721	F7DWV8
8364.ENSXETP00000063808	F7DY97
8364.ENSXETP00000020202	F7E080
8364.ENSXETP00000056363	F7ET77
8364.ENSXETP00000016962	F7ETI7
8364.ENSXETP00000059837	F7EVC1
8364.ENSXETP00000012659	L7N2V4
8364.ENSXETP00000027575	L7N3C3
8364.ENSXETP00000047827	L7N3U4
8364.ENSXETP00000054033	L7N3Z3
8364.ENSXETP00000010537	F6UGG3
8364.ENSXETP00000008206	F6UGT3
8364.ENSXETP00000059023	F6UPH8
8364.ENSXETP00000035079	F6UPX8
8364.ENSXETP00000002551	F6UT48
8364.ENSXETP00000014501	F6UTK5
8364.ENSXETP00000029825	F6UXQ9
8364.ENSXETP00000024298	F6V3A9
8364.ENSXETP00000050550	F6V3E3
8364.ENSXETP00000019058	F6WFR9
8364.ENSXETP00000048960	F6WH71
8364.ENSXETP00000048954	F6WHE4
8364.ENSXETP00000017582	F6WIG2
8364.ENSXETP00000062789	F6WJ78
8364.ENSXETP00000058876	F6WPG0
8364.ENSXETP00000003751	F6WT75
8364.ENSXETP00000058474	F6WTQ4
8364.ENSXETP00000003194	F6WU02
8364.ENSXETP00000058021	F6WW07
8364.ENSXETP00000060329	F6WWG7
8364.ENSXETP00000012886	F6WXY1
8364.ENSXETP00000058671	F6YAJ4
8364.ENSXETP00000022693	F6YCD3
8364.ENSXETP00000058449	F6YCN4
8364.ENSXETP00000060540	F6YF67
8364.ENSXETP00000046009	F6YFG8
8364.ENSXETP00000019732	F6YGE8
8364.ENSXETP00000061492	F6YJ44
8364.ENSXETP00000060609	F6YL05
8364.ENSXETP00000026437	F6YMV2
8364.ENSXETP00000000953	F6YR41
8364.ENSXETP00000000941	F6YR93
8364.ENSXETP00000062949	F6YS41
8364.ENSXETP00000007533	F6ZWH7
8364.ENSXETP00000007523	F6ZWQ1
8364.ENSXETP00000019278	F6ZY50
8364.ENSXETP00000005729	F7A0W1
8364.ENSXETP00000036895	F7A162
8364.ENSXETP00000031535	F7A3Z3
8364.ENSXETP00000031516	F7A4B7
8364.ENSXETP00000027872	F7A691
8364.ENSXETP00000058743	F7A917
8364.ENSXETP00000010247	F7ABS2
8364.ENSXETP00000027805	F7BH20
8364.ENSXETP00000003096	F7BMQ1
8364.ENSXETP00000007938	F7BRP1
8364.ENSXETP00000026867	F7BTB4
8364.ENSXETP00000040337	F7BW87
8364.ENSXETP00000002076	F7BWW5
8364.ENSXETP00000063491	F7CU85
8364.ENSXETP00000060047	F7CVT5
8364.ENSXETP00000063039	F7CWH6
8364.ENSXETP00000063029	F7CWW6
8364.ENSXETP00000063025	F7CX19
8364.ENSXETP00000023843	F7CX77
8364.ENSXETP00000018277	F7CYU8
