7460.GB18323-PA	P15450
7460.GB12831-PB	A0A088AID5
7460.GB19874-PA	A0A088AIM6
7460.GB16164-PA	A0A088AJ56
7460.GB18605-PA	A0A088AJC6
7460.GB19694-PA	A0A088AM45
7460.GB11654-PA	A0A088AMA2
7460.GB19037-PA	A0A088AMV9
7460.GB18590-PA	A0A088AQA4
7460.GB13668-PA	A0A088ARU1
7460.GB30529-PA	A0A088ARZ1
7460.GB16868-PA	Q2F403
7460.GB12625-PA	A0A087ZP99
7460.GB11580-PA	A0A087ZU08
7460.GB19657-PA	Q71UF2
7460.GB11515-PA	G5D4S8
7460.GB11515-PA	G5D4U8
7460.GB11167-PA	B1NW43
7460.GB13394-PA	A0A088ATL0
7460.GB15266-PA	A0A088A592
7460.GB12102-PA	A0A087ZR72
7460.GB13327-PA	A0A087ZRD6
7460.GB16590-PA	A0A087ZS16
7460.GB10319-PA	A0A087ZU27
7460.GB16464-PA	A0A087ZUK9
7460.GB18224-PA	A0A087ZW02
7460.GB10615-PA	A0A087ZX37
7460.GB12987-PA	A0A088A225
7460.GB12350-PA	A0A088A2S6
7460.GB15820-PA	A0A088A675
7460.GB16448-PA	A0A088AJH1
7460.GB14348-PA	A0A088AME4
7460.GB17421-PA	A0A088AN97
7460.GB14910-PA	A0A088AQL2
7460.GB15993-PA	A0A088AR83
7460.GB13560-PA	Q8WRW2
7460.GB13650-PA	A0A087ZTH2
7460.GB11287-PA	A0A088ADS1
7460.GB20065-PA	A0A087ZN26
7460.GB16092-PA	A0A087ZN71
7460.GB19863-PA	A0A087ZND5
7460.GB15752-PA	A0A087ZQQ8
7460.GB16450-PA	A0A087ZRF3
7460.GB12118-PA	A0A087ZTA3
7460.GB18582-PA	A0A087ZTN1
7460.GB17867-PA	A0A087ZUM2
7460.GB11514-PA	A0A087ZWD3
7460.GB10308-PA	A0A087ZX73
7460.GB11538-PA	A0A087ZXU6
7460.GB18346-PA	A0A087ZZ27
7460.GB17103-PA	A0A087ZZK0
7460.GB17044-PA	A0A087ZZZ5
7460.GB15652-PA	A0A088A067
7460.GB18695-PA	A0A088A191
7460.GB11438-PA	A0A088A1F1
7460.GB16957-PA	A0A088A1G5
7460.GB16147-PA	A0A088A360
7460.GB30527-PA	A0A088A4I6
7460.GB11773-PA	A0A088A8M5
7460.GB18204-PA	A0A088A8Y7
7460.GB19338-PA	A0A088AAE4
7460.GB18620-PA	A0A088AAY7
7460.GB14302-PA	A0A088AB23
7460.GB15738-PA	A0A088ABT5
7460.GB11726-PA	A0A088ACU7
7460.GB30561-PA	A0A088ADC3
7460.GB12820-PA	A0A088AF36
7460.GB10147-PA	A0A088AF70
7460.GB13856-PA	A0A088AGG0
7460.GB12244-PA	A0A088AI63
7460.GB12743-PA	A0A088AJA9
7460.GB16575-PA	A0A088AJE8
7460.GB15848-PA	A0A088AK38
7460.GB13455-PA	A0A088AL32
7460.GB14366-PA	A0A088ALY4
7460.GB19429-PA	A0A088AN57
7460.GB15003-PA	A0A088APE0
7460.GB12692-PA	A0A088APH3
7460.GB15603-PA	A0A088ARI3
7460.GB11107-PA	A0A088ARY2
7460.GB19057-PA	A0A088ASC7
7460.GB12753-PA	A0A088AT60
7460.GB12537-PA	A0A088AVR9
7460.GB19928-PA	A0A088AVY8
7460.GB13464-PA	A0A088AW63
7460.GB14285-PA	A0A087ZNX9
7460.GB12251-PA	A0A087ZQ69
7460.GB19428-PA	A0A087ZTC5
7460.GB10686-PA	A0A088A041
7460.GB12926-PA	A0A088A577
7460.GB18417-PA	A0A088A8I9
7460.GB10383-PA	A0A088ABB2
7460.GB14589-PA	A0A088ADV9
7460.GB10742-PA	A0A088AIK8
7460.GB14718-PA	A0A088ANP5
7460.GB13666-PA	A0A088AQN2
7460.GB11783-PA	A0A088AS79
7460.GB15566-PB	A0A088AUC7
7460.GB18019-PA	E5RQ36
7460.GB10406-PA	A0A087ZQU6
7460.GB12739-PA	A0A087ZSR9
7460.GB16351-PA	A0A087ZUV7
7460.GB13146-PA	A0A087ZUW3
7460.GB19740-PA	A0A087ZVI3
7460.GB19017-PA	A0A087ZWK4
7460.GB13527-PA	A0A087ZXB1
7460.GB10221-PA	A0A087ZXH6
7460.GB14313-PA	A0A088A0G5
7460.GB16296-PA	A0A088A0J4
7460.GB14144-PA	A0A088A8G8
7460.GB18850-PA	A0A088AAM0
7460.GB17467-PA	A0A088AJ83
7460.GB10824-PA	A0A088ALP2
7460.GB13513-PA	A0A088AQG8
7460.GB17427-PA	A0A088ASW7
7460.GB13471-PA	A0A088ATF0
7460.GB16605-PA	A0A088AUV6
7460.GB15186-PA	A0A088AV71
7460.GB18401-PA	A0A088AVN9
7460.GB11450-PA	A0A087ZZ80
7460.GB14730-PA	A0A088A2Q4
7460.GB16915-PA	A0A088A2V7
7460.GB15410-PA	A0A088A4Z9
7460.GB10605-PA	A0A088A5H9
7460.GB18049-PA	A0A088A5P4
7460.GB10062-PA	A0A088A7L7
7460.GB30153-PA	A0A088A9D4
7460.GB11258-PA	A0A088AAU4
7460.GB12583-PA	A0A088ACA8
7460.GB18723-PA	A0A088AER8
7460.GB19103-PA	A0A088AGR9
7460.GB11296-PA	A0A088AGW2
7460.GB11306-PA	A0A088AHW0
7460.GB15775-PA	A0A088AHZ6
7460.GB18499-PA	A0A088AJ37
7460.GB18337-PA	A0A088AL66
7460.GB12742-PA	A0A088AN35
7460.GB14763-PA	A0A088APA4
7460.GB12966-PA	A0A088APT1
7460.GB14378-PA	A0A088ARA5
7460.GB17888-PA	I2CKV1
7460.GB11167-PA	W0B0A4
7460.GB13999-PA	G5D489
7460.GB12539-PA	A0A087ZZF4
7460.GB13695-PA	A0A088AD07
7460.GB14013-PA	A0A088AME5
7460.GB10831-PA	A0A088AQR6
7460.GB12595-PA	A0A088AWB2
7460.GB10962-PA	A0A087ZPA0
7460.GB19563-PA	A0A087ZT18
7460.GB12403-PA	A0A087ZV87
7460.GB10621-PA	A0A087ZVT1
7460.GB13714-PA	A0A088A2C5
7460.GB11405-PA	A0A088A7J6
7460.GB18342-PA	A0A088ABM7
7460.GB19966-PA	A0A088ADE7
7460.GB18436-PA	A0A088AF17
7460.GB13971-PA	A0A088AJC8
7460.GB13425-PA	A0A087ZN29
7460.GB18014-PA	A0A087ZQ96
7460.GB12409-PA	A0A087ZSS6
7460.GB17727-PA	A0A087ZTN8
7460.GB11302-PA	A0A087ZUI6
7460.GB11270-PA	A0A087ZV47
7460.GB18832-PA	A0A087ZWP3
7460.GB20046-PA	A0A087ZY12
7460.GB10258-PA	A0A088A207
7460.GB19020-PA	A0A088A4D4
7460.GB12351-PA	A0A088A4H1
7460.GB15318-PA	A0A088A4Z6
7460.GB17101-PA	A0A088A648
7460.GB13867-PA	A0A088A6X7
7460.GB11018-PA	A0A088A7M1
7460.GB19675-PA	A0A088A817
7460.GB11385-PA	A0A088A820
7460.GB17190-PA	A0A088ACG0
7460.GB11277-PA	A0A088ACJ5
7460.GB15285-PA	A0A088ADX0
7460.GB10090-PA	A0A088AFY9
7460.GB10236-PA	A0A088AJC3
7460.GB30363-PA	A0A088AJI6
7460.GB12624-PA	A0A088AT98
7460.GB13441-PA	A0A088AU57
7460.GB15088-PA	A0A088AGH9
7460.GB18410-PA	A0A088AJ12
7460.GB16031-PA	A0A088AKT2
7460.GB17397-PA	A0A088AMD9
7460.GB19764-PA	A0A088AQ26
7460.GB13172-PA	A0A088ARX5
7460.GB30031-PA	O44198
7460.GB10798-PA	Q0GQQ6
7460.GB12881-PA	A0A087ZQZ5
7460.GB17000-PA	A0EIZ5
7460.GB10645-PA	A0A087ZWX9
7460.GB12660-PA	A0A087ZWZ0
7460.GB13932-PA	A0A088A0B9
7460.GB15760-PA	A0A088A5U2
7460.GB17432-PA	A0A088ABQ3
7460.GB16618-PA	A0A088AD77
7460.GB18189-PA	A0A088AGT2
7460.GB17521-PA	A0A088AJ26
7460.GB15509-PA	A0A088AQP6
7460.GB16459-PA	Q86R92
7460.GB19085-PA	A0A087ZMY4
7460.GB12496-PA	A0A087ZP71
7460.GB13738-PA	A0A087ZQC1
7460.GB18267-PA	A0A087ZRR4
7460.GB11779-PA	A0A087ZZM7
7460.GB13184-PA	A0A088AUJ3
7460.GB11275-PA	A0A088AW17
7460.GB19954-PA	A0A087ZUA3
7460.GB10653-PA	A0A087ZVM8
7460.GB19047-PA	A0A087ZX17
7460.GB16567-PA	A0A087ZY41
7460.GB12359-PA	A0A088A0P1
7460.GB10113-PA	A0A088A0S6
7460.GB10471-PA	A0A088A1N1
7460.GB14564-PB	A0A088A3U7
7460.GB18020-PA	A0A088A5M5
7460.GB16982-PA	A0A088A6F5
7460.GB11167-PA	A0A088A6R5
7460.GB18514-PA	A0A088A8D9
7460.GB18360-PA	A0A088ACK9
7460.GB14724-PB	A0A088ADX5
7460.GB19514-PA	A0A088AKM6
7460.GB14141-PA	A0A088AL31
7460.GB12352-PA	A0A088AML4
7460.GB16478-PA	A0A088APK3
7460.GB16292-PA	A0A088APT5
7460.GB14485-PA	A0A088AQX9
7460.GB16035-PA	A0A088AS07
7460.GB17211-PA	A0A088ASL6
7460.GB19418-PB	Q9U8X6
7460.GB13999-PA	G5D3A8
7460.GB12489-PA	A0A088A0A8
7460.GB30459-PA	A0A088AEA5
7460.GB14429-PA	A0A088AGE6
7460.GB13999-PA	G5D4B0
7460.GB18689-PA	A0A087ZP48
7460.GB13759-PA	A0A087ZRG9
7460.GB12783-PA	A0A087ZVT5
7460.GB10418-PA	A0A087ZZF8
7460.GB14319-PA	A0A088A0N8
7460.GB18036-PA	A0A088A701
7460.GB12406-PA	A0A088AFU9
7460.GB30449-PA	A0A088ALF0
7460.GB19348-PA	A0A088ANK2
7460.GB16226-PA	A0A088ACV8
7460.GB16116-PA	A0A087ZXS0
7460.GB12425-PA	A0A087ZZ01
7460.GB13145-PA	A0A088A3L0
7460.GB30556-PA	A0A088A5D9
7460.GB17041-PA	A0A088A5N5
7460.GB19912-PA	A0A088ACC7
7460.GB18673-PA	A0A087ZPT1
7460.GB14080-PA	A0A087ZQD2
7460.GB17567-PA	A0A087ZQY0
7460.GB17757-PA	A0A087ZVH8
7460.GB13326-PA	A0A087ZVI7
7460.GB19136-PA	A0A087ZW36
7460.GB16802-PA	A0A088A2M4
7460.GB19248-PA	A0A088A9Z5
7460.GB12730-PA	A0A088ABN6
7460.GB13205-PA	A0A088AE06
7460.GB13999-PA	G5D314
7460.GB11820-PA	A0A087ZX99
7460.GB19636-PA	A0A087ZNB0
7460.GB20157-PB	A0A087ZQ05
7460.GB19968-PA	A0A088A8I1
7460.GB18155-PA	A0A088AA11
7460.GB10620-PA	A0A088AAZ9
7460.GB30003-PA	A0A088AGK1
7460.GB14558-PA	A0A088AIQ9
7460.GB15335-PA	A0A088AN06
7460.GB19130-PA	A0A088AS00
7460.GB10582-PA	A0A088AUG3
7460.GB20146-PA	A0A087ZN24
7460.GB19319-PA	A0A087ZUK3
7460.GB12498-PA	A0A088A0Q8
7460.GB18764-PA	A0A088A224
7460.GB13727-PA	A0A088A6T6
7460.GB14475-PA	A0A088ADY1
7460.GB17660-PA	A0A088AUD2
7460.GB11731-PA	A0A087ZMR7
7460.GB14603-PA	A0A087ZN39
7460.GB14094-PA	A0A087ZNY0
7460.GB10392-PA	A0A087ZRN4
7460.GB18213-PA	A0A087ZS84
7460.GB15650-PA	A0A087ZUQ6
7460.GB11455-PA	A0A087ZVH3
7460.GB20025-PA	A0A087ZW99
7460.GB17259-PA	A0A087ZZM5
7460.GB15946-PA	A0A088A0P4
7460.GB15085-PA	A0A088A0W2
7460.GB17401-PA	A0A088A1Z3
7460.GB19129-PA	A0A088A296
7460.GB12807-PA	A0A088A769
7460.GB10701-PA	A0A088A8N6
7460.GB13311-PA	A0A088AAJ0
7460.GB11481-PA	A0A088AAJ3
7460.GB19282-PA	A0A088AAL9
7460.GB12196-PA	A0A088AAT7
7460.GB12196-PA	A0A088AAT8
7460.GB16453-PA	A0A088ACB9
7460.GB16700-PA	A0A088ACD0
7460.GB13203-PA	A0A088AD69
7460.GB17285-PA	A0A088ADA4
7460.GB19805-PA	A0A088ADS9
7460.GB16694-PA	A0A088ADZ2
7460.GB17947-PA	A0A088AE19
7460.GB19019-PA	A0A088AFW6
7460.GB11430-PA	A0A088AG47
7460.GB13206-PA	A0A088AG54
7460.GB14950-PA	A0A088AI10
7460.GB16652-PA	A0A088AJ21
7460.GB15182-PA	A0A088AJK5
7460.GB10543-PA	A0A088AM33
7460.GB17002-PA	A0A088AM44
7460.GB16661-PA	A0A088AMF9
7460.GB11664-PA	A0A088AMX5
7460.GB16638-PA	A0A088ANN2
7460.GB16548-PA	A0A088ANT4
7460.GB30249-PA	A0A088ANV8
7460.GB10991-PA	A0A088APW8
7460.GB11868-PA	A0A088AQ20
7460.GB10975-PA	A0A088AR57
7460.GB18392-PA	A0A088ARA8
7460.GB13609-PA	A0A088ARK4
7460.GB12201-PA	A0A088ASR8
7460.GB13212-PA	A0A088AT52
7460.GB11117-PA	A0A088AU96
7460.GB18652-PA	A0A088AW40
7460.GB30565-PA	A0A088A4H0
7460.GB11515-PA	I2CLM5
7460.GB11515-PA	G5D4V0
7460.GB19367-PA	Q5W7P2
7460.GB13587-PA	Q8WRW4
7460.GB15283-PA	A0A087ZTW9
7460.GB11623-PA	A0A087ZYG6
7460.GB15240-PA	A0A088A4D8
7460.GB20152-PA	A0A088A702
7460.GB16818-PA	A0A088AE85
7460.GB10401-PA	A0A088AG90
7460.GB11189-PA	A0A088AHP8
7460.GB17974-PA	A0A088ANA9
7460.GB17009-PA	A0A088ANT5
7460.GB16196-PA	A5JEB5
7460.GB12776-PA	A0A087ZQ37
7460.GB13738-PA	A0A087ZQB7
7460.GB13715-PA	A0A087ZRB9
7460.GB15377-PA	A0A087ZRR3
7460.GB17754-PA	A0A087ZXB3
7460.GB12217-PA	A0A087ZZ06
7460.GB14365-PA	A0A087ZZ69
7460.GB17288-PA	A0A088A084
7460.GB10492-PA	A0A088A5C5
7460.GB10875-PA	A0A088A6L8
7460.GB15847-PA	A0A088A6T3
7460.GB17225-PA	A0A088A717
7460.GB13919-PA	A0A088A9H1
7460.GB13152-PA	A0A088AAF9
7460.GB12192-PA	A0A088AC54
7460.GB13126-PA	A0A088AD80
7460.GB12559-PA	A0A088ADP7
7460.GB16697-PA	A0A088AG43
7460.GB12830-PA	A0A088AG50
7460.GB18349-PA	A0A088AHI5
7460.GB12677-PA	A0A088AIP6
7460.GB18736-PA	A0A088AIQ6
7460.GB19191-PA	A0A088ALA6
7460.GB13891-PA	A0A088ALR1
7460.GB16054-PA	A0A088AM22
7460.GB17466-PA	A0A088AMB7
7460.GB17151-PA	A0A088AMH1
7460.GB18668-PA	A0A088AN16
7460.GB12130-PA	A0A088AS05
7460.GB17915-PA	A0A088AS39
7460.GB18529-PA	A0A088ASD4
7460.GB10998-PA	A0A088ASF9
7460.GB15472-PA	A0A088ASN9
7460.GB18192-PA	A0A088AUN3
7460.GB14806-PA	A0A088AUS5
7460.GB17238-PA	A0A088AUU5
7460.GB16465-PA	A0A088AV05
7460.GB17502-PA	A0A088AVX6
7460.GB10922-PA	A0A087ZPA6
7460.GB11156-PA	A0A087ZPK1
7460.GB15454-PA	A0A087ZXW5
7460.GB12344-PA	R4TRU1
7460.GB12311-PA	E5RQ35
7460.GB17224-PA	I2CK72
7460.GB16970-PA	R4U1Q9
7460.GB14948-PA	I2CK42
7460.GB18354-PA	A0A088A3I1
7460.GB19024-PA	A0A087ZUV8
7460.GB17520-PA	A0A087ZST2
7460.GB10895-PA	A0A087ZWI8
7460.GB19600-PA	A0A088A0L8
7460.GB13485-PA	A0A088A943
7460.GB16953-PA	A0A088AAV7
7460.GB11245-PA	A0A088AN91
7460.GB14696-PA	A0A088AQJ8
7460.GB10330-PA	A0A088AT59
7460.GB15920-PA	A0A087ZNC9
7460.GB16899-PA	A0A087ZNI4
7460.GB10722-PA	A0A087ZNW7
7460.GB11928-PA	A0A087ZPD6
7460.GB11786-PA	A0A087ZRM4
7460.GB18749-PA	A0A087ZS08
7460.GB19320-PA	A0A087ZSD0
7460.GB12435-PA	A0A087ZV17
7460.GB11929-PA	A0A087ZWW5
7460.GB18893-PA	A0A087ZXE6
7460.GB19195-PA	A0A087ZYH0
7460.GB14078-PA	A0A088A021
7460.GB19646-PA	A0A088A1X2
7460.GB15935-PA	A0A088A2W7
7460.GB14530-PA	A0A088A538
7460.GB17311-PA	A0A088A722
7460.GB19393-PA	A0A088A7Y8
7460.GB16515-PA	A0A088A9L5
7460.GB12509-PA	A0A088A9U2
7460.GB13917-PA	A0A088A9Y9
7460.GB14665-PA	A0A088AAE6
7460.GB17306-PA	A0A088AC30
7460.GB19171-PA	A0A088ADH1
7460.GB13844-PA	A0A088AH36
7460.GB16487-PA	A0A088AIJ9
7460.GB12786-PA	A0A088AJ10
7460.GB15133-PA	A0A088AJS4
7460.GB16820-PA	A0A088AKH3
7460.GB12573-PA	A0A088AKI2
7460.GB13652-PA	A0A088ALL4
7460.GB17679-PA	A0A088AM15
7460.GB19478-PA	A0A088AMR8
7460.GB15276-PA	A0A088AN49
7460.GB17952-PA	A0A088ANQ2
7460.GB17597-PA	A0A088AQR4
7460.GB19095-PA	A0A088ARD6
7460.GB11661-PB	A0A088ARF5
7460.GB11923-PA	A0A088ARS8
7460.GB13224-PA	A0A088AUI4
7460.GB10137-PA	A0A088AVP5
7460.GB17758-PA	A0A088AW27
7460.GB11986-PA	U3KQW5
7460.GB19961-PA	C7AHP4
7460.GB15371-PA	R4TU87
7460.GB15371-PA	R4TU79
7460.GB17382-PA	A0A087ZR00
7460.GB13228-PA	A0A087ZUJ8
7460.GB14483-PA	A0A087ZY25
7460.GB16256-PA	A0A088A4F2
7460.GB14307-PA	A0A088A5B5
7460.GB12459-PA	A0A088A7L5
7460.GB14231-PA	A0A088AEC8
7460.GB14410-PA	A0A088AN07
7460.GB12016-PA	A0A088AQ72
7460.GB16503-PA	A0A087ZMT4
7460.GB17658-PA	A0A087ZNL2
7460.GB12125-PA	A0A087ZSU7
7460.GB19910-PA	A0A087ZSX7
7460.GB16403-PA	A0A087ZTJ5
7460.GB17207-PA	A0A087ZTJ7
7460.GB17010-PA	A0A087ZVB4
7460.GB18378-PA	A0A087ZWN8
7460.GB11198-PA	A0A087ZX48
7460.GB17449-PA	A0A087ZYB0
7460.GB13808-PA	A0A087ZYJ7
7460.GB16355-PA	A0A087ZYZ7
7460.GB30349-PA	A0A087ZZI4
7460.GB15330-PA	A0A087ZZU7
7460.GB10787-PA	A0A088A139
7460.GB15649-PA	A0A088A1F5
7460.GB10084-PA	A0A088A6V7
7460.GB16801-PA	A0A088A8E4
7460.GB18804-PA	A0A088A8E6
7460.GB30255-PA	A0A088A9A2
7460.GB17174-PA	A0A088A9Y5
7460.GB12091-PA	A0A088ABY7
7460.GB10487-PA	A0A088AGN5
7460.GB17030-PA	A0A088AHF3
7460.GB20141-PA	A0A088AI69
7460.GB11521-PA	A0A088AJJ0
7460.GB14807-PA	A0A088AJL3
7460.GB18637-PA	A0A088ALS0
7460.GB12278-PA	A0A088AMU9
7460.GB11171-PA	A0A088ARJ6
7460.GB13525-PA	A0A088ARK7
7460.GB12715-PA	A0A088ASC3
7460.GB14335-PA	A0A088AST2
7460.GB17321-PA	A0A088ASW2
7460.GB12092-PA	A0A088ASZ0
7460.GB13460-PA	A0A088AU01
7460.GB13387-PA	A0A088AU83
7460.GB11824-PA	A0A088AUB5
7460.GB14728-PA	A0A088AWB3
7460.GB14390-PA	A0A088AAM8
7460.GB10906-PA	A0A088AE30
7460.GB10965-PA	A0A088AG38
7460.GB12369-PA	A0A088AI37
7460.GB12836-PA	A0A088ANS2
7460.GB12823-PA	A0A087ZUY8
7460.GB11970-PA	A0A087ZY71
7460.GB19598-PA	A0A088A2J9
7460.GB14021-PA	A0A088A3E7
7460.GB17888-PA	I2CKU9
7460.GB14064-PA	A0A087ZSM6
7460.GB18945-PA	A0A088AL95
7460.GB12428-PA	A0A088AQ25
7460.GB16768-PA	A0A088ATC5
7460.GB30307-PA	A0A088AU88
7460.GB17664-PA	A0A087ZR24
7460.GB14152-PB	A0A088A821
7460.GB11008-PA	A0A088ACL6
7460.GB17074-PA	A0A088AJE4
7460.GB13379-PA	A0A088ATZ9
7460.GB15962-PA	A0A088AUL6
7460.GB11167-PA	Q6V5L2
7460.GB16447-PB	E5RQ33
7460.GB18658-PA	A0A087ZQC8
7460.GB30404-PA	A0A087ZX09
7460.GB16782-PA	A0A087ZZG6
7460.GB18531-PA	A0A088A8A9
7460.GB13438-PA	A0A088AAP8
7460.GB15442-PA	A0A088ABF5
7460.GB17430-PA	A0A088AD85
7460.GB17640-PA	A0A088ANV3
7460.GB30584-PA	A0A088ARS7
7460.GB16437-PA	A0A088ASW1
7460.GB17622-PA	A0A088AT96
7460.GB12652-PA	A0A088AUP0
7460.GB12505-PA	A0A087ZNP0
7460.GB13057-PA	A0A087ZPL5
7460.GB13922-PA	A0A087ZQM1
7460.GB10093-PA	A0A087ZS96
7460.GB13532-PA	A0A087ZUH8
7460.GB16184-PA	A0A087ZV52
7460.GB18836-PA	A0A087ZVK3
7460.GB10410-PA	A0A087ZVM4
7460.GB11931-PA	A0A087ZW07
7460.GB16302-PA	A0A087ZY59
7460.GB11755-PA	A0A087ZZK7
7460.GB18715-PA	A0A088A1Z8
7460.GB19292-PA	A0A088A268
7460.GB19976-PA	A0A088A2E7
7460.GB12557-PA	A0A088A4B0
7460.GB15017-PA	A0A088A4H7
7460.GB14087-PA	A0A088A657
7460.GB16046-PA	A0A088A7G2
7460.GB12258-PA	A0A088A9X1
7460.GB16520-PA	A0A088ABX3
7460.GB10867-PA	A0A088AF34
7460.GB14214-PA	A0A088AHH2
7460.GB30169-PA	A0A088AI34
7460.GB30081-PA	A0A088AIC5
7460.GB10328-PA	A0A088AJE7
7460.GB17865-PA	A0A088AK63
7460.GB15242-PA	A0A088AKB1
7460.GB19322-PA	A0A088AQB5
7460.GB13994-PA	A0A088ARF0
7460.GB17179-PA	A0A088ARP4
7460.GB14449-PA	A0A088ARX1
7460.GB15731-PA	A0A088AS34
7460.GB15520-PA	A0A088ATY4
7460.GB15531-PA	A0A088AVH5
7460.GB11515-PA	I2CLM4
7460.GB11515-PA	I2CLN9
7460.GB11515-PA	G5D4V3
7460.GB10499-PA	F5HRF9
7460.GB16289-PA	A0A088ADV5
7460.GB13884-PA	I2CL43
7460.GB11515-PA	I2CLP1
7460.GB17052-PA	A0A087ZMS2
7460.GB15863-PA	A0A087ZVS0
7460.GB13947-PA	A0A088A5A2
7460.GB16417-PA	A0A088ACE5
7460.GB11077-PA	A0A088AFY8
7460.GB17393-PA	A0A088AGL5
7460.GB11401-PA	A0A088AK11
7460.GB12966-PA	A0A088APS8
7460.GB14939-PA	A0A087ZQY4
7460.GB19241-PA	A0A087ZZL1
7460.GB17494-PA	A0A088ATC6
7460.GB11961-PA	U3KQW2
7460.GB13501-PA	A0A087ZSF6
7460.GB15213-PA	A0A087ZT82
7460.GB17790-PA	A0A087ZU53
7460.GB30219-PA	A0A088A311
7460.GB17777-PA	A0A088AHY8
7460.GB20051-PA	A0A088ANB2
7460.GB16327-PA	A0A087ZNJ3
7460.GB12751-PA	A0A087ZQF4
7460.GB15579-PA	A0A087ZQJ2
7460.GB15198-PA	A0A087ZRM2
7460.GB19952-PA	A0A087ZSK8
7460.GB17382-PA	A0A087ZTE7
7460.GB19539-PA	A0A087ZTP2
7460.GB12203-PA	A0A087ZUC1
7460.GB14814-PA	A0A087ZUY9
7460.GB10335-PA	A0A087ZW10
7460.GB15345-PA	A0A087ZW88
7460.GB17972-PA	A0A087ZWI0
7460.GB15706-PA	A0A087ZX02
7460.GB16636-PA	A0A088A2B1
7460.GB15390-PA	A0A088A3F4
7460.GB30513-PA	A0A088A4T7
7460.GB11062-PA	A0A088AAM2
7460.GB16347-PA	A0A088AFR0
7460.GB13763-PA	A0A088AJB5
7460.GB12388-PA	A0A088ATS1
7460.GB14345-PA	A0A088AUX1
7460.GB20044-PA	A0A088AVN0
7460.GB16669-PA	A0A087ZYV7
7460.GB13015-PA	A0A088A0J9
7460.GB18523-PA	A0A088A5X4
7460.GB13030-PA	A0A088A5Y7
7460.GB15721-PA	A0A088A9T5
7460.GB19811-PA	A0A088AAR4
7460.GB12727-PA	A0A088ACS6
7460.GB13686-PA	A0A088AD66
7460.GB16646-PA	A0A088AD89
7460.GB11387-PA	A0A088AE75
7460.GB16498-PA	A0A088AGC8
7460.GB30080-PA	A0A088AIJ5
7460.GB16976-PA	A0A088AJW0
7460.GB12609-PA	A0A088AL34
7460.GB15785-PA	A0A088AL98
7460.GB20132-PA	A0A088AM52
7460.GB10930-PA	A0A088AMP4
7460.GB19798-PA	A0A088ARH7
7460.GB13999-PA	G5D3B1
7460.GB17782-PA	Q8WSY8
7460.GB19990-PA	Q7YT33
7460.GB19642-PA	I7JI13
7460.GB16651-PA	A0A087ZNF7
7460.GB13267-PA	A0A087ZQ00
7460.GB17469-PA	A0A087ZYV1
7460.GB17720-PA	A0A088A5C4
7460.GB15144-PA	A0A088AG46
7460.GB16675-PA	A0A088AGK5
7460.GB12065-PA	A0A088AP05
7460.GB19099-PA	A0A088AQ52
7460.GB10064-PA	A0A088AQZ0
7460.GB30568-PA	A0A088ARZ4
7460.GB16507-PA	A0A088ATI9
7460.GB13095-PA	A0A087ZNB1
7460.GB13479-PA	A0A087ZQ65
7460.GB15574-PA	A0A087ZRE8
7460.GB12080-PA	A0A087ZTY2
7460.GB11777-PA	A0A087ZUN8
7460.GB20082-PA	A0A087ZV67
7460.GB17413-PA	A0A087ZWH0
7460.GB19971-PA	A0A087ZWY0
7460.GB15457-PA	A0A087ZXX3
7460.GB19459-PA	A0A087ZYR6
7460.GB17633-PA	A0A088A267
7460.GB14869-PA	A0A088A387
7460.GB15638-PA	A0A088A3K8
7460.GB13051-PA	A0A088A3T3
7460.GB16499-PB	A0A088A4G8
7460.GB19253-PA	A0A088A6E0
7460.GB12255-PA	A0A088A6L3
7460.GB30075-PA	A0A088A883
7460.GB19680-PA	A0A088A8G2
7460.GB15830-PA	A0A088AEE7
7460.GB15825-PA	A0A088AJH2
7460.GB14679-PA	A0A088ALN7
7460.GB12201-PA	A0A088ASR7
7460.GB14236-PA	A0A088ATE9
7460.GB30400-PA	A0A088ATW8
7460.GB18621-PA	A0A088A175
7460.GB18807-PA	A0A088A5W7
7460.GB11359-PA	A0A088AEZ6
7460.GB14463-PA	A0A088AGB2
7460.GB19605-PA	A0A088AJ60
7460.GB13543-PA	A0A088AKX4
7460.GB12029-PA	A0A088AM27
7460.GB11410-PA	A0A088AN19
7460.GB12490-PA	A0A088AN32
7460.GB10891-PA	A0A088ANY0
7460.GB19181-PA	A0A088AQ03
7460.GB12898-PA	A0A087ZQN3
7460.GB14175-PA	A0A087ZXL7
7460.GB10201-PA	A0A087ZZK6
7460.GB18111-PA	A0A088AU11
7460.GB17801-PA	A0A088AV33
7460.GB16539-PA	A0A088A4F8
7460.GB13312-PA	A0A088ABP6
7460.GB14694-PA	A0A088AQK6
7460.GB20036-PA	C0K3M9
7460.GB13996-PA	A0A087ZNV1
7460.GB19566-PA	A0A087ZRS6
7460.GB19378-PA	A0A088A193
7460.GB18481-PA	A0A088AAZ4
7460.GB18314-PA	A0A088AK91
7460.GB15150-PA	A0A087ZNW2
7460.GB16471-PA	A0A087ZSH6
7460.GB16721-PA	A0A088A001
7460.GB13131-PA	A0A088A3A4
7460.GB12138-PA	A0A088A8H5
7460.GB17250-PA	A0A088AQE0
7460.GB14818-PA	A0A088A405
7460.GB12685-PA	A0A088AD45
7460.GB30312-PA	A0A088ADI3
