169963.lmo0928	P58621
169963.lmo0210	B5B9F2
169963.lmo1619	E0ACQ0
169963.lmo0265	Q6QMQ0
169963.lmo1619	A1YUS8
169963.lmo0210	E0ACV4
169963.lmo0433	A0FF03
169963.lmo0438	W5U0X0
169963.lmo0204	D1FMH8
169963.lmo0204	D1FMI7
169963.lmo0433	A1Y727
169963.lmo0582	A9ZSC3
169963.lmo2468	Q83UB9
169963.lmo0434	B3VU65
169963.lmo1329	B6RXS2
169963.lmo0433	D2E3I1
169963.lmo0203	Q6E935
169963.lmo1439	Q6QMJ7
169963.lmo0300	A1Y7F2
169963.lmo0433	B0ZZA3
169963.lmo0204	B6RV40
169963.lmo0434	D0VLN0
169963.lmo0433	Q2HPQ9
169963.lmo0409	Q2PTD7
169963.lmo0433	Q8KTY1
169963.lmo0200	Q331J8
169963.lmo1634	C6ZZP2
169963.lmo0433	B0ZZ82
169963.lmo0433	B6RXB1
169963.lmo2092	Q83UG2
169963.lmo0433	A1Y3P7
169963.lmo0433	B0ZZA1
169963.lmo0300	B8X2N3
169963.lmo0434	E0ACT6
169963.lmo0735	G9G5K3
169963.lmo0204	Q0ILE0
169963.lmo1329	Q2L8J8
169963.lmo0433	Q45L27
169963.lmo1398	Q83TW0
169963.lmo0434	Q83U42
169963.lmo1871	B8X283
169963.lmo1574	C6ZT97
169963.lmo0582	J7HBT5
169963.lmo2092	Q83TV6
169963.lmo1398	Q83U02
169963.lmo0434	Q9WW39
169963.lmo0433	A1Y3P3
169963.lmo0300	A1Y419
169963.lmo0300	A1Y4E8
169963.lmo0433	B6RXD2
169963.lmo1871	B8X278
169963.lmo0433	D8V6S4
169963.lmo0202	Q330Y1
169963.lmo1871	A1XZM3
169963.lmo0204	B6RUR5
169963.lmo1329	B6RXR7
169963.lmo0434	C6ZUP2
169963.lmo2752	E0ACJ6
169963.lmo0205	B9UXQ7
169963.lmo0205	Q6E8S5
169963.lmo1508	Q694L0
169963.lmo0202	Q83TG3
169963.lmo0298	A1Y7W9
169963.lmo0201	Q331D0
169963.lmo0203	Q6E9T1
169963.lmo1786	B0ZZI0
169963.lmo2268	E2E7X6
169963.lmo1439	Q83U01
169963.lmo1003	Q694F4
169963.lmo0433	A7DZN3
169963.lmo0210	B5B9H2
169963.lmo0433	B8X2B8
169963.lmo1520	C6ZTX5
169963.lmo0264	Q2PTG8
169963.lmo0205	Q6E939
169963.lmo0202	Q83TZ3
169963.lmo0202	A3QZT6
169963.lmo0205	B9UY54
169963.lmo1054	C6ZWJ5
169963.lmo0433	C9E2C0
169963.lmo0434	Q83U41
169963.lmo0433	A1Y3P4
169963.lmo0433	B8X2I2
169963.lmo0433	C9E291
169963.lmo2468	M9V7V6
169963.lmo2537	B0FPW3
169963.lmo0433	A7DZM1
169963.lmo0263	Q2PTN9
169963.lmo0201	Q6E8Z5
169963.lmo1871	Q83U19
169963.lmo0433	B5B8S6
169963.lmo1619	B5B993
169963.lmo0582	J7H5Z1
169963.lmo0202	Q331E7
169963.lmo2752	Q694V2
169963.lmo0434	A1Y782
169963.lmo0433	A1Y7D9
169963.lmo0205	Q6E945
169963.lmo0202	Q6EAB7
169963.lmo0433	A8D332
169963.lmo1573	C6ZTR8
169963.lmo0931	B3VUB9
169963.lmo0265	B5B948
169963.lmo0200	B9UXM4
169963.lmo0886	I1WDX6
169963.lmo0202	A3QZU1
169963.lmo0434	B3VTW4
169963.lmo2268	E2E7X9
169963.lmo2092	Q83TC4
169963.lmo0433	A1Y3S4
169963.lmo0894	A1Y4K3
169963.lmo0204	B5TZB1
169963.lmo2459	B6RWS5
169963.lmo0433	B6RX97
169963.lmo0886	B8X1P8
169963.lmo0300	C6ZVF5
169963.lmo1634	C6ZZP1
169963.lmo0201	Q331E8
169963.lmo0203	Q6EAI1
169963.lmo2785	Q83UC3
169963.lmo0204	B0G0B6
169963.lmo0737	G9G5L6
169963.lmo0203	Q6E8S1
169963.lmo0199	E2E8X6
169963.lmo0205	Q6E9S9
169963.lmo0204	Q8GNS2
169963.lmo1871	B8X280
169963.lmo0433	B3VU48
169963.lmo0929	B3VUG9
169963.lmo0201	E0ACX0
169963.lmo0204	B0ZS40
169963.lmo0895	Q2L8I6
169963.lmo0895	Q2L8J0
169963.lmo0202	Q83UF5
169963.lmo0433	A1Y729
169963.lmo0204	B0G056
169963.lmo0265	B5B963
169963.lmo0298	C6ZVC9
169963.lmo0738	G9G5K6
169963.lmo0203	Q6E8S7
169963.lmo0006	Q83UA3
169963.lmo1398	Q83UH5
169963.lmo1871	Q83UV0
169963.lmo0895	A9YDG2
169963.lmo0202	B5AFH8
169963.lmo0895	C0LWD4
169963.lmo0319	E0ACL6
169963.lmo0202	Q83TS9
169963.lmo2092	Q83UG3
169963.lmo2092	Q83UH1
169963.lmo0582	A9ZSA0
169963.lmo1786	B0ZZJ0
169963.lmo0433	C6ZUQ9
169963.lmo1329	C7A0S0
169963.lmo1328	C7A0S9
169963.lmo2332	F5CRR8
169963.lmo2332	F5CRT7
169963.lmo1786	M1JCM6
169963.lmo1329	C0LX01
169963.lmo0205	Q6E933
169963.lmo0202	Q6E942
169963.lmo2092	C0LXH2
169963.lmo0434	A0SY81
169963.lmo0582	A9ZS94
169963.lmo0692	B0FPJ8
169963.lmo0210	B5B9G4
169963.lmo0265	E0ACN6
169963.lmo0201	Q6E8S3
169963.lmo0202	Q83TW7
169963.lmo0265	Q83U78
169963.lmo2501	B0FQ06
169963.lmo1786	Q2PTT9
169963.lmo0203	Q330Y2
169963.lmo0201	Q5EII5
169963.lmo1786	Q6Q5Z6
169963.lmo1619	Q83U81
169963.lmo0434	A0MZJ7
169963.lmo1508	B5B997
169963.lmo0319	B5B9B2
169963.lmo0433	C6ZUN9
169963.lmo2268	E2E7Y1
169963.lmo0202	Q83UU9
169963.lmo1398	Q83UY6
169963.lmo0896	A1Y8I0
169963.lmo0434	A0FF20
169963.lmo0434	A1Y754
169963.lmo2501	B0FQ13
169963.lmo0434	Q1KT68
169963.lmo0434	Q3ZUI9
169963.lmo0434	Q83U03
169963.lmo2067	A9LY33
169963.lmo1328	C7A0R9
169963.lmo0204	D1FMJ5
169963.lmo0594	Q694S1
169963.lmo0201	Q6E955
169963.lmo0438	W5U1F9
169963.lmo0265	B5B964
169963.lmo1767	B6RZM2
169963.lmo0202	Q6E9A2
169963.lmo2092	A1XYX2
169963.lmo0204	A1XZ39
169963.lmo0300	A1Y428
169963.lmo0433	A9LY40
169963.lmo0931	A9LY53
169963.lmo2067	A9LY32
169963.lmo1786	M9VD85
169963.lmo0433	Q3ZUD2
169963.lmo2785	Q6QMM1
169963.lmo1521	A1Y6P8
169963.lmo0204	B6RV46
169963.lmo0895	B6RYQ3
169963.lmo0300	C6ZVD1
169963.lmo0433	D1FMP1
169963.lmo0203	Q6E9N9
169963.lmo2785	Q83UC2
169963.lmo0433	A6P4V5
169963.lmo1508	Q694L1
169963.lmo1573	A1Y6I2
169963.lmo0893	A1Y8H7
169963.lmo2752	Q6QMR3
169963.lmo0433	B6RX94
169963.lmo1814	Q694P2
169963.lmo0433	A8D316
169963.lmo1573	C6ZT90
169963.lmo0202	Q83TC1
169963.lmo1871	Q83UR7
169963.lmo0007	S5DNP4
169963.lmo0202	A3QZT9
169963.lmo0202	Q331D3
169963.lmo2092	A1YUS0
169963.lmo0202	Q83UF4
169963.lmo0205	B9UXZ1
169963.lmo0434	C6ZV54
169963.lmo0202	Q83TB0
169963.lmo0006	Q83TE6
169963.lmo1052	A1Y5D5
169963.lmo0433	A4GWM5
169963.lmo0582	A9ZSG0
169963.lmo0265	B5B967
169963.lmo0433	A4GWL6
169963.lmo2763	E2E8H6
169963.lmo0203	Q6E917
169963.lmo0434	A0FF23
169963.lmo0433	B5B8S2
169963.lmo0433	B5B8S7
169963.lmo2479	O32822
169963.lmo0232	B6ZH00
169963.lmo0200	B9UXN8
169963.lmo2332	F5CRS4
169963.lmo0201	Q6E8R7
169963.lmo0201	Q6E901
169963.lmo0202	Q83U86
169963.lmo0300	A1Y7L8
169963.lmo0261	B4XQL2
169963.lmo0202	Q83TA2
169963.lmo0895	B6RY97
169963.lmo1574	C6ZT81
169963.lmo0434	Q83U27
169963.lmo0582	Q83UH3
169963.lmo0300	A1Y7E9
169963.lmo0202	A3QZV1
169963.lmo0204	B6RUR4
169963.lmo0210	B5B9K5
169963.lmo1329	B6RY57
169963.lmo0202	Q83TA0
169963.lmo0896	A1Y4K5
169963.lmo1892	E2E8M6
169963.lmo2821	B3VU92
169963.lmo0300	A1Y7N3
169963.lmo0204	D1FMH2
169963.lmo1871	Q83UH0
169963.lmo0433	D8V621
169963.lmo0202	Q6E8U6
169963.lmo1056	A0A0B8QY43
169963.lmo0393	A0A0B8RGB5
169963.lmo2080	A0A0B8R9I4
169963.lmo2088	S5LCY0
169963.lmo0201	Q6E8U7
169963.lmo0886	H9N8U4
169963.lmo0433	A4ZNV4
169963.lmo0451	A0A0B8RHW1
169963.lmo0203	Q6E9I5
169963.lmo2151	A0A0B8RB42
169963.lmo2443	A0A0B8R418
169963.lmo1870	A0A0B8R3Y7
169963.lmo0006	Q83UR2
169963.lmo1871	Q83UD8
169963.lmo0006	Q83TL5
169963.lmo1871	Q83UR5
169963.lmo0433	A4GWJ7
169963.lmo0202	B6ZGZ1
169963.lmo2459	C0LWH4
169963.lmo1320	E2E8S6
169963.lmo0202	Q83U52
169963.lmo0202	Q83UE6
169963.lmo0265	B5B969
169963.lmo0203	Q45RG5
169963.lmo1871	Q83UH9
169963.lmo0202	Q83U55
169963.lmo0006	Q843L3
169963.lmo1871	Q83UC9
169963.lmo1398	Q83UQ3
169963.lmo1398	Q83U91
169963.lmo0006	Q83UI3
169963.lmo2092	Q83UA9
169963.lmo0200	Q83UP7
169963.lmo1508	E0ACW0
169963.lmo1398	Q83U73
169963.lmo1334	A0A0B8QXL7
169963.lmo0433	A4GWM6
169963.lmo1871	Q83TC8
169963.lmo1377	I1WCG9
169963.lmo0298	A1Y420
169963.lmo1871	Q83U08
169963.lmo1871	Q83UB6
169963.lmo0582	W6JHZ5
169963.lmo0006	Q83UI2
169963.lmo0006	Q83UI7
169963.lmo0199	S5DNR8
169963.lmo0210	B5B9E1
169963.lmo0006	Q83UR0
169963.lmo0433	B5B8W6
169963.lmo0210	B5B9F7
169963.lmo2092	Q83TH5
169963.lmo0434	H9N8W8
169963.lmo0006	Q83TX6
169963.lmo0006	Q83UN6
169963.lmo0433	Q3ZUG4
169963.lmo1871	Q83TK8
169963.lmo0006	Q83UE9
169963.lmo0210	Q83UG1
169963.lmo1054	C6ZWF9
169963.lmo0006	Q83TI0
169963.lmo1892	E2E8M9
169963.lmo0433	H2DK91
169963.lmo0006	Q83UT4
169963.lmo0210	B5B9E4
169963.lmo1871	Q83T95
169963.lmo0006	Q83UK8
169963.lmo2268	E2E7Z0
169963.lmo1377	Q83UR3
169963.lmo2793	A0A0B8QZX6
169963.lmo0202	B3VU33
169963.lmo0433	D8V6F9
169963.lmo0210	E2E828
169963.lmo2092	Q83UD9
169963.lmo0433	D1FMU0
169963.lmo0202	Q6E9T2
169963.lmo0265	B5B949
169963.lmo0006	Q83TB8
169963.lmo0204	B6RV17
169963.lmo0201	Q3L8P0
169963.lmo0201	Q6E8S9
169963.lmo2461	V5NAE6
169963.lmo0006	Q83UX2
169963.lmo0433	B6RX88
169963.lmo1378	Q694I4
169963.lmo1871	A1XZQ5
169963.lmo1573	C6ZT76
169963.lmo0202	E0YAR6
169963.lmo0300	A1Y7J4
169963.lmo0896	A1Y954
169963.lmo0202	Q83TF3
169963.lmo1398	Q83TF2
169963.lmo0433	B6RXH8
169963.lmo0433	V9Y090
169963.lmo0896	A1Y4K8
169963.lmo0433	B6RXA7
169963.lmo0300	A1Y7F5
169963.lmo0006	C0LW70
169963.lmo0006	Q83UF1
169963.lmo0202	Q8G911
169963.lmo0582	A9ZS95
169963.lmo1320	E2E8S9
169963.lmo0438	W5U0K9
169963.lmo2752	B5B908
169963.lmo0202	Q83TF4
169963.lmo0042	A0A0B8QW93
169963.lmo0433	B6ZH22
169963.lmo0200	Q6E932
169963.lmo1786	Q83UC5
169963.lmo0203	Q6EAJ8
169963.lmo0777	A0A0B8R1T4
169963.lmo2710	A0A0B8RC56
169963.lmo0262	Q9ZEY2
169963.lmo1421	Q93A35
169963.lmo0434	E9NS45
169963.lmo0200	B1PX79
169963.lmo1767	Q2L8L2
169963.lmo1767	Q2L8L4
169963.lmo1767	C0LWW2
169963.lmo2501	Q8VTU0
169963.lmo0200	D1FKF4
169963.lmo1767	C6ZYB2
169963.lmo0199	H6UX11
169963.lmo0200	H6UX15
169963.lmo2424	Q6WKX9
169963.lmo2653	Q9EZW0
169963.lmo1767	C6ZYE2
169963.lmo1377	A0A0B5CNL1
169963.lmo1767	C6ZXR1
169963.lmo0010	Q7BSJ0
169963.lmo0734	G9G5L3
169963.lmo1207	A0A0B8QXV4
169963.lmo1739	A0A0B8QZR8
169963.lmo2088	A0A0B8R4P5
169963.lmo0903	A0A0B8R6K7
169963.lmo2486	A0A0B8RAZ7
169963.lmo0959	A0A0B8RF70
169963.lmo0350	A0A0B8RGX8
169963.lmo1846	A0A0B8QR74
169963.lmo1586	A0A0B8QUS6
169963.lmo2769	A0A0B8QV35
169963.lmo1581	A0A0B8QZD5
169963.lmo2224	A0A0B8R0M7
169963.lmo1302	A0A0B8R1M4
169963.lmo1472	A0A0B8R2Q6
169963.lmo2130	A0A0B8RAF6
169963.lmo1375	A0A0B8RCZ7
169963.lmo1453	Q48746
169963.lmo0220	Q8KU02
169963.lmo1364	Q546T7
169963.lmo1631	A0A0B8R3I8
169963.lmo0873	A0A0B8R6P6
169963.lmo2537	B0FPX0
169963.lmo1037	A0A0B8QY64
169963.lmo1168	A0A0B8R8G3
169963.lmo2575	A0A0B8RGZ4
169963.lmo1767	Q2L8L5
169963.lmo1467	Q9S598
169963.lmo0862	A0A0B8QXD9
169963.lmo1481	A0A0B8RDW5
169963.lmo0272	A0A0B8REF2
169963.lmo2826	A0A0B8REK9
169963.lmo2569	A0A0B8RIN6
169963.lmo1767	B6RZP0
169963.lmo0204	A0A0A7ERA0
169963.lmo2194	Q9LAT5
169963.lmo2551	Q9ZH30
169963.lmo0785	Q7BC73
169963.lmo0200	Q5XLZ8
169963.lmo2666	Q79NK5
169963.lmo1446	Q9XDA5
169963.lmo0884	A0A0B8QPR9
169963.lmo2289	A0A0B8QQC3
169963.lmo0275	A0A0B8QQN3
169963.lmo2353	A0A0B8QRX2
169963.lmo0772	A0A0B8QUN7
169963.lmo1116	A0A0B8QV71
169963.lmo2270	A0A0B8QVZ6
169963.lmo1231	A0A0B8QXT8
169963.lmo2770	A0A0B8QZV9
169963.lmo0061	A0A0B8R099
169963.lmo2248	A0A0B8R0R1
169963.lmo1737	A0A0B8R0X0
169963.lmo1438	A0A0B8R159
169963.lmo1465	A0A0B8R2R2
169963.lmo2072	A0A0B8R383
169963.lmo0908	A0A0B8R4E8
169963.lmo0277	A0A0B8R5N6
169963.lmo1932	A0A0B8R5V3
169963.lmo1031	A0A0B8R699
169963.lmo0559	A0A0B8R7V0
169963.lmo0267	A0A0B8R8H7
169963.lmo0036	A0A0B8R9F5
169963.lmo1739	A0A0B8RA30
169963.lmo1248	A0A0B8RD78
169963.lmo2769	A0A0B8REN6
169963.lmo0459	A0A0B8RFV3
169963.lmo2050	A0A0B8RFW6
169963.lmo2208	A0A0B8RHK2
169963.lmo1426	L8DTA0
169963.lmo1530	S5KNL8
169963.lmo1025	A0A0B8QTZ5
169963.lmo2046	A0A0B8QU25
169963.lmo1941	A0A0B8QUU1
169963.lmo1793	A0A0B8QV84
169963.lmo2034	A0A0B8QY93
169963.lmo0546	A0A0B8QZQ4
169963.lmo0200	A0A0B8R044
169963.lmo0841	A0A0B8R1K6
169963.lmo2462	A0A0B8R1W5
169963.lmo0627	A0A0B8R2H4
169963.lmo1504	A0A0B8R399
169963.lmo1746	A0A0B8R3S0
169963.lmo1847	A0A0B8R3X0
169963.lmo1420	A0A0B8R511
169963.lmo0873	A0A0B8R7G8
169963.lmo1565	A0A0B8R8L1
169963.lmo1504	A0A0B8R8Y9
169963.lmo1527	A0A0B8R912
169963.lmo1428	A0A0B8R981
169963.lmo2131	A0A0B8R9Q7
169963.lmo1666	A0A0B8RA03
169963.lmo1348	A0A0B8RD27
169963.lmo1337	A0A0B8RD29
169963.lmo0145	A0A0B8REA6
169963.lmo0025	A0A0B8REH7
169963.lmo2851	A0A0B8REJ4
169963.lmo0964	A0A0B8RF65
169963.lmo0803	A0A0B8RFI4
169963.lmo0656	A0A0B8RG61
169963.lmo1554	A0A0B8RH06
169963.lmo1626	A0A0B8RH34
169963.lmo1650	A0A0B8RH41
169963.lmo2068	A0A0B8RHV3
169963.lmo0994	L8DS57
169963.lmo1599	S5JJL9
169963.lmo0885	S5JUX9
169963.lmo2019	A0A0B8QYZ3
169963.lmo0452	A0A0B8R446
169963.lmo0199	H6UX06
169963.lmo0841	A0A0B8R7K2
169963.lmo1915	A0A0B8R8N0
169963.lmo2001	A0A0B8RGL5
169963.lmo0915	A0A0B8QTQ8
169963.lmo1788	O53082
169963.lmo1786	A0A0B8QR34
169963.lmo1899	A0A0B8QUR2
169963.lmo2201	A0A0B8QVR7
169963.lmo1409	A0A0B8R524
169963.lmo1403	A0A0B8RAN4
169963.lmo2504	A0A0B8RBK8
169963.lmo0892	A0A0B8RCS5
169963.lmo0458	A0A0B8RFY5
169963.lmo2229	A0A0B8RHK9
169963.lmo1767	B6RZR4
169963.lmo0981	A0A0B8QPK2
169963.lmo1207	A0A0B8QZ02
169963.lmo2816	A0A0B8QZZ8
169963.lmo0017	A0A0B8R0G7
169963.lmo0974	A0A0B8R169
169963.lmo0402	A0A0B8R1G2
169963.lmo0859	A0A0B8R1J4
169963.lmo1649	A0A0B8REW8
169963.lmo2201	A0A0B8RFI6
169963.lmo2114	A0A0B8RG80
169963.lmo2270	Q9KJA5
169963.lmo1767	Q2L8K5
169963.lmo2840	A0A0B8REK2
169963.lmo0200	B1PX78
169963.lmo1767	C0LWV0
169963.lmo0718	Q7B414
169963.lmo1231	A0A0B8QYY2
169963.lmo0275	A0A0B8QZ29
169963.lmo2099	A0A0B8R4U1
169963.lmo0025	A0A0B8R9H5
169963.lmo2734	A0A0B8RER8
169963.lmo1737	A0A0B8RF31
169963.lmo1728	A0A0B8RH67
169963.lmo0690	Q8GC14
169963.lmo2667	Q79NK6
169963.lmo2840	A0A0B8QVQ6
169963.lmo0981	A0A0B8QX15
169963.lmo1825	A0A0B8QZY1
169963.lmo0267	A0A0B8RGT1
169963.lmo1782	A0A0B8RH21
169963.lmo1721	A0A0B8RH66
169963.lmo1760	A0A0B8RH86
169963.lmo1892	A0A0B8R9B6
169963.lmo2238	A0A0B8RFK8
169963.lmo1738	A0A0B8RH73
169963.lmo0264	Q9R859
169963.lmo1310	A0A0B8R7Z4
169963.lmo1733	A0A0B8RA26
169963.lmo1379	S5L8T9
169963.lmo1236	A0A0B8QXT5
169963.lmo1687	A0A0B8R0U2
169963.lmo0597	A0A0B8R1F1
169963.lmo2514	A0A0B8R2A9
169963.lmo1033	A0A0B8RC95
169963.lmo2147	A0A0B8RIG5
169963.lmo1285	Q7BSI7
169963.lmo2575	A0A0B8R499
169963.lmo1957	A0A0B8R5X1
169963.lmo2338	A0A0B8QRW6
169963.lmo2229	A0A0B8QVU9
169963.lmo1917	A0A0B8QZI5
169963.lmo1767	B6RZL5
169963.lmo2195	Q9LAT6
169963.lmo2691	A0A0B8QWI3
169963.lmo0292	A0A0B8QZB6
169963.lmo0224	A0A0B8R605
169963.lmo1961	A0A0B8RE60
169963.lmo2544	Q0H0H2
169963.lmo0715	Q7B415
169963.lmo2173	A0A0B8QYN1
169963.lmo0553	A0A0B8R2D1
169963.lmo0947	A0A0B8R7A1
169963.lmo1369	A0A0B8RD15
169963.lmo2316	A0A0B8RGQ6
169963.lmo2588	I0J094
169963.lmo1169	A0A0B8QXY2
169963.lmo0997	A0A0B8QY39
169963.lmo1204	A0A0B8R7B0
169963.lmo0560	A0A0B8R7Y6
169963.lmo1708	A0A0B8R8X1
169963.lmo1224	A0A0B8RAC4
169963.lmo0429	A0A0B8RAU7
169963.lmo1824	A0A0B8RHA5
169963.lmo0349	A0A0B8RIM7
169963.lmo0650	A0A0B8QVG7
169963.lmo1169	A0A0B8R239
169963.lmo0706	A0A0B8R2F4
169963.lmo1217	A0A0B8R3Z0
169963.lmo0964	A0A0B8R786
169963.lmo2449	A0A0B8RHD9
169963.lmo1267	L8DTL9
169963.lmo1536	A0A0B8QXX1
169963.lmo0919	A0A0B8R6J4
169963.lmo1552	A0A0B8R8K0
169963.lmo1311	A0A0B8RAY0
169963.lmo2349	A0A0B8RBD2
169963.lmo0553	A0A0B8RDV0
169963.lmo0597	A0A0B8RGA0
169963.lmo1450	A0A0B8RHZ7
169963.lmo1406	A0A0B8RI88
169963.lmo2560	A0A0B8RIN4
169963.lmo2164	O52494
169963.lmo0829	A0A0B8QPV7
169963.lmo2349	A0A0B8QW03
169963.lmo1398	A0A0B8QZ64
169963.lmo1733	A0A0B8QZR1
169963.lmo1600	A0A0B8R277
169963.lmo2569	A0A0B8RAL7
169963.lmo1914	A0A0B8RE12
169963.lmo0086	A0A0B8REE2
169963.lmo1494	A0A0B8RGX3
169963.lmo1991	Q9Z633
169963.lmo0717	Q8GMY2
169963.lmo1625	A0A0B8QTC4
169963.lmo1581	A0A0B8QYV3
169963.lmo1751	A0A0B8QZT6
169963.lmo2668	A0A0B8R0U9
169963.lmo1861	A0A0B8R6H5
169963.lmo2219	A0A0B8R9L4
169963.lmo0611	A0A0B8RG92
169963.lmo0201	Q0PGD6
169963.lmo2148	A0A0B8QUF3
169963.lmo1348	A0A0B8QUU2
169963.lmo1036	A0A0B8QWX1
169963.lmo1330	A0A0B8RB03
169963.lmo2133	A0A0B8QUD7
169963.lmo2292	A0A0B8QZ06
169963.lmo1375	A0A0B8R1N8
169963.lmo1695	A0A0B8R3M9
169963.lmo1815	A0A0B8R6D7
169963.lmo0453	A0A0B8RA32
169963.lmo1493	A0A0B8RB81
169963.lmo0713	A0A0B8RDM2
169963.lmo1538	A0A0B8REL7
169963.lmo1767	C6ZYD0
169963.lmo0692	B0FPJ7
169963.lmo0210	H6UX64
169963.lmo2851	A0A0B8QVP3
169963.lmo1574	A0A0B8QZD2
169963.lmo2350	A0A0B8R0S9
169963.lmo2449	A0A0B8R120
169963.lmo1536	A0A0B8R3C6
169963.lmo2165	A0A0B8R3H7
169963.lmo2019	A0A0B8R608
169963.lmo0327	A0A0B8R898
169963.lmo1527	A0A0B8R8H5
169963.lmo0179	A0A0B8RE85
169963.lmo0031	A0A0B8REH0
169963.lmo1793	A0A0B8RH29
169963.lmo0210	B2L5Q8
169963.lmo1764	A0A0B8QS44
169963.lmo2025	A0A0B8QYZ8
169963.lmo1275	A0A0B8R1T6
169963.lmo1751	A0A0B8RA38
169963.lmo1608	A0A0B8REU0
169963.lmo2505	Q9RE04
169963.lmo1911	A0A0B8QQR9
169963.lmo2468	A0A0B8R1W1
169963.lmo2131	A0A0B8R1X1
169963.lmo2447	A0A0B8R414
169963.lmo0015	A0A0B8R6Q5
169963.lmo1735	A0A0B8R8Z5
169963.lmo1554	A0A0B8RA56
169963.lmo0745	A0A0B8RGH7
169963.lmo2044	A0A0B8RHU2
169963.lmo2155	L8DWV9
169963.lmo0690	Q48771
169963.lmo0031	A0A0B8R0C1
169963.lmo2504	A0A0B8R4G3
169963.lmo1844	A0A0B8R6F9
169963.lmo0031	A0A0B8R6N2
169963.lmo1369	A0A0B8R6W7
169963.lmo1466	A0A0B8RI05
169963.lmo2653	D1MWP7
169963.lmo0201	Q6EA71
169963.lmo0724	A0A0B8QTI8
169963.lmo1710	A0A0B8R0V4
169963.lmo0744	A0A0B8R565
169963.lmo1499	A0A0B8R8F6
169963.lmo0061	A0A0B8RBQ3
169963.lmo2050	A0A0B8RCD8
169963.lmo0369	A0A0B8RCK4
169963.lmo1593	A0A0B8RH20
169963.lmo0038	A7XMI7
169963.lmo0690	Q5Y833
169963.lmo1950	A0A0B8QUU9
169963.lmo1878	A0A0B8QVF6
169963.lmo2034	A0A0B8R4J7
169963.lmo1942	A0A0B8R832
169963.lmo0441	A0A0B8RD92
169963.lmo0580	A0A0B8RGB4
169963.lmo0201	B0G0B9
169963.lmo0294	A0A0B8QQM6
169963.lmo2688	A0A0B8QWQ0
169963.lmo0963	A0A0B8QX31
169963.lmo1217	A0A0B8QXU6
169963.lmo1523	A0A0B8QXW3
169963.lmo1340	A0A0B8R1Q7
169963.lmo0650	A0A0B8R2F9
169963.lmo1388	A0A0B8R479
169963.lmo0495	A0A0B8RFP8
169963.lmo2533	E3SHS2
169963.lmo0917	A0A0B8QPN9
169963.lmo1252	A0A0B8R4M5
169963.lmo0858	A0A0B8R6R4
169963.lmo0458	A0A0B8RAH5
169963.lmo1567	A0A0B8RH11
169963.lmo2423	Q6WKX8
169963.lmo1746	B7THX7
169963.lmo1960	A0A0B8QUV9
169963.lmo1403	A0A0B8QZ59
169963.lmo2243	A0A0B8R9M4
169963.lmo1381	A0A0B8RBB1
169963.lmo1267	A0A0B8RD67
169963.lmo0530	A0A0B8RFN0
169963.lmo2238	A0A0B8QRT6
169963.lmo1187	A0A0B8QX96
169963.lmo1911	A0A0B8R2R0
169963.lmo2811	A0A0B8R5Q5
169963.lmo0810	A0A0B8RCZ4
169963.lmo2000	A0A0B8REA7
169963.lmo1386	A0A0B8RIA0
169963.lmo1594	A0A0B8R275
169963.lmo1548	A0A0B8RC04
169963.lmo2356	A0A0B8RGV4
169963.lmo0014	S5LEU8
169963.lmo2551	Q93Q15
169963.lmo1530	A0A0B8QTR1
169963.lmo0961	A0A0B8QY56
169963.lmo2811	A0A0B8QZZ2
169963.lmo2005	A0A0B8R320
169963.lmo0898	A0A0B8RFB6
169963.lmo2420	Q6WKX5
169963.lmo1601	A0A0B8R3H3
169963.lmo2796	A0A0B8R911
169963.lmo0459	A0A0B8RA24
169963.lmo1363	A0A0B8RD05
169963.lmo2855	L8DXE1
169963.lmo1337	A0A0B8QUU7
169963.lmo2734	A0A0B8QV01
169963.lmo0582	Q84DT0
169963.lmo0821	A0A0B8R6T5
169963.lmo0917	A0A0B8R7C7
169963.lmo0744	A0A0B8RAT6
169963.lmo0434	A0A0A7ER20
169963.lmo0210	H6UX65
169963.lmo1822	A0A0B8R6E3
169963.lmo2447	A0A0B8QS89
169963.lmo1373	A0A0B8QYV8
169963.lmo2305	A0A0B8QZ19
169963.lmo1754	A0A0B8R0X7
169963.lmo0753	A0A0B8R1P4
169963.lmo0961	A0A0B8R6G1
169963.lmo1037	A0A0B8RF15
169963.lmo1287	Q7BSI5
169963.lmo1773	A0A0B8QS51
169963.lmo1599	A0A0B8QXF5
169963.lmo0394	A0A0B8QYG9
169963.lmo2636	A0A0B8QZ31
169963.lmo2115	A0A0B8QZD0
169963.lmo2589	A0A0B8R2C7
169963.lmo2065	A0A0B8R4L8
169963.lmo0369	A0A0B8R4W0
169963.lmo0959	A0A0B8R790
169963.lmo0681	A0A0B8R8W5
169963.lmo0681	A0A0B8RG34
169963.lmo2115	A0A0B8RI26
169963.lmo2069	L8DVC4
169963.lmo2194	P94895
169963.lmo0199	H6UX09
169963.lmo1767	C0LWW4
169963.lmo2691	A0A0B8QWP6
169963.lmo1165	A0A0B8QXC9
169963.lmo0706	A0A0B8QXP6
169963.lmo1437	A0A0B8R2T4
169963.lmo0644	A0A0B8R4S9
169963.lmo2130	A0A0B8R548
169963.lmo1792	A0A0B8RBM3
169963.lmo1310	A0A0B8RFN3
169963.lmo0963	A0A0B8QPL2
