,EC_number,RID,Organism,Turnover_Number
2180,1.5.1.3,R02236,Pneumocystis jirovecii,53.0
2181,1.5.1.3,R02236,Saccharomyces cerevisiae,11.5
2182,1.5.1.3,R02236,Shewanella violacea,88.4
2183,1.5.1.3,R02236,Stenotrophomonas maltophilia,123.0
2184,1.5.1.3,R02236,Streptococcus pneumoniae,31.5
2185,1.5.1.3,R02236,Sus scrofa,13.5
2186,1.5.1.3,R02236,Trypanosoma brucei,4.055
2187,1.5.1.30,R05707,Bacillus subtilis,70.0
2188,1.5.1.30,R05707,Streptomyces viridifaciens,34.35
2189,1.5.1.30,R05707,Vibrio harveyi,53.8
2190,1.5.1.30,R09520,Bacillus subtilis,70.0
2191,1.5.1.30,R09520,Homo sapiens,0.3
2192,1.5.1.30,R09520,Streptomyces viridifaciens,56.5
2193,1.5.1.30,R09520,Vibrio harveyi,53.8
2194,1.5.1.34,R01793,Homo sapiens,28.9
2195,1.5.1.34,R01793,Pseudomonas sp.,20.0
2196,1.5.1.34,R01793,Rattus norvegicus,154.5
2197,1.5.1.34,R01794,Homo sapiens,26.3
2198,1.5.1.34,R01794,Pseudomonas sp.,20.0
2199,1.5.1.34,R01794,Rattus norvegicus,88.0
2200,1.5.1.34,R07354,Homo sapiens,148.5
2201,1.5.1.34,R07354,Rattus norvegicus,157.0
2202,1.5.1.34,R07355,Homo sapiens,20.0
2203,1.5.1.5,R01220,Homo sapiens,6.9
2204,1.5.1.5,R01220,Leishmania major,14.0
2205,1.5.1.5,R01220,Photobacterium phosphoreum,113.0
2206,1.5.1.7,R00715,Saccharomyces cerevisiae,18.8
2207,1.5.3.13,R03899,Homo sapiens,24.35
2208,1.5.3.13,R03899,Mus musculus,4.53
2209,1.5.3.13,R09074,Homo sapiens,11.75
2210,1.5.3.13,R09074,Mus musculus,4.85
2211,1.5.3.14,R01914,Zea mays,50.2
2212,1.5.3.16,R09076,Arabidopsis thaliana,2.5
2213,1.5.3.16,R09076,Homo sapiens,6.6
2214,1.5.3.16,R09076,Mus musculus,4.5
2215,1.5.3.16,R09076,Saccharomyces cerevisiae,165.0
2216,1.5.3.17,R03899,Arabidopsis thaliana,0.8
2217,1.5.3.17,R03899,Mus musculus,49.0
2218,1.5.3.17,R03899,Saccharomyces cerevisiae,15.1
2219,1.5.3.17,R09074,Arabidopsis thaliana,0.521
2220,1.5.3.17,R09076,Arabidopsis thaliana,3.4
2221,1.5.3.17,R09076,Mus musculus,4.7
2222,1.5.3.17,R09076,Saccharomyces cerevisiae,39.0
2223,1.5.3.17,R09077,Arabidopsis thaliana,3.4
2224,1.5.3.5,R03202,Arthrobacter nicotinovorans,29.3
2225,1.5.3.6,R07170,Arthrobacter nicotinovorans,19.8
2226,1.5.8.2,R02511,Methylophilus methylotrophus,16.65
2227,1.5.99.12,R05708,Arabidopsis thaliana,5.4
2228,1.5.99.12,R05708,Zea mays,128.0
2229,1.5.99.5,R00609,Aminobacter aminovorans,0.7
2230,1.6.1.1,R00112,Escherichia coli,167.9
2231,1.6.1.1,R00112,Pseudomonas aeruginosa,233.0
2232,1.6.2.2,R00100,Bos taurus,500.0
2233,1.6.2.2,R00100,Homo sapiens,0.733
2234,1.6.2.2,R00100,Musca domestica,332.0
2235,1.6.2.2,R00100,Rattus norvegicus,800.0
2236,1.6.2.2,R00100,Sus scrofa,742.0
2237,1.6.2.4,R00106,Gossypium hirsutum,7.03
2238,1.6.2.4,R00106,Homo sapiens,4.87
2239,1.6.2.4,R05102,Gossypium hirsutum,7.03
2240,1.6.2.4,R05102,Homo sapiens,4.87
2241,1.6.2.4,R08539,Gossypium hirsutum,7.03
2242,1.6.2.4,R08539,Homo sapiens,4.87
2243,1.6.2.4,R08551,Gossypium hirsutum,7.03
2244,1.6.2.4,R08551,Homo sapiens,4.87
2245,1.6.2.6,R00101,Glycine max,137.0
2246,1.6.3.1,R07171,Sulfolobus solfataricus,4.4
2247,1.6.3.1,R07172,Helicobacter pylori,2.8
2248,1.6.5.2,R02964,Archaeoglobus fulgidus,120.0
2249,1.6.5.2,R02964,Escherichia coli,8.9
2250,1.6.5.2,R02964,Giardia intestinalis,47.2
2251,1.6.5.2,R02964,Rattus norvegicus,192.0
2252,1.6.5.2,R03643,Archaeoglobus fulgidus,120.0
2253,1.6.5.2,R03643,Escherichia coli,8.9
2254,1.6.5.2,R03643,Giardia intestinalis,47.2
2255,1.6.5.2,R03643,Rattus norvegicus,192.0
2256,1.6.5.2,R07358,Archaeoglobus fulgidus,120.0
2257,1.6.5.2,R07358,Escherichia coli,8.9
2258,1.6.5.2,R07358,Giardia intestinalis,47.2
2259,1.6.5.2,R07358,Rattus norvegicus,192.0
2260,1.6.5.2,R07359,Archaeoglobus fulgidus,170.0
2261,1.6.5.2,R07359,Escherichia coli,20.1
2262,1.6.5.2,R07359,Giardia intestinalis,50.1
2263,1.6.5.3,R02163,Bos taurus,2.7
2264,1.6.5.3,R02163,Escherichia coli,26.0
2265,1.6.5.3,R02163,Saccharomyces cerevisiae,290.0
2266,1.6.5.4,R00095,Cucumis sativus,200.0
2267,1.6.5.4,R00095,Physcomitrella patens,128.0
2268,1.6.5.4,R00095,Solanum lycopersicum,124.0
2269,1.6.5.9,R02163,Saccharomyces cerevisiae,0.031
2270,1.6.99.3,R00281,Trichomonas vaginalis,725.0
2271,1.7.1.1,R00794,Arabidopsis thaliana,210.0
2272,1.7.1.1,R00794,Spinacia oleracea,700.7
2273,1.7.1.1,R00794,Zea mays,200.0
2274,1.7.1.11,R04303,Rattus norvegicus,2.5
2275,1.7.1.13,R07605,Escherichia coli,0.11
2276,1.7.1.14,R02492,Fusarium oxysporum,1200.0
2277,1.7.1.14,R02492,Histoplasma capsulatum,83.3
2278,1.7.1.14,R09446,Fusarium oxysporum,1200.0
2279,1.7.1.14,R09446,Histoplasma capsulatum,83.3
2280,1.7.1.2,R00796,Ankistrodesmus braunii,470.0
2281,1.7.1.3,R00796,Neurospora crassa,1400.0
2282,1.7.1.3,R00796,Ogataea angusta,215.0
2283,1.7.1.4,R00787,Neurospora crassa,130.0
2284,1.7.1.4,R00789,Neurospora crassa,130.0
2285,1.7.1.6,R05711,Pseudomonas aeruginosa,33.6
2286,1.7.1.7,R01134,Escherichia coli,0.28
2287,1.7.2.1,R00280,Achromobacter xylosoxidans,172.0
2288,1.7.2.1,R00280,Alcaligenes faecalis,125.0
2289,1.7.2.1,R00280,Hyphomicrobium denitrificans,320.0
2290,1.7.2.1,R00280,Magnetospirillum magnetotacticum,80.0
2291,1.7.2.1,R00280,Paracoccus pantotrophus,41.0
2292,1.7.2.1,R00280,Pseudomonas aeruginosa,8.0
2293,1.7.2.1,R00280,Pseudomonas chlororaphis,121.81
2294,1.7.2.1,R00280,Pseudomonas denitrificans,9.68
2295,1.7.2.1,R00783,Achromobacter xylosoxidans,172.0
2296,1.7.2.1,R00783,Alcaligenes faecalis,125.0
2297,1.7.2.1,R00783,Hyphomicrobium denitrificans,320.0
2298,1.7.2.1,R00783,Magnetospirillum magnetotacticum,80.0
2299,1.7.2.1,R00783,Paracoccus pantotrophus,41.0
2300,1.7.2.1,R00783,Pseudomonas aeruginosa,8.0
2301,1.7.2.1,R00783,Pseudomonas chlororaphis,121.81
2302,1.7.2.1,R00783,Pseudomonas denitrificans,9.68
2303,1.7.2.1,R00784,Achromobacter xylosoxidans,172.0
2304,1.7.2.1,R00784,Alcaligenes faecalis,125.0
2305,1.7.2.1,R00784,Hyphomicrobium denitrificans,320.0
2306,1.7.2.1,R00784,Magnetospirillum magnetotacticum,80.0
2307,1.7.2.1,R00784,Paracoccus pantotrophus,41.0
2308,1.7.2.1,R00784,Pseudomonas aeruginosa,8.0
2309,1.7.2.1,R00784,Pseudomonas chlororaphis,121.81
2310,1.7.2.1,R00784,Pseudomonas denitrificans,9.68
2311,1.7.2.1,R00785,Achromobacter xylosoxidans,172.0
2312,1.7.2.1,R00785,Alcaligenes faecalis,125.0
2313,1.7.2.1,R00785,Hyphomicrobium denitrificans,320.0
2314,1.7.2.1,R00785,Magnetospirillum magnetotacticum,80.0
2315,1.7.2.1,R00785,Paracoccus pantotrophus,41.0
2316,1.7.2.1,R00785,Pseudomonas aeruginosa,8.0
2317,1.7.2.1,R00785,Pseudomonas chlororaphis,121.81
2318,1.7.2.1,R00785,Pseudomonas denitrificans,9.68
2319,1.7.2.2,R05712,Desulfovibrio desulfuricans,340.0
2320,1.7.2.2,R05712,Escherichia coli,700.0
2321,1.7.2.2,R05712,Shewanella oneidensis,7.0
2322,1.7.2.2,R05712,Thioalkalivibrio nitratireducens,2027.5
2323,1.7.2.4,R02804,Pyrobaculum aerophilum,8.0
2324,1.7.2.5,R00294,Aspergillus oryzae,166.7
2325,1.7.2.5,R00294,Bacillus azotoformans,134.0
2326,1.7.2.5,R00294,Desulfovibrio vulgaris,12.0
2327,1.7.2.5,R00294,Escherichia coli,14.9
2328,1.7.2.5,R00294,Fusarium lichenicola,533.0
2329,1.7.2.5,R00294,Fusarium oxysporum,368.0
2330,1.7.2.5,R00294,Moorella thermoacetica,48.0
2331,1.7.2.5,R00294,Paracoccus denitrificans,36.665
2332,1.7.3.1,R00799,Fusarium oxysporum,15.0
2333,1.7.3.1,R00799,Podospora anserina,15.0
2334,1.7.5.2,R09445,Bacillus azotoformans,134.0
2335,1.7.7.1,R00790,'Chlorella' fusca,54.0
2336,1.7.7.1,R00790,Cucurbita pepo,89.0
2337,1.7.7.1,R00790,Nicotiana tabacum,136.5
2338,1.7.7.1,R00790,Pyropia yezoensis,10.0
2339,1.7.7.1,R00790,Spinacia oleracea,110.0
2340,1.7.99.1,R00143,Pyrococcus furiosus,3.8
2341,1.7.99.1,R00284,Pyrococcus furiosus,3.8
2342,1.8.1.12,R03821,Crithidia fasciculata,517.0
2343,1.8.1.12,R03821,Euglena gracilis,283.0
2344,1.8.1.12,R03821,Homo sapiens,20.8
2345,1.8.1.12,R03821,Leishmania donovani,98.59
2346,1.8.1.12,R03821,Leishmania infantum,18.5
2347,1.8.1.12,R03821,Trypanosoma brucei,46.8
2348,1.8.1.12,R03821,Trypanosoma congolense,141.0
2349,1.8.1.12,R03821,Trypanosoma cruzi,172.5
2350,1.8.1.12,R08356,Trypanosoma cruzi,6.33
2351,1.8.1.12,R08357,Trypanosoma cruzi,6.33
2352,1.8.1.14,R00091,Bacillus anthracis,27.0
2353,1.8.1.14,R00091,Staphylococcus aureus,15.085
2354,1.8.1.14,R07175,Bacillus anthracis,2.0
2355,1.8.1.14,R07175,Pyrococcus horikoshii,7.2
2356,1.8.1.14,R07175,Staphylococcus aureus,15.085
2357,1.8.1.15,R05715,Mycobacterium tuberculosis,25.0
2358,1.8.1.15,R05716,Mycobacterium tuberculosis,129.0
2359,1.8.1.16,R09561,Marichromatium gracile,186.8
2360,1.8.1.2,R00858,Escherichia coli,165.0
2361,1.8.1.4,R00209,Homo sapiens,457.0
2362,1.8.1.4,R00209,Plasmodium falciparum,291.75
2363,1.8.1.4,R00209,Streptococcus pneumoniae,223.0
2364,1.8.1.4,R01221,Homo sapiens,457.0
2365,1.8.1.4,R01221,Plasmodium falciparum,291.75
2366,1.8.1.4,R01221,Streptococcus pneumoniae,223.0
2367,1.8.1.4,R01698,Homo sapiens,543.0
2368,1.8.1.4,R01698,Plasmodium falciparum,291.75
2369,1.8.1.4,R01698,Streptococcus pneumoniae,223.0
2370,1.8.1.4,R01698,Streptomyces seoulensis,88.0
2371,1.8.1.4,R01933,Homo sapiens,457.0
2372,1.8.1.4,R01933,Plasmodium falciparum,291.75
2373,1.8.1.4,R01933,Streptococcus pneumoniae,223.0
2374,1.8.1.4,R03815,Homo sapiens,457.0
2375,1.8.1.4,R03815,Plasmodium falciparum,291.75
2376,1.8.1.4,R03815,Streptococcus pneumoniae,223.0
2377,1.8.1.4,R07618,Homo sapiens,457.0
2378,1.8.1.4,R07618,Plasmodium falciparum,291.75
2379,1.8.1.4,R07618,Streptococcus pneumoniae,223.0
2380,1.8.1.4,R08549,Homo sapiens,457.0
2381,1.8.1.4,R08549,Plasmodium falciparum,291.75
2382,1.8.1.4,R08549,Streptococcus pneumoniae,223.0
2383,1.8.1.4,R08550,Homo sapiens,457.0
2384,1.8.1.4,R08550,Plasmodium falciparum,291.75
2385,1.8.1.4,R08550,Streptococcus pneumoniae,223.0
2386,1.8.1.5,R05713,Xanthobacter autotrophicus,0.22
2387,1.8.1.5,R05713,Xanthobacter sp.,0.263
2388,1.8.1.7,R00094,Anabaena sp.,38.0
2389,1.8.1.7,R00094,Escherichia coli,733.3
2390,1.8.1.7,R00094,Euglena gracilis,317.0
2391,1.8.1.7,R00094,Homo sapiens,210.0
2392,1.8.1.7,R00094,Ipomoea batatas,50.14
2393,1.8.1.7,R00094,Plasmodium falciparum,120.0
2394,1.8.1.7,R00094,Schistosoma mansoni,0.19
2395,1.8.1.7,R00094,Xanthomonas campestris,32.5
2396,1.8.1.7,R00115,Anabaena sp.,367.0
2397,1.8.1.7,R00115,Escherichia coli,733.3
2398,1.8.1.7,R00115,Euglena gracilis,317.0
2399,1.8.1.7,R00115,Homo sapiens,210.0
2400,1.8.1.7,R00115,Ipomoea batatas,51.93
2401,1.8.1.7,R00115,Plasmodium falciparum,120.0
2402,1.8.1.7,R00115,Saccharomyces cerevisiae,681.65
2403,1.8.1.7,R00115,Schistosoma mansoni,0.19
2404,1.8.1.7,R00115,Xanthomonas campestris,37.5
2405,1.8.1.8,R03913,Mycobacterium tuberculosis,2.8
2406,1.8.1.8,R03914,Mycobacterium tuberculosis,0.0079
2407,1.8.1.9,R00900,Entamoeba histolytica,0.25
2408,1.8.1.9,R00900,Methanosarcina acetivorans,0.65
2409,1.8.1.9,R00900,Saccharomyces cerevisiae,33.3
2410,1.8.1.9,R00900,Solanum lycopersicum,0.35
2411,1.8.1.9,R00900,Sulfolobus solfataricus,0.61
2412,1.8.1.9,R02016,Aeropyrum pernix,63.2
2413,1.8.1.9,R02016,Anopheles gambiae,15.4
2414,1.8.1.9,R02016,Bos taurus,1200.0
2415,1.8.1.9,R02016,Caenorhabditis elegans,5.111
2416,1.8.1.9,R02016,Entamoeba histolytica,0.5
2417,1.8.1.9,R02016,Escherichia coli,22.4
2418,1.8.1.9,R02016,Homo sapiens,16.94
2419,1.8.1.9,R02016,Methanosarcina acetivorans,0.65
2420,1.8.1.9,R02016,Mus musculus,27.25
2421,1.8.1.9,R02016,Rattus norvegicus,45.85
2422,1.8.1.9,R02016,Saccharomyces cerevisiae,33.3
2423,1.8.1.9,R02016,Solanum lycopersicum,0.365
2424,1.8.1.9,R02016,Sulfolobus solfataricus,0.955
2425,1.8.1.9,R03596,Entamoeba histolytica,0.25
2426,1.8.1.9,R03596,Methanosarcina acetivorans,0.65
2427,1.8.1.9,R03596,Saccharomyces cerevisiae,33.3
2428,1.8.1.9,R03596,Solanum lycopersicum,0.35
2429,1.8.1.9,R03596,Sulfolobus solfataricus,0.61
2430,1.8.1.9,R09372,Drosophila melanogaster,12.0
2431,1.8.1.9,R09372,Entamoeba histolytica,0.25
2432,1.8.1.9,R09372,Homo sapiens,23.0
2433,1.8.1.9,R09372,Methanosarcina acetivorans,0.65
2434,1.8.1.9,R09372,Mus musculus,14.0
2435,1.8.1.9,R09372,Plasmodium falciparum,31.0
2436,1.8.1.9,R09372,Saccharomyces cerevisiae,33.3
2437,1.8.1.9,R09372,Solanum lycopersicum,0.35
2438,1.8.1.9,R09372,Sulfolobus solfataricus,0.61
2439,1.8.2.1,R00528,Homo sapiens,26.9
2440,1.8.2.1,R00528,Starkeya novella,313.55
2441,1.8.3.1,R00533,Arabidopsis thaliana,4500.0
2442,1.8.3.1,R00533,Gallus gallus,54.55
2443,1.8.3.1,R00533,Homo sapiens,25.0
2444,1.8.3.1,R00533,Thermus thermophilus,26.86
2445,1.8.3.3,R00120,Aspergillus oryzae,3600000.0
2446,1.8.4.10,R07176,Catharanthus roseus,2.75
2447,1.8.4.11,R04120,Nicotiana tabacum,0.048
2448,1.8.4.11,R04120,Solanum lycopersicum,0.13
2449,1.8.4.11,R07606,Nicotiana tabacum,0.048
2450,1.8.4.11,R07606,Solanum lycopersicum,0.13
2451,1.8.4.8,R02021,Bacillus subtilis,0.2535
2452,1.8.4.8,R02021,Escherichia coli,3.5
2453,1.8.4.9,R05717,Catharanthus roseus,2.75
2454,1.8.4.9,R05717,Glycine max,8.4
2455,1.8.4.9,R05717,Lemna minor,56.0
2456,1.8.4.9,R05717,Mycobacterium tuberculosis,0.153
2457,1.8.4.9,R05717,Physcomitrella patens,0.176
2458,1.8.5.1,R01108,Homo sapiens,0.0175
2459,1.8.5.1,R01108,Ipomoea batatas,234.4
2460,1.8.5.1,R01108,Pinus bungeana,25.34
2461,1.8.5.1,R01108,Populus tomentosa,31000.0
2462,1.8.5.1,R01108,Spinacia oleracea,490.0
2463,1.8.5.1,R01108,Taiwanofungus camphoratus,21.51
2464,1.8.5.3,R09501,Escherichia coli,79.9
2465,1.8.5.3,R09501,Rhodobacter capsulatus,31.95
2466,1.8.5.3,R09501,Rhodobacter sphaeroides,50.0
2467,1.8.7.1,R00859,Brassica rapa,5.75
2468,1.8.7.1,R00859,Cyanidioschyzon merolae,4.7
2469,1.97.1.1,R03575,Haloferax mediterranei,46.0
2470,1.97.1.8,R05499,Sulfurospirillum multivorans,10.95
2471,1.97.1.8,R05753,Sulfurospirillum multivorans,10.95
2472,1.97.1.9,R07229,Enterobacter cloacae,5.0
2473,1.97.1.9,R07229,Thauera selenatis,387.0
2474,2.1.1.1,R01269,Homo sapiens,0.077
2475,2.1.1.103,R02037,Caenorhabditis elegans,0.055
2476,2.1.1.103,R02037,Haemonchus contortus,5.82
2477,2.1.1.103,R02037,Plasmodium falciparum,0.49
2478,2.1.1.103,R06868,Caenorhabditis elegans,0.058
2479,2.1.1.103,R06868,Haemonchus contortus,4.13
2480,2.1.1.103,R06868,Plasmodium falciparum,0.49
2481,2.1.1.103,R06869,Caenorhabditis elegans,0.058
2482,2.1.1.103,R06869,Haemonchus contortus,4.13
2483,2.1.1.103,R06869,Plasmodium falciparum,0.49
2484,2.1.1.107,R03194,Pseudomonas denitrificans,38.0
2485,2.1.1.107,R07237,Pseudomonas denitrificans,38.0
2486,2.1.1.11,R04237,Chlorobaculum tepidum,0.14
2487,2.1.1.11,R04237,Rhodobacter capsulatus,0.04
2488,2.1.1.110,R03111,Aspergillus parasiticus,1.4
2489,2.1.1.125,R04718,Homo sapiens,0.00515
2490,2.1.1.125,R04718,Rattus norvegicus,0.008
2491,2.1.1.13,R00946,Escherichia coli,8.33
2492,2.1.1.14,R04405,Candida albicans,0.4
2493,2.1.1.14,R04405,Escherichia coli,0.12
2494,2.1.1.14,R04405,Saccharomyces cerevisiae,0.533
2495,2.1.1.14,R09365,Candida albicans,0.4
2496,2.1.1.14,R09365,Escherichia coli,0.12
2497,2.1.1.14,R09365,Saccharomyces cerevisiae,0.533
2498,2.1.1.141,R05759,Arabidopsis thaliana,47.5
2499,2.1.1.146,R07240,Pimpinella anisum,0.015
2500,2.1.1.146,R07240,Rosa chinensis,0.031
2501,2.1.1.148,R06613,Helicobacter pylori,0.0072
2502,2.1.1.164,R09569,Lechevalieria aerocolonigenes,0.047
2503,2.1.1.197,R09543,Bacillus cereus,173.0
2504,2.1.1.2,R01883,Rattus norvegicus,3.8
2505,2.1.1.20,R00367,Homo sapiens,1.6
2506,2.1.1.20,R00367,Rattus norvegicus,0.45
2507,2.1.1.21,R01586,Pseudomonas sp.,0.174915
2508,2.1.1.28,R02533,Homo sapiens,0.0473
2509,2.1.1.28,R04033,Homo sapiens,0.045
2510,2.1.1.37,R00380,Haemophilus aegyptius,0.0068
2511,2.1.1.37,R00380,Homo sapiens,0.058
2512,2.1.1.37,R00380,Mus musculus,0.0115
2513,2.1.1.37,R04858,Haemophilus aegyptius,0.0068
2514,2.1.1.37,R04858,Homo sapiens,0.058
2515,2.1.1.37,R04858,Mus musculus,0.0115
2516,2.1.1.41,R04427,Candida albicans,0.01
2517,2.1.1.41,R04427,Saccharomyces cerevisiae,0.01083
2518,2.1.1.41,R04427,Trypanosoma brucei,0.013
2519,2.1.1.45,R02101,Homo sapiens,48.0
2520,2.1.1.45,R02101,Litopenaeus vannamei,4.1
2521,2.1.1.45,R02101,Plasmodium falciparum,1.2
2522,2.1.1.45,R02101,Shrimp white spot syndrome virus,2.8
2523,2.1.1.49,R02174,Oryctolagus cuniculus,0.3
2524,2.1.1.49,R02808,Oryctolagus cuniculus,0.1585
2525,2.1.1.49,R02910,Oryctolagus cuniculus,0.1585
2526,2.1.1.49,R08537,Oryctolagus cuniculus,0.1585
2527,2.1.1.50,R03554,Catharanthus roseus,0.327
2528,2.1.1.53,R01153,Calystegia sepium,0.123
2529,2.1.1.53,R01153,Datura inoxia,0.371
2530,2.1.1.53,R01153,Datura stramonium,0.69
2531,2.1.1.53,R01153,Physalis divaricata,0.198
2532,2.1.1.53,R01153,Solanum dulcamara,0.047
2533,2.1.1.53,R01153,Solanum lycopersicum,0.19
2534,2.1.1.53,R01153,Solanum tuberosum,0.131
2535,2.1.1.56,R03805,Dengue virus,5.4e-05
2536,2.1.1.56,R03805,Vaccinia virus,0.022
2537,2.1.1.6,R04301,Homo sapiens,0.139
2538,2.1.1.6,R04764,Homo sapiens,0.5375
2539,2.1.1.68,R02379,Arabidopsis thaliana,1.3
2540,2.1.1.68,R03366,Arabidopsis thaliana,0.62
2541,2.1.1.68,R06574,Arabidopsis thaliana,1.55
2542,2.1.1.68,R06576,Arabidopsis thaliana,2.85
2543,2.1.1.72,R02961,Escherichia coli,0.000248
2544,2.1.1.76,R02157,Solanum habrochaites,2.94
2545,2.1.1.76,R05035,Solanum habrochaites,2.94
2546,2.1.1.79,R03411,Escherichia coli,0.0935
2547,2.1.2.1,R00945,Arabidopsis thaliana,15.8
2548,2.1.2.1,R00945,Escherichia coli,5.0
2549,2.1.2.1,R00945,Homo sapiens,0.04
2550,2.1.2.1,R00945,Oryctolagus cuniculus,0.07
2551,2.1.2.1,R00945,Plasmodium vivax,0.98
2552,2.1.2.1,R00945,Trichomonas vaginalis,1.295
2553,2.1.2.1,R09099,Methanocaldococcus jannaschii,3.53
2554,2.1.2.10,R01221,Escherichia coli,16.4
2555,2.1.2.10,R04125,Escherichia coli,16.4
2556,2.1.2.11,R01216,Mycobacterium tuberculosis,0.7815
2557,2.1.2.11,R01226,Mycobacterium tuberculosis,0.78
2558,2.1.2.2,R04325,Escherichia coli,17.1
2559,2.1.2.5,R02287,Candidatus Koribacter versatilis,0.0092
2560,2.1.2.5,R02287,Picrophilus torridus,0.0193
2561,2.1.2.5,R02287,Streptococcus pyogenes,0.0022
2562,2.1.2.5,R02287,Thermoplasma acidophilum,0.0045
2563,2.1.2.5,R03189,Candidatus Koribacter versatilis,0.0092
2564,2.1.2.5,R03189,Picrophilus torridus,0.0193
2565,2.1.2.5,R03189,Streptococcus pyogenes,0.0022
2566,2.1.2.5,R03189,Thermoplasma acidophilum,0.0045
2567,2.1.2.8,R01669,Enterobacteria phage T4,12.7
2568,2.1.3.2,R01397,Aquifex aeolicus,23.65
2569,2.1.3.2,R01397,Escherichia coli,417.0
2570,2.1.3.2,R01397,Mesocricetus auratus,68.55
2571,2.1.3.2,R01397,Triticum aestivum,47.2
2572,2.1.3.3,R01398,Alnus glutinosa,18.0
2573,2.1.3.3,R01398,Bos taurus,187.0
2574,2.1.3.3,R01398,Enterococcus faecalis,3400.0
2575,2.1.3.3,R01398,Giardia intestinalis,82.0
2576,2.1.3.3,R01398,Moritella abyssi,618.0
2577,2.1.3.3,R01398,Pseudomonas savastanoi,49.0
2578,2.1.3.3,R01398,Pyrococcus furiosus,435.0
2579,2.1.4.1,R00565,Cylindrospermopsis raciborskii,875.0
2580,2.1.4.1,R01686,Cylindrospermopsis raciborskii,875.0
2581,2.1.4.1,R01989,Cylindrospermopsis raciborskii,875.0
2582,2.2.1.1,R01067,Homo sapiens,4.7
2583,2.2.1.1,R01067,Saccharomyces cerevisiae,25.0
2584,2.2.1.1,R01067,Spinacia oleracea,0.0187
2585,2.2.1.1,R01641,Homo sapiens,4.7
2586,2.2.1.1,R01641,Leishmania mexicana,8.4
2587,2.2.1.1,R01641,Saccharomyces cerevisiae,45.0
2588,2.2.1.1,R01641,Spinacia oleracea,0.01675
2589,2.2.1.1,R01830,Homo sapiens,4.7
2590,2.2.1.1,R01830,Saccharomyces cerevisiae,25.0
2591,2.2.1.1,R01830,Spinacia oleracea,0.0187
2592,2.2.1.1,R06590,Leishmania mexicana,8.4
2593,2.2.1.1,R06590,Saccharomyces cerevisiae,46.0
2594,2.2.1.1,R06590,Spinacia oleracea,0.0148
2595,2.2.1.1,R06861,Homo sapiens,4.7
2596,2.2.1.1,R06861,Saccharomyces cerevisiae,25.0
2597,2.2.1.1,R06861,Spinacia oleracea,0.0187
2598,2.2.1.1,R06863,Leishmania mexicana,8.4
2599,2.2.1.1,R06863,Saccharomyces cerevisiae,46.0
2600,2.2.1.1,R06863,Spinacia oleracea,0.0148
2601,2.2.1.2,R01827,Blastobotrys adeninivorans,6.44
2602,2.2.1.2,R01827,Thermotoga maritima,22.9
2603,2.2.1.2,R08575,Blastobotrys adeninivorans,5.67
2604,2.2.1.2,R08575,Thermotoga maritima,22.6
2605,2.2.1.6,R00006,Bacillus subtilis,121.0
2606,2.2.1.6,R00006,Escherichia coli,43.85
2607,2.2.1.6,R00006,Mycobacterium tuberculosis,3.19
2608,2.2.1.6,R00006,Nicotiana tabacum,9.21
2609,2.2.1.6,R00014,Bacillus subtilis,121.0
2610,2.2.1.6,R00014,Escherichia coli,43.85
2611,2.2.1.6,R00014,Mycobacterium tuberculosis,3.19
2612,2.2.1.6,R00014,Nicotiana tabacum,9.21
2613,2.2.1.6,R00226,Bacillus subtilis,121.0
2614,2.2.1.6,R00226,Escherichia coli,43.85
2615,2.2.1.6,R00226,Mycobacterium tuberculosis,3.19
2616,2.2.1.6,R00226,Nicotiana tabacum,9.21
2617,2.2.1.6,R03050,Bacillus subtilis,121.0
2618,2.2.1.6,R03050,Escherichia coli,43.85
2619,2.2.1.6,R03050,Mycobacterium tuberculosis,3.19
2620,2.2.1.6,R03050,Nicotiana tabacum,9.21
2621,2.2.1.6,R04672,Bacillus subtilis,121.0
2622,2.2.1.6,R04672,Escherichia coli,43.85
2623,2.2.1.6,R04672,Mycobacterium tuberculosis,3.19
2624,2.2.1.6,R04672,Nicotiana tabacum,9.21
2625,2.2.1.6,R04673,Escherichia coli,3.3
2626,2.2.1.6,R08648,Bacillus subtilis,121.0
2627,2.2.1.6,R08648,Escherichia coli,40.3
2628,2.2.1.6,R08648,Mycobacterium tuberculosis,3.19
2629,2.2.1.6,R08648,Nicotiana tabacum,9.21
2630,2.2.1.7,R05636,Agrobacterium tumefaciens,26.8
2631,2.2.1.7,R05636,Botryococcus braunii,2.4
2632,2.2.1.7,R05636,Escherichia coli,2.6
2633,2.2.1.7,R05636,Plasmodium vivax,10.25
2634,2.2.1.7,R05636,Rhodobacter capsulatus,1.9
2635,2.2.1.9,R08165,Bacillus subtilis,0.23
2636,2.2.1.9,R08165,Escherichia coli,0.075
2637,2.2.1.9,R08165,Mycobacterium tuberculosis,0.28
2638,2.3.1.1,R00259,Mycobacterium tuberculosis,0.22
2639,2.3.1.101,R03390,Methanosarcina barkeri,1970.0
2640,2.3.1.101,R03390,Methanothermobacter thermautotrophicum,2770.0
2641,2.3.1.116,R04356,Glandularia x hybrida,2.9
2642,2.3.1.116,R04356,Lamium purpureum,9.0
2643,2.3.1.116,R06797,Glandularia x hybrida,2.9
2644,2.3.1.116,R06797,Lamium purpureum,9.0
2645,2.3.1.12,R00209,Azotobacter vinelandii,2.4
